Map Node Loc,Probability,Count,Category
(0|0),0.9431818,166,8,0.01704546,3,21,0.01136364,2,20,0.01136364,2,26,0.01136364,2,38,0.005681818,1,9,
(0|1),0.7517402,324,8,0.05568445,24,10,0.03248260,14,65,0.02784223,12,20,0.01856148,8,21,0.01624130,7,13,0.01392111,6,6,0.01160093,5,32,0.01160093,5,42,0.006960557,3,35,0.006960557,3,39,0.004640371,2,3,0.004640371,2,7,0.004640371,2,9,0.004640371,2,17,0.004640371,2,52,0.004640371,2,59,0.004640371,2,66,0.002320186,1,4,0.002320186,1,12,0.002320186,1,14,0.002320186,1,19,0.002320186,1,26,0.002320186,1,63,
(0|2),0.7517402,324,8,0.05568445,24,10,0.03248260,14,65,0.02784223,12,20,0.01856148,8,21,0.01624130,7,13,0.01392111,6,6,0.01160093,5,32,0.01160093,5,42,0.006960557,3,35,0.006960557,3,39,0.004640371,2,3,0.004640371,2,7,0.004640371,2,9,0.004640371,2,17,0.004640371,2,52,0.004640371,2,59,0.004640371,2,66,0.002320186,1,4,0.002320186,1,12,0.002320186,1,14,0.002320186,1,19,0.002320186,1,26,0.002320186,1,63,
(0|3),0.6198347,75,48,0.09917355,12,19,0.05785124,7,17,0.04132231,5,12,0.04132231,5,66,0.03305785,4,4,0.03305785,4,63,0.02479339,3,6,0.01652892,2,10,0.01652892,2,56,0.008264462,1,2,0.008264462,1,64,
(0|4),0.2533937,56,52,0.1538462,34,4,0.1131222,25,12,0.09954751,22,66,0.08597285,19,17,0.02714932,6,6,0.02714932,6,8,0.02714932,6,48,0.02262443,5,54,0.02262443,5,64,0.01809955,4,7,0.01357466,3,3,0.01357466,3,18,0.01357466,3,29,0.01357466,3,38,0.009049774,2,9,0.009049774,2,13,0.009049774,2,19,0.009049774,2,32,0.009049774,2,35,0.009049774,2,39,0.009049774,2,42,0.009049774,2,55,0.009049774,2,65,0.004524887,1,41,0.004524887,1,49,0.004524887,1,51,
(0|5),0.1791045,36,12,0.1641791,33,17,0.1293532,26,6,0.09950249,20,52,0.04477612,9,66,0.03980099,8,8,0.03482587,7,48,0.02985075,6,42,0.02985075,6,61,0.02487562,5,3,0.02487562,5,38,0.01990050,4,18,0.01990050,4,49,0.01990050,4,51,0.01990050,4,64,0.01492537,3,19,0.01492537,3,41,0.01492537,3,55,0.009950249,2,4,0.009950249,2,7,0.009950249,2,9,0.009950249,2,20,0.004975124,1,1,0.004975124,1,26,0.004975124,1,29,0.004975124,1,32,0.004975124,1,36,0.004975124,1,54,0.004975124,1,63,
(0|6),0.2380952,10,4,0.2380952,10,17,0.1190476,5,9,0.09523810,4,7,0.09523810,4,8,0.04761905,2,3,0.04761905,2,20,0.04761905,2,61,0.04761905,2,66,0.02380952,1,14,
(0|7),0.3454545,38,35,0.1181818,13,4,0.1000000,11,2,0.07272727,8,17,0.06363636,7,8,0.04545455,5,10,0.04545455,5,14,0.03636364,4,19,0.03636364,4,63,0.02727273,3,9,0.02727273,3,20,0.02727273,3,66,0.01818182,2,52,0.009090909,1,3,0.009090909,1,29,0.009090909,1,39,0.009090909,1,64,
(0|8),0.4347826,10,13,0.1739130,4,20,0.1304348,3,14,0.08695652,2,3,0.08695652,2,35,0.08695652,2,41,
(0|9),0.4450549,81,42,0.1538462,28,20,0.1043956,19,59,0.05494506,10,61,0.04945055,9,21,0.03846154,7,27,0.03296703,6,19,0.03296703,6,63,0.02197802,4,32,0.02197802,4,35,0.01648352,3,13,0.01098901,2,9,0.01098901,2,12,0.005494506,1,18,
(0|10),0.2414634,99,21,0.1780488,73,13,0.1512195,62,59,0.1487805,61,42,0.1000000,41,19,0.08292683,34,20,0.05609756,23,63,0.01219512,5,27,0.01219512,5,36,0.009756098,4,9,0.004878049,2,2,0.002439024,1,17,
(0|11),0.3157895,12,21,0.1578947,6,35,0.1052632,4,3,0.07894737,3,19,0.07894737,3,42,0.07894737,3,63,0.05263158,2,8,0.05263158,2,9,0.05263158,2,20,0.02631579,1,10,
(0|12),0.3870968,12,21,0.2258064,7,19,0.2258064,7,63,0.1290323,4,27,0.03225806,1,59,
(0|13),0.3125000,5,13,0.2500000,4,21,0.1250000,2,36,0.1250000,2,42,0.06250000,1,6,0.06250000,1,35,0.06250000,1,64,
