Job Practice, Group (Category), Probability Segment of training data mapped to node possessing orders in specified JP Group  : 50 | Criminal Law (jpg:50,idx:44)
Catgory Probability,Ex Count at BMU,BMU Map Loc
0.1875000,1.0,(22|2)
0.1185185,1.0,(21|2)
0.04324324,1.0,(21|3)
0.01369863,1.0,(2|4)
0.01326260,1.0,(22|3)
0.01315789,1.0,(21|4)
0.009433962,1.0,(20|9)
