Job Practice, Group (Category), Probability Segment of training data mapped to node possessing orders in specified JP Group  : 50 | Criminal Law (jpg:50,idx:31)
Catgory Probability,Ex Count at BMU,BMU Map Loc
0.2950820,1.0,(26|4)
0.04477612,1.0,(7|49)
0.03718200,1.0,(27|5)
0.01869159,1.0,(25|4)
0.008264462,1.0,(26|5)
0.005347594,1.0,(18|0)
