Product ID : 991 # of JPs covered : 1 : 87 : Energy, 
us_000600886,0.605065, 0.001677
us_000577749,0.605065, 0.002133
us_000584187,0.605065, 0.005627
us_000542501,0.605065, 0.008173
us_000505162,0.605065, 0.014181
us_000477094,0.605065, 0.771023
us_000481259,0.605065, 0.796368
us_000299926,0.605065, 0.818896
us_000502485,0.605065, 0.921254
us_000537832,0.605065, 0.924657
us_000499351,0.605065, 0.931237
us_000487391,0.605065, 0.940054
us_000513419,0.605065, 0.944534
us_000477653,0.605065, 1.003218
us_000502777,0.605065, 1.003218
us_000524672,0.605065, 1.003994
us_000477278,0.605065, 1.006273
us_000482312,0.605065, 1.006549
us_000522982,0.605065, 1.059470
us_000502292,0.605065, 1.064302
us_000523052,0.605065, 1.066989
us_000521848,0.605065, 1.084054
us_000482985,0.605065, 1.086262
us_000518938,0.605065, 1.087851
us_000475611,0.605065, 1.120145
us_000515142,0.605065, 1.127109
us_000470826,0.605065, 1.135105
us_000498586,0.605065, 1.152776
us_000474296,0.605065, 1.159235
us_000498405,0.605065, 1.160077
us_000529404,0.605065, 1.162891
us_000497296,0.605065, 1.163323
us_000517218,0.605065, 1.166402
us_000530939,0.605065, 1.168048
us_000526112,0.605065, 1.169190
us_000526111,0.605065, 1.169190
us_000526110,0.605065, 1.169190
us_000472151,0.605065, 1.188125
us_000524166,0.605065, 1.189114
us_000502151,0.605065, 1.189471
us_000523709,0.605065, 1.189926
us_000518701,0.605065, 1.192370
us_000547367,0.605065, 1.192880
us_000502865,0.605065, 1.193581
us_000524846,0.605065, 1.193581
us_000522983,0.605065, 1.193581
us_000503417,0.605065, 1.193581
us_000521573,0.605065, 1.193581
us_000522984,0.605065, 1.193581
us_000522884,0.605065, 1.193581
us_000522961,0.605065, 1.193581
us_000503400,0.605065, 1.193581
us_000503202,0.605065, 1.193581
us_000525183,0.605065, 1.196858
us_000497844,0.605065, 1.202808
us_000522463,0.605065, 1.203800
us_000494511,0.605065, 1.206880
us_000523169,0.605065, 1.207013
us_000470724,0.605065, 1.362757
us_000503404,0.605065, 1.427511
us_000496242,0.605065, 1.458304
us_000496926,0.605065, 1.496534
us_000532888,0.590351, 0.000000
us_000481088,0.590351, 0.000000
us_000462245,0.590351, 0.000000
us_000481190,0.590351, 0.000000
us_000461979,0.590351, 0.000000
us_000465534,0.590351, 0.000000
us_000479829,0.590351, 0.000000
us_000570612,0.590351, 0.000000
us_000495472,0.590351, 0.000000
us_000489410,0.590351, 0.000000
us_000531550,0.590351, 0.000000
us_000461426,0.590351, 0.000000
us_000462137,0.590351, 0.000000
us_000481075,0.590351, 0.000000
us_000531600,0.590351, 0.000000
us_000535508,0.590351, 0.000000
us_000462241,0.590351, 0.000000
us_000536509,0.590351, 0.000000
us_000527348,0.590351, 0.000001
us_000525800,0.590351, 0.000001
us_000509503,0.590351, 0.000001
us_000523525,0.590351, 0.000001
us_000541856,0.590351, 0.000001
us_000511198,0.590351, 0.000001
us_000534632,0.590351, 0.000001
us_000525980,0.590351, 0.000001
us_000519295,0.590351, 0.000001
us_000523913,0.590351, 0.000001
us_000557321,0.590351, 0.000001
us_000479536,0.590351, 0.000001
us_000546738,0.590351, 0.000001
us_000422016,0.590351, 0.000001
us_000514187,0.590351, 0.000001
us_000552339,0.590351, 0.000003
us_000559657,0.590351, 0.000003
us_000528217,0.590351, 0.000003
us_000560511,0.590351, 0.000003
us_000545310,0.590351, 0.000004
us_000592246,0.590351, 0.000004
us_000561887,0.590351, 0.000004
us_000592418,0.590351, 0.000004
us_000592212,0.590351, 0.000004
us_000560459,0.590351, 0.000004
us_000539358,0.590351, 0.000004
us_000508616,0.590351, 0.000004
us_000504925,0.590351, 0.000004
us_000524305,0.590351, 0.000004
us_000551321,0.590351, 0.000004
us_000511248,0.590351, 0.000004
us_000500642,0.590351, 0.000006
us_000559436,0.590351, 0.000013
us_000592412,0.590351, 0.000015
us_000591489,0.590351, 0.000015
us_000501547,0.590351, 0.000015
us_000561032,0.590351, 0.000015
pr_000918140,0.590351, 0.000045
us_000534119,0.590351, 0.000050
pr_001660143,0.590351, 0.000058
us_000288838,0.590351, 0.000106
us_000463179,0.590351, 0.000121
us_000486701,0.590351, 0.000250
us_000530361,0.590351, 0.000266
us_000530217,0.590351, 0.000266
us_000569603,0.590351, 0.000373
us_000583826,0.590351, 0.000473
us_000556643,0.590351, 0.000516
us_000586924,0.590351, 0.000525
us_000493838,0.590351, 0.000539
us_000532538,0.590351, 0.000612
us_000515622,0.590351, 0.000627
us_000593770,0.590351, 0.000734
us_000519044,0.590351, 0.000767
pr_001040064,0.590351, 0.000809
us_000538953,0.590351, 0.000863
us_000487177,0.590351, 0.000986
us_000513375,0.590351, 0.001033
us_000522607,0.590351, 0.001035
us_000534961,0.590351, 0.001088
us_000562783,0.590351, 0.001139
us_000564019,0.590351, 0.001211
us_000544618,0.590351, 0.001235
us_000545558,0.590351, 0.001235
us_000517293,0.590351, 0.001235
us_000514401,0.590351, 0.001235
us_000559383,0.590351, 0.001239
us_000532187,0.590351, 0.001249
us_000519110,0.590351, 0.001394
us_000591855,0.590351, 0.001471
us_000522365,0.590351, 0.001590
us_000534759,0.590351, 0.001724
us_000504955,0.590351, 0.001731
us_000487704,0.590351, 0.001740
us_000583914,0.590351, 0.001839
us_000573550,0.590351, 0.001984
us_000464607,0.590351, 0.002587
us_000577681,0.590351, 0.003413
us_000493303,0.590351, 0.003835
us_000587107,0.590351, 0.004304
us_000529649,0.590351, 0.004823
us_000580794,0.590351, 0.005775
us_000593192,0.590351, 0.005793
us_000510430,0.590351, 0.006283
us_000498724,0.590351, 0.007825
us_000503551,0.590351, 0.007856
us_000480679,0.590351, 0.007871
us_000513598,0.590351, 0.008495
us_000148148,0.590351, 0.011641
us_000481133,0.590351, 0.011964
us_000481236,0.590351, 0.014456
us_000547452,0.590351, 0.016023
us_000550695,0.590351, 0.017611
us_000523723,0.590351, 0.017822
us_000538103,0.590351, 0.017986
us_000523565,0.590351, 0.018230
us_000608033,0.590351, 0.018284
us_000600572,0.590351, 0.019531
us_000611342,0.590351, 0.021463
us_000579339,0.590351, 0.022160
us_000579160,0.590351, 0.023122
us_000431116,0.590351, 0.023269
us_000513760,0.590351, 0.024508
us_000571944,0.590351, 0.026295
us_000596144,0.590351, 0.029004
us_000586453,0.590351, 0.036268
us_000550150,0.590351, 0.045015
us_000472455,0.590351, 0.050919
us_000485280,0.590351, 0.051443
us_000594684,0.590351, 0.054916
us_000495479,0.590351, 0.058360
us_000583838,0.590351, 0.077368
us_000591785,0.590351, 0.086663
us_000494786,0.590351, 0.087406
us_000572942,0.590351, 0.226541
us_000468511,0.590351, 0.383742
us_000494246,0.590351, 0.554778
us_000537448,0.590351, 0.791288
us_000590988,0.590351, 1.357762
us_000494442,0.590351, 4.482062
us_000578981,0.590351, 4.484226
us_000494291,0.590351, 4.742535
us_000592722,0.590351, 7.913875
pr_000824018,0.553478, 0.000000
pr_001416513,0.553478, 0.000000
us_000491685,0.553478, 1.222011
us_000541417,0.553478, 1.238662
us_000532498,0.553478, 1.242917
us_000559372,0.553478, 1.255243
us_000494664,0.553478, 1.255552
us_000513635,0.553478, 1.287170
us_000546437,0.553478, 1.304840
us_000513612,0.553478, 1.319993
us_000520604,0.553478, 1.332946
us_000532639,0.553478, 1.350549
us_000597449,0.553478, 1.360396
us_000616612,0.553478, 1.362911
us_000584388,0.553478, 1.374350
us_000527509,0.553478, 1.374843
us_000570412,0.553478, 1.381096
us_000472166,0.553478, 1.385488
us_000562987,0.553478, 1.386554
us_000563114,0.553478, 1.387243
us_000431302,0.553478, 1.401375
us_000185846,0.553478, 1.401652
us_000565717,0.553478, 1.407086
us_000272778,0.553478, 1.439822
us_000558055,0.553478, 1.448752
us_000528393,0.553478, 1.450149
us_000496445,0.553478, 1.454108
us_000559111,0.553478, 1.458345
us_000528331,0.553478, 1.458345
us_000472345,0.553478, 1.497968
us_000614468,0.553478, 1.503445
us_000596974,0.553478, 1.522516
us_000471886,0.553478, 1.553494
us_000496536,0.553478, 1.592747
us_000531981,0.553478, 1.594992
us_000580233,0.553478, 1.599834
us_000490304,0.553478, 1.602550
us_000528315,0.553478, 1.626500
us_000597849,0.553478, 1.645528
us_000560458,0.553478, 1.649982
us_000584285,0.553478, 1.654255
us_000495123,0.553478, 1.679340
us_000485163,0.553478, 1.679340
us_000547333,0.553478, 1.679340
us_000522291,0.553478, 1.783888
us_000557830,0.473107, 0.000006
us_000516558,0.473107, 0.000862
us_000524789,0.473107, 0.000862
us_000553035,0.460271, 0.000000
us_000502050,0.460271, 0.000000
us_000521094,0.460271, 0.000000
us_000594046,0.460271, 0.000000
us_000460332,0.460271, 0.000000
us_000509415,0.460271, 0.000000
us_000594741,0.460271, 0.000000
us_000472648,0.460271, 0.000000
pr_001063722,0.460271, 0.000000
us_000523182,0.460271, 0.000000
us_000485729,0.460271, 0.000000
us_000117377,0.460271, 0.000000
us_000525785,0.460271, 0.000000
us_000511047,0.460271, 0.000000
us_000525321,0.460271, 0.000000
us_000534734,0.460271, 0.000000
us_000558905,0.460271, 0.000000
us_000494996,0.460271, 0.000000
us_000494375,0.460271, 0.000000
us_000595192,0.460271, 0.000000
pr_001093895,0.460271, 0.000001
pr_001041910,0.460271, 0.000001
pr_001051791,0.460271, 0.000001
us_000502194,0.460271, 0.000002
us_000502723,0.460271, 0.000002
pr_000725016,0.460271, 0.000006
pr_001039818,0.460271, 0.000006
pr_001085488,0.460271, 0.000006
pr_001045293,0.460271, 0.000008
pr_000945558,0.460271, 0.000008
pr_000870781,0.460271, 0.000016
pr_001658733,0.460271, 0.000018
pr_001904929,0.460271, 0.000020
pr_001966318,0.460271, 0.000020
pr_001956982,0.460271, 0.000020
pr_001708352,0.460271, 0.000020
pr_001905520,0.460271, 0.000020
pr_001622675,0.460271, 0.000020
pr_001732422,0.460271, 0.000020
pr_001410899,0.460271, 0.000020
pr_001836189,0.460271, 0.000020
pr_002115192,0.460271, 0.000020
pr_001881303,0.460271, 0.000020
pr_001024313,0.460271, 0.000020
pr_002155699,0.460271, 0.000020
pr_001728765,0.460271, 0.000020
pr_001963266,0.460271, 0.000020
pr_001049619,0.460271, 0.000020
pr_000851935,0.460271, 0.000020
pr_001397828,0.460271, 0.000020
pr_002185346,0.460271, 0.000020
pr_002149275,0.460271, 0.000020
pr_002194526,0.460271, 0.000020
us_000497679,0.460271, 0.000021
pr_000581799,0.460271, 0.000028
pr_000656326,0.460271, 0.000031
pr_001143647,0.460271, 0.000032
pr_001076156,0.460271, 0.000041
pr_001903707,0.460271, 0.000042
pr_001411457,0.460271, 0.000043
us_000516304,0.460271, 0.000048
pr_000188293,0.460271, 0.000048
us_000524387,0.460271, 0.000049
pr_001722513,0.460271, 0.000052
pr_001959955,0.460271, 0.000067
us_000512532,0.460271, 0.000075
pr_001403687,0.460271, 0.000076
us_000511857,0.460271, 0.000095
pr_001403560,0.460271, 0.000103
us_000590222,0.460271, 0.000118
pr_001085899,0.460271, 0.000133
us_000581499,0.460271, 0.000175
pr_001098621,0.460271, 0.000235
pr_000410075,0.460271, 0.000258
us_000588325,0.460271, 0.000515
us_000555876,0.460271, 0.000619
us_000606431,0.460271, 0.000705
us_000598747,0.460271, 0.000735
us_000558078,0.460271, 0.000908
us_000588931,0.460271, 0.001353
us_000591421,0.460271, 0.001739
us_000591062,0.460271, 0.002105
us_000595152,0.460271, 0.002994
us_000557251,0.460271, 0.004607
us_000582132,0.460271, 0.009002
us_000144573,0.460271, 0.010435
us_000542698,0.460271, 0.010629
us_000496250,0.460271, 6.419337
us_000532795,0.460271, 7.006156
us_000589358,0.460271, 8.812871
us_000536695,0.460271, 9.275600
us_000536478,0.460271, 9.304485
us_000514227,0.460271, 9.450528
us_000496340,0.460271, 9.840022
us_000536638,0.460271, 9.885546
us_000536392,0.460271, 10.219716
pr_000550135,0.453802, 0.000001
pr_001818607,0.453802, 0.000002
pr_001001160,0.453802, 0.000009
pr_000996835,0.453802, 0.000300
us_000567773,0.453802, 0.014725
us_000518306,0.453802, 0.091865
us_000512088,0.453802, 0.107661
us_000490569,0.453802, 1.661976
us_000490787,0.453802, 1.674187
us_000495466,0.453802, 1.687151
us_000461372,0.453802, 1.697000
us_000410723,0.453802, 1.703660
us_000579030,0.453802, 1.764534
us_000461419,0.453802, 1.792872
us_000616121,0.453802, 1.796697
us_000491504,0.453802, 1.820530
us_000517506,0.453802, 1.825457
us_000518026,0.453802, 1.844365
us_000516392,0.453802, 1.855954
us_000473135,0.453802, 1.892588
us_000524867,0.453802, 1.934345
us_000533397,0.453802, 1.934625
us_000496941,0.453802, 1.934625
us_000494714,0.453802, 1.934625
us_000514999,0.453802, 1.934625
us_000474861,0.453802, 1.953764
us_000581688,0.453802, 1.970492
us_000585554,0.453802, 1.973006
us_000522164,0.453802, 1.973327
us_000521590,0.453802, 1.975138
us_000521862,0.453802, 1.975757
us_000584612,0.453802, 1.987679
us_000580510,0.453802, 1.992717
us_000521779,0.453802, 1.993402
us_000465376,0.453802, 2.000198
us_000544631,0.453802, 2.000676
us_000523287,0.453802, 2.034891
us_000495765,0.453802, 2.044083
us_000515949,0.453802, 2.044083
us_000506173,0.453802, 2.052609
us_000473102,0.453802, 2.061125
us_000472822,0.453802, 2.066988
us_000600979,0.453802, 2.067395
us_000541301,0.453802, 2.068082
us_000297818,0.453802, 2.068716
us_000496424,0.453802, 2.074423
us_000496954,0.453802, 2.074423
us_000467920,0.453802, 2.080167
us_000597547,0.453802, 2.090701
us_000567922,0.453802, 2.106516
us_000523310,0.453802, 2.124035
us_000576423,0.453802, 2.125811
us_000491783,0.453802, 2.134735
us_000599596,0.453802, 2.139976
us_000595870,0.453802, 2.141549
us_000524336,0.453802, 2.142485
us_000511389,0.453802, 2.143105
us_000568746,0.453802, 2.144104
us_000476286,0.453802, 2.144292
us_000525007,0.453802, 2.145705
us_000498237,0.453802, 2.148525
us_000578339,0.453802, 2.148695
us_000472464,0.453802, 2.150392
us_000460474,0.453802, 2.150591
us_000510636,0.453802, 2.154511
us_000476881,0.453802, 2.155885
us_000481805,0.453802, 2.156072
us_000511541,0.453802, 2.157635
us_000519871,0.453802, 2.158200
us_000477780,0.453802, 2.159235
us_000468584,0.453802, 2.160978
us_000613258,0.453802, 2.162281
us_000516537,0.453802, 2.165031
us_000500810,0.453802, 2.165353
us_000497104,0.453802, 2.165353
us_000503552,0.453802, 2.165353
us_000503405,0.453802, 2.166050
us_000490991,0.453802, 2.169086
us_000516702,0.453802, 2.169086
us_000528562,0.453802, 2.170932
us_000613304,0.453802, 2.172237
us_000589591,0.453802, 2.173133
us_000599162,0.453802, 2.174442
us_000471069,0.453802, 2.175417
us_000476214,0.453802, 2.175749
us_000492477,0.453802, 2.176376
us_000571922,0.453802, 2.176786
us_000554478,0.453802, 2.178324
us_000483693,0.453802, 2.179183
us_000496977,0.453802, 2.179681
us_000515262,0.453802, 2.180437
us_000495052,0.453802, 2.182193
us_000528561,0.453802, 2.182193
us_000523991,0.453802, 2.182485
us_000524548,0.453802, 2.182485
us_000541776,0.453802, 2.182485
us_000540703,0.453802, 2.182485
us_000540700,0.453802, 2.182485
us_000523928,0.453802, 2.182485
us_000524002,0.453802, 2.182485
us_000530946,0.453802, 2.182485
us_000540664,0.453802, 2.182485
us_000544672,0.453802, 2.182485
us_000540704,0.453802, 2.182485
us_000541603,0.453802, 2.182485
us_000481642,0.453802, 2.189780
us_000576994,0.453802, 2.190530
us_000540701,0.453802, 2.192129
us_000506820,0.453802, 2.192237
us_000616955,0.453802, 2.193381
us_000536068,0.453802, 2.194425
us_000507468,0.453802, 2.194468
us_000535564,0.453802, 2.195370
us_000483041,0.453802, 2.196631
us_000577384,0.453802, 2.200308
us_000516538,0.453802, 2.207677
us_000515494,0.453802, 2.207677
us_000479685,0.453802, 2.217937
us_000502660,0.453802, 2.228916
us_000598904,0.453802, 2.229688
us_000481380,0.453802, 2.231535
us_000617046,0.453802, 2.232121
us_000599586,0.453802, 2.237171
us_000574042,0.453802, 2.237310
us_000479222,0.453802, 2.242856
us_000516956,0.453802, 2.243965
us_000528560,0.453802, 2.243965
us_000527916,0.453802, 2.243965
us_000528557,0.453802, 2.243965
us_000496447,0.453802, 2.243965
us_000528559,0.453802, 2.243965
us_000528523,0.453802, 2.243965
us_000518694,0.453802, 2.248723
us_000410746,0.453802, 2.248908
us_000516762,0.453802, 2.250531
us_000470577,0.453802, 2.251069
us_000485368,0.453802, 2.254841
us_000485293,0.453802, 2.265489
us_000600231,0.453802, 2.268226
us_000617090,0.453802, 2.270710
us_000538306,0.453802, 2.276735
us_000577214,0.453802, 2.282661
us_000521325,0.453802, 2.284982
us_000591414,0.453802, 2.292615
us_000574120,0.453802, 2.306633
us_000535069,0.453802, 2.307635
us_000468877,0.453802, 2.318589
us_000463852,0.453802, 2.323593
us_000563266,0.453802, 2.328255
us_000576318,0.453802, 2.331926
us_000562529,0.453802, 2.332202
us_000485665,0.453802, 2.332969
us_000597907,0.453802, 2.334820
us_000527239,0.453802, 2.339890
us_000553119,0.453802, 2.349579
us_000609035,0.453802, 2.354330
us_000523772,0.453802, 2.355349
us_000496694,0.453802, 2.355349
us_000614884,0.453802, 2.355573
us_000576902,0.453802, 2.356189
us_000524424,0.453802, 2.358812
us_000571767,0.453802, 2.359353
us_000599595,0.453802, 2.365446
us_000515528,0.453802, 2.367387
us_000616822,0.453802, 2.368372
us_000534367,0.453802, 2.370774
us_000518249,0.453802, 2.371069
us_000560957,0.453802, 2.372551
us_000511931,0.453802, 2.373014
us_000526019,0.453802, 2.373429
us_000475074,0.453802, 2.374452
us_000524031,0.453802, 2.378078
us_000489376,0.453802, 2.380102
us_000582615,0.453802, 2.380315
us_000535130,0.453802, 2.380322
us_000616817,0.453802, 2.380732
us_000523496,0.453802, 2.382689
us_000521574,0.453802, 2.383301
us_000487816,0.453802, 2.384609
us_000574565,0.453802, 2.386728
us_000514889,0.453802, 2.388473
us_000514387,0.453802, 2.389154
us_000523514,0.453802, 2.389524
us_000616003,0.453802, 2.389816
us_000533238,0.453802, 2.399501
us_000495521,0.453802, 2.399515
us_000585230,0.453802, 2.399767
us_000593131,0.453802, 2.400391
us_000495683,0.453802, 2.401014
us_000495513,0.453802, 2.401014
us_000495782,0.453802, 2.401014
us_000616868,0.453802, 2.401999
us_000617028,0.453802, 2.401999
us_000616825,0.453802, 2.401999
us_000616855,0.453802, 2.401999
us_000615259,0.453802, 2.401999
us_000616820,0.453802, 2.401999
us_000609052,0.453802, 2.401999
us_000604828,0.453802, 2.401999
us_000616824,0.453802, 2.401999
us_000616818,0.453802, 2.401999
us_000530545,0.453802, 2.403232
us_000584620,0.453802, 2.403263
us_000537290,0.453802, 2.403553
us_000537486,0.453802, 2.403729
us_000544741,0.453802, 2.405936
us_000525960,0.453802, 2.405949
us_000540842,0.453802, 2.406026
us_000539912,0.453802, 2.406189
us_000524570,0.453802, 2.406975
us_000524551,0.453802, 2.406975
us_000541715,0.453802, 2.406975
us_000541846,0.453802, 2.406975
us_000545063,0.453802, 2.406975
us_000542238,0.453802, 2.406975
us_000541807,0.453802, 2.406975
us_000540837,0.453802, 2.406975
us_000104759,0.453802, 2.407197
us_000591696,0.453802, 2.408839
us_000531442,0.453802, 2.416638
us_000557865,0.453802, 2.418381
us_000472000,0.453802, 2.420988
us_000522216,0.453802, 2.421984
us_000559884,0.453802, 2.437581
us_000524497,0.453802, 2.478500
us_000515275,0.453802, 2.485348
us_000520668,0.453802, 2.487351
us_000324496,0.453802, 2.544491
us_000261988,0.453802, 2.842214
us_000496550,0.453802, 2.849066
us_000496456,0.453802, 2.947274
us_000531591,0.432625, 0.023144
us_000460156,0.432625, 0.143646
us_000458705,0.432625, 0.507684
us_000467868,0.432625, 0.587797
us_000478792,0.432625, 0.650324
us_000474694,0.432625, 0.772284
us_000474886,0.432625, 0.886182
us_000498963,0.432625, 0.886199
us_000521710,0.432625, 0.897151
us_000474632,0.432625, 0.968684
us_000502614,0.432625, 0.969509
us_000466608,0.432625, 0.983543
us_000438082,0.432625, 0.985000
us_000469344,0.432625, 0.993466
us_000526849,0.432625, 0.995556
us_000468613,0.432625, 1.024673
us_000502471,0.432625, 1.026554
us_000490881,0.432625, 1.027180
us_000502808,0.432625, 1.030281
us_000521709,0.432625, 1.046441
us_000463740,0.432625, 1.047458
us_000502639,0.432625, 1.047470
us_000503184,0.432625, 1.086635
us_000502858,0.432625, 1.135606
us_000559268,0.432625, 1.164609
us_000559264,0.432625, 1.167708
us_000488289,0.432625, 1.177342
us_000378221,0.432625, 1.191051
us_000431222,0.432625, 1.206206
us_000474907,0.432625, 1.292399
us_000460517,0.432625, 1.311872
us_000488339,0.432625, 1.322164
us_000434951,0.432625, 1.322528
us_000458712,0.432625, 1.322821
us_000463830,0.432625, 1.327225
us_000470413,0.432625, 1.329823
us_000474904,0.432625, 1.338907
us_000466715,0.432625, 1.343159
us_000502859,0.432625, 1.361219
us_000488353,0.432625, 1.373705
us_000469353,0.432625, 1.408428
us_000469445,0.432625, 1.410751
us_000533736,0.432625, 1.432327
us_000474730,0.432625, 1.432343
us_000493930,0.432625, 1.762308
us_000478053,0.415010, 0.000004
us_000473597,0.415010, 0.000004
us_000489189,0.415010, 0.000006
us_000502680,0.415010, 0.000006
us_000580318,0.415010, 0.000006
us_000580290,0.415010, 0.000006
us_000495463,0.415010, 0.000006
us_000495495,0.415010, 0.000006
us_000521522,0.415010, 0.000006
us_000496495,0.415010, 0.000006
us_000504533,0.415010, 0.000006
us_000580295,0.415010, 0.000006
us_000494316,0.415010, 0.000006
us_000580403,0.415010, 0.000006
us_000489519,0.415010, 0.000006
pr_000796422,0.415010, 0.000133
us_000543920,0.415010, 0.001220
us_000575463,0.415010, 0.001265
us_000564051,0.415010, 0.002329
us_000591569,0.415010, 0.003841
us_000488146,0.415010, 0.003974
us_000523498,0.415010, 0.004392
us_000527683,0.415010, 0.005631
us_000506628,0.415010, 0.012053
us_000495676,0.415010, 0.012264
us_000583820,0.415010, 0.018606
us_000575391,0.415010, 0.019395
us_000501358,0.415010, 0.028840
us_000528580,0.415010, 0.046400
us_000560695,0.415010, 0.057550
us_000594270,0.415010, 0.112105
us_000558968,0.415010, 1.533069
us_000527632,0.415010, 1.606657
us_000483787,0.406374, 0.000000
us_000502144,0.406374, 0.000000
us_000604637,0.406374, 0.000000
us_000542187,0.406374, 0.000000
us_000316696,0.406374, 0.000000
us_000468211,0.406374, 0.000000
pr_000304443,0.406374, 0.000000
pr_000969319,0.406374, 0.000000
pr_000646844,0.406374, 0.000000
pr_002079429,0.406374, 0.000000
pr_000897512,0.406374, 0.000000
pr_000821473,0.406374, 0.000000
pr_001046604,0.406374, 0.000000
pr_000292267,0.406374, 0.000000
pr_001974955,0.406374, 0.000000
pr_001693415,0.406374, 0.000000
pr_000129640,0.406374, 0.000000
pr_000165627,0.406374, 0.000000
pr_000660693,0.406374, 0.000000
pr_000967353,0.406374, 0.000000
pr_001935612,0.406374, 0.000000
pr_000664082,0.406374, 0.000000
pr_000968973,0.406374, 0.000000
pr_000867749,0.406374, 0.000000
pr_001402502,0.406374, 0.000000
pr_000968151,0.406374, 0.000000
pr_000813478,0.406374, 0.000000
pr_001594755,0.406374, 0.000000
pr_001924883,0.406374, 0.000000
pr_000378630,0.406374, 0.000000
pr_001926720,0.406374, 0.000000
pr_000816319,0.406374, 0.000000
pr_001858159,0.406374, 0.000000
pr_000812844,0.406374, 0.000000
pr_000818353,0.406374, 0.000000
pr_002112611,0.406374, 0.000000
pr_000112805,0.406374, 0.000000
pr_000627493,0.406374, 0.000000
pr_000664461,0.406374, 0.000000
pr_000587827,0.406374, 0.000000
pr_002146592,0.406374, 0.000000
pr_000863130,0.406374, 0.000000
pr_000743817,0.406374, 0.000000
pr_000662208,0.406374, 0.000000
pr_001015573,0.406374, 0.000000
pr_000817867,0.406374, 0.000000
pr_000898341,0.406374, 0.000000
pr_000594946,0.406374, 0.000000
pr_000124407,0.406374, 0.000000
pr_000972537,0.406374, 0.000000
pr_000380964,0.406374, 0.000000
pr_000094382,0.406374, 0.000000
pr_000970006,0.406374, 0.000000
pr_000690607,0.406374, 0.000000
pr_001683089,0.406374, 0.000000
pr_000818453,0.406374, 0.000000
pr_001044636,0.406374, 0.000000
pr_000655376,0.406374, 0.000000
pr_000966245,0.406374, 0.000000
pr_000081181,0.406374, 0.000000
pr_000149933,0.406374, 0.000000
pr_002142180,0.406374, 0.000000
pr_000884586,0.406374, 0.000000
pr_001012371,0.406374, 0.000000
pr_001682041,0.406374, 0.000000
pr_000410474,0.406374, 0.000000
pr_002127993,0.406374, 0.000000
pr_001934131,0.406374, 0.000000
pr_000731648,0.406374, 0.000000
pr_001049039,0.406374, 0.000000
pr_000654470,0.406374, 0.000000
pr_000877109,0.406374, 0.000000
pr_000660188,0.406374, 0.000000
pr_001681787,0.406374, 0.000000
pr_000664131,0.406374, 0.000000
pr_001924679,0.406374, 0.000000
pr_001683461,0.406374, 0.000000
pr_000814315,0.406374, 0.000000
pr_001667639,0.406374, 0.000000
pr_000105327,0.406374, 0.000000
pr_000855519,0.406374, 0.000000
pr_000289287,0.406374, 0.000000
pr_000825249,0.406374, 0.000000
pr_000947634,0.406374, 0.000001
pr_001142522,0.406374, 0.000001
pr_000715449,0.406374, 0.000001
pr_000935651,0.406374, 0.000001
pr_000810180,0.406374, 0.000001
pr_001139080,0.406374, 0.000001
pr_000691675,0.406374, 0.000003
us_000468224,0.406374, 0.000003
us_000489168,0.406374, 0.000004
pr_001116212,0.406374, 0.000006
pr_000946444,0.406374, 0.000006
pr_001027512,0.406374, 0.000006
pr_001609800,0.406374, 0.000006
pr_001053483,0.406374, 0.000006
pr_001055091,0.406374, 0.000006
pr_000962674,0.406374, 0.000006
pr_001121733,0.406374, 0.000006
pr_001015173,0.406374, 0.000006
pr_001108300,0.406374, 0.000006
pr_001153756,0.406374, 0.000006
pr_001053286,0.406374, 0.000006
pr_001055182,0.406374, 0.000006
pr_000948757,0.406374, 0.000006
pr_001625543,0.406374, 0.000006
pr_000752980,0.406374, 0.000006
pr_001008292,0.406374, 0.000006
pr_001057208,0.406374, 0.000006
pr_001053604,0.406374, 0.000006
pr_001135203,0.406374, 0.000006
pr_001053028,0.406374, 0.000006
pr_001058134,0.406374, 0.000006
pr_002058010,0.406374, 0.000006
pr_001083454,0.406374, 0.000006
pr_001113858,0.406374, 0.000006
pr_001109759,0.406374, 0.000006
pr_001388232,0.406374, 0.000006
pr_001054005,0.406374, 0.000006
pr_001150087,0.406374, 0.000006
pr_001729068,0.406374, 0.000006
pr_001074946,0.406374, 0.000006
pr_001059181,0.406374, 0.000006
pr_001635690,0.406374, 0.000006
pr_000937120,0.406374, 0.000006
pr_001055302,0.406374, 0.000006
pr_000952022,0.406374, 0.000006
pr_001058210,0.406374, 0.000006
pr_000944902,0.406374, 0.000006
pr_001099655,0.406374, 0.000006
pr_001770183,0.406374, 0.000006
pr_001589144,0.406374, 0.000006
pr_001055284,0.406374, 0.000006
pr_000755065,0.406374, 0.000006
pr_002132991,0.406374, 0.000006
pr_001103356,0.406374, 0.000006
pr_001103994,0.406374, 0.000006
pr_000755300,0.406374, 0.000006
pr_002115396,0.406374, 0.000006
pr_001053247,0.406374, 0.000006
pr_001141089,0.406374, 0.000006
pr_000730917,0.406374, 0.000006
pr_000877565,0.406374, 0.000006
pr_001050473,0.406374, 0.000006
pr_001058393,0.406374, 0.000006
pr_001398371,0.406374, 0.000006
pr_001096356,0.406374, 0.000006
pr_001053137,0.406374, 0.000006
pr_000942801,0.406374, 0.000006
pr_001054402,0.406374, 0.000006
pr_001136254,0.406374, 0.000006
pr_000942100,0.406374, 0.000006
