Product ID : 961 # of JPs covered : 1 : 117 : Litigation, 
OID,Confidence at Map Node,Error at Map Node
us_000615764,0.234137, 0.066919
us_000576505,0.234137, 0.066919
us_000595435,0.234137, 0.066919
us_000556772,0.234137, 0.067017
us_000535223,0.234137, 0.067017
us_000337704,0.234137, 0.067083
us_000612370,0.234137, 0.067102
us_000482503,0.234137, 0.067102
us_000374817,0.234137, 0.067243
us_000464455,0.234137, 0.067357
us_000481891,0.234137, 0.067548
us_000459368,0.234137, 0.067552
us_000475241,0.234137, 0.067652
us_000528121,0.234137, 0.067756
us_000495931,0.234137, 0.067839
us_000505817,0.234137, 0.068022
us_000483509,0.234137, 0.068030
us_000483507,0.234137, 0.068030
us_000119162,0.234137, 0.068045
us_000552013,0.234137, 0.068045
us_000553591,0.234137, 0.068045
us_000543629,0.234137, 0.068153
us_000364332,0.234137, 0.068155
us_000549219,0.234137, 0.068191
us_000480334,0.234137, 0.068191
us_000510867,0.234137, 0.068253
us_000507690,0.234137, 0.068253
us_000509091,0.234137, 0.068253
us_000551615,0.234137, 0.068253
us_000506050,0.234137, 0.068253
us_000491081,0.234137, 0.068253
us_000486503,0.234137, 0.068253
us_000490136,0.234137, 0.068376
us_000605352,0.234137, 0.068501
us_000472859,0.234137, 0.068629
us_000071854,0.234137, 0.068728
us_000467221,0.234137, 0.068856
us_000578729,0.234137, 0.068986
us_000235565,0.234137, 0.069010
us_000077791,0.234137, 0.069010
us_000556171,0.234137, 0.069010
us_000466932,0.234137, 0.069010
us_000574569,0.234137, 0.069027
us_000138377,0.234137, 0.069316
us_000338046,0.234137, 0.069316
us_000336546,0.234137, 0.069316
us_000487248,0.234137, 0.069316
us_000460767,0.234137, 0.069316
us_000469593,0.234137, 0.069316
us_000512348,0.234137, 0.069316
us_000512357,0.234137, 0.069316
pr_000294783,0.234137, 0.069316
pr_000294869,0.234137, 0.069316
pr_000294756,0.234137, 0.069316
pr_000528029,0.234137, 0.069316
pr_000294840,0.234137, 0.069316
pr_000528169,0.234137, 0.069316
us_000482044,0.234137, 0.069451
us_000532796,0.234137, 0.069476
us_000546637,0.234137, 0.069513
us_000505641,0.234137, 0.069525
us_000535645,0.234137, 0.069587
us_000526211,0.234137, 0.069587
us_000541904,0.234137, 0.069616
pr_000528172,0.234137, 0.069624
us_000484474,0.234137, 0.069636
us_000477943,0.234137, 0.069777
us_000474852,0.234137, 0.069858
us_000568577,0.234137, 0.069900
us_000566272,0.234137, 0.069969
us_000551567,0.234137, 0.069969
us_000490363,0.234137, 0.069995
us_000577163,0.234137, 0.070069
us_000498983,0.234137, 0.070181
us_000525005,0.234137, 0.070234
us_000546569,0.234137, 0.070274
us_000450492,0.234137, 0.070337
us_000486341,0.234137, 0.070349
us_000527043,0.234137, 0.070351
us_000493127,0.234137, 0.070465
us_000543247,0.234137, 0.070465
us_000566395,0.234137, 0.070465
us_000498955,0.234137, 0.070473
us_000146089,0.234137, 0.070479
us_000470216,0.234137, 0.070479
us_000551677,0.234137, 0.070479
us_000147575,0.234137, 0.070479
us_000475635,0.234137, 0.070479
us_000476298,0.234137, 0.070479
us_000475638,0.234137, 0.070479
us_000463310,0.234137, 0.070479
us_000474916,0.234137, 0.070479
us_000463792,0.234137, 0.070479
us_000258546,0.234137, 0.070479
us_000474509,0.234137, 0.070479
pr_000586177,0.234137, 0.070479
us_000467172,0.234137, 0.070479
us_000477862,0.234137, 0.070479
us_000472896,0.234137, 0.070479
us_000474507,0.234137, 0.070479
us_000470218,0.234137, 0.070479
us_000473038,0.234137, 0.070479
us_000145981,0.234137, 0.070479
us_000474920,0.234137, 0.070479
us_000478877,0.234137, 0.070479
pr_000586241,0.234137, 0.070479
us_000463530,0.234137, 0.070479
us_000477869,0.234137, 0.070479
us_000474821,0.234137, 0.070479
us_000472901,0.234137, 0.070479
us_000463200,0.234137, 0.070479
us_000478431,0.234137, 0.070479
us_000222808,0.234137, 0.070479
us_000176261,0.234137, 0.070479
us_000551675,0.234137, 0.070479
us_000477814,0.234137, 0.070479
us_000551684,0.234137, 0.070479
us_000463299,0.234137, 0.070479
us_000467151,0.234137, 0.070479
us_000481604,0.234137, 0.070479
us_000496720,0.234137, 0.070557
us_000501723,0.234137, 0.070614
us_000480284,0.234137, 0.070651
us_000511493,0.234137, 0.070660
us_000512341,0.234137, 0.070797
us_000481412,0.234137, 0.070887
us_000468403,0.234137, 0.071065
us_000493320,0.234137, 0.071434
us_000578767,0.234137, 0.071480
us_000612317,0.234137, 0.071496
us_000508750,0.234137, 0.071506
us_000612327,0.234137, 0.071536
us_000275050,0.234137, 0.071555
us_000476811,0.234137, 0.071555
us_000490739,0.234137, 0.071567
us_000472646,0.234137, 0.071609
us_000552038,0.234137, 0.071629
us_000543650,0.234137, 0.071629
us_000481543,0.234137, 0.071629
us_000583129,0.234137, 0.071629
us_000551932,0.234137, 0.071629
us_000478362,0.234137, 0.071678
us_000512090,0.234137, 0.071678
us_000556811,0.234137, 0.071678
us_000476763,0.234137, 0.071678
us_000404701,0.234137, 0.071678
us_000459140,0.234137, 0.071678
us_000580275,0.234137, 0.071678
us_000612703,0.234137, 0.071678
us_000527359,0.234137, 0.071678
us_000489445,0.234137, 0.071678
us_000460000,0.234137, 0.071678
us_000460040,0.234137, 0.071678
us_000476808,0.234137, 0.071678
us_000481203,0.234137, 0.071678
us_000463089,0.234137, 0.071678
us_000467951,0.234137, 0.071678
us_000512009,0.234137, 0.071678
us_000489469,0.234137, 0.071678
us_000466497,0.234137, 0.071678
us_000467816,0.234137, 0.071678
us_000486185,0.234137, 0.071678
us_000472855,0.234137, 0.071678
us_000551622,0.234137, 0.071678
us_000481411,0.234137, 0.071678
us_000484536,0.234137, 0.071678
us_000463109,0.234137, 0.071678
us_000463196,0.234137, 0.071678
us_000045582,0.234137, 0.071678
us_000459219,0.234137, 0.071678
us_000474601,0.234137, 0.071678
us_000485411,0.234137, 0.071678
us_000486412,0.234137, 0.071678
us_000466510,0.234137, 0.071678
us_000482558,0.234137, 0.071678
us_000459861,0.234137, 0.071678
us_000459009,0.234137, 0.071678
us_000472802,0.234137, 0.071678
us_000488456,0.234137, 0.071678
us_000464302,0.234137, 0.071678
us_000467937,0.234137, 0.071678
us_000581178,0.234137, 0.071678
us_000489871,0.234137, 0.071678
us_000474536,0.234137, 0.071678
us_000484973,0.234137, 0.071678
us_000282807,0.234137, 0.071678
us_000466494,0.234137, 0.071678
us_000488457,0.234137, 0.071678
us_000581180,0.234137, 0.071678
us_000461164,0.234137, 0.071678
us_000479867,0.234137, 0.071678
us_000282866,0.234137, 0.071678
us_000551078,0.234137, 0.071678
us_000474664,0.234137, 0.071678
us_000468379,0.234137, 0.071678
us_000467818,0.234137, 0.071678
us_000482536,0.234137, 0.071678
us_000595291,0.234137, 0.071879
us_000595293,0.234137, 0.071879
us_000550967,0.234137, 0.071887
us_000551172,0.234137, 0.071887
us_000294718,0.234137, 0.071890
us_000472793,0.234137, 0.071894
us_000486416,0.234137, 0.071917
us_000508466,0.234137, 0.071997
us_000539532,0.234137, 0.071997
us_000494649,0.234137, 0.072007
us_000475156,0.234137, 0.072030
us_000460187,0.234137, 0.072056
us_000589892,0.234137, 0.072056
us_000552080,0.234137, 0.072124
us_000544074,0.234137, 0.072159
us_000527365,0.234137, 0.072195
us_000263545,0.234137, 0.072196
us_000509047,0.234137, 0.072266
us_000494715,0.234137, 0.072438
us_000527045,0.234137, 0.072454
us_000490431,0.234137, 0.072525
us_000612487,0.234137, 0.072766
us_000465410,0.234137, 0.072791
us_000472393,0.234137, 0.072791
us_000615298,0.234137, 0.072808
us_000067747,0.234137, 0.072817
us_000467228,0.234137, 0.072817
us_000556844,0.234137, 0.072890
us_000605462,0.234137, 0.072909
us_000484160,0.234137, 0.072912
us_000482711,0.234137, 0.072914
us_000487601,0.234137, 0.072914
us_000349353,0.234137, 0.072914
us_000512478,0.234137, 0.072914
us_000459373,0.234137, 0.072914
us_000466960,0.234137, 0.072914
us_000459764,0.234137, 0.072914
us_000462657,0.234137, 0.072914
us_000487730,0.234137, 0.072914
us_000476330,0.234137, 0.072914
us_000490318,0.234137, 0.072914
us_000512904,0.234137, 0.072914
us_000460390,0.234137, 0.072914
us_000487790,0.234137, 0.072914
us_000472986,0.234137, 0.072914
us_000478888,0.234137, 0.072914
us_000467953,0.234137, 0.072914
us_000467956,0.234137, 0.072914
us_000487748,0.234137, 0.072914
us_000478858,0.234137, 0.072914
us_000467762,0.234137, 0.072914
us_000488006,0.234137, 0.072914
us_000460951,0.234137, 0.072914
us_000551629,0.234137, 0.072914
us_000543054,0.234137, 0.072914
us_000607419,0.234137, 0.072914
us_000475561,0.234137, 0.072914
us_000551626,0.234137, 0.072914
us_000512189,0.234137, 0.072914
us_000467102,0.234137, 0.072914
us_000480423,0.234137, 0.072914
us_000543048,0.234137, 0.072914
us_000067828,0.234137, 0.072914
us_000238519,0.234137, 0.072914
us_000492874,0.234137, 0.072914
us_000462824,0.234137, 0.072914
us_000486444,0.234137, 0.072914
us_000550096,0.234137, 0.072914
us_000511592,0.234137, 0.072914
us_000458732,0.234137, 0.072914
us_000473626,0.234137, 0.072914
us_000493857,0.234137, 0.072914
us_000490293,0.234137, 0.072914
us_000608100,0.234137, 0.072914
us_000467742,0.234137, 0.072914
us_000487782,0.234137, 0.072914
us_000466389,0.234137, 0.072914
us_000459389,0.234137, 0.072914
us_000474580,0.234137, 0.072914
us_000472746,0.234137, 0.072914
us_000379070,0.234137, 0.072914
us_000551590,0.234137, 0.072914
us_000487588,0.234137, 0.072914
us_000432025,0.234137, 0.072914
us_000461375,0.234137, 0.072914
us_000511240,0.234137, 0.072914
us_000463268,0.234137, 0.072914
us_000477935,0.234137, 0.072914
us_000463259,0.234137, 0.072914
us_000478775,0.234137, 0.072914
us_000551637,0.234137, 0.072914
us_000482030,0.234137, 0.072914
us_000478799,0.234137, 0.072914
us_000462653,0.234137, 0.072914
us_000474794,0.234137, 0.072914
us_000605138,0.234137, 0.072914
us_000487070,0.234137, 0.072914
us_000478558,0.234137, 0.072914
us_000556246,0.234137, 0.072914
us_000467743,0.234137, 0.072914
us_000480817,0.234137, 0.072914
us_000486494,0.234137, 0.072914
us_000458564,0.234137, 0.072914
us_000465052,0.234137, 0.072914
us_000023820,0.234137, 0.072914
us_000480346,0.234137, 0.072914
us_000467661,0.234137, 0.072914
us_000078042,0.234137, 0.072914
us_000473780,0.234137, 0.072914
us_000464343,0.234137, 0.072914
us_000493856,0.234137, 0.072914
us_000485459,0.234137, 0.072914
us_000490969,0.234137, 0.072914
us_000487260,0.234137, 0.072914
us_000487414,0.234137, 0.072914
us_000551583,0.234137, 0.072914
us_000467047,0.234137, 0.072914
us_000462354,0.234137, 0.072914
us_000551624,0.234137, 0.072914
us_000551627,0.234137, 0.072914
us_000483874,0.234137, 0.072914
us_000467056,0.234137, 0.072914
us_000191895,0.234137, 0.072914
us_000463999,0.234137, 0.072914
us_000346000,0.234137, 0.072914
us_000472865,0.234137, 0.072914
us_000481728,0.234137, 0.072914
us_000470678,0.234137, 0.072914
us_000486977,0.234137, 0.072914
us_000512151,0.234137, 0.072914
us_000543053,0.234137, 0.072914
us_000462680,0.234137, 0.072914
us_000462754,0.234137, 0.072914
us_000467656,0.234137, 0.072914
us_000473769,0.234137, 0.072914
us_000363884,0.234137, 0.072914
us_000486066,0.234137, 0.072914
us_000488555,0.234137, 0.072914
us_000468407,0.234137, 0.072914
us_000528157,0.234137, 0.072914
us_000466185,0.234137, 0.072914
us_000486529,0.234137, 0.072914
us_000487777,0.234137, 0.072914
us_000466417,0.234137, 0.072914
us_000493731,0.234137, 0.072914
us_000120794,0.234137, 0.072914
us_000487603,0.234137, 0.072914
us_000473070,0.234137, 0.072914
us_000556196,0.234137, 0.072914
us_000466395,0.234137, 0.072914
us_000462649,0.234137, 0.072914
us_000478856,0.234137, 0.072914
us_000473088,0.234137, 0.072914
us_000487792,0.234137, 0.072914
us_000460459,0.234137, 0.072914
us_000462302,0.234137, 0.072914
us_000472868,0.234137, 0.072914
us_000193873,0.234137, 0.072914
us_000473963,0.234137, 0.072914
us_000462637,0.234137, 0.072914
us_000607335,0.234137, 0.072914
us_000483572,0.234137, 0.072914
us_000458711,0.234137, 0.072914
us_000475625,0.234137, 0.072914
us_000461008,0.234137, 0.072914
us_000488290,0.234137, 0.072914
us_000462628,0.234137, 0.072914
us_000487349,0.234137, 0.072914
us_000475581,0.234137, 0.072914
us_000490866,0.234137, 0.072914
us_000464219,0.234137, 0.072914
us_000483064,0.234137, 0.072914
us_000464278,0.234137, 0.072914
us_000487353,0.234137, 0.072914
us_000480476,0.234137, 0.072914
us_000070471,0.234137, 0.072914
us_000474618,0.234137, 0.072914
us_000483734,0.234137, 0.072914
us_000460862,0.234137, 0.072914
us_000476970,0.234137, 0.072914
us_000512902,0.234137, 0.072914
us_000189984,0.234137, 0.072914
us_000477550,0.234137, 0.072914
us_000465734,0.234137, 0.072914
us_000462629,0.234137, 0.072914
us_000556233,0.234137, 0.072914
us_000465226,0.234137, 0.072914
us_000526741,0.234137, 0.072914
us_000475060,0.234137, 0.072914
us_000551667,0.234137, 0.072914
us_000493730,0.234137, 0.072914
us_000470042,0.234137, 0.072914
us_000475602,0.234137, 0.072914
us_000581439,0.234137, 0.072914
us_000225541,0.234137, 0.072914
us_000462400,0.234137, 0.072914
us_000582681,0.234137, 0.072914
us_000235302,0.234137, 0.072914
us_000467728,0.234137, 0.072914
us_000472776,0.234137, 0.072914
us_000487130,0.234137, 0.072914
us_000464288,0.234137, 0.072914
us_000487468,0.234137, 0.072914
us_000463293,0.234137, 0.072914
us_000475183,0.234137, 0.072914
us_000467284,0.234137, 0.072914
us_000467257,0.234137, 0.072914
us_000464204,0.234137, 0.072914
us_000457379,0.234137, 0.072914
us_000490900,0.234137, 0.072914
us_000607786,0.234137, 0.072914
us_000459792,0.234137, 0.072914
us_000478640,0.234137, 0.072914
us_000572104,0.234137, 0.072914
us_000126521,0.234137, 0.072914
us_000073418,0.234137, 0.072914
us_000458694,0.234137, 0.072914
us_000485438,0.234137, 0.072914
us_000541306,0.234137, 0.072943
us_000605208,0.234137, 0.072992
us_000302442,0.234137, 0.072992
us_000480953,0.234137, 0.072992
us_000464839,0.234137, 0.072992
us_000432079,0.234137, 0.073023
us_000567840,0.234137, 0.073029
us_000608187,0.234137, 0.073038
us_000607521,0.234137, 0.073116
us_000607679,0.234137, 0.073116
us_000582491,0.234137, 0.073143
us_000462936,0.234137, 0.073180
us_000472817,0.234137, 0.073180
us_000498898,0.234137, 0.073190
us_000467230,0.234137, 0.073234
us_000485326,0.234137, 0.073234
us_000494884,0.234137, 0.073239
us_000527595,0.234137, 0.073244
us_000525411,0.234137, 0.073252
us_000501821,0.234137, 0.073309
us_000483999,0.234137, 0.073352
us_000598091,0.234137, 0.073406
us_000527182,0.234137, 0.073451
us_000469907,0.234137, 0.073472
us_000550176,0.234137, 0.073551
us_000536519,0.234137, 0.073595
us_000566308,0.234137, 0.073616
us_000591413,0.234137, 0.073650
us_000559633,0.234137, 0.073674
us_000495830,0.234137, 0.073678
us_000484374,0.234137, 0.073688
us_000490799,0.234137, 0.073716
us_000508221,0.234137, 0.073739
us_000591410,0.234137, 0.073781
us_000495249,0.234137, 0.073785
us_000480037,0.234137, 0.073803
us_000543042,0.234137, 0.073871
us_000535648,0.234137, 0.073875
us_000552068,0.234137, 0.073889
us_000512222,0.234137, 0.074002
us_000462283,0.234137, 0.074026
us_000486519,0.234137, 0.074041
us_000526783,0.234137, 0.074044
us_000579131,0.234137, 0.074044
us_000463135,0.234137, 0.074051
us_000338706,0.234137, 0.074051
us_000338730,0.234137, 0.074124
us_000525774,0.234137, 0.074126
us_000484037,0.234137, 0.074160
us_000508555,0.234137, 0.074178
us_000375691,0.234137, 0.074228
us_000508509,0.234137, 0.074316
us_000605132,0.234137, 0.074324
us_000608186,0.234137, 0.074326
us_000584213,0.234137, 0.074545
us_000595383,0.234137, 0.074570
us_000580364,0.234137, 0.074642
us_000475337,0.234137, 0.074642
us_000241068,0.234137, 0.074654
us_000600194,0.234137, 0.074718
us_000539656,0.234137, 0.074721
us_000551638,0.234137, 0.074766
us_000540966,0.234137, 0.074819
us_000484506,0.234137, 0.074882
us_000568468,0.234137, 0.074918
us_000482780,0.234137, 0.075063
us_000535254,0.234137, 0.075148
us_000483794,0.234137, 0.075269
us_000473770,0.234137, 0.075360
us_000162219,0.234137, 0.075374
us_000451309,0.234137, 0.075468
us_000476329,0.234137, 0.075483
us_000493975,0.234137, 0.075497
us_000161363,0.234137, 0.075497
us_000615773,0.234137, 0.075518
us_000550202,0.234137, 0.075521
us_000568455,0.234137, 0.075685
us_000568510,0.234137, 0.075903
pr_000294871,0.234137, 0.075942
us_000580894,0.234137, 0.075983
us_000474488,0.234137, 0.075985
us_000599915,0.234137, 0.076012
us_000612696,0.234137, 0.076112
us_000489966,0.234137, 0.076125
us_000513033,0.234137, 0.076207
us_000484129,0.234137, 0.076366
us_000469849,0.234137, 0.076366
us_000582516,0.234137, 0.076419
us_000480762,0.234137, 0.076447
us_000229234,0.234137, 0.076723
us_000467449,0.234137, 0.076723
us_000503473,0.234137, 0.076723
us_000482225,0.234137, 0.076844
us_000482256,0.234137, 0.076844
us_000577135,0.234137, 0.076848
us_000544060,0.234137, 0.076926
us_000501848,0.234137, 0.076949
us_000438859,0.234137, 0.077032
us_000539686,0.234137, 0.077091
us_000458568,0.234137, 0.077118
us_000484227,0.234137, 0.077161
us_000472384,0.234137, 0.077177
us_000478747,0.234137, 0.077214
us_000597986,0.234137, 0.077308
us_000525821,0.234137, 0.077415
us_000495918,0.234137, 0.077556
us_000490966,0.234137, 0.077703
us_000490889,0.234137, 0.077811
us_000535904,0.234137, 0.077838
us_000479729,0.234137, 0.078085
us_000175898,0.234137, 0.078191
pr_000741976,0.234137, 0.078227
us_000476247,0.234137, 0.078227
us_000466958,0.234137, 0.078482
us_000607820,0.234137, 0.078576
us_000550140,0.234137, 0.078669
us_000148221,0.234137, 0.078701
us_000587156,0.234137, 0.078848
us_000477757,0.234137, 0.079037
us_000505744,0.234137, 0.079045
us_000343521,0.234137, 0.079148
us_000526695,0.234137, 0.079227
us_000550173,0.234137, 0.079303
us_000543325,0.234137, 0.079362
us_000526195,0.234137, 0.079390
us_000511492,0.234137, 0.079450
us_000575800,0.234137, 0.079565
us_000244967,0.234137, 0.079565
us_000475068,0.234137, 0.079582
us_000553782,0.234137, 0.079641
us_000191947,0.234137, 0.079657
us_000524140,0.234137, 0.079688
us_000524249,0.234137, 0.079825
us_000490767,0.234137, 0.079825
us_000595403,0.234137, 0.080342
us_000595400,0.234137, 0.080396
us_000539977,0.234137, 0.080465
us_000568440,0.234137, 0.080655
us_000613943,0.234137, 0.080818
us_000490812,0.234137, 0.080858
us_000551741,0.234137, 0.080868
pr_000741954,0.234137, 0.081088
us_000474836,0.234137, 0.081136
us_000461073,0.234137, 0.081232
us_000520642,0.234137, 0.081261
us_000468032,0.234137, 0.081429
us_000506315,0.234137, 0.081542
us_000470092,0.234137, 0.081732
us_000550251,0.234137, 0.082132
us_000550230,0.234137, 0.082315
us_000494687,0.234137, 0.082336
us_000459654,0.234137, 0.082691
us_000508147,0.234137, 0.082805
us_000472659,0.234137, 0.082861
us_000595345,0.234137, 0.082972
us_000479949,0.234137, 0.083052
us_000552018,0.234137, 0.083346
us_000510158,0.234137, 0.083423
us_000087207,0.234137, 0.083699
us_000520546,0.234137, 0.083703
us_000591408,0.234137, 0.083705
us_000578308,0.234137, 0.083821
us_000469561,0.234137, 0.083822
us_000593603,0.234137, 0.084013
us_000595494,0.234137, 0.084080
us_000490720,0.234137, 0.084115
us_000470187,0.234137, 0.084276
us_000526115,0.234137, 0.084328
us_000595402,0.234137, 0.084548
us_000477802,0.234137, 0.084671
us_000596680,0.234137, 0.084679
us_000607450,0.234137, 0.084965
us_000526983,0.234137, 0.085184
us_000502013,0.234137, 0.085719
us_000508911,0.234137, 0.086054
us_000525221,0.234137, 0.086237
us_000541462,0.234137, 0.086420
us_000470650,0.234137, 0.086440
us_000527756,0.234137, 0.086576
us_000468197,0.234137, 0.087017
us_000527747,0.234137, 0.087364
us_000585272,0.234137, 0.087380
us_000501989,0.234137, 0.087494
us_000482253,0.234137, 0.087669
us_000526002,0.234137, 0.087754
us_000567912,0.234137, 0.087940
us_000459809,0.234137, 0.088167
us_000527002,0.234137, 0.088242
us_000579975,0.234137, 0.088336
us_000494214,0.234137, 0.088416
us_000541515,0.234137, 0.089652
us_000490117,0.234137, 0.090662
us_000550121,0.234137, 0.090690
us_000372728,0.234137, 0.090831
us_000480424,0.234137, 0.090895
us_000483797,0.234137, 0.090952
us_000476989,0.234137, 0.091280
us_000468097,0.234137, 0.091329
us_000339698,0.234137, 0.091331
us_000463574,0.234137, 0.091502
us_000475478,0.234137, 0.091644
us_000452473,0.234137, 0.091913
us_000484551,0.234137, 0.092621
us_000512112,0.234137, 0.092806
us_000496185,0.234137, 0.093679
us_000491049,0.234137, 0.093775
us_000248919,0.234137, 0.094226
us_000503563,0.234137, 0.094696
us_000595628,0.234137, 0.095185
us_000543191,0.234137, 0.095224
us_000550198,0.234137, 0.095274
us_000480020,0.234137, 0.095342
us_000463298,0.234137, 0.095423
us_000474626,0.234137, 0.096225
us_000584226,0.234137, 0.097018
us_000505407,0.234137, 0.097427
us_000525577,0.234137, 0.097513
us_000608311,0.234137, 0.098697
us_000607723,0.234137, 0.098791
us_000551566,0.234137, 0.100420
us_000543239,0.234137, 0.101028
us_000490904,0.234137, 0.101251
us_000465343,0.234137, 0.101594
us_000499982,0.234137, 0.101802
us_000479531,0.234137, 0.102800
us_000460834,0.234137, 0.103198
us_000508471,0.234137, 0.103287
us_000243165,0.234137, 0.103569
us_000543817,0.234137, 0.104256
us_000115396,0.234137, 0.104285
us_000467052,0.234137, 0.105293
us_000073717,0.234137, 0.105336
us_000458592,0.234137, 0.106384
us_000527807,0.234137, 0.106395
us_000535327,0.234137, 0.106965
us_000612463,0.234137, 0.108037
us_000541062,0.234137, 0.108294
us_000471348,0.234137, 0.109254
us_000351592,0.234137, 0.109314
us_000543733,0.234137, 0.109538
us_000463564,0.234137, 0.112164
us_000540795,0.234137, 0.112590
us_000467448,0.234137, 0.112896
us_000498813,0.234137, 0.113014
us_000482318,0.234137, 0.114723
us_000526826,0.234137, 0.115023
us_000482653,0.234137, 0.115023
us_000487763,0.234137, 0.115333
us_000120695,0.234137, 0.116211
us_000475610,0.234137, 0.117204
us_000541890,0.234137, 0.117476
us_000524143,0.234137, 0.118461
us_000475230,0.234137, 0.119795
us_000478777,0.234137, 0.121277
us_000292534,0.234137, 0.121704
us_000467575,0.234137, 0.124635
us_000575612,0.234137, 0.124753
us_000476892,0.234137, 0.125171
us_000520545,0.234137, 0.126122
us_000585014,0.234137, 0.132521
us_000512925,0.234137, 0.132561
us_000482236,0.234137, 0.132907
us_000578318,0.234137, 0.134387
us_000341476,0.234137, 0.135090
us_000482809,0.234137, 0.136188
us_000539778,0.234137, 0.138370
us_000579970,0.234137, 0.139458
us_000551597,0.234137, 0.141229
us_000595612,0.234137, 0.141286
us_000540864,0.234137, 0.141300
us_000141272,0.234137, 0.141836
us_000502434,0.234137, 0.142347
us_000472413,0.234137, 0.142674
us_000503425,0.234137, 0.142869
us_000543725,0.234137, 0.143067
us_000489193,0.234137, 0.145178
us_000494768,0.234137, 0.146287
us_000567879,0.234137, 0.146582
us_000493193,0.234137, 0.152359
us_000490935,0.234137, 0.153154
us_000493179,0.234137, 0.153190
us_000586597,0.234137, 0.158866
us_000586596,0.234137, 0.160188
us_000508181,0.234137, 0.160992
us_000487710,0.234137, 0.161889
us_000514140,0.234137, 0.163001
us_000474871,0.234137, 0.165842
us_000488937,0.234137, 0.168797
us_000476291,0.234137, 0.171155
us_000366352,0.234137, 0.175028
us_000481755,0.234137, 0.176533
us_000544038,0.234137, 0.179433
us_000498961,0.234137, 0.181141
us_000494570,0.234137, 0.181725
us_000498914,0.234137, 0.184288
us_000586430,0.234137, 0.188898
us_000508324,0.234137, 0.188900
us_000473075,0.234137, 0.191979
us_000250852,0.234137, 0.193972
us_000588292,0.234137, 0.198437
us_000484109,0.234137, 0.207074
us_000478623,0.234137, 0.211661
us_000556953,0.234137, 0.212659
us_000488737,0.234137, 0.219179
us_000482938,0.234137, 0.220726
us_000595295,0.234137, 0.221915
us_000483634,0.234137, 0.223714
us_000506740,0.234137, 0.232263
us_000438219,0.234137, 0.235769
us_000524208,0.234137, 0.239777
us_000494756,0.234137, 0.249038
us_000292926,0.234137, 0.249789
us_000512337,0.234137, 0.252229
us_000477764,0.234137, 0.257070
us_000483574,0.234137, 0.264795
us_000567703,0.234137, 0.297824
us_000474464,0.234137, 0.301674
us_000582577,0.234137, 0.316849
us_000482553,0.234137, 0.316985
us_000177230,0.234137, 0.341859
us_000543488,0.234137, 0.370954
us_000482744,0.234137, 0.474614
us_000489317,0.234137, 0.479273
us_000478569,0.234137, 0.555077
us_000502757,0.234137, 0.574408
us_000477604,0.234137, 0.616647
us_000525387,0.234137, 0.672442
us_000495821,0.234137, 0.692362
us_000479617,0.234137, 1.225332
pr_000608673,0.232495, 0.000004
us_000531912,0.232495, 0.005024
us_000489949,0.232495, 0.067135
us_000126568,0.232495, 0.068210
us_000328080,0.232495, 0.069882
us_000471095,0.232495, 0.070537
us_000490007,0.232495, 0.071373
us_000078712,0.232495, 0.071373
us_000544040,0.232495, 0.077423
us_000330901,0.232495, 0.078103
us_000244210,0.232495, 0.078923
us_000480023,0.232495, 0.079785
us_000553012,0.232495, 0.082942
us_000529154,0.232495, 0.083110
us_000552753,0.232495, 0.084052
us_000496735,0.232495, 0.095053
us_000541894,0.232495, 0.097476
us_000541719,0.232495, 0.097476
us_000541491,0.232495, 0.104409
us_000540868,0.232495, 0.105407
us_000575026,0.232495, 0.108296
us_000510376,0.232495, 0.108923
us_000540827,0.232495, 0.114806
us_000505820,0.232495, 0.118031
us_000543180,0.232495, 0.118275
us_000511058,0.232495, 0.127010
us_000070637,0.232495, 0.143599
us_000045609,0.232495, 0.173259
us_000486548,0.232495, 0.491664
us_000552682,0.230125, 0.000000
us_000536842,0.230125, 0.000000
us_000533922,0.230125, 0.000000
us_000497351,0.230125, 0.000000
us_000510962,0.230125, 0.000000
us_000535480,0.230125, 0.000000
us_000533850,0.230125, 0.000000
us_000540231,0.230125, 0.000000
pr_001904946,0.230125, 0.000004
pr_000113361,0.230125, 0.000004
pr_002104309,0.230125, 0.000004
pr_000765565,0.230125, 0.000018
pr_000701206,0.230125, 0.000098
us_000581507,0.230125, 0.003211
us_000099359,0.230125, 0.017459
us_000460231,0.230125, 0.033714
us_000471118,0.230125, 0.060697
us_000582732,0.230125, 0.182353
us_000500913,0.230125, 0.213953
us_000559680,0.230125, 0.230749
us_000498833,0.230125, 0.231626
us_000463739,0.230125, 0.236883
us_000524323,0.230125, 0.237346
us_000478891,0.230125, 0.238967
us_000505091,0.230125, 0.239288
us_000506330,0.230125, 0.239288
us_000501684,0.230125, 0.239288
us_000477432,0.230125, 0.240754
us_000502296,0.230125, 0.246543
us_000500430,0.230125, 0.254998
us_000505864,0.230125, 0.254998
us_000532679,0.230125, 0.257350
us_000538758,0.230125, 0.258626
us_000509683,0.230125, 0.260926
us_000583432,0.230125, 0.268373
us_000485226,0.230125, 0.268627
us_000542064,0.226635, 0.000000
us_000500082,0.226635, 0.000000
us_000562339,0.226635, 0.001302
us_000516803,0.226635, 0.003123
us_000569058,0.224722, 0.000005
us_000535135,0.224722, 0.070546
us_000512769,0.224722, 0.070941
us_000549966,0.224722, 0.071632
us_000535647,0.224722, 0.071888
us_000343351,0.224722, 0.072686
