Product ID : 961 # of JPs covered : 1 : 117 : Litigation, 
OID,Confidence at Map Node,Error at Map Node
pr_000405478,0.149633, 0.000055
us_000542499,0.149633, 0.128541
us_000339485,0.149633, 0.132378
us_000486420,0.149633, 0.136367
us_000373616,0.149633, 0.136787
us_000487352,0.149633, 0.151141
us_000559644,0.149633, 0.154073
us_000479335,0.149633, 0.157357
us_000492947,0.149633, 0.158634
us_000487749,0.149633, 0.159816
us_000003715,0.149633, 0.160685
us_000438176,0.149633, 0.161746
us_000524243,0.149633, 0.162274
us_000487687,0.149633, 0.163010
us_000480687,0.149633, 0.163210
us_000543697,0.149633, 0.164934
us_000476679,0.149633, 0.165569
us_000487436,0.149633, 0.169896
us_000474053,0.149633, 0.173007
us_000065616,0.149633, 0.174045
us_000479935,0.149633, 0.176196
us_000487411,0.149633, 0.176866
us_000596069,0.149633, 0.177115
us_000583720,0.149633, 0.179581
us_000537741,0.149633, 0.180854
us_000495517,0.149633, 0.181710
us_000538005,0.149633, 0.182343
us_000039161,0.149633, 0.182805
us_000588408,0.149633, 0.186514
us_000489904,0.149633, 0.188492
us_000589249,0.149633, 0.191981
us_000543822,0.149633, 0.192320
us_000490258,0.149633, 0.192454
us_000141487,0.149633, 0.192997
us_000248861,0.149633, 0.194402
us_000493939,0.149633, 0.194709
us_000373348,0.149633, 0.195295
us_000585733,0.149633, 0.195714
us_000520507,0.149633, 0.197894
us_000586289,0.149633, 0.198635
us_000468432,0.149633, 0.203542
us_000572309,0.149633, 0.204621
us_000585159,0.149633, 0.204621
us_000600663,0.149633, 0.206153
us_000496279,0.149633, 0.206860
us_000487219,0.149633, 0.207761
us_000080953,0.149633, 0.210785
us_000585839,0.149633, 0.210820
us_000240141,0.149633, 0.216727
us_000598593,0.149633, 0.220747
us_000476952,0.149633, 0.237275
us_000559246,0.149633, 0.248116
us_000526771,0.149633, 0.249940
us_000506283,0.149633, 0.250338
us_000459974,0.149633, 0.271570
us_000511184,0.149633, 0.274028
us_000463001,0.149633, 0.298261
us_000499291,0.149633, 0.706987
pr_001677631,0.148950, 0.000000
pr_000957806,0.148950, 0.000000
pr_000488968,0.148950, 0.000000
us_000538707,0.148950, 0.000026
us_000523537,0.148950, 0.000026
us_000537928,0.148950, 0.000026
us_000538278,0.148950, 0.000026
us_000497954,0.148950, 0.000026
us_000541768,0.148950, 0.000026
us_000534998,0.148950, 0.000026
us_000538659,0.148950, 0.000026
us_000524664,0.148950, 0.000026
us_000524223,0.148950, 0.000026
us_000541332,0.148950, 0.000026
us_000496805,0.148950, 0.000026
us_000550975,0.148950, 0.000246
us_000551047,0.148950, 0.000246
us_000521780,0.148950, 0.000246
us_000534955,0.148950, 0.000246
us_000523543,0.148950, 0.000311
us_000490899,0.148950, 0.001201
us_000516486,0.148950, 0.035064
us_000516355,0.148950, 0.046781
us_000510267,0.148950, 0.104269
us_000515722,0.148950, 0.373790
us_000475276,0.148950, 0.377674
us_000481100,0.148950, 0.391100
us_000557722,0.148950, 0.392285
us_000544251,0.148950, 0.418682
us_000431333,0.148950, 0.432561
us_000499625,0.148950, 0.440425
us_000560042,0.148950, 0.445494
us_000517669,0.148950, 0.454248
us_000521028,0.141162, 0.010177
us_000542665,0.141162, 0.017668
us_000532969,0.141162, 0.148112
us_000475805,0.141162, 0.282076
us_000500461,0.141162, 0.311308
us_000476106,0.141162, 0.328658
us_000531634,0.141162, 0.332960
us_000589689,0.141162, 0.348694
us_000486353,0.141162, 0.354714
us_000529111,0.141162, 0.380324
us_000465070,0.141162, 0.456331
pr_000670596,0.137022, 0.000000
pr_000942267,0.137022, 0.000000
us_000505936,0.137022, 0.411295
us_000532400,0.137022, 0.414272
us_000460789,0.137022, 0.416026
us_000522370,0.137022, 0.418409
us_000532959,0.137022, 0.418409
us_000533628,0.137022, 0.418409
us_000523046,0.137022, 0.419579
us_000533568,0.137022, 0.419656
us_000506559,0.137022, 0.419656
us_000512383,0.137022, 0.419656
us_000505871,0.137022, 0.419656
us_000505899,0.137022, 0.419656
us_000511973,0.137022, 0.419656
us_000238905,0.137022, 0.419656
us_000475199,0.137022, 0.419656
us_000590219,0.137022, 0.420188
us_000523583,0.137022, 0.420739
us_000523739,0.137022, 0.420747
us_000526275,0.137022, 0.428563
us_000506461,0.137022, 0.429581
us_000499436,0.137022, 0.438163
us_000598158,0.137022, 0.443371
us_000567264,0.137022, 0.449644
us_000501648,0.137022, 0.452401
us_000526303,0.137022, 0.461664
us_000560444,0.137022, 0.526155
us_000590400,0.137022, 0.537167
us_000568005,0.137022, 0.575204
us_000521912,0.137022, 0.613601
us_000533753,0.137022, 0.627755
us_000551944,0.135945, 0.000000
us_000495081,0.135945, 0.000000
us_000523154,0.135945, 0.000000
us_000489103,0.135945, 0.000003
us_000548253,0.135945, 0.000004
pr_000998892,0.135945, 0.000021
pr_001070463,0.135945, 0.000030
pr_000382222,0.135945, 0.000030
pr_000266331,0.135945, 0.000037
pr_001663206,0.135945, 0.000065
pr_001926776,0.135945, 0.000099
pr_001679540,0.135945, 0.000123
us_000599276,0.135945, 0.000916
us_000545553,0.135945, 0.001627
us_000518532,0.135945, 0.001895
us_000548844,0.135945, 0.004352
us_000477109,0.135945, 0.005583
us_000551301,0.135945, 0.005668
us_000572452,0.135945, 0.007839
us_000473678,0.135945, 0.009455
us_000570283,0.135945, 0.009975
us_000599519,0.135945, 0.014937
us_000527289,0.135945, 0.065913
us_000492071,0.135945, 0.079050
us_000491221,0.135945, 0.422965
us_000491156,0.135945, 0.448617
us_000536443,0.135945, 0.478106
us_000471271,0.135945, 0.496649
us_000471100,0.135945, 0.509483
us_000471703,0.135945, 0.530964
us_000471770,0.135945, 0.531578
us_000471449,0.135945, 0.540050
us_000487529,0.135945, 0.825324
us_000487665,0.135945, 0.919423
us_000487516,0.135945, 0.938886
us_000487296,0.135945, 0.947350
us_000467786,0.135945, 2.463710
pr_000302672,0.132912, 0.000000
pr_000547735,0.132912, 0.000000
us_000480134,0.132912, 0.000000
us_000504725,0.132912, 0.000000
us_000500920,0.132912, 0.000000
us_000519481,0.132912, 0.000000
us_000491514,0.132912, 0.000000
us_000556321,0.132912, 0.219098
us_000501696,0.132912, 0.242528
us_000273017,0.132912, 0.254197
us_000113845,0.132912, 0.258604
us_000508210,0.132912, 0.262272
us_000482002,0.132912, 0.301134
us_000583266,0.132912, 0.302957
us_000615576,0.132912, 0.318987
us_000119792,0.132912, 0.321924
us_000557664,0.132912, 0.328658
us_000513614,0.132912, 0.349185
us_000566037,0.132912, 0.352465
us_000564386,0.132912, 0.353053
us_000183064,0.132912, 0.355463
us_000501420,0.132912, 0.365060
us_000560137,0.132912, 0.365989
us_000503865,0.132912, 0.372371
us_000538932,0.132912, 0.372407
us_000112005,0.132912, 0.377131
us_000547632,0.132912, 0.377438
us_000514607,0.132912, 0.382340
us_000474171,0.132912, 0.385299
us_000535040,0.132912, 0.396156
us_000512432,0.132912, 0.396456
us_000610975,0.132912, 0.397620
us_000578045,0.132912, 0.399060
us_000469814,0.132912, 0.399790
us_000491267,0.132912, 0.402899
us_000583344,0.132912, 0.404768
us_000479336,0.132912, 0.407308
us_000499857,0.132912, 0.408706
us_000539135,0.132912, 0.409583
us_000512613,0.132912, 0.409741
us_000552760,0.132912, 0.410109
us_000342784,0.132912, 0.410266
us_000472840,0.132912, 0.410449
us_000074195,0.132912, 0.412531
us_000575435,0.132912, 0.413968
us_000541922,0.132912, 0.415593
us_000526085,0.132912, 0.419548
us_000525679,0.132912, 0.419756
us_000162351,0.132912, 0.422442
us_000488052,0.132912, 0.425450
us_000559324,0.132912, 0.427923
us_000611021,0.132912, 0.433801
us_000532438,0.132912, 0.437113
us_000277289,0.132912, 0.438160
us_000481953,0.132912, 0.442938
us_000477678,0.132912, 0.449412
us_000547772,0.132912, 0.452146
us_000547778,0.132912, 0.454984
us_000542105,0.132912, 0.454984
us_000477149,0.132912, 0.458798
us_000501562,0.132912, 0.459299
us_000042175,0.132912, 0.459975
us_000591505,0.132912, 0.469745
us_000496671,0.132912, 0.472754
us_000495823,0.132912, 0.474588
us_000478802,0.132912, 0.474588
us_000590441,0.132912, 0.476491
us_000495077,0.132912, 0.486560
us_000547773,0.132912, 0.489429
us_000477624,0.132912, 0.494900
us_000512547,0.132912, 0.496908
us_000526798,0.132912, 0.498807
us_000499819,0.132912, 0.500307
us_000495273,0.132912, 0.501728
us_000477746,0.132912, 0.501728
us_000480189,0.132912, 0.501812
us_000485603,0.132912, 0.509679
us_000507419,0.132912, 0.511157
us_000497062,0.132912, 0.512389
us_000520925,0.132912, 0.521146
us_000507311,0.132912, 0.523417
us_000495355,0.132912, 0.536234
us_000521762,0.130153, 0.124245
us_000591488,0.130153, 0.149475
us_000543140,0.130153, 0.149475
us_000505490,0.130153, 0.149475
pr_000528174,0.130153, 0.203471
pr_000115220,0.118213, 0.000007
us_000515402,0.118213, 0.000089
us_000517708,0.118213, 0.000089
us_000511578,0.118213, 0.000089
pr_001904798,0.118213, 0.000125
us_000514458,0.118213, 0.000309
us_000281516,0.118213, 0.004262
us_000518849,0.118213, 0.004629
us_000494965,0.118213, 0.017336
us_000516481,0.118213, 0.060910
pr_000607639,0.115115, 0.000000
pr_001078880,0.115115, 0.000000
pr_000607070,0.115115, 0.000000
us_000538482,0.115115, 0.000000
pr_001671578,0.115115, 0.000000
pr_000979799,0.115115, 0.000007
us_000589765,0.115115, 0.000030
us_000485667,0.115115, 0.001454
us_000478630,0.115115, 0.019097
us_000569541,0.115115, 0.085787
pr_001848573,0.114262, 0.000001
pr_000503968,0.114262, 0.000003
pr_000706645,0.114262, 0.000003
pr_000184101,0.114262, 0.000007
us_000500991,0.114262, 0.122064
us_000535243,0.114262, 0.126893
us_000501273,0.114262, 0.127390
us_000503489,0.114262, 0.129232
us_000579558,0.114262, 0.130441
us_000502778,0.114262, 0.131313
us_000605368,0.114262, 0.131426
us_000502470,0.114262, 0.131426
us_000572969,0.114262, 0.132074
us_000503191,0.114262, 0.132216
us_000466225,0.114262, 0.132223
us_000503662,0.114262, 0.132223
us_000572682,0.114262, 0.132871
us_000503391,0.114262, 0.132871
us_000576177,0.114262, 0.134865
us_000584487,0.114262, 0.134865
us_000579638,0.114262, 0.134865
us_000576186,0.114262, 0.134865
us_000503199,0.114262, 0.134939
us_000551678,0.114262, 0.135846
us_000476837,0.114262, 0.136159
us_000501853,0.114262, 0.136606
us_000476813,0.114262, 0.136961
us_000575339,0.114262, 0.137160
us_000502075,0.114262, 0.137404
us_000607315,0.114262, 0.137404
us_000605366,0.114262, 0.137404
us_000502001,0.114262, 0.137404
us_000556234,0.114262, 0.138538
us_000502360,0.114262, 0.139391
us_000481150,0.114262, 0.139454
us_000518058,0.114262, 0.139928
us_000585010,0.114262, 0.140286
us_000604444,0.114262, 0.140609
us_000485844,0.114262, 0.141057
us_000581982,0.114262, 0.141057
us_000605039,0.114262, 0.141057
us_000501289,0.114262, 0.142222
us_000575550,0.114262, 0.142222
us_000539313,0.114262, 0.142222
us_000501225,0.114262, 0.142222
us_000578953,0.114262, 0.142222
us_000566211,0.114262, 0.142596
us_000512968,0.114262, 0.142871
us_000559071,0.114262, 0.142871
us_000572954,0.114262, 0.142979
us_000590119,0.114262, 0.144017
us_000590118,0.114262, 0.144017
us_000590117,0.114262, 0.144017
us_000518055,0.114262, 0.144661
us_000576074,0.114262, 0.145109
us_000576077,0.114262, 0.145109
us_000576073,0.114262, 0.145109
us_000576076,0.114262, 0.145109
us_000467157,0.114262, 0.145109
us_000576078,0.114262, 0.145109
us_000576072,0.114262, 0.145109
us_000576116,0.114262, 0.145109
us_000576075,0.114262, 0.145109
us_000476336,0.114262, 0.145270
us_000590128,0.114262, 0.146237
us_000575546,0.114262, 0.146237
us_000575608,0.114262, 0.146237
us_000590439,0.114262, 0.146237
us_000575597,0.114262, 0.146237
us_000575496,0.114262, 0.147246
us_000476665,0.114262, 0.147376
us_000576035,0.114262, 0.147403
us_000589473,0.114262, 0.147403
us_000580042,0.114262, 0.147403
us_000590062,0.114262, 0.147403
us_000592189,0.114262, 0.147403
us_000575270,0.114262, 0.147403
us_000582135,0.114262, 0.147403
us_000463706,0.114262, 0.147403
us_000563191,0.114262, 0.147403
us_000575220,0.114262, 0.147403
us_000503062,0.114262, 0.147403
us_000576041,0.114262, 0.147403
us_000575815,0.114262, 0.147403
us_000583056,0.114262, 0.147403
us_000483651,0.114262, 0.147403
us_000575086,0.114262, 0.147403
us_000505870,0.114262, 0.147403
us_000589422,0.114262, 0.147403
us_000520281,0.114262, 0.147403
us_000580041,0.114262, 0.147403
us_000574972,0.114262, 0.147403
us_000576042,0.114262, 0.147403
us_000575585,0.114262, 0.147403
us_000575588,0.114262, 0.147403
us_000589421,0.114262, 0.147403
us_000582544,0.114262, 0.147403
us_000590066,0.114262, 0.147403
us_000466308,0.114262, 0.147403
us_000580043,0.114262, 0.147403
us_000563345,0.114262, 0.147403
us_000576037,0.114262, 0.147403
us_000589471,0.114262, 0.147403
us_000589686,0.114262, 0.147403
us_000610805,0.114262, 0.147403
us_000512884,0.114262, 0.147403
us_000582543,0.114262, 0.147403
us_000579048,0.114262, 0.147403
us_000538566,0.114262, 0.147403
us_000518377,0.114262, 0.147403
us_000574367,0.114262, 0.147403
us_000575506,0.114262, 0.147403
us_000501377,0.114262, 0.147403
us_000576036,0.114262, 0.147403
us_000589472,0.114262, 0.147403
us_000576039,0.114262, 0.147403
us_000575582,0.114262, 0.147403
us_000589954,0.114262, 0.147403
us_000615722,0.114262, 0.147411
us_000578775,0.114262, 0.147438
us_000529078,0.114262, 0.147601
us_000574463,0.114262, 0.147633
us_000596628,0.114262, 0.149395
us_000579102,0.114262, 0.149550
us_000581985,0.114262, 0.150202
us_000566877,0.114262, 0.150269
us_000591689,0.114262, 0.150720
us_000574954,0.114262, 0.153742
us_000612438,0.114262, 0.154001
us_000575468,0.114262, 0.154116
us_000203684,0.114262, 0.154481
us_000580039,0.114262, 0.154583
us_000484265,0.114262, 0.154690
us_000564202,0.114262, 0.154908
us_000474592,0.114262, 0.156533
us_000498643,0.114262, 0.158370
us_000512066,0.114262, 0.160582
us_000488507,0.114262, 0.163492
us_000500916,0.114262, 0.163553
us_000575589,0.114262, 0.167065
us_000561321,0.114262, 0.169993
us_000020296,0.114262, 0.170012
us_000566793,0.114262, 0.170326
us_000525448,0.114262, 0.170640
us_000485713,0.114262, 0.171133
us_000617267,0.114262, 0.173894
us_000613238,0.114262, 0.175174
us_000611245,0.114262, 0.175723
us_000576038,0.114262, 0.176408
us_000519899,0.114262, 0.179413
us_000572609,0.114262, 0.206587
us_000508062,0.114262, 0.207462
us_000601962,0.114262, 0.210002
us_000539347,0.114262, 0.218070
us_000601229,0.114262, 0.218230
us_000480313,0.114262, 0.223429
us_000581859,0.114262, 0.231146
us_000502812,0.114262, 0.234447
us_000522047,0.114262, 0.234869
us_000581437,0.114262, 0.239744
us_000480794,0.114262, 0.247108
us_000558519,0.114262, 0.265678
us_000537523,0.114262, 0.268900
us_000579484,0.114262, 0.316122
us_000549514,0.114262, 0.332614
us_000470125,0.113475, 0.000000
us_000475197,0.113475, 0.000000
us_000459980,0.113475, 0.000000
us_000492999,0.113475, 0.000000
us_000472394,0.113475, 0.000000
us_000482797,0.113475, 0.000000
us_000251484,0.113475, 0.000033
us_000611703,0.113475, 0.000206
us_000612836,0.113475, 0.000206
us_000474303,0.113475, 0.000206
us_000600891,0.113475, 0.000206
us_000065766,0.113475, 0.000206
us_000601124,0.113475, 0.000206
us_000570854,0.113475, 0.001454
us_000473960,0.113475, 0.061235
us_000060864,0.113475, 0.064132
us_000464324,0.113475, 0.065592
us_000484589,0.113475, 0.067121
us_000479976,0.113475, 0.067232
us_000489967,0.113475, 0.068988
us_000480415,0.113475, 0.070265
us_000513006,0.113475, 0.070888
us_000495092,0.113475, 0.071275
us_000475434,0.113475, 0.071618
us_000462529,0.113475, 0.071840
us_000459212,0.113475, 0.072229
us_000216441,0.113475, 0.072229
us_000327829,0.113475, 0.073024
us_000228669,0.113475, 0.073024
us_000464290,0.113475, 0.073024
us_000512959,0.113475, 0.073024
us_000076427,0.113475, 0.073024
us_000023618,0.113475, 0.073540
us_000463337,0.113475, 0.074055
us_000088033,0.113475, 0.074874
us_000509305,0.113475, 0.075035
us_000494580,0.113475, 0.075180
us_000474138,0.113475, 0.075483
us_000459289,0.113475, 0.075860
us_000479377,0.113475, 0.076267
us_000582410,0.113475, 0.077196
us_000477520,0.113475, 0.077549
us_000486451,0.113475, 0.078325
us_000512881,0.113475, 0.078733
us_000479961,0.113475, 0.079017
us_000490850,0.113475, 0.080287
us_000346120,0.113475, 0.080287
us_000510975,0.113475, 0.080495
us_000500070,0.113475, 0.081221
us_000539315,0.113475, 0.082089
us_000164005,0.113475, 0.082882
us_000541000,0.113475, 0.082995
us_000458494,0.113475, 0.082995
us_000488274,0.113475, 0.082995
us_000542166,0.113475, 0.082995
us_000164509,0.113475, 0.082995
us_000494653,0.113475, 0.083400
us_000474526,0.113475, 0.085715
us_000591698,0.113475, 0.085874
us_000494364,0.113475, 0.086081
us_000480624,0.113475, 0.086232
us_000522594,0.113475, 0.086639
us_000488174,0.113475, 0.087013
us_000502962,0.113475, 0.087667
us_000487249,0.113475, 0.087883
us_000479861,0.113475, 0.090098
us_000487801,0.113475, 0.090106
us_000601972,0.113475, 0.090187
us_000479789,0.113475, 0.090258
us_000511585,0.113475, 0.090308
us_000536610,0.113475, 0.091114
us_000218959,0.113475, 0.091261
us_000539337,0.113475, 0.091261
us_000472750,0.113475, 0.091261
us_000461545,0.113475, 0.091261
us_000593176,0.113475, 0.091261
us_000566601,0.113475, 0.091261
us_000288614,0.113475, 0.091261
us_000360709,0.113475, 0.091261
us_000532215,0.113475, 0.091796
us_000560396,0.113475, 0.092895
us_000484178,0.113475, 0.093160
us_000485153,0.113475, 0.096417
us_000481577,0.113475, 0.096846
us_000494758,0.113475, 0.096868
us_000550126,0.113475, 0.097202
us_000515709,0.113475, 0.097678
us_000506562,0.113475, 0.098315
us_000503618,0.113475, 0.104676
us_000477879,0.113475, 0.107453
us_000593885,0.113475, 0.110241
us_000475253,0.113475, 0.114651
us_000490225,0.113475, 0.118236
us_000466358,0.113475, 0.121469
us_000457956,0.113475, 0.132924
us_000508609,0.113475, 0.140561
us_000270322,0.113475, 0.142319
us_000031375,0.113475, 0.144509
us_000587208,0.113475, 0.149112
us_000499673,0.113475, 0.149366
us_000487830,0.113475, 0.152298
us_000478850,0.113475, 0.158725
us_000477592,0.113475, 0.169176
us_000472703,0.113475, 0.169543
us_000498875,0.113475, 0.177631
us_000531762,0.113475, 0.220100
us_000480514,0.113475, 0.240670
us_000480332,0.113475, 0.315949
us_000521830,0.113475, 0.428898
us_000482930,0.113475, 0.850869
pr_000125101,0.099726, 0.000000
pr_000972178,0.099726, 0.000000
pr_001677154,0.099726, 0.000006
us_000468641,0.099726, 0.000036
us_000600679,0.099726, 0.001113
us_000537689,0.099726, 0.001706
us_000538140,0.099726, 0.001706
us_000554103,0.099726, 0.001706
us_000557545,0.099726, 0.001706
us_000484278,0.099726, 0.008676
us_000516034,0.099726, 0.032320
us_000593412,0.099726, 0.037149
us_000545713,0.099726, 0.285710
us_000544362,0.099726, 0.460160
us_000544300,0.099726, 0.507876
us_000509973,0.099726, 0.568316
us_000532961,0.099726, 0.609451
us_000532956,0.099726, 0.697696
us_000560273,0.099726, 0.698811
us_000558911,0.099726, 0.702917
us_000473884,0.099726, 0.703249
us_000500142,0.099726, 0.707504
us_000544299,0.099726, 0.727858
us_000494505,0.099726, 0.728671
us_000513922,0.099726, 0.759730
us_000597200,0.099726, 0.872336
pr_001881324,0.099313, 0.000005
us_000599280,0.099313, 0.003390
us_000547257,0.099313, 0.098595
us_000596073,0.099313, 0.098869
us_000566286,0.099313, 0.099143
us_000543286,0.099313, 0.099143
us_000567085,0.099313, 0.103900
us_000560995,0.099313, 0.106427
us_000587050,0.099313, 0.106600
us_000546616,0.099313, 0.106932
us_000567547,0.099313, 0.107503
us_000614682,0.099313, 0.107503
us_000614486,0.099313, 0.107503
us_000597361,0.099313, 0.107503
us_000614965,0.099313, 0.107503
us_000547358,0.099313, 0.108616
us_000527327,0.099313, 0.108945
us_000569942,0.099313, 0.109690
us_000566132,0.099313, 0.109690
us_000566158,0.099313, 0.109690
us_000608166,0.099313, 0.109690
us_000598043,0.099313, 0.112444
us_000615652,0.099313, 0.113397
us_000481832,0.099313, 0.114547
us_000509296,0.099313, 0.115032
us_000594679,0.099313, 0.115603
us_000580512,0.099313, 0.115705
us_000614385,0.099313, 0.116832
us_000596683,0.099313, 0.116974
us_000566786,0.099313, 0.116974
us_000508121,0.099313, 0.117603
us_000580669,0.099313, 0.118050
us_000596303,0.099313, 0.118050
us_000615654,0.099313, 0.118050
us_000614964,0.099313, 0.118050
us_000526464,0.099313, 0.118244
us_000566749,0.099313, 0.118801
us_000588651,0.099313, 0.118953
us_000614394,0.099313, 0.119163
us_000580825,0.099313, 0.119163
us_000596178,0.099313, 0.119163
us_000596373,0.099313, 0.119163
us_000581025,0.099313, 0.119163
us_000601895,0.099313, 0.119163
us_000580515,0.099313, 0.119163
us_000580542,0.099313, 0.119163
us_000614589,0.099313, 0.119163
us_000580811,0.099313, 0.119163
us_000596331,0.099313, 0.119163
us_000595984,0.099313, 0.119163
us_000580481,0.099313, 0.119163
us_000580345,0.099313, 0.119163
us_000580529,0.099313, 0.119163
us_000596694,0.099313, 0.119163
us_000567288,0.099313, 0.119163
us_000614045,0.099313, 0.119163
us_000595954,0.099313, 0.119163
us_000596619,0.099313, 0.119163
us_000596549,0.099313, 0.119163
us_000561586,0.099313, 0.119163
us_000614316,0.099313, 0.119163
us_000596052,0.099313, 0.119163
us_000596717,0.099313, 0.119163
us_000576144,0.099313, 0.119914
us_000587742,0.099313, 0.120924
us_000547207,0.099313, 0.120997
us_000511810,0.099313, 0.121858
us_000599827,0.099313, 0.122080
us_000614684,0.099313, 0.122364
us_000580956,0.099313, 0.125364
us_000513450,0.099313, 0.126540
us_000615148,0.099313, 0.127446
us_000457230,0.099313, 0.127821
us_000596201,0.099313, 0.127932
us_000483639,0.099313, 0.129086
us_000584665,0.099313, 0.140364
us_000594726,0.099313, 0.180097
us_000540732,0.099313, 0.274393
us_000489064,0.099313, 0.407041
us_000486078,0.093166, 0.477023
us_000484572,0.093166, 0.484699
us_000518198,0.093166, 0.486282
us_000536263,0.093166, 0.519977
us_000497263,0.093166, 0.524490
us_000518246,0.093166, 0.524490
us_000478914,0.093166, 0.563255
us_000552026,0.093166, 0.568829
us_000496778,0.093166, 0.568829
us_000476984,0.093166, 0.574505
us_000536226,0.093166, 0.575941
us_000520162,0.093166, 0.578088
us_000568178,0.093166, 0.586131
us_000537338,0.093166, 0.587262
us_000532788,0.093166, 0.587280
us_000487674,0.093166, 0.588619
us_000534863,0.093166, 0.594475
us_000515354,0.093166, 0.602508
us_000532229,0.093166, 0.604782
us_000485396,0.093166, 0.605454
us_000494562,0.093166, 0.616716
us_000561474,0.093166, 0.624208
us_000077262,0.093166, 0.624715
us_000540980,0.093166, 0.625438
us_000539507,0.093166, 0.629520
us_000522167,0.093166, 0.633265
us_000590202,0.093166, 0.633369
us_000498451,0.093166, 0.634697
us_000497999,0.093166, 0.634697
us_000476344,0.093166, 0.637816
us_000497931,0.093166, 0.637816
us_000552708,0.093166, 0.638392
us_000222785,0.093166, 0.644574
us_000537870,0.093166, 0.645743
us_000553310,0.093166, 0.646851
us_000535845,0.093166, 0.647075
us_000500526,0.093166, 0.650367
us_000483046,0.093166, 0.653597
us_000599800,0.093166, 0.659271
us_000389048,0.093166, 0.669928
us_000569944,0.093166, 0.683588
us_000526337,0.093166, 0.684446
us_000499029,0.093166, 0.684931
pr_000000848,0.092172, 0.000001
us_000600570,0.092172, 0.000173
us_000491250,0.092172, 0.013542
us_000508813,0.092172, 0.147381
us_000533419,0.092172, 0.148381
us_000514304,0.092172, 0.151535
us_000566185,0.092172, 0.151833
us_000566188,0.092172, 0.152552
us_000566187,0.092172, 0.152552
us_000508968,0.092172, 0.152552
us_000512895,0.092172, 0.152552
us_000493746,0.092172, 0.154595
us_000474885,0.092172, 0.155777
us_000514169,0.092172, 0.155777
us_000593473,0.092172, 0.156605
us_000494538,0.092172, 0.157106
us_000504899,0.092172, 0.157106
us_000509326,0.092172, 0.157106
us_000478863,0.092172, 0.157826
us_000487469,0.092172, 0.157826
us_000525886,0.092172, 0.157826
us_000501817,0.092172, 0.157826
us_000572447,0.092172, 0.158395
us_000587280,0.092172, 0.158622
us_000587451,0.092172, 0.158622
us_000491040,0.092172, 0.160393
us_000524432,0.092172, 0.160539
us_000584261,0.092172, 0.160688
us_000582864,0.092172, 0.160688
us_000487896,0.092172, 0.160688
us_000597726,0.092172, 0.160688
us_000575471,0.092172, 0.160688
us_000596763,0.092172, 0.160688
us_000582865,0.092172, 0.160688
us_000490982,0.092172, 0.161182
us_000561174,0.092172, 0.161208
us_000572952,0.092172, 0.161776
us_000495159,0.092172, 0.161776
us_000572957,0.092172, 0.161776
us_000482498,0.092172, 0.161977
us_000508964,0.092172, 0.162906
us_000617121,0.092172, 0.163616
us_000547560,0.092172, 0.164604
us_000509677,0.092172, 0.164910
us_000542303,0.092172, 0.165917
us_000599650,0.092172, 0.165962
us_000575744,0.092172, 0.165962
us_000597571,0.092172, 0.165962
us_000586731,0.092172, 0.165962
us_000586732,0.092172, 0.165962
us_000614831,0.092172, 0.165962
us_000584030,0.092172, 0.165962
us_000523285,0.092172, 0.165962
us_000599782,0.092172, 0.165962
us_000491771,0.092172, 0.166747
us_000583512,0.092172, 0.167050
us_000522829,0.092172, 0.167050
us_000582058,0.092172, 0.167050
us_000598308,0.092172, 0.167050
us_000584081,0.092172, 0.167050
us_000523974,0.092172, 0.167050
us_000564283,0.092172, 0.167050
us_000583544,0.092172, 0.167050
us_000599078,0.092172, 0.167050
us_000506968,0.092172, 0.167050
us_000505897,0.092172, 0.167050
us_000597815,0.092172, 0.167050
us_000572597,0.092172, 0.167050
us_000583453,0.092172, 0.167050
us_000575307,0.092172, 0.167050
us_000593032,0.092172, 0.167050
us_000581603,0.092172, 0.167050
us_000582250,0.092172, 0.167050
us_000597867,0.092172, 0.167050
us_000597725,0.092172, 0.167050
us_000575324,0.092172, 0.167050
us_000533956,0.092172, 0.167050
us_000575779,0.092172, 0.167050
us_000583545,0.092172, 0.167050
us_000505893,0.092172, 0.167050
us_000583555,0.092172, 0.167050
us_000533992,0.092172, 0.167050
us_000561587,0.092172, 0.167050
us_000512850,0.092172, 0.167050
us_000596719,0.092172, 0.167050
us_000588906,0.092172, 0.167050
us_000575787,0.092172, 0.167050
us_000583564,0.092172, 0.167050
us_000535947,0.092172, 0.167345
us_000470894,0.092172, 0.168057
us_000155958,0.092172, 0.169420
us_000471212,0.092172, 0.169420
us_000585943,0.092172, 0.169617
us_000537824,0.092172, 0.170582
us_000491802,0.092172, 0.171612
us_000487453,0.092172, 0.172763
us_000560798,0.092172, 0.173256
us_000583628,0.092172, 0.175884
us_000126064,0.092172, 0.176440
us_000477778,0.092172, 0.181722
us_000616771,0.092172, 0.194202
us_000541209,0.092172, 0.198989
us_000509539,0.092172, 0.201803
us_000462725,0.092172, 0.215519
us_000561116,0.092172, 0.220235
us_000484330,0.092172, 0.223945
us_000575213,0.092172, 0.226833
us_000528612,0.092172, 0.227795
us_000535858,0.092172, 0.230020
us_000583908,0.092172, 0.255195
us_000540593,0.092172, 0.257061
us_000561288,0.092172, 0.267843
us_000560209,0.092172, 0.277032
us_000580210,0.092172, 0.365609
us_000533088,0.089583, 0.000000
us_000551778,0.089583, 0.000000
pr_001608499,0.089583, 0.000000
