Product ID : 2108 # of JPs covered : 1 : 248 : Accounting-Audit/Assurance Only, 
OID,Confidence at Map Node,Error at Map Node
us_000596548,0.924673, 0.383587
us_000590702,0.924673, 0.383587
us_000590594,0.924673, 0.383587
us_000590819,0.924673, 0.383587
us_000590750,0.924673, 0.383587
us_000590709,0.924673, 0.383587
us_000590605,0.924673, 0.383587
us_000590654,0.924673, 0.383587
us_000590545,0.924673, 0.383587
us_000590758,0.924673, 0.383587
us_000590737,0.924673, 0.383587
us_000518953,0.924673, 0.383587
us_000590768,0.924673, 0.383587
us_000590745,0.924673, 0.383587
us_000518939,0.924673, 0.383587
us_000474157,0.924673, 0.383858
us_000595301,0.924673, 0.384102
us_000538444,0.924673, 0.384960
us_000541315,0.924673, 0.385023
us_000562260,0.924673, 0.385023
us_000563989,0.924673, 0.385117
us_000553384,0.924673, 0.385570
us_000518565,0.924673, 0.385570
us_000540021,0.924673, 0.386923
us_000529722,0.924673, 0.386923
us_000505769,0.924673, 0.389301
us_000528835,0.924673, 0.391079
us_000493882,0.924673, 0.397766
us_000560374,0.924673, 0.398568
us_000497919,0.924673, 0.398568
us_000480174,0.924673, 0.398568
us_000490319,0.924673, 0.398568
us_000489647,0.924673, 0.398568
us_000540083,0.924673, 0.398649
us_000544496,0.924673, 0.399644
us_000499546,0.924673, 0.399644
us_000469786,0.924673, 0.401210
us_000597069,0.924673, 0.403576
us_000484340,0.924673, 0.404949
us_000461934,0.924673, 0.405733
us_000483798,0.924673, 0.408227
us_000531487,0.924673, 0.409677
us_000525670,0.924673, 0.409677
us_000466853,0.924673, 0.409687
us_000484444,0.924673, 0.411793
us_000469444,0.924673, 0.417100
us_000478110,0.924673, 0.417100
us_000470346,0.924673, 0.417100
us_000464333,0.924673, 0.419320
us_000485605,0.924673, 0.419959
us_000527007,0.924673, 0.420278
us_000492337,0.924673, 0.439406
us_000485682,0.924673, 0.439406
us_000466122,0.924673, 0.439406
us_000473474,0.924673, 0.442314
us_000474395,0.924673, 0.442314
us_000485554,0.924673, 0.460006
us_000478635,0.924673, 0.469500
us_000544943,0.924673, 1.313546
us_000529792,0.852995, 0.000305
us_000539280,0.852995, 0.004596
us_000557629,0.852995, 0.263236
us_000525854,0.852995, 0.283607
us_000528898,0.852995, 0.307416
us_000542227,0.852995, 0.314083
us_000563769,0.852995, 0.320830
us_000563768,0.852995, 0.320830
us_000563770,0.852995, 0.320830
us_000492265,0.852995, 0.325924
us_000518905,0.852995, 0.327656
us_000541223,0.852995, 0.327656
us_000528839,0.852995, 0.327656
us_000532475,0.852995, 0.327656
us_000500927,0.852995, 0.332987
us_000512178,0.852995, 0.334301
us_000538285,0.852995, 0.334560
us_000505858,0.852995, 0.334560
us_000505882,0.852995, 0.334560
us_000508598,0.852995, 0.334560
us_000505903,0.852995, 0.334560
us_000508675,0.852995, 0.334560
us_000505876,0.852995, 0.334560
us_000537061,0.852995, 0.334560
us_000540822,0.852995, 0.334560
us_000508819,0.852995, 0.334560
us_000506115,0.852995, 0.334560
us_000527419,0.852995, 0.339130
us_000583869,0.852995, 0.340129
us_000517868,0.852995, 0.340371
us_000500783,0.852995, 0.341248
us_000584364,0.852995, 0.356906
us_000557231,0.852995, 0.356906
us_000518197,0.852995, 0.356906
us_000539905,0.852995, 0.358155
us_000561969,0.635950, 0.162842
us_000530983,0.635950, 0.172442
us_000513078,0.635950, 0.173542
us_000593409,0.635950, 0.175630
us_000573308,0.635950, 0.178393
us_000594257,0.635950, 0.178620
us_000531756,0.635950, 0.178620
us_000576564,0.635950, 0.178620
us_000535556,0.635950, 0.178620
us_000565158,0.635950, 0.179705
us_000538312,0.635950, 0.182512
us_000546429,0.635950, 0.183062
us_000523280,0.635950, 0.183619
us_000614949,0.635950, 0.183619
us_000500886,0.635950, 0.183619
us_000520363,0.635950, 0.183619
us_000582409,0.635950, 0.183619
us_000529509,0.635950, 0.183619
us_000512180,0.635950, 0.185928
us_000576845,0.635950, 0.186793
us_000582602,0.635950, 0.188361
us_000562735,0.635950, 0.188989
us_000594763,0.635950, 0.188989
us_000535660,0.635950, 0.194848
us_000574931,0.635950, 0.194848
us_000496710,0.635950, 0.194848
us_000537648,0.635950, 0.194848
us_000544447,0.635950, 0.194848
us_000531083,0.635950, 0.194848
us_000538722,0.635950, 0.194848
us_000535637,0.635950, 0.194848
us_000550682,0.635950, 0.194848
us_000491602,0.635950, 0.196947
us_000531887,0.635950, 0.199768
us_000559403,0.635950, 0.199768
us_000586409,0.635950, 0.199768
us_000541756,0.635950, 0.199768
us_000593212,0.635950, 0.199768
us_000531207,0.635950, 0.199768
us_000541977,0.635950, 0.199768
us_000517608,0.635950, 0.199768
us_000531685,0.635950, 0.199768
us_000523608,0.635950, 0.199768
us_000499366,0.635950, 0.199768
us_000559410,0.635950, 0.199768
us_000533200,0.635950, 0.199768
us_000508091,0.635950, 0.200303
us_000498464,0.635950, 0.200972
us_000531074,0.635950, 0.204767
us_000560554,0.635950, 0.204767
us_000508056,0.635950, 0.204767
us_000529754,0.635950, 0.204767
us_000533191,0.635950, 0.204767
us_000564081,0.635950, 0.204767
us_000587032,0.635950, 0.204767
us_000518952,0.635950, 0.204767
us_000545775,0.635950, 0.204767
us_000492270,0.635950, 0.204767
us_000593988,0.635950, 0.204767
us_000562622,0.635950, 0.204767
us_000529984,0.635950, 0.204767
us_000564080,0.635950, 0.204767
us_000595097,0.635950, 0.204767
us_000588426,0.635950, 0.204767
us_000613665,0.635950, 0.204767
us_000531060,0.635950, 0.204767
us_000542602,0.635950, 0.204767
us_000581749,0.635950, 0.204767
us_000595099,0.635950, 0.204767
us_000531069,0.635950, 0.204767
us_000545673,0.635950, 0.204767
us_000599517,0.635950, 0.204767
us_000561045,0.635950, 0.204767
us_000534499,0.635950, 0.204767
us_000526233,0.635950, 0.204767
us_000526198,0.635950, 0.204767
us_000588486,0.635950, 0.204767
us_000587343,0.635950, 0.205916
pr_001127024,0.635950, 0.215775
us_000529751,0.635950, 0.219765
us_000588485,0.635950, 0.225023
pr_001124797,0.635950, 0.225554
pr_001159276,0.635950, 0.225554
us_000518334,0.635950, 0.248364
us_000492283,0.635950, 0.253363
us_000460814,0.635950, 0.257029
us_000463568,0.635950, 0.277372
pr_000093185,0.401865, 0.000000
us_000548311,0.401865, 0.000000
us_000463732,0.401865, 0.000014
us_000475149,0.401865, 0.000024
us_000489462,0.401865, 0.000024
us_000579684,0.401865, 0.000486
us_000544517,0.401865, 0.000486
us_000607293,0.401865, 0.001704
us_000595590,0.401865, 0.003823
us_000543557,0.401865, 0.004658
us_000466044,0.401865, 0.026668
us_000465527,0.401865, 0.053884
us_000473486,0.255483, 0.000000
pr_001087698,0.255483, 0.000000
pr_001087677,0.255483, 0.000000
pr_001674988,0.255483, 0.000000
pr_001087642,0.255483, 0.000000
pr_001880700,0.255483, 0.000000
pr_001069315,0.255483, 0.000000
pr_000557991,0.255483, 0.000000
us_000551378,0.255483, 0.000003
us_000517273,0.255483, 0.002513
us_000596127,0.255483, 0.009715
us_000558831,0.255483, 0.013708
pr_001616849,0.255483, 0.061459
pr_001089004,0.255483, 0.067024
pr_000553589,0.255483, 0.067742
pr_001676784,0.255483, 0.067913
pr_001088915,0.255483, 0.069820
pr_001161849,0.255483, 0.070157
pr_001119057,0.255483, 0.070194
pr_000558109,0.255483, 0.070938
pr_001093155,0.255483, 0.072301
pr_000632820,0.255483, 0.072766
pr_001089068,0.255483, 0.073151
pr_001087743,0.255483, 0.073181
pr_001126162,0.255483, 0.073365
pr_001089529,0.255483, 0.073647
pr_001127345,0.255483, 0.073916
pr_001093225,0.255483, 0.073962
pr_000558115,0.255483, 0.074041
pr_001089761,0.255483, 0.074294
pr_001716468,0.255483, 0.074294
pr_001157885,0.255483, 0.075076
pr_001127464,0.255483, 0.075076
pr_001163238,0.255483, 0.075681
pr_001409239,0.255483, 0.075711
pr_001087733,0.255483, 0.075771
pr_001087804,0.255483, 0.076058
pr_001087457,0.255483, 0.076276
pr_001127135,0.255483, 0.076285
pr_001088962,0.255483, 0.076443
pr_000633066,0.255483, 0.076578
pr_000559090,0.255483, 0.076648
pr_001617629,0.255483, 0.076721
pr_001805809,0.255483, 0.076830
pr_000555300,0.255483, 0.076891
pr_000553549,0.255483, 0.076903
pr_001117049,0.255483, 0.076903
pr_001392007,0.255483, 0.077019
pr_001157108,0.255483, 0.077076
pr_001128648,0.255483, 0.077224
pr_001127749,0.255483, 0.077398
pr_000553006,0.255483, 0.077770
pr_000556361,0.255483, 0.077888
pr_000559465,0.255483, 0.078785
pr_001089709,0.255483, 0.078815
pr_001089596,0.255483, 0.078815
pr_001093287,0.255483, 0.078894
pr_001674511,0.255483, 0.078894
pr_001089723,0.255483, 0.078894
pr_001093344,0.255483, 0.078955
pr_001124485,0.255483, 0.078955
pr_001089687,0.255483, 0.078955
pr_001128074,0.255483, 0.078955
pr_000655195,0.255483, 0.079066
pr_001093297,0.255483, 0.079161
pr_000654737,0.255483, 0.079616
pr_001088115,0.255483, 0.079811
pr_001700671,0.255483, 0.079983
pr_000552894,0.255483, 0.079984
pr_000555829,0.255483, 0.080091
pr_001629438,0.255483, 0.080091
pr_001128062,0.255483, 0.080091
pr_001093222,0.255483, 0.080091
pr_001627184,0.255483, 0.080407
pr_001093320,0.255483, 0.080407
pr_001090791,0.255483, 0.080407
pr_000634754,0.255483, 0.080486
pr_001164904,0.255483, 0.081018
pr_001126085,0.255483, 0.081309
pr_000559168,0.255483, 0.081985
pr_001087657,0.255483, 0.081987
pr_000652114,0.255483, 0.081997
pr_001692865,0.255483, 0.081997
pr_001976583,0.255483, 0.082037
pr_000557266,0.255483, 0.082076
pr_000556441,0.255483, 0.082076
pr_001600165,0.255483, 0.082076
pr_001600162,0.255483, 0.082076
pr_001090899,0.255483, 0.082076
pr_001093805,0.255483, 0.082076
pr_000556972,0.255483, 0.082076
pr_001671935,0.255483, 0.082389
pr_001089263,0.255483, 0.083101
pr_000639737,0.255483, 0.083423
pr_000555826,0.255483, 0.083424
pr_001093330,0.255483, 0.084242
pr_001793511,0.255483, 0.084345
pr_000560003,0.255483, 0.085229
pr_000558397,0.255483, 0.085259
pr_001159531,0.255483, 0.085259
pr_001880631,0.255483, 0.085259
pr_001722765,0.255483, 0.085259
pr_001953425,0.255483, 0.085259
pr_001088848,0.255483, 0.085319
pr_001736526,0.255483, 0.085338
pr_001102579,0.255483, 0.085338
pr_001689482,0.255483, 0.085338
pr_001699036,0.255483, 0.085338
pr_001089540,0.255483, 0.085338
pr_001048167,0.255483, 0.085338
pr_000775722,0.255483, 0.085338
pr_001088122,0.255483, 0.085338
pr_000560021,0.255483, 0.085338
pr_001676894,0.255483, 0.085338
pr_001088182,0.255483, 0.085338
pr_001089672,0.255483, 0.085338
pr_000555234,0.255483, 0.085338
pr_001089126,0.255483, 0.085338
pr_001088960,0.255483, 0.085338
pr_001101601,0.255483, 0.085338
pr_001912824,0.255483, 0.085338
pr_001156588,0.255483, 0.085338
pr_001831495,0.255483, 0.085338
pr_001625336,0.255483, 0.085338
pr_000555520,0.255483, 0.086621
pr_000559447,0.255483, 0.088165
pr_000655673,0.255483, 0.089193
pr_000557800,0.255483, 0.089751
pr_001087749,0.255483, 0.094010
pr_001823268,0.132471, 0.000000
pr_001146047,0.132471, 0.000000
pr_000911311,0.132471, 0.000000
pr_001149159,0.132471, 0.000000
pr_000567089,0.132471, 0.000000
pr_001150161,0.132471, 0.000000
pr_001613277,0.132471, 0.000000
pr_001673575,0.132471, 0.000000
pr_001147414,0.132471, 0.000000
pr_001613111,0.132471, 0.000000
pr_001673422,0.132471, 0.000000
pr_000656307,0.132471, 0.000000
pr_001162565,0.132471, 0.000000
pr_001146292,0.132471, 0.000000
pr_001147637,0.132471, 0.000000
pr_000385516,0.132471, 0.000000
pr_000395491,0.132471, 0.000000
pr_000397274,0.132471, 0.000000
pr_000373436,0.132471, 0.000000
pr_000568008,0.132471, 0.000000
pr_001820084,0.132471, 0.000000
pr_001147413,0.132471, 0.000000
pr_001137975,0.132471, 0.000000
pr_000569149,0.132471, 0.000000
pr_001146837,0.132471, 0.000000
pr_000645885,0.132471, 0.000000
us_000553115,0.132471, 0.000003
us_000461117,0.132471, 0.000003
us_000461207,0.132471, 0.000005
us_000529645,0.132471, 0.000438
us_000460199,0.132471, 0.003610
us_000534097,0.132471, 0.008111
us_000534190,0.132471, 0.009148
us_000464741,0.132471, 0.009695
us_000538561,0.132471, 0.010062
us_000524650,0.132471, 0.015825
us_000600319,0.132471, 0.016381
us_000469646,0.132471, 0.019499
us_000458703,0.132471, 0.053208
us_000566452,0.132471, 0.093008
us_000468209,0.132471, 0.150861
us_000519839,0.132471, 0.262424
us_000530475,0.132471, 0.269102
us_000474025,0.132471, 0.277521
us_000460348,0.132471, 0.277806
us_000528824,0.132471, 0.278727
us_000521163,0.132471, 0.283060
us_000527222,0.132471, 0.287940
us_000518993,0.132471, 0.291980
us_000534045,0.132471, 0.300994
us_000526074,0.132471, 0.314956
us_000530579,0.132471, 0.318306
us_000480532,0.132471, 0.321928
us_000530984,0.132471, 0.336840
us_000492470,0.132471, 0.340494
us_000529763,0.132471, 0.347695
us_000533079,0.132471, 0.347695
us_000481581,0.132471, 0.366650
us_000518206,0.132471, 0.373849
us_000479021,0.132471, 0.389794
us_000517519,0.132471, 0.409050
us_000486622,0.132471, 0.411008
us_000515859,0.132471, 0.419303
us_000492486,0.132471, 0.419303
us_000486337,0.132471, 0.419303
us_000550905,0.132471, 0.419303
us_000524501,0.132471, 0.428953
us_000254553,0.132471, 0.431612
us_000247934,0.132471, 0.440407
us_000469499,0.132471, 0.450385
us_000609525,0.132471, 0.461933
us_000462063,0.132471, 0.464585
us_000465138,0.132471, 0.467087
us_000538752,0.132471, 0.484220
us_000491272,0.132471, 0.484275
us_000524526,0.132471, 0.493027
us_000463223,0.132471, 0.501007
us_000485835,0.132471, 0.501214
us_000506489,0.132471, 0.504280
us_000430656,0.132471, 0.509394
us_000551561,0.132471, 0.509790
us_000477577,0.132471, 0.511317
us_000465731,0.132471, 0.511317
us_000465650,0.132471, 0.511317
us_000463217,0.132471, 0.512889
us_000468472,0.132471, 0.521724
us_000476423,0.132471, 0.522886
us_000477350,0.132471, 0.523470
us_000552150,0.132471, 0.523470
us_000524431,0.132471, 0.523470
us_000466239,0.132471, 0.523884
us_000470212,0.132471, 0.529444
us_000581712,0.132471, 0.530172
us_000542236,0.132471, 0.531547
us_000480410,0.132471, 0.531601
us_000477180,0.132471, 0.535711
us_000461000,0.132471, 0.537360
us_000550803,0.132471, 0.538772
us_000542004,0.132471, 0.544148
us_000500782,0.132471, 0.544183
us_000570086,0.132471, 0.546394
us_000482902,0.132471, 0.547167
us_000492609,0.132471, 0.548200
us_000458934,0.132471, 0.548222
us_000538645,0.132471, 0.551019
us_000477613,0.132471, 0.557969
us_000595564,0.132471, 0.561165
us_000466286,0.132471, 0.564642
us_000469331,0.132471, 0.572521
us_000508547,0.132471, 0.578473
us_000478187,0.132471, 0.578597
us_000474251,0.132471, 0.580267
us_000545234,0.132471, 0.580671
us_000548495,0.132471, 0.581608
us_000491798,0.132471, 0.583066
us_000551077,0.132471, 0.583081
us_000524257,0.132471, 0.583897
us_000500271,0.132471, 0.584392
us_000463376,0.132471, 0.586446
us_000469268,0.132471, 0.590317
us_000486579,0.132471, 0.593676
us_000539998,0.132471, 0.595620
us_000524427,0.132471, 0.595620
us_000537969,0.132471, 0.595778
us_000483335,0.132471, 0.595849
us_000491224,0.132471, 0.596278
us_000474743,0.132471, 0.596278
us_000482594,0.132471, 0.597474
us_000541122,0.132471, 0.597521
us_000300351,0.132471, 0.598218
us_000536527,0.132471, 0.599221
us_000477625,0.132471, 0.599686
us_000492294,0.132471, 0.602216
us_000404577,0.132471, 0.602856
us_000462642,0.132471, 0.605249
us_000538798,0.132471, 0.608284
us_000475645,0.132471, 0.609215
us_000492409,0.132471, 0.610086
us_000477030,0.132471, 0.612429
us_000462917,0.132471, 0.612459
us_000466076,0.132471, 0.616864
us_000486598,0.132471, 0.619342
us_000541107,0.132471, 0.622847
us_000467673,0.132471, 0.623870
us_000490573,0.132471, 0.624284
us_000485585,0.132471, 0.625465
us_000504383,0.132471, 0.625465
us_000475874,0.132471, 0.628086
us_000485119,0.132471, 0.628106
us_000382486,0.132471, 0.628903
us_000476490,0.132471, 0.629157
us_000273299,0.132471, 0.632872
us_000466141,0.132471, 0.633457
us_000485546,0.132471, 0.634581
us_000485235,0.132471, 0.636514
us_000500931,0.132471, 0.636871
us_000549826,0.132471, 0.640294
us_000475688,0.132471, 0.640294
us_000478140,0.132471, 0.640294
us_000477293,0.132471, 0.640294
us_000477579,0.132471, 0.640294
us_000504622,0.132471, 0.641997
us_000476378,0.132471, 0.644912
us_000502110,0.132471, 0.646173
us_000490823,0.132471, 0.650206
us_000061779,0.132471, 0.650206
us_000477181,0.132471, 0.650206
us_000477407,0.132471, 0.650206
us_000477656,0.132471, 0.650206
us_000486643,0.132471, 0.650206
us_000465981,0.132471, 0.650206
us_000492516,0.132471, 0.650206
us_000485850,0.132471, 0.650255
us_000477236,0.132471, 0.652417
us_000549503,0.132471, 0.653677
us_000551084,0.132471, 0.653677
us_000470409,0.132471, 0.655506
us_000466129,0.132471, 0.655506
us_000291684,0.132471, 0.657596
us_000307329,0.132471, 0.663145
us_000162186,0.132471, 0.663686
us_000551713,0.132471, 0.666217
us_000551708,0.132471, 0.666217
us_000478144,0.132471, 0.666217
us_000551789,0.132471, 0.666217
us_000601342,0.132471, 0.666217
us_000550976,0.132471, 0.666217
us_000492090,0.132471, 0.666217
us_000491361,0.132471, 0.666217
us_000550469,0.132471, 0.666217
us_000486364,0.132471, 0.666217
us_000551843,0.132471, 0.666217
us_000486524,0.132471, 0.666217
us_000491687,0.132471, 0.666217
us_000168605,0.132471, 0.666217
us_000551747,0.132471, 0.666217
us_000492102,0.132471, 0.666217
us_000477128,0.132471, 0.666217
us_000491555,0.132471, 0.666217
us_000478116,0.132471, 0.666217
us_000550701,0.132471, 0.666217
us_000551797,0.132471, 0.666217
us_000551081,0.132471, 0.666217
us_000492075,0.132471, 0.666217
us_000551779,0.132471, 0.666217
us_000492454,0.132471, 0.666217
us_000477594,0.132471, 0.666217
us_000492110,0.132471, 0.666217
us_000486647,0.132471, 0.666217
us_000552130,0.132471, 0.666217
us_000486662,0.132471, 0.666217
us_000491296,0.132471, 0.666217
us_000477994,0.132471, 0.666217
us_000492404,0.132471, 0.666217
us_000486530,0.132471, 0.666217
us_000061598,0.132471, 0.666217
us_000478156,0.132471, 0.666217
us_000477647,0.132471, 0.667510
us_000483395,0.132471, 0.669046
us_000473041,0.132471, 0.669057
us_000491184,0.132471, 0.682778
us_000599859,0.132471, 0.696680
us_000547427,0.132471, 0.703583
us_000494202,0.132471, 0.739636
us_000524543,0.132471, 0.871179
us_000492423,0.132471, 0.941999
us_000480455,0.132471, 1.015670
us_000564778,0.099223, 0.000000
us_000568823,0.099223, 0.000000
pr_001090913,0.099223, 0.048277
pr_001093130,0.099223, 0.048451
pr_001089571,0.099223, 0.048451
pr_001906781,0.099223, 0.048451
pr_001394437,0.099223, 0.048610
pr_001089651,0.099223, 0.048610
pr_001125412,0.099223, 0.048610
pr_001625006,0.099223, 0.049623
pr_001618009,0.099223, 0.049742
pr_001128430,0.099223, 0.050003
pr_001126326,0.099223, 0.050146
pr_001093566,0.099223, 0.050146
pr_001129106,0.099223, 0.050146
pr_001806053,0.099223, 0.050146
pr_001129469,0.099223, 0.050296
pr_001127014,0.099223, 0.050296
pr_001129194,0.099223, 0.050454
pr_001163535,0.099223, 0.050454
pr_001089016,0.099223, 0.050620
pr_001128449,0.099223, 0.050793
pr_001096865,0.099223, 0.050793
pr_001127243,0.099223, 0.050793
pr_001616059,0.099223, 0.050793
pr_001126882,0.099223, 0.050793
pr_001128889,0.099223, 0.050793
pr_001127189,0.099223, 0.050793
pr_001090866,0.099223, 0.050793
pr_001399636,0.099223, 0.050873
pr_000556367,0.099223, 0.050873
pr_001583630,0.099223, 0.050873
pr_001394621,0.099223, 0.050873
pr_000557371,0.099223, 0.050873
pr_001161973,0.099223, 0.050873
pr_000553735,0.099223, 0.050873
pr_001398289,0.099223, 0.050873
pr_001674775,0.099223, 0.050873
pr_001687147,0.099223, 0.050873
pr_000809446,0.099223, 0.050873
pr_001392114,0.099223, 0.050873
pr_001719464,0.099223, 0.050873
pr_001394840,0.099223, 0.050873
pr_001128996,0.099223, 0.051429
pr_001126921,0.099223, 0.051933
pr_001127157,0.099223, 0.051933
pr_001126224,0.099223, 0.052290
pr_001882987,0.099223, 0.052290
pr_001785519,0.099223, 0.052290
pr_001627549,0.099223, 0.052425
pr_000655768,0.099223, 0.052425
pr_000781599,0.099223, 0.052425
pr_001836746,0.099223, 0.052567
pr_000748674,0.099223, 0.052567
pr_001093108,0.099223, 0.052567
pr_001127802,0.099223, 0.052567
pr_002119336,0.099223, 0.052717
pr_001127434,0.099223, 0.052717
pr_001127424,0.099223, 0.052875
pr_000558385,0.099223, 0.052875
pr_000560123,0.099223, 0.052875
pr_000627591,0.099223, 0.052875
pr_001126997,0.099223, 0.052875
pr_001089646,0.099223, 0.053041
pr_001089774,0.099223, 0.053041
pr_001126716,0.099223, 0.053041
pr_001126341,0.099223, 0.053041
pr_001124608,0.099223, 0.053041
pr_001090848,0.099223, 0.053041
pr_001126860,0.099223, 0.053041
pr_001126616,0.099223, 0.053041
pr_000557741,0.099223, 0.053041
pr_001128649,0.099223, 0.053041
pr_001126118,0.099223, 0.053041
pr_000652924,0.099223, 0.053041
pr_001117879,0.099223, 0.053041
pr_000559788,0.099223, 0.053041
pr_001124583,0.099223, 0.053041
pr_001905565,0.099223, 0.053041
pr_000652798,0.099223, 0.053041
pr_001088385,0.099223, 0.053215
pr_001128499,0.099223, 0.053215
pr_001803322,0.099223, 0.053215
pr_000555043,0.099223, 0.053215
pr_001164899,0.099223, 0.053215
pr_001164894,0.099223, 0.053215
pr_001093234,0.099223, 0.053215
pr_001859666,0.099223, 0.053215
pr_001093823,0.099223, 0.053215
pr_001722263,0.099223, 0.053215
pr_001882054,0.099223, 0.053215
pr_001857724,0.099223, 0.053215
pr_000561314,0.099223, 0.053215
pr_001670260,0.099223, 0.053215
pr_000655084,0.099223, 0.053215
pr_001677750,0.099223, 0.053215
pr_001127513,0.099223, 0.053215
pr_001090831,0.099223, 0.053215
pr_001093197,0.099223, 0.053215
pr_001902773,0.099223, 0.053215
pr_001583547,0.099223, 0.053215
pr_001127699,0.099223, 0.053215
pr_001093808,0.099223, 0.053215
pr_001129076,0.099223, 0.053215
pr_001125280,0.099223, 0.053216
pr_001125918,0.099223, 0.053216
pr_001611572,0.099223, 0.053216
pr_001101569,0.099223, 0.053216
pr_001128017,0.099223, 0.053216
pr_001089766,0.099223, 0.053216
pr_001128314,0.099223, 0.053216
pr_001087756,0.099223, 0.053216
pr_001685544,0.099223, 0.053216
pr_001125348,0.099223, 0.053216
pr_001090736,0.099223, 0.053216
pr_000559871,0.099223, 0.053216
pr_000808400,0.099223, 0.053216
pr_001090783,0.099223, 0.053216
pr_001127946,0.099223, 0.053216
pr_001907187,0.099223, 0.053216
pr_001090864,0.099223, 0.053216
pr_001672990,0.099223, 0.053216
pr_001694394,0.099223, 0.053216
pr_001691323,0.099223, 0.053216
pr_001582693,0.099223, 0.053216
pr_001615571,0.099223, 0.053216
pr_001156714,0.099223, 0.053216
pr_001125677,0.099223, 0.053216
pr_001159645,0.099223, 0.053216
pr_001125332,0.099223, 0.053216
pr_001089606,0.099223, 0.053216
pr_000633417,0.099223, 0.053216
pr_001157621,0.099223, 0.053216
pr_001093354,0.099223, 0.053216
pr_001054792,0.099223, 0.053216
pr_001089764,0.099223, 0.053216
pr_001096675,0.099223, 0.053216
pr_001093316,0.099223, 0.053216
pr_001674532,0.099223, 0.053216
pr_001622823,0.099223, 0.053216
pr_000651271,0.099223, 0.053216
pr_001089654,0.099223, 0.053216
pr_001613807,0.099223, 0.053216
pr_001394588,0.099223, 0.053216
pr_001671587,0.099223, 0.053216
pr_001044969,0.099223, 0.053216
pr_001391458,0.099223, 0.053216
pr_001897588,0.099223, 0.053216
pr_001102581,0.099223, 0.053216
pr_001045062,0.099223, 0.053216
pr_001164896,0.099223, 0.053216
pr_001125832,0.099223, 0.053216
pr_001159444,0.099223, 0.053216
pr_001089616,0.099223, 0.053216
pr_001783348,0.099223, 0.053216
pr_001389920,0.099223, 0.053216
pr_001093058,0.099223, 0.053216
pr_000632081,0.099223, 0.053216
pr_001158039,0.099223, 0.053216
pr_000562399,0.099223, 0.053216
pr_001093340,0.099223, 0.053216
pr_001128871,0.099223, 0.053216
pr_000613187,0.099223, 0.053216
pr_001125737,0.099223, 0.053216
pr_001628707,0.099223, 0.053216
pr_001088165,0.099223, 0.053216
pr_001126579,0.099223, 0.053216
pr_000559351,0.099223, 0.053295
pr_001090920,0.099223, 0.053416
pr_000559557,0.099223, 0.054449
pr_000652376,0.099223, 0.055572
pr_001622806,0.099223, 0.055637
pr_001903948,0.099223, 0.055637
pr_001879171,0.099223, 0.055637
pr_001089835,0.099223, 0.055637
pr_001093188,0.099223, 0.055637
pr_001067772,0.099223, 0.055637
pr_001625827,0.099223, 0.055637
pr_001398048,0.099223, 0.055637
pr_002143234,0.099223, 0.055637
pr_001090871,0.099223, 0.055637
pr_001090839,0.099223, 0.055637
pr_001156974,0.099223, 0.055637
pr_000559837,0.099223, 0.055637
pr_001156592,0.099223, 0.055637
pr_001616327,0.099223, 0.055637
pr_001125526,0.099223, 0.055637
pr_001100177,0.099223, 0.055637
pr_001125801,0.099223, 0.055637
pr_001093081,0.099223, 0.055637
pr_001124903,0.099223, 0.055637
pr_001093076,0.099223, 0.055637
pr_001096830,0.099223, 0.055637
pr_001905789,0.099223, 0.055637
pr_001088365,0.099223, 0.055637
pr_000655320,0.099223, 0.055637
pr_001789297,0.099223, 0.055637
pr_001087706,0.099223, 0.055637
pr_002178841,0.099223, 0.055637
pr_000556221,0.099223, 0.055637
pr_000555592,0.099223, 0.055637
pr_001642413,0.099223, 0.055637
pr_000556333,0.099223, 0.055637
pr_001613175,0.099223, 0.055637
pr_001700617,0.099223, 0.055637
pr_000748006,0.099223, 0.055637
pr_001394301,0.099223, 0.055637
pr_001096707,0.099223, 0.055637
pr_001863310,0.099223, 0.055637
pr_000558790,0.099223, 0.055637
pr_000630352,0.099223, 0.055637
pr_000655174,0.099223, 0.055637
pr_001394390,0.099223, 0.055637
pr_001089808,0.099223, 0.055637
pr_002156547,0.099223, 0.055637
pr_001792636,0.099223, 0.055637
pr_001088296,0.099223, 0.055637
pr_001159244,0.099223, 0.055637
pr_001897592,0.099223, 0.055637
pr_001124717,0.099223, 0.055637
pr_001638618,0.099223, 0.055637
pr_000556419,0.099223, 0.055637
pr_000652843,0.099223, 0.055637
pr_000644988,0.099223, 0.055637
pr_002147687,0.099223, 0.055637
pr_000655206,0.099223, 0.055637
pr_001163863,0.099223, 0.055637
pr_000556594,0.099223, 0.055637
pr_001722283,0.099223, 0.055637
pr_001160437,0.099223, 0.055637
pr_001093303,0.099223, 0.055637
pr_001720345,0.099223, 0.055637
pr_001088957,0.099223, 0.055637
pr_001054778,0.099223, 0.055637
pr_001673027,0.099223, 0.055637
pr_000614371,0.099223, 0.055637
pr_001161826,0.099223, 0.055637
pr_000558093,0.099223, 0.055637
pr_001125919,0.099223, 0.055637
pr_001850369,0.099223, 0.055637
pr_000556951,0.099223, 0.055637
pr_001124734,0.099223, 0.055637
pr_001885446,0.099223, 0.055637
pr_001089563,0.099223, 0.055637
pr_001408984,0.099223, 0.055637
pr_001125961,0.099223, 0.055637
pr_001093769,0.099223, 0.055637
