Product ID : 903 # of JPs covered : 1 : 186 : Acct-Tax, 
pr_001033787,0.427147, 0.172850
pr_000644902,0.427147, 0.172850
pr_000701938,0.427147, 0.174381
pr_001686098,0.427147, 0.175686
pr_000723240,0.427147, 0.175875
pr_000723403,0.427147, 0.176169
pr_001686032,0.427147, 1.097591
pr_000557693,0.384344, 0.000000
us_000500670,0.384344, 0.000000
us_000486195,0.384344, 0.000000
pr_001158210,0.384344, 0.000000
us_000586355,0.384344, 0.000000
pr_001873462,0.384344, 0.000000
us_000545809,0.384344, 0.000001
us_000530774,0.384344, 0.000001
us_000544548,0.384344, 0.000001
pr_002050689,0.384344, 0.000001
pr_001873335,0.384344, 0.000001
us_000460986,0.384344, 0.000009
pr_001778745,0.384344, 0.000013
pr_000005246,0.384344, 0.000027
us_000533237,0.384344, 0.000030
us_000531145,0.384344, 0.000399
us_000470655,0.384344, 0.000411
us_000539395,0.384344, 0.006789
us_000537988,0.384344, 0.025486
us_000518919,0.384344, 1.174891
us_000548125,0.382780, 0.000000
us_000580604,0.382780, 0.000000
us_000531480,0.382780, 0.000019
us_000579827,0.382780, 0.000024
us_000595971,0.382780, 0.000024
us_000585986,0.382780, 0.001519
us_000476857,0.382780, 0.660420
us_000491326,0.382780, 0.762192
us_000472271,0.382780, 0.768916
us_000461629,0.382780, 0.786107
us_000459022,0.382780, 0.797189
us_000475662,0.382780, 0.804811
us_000485562,0.382780, 0.819145
us_000506070,0.382780, 0.835690
us_000508275,0.382780, 0.838750
us_000485770,0.382780, 0.847213
us_000468966,0.382780, 0.870881
us_000479850,0.382780, 0.895255
us_000487304,0.382780, 0.910561
us_000458984,0.368904, 0.000000
us_000459949,0.368904, 0.000000
us_000465939,0.368904, 0.000000
us_000470887,0.368904, 0.000000
us_000460097,0.368904, 0.000000
us_000462098,0.368904, 0.000000
us_000467438,0.368904, 0.000000
us_000462444,0.368904, 0.000000
us_000459728,0.368904, 0.000000
us_000193016,0.368904, 0.000000
us_000461884,0.368904, 0.000000
us_000407903,0.368904, 0.000000
us_000459476,0.368904, 0.000000
us_000527361,0.368904, 0.000000
us_000462588,0.368904, 0.000000
us_000525687,0.368904, 0.000000
us_000463011,0.368904, 0.000000
us_000220639,0.368904, 0.000000
us_000459029,0.368904, 0.000000
us_000392417,0.368904, 0.000000
us_000468667,0.368904, 0.000000
us_000462590,0.368904, 0.000000
us_000459333,0.368904, 0.000000
us_000556860,0.368904, 0.000000
us_000501279,0.368904, 0.000000
pr_001803634,0.368904, 0.000001
us_000487504,0.368904, 0.000001
us_000496404,0.368904, 0.000001
us_000518077,0.368904, 0.000002
us_000557256,0.368904, 0.000002
pr_000187787,0.368904, 0.000004
us_000598430,0.368904, 0.000009
us_000463400,0.368904, 0.000009
pr_001808439,0.368904, 0.000011
pr_001799140,0.368904, 0.000011
pr_001871854,0.368904, 0.000011
pr_002118986,0.368904, 0.000011
pr_001889585,0.368904, 0.000017
pr_001883226,0.368904, 0.000017
pr_002043600,0.368904, 0.000017
pr_001806626,0.368904, 0.000017
us_000475808,0.368904, 0.000021
us_000598114,0.368904, 0.000021
us_000616267,0.368904, 0.000026
pr_002158641,0.368904, 0.000027
pr_001782718,0.368904, 0.000031
pr_001942354,0.368904, 0.000031
pr_001792413,0.368904, 0.000033
pr_001958915,0.368904, 0.000033
pr_001940815,0.368904, 0.000033
pr_001854363,0.368904, 0.000033
pr_001887730,0.368904, 0.000033
us_000460443,0.368904, 0.000035
pr_001999352,0.368904, 0.000039
pr_002037567,0.368904, 0.000039
pr_001777992,0.368904, 0.000045
us_000517577,0.368904, 0.000046
pr_001156877,0.368904, 0.000052
pr_001785417,0.368904, 0.000052
pr_001853247,0.368904, 0.000054
pr_001883338,0.368904, 0.000054
pr_000159965,0.368904, 0.000054
pr_001774637,0.368904, 0.000058
pr_001784739,0.368904, 0.000061
pr_001884108,0.368904, 0.000065
us_000365525,0.368904, 0.000070
pr_001783442,0.368904, 0.000148
us_000595886,0.368904, 0.000181
us_000546374,0.368904, 0.000646
us_000551042,0.368904, 0.000810
us_000616742,0.368904, 0.002481
us_000512323,0.368904, 0.003279
us_000465203,0.368904, 0.003388
us_000611906,0.368904, 0.003797
us_000542050,0.368904, 0.004381
us_000485184,0.368904, 0.010068
us_000485662,0.368904, 0.017865
us_000601982,0.368904, 0.021364
us_000371737,0.368904, 0.026229
us_000506593,0.368904, 0.027273
us_000583640,0.368904, 0.036902
us_000462127,0.368904, 0.038474
us_000592400,0.368904, 0.085673
us_000512416,0.368904, 0.144121
us_000458185,0.368904, 0.178509
us_000468804,0.338291, 0.000005
us_000565672,0.338291, 0.000005
us_000507144,0.338291, 0.000039
us_000553141,0.338291, 0.000051
us_000549659,0.338291, 0.000051
us_000460690,0.338291, 0.000051
us_000488117,0.338291, 0.000145
us_000493216,0.338291, 0.000146
us_000580178,0.338291, 0.000146
us_000493008,0.338291, 0.008330
us_000468468,0.338291, 0.608848
us_000460338,0.338291, 0.628627
us_000464830,0.338291, 0.668720
us_000481528,0.338291, 0.679727
us_000464341,0.338291, 0.683474
us_000469127,0.338291, 0.745144
us_000317029,0.338291, 0.746590
us_000538097,0.338291, 0.803368
us_000501070,0.338291, 0.804404
us_000468518,0.338291, 0.823263
us_000539633,0.338291, 0.841846
us_000546974,0.338291, 0.861728
us_000464689,0.338291, 0.863248
us_000501065,0.338291, 0.868996
us_000531030,0.338291, 0.889964
us_000592928,0.338291, 0.893396
us_000525646,0.338291, 0.896110
us_000501416,0.338291, 0.900797
us_000516891,0.338291, 0.920062
us_000461651,0.338291, 0.950499
us_000517286,0.338291, 1.057276
us_000561899,0.338291, 1.113897
us_000577588,0.335569, 0.000000
us_000525372,0.335569, 0.000000
us_000517148,0.335569, 0.000000
us_000544969,0.335569, 0.000000
us_000577584,0.335569, 0.000000
us_000544258,0.335569, 0.000000
us_000546707,0.335569, 0.000000
us_000540549,0.335569, 0.000000
us_000478272,0.335569, 0.000001
us_000468619,0.335569, 0.000001
us_000526763,0.335569, 0.000001
us_000565687,0.335569, 0.000001
us_000544393,0.335569, 0.000001
us_000614921,0.335569, 0.000001
us_000536677,0.335569, 0.000001
us_000589956,0.335569, 0.000001
us_000577015,0.335569, 0.000001
us_000562026,0.335569, 0.000001
us_000484770,0.335569, 0.000001
us_000580657,0.335569, 0.000001
us_000604936,0.335569, 0.000001
us_000525136,0.335569, 0.000049
us_000485806,0.335569, 0.000067
us_000473897,0.335569, 0.000076
us_000470045,0.335569, 0.000077
us_000527481,0.335569, 0.000136
us_000539771,0.335569, 0.000146
us_000464566,0.335569, 0.000445
us_000322455,0.335569, 0.000488
us_000290244,0.335569, 0.000739
us_000459019,0.335569, 0.001075
us_000468698,0.335569, 0.001174
us_000511194,0.335569, 0.003687
us_000291223,0.335569, 0.004680
us_000532750,0.335569, 0.004905
us_000563088,0.335569, 0.005083
us_000581471,0.335569, 0.007363
us_000460549,0.335569, 0.018780
us_000513470,0.335569, 0.036922
us_000514588,0.335569, 0.095318
us_000589147,0.335569, 0.130133
us_000459124,0.335569, 0.476026
us_000537711,0.335569, 0.540469
us_000530797,0.335569, 0.572391
us_000203216,0.335569, 0.586535
us_000475025,0.335569, 0.590654
us_000464011,0.335569, 0.626818
us_000487680,0.335569, 0.665495
us_000492036,0.335569, 0.685867
us_000204953,0.335569, 0.731921
us_000603806,0.335569, 0.743422
us_000473078,0.335569, 0.763503
us_000473080,0.335569, 0.781799
us_000469328,0.335569, 0.784924
us_000500943,0.335569, 0.787689
us_000523558,0.335569, 0.791437
us_000606973,0.335569, 0.804666
us_000277326,0.335569, 0.805428
us_000493198,0.335569, 0.823179
us_000595110,0.335569, 0.828444
us_000531413,0.335569, 0.835840
us_000510206,0.335569, 0.850263
us_000493062,0.335569, 0.878983
us_000510550,0.335569, 0.881602
us_000492693,0.335569, 0.923875
us_000462461,0.335569, 0.927527
us_000501747,0.335569, 0.937082
us_000501022,0.335569, 0.937082
us_000462016,0.335569, 0.939979
us_000563991,0.335569, 0.953887
us_000470753,0.335569, 0.966614
us_000564602,0.335569, 0.968642
us_000470900,0.335569, 0.975049
us_000492129,0.335569, 0.976057
us_000472884,0.335569, 0.985014
us_000539592,0.335569, 0.989449
us_000493880,0.283429, 0.000236
us_000493123,0.283429, 0.000640
us_000498985,0.283429, 0.001996
us_000494033,0.283429, 0.002694
us_000461179,0.283429, 0.060576
us_000465912,0.283429, 0.202198
us_000461232,0.283429, 0.214424
us_000487887,0.283429, 0.221390
us_000496903,0.283429, 0.225501
us_000474717,0.283429, 0.227080
us_000493152,0.283429, 0.227432
us_000476651,0.283429, 0.244669
us_000297304,0.283429, 0.245273
us_000488099,0.283429, 0.253315
us_000490985,0.283429, 0.258713
us_000477029,0.283429, 0.267089
us_000463101,0.283429, 0.292259
us_000516598,0.283429, 0.292550
us_000493401,0.283429, 0.300229
us_000489820,0.283429, 0.300374
us_000516795,0.283429, 0.300726
us_000495834,0.283429, 0.304648
us_000498653,0.283429, 0.304670
us_000496771,0.283429, 0.308941
us_000521013,0.283429, 0.314864
us_000518626,0.283429, 0.314864
us_000496863,0.283429, 0.314864
us_000497329,0.283429, 0.319463
us_000497542,0.283429, 0.319508
us_000521014,0.283429, 0.320105
us_000521012,0.283429, 0.320105
us_000519775,0.283429, 0.320105
us_000497529,0.283429, 0.340235
us_000279350,0.283429, 0.348512
us_000546728,0.270894, 0.000000
us_000539503,0.270894, 0.000000
pr_001892018,0.270894, 0.000000
pr_001773619,0.270894, 0.000000
pr_001787374,0.270894, 0.000000
pr_001891432,0.270894, 0.000000
us_000280299,0.270894, 0.916396
us_000012856,0.270894, 0.957611
us_000013507,0.270894, 1.131725
us_000554195,0.270894, 1.156728
us_000529911,0.270894, 1.196600
us_000519794,0.270894, 1.322831
us_000497648,0.270894, 1.346013
us_000469107,0.270894, 1.361186
us_000300352,0.270894, 1.372901
us_000296439,0.270894, 1.373197
us_000484495,0.270894, 1.435567
us_000472482,0.270894, 1.449647
us_000472118,0.270894, 1.456075
us_000473916,0.270894, 1.458196
us_000471894,0.270894, 1.464792
us_000501307,0.270894, 1.470856
us_000478445,0.270894, 1.476373
us_000506282,0.270894, 1.485404
us_000466831,0.270894, 1.485979
us_000022713,0.270894, 1.522879
us_000426466,0.270894, 1.524853
us_000107482,0.270894, 1.536232
us_000521825,0.270894, 1.536739
us_000501553,0.270894, 1.549692
us_000493375,0.270894, 1.550795
us_000557080,0.270894, 1.553958
us_000513627,0.270894, 1.557913
us_000494478,0.270894, 1.564699
us_000444611,0.270894, 1.587164
us_000467345,0.270894, 1.591710
us_000355547,0.270894, 1.596551
us_000232499,0.270894, 1.596613
us_000472083,0.270894, 1.603140
us_000504143,0.270894, 1.610733
us_000527884,0.270894, 1.612954
us_000232458,0.270894, 1.614371
us_000347003,0.270894, 1.614392
us_000498463,0.270894, 1.618664
us_000472411,0.270894, 1.640933
us_000112543,0.270894, 1.643959
us_000465321,0.270894, 1.652017
us_000296784,0.270894, 1.653254
us_000488897,0.270894, 1.664055
us_000478407,0.270894, 1.702047
us_000472074,0.270894, 1.703437
us_000479838,0.270894, 1.708996
us_000468971,0.270894, 1.727351
pr_000766428,0.242506, 0.000000
us_000578251,0.242506, 0.000009
us_000594422,0.242506, 0.000012
us_000506172,0.242506, 0.000012
us_000524682,0.242506, 0.000203
pr_001779413,0.242506, 0.000204
us_000568557,0.242506, 0.000425
us_000537411,0.242506, 0.000668
us_000585103,0.242506, 0.000672
us_000465419,0.242506, 0.000706
us_000579022,0.242506, 0.000784
us_000613321,0.242506, 0.000958
us_000560918,0.242506, 0.000968
us_000464595,0.242506, 0.001048
us_000536422,0.242506, 0.001731
us_000466316,0.242506, 0.001950
us_000520403,0.242506, 0.003034
us_000595259,0.242506, 0.004612
us_000549182,0.242506, 0.007767
us_000565392,0.242506, 0.049173
us_000570292,0.242506, 0.058825
us_000491643,0.242506, 0.077564
us_000538667,0.242506, 0.084376
us_000234234,0.226817, 0.000000
us_000391735,0.226817, 0.278696
us_000220684,0.226817, 0.307968
us_000475307,0.226817, 0.323686
us_000408572,0.226817, 0.330150
us_000521631,0.226817, 0.334414
us_000464027,0.226817, 0.342583
us_000557255,0.226817, 0.350802
us_000583851,0.226817, 0.354599
us_000475088,0.226817, 0.355402
us_000221104,0.226817, 0.357930
us_000464652,0.226817, 0.358048
us_000470130,0.226817, 0.359993
us_000474499,0.226817, 0.361614
us_000583710,0.226817, 0.365670
us_000484151,0.226817, 0.376468
us_000475658,0.226817, 0.377160
us_000464831,0.226817, 0.380393
us_000465133,0.226817, 0.382518
us_000473172,0.226817, 0.382574
pr_001611456,0.226817, 0.382802
us_000364518,0.226817, 0.384500
us_000521985,0.226817, 0.385842
us_000231458,0.226817, 0.392843
us_000477725,0.226817, 0.394789
us_000469472,0.226817, 0.396158
us_000476212,0.226817, 0.400981
us_000261877,0.226817, 0.401144
us_000562762,0.226817, 0.406748
us_000497695,0.226817, 0.407151
us_000551292,0.226817, 0.407507
us_000293249,0.226817, 0.412257
us_000489616,0.226817, 0.412766
us_000462951,0.226817, 0.412859
us_000471538,0.226817, 0.415515
us_000513520,0.226817, 0.417617
us_000480780,0.226817, 0.420182
us_000548616,0.226817, 0.420954
us_000471556,0.226817, 0.422165
us_000501784,0.226817, 0.423063
us_000474534,0.226817, 0.423308
us_000459301,0.226817, 0.424801
us_000486053,0.226817, 0.426507
us_000365339,0.226817, 0.427694
us_000591590,0.226817, 0.427748
us_000549463,0.226817, 0.428080
us_000537784,0.226817, 0.429663
us_000554109,0.226817, 0.429819
us_000494672,0.226817, 0.429854
us_000521858,0.226817, 0.430041
us_000478329,0.226817, 0.430821
us_000563568,0.226817, 0.435356
us_000475115,0.226817, 0.437754
us_000487700,0.226817, 0.438010
us_000499159,0.226817, 0.438497
us_000486833,0.226817, 0.438892
us_000562513,0.226817, 0.439185
us_000477941,0.226817, 0.439249
us_000492425,0.226817, 0.439656
us_000262835,0.226817, 0.442477
us_000501519,0.226817, 0.443849
us_000295519,0.226817, 0.445579
us_000261428,0.226817, 0.446697
us_000463130,0.226817, 0.446858
us_000460694,0.226817, 0.449384
us_000243134,0.226817, 0.451939
us_000502147,0.226817, 0.451939
us_000472637,0.226817, 0.451939
us_000473579,0.226817, 0.452421
us_000461623,0.226817, 0.452653
us_000460858,0.226817, 0.453812
us_000477899,0.226817, 0.454523
us_000463751,0.226817, 0.454523
us_000478188,0.226817, 0.454523
us_000292182,0.226817, 0.454523
us_000583683,0.226817, 0.456338
us_000476917,0.226817, 0.456426
us_000553982,0.226817, 0.457135
us_000267035,0.226817, 0.457135
us_000084497,0.226817, 0.457135
us_000554214,0.226817, 0.457135
us_000484493,0.226817, 0.476346
us_000474776,0.226817, 0.482606
us_000268729,0.226817, 0.490420
us_000489533,0.226817, 0.491135
us_000263125,0.226817, 0.492575
us_000563525,0.226817, 0.524486
us_000537213,0.226817, 0.584509
us_000552423,0.226817, 0.765800
us_000537580,0.226817, 0.790434
us_000494702,0.226817, 1.423260
us_000546942,0.217087, 0.000000
pr_001612195,0.217087, 0.000002
pr_000382936,0.217087, 0.000053
pr_001147959,0.217087, 0.000076
pr_001611517,0.217087, 0.000111
pr_001148031,0.217087, 0.000111
pr_001613423,0.217087, 0.000111
pr_000628335,0.217087, 0.000122
pr_001146387,0.217087, 0.000157
pr_000384374,0.217087, 0.000162
pr_001001154,0.217087, 0.000168
pr_000990866,0.217087, 0.000171
pr_001599936,0.217087, 0.000192
pr_001623830,0.217087, 0.000193
pr_001149498,0.217087, 0.000196
pr_000914889,0.217087, 0.000207
pr_000362566,0.217087, 0.000236
pr_000656297,0.217087, 0.000250
pr_001673822,0.217087, 0.000250
pr_000375219,0.217087, 0.000264
pr_000371171,0.217087, 0.000265
pr_000518398,0.217087, 0.000346
pr_001146615,0.217087, 0.000357
pr_001156488,0.217087, 0.000378
pr_001147816,0.217087, 0.000772
pr_000370105,0.217087, 0.000774
pr_000910589,0.217087, 0.000849
pr_001068946,0.217087, 0.001744
us_000338566,0.217087, 0.354038
us_000459249,0.217087, 0.740877
us_000485528,0.217087, 0.758356
us_000057203,0.217087, 0.759889
us_000460286,0.217087, 0.776667
us_000010545,0.217087, 0.780062
us_000006135,0.217087, 0.788856
us_000023180,0.217087, 0.798432
us_000244290,0.217087, 0.839172
us_000251194,0.217087, 0.865271
us_000468437,0.217087, 0.866314
us_000017136,0.217087, 0.870509
us_000467749,0.217087, 0.877624
us_000464927,0.217087, 0.882554
us_000378951,0.217087, 0.885088
us_000013466,0.217087, 0.885302
us_000383137,0.217087, 0.935795
us_000334068,0.217087, 0.948709
us_000479064,0.217087, 0.957515
us_000211533,0.217087, 0.957515
us_000468953,0.217087, 0.969578
us_000467987,0.217087, 0.989104
us_000492669,0.217087, 1.003645
us_000263205,0.217087, 1.013305
us_000483097,0.217087, 1.014603
us_000469216,0.217087, 1.026393
us_000468577,0.217087, 1.045000
us_000488430,0.217087, 1.058891
us_000417328,0.217087, 1.061650
us_000468031,0.217087, 1.100551
us_000226708,0.217087, 1.131648
us_000468593,0.217087, 1.134178
us_000464483,0.217087, 1.140959
us_000465053,0.217087, 1.141341
us_000484207,0.217087, 1.150295
us_000224064,0.217087, 1.155048
us_000469329,0.217087, 1.189115
us_000492670,0.217087, 1.189115
us_000468809,0.217087, 1.189115
us_000466967,0.217087, 1.189820
us_000481515,0.217087, 1.198277
us_000596000,0.214313, 0.000000
us_000534003,0.214313, 0.000000
us_000611435,0.214313, 0.000000
us_000572886,0.214313, 0.000000
us_000530717,0.214313, 0.000011
us_000510704,0.214313, 0.000019
us_000503020,0.214313, 0.000065
us_000538175,0.214313, 0.004804
us_000519193,0.214313, 0.007312
us_000497449,0.214313, 0.007312
us_000600412,0.214313, 0.007316
us_000520930,0.214313, 0.040846
us_000518211,0.214313, 0.045675
us_000479391,0.214313, 0.046200
us_000498723,0.214313, 0.053077
us_000483312,0.214313, 0.082327
us_000398754,0.214313, 0.083459
us_000489752,0.214313, 0.092006
us_000530284,0.214313, 0.150267
us_000464379,0.214313, 0.153087
us_000532808,0.214313, 0.176842
us_000466825,0.214313, 0.176853
us_000492777,0.214313, 0.177397
us_000497558,0.214313, 0.178641
us_000486786,0.214313, 0.178742
us_000491577,0.214313, 0.179388
us_000487518,0.214313, 0.179862
us_000497647,0.214313, 0.184744
us_000479294,0.214313, 0.186903
us_000479287,0.214313, 0.188908
us_000508713,0.214313, 0.190236
us_000499324,0.214313, 0.206703
us_000472998,0.214313, 0.206869
us_000486620,0.214313, 0.210855
us_000518839,0.214313, 0.213232
us_000466985,0.214313, 0.213310
us_000518107,0.214313, 0.213352
us_000536338,0.214313, 0.223449
us_000500040,0.214313, 0.224089
us_000497290,0.214313, 0.225687
us_000496982,0.214313, 0.225687
us_000498812,0.214313, 0.225687
us_000498785,0.214313, 0.225687
us_000521035,0.214313, 0.225687
us_000496630,0.214313, 0.982476
pr_000749949,0.213094, 0.000000
pr_001046902,0.213094, 0.000000
pr_001142154,0.213094, 0.000000
pr_001774743,0.213094, 0.000003
pr_001731343,0.213094, 0.000005
pr_001783998,0.213094, 0.000031
pr_000937366,0.213094, 0.000180
pr_001712136,0.213094, 0.000235
pr_001942858,0.213094, 0.000823
pr_000289989,0.176493, 0.000000
pr_000517969,0.176493, 0.000003
pr_000716764,0.176493, 0.064392
pr_000568288,0.176493, 0.064480
pr_000823833,0.176493, 0.064480
pr_000968532,0.176493, 0.064480
pr_001003178,0.176493, 0.064845
pr_000368664,0.176493, 0.065915
pr_000910552,0.176493, 0.065921
pr_000828998,0.176493, 0.065921
pr_001002018,0.176493, 0.066286
pr_000392121,0.176493, 0.066622
pr_000522841,0.176493, 0.067291
pr_000433393,0.176493, 0.067292
pr_000523252,0.176493, 0.067292
pr_000982398,0.176493, 0.067379
pr_001018379,0.176493, 0.067379
pr_001005663,0.176493, 0.067379
pr_001064922,0.176493, 0.067379
pr_000524038,0.176493, 0.067379
pr_000565214,0.176493, 0.067379
pr_000719373,0.176493, 0.067744
pr_000748461,0.176493, 0.068660
pr_000715918,0.176493, 0.068759
pr_000525565,0.176493, 0.068762
pr_000513591,0.176493, 0.068769
pr_000520115,0.176493, 0.068769
pr_000700213,0.176493, 0.070148
pr_000853278,0.176493, 0.070148
pr_000928924,0.176493, 0.070246
pr_001044057,0.176493, 0.070246
pr_000875766,0.176493, 0.070248
pr_000724270,0.176493, 0.075890
us_000462324,0.173006, 0.003356
pr_000364080,0.173006, 0.065847
pr_000392416,0.173006, 0.065948
pr_000643888,0.173006, 0.065949
pr_000826943,0.173006, 0.065956
pr_000663981,0.173006, 0.065956
pr_001042889,0.173006, 0.066519
pr_000394837,0.173006, 0.067359
pr_000991851,0.173006, 0.067414
pr_000608276,0.173006, 0.067421
pr_000745907,0.173006, 0.067421
pr_000519571,0.173006, 0.067421
pr_000392046,0.173006, 0.067421
pr_000879688,0.173006, 0.067421
pr_000992440,0.173006, 0.067423
pr_000724142,0.173006, 0.067939
pr_000569310,0.173006, 0.067984
pr_000656082,0.173006, 0.068040
pr_000655482,0.173006, 0.068040
pr_000626558,0.173006, 0.068040
pr_000520732,0.173006, 0.068040
pr_000431330,0.173006, 0.068040
pr_000395362,0.173006, 0.068040
pr_000717439,0.173006, 0.068040
pr_000657201,0.173006, 0.068040
pr_000526226,0.173006, 0.068040
pr_000561958,0.173006, 0.068040
pr_000523270,0.173006, 0.068040
pr_000987010,0.173006, 0.068040
pr_000738770,0.173006, 0.068040
pr_001004305,0.173006, 0.068040
pr_000862868,0.173006, 0.068040
pr_001012919,0.173006, 0.068040
pr_000522650,0.173006, 0.068040
pr_000873994,0.173006, 0.068040
pr_000982410,0.173006, 0.068040
pr_001033427,0.173006, 0.068040
pr_000993175,0.173006, 0.068040
pr_001033289,0.173006, 0.068040
pr_001060657,0.173006, 0.068040
pr_000362859,0.173006, 0.068040
pr_000396900,0.173006, 0.068040
pr_000525560,0.173006, 0.068040
pr_000993641,0.173006, 0.068040
pr_000514276,0.173006, 0.068040
pr_000849232,0.173006, 0.068405
pr_001059394,0.173006, 0.068405
pr_001019884,0.173006, 0.068405
pr_000915631,0.173006, 0.068485
pr_000369315,0.173006, 0.068765
pr_000375711,0.173006, 0.068776
pr_000363822,0.173006, 0.068793
pr_000372396,0.173006, 0.068793
pr_000554785,0.173006, 0.068793
pr_000881647,0.173006, 0.068793
pr_000519314,0.173006, 0.068794
pr_001033449,0.173006, 0.068800
pr_000912038,0.173006, 0.068800
pr_000910606,0.173006, 0.068800
pr_000514719,0.173006, 0.068831
pr_000371743,0.173006, 0.068835
pr_000708477,0.173006, 0.068841
pr_000961976,0.173006, 0.068845
pr_000746294,0.173006, 0.068895
pr_001034095,0.173006, 0.068895
pr_000374310,0.173006, 0.068895
pr_000910139,0.173006, 0.068895
pr_000513562,0.173006, 0.068901
pr_000910088,0.173006, 0.068902
pr_000642348,0.173006, 0.068902
pr_000519765,0.173006, 0.068902
pr_000385448,0.173006, 0.068902
pr_000368222,0.173006, 0.068902
pr_001067274,0.173006, 0.068902
pr_000631727,0.173006, 0.068902
pr_000745590,0.173006, 0.068902
pr_000551819,0.173006, 0.068902
pr_000558539,0.173006, 0.068902
pr_000845294,0.173006, 0.068902
pr_000629078,0.173006, 0.068902
pr_000289952,0.173006, 0.068905
pr_000372310,0.173006, 0.068922
pr_000883321,0.173006, 0.068963
pr_000825889,0.173006, 0.069267
pr_001011634,0.173006, 0.069420
pr_000915243,0.173006, 0.069420
pr_000899215,0.173006, 0.069420
pr_000627037,0.173006, 0.069420
pr_000713977,0.173006, 0.069420
pr_000921545,0.173006, 0.069420
pr_000370861,0.173006, 0.069420
pr_000369097,0.173006, 0.069451
pr_000525235,0.173006, 0.069451
pr_000543068,0.173006, 0.069451
pr_000368483,0.173006, 0.069452
pr_000567564,0.173006, 0.069455
pr_000554952,0.173006, 0.069455
pr_000522579,0.173006, 0.069455
pr_001008431,0.173006, 0.069465
pr_000521749,0.173006, 0.069516
pr_000555381,0.173006, 0.069517
pr_000561109,0.173006, 0.069522
pr_000565630,0.173006, 0.069522
pr_000521726,0.173006, 0.069522
pr_001063262,0.173006, 0.069522
pr_001106254,0.173006, 0.069522
pr_000979339,0.173006, 0.069522
pr_000847795,0.173006, 0.069522
pr_000524611,0.173006, 0.069522
pr_001079358,0.173006, 0.069522
pr_000644375,0.173006, 0.069522
pr_001007261,0.173006, 0.069522
pr_000558942,0.173006, 0.069522
pr_000874346,0.173006, 0.069522
pr_000643868,0.173006, 0.069522
pr_000724970,0.173006, 0.069522
pr_000937369,0.173006, 0.069522
pr_001037274,0.173006, 0.069522
pr_001050198,0.173006, 0.069522
pr_000915712,0.173006, 0.069522
pr_000556208,0.173006, 0.069522
pr_000629157,0.173006, 0.069522
pr_000518284,0.173006, 0.069522
pr_000897733,0.173006, 0.069522
pr_000691375,0.173006, 0.069522
pr_000823936,0.173006, 0.069522
pr_000993059,0.173006, 0.069522
pr_000861606,0.173006, 0.069522
pr_000520458,0.173006, 0.069522
pr_000720772,0.173006, 0.069522
pr_000872529,0.173006, 0.069522
pr_001005426,0.173006, 0.069522
pr_000644545,0.173006, 0.069522
pr_000849862,0.173006, 0.069522
pr_000521482,0.173006, 0.069522
pr_000522897,0.173006, 0.069522
pr_000826937,0.173006, 0.069522
pr_000716213,0.173006, 0.069522
pr_000919986,0.173006, 0.069522
pr_000745678,0.173006, 0.069522
pr_000524515,0.173006, 0.069522
pr_000626561,0.173006, 0.069522
pr_000989662,0.173006, 0.069522
pr_000864602,0.173006, 0.069522
pr_001042721,0.173006, 0.069522
pr_001063346,0.173006, 0.069522
pr_000992589,0.173006, 0.069522
pr_000821265,0.173006, 0.069522
pr_001009164,0.173006, 0.069522
pr_000723759,0.173006, 0.069522
pr_001006748,0.173006, 0.069522
pr_000524955,0.173006, 0.069522
pr_000632176,0.173006, 0.069522
pr_000542741,0.173006, 0.069522
pr_000993078,0.173006, 0.069522
pr_000845321,0.173006, 0.069522
pr_000512541,0.173006, 0.069522
pr_000558006,0.173006, 0.069522
pr_000522667,0.173006, 0.069522
pr_000843881,0.173006, 0.069522
pr_000525796,0.173006, 0.069522
pr_000874477,0.173006, 0.069522
pr_000633602,0.173006, 0.069522
pr_001044689,0.173006, 0.069522
pr_000631909,0.173006, 0.069522
pr_000525229,0.173006, 0.069522
pr_000951855,0.173006, 0.069522
pr_000627424,0.173006, 0.069522
pr_000625878,0.173006, 0.069522
pr_001072559,0.173006, 0.069522
pr_000712905,0.173006, 0.069522
pr_000626667,0.173006, 0.069522
pr_001001257,0.173006, 0.069522
pr_000712312,0.173006, 0.069522
pr_000748024,0.173006, 0.069522
pr_000525497,0.173006, 0.069522
pr_000991664,0.173006, 0.069522
pr_001041636,0.173006, 0.069522
pr_000994616,0.173006, 0.069522
pr_000557093,0.173006, 0.069522
pr_000553796,0.173006, 0.069522
pr_000849427,0.173006, 0.069522
pr_000632530,0.173006, 0.069522
pr_000554801,0.173006, 0.069522
pr_000555508,0.173006, 0.069522
pr_000562203,0.173006, 0.069522
pr_000718731,0.173006, 0.069522
pr_000522462,0.173006, 0.069522
pr_000560830,0.173006, 0.069522
pr_000544163,0.173006, 0.069522
pr_000724714,0.173006, 0.069522
pr_000523781,0.173006, 0.069522
pr_000525398,0.173006, 0.069522
pr_001048203,0.173006, 0.069522
pr_000523637,0.173006, 0.069522
pr_000623534,0.173006, 0.069522
pr_000397007,0.173006, 0.069522
pr_000720696,0.173006, 0.069522
pr_000524003,0.173006, 0.069522
pr_000435662,0.173006, 0.069522
pr_000699367,0.173006, 0.069522
pr_000515299,0.173006, 0.069522
pr_001003883,0.173006, 0.069522
pr_000524203,0.173006, 0.069522
pr_000522862,0.173006, 0.069522
pr_000661850,0.173006, 0.069522
