Product ID : 7800 # of JPs covered : 1 : 90 : Environmental/Natural Resources, 
us_000618735,0.950959,0.400348
us_000609144,0.950959,0.400968
us_000568161,0.950959,0.400984
us_000607008,0.950959,0.401059
us_000609826,0.950959,0.401603
us_000611247,0.950959,0.404192
us_000525594,0.950959,0.405054
us_000595470,0.950959,0.405636
us_000597898,0.950959,0.405667
us_000582252,0.950959,0.405802
us_000518159,0.950959,0.406738
us_000618080,0.950959,0.406994
us_000510314,0.950959,0.407906
us_000615398,0.950959,0.407990
us_000559376,0.950959,0.410450
us_000606526,0.950959,0.410700
us_000583831,0.950959,0.410774
us_000556636,0.950959,0.410909
us_000537111,0.950959,0.411347
us_000598750,0.950959,0.414026
us_000565685,0.950959,0.416017
us_000619776,0.950959,0.416379
us_000618596,0.950959,0.417197
us_000620240,0.950959,0.417605
us_000522711,0.950959,0.417761
us_000593783,0.950959,0.419193
us_000619781,0.950959,0.419236
us_000566083,0.950959,0.419436
us_000609140,0.950959,0.420504
us_000610712,0.950959,0.420705
us_000596134,0.950959,0.421730
us_000573459,0.950959,0.422159
us_000557251,0.950959,0.422683
us_000618768,0.950959,0.422800
us_000618767,0.950959,0.422800
us_000588617,0.950959,0.423804
us_000569648,0.950959,0.423909
us_000557253,0.950959,0.423978
us_000617765,0.950959,0.424328
us_000619416,0.950959,0.424604
us_000598101,0.950959,0.424605
us_000609828,0.950959,0.424847
us_000599572,0.950959,0.425089
us_000317920,0.950959,0.425199
us_000598747,0.950959,0.425926
us_000619779,0.950959,0.426305
us_000557279,0.950959,0.427396
us_000598706,0.950959,0.428275
us_000617158,0.950959,0.428448
us_000619790,0.950959,0.428764
us_000579991,0.950959,0.428948
us_000617901,0.950959,0.429147
us_000565642,0.950959,0.429180
us_000617680,0.950959,0.429204
us_000593328,0.950959,0.429223
us_000619429,0.950959,0.429659
us_000617078,0.950959,0.429756
us_000518209,0.950959,0.430010
us_000619959,0.950959,0.430074
us_000619881,0.950959,0.430104
us_000619871,0.950959,0.430118
us_000549455,0.950959,0.430662
us_000616869,0.950959,0.430723
us_000616836,0.950959,0.430738
us_000616816,0.950959,0.430743
us_000616815,0.950959,0.430744
us_000616796,0.950959,0.430837
us_000581672,0.950959,0.431530
us_000619826,0.950959,0.431666
us_000125175,0.950959,0.431688
us_000577069,0.950959,0.432049
us_000597910,0.950959,0.432058
us_000547012,0.950959,0.432251
us_000618867,0.950959,0.432615
us_000618493,0.950959,0.434183
us_000565646,0.950959,0.434392
us_000586661,0.950959,0.434708
us_000592804,0.950959,0.434835
us_000618330,0.950959,0.435182
us_000618316,0.950959,0.435263
us_000599544,0.950959,0.435889
us_000565645,0.950959,0.436343
us_000599795,0.950959,0.436537
us_000501906,0.950959,0.436605
us_000587723,0.950959,0.436613
us_000599674,0.950959,0.436894
us_000599673,0.950959,0.436974
us_000593690,0.950959,0.437286
us_000602638,0.950959,0.437553
us_000584506,0.950959,0.437617
us_000595469,0.950959,0.438087
us_000615380,0.950959,0.438206
us_000595500,0.950959,0.438335
us_000595475,0.950959,0.438370
us_000600625,0.950959,0.438553
us_000617204,0.950959,0.438943
us_000599602,0.950959,0.439035
us_000584123,0.950959,0.439244
us_000615399,0.950959,0.439311
us_000598172,0.950959,0.439327
us_000616516,0.950959,0.439593
us_000578771,0.950959,0.439886
us_000547520,0.950959,0.439980
us_000592617,0.950959,0.439989
us_000547936,0.950959,0.440041
us_000573889,0.950959,0.440299
us_000595471,0.950959,0.440301
us_000233561,0.950959,0.440943
us_000575111,0.950959,0.441438
us_000573964,0.950959,0.441574
us_000592619,0.950959,0.441611
us_000598294,0.950959,0.442099
us_000599825,0.950959,0.442279
us_000520043,0.950959,0.442290
us_000542059,0.950959,0.442449
us_000599285,0.950959,0.442702
us_000616518,0.950959,0.442862
us_000570775,0.950959,0.443159
us_000587766,0.950959,0.443660
us_000586860,0.950959,0.444106
pr_002259394,0.950959,0.444246
us_000615943,0.950959,0.444333
us_000595473,0.950959,0.444499
us_000587722,0.950959,0.444759
us_000587721,0.950959,0.444759
us_000535887,0.950959,0.445200
us_000586622,0.950959,0.445300
us_000599573,0.950959,0.445431
us_000599571,0.950959,0.445431
us_000565807,0.950959,0.445517
us_000521577,0.950959,0.445582
us_000599530,0.950959,0.445678
us_000599488,0.950959,0.445873
us_000565035,0.950959,0.445877
us_000615660,0.950959,0.445905
us_000615659,0.950959,0.445905
us_000616221,0.950959,0.445948
us_000595472,0.950959,0.445994
us_000615577,0.950959,0.446031
us_000593015,0.950959,0.446199
us_000599826,0.950959,0.446364
us_000512526,0.950959,0.446817
us_000598613,0.950959,0.447330
us_000489563,0.950959,0.447401
us_000549458,0.950959,0.447886
us_000588959,0.950959,0.448061
us_000579989,0.950959,0.448156
us_000557875,0.950959,0.448256
us_000564531,0.950959,0.448313
us_000554417,0.950959,0.448487
us_000574360,0.950959,0.448515
us_000534022,0.950959,0.448698
us_000542112,0.950959,0.448857
us_000557597,0.950959,0.448930
us_000593453,0.950959,0.448949
us_000586644,0.950959,0.449001
us_000566485,0.950959,0.449447
us_000522793,0.950959,0.450153
us_000592988,0.950959,0.450352
us_000499868,0.950959,0.450603
us_000597952,0.950959,0.450861
us_000597948,0.950959,0.450889
us_000597947,0.950959,0.450890
us_000597946,0.950959,0.450890
us_000597911,0.950959,0.450903
us_000585410,0.950959,0.450925
us_000534979,0.950959,0.451091
us_000596574,0.950959,0.451428
us_000533477,0.950959,0.451441
us_000598689,0.950959,0.451517
us_000548930,0.950959,0.451675
us_000494403,0.950959,0.451715
us_000557375,0.950959,0.452182
us_000581517,0.950959,0.452233
us_000584146,0.950959,0.452329
us_000610170,0.950959,0.452363
us_000567657,0.950959,0.452478
us_000554887,0.950959,0.452714
us_000568975,0.950959,0.452894
us_000584831,0.950959,0.453284
us_000604708,0.950959,0.453355
us_000554437,0.950959,0.453671
us_000586797,0.950959,0.453849
us_000548557,0.950959,0.453871
pr_002281492,0.950959,0.453908
us_000602169,0.950959,0.454028
us_000523242,0.950959,0.454099
us_000581302,0.950959,0.454242
us_000581299,0.950959,0.454242
us_000586657,0.950959,0.454646
us_000586648,0.950959,0.454647
us_000601803,0.950959,0.454695
us_000599054,0.950959,0.454772
us_000511470,0.950959,0.454880
us_000548147,0.950959,0.454957
us_000605103,0.950959,0.454983
us_000470010,0.950959,0.454991
us_000602960,0.950959,0.455230
us_000601739,0.950959,0.455421
us_000601836,0.950959,0.455425
us_000583818,0.950959,0.455632
us_000584230,0.950959,0.455741
us_000588960,0.950959,0.455742
us_000577968,0.950959,0.455943
us_000599045,0.950959,0.455982
us_000599044,0.950959,0.455982
us_000598147,0.950959,0.456024
us_000523459,0.950959,0.456369
us_000597026,0.950959,0.456471
us_000587862,0.950959,0.456567
us_000596888,0.950959,0.456623
us_000587327,0.950959,0.456643
us_000573880,0.950959,0.456854
us_000573878,0.950959,0.456854
us_000573876,0.950959,0.456854
us_000596656,0.950959,0.456875
us_000596655,0.950959,0.456875
us_000596653,0.950959,0.456875
us_000570201,0.950959,0.456877
us_000566478,0.950959,0.456993
pr_002161226,0.950959,0.457254
us_000557186,0.950959,0.457492
us_000598413,0.950959,0.457590
us_000596576,0.950959,0.457723
us_000588679,0.950959,0.457760
us_000588594,0.950959,0.457790
pr_001934753,0.950959,0.457915
us_000598027,0.950959,0.457921
us_000583505,0.950959,0.458035
us_000537167,0.950959,0.458046
us_000579782,0.950959,0.458231
us_000538806,0.950959,0.458366
us_000583522,0.950959,0.458392
us_000581611,0.950959,0.458409
us_000599905,0.950959,0.458514
us_000526467,0.950959,0.458667
us_000587452,0.950959,0.458684
us_000513305,0.950959,0.458782
pr_002193041,0.950959,0.458837
us_000570202,0.950959,0.458930
us_000581995,0.950959,0.459025
us_000558812,0.950959,0.459134
us_000598302,0.950959,0.459264
us_000559413,0.950959,0.459272
us_000547831,0.950959,0.459420
us_000580130,0.950959,0.459887
pr_002273842,0.950959,0.459889
us_000532821,0.950959,0.459896
us_000479464,0.950959,0.459958
us_000595973,0.950959,0.459979
us_000563987,0.950959,0.460014
us_000537108,0.950959,0.460047
us_000576960,0.950959,0.460068
us_000535907,0.950959,0.460127
us_000540954,0.950959,0.460458
us_000521562,0.950959,0.461044
us_000581432,0.950959,0.461313
us_000581807,0.950959,0.461368
us_000523890,0.950959,0.461691
us_000524327,0.950959,0.461815
us_000509345,0.950959,0.461963
us_000554965,0.950959,0.461996
us_000560167,0.950959,0.462021
pr_002118874,0.950959,0.462241
us_000578975,0.950959,0.462320
pr_001977375,0.950959,0.462321
us_000538888,0.950959,0.462355
us_000490240,0.950959,0.462460
us_000538794,0.950959,0.462497
us_000540029,0.950959,0.462677
us_000509763,0.950959,0.462827
us_000559377,0.950959,0.462849
us_000592034,0.950959,0.463046
us_000537119,0.950959,0.463282
us_000576856,0.950959,0.463474
us_000481212,0.950959,0.463614
us_000557035,0.950959,0.463618
us_000570200,0.950959,0.463911
us_000482227,0.950959,0.463922
us_000479950,0.950959,0.463996
pr_002207384,0.950959,0.464029
pr_002260544,0.950959,0.464503
us_000538796,0.950959,0.464572
us_000565073,0.950959,0.464712
us_000500177,0.950959,0.464740
us_000580518,0.950959,0.464820
us_000494064,0.950959,0.464891
pr_002056351,0.950959,0.464919
pr_002124458,0.950959,0.464948
us_000575116,0.950959,0.464964
us_000584399,0.950959,0.464985
us_000559624,0.950959,0.464992
us_000574174,0.950959,0.464996
us_000465858,0.950959,0.465115
us_000494026,0.950959,0.465268
us_000467371,0.950959,0.465369
us_000586921,0.950959,0.465462
us_000511471,0.950959,0.465481
pr_001900610,0.950959,0.465750
us_000558657,0.950959,0.465888
us_000558243,0.950959,0.465995
us_000558068,0.950959,0.466040
us_000526476,0.950959,0.466082
pr_002182993,0.950959,0.466160
pr_001979116,0.950959,0.466166
us_000556895,0.950959,0.466254
pr_002273851,0.950959,0.466272
us_000585119,0.950959,0.466441
us_000546755,0.950959,0.466528
us_000555289,0.950959,0.466551
us_000568641,0.950959,0.466604
us_000565706,0.950959,0.466651
pr_002260250,0.950959,0.466704
pr_001914746,0.950959,0.466745
pr_001662515,0.950959,0.466800
us_000584307,0.950959,0.466800
us_000584143,0.950959,0.466846
pr_002066552,0.950959,0.466904
us_000586059,0.950959,0.467058
us_000490218,0.950959,0.467160
pr_002063671,0.950959,0.467471
pr_002237890,0.950959,0.467478
pr_002265210,0.950959,0.467480
us_000484338,0.950959,0.467485
pr_002201826,0.950959,0.467570
pr_001931297,0.950959,0.467637
us_000574000,0.950959,0.467710
us_000573965,0.950959,0.467711
us_000573966,0.950959,0.467711
us_000581126,0.950959,0.467727
us_000467134,0.950959,0.467933
us_000466928,0.950959,0.467940
us_000539890,0.950959,0.467998
us_000580526,0.950959,0.468025
us_000582137,0.950959,0.468133
us_000488318,0.950959,0.468276
us_000540224,0.950959,0.468290
pr_002123358,0.950959,0.468331
us_000468045,0.950959,0.468344
us_000512013,0.950959,0.468403
us_000512015,0.950959,0.468403
us_000538955,0.950959,0.468743
us_000578213,0.950959,0.468767
us_000540125,0.950959,0.468934
us_000535132,0.950959,0.468947
pr_001733661,0.950959,0.468981
us_000573854,0.950959,0.469026
us_000573834,0.950959,0.469032
pr_002174257,0.950959,0.469120
us_000577141,0.950959,0.469188
us_000538795,0.950959,0.469233
us_000559642,0.950959,0.469256
us_000124414,0.950959,0.469360
pr_002168867,0.950959,0.469365
us_000537072,0.950959,0.469397
us_000573814,0.950959,0.469521
us_000577346,0.950959,0.469582
us_000574518,0.950959,0.469583
us_000573962,0.950959,0.469625
us_000573956,0.950959,0.469625
us_000573960,0.950959,0.469625
us_000573855,0.950959,0.469663
us_000600352,0.950959,0.469674
us_000573225,0.950959,0.469774
us_000573599,0.950959,0.469918
us_000480534,0.950959,0.469975
us_000527076,0.950959,0.470055
pr_002131448,0.950959,0.470058
us_000573812,0.950959,0.470088
us_000572621,0.950959,0.470100
us_000573802,0.950959,0.470109
pr_001665531,0.950959,0.470118
pr_002106936,0.950959,0.470468
us_000566663,0.950959,0.470571
us_000566661,0.950959,0.470571
us_000566664,0.950959,0.470571
us_000566655,0.950959,0.470571
pr_002197971,0.950959,0.470964
pr_001140403,0.950959,0.470979
us_000481970,0.950959,0.471182
pr_002132203,0.950959,0.471208
pr_001874641,0.950959,0.471227
us_000565189,0.950959,0.471233
us_000565130,0.950959,0.471234
us_000565115,0.950959,0.471238
us_000461086,0.950959,0.471279
pr_001767805,0.950959,0.471321
us_000499914,0.950959,0.471402
pr_002157695,0.950959,0.471514
pr_002131457,0.950959,0.471567
us_000510646,0.950959,0.471581
pr_001930348,0.950959,0.471587
pr_002072182,0.950959,0.471606
pr_002201818,0.950959,0.471676
pr_001601518,0.950959,0.471682
pr_001611104,0.950959,0.471885
us_000491208,0.950959,0.471958
pr_002201948,0.950959,0.472058
us_000496389,0.950959,0.472062
pr_002123352,0.950959,0.472070
pr_002099953,0.950959,0.472072
pr_002123423,0.950959,0.472082
us_000482566,0.950959,0.472105
pr_002228644,0.950959,0.472190
us_000556221,0.950959,0.472216
us_000556157,0.950959,0.472235
pr_001929680,0.950959,0.472271
us_000512604,0.950959,0.472290
pr_001140263,0.950959,0.472310
pr_001599502,0.950959,0.472373
us_000489814,0.950959,0.472396
pr_002274956,0.950959,0.472403
us_000493941,0.950959,0.472468
pr_002223242,0.950959,0.472524
pr_002187103,0.950959,0.472527
pr_002201837,0.950959,0.472533
us_000490279,0.950959,0.472664
us_000490171,0.950959,0.472666
us_000490135,0.950959,0.472674
pr_002063755,0.950959,0.472702
pr_002118918,0.950959,0.472729
pr_001858602,0.950959,0.472756
us_000482640,0.950959,0.472777
pr_002169464,0.950959,0.472790
pr_002230087,0.950959,0.472800
pr_002137356,0.950959,0.472801
pr_001977086,0.950959,0.472801
pr_002262696,0.950959,0.472801
us_000466084,0.950959,0.472858
us_000114121,0.950959,0.472945
us_000487433,0.950959,0.472962
pr_002099472,0.950959,0.472966
pr_002123385,0.950959,0.472993
pr_001614842,0.950959,0.472998
us_000539037,0.950959,0.473012
us_000490349,0.950959,0.473022
pr_002118959,0.950959,0.473195
us_000477905,0.950959,0.473219
pr_001935908,0.950959,0.473271
pr_001960131,0.950959,0.473349
us_000239471,0.950959,0.473371
pr_002123347,0.950959,0.473375
pr_002167966,0.950959,0.473422
us_000488298,0.950959,0.473427
pr_001155362,0.950959,0.473470
pr_001694457,0.950959,0.473491
pr_002238737,0.950959,0.473544
pr_001929437,0.950959,0.473547
pr_001972432,0.950959,0.473548
pr_001717648,0.950959,0.473555
us_000461696,0.950959,0.473564
us_000465887,0.950959,0.473624
us_000540104,0.950959,0.473725
pr_002076825,0.950959,0.473726
pr_001913517,0.950959,0.473741
us_000488350,0.950959,0.473749
pr_001922935,0.950959,0.473753
us_000466195,0.950959,0.473771
pr_002124456,0.950959,0.473812
us_000103532,0.950959,0.473815
pr_001397113,0.950959,0.473850
us_000540403,0.950959,0.473850
pr_002124455,0.950959,0.473876
pr_001115139,0.950959,0.473876
us_000538961,0.950959,0.473919
pr_002195072,0.950959,0.473920
pr_001739041,0.950959,0.473957
us_000499184,0.950959,0.474059
pr_002262812,0.950959,0.474067
pr_001994102,0.950959,0.474070
us_000468224,0.950959,0.474103
pr_002185686,0.950959,0.474153
pr_002262924,0.950959,0.474156
pr_002260314,0.950959,0.474157
us_000336156,0.950959,0.474183
us_000100336,0.950959,0.474214
us_000478053,0.950959,0.474256
pr_001975659,0.950959,0.474276
us_000247803,0.950959,0.474304
pr_002198050,0.950959,0.474310
pr_002228988,0.950959,0.474311
pr_002124444,0.950959,0.474328
pr_002099887,0.950959,0.474428
pr_002226005,0.950959,0.474451
pr_002198932,0.950959,0.474451
pr_001961985,0.950959,0.474542
pr_001960249,0.950959,0.474568
pr_001822693,0.950959,0.474755
pr_002201975,0.950959,0.474805
pr_002228193,0.950959,0.474807
us_000505990,0.950959,0.474814
pr_001146639,0.950959,0.474825
us_000509658,0.950959,0.474847
pr_001605489,0.950959,0.474951
us_000503672,0.950959,0.474989
us_000465806,0.950959,0.474994
us_000465804,0.950959,0.474994
pr_002207239,0.950959,0.475055
us_000468050,0.950959,0.475083
pr_001953436,0.950959,0.475115
pr_001971590,0.950959,0.475131
pr_001640467,0.950959,0.475162
us_000489515,0.950959,0.475172
pr_001652304,0.950959,0.475189
pr_001647458,0.950959,0.475193
pr_001767226,0.950959,0.475248
pr_001946862,0.950959,0.475266
us_000462204,0.950959,0.475283
us_000509396,0.950959,0.475315
us_000503282,0.950959,0.475353
us_000503239,0.950959,0.475367
us_000507239,0.950959,0.475396
us_000490447,0.950959,0.475435
pr_001972455,0.950959,0.475518
pr_001957744,0.950959,0.475521
pr_002158760,0.950959,0.475542
pr_002112485,0.950959,0.475543
pr_002134537,0.950959,0.475543
us_000485872,0.950959,0.475554
us_000486281,0.950959,0.475586
us_000282944,0.950959,0.475588
pr_001912864,0.950959,0.475590
pr_001830571,0.950959,0.475617
pr_001960120,0.950959,0.475619
pr_002060673,0.950959,0.475626
pr_001583739,0.950959,0.475629
pr_001767773,0.950959,0.475680
us_000478622,0.950959,0.475690
pr_002186976,0.950959,0.475734
pr_001863509,0.950959,0.475735
pr_001975796,0.950959,0.475746
us_000490022,0.950959,0.475752
us_000488974,0.950959,0.475752
pr_001957888,0.950959,0.475784
us_000470025,0.950959,0.475816
pr_001588193,0.950959,0.475862
pr_001140370,0.950959,0.475887
pr_002123419,0.950959,0.475887
pr_002176758,0.950959,0.475888
pr_001392060,0.950959,0.475923
pr_001914197,0.950959,0.475926
pr_001596967,0.950959,0.475945
pr_001149130,0.950959,0.475955
us_000469090,0.950959,0.475961
pr_001708115,0.950959,0.475979
us_000480545,0.950959,0.475982
us_000459371,0.950959,0.475994
us_000469383,0.950959,0.476005
pr_001969519,0.950959,0.476013
us_000013529,0.950959,0.476084
pr_002159753,0.950959,0.476089
pr_002155307,0.950959,0.476105
pr_001820721,0.950959,0.476115
pr_002229006,0.950959,0.476116
us_000465944,0.950959,0.476130
pr_001663205,0.950959,0.476151
pr_002123201,0.950959,0.476183
pr_002131452,0.950959,0.476183
us_000469384,0.950959,0.476241
pr_001910819,0.950959,0.476247
pr_002225997,0.950959,0.476258
pr_001982487,0.950959,0.476264
us_000162151,0.950959,0.476271
pr_002114172,0.950959,0.476321
us_000086369,0.950959,0.476329
us_000466598,0.950959,0.476347
pr_001651220,0.950959,0.476353
us_000465445,0.950959,0.476356
pr_001740179,0.950959,0.476365
pr_001972246,0.950959,0.476386
pr_002171833,0.950959,0.476386
pr_002108527,0.950959,0.476387
us_000073539,0.950959,0.476390
pr_001945308,0.950959,0.476401
pr_001140701,0.950959,0.476415
pr_002123362,0.950959,0.476427
us_000461270,0.950959,0.476456
pr_002191702,0.950959,0.476478
pr_002160220,0.950959,0.476480
pr_002189485,0.950959,0.476480
pr_001900604,0.950959,0.476488
pr_002118926,0.950959,0.476488
pr_001993952,0.950959,0.476488
pr_002100186,0.950959,0.476492
pr_001928822,0.950959,0.476525
pr_002191489,0.950959,0.476527
us_000082004,0.950959,0.476542
us_000011632,0.950959,0.476543
us_000121150,0.950959,0.476546
pr_002132202,0.950959,0.476547
us_000461066,0.950959,0.476548
us_000460982,0.950959,0.476551
pr_002197869,0.950959,0.476574
pr_002189612,0.950959,0.476574
pr_002197671,0.950959,0.476581
pr_001709752,0.950959,0.476582
pr_002189480,0.950959,0.476583
us_000458868,0.950959,0.476583
us_000159791,0.950959,0.476601
pr_001630809,0.950959,0.476605
pr_002193321,0.950959,0.476605
pr_001663206,0.950959,0.476609
pr_001685976,0.950959,0.476618
pr_001686108,0.950959,0.476618
pr_001707515,0.950959,0.476654
pr_001121582,0.950959,0.476685
pr_001730698,0.950959,0.476685
pr_002099914,0.950959,0.476686
pr_001694336,0.950959,0.476686
pr_001654910,0.950959,0.476687
pr_001956672,0.950959,0.476740
pr_001955929,0.950959,0.476751
pr_001977459,0.950959,0.476803
pr_001903463,0.950959,0.476803
pr_001922767,0.950959,0.476808
pr_001416422,0.950959,0.476821
pr_001926714,0.950959,0.476823
pr_001975756,0.950959,0.476824
pr_001666900,0.950959,0.476829
pr_001140272,0.950959,0.476893
pr_001705254,0.950959,0.476982
pr_001397604,0.950959,0.476997
pr_002075365,0.950959,0.477025
pr_001964104,0.950959,0.477027
pr_001922463,0.950959,0.477068
pr_002072282,0.950959,0.477068
pr_001921416,0.950959,0.477093
pr_001705258,0.950959,0.477095
pr_001583794,0.950959,0.477097
pr_001915691,0.950959,0.477104
pr_001913803,0.950959,0.477125
pr_001928567,0.950959,0.477165
pr_002162427,0.950959,0.477200
pr_002110395,0.950959,0.477200
pr_002069572,0.950959,0.477204
pr_002136893,0.950959,0.477209
pr_001655098,0.950959,0.477209
pr_001930103,0.950959,0.477210
pr_001590707,0.950959,0.477223
pr_001705235,0.950959,0.477228
pr_002156726,0.950959,0.477238
pr_001974962,0.950959,0.477239
pr_001980964,0.950959,0.477252
pr_001946291,0.950959,0.477258
pr_001950910,0.950959,0.477285
pr_001929424,0.950959,0.477287
pr_002065594,0.950959,0.477288
pr_001910805,0.950959,0.477288
pr_001864446,0.950959,0.477288
pr_002112791,0.950959,0.477296
pr_001977462,0.950959,0.477326
pr_001602685,0.950959,0.477329
us_000467626,0.950959,0.477337
pr_002150272,0.950959,0.477346
pr_001911697,0.950959,0.477349
pr_001397084,0.950959,0.477359
pr_001913785,0.950959,0.477375
pr_001899423,0.950959,0.477377
pr_001928473,0.950959,0.477378
pr_001645442,0.950959,0.477389
pr_001708114,0.950959,0.477400
pr_001662609,0.950959,0.477403
pr_001980769,0.950959,0.477409
pr_001740620,0.950959,0.477414
pr_001647159,0.950959,0.477417
pr_001830585,0.950959,0.477418
pr_002132222,0.950959,0.477494
pr_001640059,0.950959,0.477539
pr_001953500,0.950959,0.477546
pr_001614612,0.950959,0.477549
pr_002123441,0.950959,0.477572
pr_001829626,0.950959,0.477572
pr_001961749,0.950959,0.477585
pr_001846490,0.950959,0.477586
pr_001391134,0.950959,0.477587
pr_001739323,0.950959,0.477587
pr_001874617,0.950959,0.477599
pr_001896797,0.950959,0.477601
pr_001963457,0.950959,0.477613
pr_001956990,0.950959,0.477615
pr_001969524,0.950959,0.477638
pr_001664410,0.950959,0.477638
pr_001861923,0.950959,0.477645
pr_001901149,0.950959,0.477693
pr_001654956,0.950959,0.477704
pr_001818658,0.950959,0.477718
pr_001661340,0.950959,0.477721
pr_002070671,0.950959,0.477732
pr_002055553,0.950959,0.477792
pr_001847725,0.950959,0.477827
pr_001655081,0.950959,0.477828
pr_001654946,0.950959,0.477860
pr_001767863,0.950959,0.477870
pr_001815188,0.950959,0.477885
pr_002057434,0.950959,0.477908
pr_001933067,0.950959,0.477908
pr_001925835,0.950959,0.477921
pr_001921213,0.950959,0.477921
