Product ID : 991 JPs covered : 87 : Energy, 
OID,Confidence at Map Node,Error at Map Node
us_000542049,0.210129, 0.000000
us_000483545,0.210129, 0.000000
us_000506683,0.210129, 0.000000
us_000492998,0.210129, 0.000000
us_000514802,0.210129, 0.000000
us_000510545,0.210129, 0.000000
us_000535609,0.210129, 0.000000
us_000553547,0.210129, 0.000000
us_000551815,0.210129, 0.000000
us_000493694,0.210129, 0.000000
us_000541433,0.210129, 0.000000
us_000525693,0.210129, 0.000000
us_000483659,0.210129, 0.000000
us_000541845,0.210129, 0.000000
us_000481911,0.210129, 0.000000
pr_001396800,0.210129, 0.000003
pr_000725445,0.210129, 0.000008
us_000473022,0.210129, 0.000009
us_000590483,0.210129, 0.000048
us_000582811,0.210129, 0.000061
us_000542990,0.210129, 0.000073
us_000502650,0.210129, 0.000250
us_000600886,0.210129, 0.001677
us_000577749,0.210129, 0.002133
us_000584187,0.210129, 0.005627
us_000542501,0.210129, 0.008173
us_000505162,0.210129, 0.014181
us_000477094,0.210129, 0.771023
us_000481259,0.210129, 0.796368
us_000299926,0.210129, 0.818896
us_000502485,0.210129, 0.921254
us_000537832,0.210129, 0.924657
us_000499351,0.210129, 0.931237
us_000487391,0.210129, 0.940054
us_000513419,0.210129, 0.944534
us_000477653,0.210129, 1.003218
us_000502777,0.210129, 1.003218
us_000524672,0.210129, 1.003994
us_000477278,0.210129, 1.006273
us_000482312,0.210129, 1.006549
us_000522982,0.210129, 1.059470
us_000502292,0.210129, 1.064302
us_000523052,0.210129, 1.066989
us_000521848,0.210129, 1.084054
us_000482985,0.210129, 1.086262
us_000518938,0.210129, 1.087851
us_000475611,0.210129, 1.120145
us_000515142,0.210129, 1.127109
us_000470826,0.210129, 1.135105
us_000498586,0.210129, 1.152776
us_000474296,0.210129, 1.159235
us_000498405,0.210129, 1.160077
us_000529404,0.210129, 1.162891
us_000497296,0.210129, 1.163323
us_000517218,0.210129, 1.166402
us_000530939,0.210129, 1.168048
us_000526112,0.210129, 1.169190
us_000526111,0.210129, 1.169190
us_000526110,0.210129, 1.169190
us_000472151,0.210129, 1.188125
us_000524166,0.210129, 1.189114
us_000502151,0.210129, 1.189471
us_000523709,0.210129, 1.189926
us_000518701,0.210129, 1.192370
us_000547367,0.210129, 1.192880
us_000522983,0.210129, 1.193581
us_000524846,0.210129, 1.193581
us_000503202,0.210129, 1.193581
us_000503400,0.210129, 1.193581
us_000503417,0.210129, 1.193581
us_000522884,0.210129, 1.193581
us_000522984,0.210129, 1.193581
us_000502865,0.210129, 1.193581
us_000521573,0.210129, 1.193581
us_000522961,0.210129, 1.193581
us_000525183,0.210129, 1.196858
us_000497844,0.210129, 1.202808
us_000522463,0.210129, 1.203800
us_000494511,0.210129, 1.206880
us_000523169,0.210129, 1.207013
us_000470724,0.210129, 1.362757
us_000503404,0.210129, 1.427511
us_000496242,0.210129, 1.458304
us_000496926,0.210129, 1.496534
us_000570612,0.180702, 0.000000
us_000532888,0.180702, 0.000000
us_000479829,0.180702, 0.000000
us_000481190,0.180702, 0.000000
us_000531600,0.180702, 0.000000
us_000462241,0.180702, 0.000000
us_000461979,0.180702, 0.000000
us_000535508,0.180702, 0.000000
us_000489410,0.180702, 0.000000
us_000495472,0.180702, 0.000000
us_000531550,0.180702, 0.000000
us_000481075,0.180702, 0.000000
us_000462137,0.180702, 0.000000
us_000481088,0.180702, 0.000000
us_000462245,0.180702, 0.000000
us_000465534,0.180702, 0.000000
us_000461426,0.180702, 0.000000
us_000536509,0.180702, 0.000000
us_000525980,0.180702, 0.000001
us_000509503,0.180702, 0.000001
us_000511198,0.180702, 0.000001
us_000546738,0.180702, 0.000001
us_000557321,0.180702, 0.000001
us_000541856,0.180702, 0.000001
us_000479536,0.180702, 0.000001
us_000527348,0.180702, 0.000001
us_000514187,0.180702, 0.000001
us_000523913,0.180702, 0.000001
us_000534632,0.180702, 0.000001
us_000519295,0.180702, 0.000001
us_000525800,0.180702, 0.000001
us_000422016,0.180702, 0.000001
us_000523525,0.180702, 0.000001
us_000552339,0.180702, 0.000003
us_000560511,0.180702, 0.000003
us_000528217,0.180702, 0.000003
us_000559657,0.180702, 0.000003
us_000592418,0.180702, 0.000004
us_000560459,0.180702, 0.000004
us_000545310,0.180702, 0.000004
us_000592246,0.180702, 0.000004
us_000592212,0.180702, 0.000004
us_000561887,0.180702, 0.000004
us_000504925,0.180702, 0.000004
us_000508616,0.180702, 0.000004
us_000539358,0.180702, 0.000004
us_000551321,0.180702, 0.000004
us_000524305,0.180702, 0.000004
us_000511248,0.180702, 0.000004
us_000500642,0.180702, 0.000006
us_000559436,0.180702, 0.000013
us_000561032,0.180702, 0.000015
us_000592412,0.180702, 0.000015
us_000501547,0.180702, 0.000015
us_000591489,0.180702, 0.000015
pr_000918140,0.180702, 0.000045
us_000534119,0.180702, 0.000050
pr_001660143,0.180702, 0.000058
us_000288838,0.180702, 0.000106
us_000463179,0.180702, 0.000121
us_000486701,0.180702, 0.000250
us_000530217,0.180702, 0.000266
us_000530361,0.180702, 0.000266
us_000569603,0.180702, 0.000373
us_000583826,0.180702, 0.000473
us_000556643,0.180702, 0.000516
us_000586924,0.180702, 0.000525
us_000493838,0.180702, 0.000539
us_000532538,0.180702, 0.000612
us_000515622,0.180702, 0.000627
us_000593770,0.180702, 0.000734
us_000519044,0.180702, 0.000767
pr_001040064,0.180702, 0.000809
us_000538953,0.180702, 0.000863
us_000487177,0.180702, 0.000986
us_000513375,0.180702, 0.001033
us_000522607,0.180702, 0.001035
us_000534961,0.180702, 0.001088
us_000562783,0.180702, 0.001139
us_000564019,0.180702, 0.001211
us_000544618,0.180702, 0.001235
us_000545558,0.180702, 0.001235
us_000514401,0.180702, 0.001235
us_000517293,0.180702, 0.001235
us_000559383,0.180702, 0.001239
us_000532187,0.180702, 0.001249
us_000519110,0.180702, 0.001394
us_000591855,0.180702, 0.001471
us_000522365,0.180702, 0.001590
us_000534759,0.180702, 0.001724
us_000504955,0.180702, 0.001731
us_000487704,0.180702, 0.001740
us_000583914,0.180702, 0.001839
us_000573550,0.180702, 0.001984
us_000464607,0.180702, 0.002587
us_000577681,0.180702, 0.003413
us_000493303,0.180702, 0.003835
us_000587107,0.180702, 0.004304
us_000529649,0.180702, 0.004823
us_000580794,0.180702, 0.005775
us_000593192,0.180702, 0.005793
us_000510430,0.180702, 0.006283
us_000498724,0.180702, 0.007825
us_000503551,0.180702, 0.007856
us_000480679,0.180702, 0.007871
us_000513598,0.180702, 0.008495
us_000148148,0.180702, 0.011641
us_000481133,0.180702, 0.011964
us_000481236,0.180702, 0.014456
us_000547452,0.180702, 0.016023
us_000550695,0.180702, 0.017611
us_000523723,0.180702, 0.017822
us_000538103,0.180702, 0.017986
us_000523565,0.180702, 0.018230
us_000608033,0.180702, 0.018284
us_000600572,0.180702, 0.019531
us_000611342,0.180702, 0.021463
us_000579339,0.180702, 0.022160
us_000579160,0.180702, 0.023122
us_000431116,0.180702, 0.023269
us_000513760,0.180702, 0.024508
us_000571944,0.180702, 0.026295
us_000596144,0.180702, 0.029004
us_000586453,0.180702, 0.036268
us_000550150,0.180702, 0.045015
us_000472455,0.180702, 0.050919
us_000485280,0.180702, 0.051443
us_000594684,0.180702, 0.054916
us_000495479,0.180702, 0.058360
us_000583838,0.180702, 0.077368
us_000591785,0.180702, 0.086663
us_000494786,0.180702, 0.087406
us_000572942,0.180702, 0.226541
us_000468511,0.180702, 0.383742
us_000494246,0.180702, 0.554778
us_000537448,0.180702, 0.791288
us_000590988,0.180702, 1.357762
us_000494442,0.180702, 4.482062
us_000578981,0.180702, 4.484226
us_000494291,0.180702, 4.742535
us_000592722,0.180702, 7.913875
pr_000824018,0.106956, 0.000000
pr_001416513,0.106956, 0.000000
us_000491685,0.106956, 1.222011
us_000541417,0.106956, 1.238662
us_000532498,0.106956, 1.242917
us_000559372,0.106956, 1.255243
us_000494664,0.106956, 1.255552
us_000513635,0.106956, 1.287170
us_000546437,0.106956, 1.304840
us_000513612,0.106956, 1.319993
us_000520604,0.106956, 1.332946
us_000532639,0.106956, 1.350549
us_000597449,0.106956, 1.360396
us_000616612,0.106956, 1.362911
us_000584388,0.106956, 1.374350
us_000527509,0.106956, 1.374843
us_000570412,0.106956, 1.381096
us_000472166,0.106956, 1.385488
us_000562987,0.106956, 1.386554
us_000563114,0.106956, 1.387243
us_000431302,0.106956, 1.401375
us_000185846,0.106956, 1.401652
us_000565717,0.106956, 1.407086
us_000272778,0.106956, 1.439822
us_000558055,0.106956, 1.448752
us_000528393,0.106956, 1.450149
us_000496445,0.106956, 1.454108
us_000559111,0.106956, 1.458345
us_000528331,0.106956, 1.458345
us_000472345,0.106956, 1.497968
us_000614468,0.106956, 1.503445
us_000596974,0.106956, 1.522516
us_000471886,0.106956, 1.553494
us_000496536,0.106956, 1.592747
us_000531981,0.106956, 1.594992
us_000580233,0.106956, 1.599834
us_000490304,0.106956, 1.602550
us_000528315,0.106956, 1.626500
us_000597849,0.106956, 1.645528
us_000560458,0.106956, 1.649982
us_000584285,0.106956, 1.654255
us_000547333,0.106956, 1.679340
us_000485163,0.106956, 1.679340
us_000495123,0.106956, 1.679340
us_000522291,0.106956, 1.783888
