Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001384527,0.000094,No Mappings With Chosen Products
pr_001213600,0.000094,No Mappings With Chosen Products
pr_001290014,0.000094,No Mappings With Chosen Products
pr_001209196,0.000094,No Mappings With Chosen Products
pr_001287739,0.000094,No Mappings With Chosen Products
pr_001322888,0.000094,No Mappings With Chosen Products
us_000494205,1.013696,No Mappings With Chosen Products
us_000622478,0.000094,No Mappings With Chosen Products
pr_001280943,0.000094,No Mappings With Chosen Products
pr_001299245,0.000124,No Mappings With Chosen Products
pr_001356290,0.000425,No Mappings With Chosen Products
pr_001352048,0.000094,No Mappings With Chosen Products
pr_001216484,0.000094,No Mappings With Chosen Products
pr_001083000,0.000149,No Mappings With Chosen Products
us_000499346,1.009277,No Mappings With Chosen Products
pr_001306257,0.000094,No Mappings With Chosen Products
pr_001252633,0.000094,No Mappings With Chosen Products
pr_001196144,0.000094,No Mappings With Chosen Products
pr_001278484,0.000094,No Mappings With Chosen Products
pr_001212483,0.000094,No Mappings With Chosen Products
pr_001311737,0.000094,No Mappings With Chosen Products
us_000586716,0.452019,No Mappings With Chosen Products
pr_001298132,0.000094,No Mappings With Chosen Products
pr_001261224,0.000095,No Mappings With Chosen Products
pr_001172103,0.000094,No Mappings With Chosen Products
us_000573776,0.742759,No Mappings With Chosen Products
us_000589999,1.036155,No Mappings With Chosen Products
pr_001354260,0.000094,No Mappings With Chosen Products
pr_001538965,0.000110,No Mappings With Chosen Products
pr_001542694,0.000094,No Mappings With Chosen Products
pr_001257011,0.000093,No Mappings With Chosen Products
pr_001578834,0.005476,No Mappings With Chosen Products
pr_001372683,0.000094,No Mappings With Chosen Products
pr_001347168,0.000093,No Mappings With Chosen Products
pr_001251668,0.000094,No Mappings With Chosen Products
us_000592001,0.156572,No Mappings With Chosen Products
pr_001243933,0.000094,No Mappings With Chosen Products
pr_001252634,0.000094,No Mappings With Chosen Products
pr_001235506,0.000094,No Mappings With Chosen Products
pr_001482327,0.000094,No Mappings With Chosen Products
pr_001418751,0.000928,No Mappings With Chosen Products
pr_001378545,0.000094,No Mappings With Chosen Products
us_000583839,0.143952,No Mappings With Chosen Products
pr_001186435,0.000094,No Mappings With Chosen Products
pr_001287123,0.000091,No Mappings With Chosen Products
pr_001340379,0.000094,No Mappings With Chosen Products
pr_001170841,0.000094,No Mappings With Chosen Products
pr_001337300,0.000198,No Mappings With Chosen Products
pr_001543651,0.032296,No Mappings With Chosen Products
pr_001561508,0.000121,No Mappings With Chosen Products
pr_001214419,0.000094,No Mappings With Chosen Products
pr_001346858,0.000902,No Mappings With Chosen Products
pr_001453494,0.003750,No Mappings With Chosen Products
pr_001236739,0.000093,No Mappings With Chosen Products
us_000540160,1.373766,No Mappings With Chosen Products
pr_001315925,0.000094,No Mappings With Chosen Products
pr_001296947,0.000098,No Mappings With Chosen Products
pr_001174224,0.000094,No Mappings With Chosen Products
pr_001275583,0.000094,No Mappings With Chosen Products
pr_001241469,0.000094,No Mappings With Chosen Products
pr_001571806,0.004741,No Mappings With Chosen Products
us_000541808,0.000097,No Mappings With Chosen Products
pr_001203392,0.000094,No Mappings With Chosen Products
pr_001444279,0.000169,No Mappings With Chosen Products
pr_001464970,0.000094,No Mappings With Chosen Products
pr_001310801,0.000140,No Mappings With Chosen Products
us_000237746,0.004830,No Mappings With Chosen Products
us_000488641,1.008959,No Mappings With Chosen Products
pr_001351604,0.000094,No Mappings With Chosen Products
pr_001265024,0.000094,No Mappings With Chosen Products
pr_001357378,0.000094,No Mappings With Chosen Products
pr_001268375,0.000094,No Mappings With Chosen Products
us_000594458,0.211922,No Mappings With Chosen Products
us_000562413,0.000124,No Mappings With Chosen Products
pr_001368223,0.000094,No Mappings With Chosen Products
pr_001343304,0.000092,No Mappings With Chosen Products
pr_001178861,0.000093,No Mappings With Chosen Products
pr_001274807,0.000094,No Mappings With Chosen Products
pr_001692152,0.580337,No Mappings With Chosen Products
us_000528622,0.047333,No Mappings With Chosen Products
pr_001264886,0.000095,No Mappings With Chosen Products
pr_001215949,0.000094,No Mappings With Chosen Products
us_000521773,0.036320,No Mappings With Chosen Products
pr_001213843,0.000093,No Mappings With Chosen Products
us_000525324,0.441847,No Mappings With Chosen Products
pr_001468952,0.000093,No Mappings With Chosen Products
pr_001274980,0.000115,No Mappings With Chosen Products
us_000470041,0.966653,No Mappings With Chosen Products
pr_001326863,0.000094,No Mappings With Chosen Products
pr_001336273,0.000945,No Mappings With Chosen Products
pr_001186136,0.000094,No Mappings With Chosen Products
us_000572448,1.021900,No Mappings With Chosen Products
pr_001243654,0.000094,No Mappings With Chosen Products
us_000593713,0.430574,No Mappings With Chosen Products
pr_000435049,0.000077,No Mappings With Chosen Products
pr_001553622,0.000917,No Mappings With Chosen Products
pr_001313183,0.000101,No Mappings With Chosen Products
pr_001348017,0.000094,No Mappings With Chosen Products
pr_001307664,0.000094,No Mappings With Chosen Products
pr_001184910,0.000094,No Mappings With Chosen Products
pr_001195887,0.000093,No Mappings With Chosen Products
pr_001188811,0.000094,No Mappings With Chosen Products
pr_001424246,0.000839,No Mappings With Chosen Products
pr_001221672,0.000094,No Mappings With Chosen Products
pr_001204661,0.000198,No Mappings With Chosen Products
pr_001350909,0.000094,No Mappings With Chosen Products
pr_001344949,0.000094,No Mappings With Chosen Products
pr_001333484,0.000094,No Mappings With Chosen Products
pr_001214423,0.000094,No Mappings With Chosen Products
pr_001438588,0.000094,No Mappings With Chosen Products
pr_001257565,0.000093,No Mappings With Chosen Products
pr_001187151,0.000094,No Mappings With Chosen Products
pr_001288706,0.000188,No Mappings With Chosen Products
us_000620129,1.088504,No Mappings With Chosen Products
pr_001348123,0.000093,No Mappings With Chosen Products
pr_001209397,0.000094,No Mappings With Chosen Products
pr_000516153,0.000094,No Mappings With Chosen Products
pr_001277706,0.000093,No Mappings With Chosen Products
pr_001381900,0.000094,No Mappings With Chosen Products
pr_001020618,0.008764,No Mappings With Chosen Products
pr_001268040,0.000094,No Mappings With Chosen Products
pr_001203507,0.000094,No Mappings With Chosen Products
pr_001267157,0.000093,No Mappings With Chosen Products
us_000592893,2.058552,No Mappings With Chosen Products
pr_001559779,0.000103,No Mappings With Chosen Products
pr_001567279,0.000027,No Mappings With Chosen Products
pr_001322151,0.000140,No Mappings With Chosen Products
pr_001255926,0.000092,No Mappings With Chosen Products
pr_001300095,0.000094,No Mappings With Chosen Products
pr_001270578,0.000094,No Mappings With Chosen Products
pr_001245919,0.000092,No Mappings With Chosen Products
pr_001202530,0.000138,No Mappings With Chosen Products
pr_001347288,0.000190,No Mappings With Chosen Products
us_000584412,0.046274,No Mappings With Chosen Products
pr_001295667,0.000094,No Mappings With Chosen Products
pr_001557246,0.002870,No Mappings With Chosen Products
pr_001382604,0.000094,No Mappings With Chosen Products
pr_001366102,0.000094,No Mappings With Chosen Products
pr_001308920,0.000092,No Mappings With Chosen Products
pr_001346114,0.000094,No Mappings With Chosen Products
pr_001350704,0.000198,No Mappings With Chosen Products
pr_001254696,0.000136,No Mappings With Chosen Products
pr_001221114,0.000094,No Mappings With Chosen Products
pr_001338460,0.000094,No Mappings With Chosen Products
pr_001307965,0.000119,No Mappings With Chosen Products
pr_001175703,0.000093,No Mappings With Chosen Products
pr_001477212,0.000094,No Mappings With Chosen Products
pr_001355788,0.000094,No Mappings With Chosen Products
pr_001245152,0.000094,No Mappings With Chosen Products
pr_001362437,0.000094,No Mappings With Chosen Products
pr_001460965,0.000315,No Mappings With Chosen Products
pr_000777227,0.001013,No Mappings With Chosen Products
pr_001301448,0.000093,No Mappings With Chosen Products
pr_001183991,0.000094,No Mappings With Chosen Products
pr_001333962,0.000122,No Mappings With Chosen Products
pr_001221011,0.000094,No Mappings With Chosen Products
pr_001235954,0.000189,No Mappings With Chosen Products
pr_001215781,0.000092,No Mappings With Chosen Products
pr_001208615,0.000094,No Mappings With Chosen Products
pr_001550847,0.000094,No Mappings With Chosen Products
pr_001214841,0.000094,No Mappings With Chosen Products
us_000545371,0.015655,No Mappings With Chosen Products
us_000515436,0.000118,No Mappings With Chosen Products
us_000615704,0.006811,No Mappings With Chosen Products
pr_001204890,0.000094,No Mappings With Chosen Products
pr_001289639,0.000094,No Mappings With Chosen Products
pr_001313858,0.000094,No Mappings With Chosen Products
pr_001289301,0.000094,No Mappings With Chosen Products
us_000621729,0.142459,No Mappings With Chosen Products
pr_001251187,0.000094,No Mappings With Chosen Products
pr_001170343,0.000094,No Mappings With Chosen Products
pr_001245176,0.000094,No Mappings With Chosen Products
pr_001172345,0.000094,No Mappings With Chosen Products
pr_001288289,0.000094,No Mappings With Chosen Products
pr_000628813,0.000094,No Mappings With Chosen Products
us_000591099,0.242192,No Mappings With Chosen Products
pr_001334357,0.000124,No Mappings With Chosen Products
us_000532834,0.150913,No Mappings With Chosen Products
pr_001317486,0.000094,No Mappings With Chosen Products
us_000537306,0.000170,No Mappings With Chosen Products
pr_001380467,0.000091,No Mappings With Chosen Products
pr_001149550,0.543109,No Mappings With Chosen Products
us_000569980,1.480336,No Mappings With Chosen Products
pr_001362416,0.000094,No Mappings With Chosen Products
pr_001286296,0.000094,No Mappings With Chosen Products
pr_001575254,0.000690,No Mappings With Chosen Products
pr_001245334,0.000094,No Mappings With Chosen Products
pr_001317561,0.000093,No Mappings With Chosen Products
us_000590465,0.676021,No Mappings With Chosen Products
pr_001348373,0.000094,No Mappings With Chosen Products
pr_001549651,0.000093,No Mappings With Chosen Products
pr_001325819,0.000094,No Mappings With Chosen Products
us_000501685,0.562393,No Mappings With Chosen Products
pr_001240654,0.000094,No Mappings With Chosen Products
us_000561558,0.606281,No Mappings With Chosen Products
pr_001242051,0.000094,No Mappings With Chosen Products
us_000547490,0.259604,No Mappings With Chosen Products
us_000556025,0.004007,No Mappings With Chosen Products
pr_001267541,0.000094,No Mappings With Chosen Products
