Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001232731,0.000093,No Mappings With Chosen Products
pr_001351115,0.000094,No Mappings With Chosen Products
pr_001339294,0.000094,No Mappings With Chosen Products
pr_001354677,0.000094,No Mappings With Chosen Products
us_000489734,0.576737,No Mappings With Chosen Products
pr_001577543,0.000027,No Mappings With Chosen Products
us_000466100,1.008644,No Mappings With Chosen Products
us_000554606,0.000359,No Mappings With Chosen Products
pr_001314764,0.000094,No Mappings With Chosen Products
pr_001432983,0.000094,No Mappings With Chosen Products
pr_001259276,0.000387,No Mappings With Chosen Products
pr_001344274,0.000118,No Mappings With Chosen Products
pr_001251103,0.000094,No Mappings With Chosen Products
pr_001331336,0.000093,No Mappings With Chosen Products
pr_001168862,0.000094,No Mappings With Chosen Products
pr_001233970,0.000094,No Mappings With Chosen Products
pr_001328838,0.000094,No Mappings With Chosen Products
pr_001364161,0.000136,No Mappings With Chosen Products
pr_001265050,0.000094,No Mappings With Chosen Products
pr_001241680,0.000094,No Mappings With Chosen Products
pr_001537265,0.001205,No Mappings With Chosen Products
us_000385573,1.058661,No Mappings With Chosen Products
pr_001288876,0.000094,No Mappings With Chosen Products
pr_001216788,0.000094,No Mappings With Chosen Products
pr_001297146,0.000094,No Mappings With Chosen Products
pr_001292922,0.000094,No Mappings With Chosen Products
pr_001564807,0.000027,No Mappings With Chosen Products
pr_001251648,0.000094,No Mappings With Chosen Products
pr_001314730,0.000094,No Mappings With Chosen Products
pr_001286325,0.000094,No Mappings With Chosen Products
pr_001458726,0.000094,No Mappings With Chosen Products
pr_001365824,0.000094,No Mappings With Chosen Products
pr_001319048,0.000091,No Mappings With Chosen Products
pr_001318061,0.000094,No Mappings With Chosen Products
pr_001271973,0.000093,No Mappings With Chosen Products
pr_001292908,0.000196,No Mappings With Chosen Products
us_000476548,0.304233,No Mappings With Chosen Products
pr_001427968,0.032060,No Mappings With Chosen Products
pr_001282964,0.000094,No Mappings With Chosen Products
pr_001333071,0.000094,No Mappings With Chosen Products
pr_001284693,0.000094,No Mappings With Chosen Products
pr_001280960,0.000094,No Mappings With Chosen Products
us_000503899,1.010346,No Mappings With Chosen Products
pr_001221237,0.000094,No Mappings With Chosen Products
pr_001228520,0.000432,No Mappings With Chosen Products
pr_001186479,0.000094,No Mappings With Chosen Products
pr_001563741,0.000027,No Mappings With Chosen Products
us_000523563,0.000128,No Mappings With Chosen Products
us_000556798,0.040928,No Mappings With Chosen Products
pr_001180069,0.000098,No Mappings With Chosen Products
pr_001197162,0.000136,No Mappings With Chosen Products
pr_001248938,0.000094,No Mappings With Chosen Products
pr_001182894,0.000094,No Mappings With Chosen Products
pr_001185629,0.000092,No Mappings With Chosen Products
pr_001350861,0.000094,No Mappings With Chosen Products
pr_001290071,0.000094,No Mappings With Chosen Products
pr_001287281,0.000094,No Mappings With Chosen Products
us_000609158,2.408649,No Mappings With Chosen Products
