Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001331215,0.000094,No Mappings With Chosen Products
pr_001273551,0.000094,No Mappings With Chosen Products
pr_001332623,0.000094,No Mappings With Chosen Products
us_000455795,1.161176,No Mappings With Chosen Products
pr_001272936,0.000093,No Mappings With Chosen Products
pr_001548302,0.000285,No Mappings With Chosen Products
pr_001441916,0.000092,No Mappings With Chosen Products
pr_001242883,0.000095,No Mappings With Chosen Products
pr_001209688,0.000094,No Mappings With Chosen Products
pr_001176483,0.000094,No Mappings With Chosen Products
pr_001317204,0.000094,No Mappings With Chosen Products
pr_001242291,0.000094,No Mappings With Chosen Products
pr_001318626,0.000094,No Mappings With Chosen Products
us_000561131,0.000357,No Mappings With Chosen Products
pr_001284210,0.000094,No Mappings With Chosen Products
pr_001325783,0.000094,No Mappings With Chosen Products
pr_001194061,0.000094,No Mappings With Chosen Products
pr_001557355,0.000878,No Mappings With Chosen Products
pr_001200240,0.000094,No Mappings With Chosen Products
pr_001324464,0.000094,No Mappings With Chosen Products
pr_001431973,0.000926,No Mappings With Chosen Products
us_000515030,0.290283,No Mappings With Chosen Products
pr_001323370,0.000094,No Mappings With Chosen Products
pr_001462145,0.000093,No Mappings With Chosen Products
pr_001288635,0.000094,No Mappings With Chosen Products
pr_001306508,0.000094,No Mappings With Chosen Products
pr_001200399,0.000094,No Mappings With Chosen Products
pr_001551145,0.000845,No Mappings With Chosen Products
pr_001310849,0.000094,No Mappings With Chosen Products
us_000544384,0.139298,No Mappings With Chosen Products
pr_001344761,0.000094,No Mappings With Chosen Products
pr_001350139,0.000094,No Mappings With Chosen Products
pr_001372549,0.000094,No Mappings With Chosen Products
pr_001353870,0.000198,No Mappings With Chosen Products
pr_001279814,0.000198,No Mappings With Chosen Products
pr_001264507,0.000094,No Mappings With Chosen Products
pr_001318340,0.000094,No Mappings With Chosen Products
us_000504716,0.000136,No Mappings With Chosen Products
pr_001248398,0.000094,No Mappings With Chosen Products
pr_001382709,0.000094,No Mappings With Chosen Products
pr_001331972,0.000092,No Mappings With Chosen Products
pr_001302141,0.000094,No Mappings With Chosen Products
pr_001218498,0.000094,No Mappings With Chosen Products
pr_001342842,0.000094,No Mappings With Chosen Products
pr_001218965,0.000127,No Mappings With Chosen Products
us_000528259,1.009896,No Mappings With Chosen Products
pr_001211943,0.000094,No Mappings With Chosen Products
pr_001195298,0.000094,No Mappings With Chosen Products
pr_001377644,0.000184,No Mappings With Chosen Products
pr_001566608,0.000027,No Mappings With Chosen Products
pr_001251960,0.000094,No Mappings With Chosen Products
pr_001488113,0.000093,No Mappings With Chosen Products
pr_001210328,0.000198,No Mappings With Chosen Products
pr_001300697,0.000094,No Mappings With Chosen Products
pr_001443586,0.001865,No Mappings With Chosen Products
us_000563451,0.128389,No Mappings With Chosen Products
us_000479782,0.023730,No Mappings With Chosen Products
pr_001233637,0.000094,No Mappings With Chosen Products
pr_001231614,0.000198,No Mappings With Chosen Products
us_000559856,0.019847,No Mappings With Chosen Products
pr_001203698,0.000094,No Mappings With Chosen Products
us_000486686,1.009052,No Mappings With Chosen Products
pr_000948174,0.311109,No Mappings With Chosen Products
pr_001273634,0.000929,No Mappings With Chosen Products
pr_001263425,0.000093,No Mappings With Chosen Products
pr_001003875,0.000094,No Mappings With Chosen Products
pr_001477524,0.000094,No Mappings With Chosen Products
pr_001339904,0.000092,No Mappings With Chosen Products
pr_001269246,0.000094,No Mappings With Chosen Products
pr_001191840,0.000094,No Mappings With Chosen Products
us_000554855,0.015571,No Mappings With Chosen Products
us_000595745,0.017926,No Mappings With Chosen Products
pr_001466815,0.000094,No Mappings With Chosen Products
pr_001257265,0.000094,No Mappings With Chosen Products
us_000576326,1.526495,No Mappings With Chosen Products
us_000545372,0.171241,No Mappings With Chosen Products
pr_001454169,0.000102,No Mappings With Chosen Products
us_000580828,1.475290,No Mappings With Chosen Products
pr_001282510,0.000196,No Mappings With Chosen Products
pr_001199768,0.000094,No Mappings With Chosen Products
pr_001531316,0.000799,No Mappings With Chosen Products
pr_001197251,0.000094,No Mappings With Chosen Products
pr_001244261,0.000094,No Mappings With Chosen Products
pr_001337505,0.000094,No Mappings With Chosen Products
pr_001573559,0.000025,No Mappings With Chosen Products
us_000511315,0.038916,No Mappings With Chosen Products
pr_001274182,0.000094,No Mappings With Chosen Products
pr_001332542,0.000938,No Mappings With Chosen Products
pr_001257705,0.000094,No Mappings With Chosen Products
pr_001348370,0.000094,No Mappings With Chosen Products
pr_001303349,0.000094,No Mappings With Chosen Products
pr_001285785,0.000098,No Mappings With Chosen Products
pr_001226901,0.000094,No Mappings With Chosen Products
pr_001250652,0.000094,No Mappings With Chosen Products
pr_001358597,0.000093,No Mappings With Chosen Products
pr_001235868,0.000094,No Mappings With Chosen Products
pr_001226317,0.000094,No Mappings With Chosen Products
pr_000940691,0.000943,No Mappings With Chosen Products
pr_001370557,0.000093,No Mappings With Chosen Products
pr_001293817,0.000094,No Mappings With Chosen Products
pr_001358265,0.000094,No Mappings With Chosen Products
pr_001372618,0.000090,No Mappings With Chosen Products
pr_001212977,0.000094,No Mappings With Chosen Products
pr_001272388,0.000094,No Mappings With Chosen Products
pr_001302349,0.000094,No Mappings With Chosen Products
us_000539900,0.000492,No Mappings With Chosen Products
pr_001279169,0.000092,No Mappings With Chosen Products
pr_001366833,0.000094,No Mappings With Chosen Products
pr_001354136,0.000094,No Mappings With Chosen Products
us_000548556,1.231032,No Mappings With Chosen Products
pr_001245804,0.000094,No Mappings With Chosen Products
pr_001209003,0.000180,No Mappings With Chosen Products
pr_000851050,0.000137,No Mappings With Chosen Products
pr_001468800,0.000091,No Mappings With Chosen Products
us_000622052,0.025856,No Mappings With Chosen Products
pr_001333966,0.000124,No Mappings With Chosen Products
pr_001571232,0.000022,No Mappings With Chosen Products
pr_001574824,0.000641,No Mappings With Chosen Products
us_000556082,1.753974,No Mappings With Chosen Products
pr_001236030,0.000094,No Mappings With Chosen Products
pr_001234152,0.000093,No Mappings With Chosen Products
pr_001197994,0.000094,No Mappings With Chosen Products
pr_001278712,0.000094,No Mappings With Chosen Products
pr_001291637,0.000136,No Mappings With Chosen Products
pr_001484620,0.000094,No Mappings With Chosen Products
pr_001439318,0.000094,No Mappings With Chosen Products
us_000573205,1.134354,No Mappings With Chosen Products
pr_001474263,0.001695,No Mappings With Chosen Products
pr_001422485,0.000094,No Mappings With Chosen Products
us_000599359,1.531713,No Mappings With Chosen Products
pr_001231378,0.000094,No Mappings With Chosen Products
pr_001173811,0.000094,No Mappings With Chosen Products
pr_001542502,0.000841,No Mappings With Chosen Products
pr_001384618,0.000094,No Mappings With Chosen Products
pr_001305442,0.000506,No Mappings With Chosen Products
pr_001217807,0.000094,No Mappings With Chosen Products
us_000533844,0.467179,No Mappings With Chosen Products
pr_001206636,0.000094,No Mappings With Chosen Products
pr_001325786,0.000093,No Mappings With Chosen Products
pr_001260562,0.000136,No Mappings With Chosen Products
pr_001382027,0.000094,No Mappings With Chosen Products
pr_001278409,0.000094,No Mappings With Chosen Products
pr_001256640,0.000093,No Mappings With Chosen Products
pr_001330399,0.000092,No Mappings With Chosen Products
pr_001429755,0.000091,No Mappings With Chosen Products
pr_001185300,0.000439,No Mappings With Chosen Products
pr_001323682,0.000094,No Mappings With Chosen Products
pr_001364854,0.000094,No Mappings With Chosen Products
pr_001195536,0.000094,No Mappings With Chosen Products
pr_001544691,0.002750,No Mappings With Chosen Products
pr_001246252,0.000094,No Mappings With Chosen Products
pr_001298910,0.000094,No Mappings With Chosen Products
pr_001376928,0.000123,No Mappings With Chosen Products
pr_001373957,0.000094,No Mappings With Chosen Products
pr_001278773,0.000094,No Mappings With Chosen Products
us_000612221,1.737329,No Mappings With Chosen Products
us_000617212,0.448243,No Mappings With Chosen Products
pr_001264381,0.000094,No Mappings With Chosen Products
pr_001208924,0.000600,No Mappings With Chosen Products
pr_001290086,0.000094,No Mappings With Chosen Products
pr_001331410,0.000094,No Mappings With Chosen Products
pr_001419311,0.000127,No Mappings With Chosen Products
pr_001226058,0.000094,No Mappings With Chosen Products
us_000579973,0.001730,No Mappings With Chosen Products
us_000613015,0.144971,No Mappings With Chosen Products
pr_001216026,0.000094,No Mappings With Chosen Products
us_000520108,0.056528,No Mappings With Chosen Products
pr_001272698,0.000093,No Mappings With Chosen Products
us_000620725,0.317534,No Mappings With Chosen Products
us_000587015,1.479837,No Mappings With Chosen Products
pr_001174168,0.000094,No Mappings With Chosen Products
pr_001197741,0.000094,No Mappings With Chosen Products
pr_001284588,0.000094,No Mappings With Chosen Products
us_000513135,1.408021,No Mappings With Chosen Products
pr_001201373,0.000094,No Mappings With Chosen Products
pr_001202292,0.000094,No Mappings With Chosen Products
pr_001309004,0.000094,No Mappings With Chosen Products
pr_001340951,0.000092,No Mappings With Chosen Products
