Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_000461414,0.000101,No Mappings With Chosen Products
pr_000662197,0.000000,No Mappings With Chosen Products
pr_000886075,0.000000,No Mappings With Chosen Products
pr_001373364,0.000000,No Mappings With Chosen Products
pr_001899162,0.001502,No Mappings With Chosen Products
pr_001211432,0.000000,No Mappings With Chosen Products
us_000466235,0.069400,No Mappings With Chosen Products
pr_001062583,0.000003,No Mappings With Chosen Products
pr_001811651,0.000000,No Mappings With Chosen Products
pr_001290261,0.000000,No Mappings With Chosen Products
us_000579798,0.000018,No Mappings With Chosen Products
pr_001539681,0.000001,No Mappings With Chosen Products
us_000510327,0.000006,No Mappings With Chosen Products
pr_001516610,0.000234,No Mappings With Chosen Products
us_000593375,0.120427,No Mappings With Chosen Products
pr_002224435,0.000212,No Mappings With Chosen Products
pr_001991422,0.063126,No Mappings With Chosen Products
pr_001217318,0.000000,No Mappings With Chosen Products
pr_001194018,0.000000,No Mappings With Chosen Products
us_000593344,0.004163,No Mappings With Chosen Products
pr_002114978,0.000001,No Mappings With Chosen Products
pr_000261857,0.000014,No Mappings With Chosen Products
us_000524101,0.008249,No Mappings With Chosen Products
us_000490930,0.000247,No Mappings With Chosen Products
us_000621686,0.000000,No Mappings With Chosen Products
pr_001211820,0.000000,No Mappings With Chosen Products
pr_000935799,0.003551,No Mappings With Chosen Products
pr_000768485,0.003671,No Mappings With Chosen Products
pr_001243944,0.000000,No Mappings With Chosen Products
us_000610683,0.036302,No Mappings With Chosen Products
us_000561513,0.030385,No Mappings With Chosen Products
pr_001193770,0.000000,No Mappings With Chosen Products
pr_000942989,0.000002,No Mappings With Chosen Products
us_000612726,0.000044,No Mappings With Chosen Products
pr_000734569,0.000000,No Mappings With Chosen Products
pr_001355397,0.000001,No Mappings With Chosen Products
pr_000861238,0.000001,No Mappings With Chosen Products
us_000528576,0.000000,No Mappings With Chosen Products
us_000529450,0.000094,No Mappings With Chosen Products
pr_000662482,0.015990,No Mappings With Chosen Products
pr_001359778,0.000000,No Mappings With Chosen Products
pr_001277501,0.000009,No Mappings With Chosen Products
pr_001350332,0.000165,No Mappings With Chosen Products
pr_000369513,0.000321,No Mappings With Chosen Products
pr_000938120,0.000001,No Mappings With Chosen Products
pr_001469469,0.000000,No Mappings With Chosen Products
us_000494499,0.000000,No Mappings With Chosen Products
us_000527248,0.000000,No Mappings With Chosen Products
us_000564217,0.000461,No Mappings With Chosen Products
pr_001319182,0.000000,No Mappings With Chosen Products
pr_001576260,0.000017,No Mappings With Chosen Products
us_000581278,0.000052,No Mappings With Chosen Products
pr_001341252,0.000000,No Mappings With Chosen Products
pr_001304574,0.000000,No Mappings With Chosen Products
us_000469336,0.001525,No Mappings With Chosen Products
pr_001472904,0.000000,No Mappings With Chosen Products
pr_001322279,0.000001,No Mappings With Chosen Products
pr_002095514,0.000475,No Mappings With Chosen Products
pr_001349856,0.000000,No Mappings With Chosen Products
pr_001306768,0.000000,No Mappings With Chosen Products
us_000582692,0.011648,No Mappings With Chosen Products
pr_002166634,0.000039,No Mappings With Chosen Products
pr_002192229,0.000125,No Mappings With Chosen Products
pr_001482431,0.000000,No Mappings With Chosen Products
pr_001319183,0.000000,No Mappings With Chosen Products
us_000515018,0.133984,No Mappings With Chosen Products
pr_001247016,0.000000,No Mappings With Chosen Products
pr_000627153,0.004518,No Mappings With Chosen Products
pr_001225292,0.000000,No Mappings With Chosen Products
pr_000023242,0.000000,No Mappings With Chosen Products
us_000502928,0.002004,No Mappings With Chosen Products
pr_001226651,0.000000,No Mappings With Chosen Products
pr_000668537,0.000188,No Mappings With Chosen Products
pr_000592911,0.000000,No Mappings With Chosen Products
pr_001334702,0.000000,No Mappings With Chosen Products
pr_002258397,0.000068,No Mappings With Chosen Products
pr_001897019,0.000000,No Mappings With Chosen Products
us_000509766,0.000001,No Mappings With Chosen Products
pr_001134082,0.000000,No Mappings With Chosen Products
us_000584742,0.000167,No Mappings With Chosen Products
us_000544693,0.008143,No Mappings With Chosen Products
pr_002282106,0.000202,No Mappings With Chosen Products
pr_001350456,0.000000,No Mappings With Chosen Products
pr_001803121,0.000000,No Mappings With Chosen Products
pr_001224982,0.000000,No Mappings With Chosen Products
us_000527109,0.000380,No Mappings With Chosen Products
pr_000001491,0.000005,No Mappings With Chosen Products
pr_001463573,0.000000,No Mappings With Chosen Products
us_000463191,0.000000,No Mappings With Chosen Products
pr_001894608,0.000000,No Mappings With Chosen Products
pr_000816698,0.000010,No Mappings With Chosen Products
pr_001024433,0.000000,No Mappings With Chosen Products
pr_000796123,0.000946,No Mappings With Chosen Products
pr_000870251,0.000434,No Mappings With Chosen Products
pr_000286098,0.000037,No Mappings With Chosen Products
pr_001447530,0.033430,No Mappings With Chosen Products
pr_000181726,0.000000,No Mappings With Chosen Products
pr_000562823,0.000000,No Mappings With Chosen Products
pr_001535096,0.000000,No Mappings With Chosen Products
pr_001213734,0.000000,No Mappings With Chosen Products
pr_001033481,0.000006,No Mappings With Chosen Products
pr_000884570,0.000000,No Mappings With Chosen Products
us_000501102,0.000000,No Mappings With Chosen Products
us_000470302,0.000015,No Mappings With Chosen Products
pr_000379693,0.000000,No Mappings With Chosen Products
us_000516151,0.002659,No Mappings With Chosen Products
pr_001210684,0.000000,No Mappings With Chosen Products
pr_001268446,0.000000,No Mappings With Chosen Products
pr_002058143,0.000000,No Mappings With Chosen Products
us_000593839,0.000153,No Mappings With Chosen Products
pr_001345834,0.000000,No Mappings With Chosen Products
us_000516324,0.003528,No Mappings With Chosen Products
pr_001354569,0.000000,No Mappings With Chosen Products
pr_001328001,0.000000,No Mappings With Chosen Products
pr_001364134,0.000000,No Mappings With Chosen Products
pr_001356935,0.000000,No Mappings With Chosen Products
pr_001099052,0.000000,No Mappings With Chosen Products
us_000492248,0.000739,No Mappings With Chosen Products
pr_000718589,0.000000,No Mappings With Chosen Products
pr_001137934,0.000000,No Mappings With Chosen Products
us_000595071,0.000139,No Mappings With Chosen Products
us_000617426,0.013407,No Mappings With Chosen Products
pr_001236614,0.000060,No Mappings With Chosen Products
us_000574205,0.000003,No Mappings With Chosen Products
pr_001516686,0.000062,No Mappings With Chosen Products
pr_000715484,0.000000,No Mappings With Chosen Products
pr_001907350,0.000146,No Mappings With Chosen Products
pr_001337248,0.290387,No Mappings With Chosen Products
pr_001264942,0.000000,No Mappings With Chosen Products
pr_001232834,0.000001,No Mappings With Chosen Products
pr_000794824,0.000002,No Mappings With Chosen Products
pr_001495406,0.000000,No Mappings With Chosen Products
pr_001312407,0.000000,No Mappings With Chosen Products
pr_001489235,0.000016,No Mappings With Chosen Products
us_000529903,0.000204,No Mappings With Chosen Products
pr_001303700,0.000000,No Mappings With Chosen Products
us_000615052,0.031293,No Mappings With Chosen Products
pr_000305843,0.001038,No Mappings With Chosen Products
pr_000909570,0.019366,No Mappings With Chosen Products
