Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
us_000515902,0.001217,No Mappings With Chosen Products
pr_001367839,0.000094,No Mappings With Chosen Products
us_000576590,0.528176,No Mappings With Chosen Products
pr_001261045,0.000152,No Mappings With Chosen Products
pr_001443359,0.002597,No Mappings With Chosen Products
pr_001231825,0.000093,No Mappings With Chosen Products
pr_001292740,0.000177,No Mappings With Chosen Products
pr_001372682,0.000198,No Mappings With Chosen Products
us_000469516,0.132975,No Mappings With Chosen Products
pr_001234223,0.000198,No Mappings With Chosen Products
pr_001211601,0.002743,No Mappings With Chosen Products
pr_001279013,0.000094,No Mappings With Chosen Products
us_000577982,0.428096,No Mappings With Chosen Products
pr_001469834,0.000094,No Mappings With Chosen Products
pr_001343247,0.000094,No Mappings With Chosen Products
pr_001352948,0.000120,No Mappings With Chosen Products
pr_001562255,0.000026,No Mappings With Chosen Products
pr_001370022,0.000094,No Mappings With Chosen Products
us_000558581,0.000356,No Mappings With Chosen Products
pr_001369784,0.000094,No Mappings With Chosen Products
pr_001301621,0.000189,No Mappings With Chosen Products
pr_001203126,0.000094,No Mappings With Chosen Products
pr_001333862,0.000093,No Mappings With Chosen Products
pr_001205522,0.000093,No Mappings With Chosen Products
pr_001352309,0.000094,No Mappings With Chosen Products
pr_001187137,0.000094,No Mappings With Chosen Products
pr_001318261,0.000198,No Mappings With Chosen Products
us_000529383,0.219710,No Mappings With Chosen Products
pr_001321825,0.000094,No Mappings With Chosen Products
pr_001344556,0.000094,No Mappings With Chosen Products
pr_001308512,0.000089,No Mappings With Chosen Products
pr_001333463,0.000123,No Mappings With Chosen Products
pr_001283116,0.000094,No Mappings With Chosen Products
us_000586598,0.435011,No Mappings With Chosen Products
us_000505242,0.012180,No Mappings With Chosen Products
pr_001551358,0.001138,No Mappings With Chosen Products
pr_001442748,0.000089,No Mappings With Chosen Products
pr_001244798,0.000094,No Mappings With Chosen Products
pr_000750086,0.000094,No Mappings With Chosen Products
pr_001320136,0.000094,No Mappings With Chosen Products
us_000516902,0.000133,No Mappings With Chosen Products
pr_001353453,0.000118,No Mappings With Chosen Products
us_000473144,0.141015,No Mappings With Chosen Products
pr_001209685,0.000094,No Mappings With Chosen Products
pr_001576623,0.000025,No Mappings With Chosen Products
pr_001228263,0.000094,No Mappings With Chosen Products
us_000538071,0.003267,No Mappings With Chosen Products
pr_001170545,0.000094,No Mappings With Chosen Products
pr_001378356,0.000198,No Mappings With Chosen Products
pr_001571839,0.000018,No Mappings With Chosen Products
pr_001300185,0.000094,No Mappings With Chosen Products
pr_001196018,0.000094,No Mappings With Chosen Products
pr_001333684,0.000094,No Mappings With Chosen Products
us_000540810,0.476779,No Mappings With Chosen Products
pr_001283657,0.000094,No Mappings With Chosen Products
pr_001336247,0.000094,No Mappings With Chosen Products
pr_001199234,0.000093,No Mappings With Chosen Products
pr_001471795,0.000094,No Mappings With Chosen Products
pr_001282672,0.000094,No Mappings With Chosen Products
pr_001197917,0.000094,No Mappings With Chosen Products
pr_001285811,0.000094,No Mappings With Chosen Products
pr_001466425,0.000094,No Mappings With Chosen Products
pr_001223925,0.000094,No Mappings With Chosen Products
pr_001233039,0.000198,No Mappings With Chosen Products
us_000583199,0.671793,No Mappings With Chosen Products
pr_001360485,0.000094,No Mappings With Chosen Products
pr_001362262,0.000135,No Mappings With Chosen Products
pr_001337040,0.000198,No Mappings With Chosen Products
pr_001223155,0.000094,No Mappings With Chosen Products
us_000536352,0.143588,No Mappings With Chosen Products
pr_001326534,0.000094,No Mappings With Chosen Products
us_000564228,0.012535,No Mappings With Chosen Products
us_000621660,0.264828,No Mappings With Chosen Products
pr_001431943,0.000094,No Mappings With Chosen Products
pr_001468061,0.000093,No Mappings With Chosen Products
pr_001346363,0.000120,No Mappings With Chosen Products
pr_001166364,0.280513,No Mappings With Chosen Products
pr_001336943,0.000121,No Mappings With Chosen Products
pr_001549502,0.000094,No Mappings With Chosen Products
pr_001204012,0.000094,No Mappings With Chosen Products
pr_001493126,0.000094,No Mappings With Chosen Products
us_000529791,0.028957,No Mappings With Chosen Products
us_000498581,0.000259,No Mappings With Chosen Products
pr_001291339,0.000198,No Mappings With Chosen Products
pr_001189153,0.000094,No Mappings With Chosen Products
pr_001266191,0.000093,No Mappings With Chosen Products
pr_001576544,0.000021,No Mappings With Chosen Products
pr_001227395,0.000094,No Mappings With Chosen Products
pr_000559433,0.000092,No Mappings With Chosen Products
us_000577941,0.000228,No Mappings With Chosen Products
pr_001511545,0.000092,No Mappings With Chosen Products
us_000549521,1.158286,No Mappings With Chosen Products
pr_001461023,0.000730,No Mappings With Chosen Products
pr_001183269,0.000094,No Mappings With Chosen Products
pr_001246346,0.000094,No Mappings With Chosen Products
pr_001202296,0.000093,No Mappings With Chosen Products
pr_001215046,0.000094,No Mappings With Chosen Products
pr_001272056,0.000088,No Mappings With Chosen Products
pr_001209290,0.000093,No Mappings With Chosen Products
pr_001225043,0.000094,No Mappings With Chosen Products
pr_001281721,0.000094,No Mappings With Chosen Products
pr_001298835,0.000094,No Mappings With Chosen Products
pr_001287614,0.000094,No Mappings With Chosen Products
pr_001331301,0.000094,No Mappings With Chosen Products
pr_001202464,0.000094,No Mappings With Chosen Products
pr_001290516,0.000093,No Mappings With Chosen Products
pr_001247229,0.000094,No Mappings With Chosen Products
us_000475163,0.957223,No Mappings With Chosen Products
pr_001236772,0.000094,No Mappings With Chosen Products
pr_001212027,0.000198,No Mappings With Chosen Products
pr_001223228,0.000094,No Mappings With Chosen Products
pr_001437381,0.000094,No Mappings With Chosen Products
pr_001577283,0.000023,No Mappings With Chosen Products
pr_001491054,0.000094,No Mappings With Chosen Products
us_000546553,0.000097,No Mappings With Chosen Products
pr_001387042,0.000125,No Mappings With Chosen Products
pr_001330795,0.000089,No Mappings With Chosen Products
