Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001255396,0.000094,No Mappings With Chosen Products
us_000602493,0.912713,No Mappings With Chosen Products
pr_001265389,0.000094,No Mappings With Chosen Products
pr_001210698,0.000113,No Mappings With Chosen Products
pr_001294263,0.000094,No Mappings With Chosen Products
us_000577522,0.403628,No Mappings With Chosen Products
us_000530330,0.144124,No Mappings With Chosen Products
pr_001307255,0.000094,No Mappings With Chosen Products
us_000482601,0.849832,No Mappings With Chosen Products
pr_001238356,0.000094,No Mappings With Chosen Products
pr_001221098,0.000094,No Mappings With Chosen Products
pr_001328581,0.000090,No Mappings With Chosen Products
pr_001271348,0.000094,No Mappings With Chosen Products
pr_001281664,0.000093,No Mappings With Chosen Products
pr_001263125,0.000120,No Mappings With Chosen Products
pr_001548812,0.000099,No Mappings With Chosen Products
pr_001302698,0.000094,No Mappings With Chosen Products
pr_001233912,0.000151,No Mappings With Chosen Products
pr_001345338,0.000094,No Mappings With Chosen Products
pr_001291604,0.000094,No Mappings With Chosen Products
pr_001175294,0.000094,No Mappings With Chosen Products
pr_001346474,0.000094,No Mappings With Chosen Products
pr_001257204,0.000094,No Mappings With Chosen Products
pr_001433920,0.000855,No Mappings With Chosen Products
pr_001271255,0.000198,No Mappings With Chosen Products
pr_001199629,0.000122,No Mappings With Chosen Products
pr_001213495,0.000094,No Mappings With Chosen Products
pr_001272426,0.001840,No Mappings With Chosen Products
pr_001218633,0.000094,No Mappings With Chosen Products
pr_001239711,0.000093,No Mappings With Chosen Products
pr_001576463,0.000022,No Mappings With Chosen Products
pr_001342146,0.000094,No Mappings With Chosen Products
us_000533455,0.143238,No Mappings With Chosen Products
pr_001206758,0.000329,No Mappings With Chosen Products
pr_001241304,0.000094,No Mappings With Chosen Products
pr_001239524,0.000093,No Mappings With Chosen Products
us_000512981,0.201473,No Mappings With Chosen Products
pr_001302539,0.000094,No Mappings With Chosen Products
us_000617263,0.740515,No Mappings With Chosen Products
pr_001242554,0.000094,No Mappings With Chosen Products
us_000593659,0.034270,No Mappings With Chosen Products
pr_001432999,0.000841,No Mappings With Chosen Products
pr_001315198,0.000094,No Mappings With Chosen Products
pr_001481941,0.000094,No Mappings With Chosen Products
pr_000657232,0.000947,No Mappings With Chosen Products
pr_001377943,0.000094,No Mappings With Chosen Products
pr_001340065,0.000175,No Mappings With Chosen Products
pr_001527827,0.000094,No Mappings With Chosen Products
pr_001257944,0.000107,No Mappings With Chosen Products
pr_001335356,0.000094,No Mappings With Chosen Products
pr_001226198,0.000094,No Mappings With Chosen Products
pr_001278376,0.000094,No Mappings With Chosen Products
pr_001343003,0.000091,No Mappings With Chosen Products
pr_001239019,0.000094,No Mappings With Chosen Products
pr_001256023,0.000094,No Mappings With Chosen Products
pr_001286490,0.000094,No Mappings With Chosen Products
pr_001226324,0.000094,No Mappings With Chosen Products
pr_000652951,0.000094,No Mappings With Chosen Products
pr_001463413,0.002796,No Mappings With Chosen Products
pr_001517313,0.000094,No Mappings With Chosen Products
pr_001272148,0.000890,No Mappings With Chosen Products
