Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001344881,0.000093,No Mappings With Chosen Products
pr_001569414,0.000027,No Mappings With Chosen Products
us_000473001,1.239728,No Mappings With Chosen Products
pr_000871859,0.000094,No Mappings With Chosen Products
pr_001219101,0.000094,No Mappings With Chosen Products
us_000496918,0.447977,No Mappings With Chosen Products
pr_001565974,0.000609,No Mappings With Chosen Products
pr_001370079,0.000094,No Mappings With Chosen Products
pr_001420739,0.000094,No Mappings With Chosen Products
pr_001274384,0.000093,No Mappings With Chosen Products
pr_001202941,0.000094,No Mappings With Chosen Products
pr_001462960,0.000094,No Mappings With Chosen Products
pr_001351011,0.000094,No Mappings With Chosen Products
pr_001217365,0.000094,No Mappings With Chosen Products
pr_001298128,0.000094,No Mappings With Chosen Products
pr_000993683,0.125387,No Mappings With Chosen Products
pr_001362493,0.000198,No Mappings With Chosen Products
pr_001229455,0.000094,No Mappings With Chosen Products
pr_001330423,0.000094,No Mappings With Chosen Products
us_000250291,0.846236,No Mappings With Chosen Products
us_000507066,0.208628,No Mappings With Chosen Products
pr_001291560,0.000095,No Mappings With Chosen Products
pr_001207112,0.000932,No Mappings With Chosen Products
pr_001298478,0.000198,No Mappings With Chosen Products
pr_001260534,0.000094,No Mappings With Chosen Products
pr_001222388,0.000094,No Mappings With Chosen Products
pr_001060013,0.000093,No Mappings With Chosen Products
pr_001278214,0.000094,No Mappings With Chosen Products
pr_001308991,0.000094,No Mappings With Chosen Products
us_000522544,0.000306,No Mappings With Chosen Products
pr_000905645,0.125269,No Mappings With Chosen Products
pr_001483082,0.000090,No Mappings With Chosen Products
pr_001252433,0.000094,No Mappings With Chosen Products
pr_001332446,0.000094,No Mappings With Chosen Products
pr_001188568,0.000192,No Mappings With Chosen Products
pr_001334295,0.000091,No Mappings With Chosen Products
pr_001276631,0.000094,No Mappings With Chosen Products
pr_001352608,0.000094,No Mappings With Chosen Products
pr_001464785,0.000093,No Mappings With Chosen Products
pr_001233063,0.000093,No Mappings With Chosen Products
us_000623012,0.354755,No Mappings With Chosen Products
pr_001244316,0.000094,No Mappings With Chosen Products
pr_001284282,0.000094,No Mappings With Chosen Products
pr_001541082,0.000781,No Mappings With Chosen Products
us_000578828,0.151384,No Mappings With Chosen Products
pr_001418901,0.000091,No Mappings With Chosen Products
pr_001311140,0.000094,No Mappings With Chosen Products
pr_001215250,0.000094,No Mappings With Chosen Products
pr_001367911,0.000094,No Mappings With Chosen Products
pr_001288881,0.000094,No Mappings With Chosen Products
us_000563904,1.009041,No Mappings With Chosen Products
pr_001229196,0.000094,No Mappings With Chosen Products
pr_001269291,0.000094,No Mappings With Chosen Products
pr_001258351,0.000094,No Mappings With Chosen Products
pr_001507782,0.000094,No Mappings With Chosen Products
pr_000555418,0.000136,No Mappings With Chosen Products
pr_001236812,0.000094,No Mappings With Chosen Products
pr_001484289,0.000091,No Mappings With Chosen Products
pr_001191399,0.000094,No Mappings With Chosen Products
pr_001193617,0.032412,No Mappings With Chosen Products
pr_001443690,0.000094,No Mappings With Chosen Products
pr_001333391,0.000094,No Mappings With Chosen Products
pr_001293884,0.000093,No Mappings With Chosen Products
us_000571924,0.016328,No Mappings With Chosen Products
pr_001314706,0.002142,No Mappings With Chosen Products
pr_001555860,0.000179,No Mappings With Chosen Products
pr_001293366,0.000094,No Mappings With Chosen Products
pr_001343595,0.000092,No Mappings With Chosen Products
pr_001327262,0.000093,No Mappings With Chosen Products
pr_001286167,0.000094,No Mappings With Chosen Products
pr_001346381,0.000823,No Mappings With Chosen Products
us_000478103,0.562278,No Mappings With Chosen Products
pr_001426129,0.000094,No Mappings With Chosen Products
pr_001219544,0.000092,No Mappings With Chosen Products
pr_001517095,0.000094,No Mappings With Chosen Products
pr_001263028,0.000094,No Mappings With Chosen Products
pr_001372158,0.000198,No Mappings With Chosen Products
us_000590787,0.458431,No Mappings With Chosen Products
pr_001354030,0.000198,No Mappings With Chosen Products
pr_001223364,0.000256,No Mappings With Chosen Products
pr_001251068,0.000094,No Mappings With Chosen Products
us_000532638,1.097248,No Mappings With Chosen Products
pr_001234797,0.000094,No Mappings With Chosen Products
pr_001309752,0.000094,No Mappings With Chosen Products
us_000494008,1.102398,No Mappings With Chosen Products
pr_001367502,0.000094,No Mappings With Chosen Products
us_000621299,0.444957,No Mappings With Chosen Products
us_000507462,0.000177,No Mappings With Chosen Products
pr_001273781,0.000094,No Mappings With Chosen Products
pr_001307231,0.000094,No Mappings With Chosen Products
us_000511264,0.428456,No Mappings With Chosen Products
pr_001224033,0.000094,No Mappings With Chosen Products
pr_001237623,0.000094,No Mappings With Chosen Products
us_000511635,0.165708,No Mappings With Chosen Products
pr_001489177,0.000092,No Mappings With Chosen Products
pr_001356422,0.000094,No Mappings With Chosen Products
pr_001189762,0.000093,No Mappings With Chosen Products
pr_001255836,0.000094,No Mappings With Chosen Products
pr_001552246,0.000093,No Mappings With Chosen Products
us_000487351,1.010729,No Mappings With Chosen Products
pr_001269668,0.000094,No Mappings With Chosen Products
pr_001266966,0.000094,No Mappings With Chosen Products
pr_001344271,0.000125,No Mappings With Chosen Products
us_000529353,0.264924,No Mappings With Chosen Products
us_000613258,0.189257,No Mappings With Chosen Products
pr_001281475,0.000094,No Mappings With Chosen Products
pr_001353460,0.000094,No Mappings With Chosen Products
pr_001537446,0.000094,No Mappings With Chosen Products
us_000605854,1.616582,No Mappings With Chosen Products
pr_001248068,0.000094,No Mappings With Chosen Products
pr_001252881,0.000094,No Mappings With Chosen Products
pr_001312902,0.000119,No Mappings With Chosen Products
pr_001292567,0.000094,No Mappings With Chosen Products
pr_001382331,0.000094,No Mappings With Chosen Products
pr_001228535,0.000094,No Mappings With Chosen Products
pr_001354216,0.000093,No Mappings With Chosen Products
pr_001337054,0.000092,No Mappings With Chosen Products
pr_001326387,0.000094,No Mappings With Chosen Products
pr_001380845,0.000094,No Mappings With Chosen Products
pr_001360472,0.000092,No Mappings With Chosen Products
pr_001292949,0.000094,No Mappings With Chosen Products
pr_001226601,0.000094,No Mappings With Chosen Products
pr_001305792,0.000093,No Mappings With Chosen Products
pr_001016610,0.000097,No Mappings With Chosen Products
pr_001198979,0.000094,No Mappings With Chosen Products
pr_001374320,0.000094,No Mappings With Chosen Products
pr_001177222,0.000094,No Mappings With Chosen Products
us_000470959,2.518724,No Mappings With Chosen Products
pr_001517969,0.000822,No Mappings With Chosen Products
pr_001574076,0.000027,No Mappings With Chosen Products
us_000547853,0.000314,No Mappings With Chosen Products
pr_001182249,0.000094,No Mappings With Chosen Products
pr_001285865,0.000932,No Mappings With Chosen Products
us_000485604,0.430718,No Mappings With Chosen Products
pr_001300727,0.000093,No Mappings With Chosen Products
pr_001296296,0.000094,No Mappings With Chosen Products
pr_001337009,0.000198,No Mappings With Chosen Products
pr_001485580,0.000117,No Mappings With Chosen Products
us_000476420,0.279013,No Mappings With Chosen Products
pr_001280726,0.000929,No Mappings With Chosen Products
us_000555728,0.040841,No Mappings With Chosen Products
pr_001309266,0.000093,No Mappings With Chosen Products
pr_001221448,0.000094,No Mappings With Chosen Products
pr_001175521,0.000094,No Mappings With Chosen Products
pr_001347179,0.000092,No Mappings With Chosen Products
pr_001357527,0.000092,No Mappings With Chosen Products
pr_001313565,0.000094,No Mappings With Chosen Products
pr_001303100,0.000094,No Mappings With Chosen Products
pr_001309455,0.000092,No Mappings With Chosen Products
pr_001283881,0.000094,No Mappings With Chosen Products
us_000572982,0.188175,No Mappings With Chosen Products
pr_001262009,0.000094,No Mappings With Chosen Products
pr_001195811,0.000125,No Mappings With Chosen Products
us_000478757,0.615480,No Mappings With Chosen Products
us_000529264,0.134700,No Mappings With Chosen Products
us_000585179,0.003393,No Mappings With Chosen Products
pr_001223355,0.000094,No Mappings With Chosen Products
pr_001387328,0.000125,No Mappings With Chosen Products
pr_001386464,0.000094,No Mappings With Chosen Products
pr_001189668,0.000094,No Mappings With Chosen Products
pr_001301034,0.000093,No Mappings With Chosen Products
pr_001296395,0.000094,No Mappings With Chosen Products
pr_001300563,0.000094,No Mappings With Chosen Products
us_000614347,0.158851,No Mappings With Chosen Products
pr_001353934,0.000087,No Mappings With Chosen Products
pr_001540884,0.000788,No Mappings With Chosen Products
us_000595294,0.716985,No Mappings With Chosen Products
pr_001263614,0.000119,No Mappings With Chosen Products
pr_001143140,0.000123,No Mappings With Chosen Products
us_000459065,1.067930,No Mappings With Chosen Products
pr_001256167,0.000093,No Mappings With Chosen Products
pr_001188957,0.000094,No Mappings With Chosen Products
pr_001288679,0.000094,No Mappings With Chosen Products
pr_001299802,0.000094,No Mappings With Chosen Products
pr_001190975,0.000093,No Mappings With Chosen Products
pr_001372728,0.000094,No Mappings With Chosen Products
pr_001278377,0.000093,No Mappings With Chosen Products
pr_001376604,0.000190,No Mappings With Chosen Products
pr_001211791,0.000101,No Mappings With Chosen Products
pr_001293017,0.000094,No Mappings With Chosen Products
pr_001341185,0.000094,No Mappings With Chosen Products
pr_001200731,0.000188,No Mappings With Chosen Products
pr_001420148,0.000847,No Mappings With Chosen Products
us_000588248,0.001656,No Mappings With Chosen Products
pr_001176666,0.000094,No Mappings With Chosen Products
pr_001314655,0.000094,No Mappings With Chosen Products
pr_001228668,0.000094,No Mappings With Chosen Products
pr_001177553,0.000093,No Mappings With Chosen Products
pr_001332376,0.000094,No Mappings With Chosen Products
pr_001339092,0.000094,No Mappings With Chosen Products
pr_001313649,0.000093,No Mappings With Chosen Products
us_000058967,1.009156,No Mappings With Chosen Products
pr_001261858,0.000140,No Mappings With Chosen Products
pr_001234889,0.000094,No Mappings With Chosen Products
us_000588458,0.124316,No Mappings With Chosen Products
us_000545424,0.001697,No Mappings With Chosen Products
pr_001444827,0.000273,No Mappings With Chosen Products
pr_000516515,0.000094,No Mappings With Chosen Products
pr_001552024,0.000801,No Mappings With Chosen Products
pr_001315695,0.000094,No Mappings With Chosen Products
pr_001328440,0.000094,No Mappings With Chosen Products
us_000620360,0.121413,No Mappings With Chosen Products
pr_001321812,0.000094,No Mappings With Chosen Products
pr_001346562,0.000094,No Mappings With Chosen Products
pr_001561344,0.000027,No Mappings With Chosen Products
pr_001276140,0.000120,No Mappings With Chosen Products
pr_001296802,0.000094,No Mappings With Chosen Products
pr_001225844,0.000094,No Mappings With Chosen Products
pr_001499225,0.000804,No Mappings With Chosen Products
pr_001207314,0.000094,No Mappings With Chosen Products
us_000578280,0.035064,No Mappings With Chosen Products
us_000518157,0.045837,No Mappings With Chosen Products
pr_001211894,0.000098,No Mappings With Chosen Products
pr_001334730,0.000143,No Mappings With Chosen Products
pr_001170992,0.000094,No Mappings With Chosen Products
pr_001348027,0.000094,No Mappings With Chosen Products
pr_001239261,0.000094,No Mappings With Chosen Products
us_000589734,1.669620,No Mappings With Chosen Products
pr_001473172,0.000458,No Mappings With Chosen Products
pr_001248493,0.000094,No Mappings With Chosen Products
us_000522541,0.000306,No Mappings With Chosen Products
pr_001382290,0.000198,No Mappings With Chosen Products
us_000505356,0.013015,No Mappings With Chosen Products
us_000461165,0.133129,No Mappings With Chosen Products
pr_001567077,0.000027,No Mappings With Chosen Products
pr_001494255,0.000130,No Mappings With Chosen Products
us_000617219,0.448184,No Mappings With Chosen Products
pr_001577196,0.000027,No Mappings With Chosen Products
pr_001190247,0.000094,No Mappings With Chosen Products
pr_001284964,0.000094,No Mappings With Chosen Products
pr_001223763,0.000094,No Mappings With Chosen Products
pr_000621793,0.585227,No Mappings With Chosen Products
pr_001268967,0.000094,No Mappings With Chosen Products
pr_001434051,0.000094,No Mappings With Chosen Products
pr_001202850,0.000094,No Mappings With Chosen Products
us_000577971,0.000097,No Mappings With Chosen Products
pr_001308244,0.000094,No Mappings With Chosen Products
pr_001422962,0.000092,No Mappings With Chosen Products
pr_001356630,0.000094,No Mappings With Chosen Products
pr_001336612,0.000094,No Mappings With Chosen Products
pr_001381062,0.000198,No Mappings With Chosen Products
pr_001333927,0.000094,No Mappings With Chosen Products
pr_001219976,0.000198,No Mappings With Chosen Products
pr_001264120,0.000094,No Mappings With Chosen Products
pr_001224054,0.000094,No Mappings With Chosen Products
us_000572854,0.000095,No Mappings With Chosen Products
pr_001213967,0.000094,No Mappings With Chosen Products
pr_001453309,0.000088,No Mappings With Chosen Products
us_000565720,0.000357,No Mappings With Chosen Products
pr_001230017,0.000448,No Mappings With Chosen Products
pr_001473105,0.000091,No Mappings With Chosen Products
pr_001503826,0.000027,No Mappings With Chosen Products
us_000472754,0.405660,No Mappings With Chosen Products
pr_001297781,0.000091,No Mappings With Chosen Products
pr_001251775,0.000094,No Mappings With Chosen Products
pr_001305325,0.000094,No Mappings With Chosen Products
pr_001213391,0.000152,No Mappings With Chosen Products
pr_001561331,0.000027,No Mappings With Chosen Products
pr_001218369,0.000094,No Mappings With Chosen Products
us_000617356,1.413577,No Mappings With Chosen Products
pr_001261230,0.000094,No Mappings With Chosen Products
pr_001258545,0.000601,No Mappings With Chosen Products
pr_001559352,0.000117,No Mappings With Chosen Products
pr_001574517,0.000027,No Mappings With Chosen Products
pr_001220616,0.000094,No Mappings With Chosen Products
pr_001179885,0.000094,No Mappings With Chosen Products
pr_001344328,0.000094,No Mappings With Chosen Products
us_000477649,1.190877,No Mappings With Chosen Products
pr_001041460,0.125304,No Mappings With Chosen Products
pr_001181968,0.000094,No Mappings With Chosen Products
pr_001284797,0.000094,No Mappings With Chosen Products
pr_001320986,0.000094,No Mappings With Chosen Products
pr_001277028,0.000094,No Mappings With Chosen Products
pr_001527999,0.000805,No Mappings With Chosen Products
pr_001385766,0.000198,No Mappings With Chosen Products
us_000502859,1.963703,No Mappings With Chosen Products
pr_001291601,0.000152,No Mappings With Chosen Products
us_000540958,0.110418,No Mappings With Chosen Products
us_000518037,0.000332,No Mappings With Chosen Products
pr_001539027,0.000094,No Mappings With Chosen Products
pr_001164892,0.000123,No Mappings With Chosen Products
pr_001420946,0.000187,No Mappings With Chosen Products
pr_001455480,0.000097,No Mappings With Chosen Products
pr_001321510,0.000094,No Mappings With Chosen Products
pr_001226645,0.000094,No Mappings With Chosen Products
pr_001183850,0.000094,No Mappings With Chosen Products
us_000504490,0.012748,No Mappings With Chosen Products
pr_001213699,0.000094,No Mappings With Chosen Products
pr_001234930,0.000092,No Mappings With Chosen Products
us_000560073,0.001650,No Mappings With Chosen Products
pr_001418584,0.000090,No Mappings With Chosen Products
pr_001438783,0.000094,No Mappings With Chosen Products
pr_001361854,0.000839,No Mappings With Chosen Products
pr_001324370,0.000094,No Mappings With Chosen Products
pr_001213231,0.000094,No Mappings With Chosen Products
pr_001356211,0.000094,No Mappings With Chosen Products
pr_001299929,0.000091,No Mappings With Chosen Products
pr_001312481,0.000094,No Mappings With Chosen Products
pr_002228565,1.009050,No Mappings With Chosen Products
pr_001494175,0.000094,No Mappings With Chosen Products
pr_001316913,0.000094,No Mappings With Chosen Products
pr_001210133,0.000094,No Mappings With Chosen Products
us_000539355,0.001176,No Mappings With Chosen Products
pr_001275014,0.000094,No Mappings With Chosen Products
pr_001341513,0.000094,No Mappings With Chosen Products
pr_001223849,0.000094,No Mappings With Chosen Products
us_000567264,0.700689,No Mappings With Chosen Products
pr_000828281,0.000198,No Mappings With Chosen Products
us_000563831,0.836073,No Mappings With Chosen Products
pr_001184873,0.000094,No Mappings With Chosen Products
pr_001208032,0.000094,No Mappings With Chosen Products
pr_001426222,0.000094,No Mappings With Chosen Products
pr_001313056,0.000094,No Mappings With Chosen Products
pr_001291847,0.000094,No Mappings With Chosen Products
pr_001282126,0.000094,No Mappings With Chosen Products
pr_001426655,0.000839,No Mappings With Chosen Products
pr_001240078,0.000094,No Mappings With Chosen Products
pr_001239408,0.000094,No Mappings With Chosen Products
pr_001248898,0.000094,No Mappings With Chosen Products
pr_001322753,0.000094,No Mappings With Chosen Products
pr_001255779,0.000091,No Mappings With Chosen Products
pr_001343348,0.000094,No Mappings With Chosen Products
pr_001179293,0.000094,No Mappings With Chosen Products
us_000616003,2.555297,No Mappings With Chosen Products
pr_001267746,0.000094,No Mappings With Chosen Products
pr_001192094,0.000092,No Mappings With Chosen Products
us_000603197,0.952803,No Mappings With Chosen Products
pr_001329072,0.000094,No Mappings With Chosen Products
pr_001211813,0.000094,No Mappings With Chosen Products
pr_001367668,0.000094,No Mappings With Chosen Products
pr_001364383,0.000094,No Mappings With Chosen Products
pr_001200764,0.000094,No Mappings With Chosen Products
pr_001224874,0.000094,No Mappings With Chosen Products
pr_001345701,0.000098,No Mappings With Chosen Products
us_000591891,1.039936,No Mappings With Chosen Products
pr_001481180,0.000094,No Mappings With Chosen Products
pr_001221646,0.000094,No Mappings With Chosen Products
pr_001498340,0.000107,No Mappings With Chosen Products
pr_001168691,0.000092,No Mappings With Chosen Products
pr_001420836,0.002055,No Mappings With Chosen Products
pr_001298168,0.000094,No Mappings With Chosen Products
pr_001364770,0.000093,No Mappings With Chosen Products
pr_001287573,0.000094,No Mappings With Chosen Products
us_000532172,0.000099,No Mappings With Chosen Products
us_000571861,0.375619,No Mappings With Chosen Products
us_000617709,3.378829,No Mappings With Chosen Products
pr_001460530,0.000094,No Mappings With Chosen Products
pr_001359499,0.000094,No Mappings With Chosen Products
pr_001279244,0.000094,No Mappings With Chosen Products
us_000242744,0.555419,No Mappings With Chosen Products
pr_001233322,0.000094,No Mappings With Chosen Products
pr_001229319,0.000094,No Mappings With Chosen Products
pr_001273318,0.000090,No Mappings With Chosen Products
pr_001473601,0.000094,No Mappings With Chosen Products
pr_001296625,0.000190,No Mappings With Chosen Products
pr_001361243,0.000152,No Mappings With Chosen Products
pr_001428099,0.000120,No Mappings With Chosen Products
us_000544788,0.046695,No Mappings With Chosen Products
us_000478755,1.009303,No Mappings With Chosen Products
pr_001215519,0.000094,No Mappings With Chosen Products
pr_001191171,0.000637,No Mappings With Chosen Products
pr_001365057,0.000198,No Mappings With Chosen Products
pr_001324556,0.000146,No Mappings With Chosen Products
pr_001217575,0.000198,No Mappings With Chosen Products
pr_001262923,0.000093,No Mappings With Chosen Products
us_000520060,0.000145,No Mappings With Chosen Products
pr_001178115,0.000094,No Mappings With Chosen Products
pr_001479290,0.000094,No Mappings With Chosen Products
pr_001200904,0.000091,No Mappings With Chosen Products
pr_001203505,0.000094,No Mappings With Chosen Products
pr_001382982,0.000616,No Mappings With Chosen Products
pr_001259811,0.000094,No Mappings With Chosen Products
us_000515338,0.000101,No Mappings With Chosen Products
pr_001348069,0.000092,No Mappings With Chosen Products
us_000479809,1.040489,No Mappings With Chosen Products
pr_001339082,0.000094,No Mappings With Chosen Products
pr_001260905,0.000094,No Mappings With Chosen Products
pr_001172130,0.000094,No Mappings With Chosen Products
pr_001175862,0.000094,No Mappings With Chosen Products
pr_001316573,0.000094,No Mappings With Chosen Products
pr_001195224,0.000094,No Mappings With Chosen Products
pr_001226860,0.000092,No Mappings With Chosen Products
pr_001349982,0.000198,No Mappings With Chosen Products
pr_001236600,0.000138,No Mappings With Chosen Products
pr_001515232,0.000101,No Mappings With Chosen Products
pr_001306262,0.000093,No Mappings With Chosen Products
pr_001206777,0.000091,No Mappings With Chosen Products
us_000499204,0.653290,No Mappings With Chosen Products
pr_001261742,0.000094,No Mappings With Chosen Products
pr_001186627,0.000094,No Mappings With Chosen Products
pr_001383815,0.000094,No Mappings With Chosen Products
pr_001227109,0.000094,No Mappings With Chosen Products
pr_001339929,0.001508,No Mappings With Chosen Products
pr_001280889,0.000094,No Mappings With Chosen Products
pr_001279338,0.000094,No Mappings With Chosen Products
pr_001247442,0.000094,No Mappings With Chosen Products
us_000618246,0.444778,No Mappings With Chosen Products
pr_001346121,0.000604,No Mappings With Chosen Products
pr_001296873,0.000195,No Mappings With Chosen Products
pr_001564503,0.000027,No Mappings With Chosen Products
pr_001473048,0.001254,No Mappings With Chosen Products
us_000543574,0.035318,No Mappings With Chosen Products
pr_001256033,0.000092,No Mappings With Chosen Products
us_000531314,0.000094,No Mappings With Chosen Products
pr_001223411,0.000094,No Mappings With Chosen Products
pr_001518944,0.000093,No Mappings With Chosen Products
pr_001353916,0.000094,No Mappings With Chosen Products
pr_001361806,0.000094,No Mappings With Chosen Products
pr_001234709,0.000094,No Mappings With Chosen Products
pr_001351444,0.000486,No Mappings With Chosen Products
pr_001257150,0.000094,No Mappings With Chosen Products
pr_001202660,0.000440,No Mappings With Chosen Products
pr_001509347,0.000094,No Mappings With Chosen Products
pr_001184366,0.000094,No Mappings With Chosen Products
pr_001223341,0.000606,No Mappings With Chosen Products
pr_001269535,0.000094,No Mappings With Chosen Products
pr_001179769,0.000094,No Mappings With Chosen Products
pr_001246686,0.000092,No Mappings With Chosen Products
pr_001216487,0.000094,No Mappings With Chosen Products
pr_001213042,0.000094,No Mappings With Chosen Products
pr_001278432,0.000190,No Mappings With Chosen Products
pr_001510986,0.000094,No Mappings With Chosen Products
