Prospect OID,Prospect BMU Dist,<these prospects have no product mappings among specified products>
pr_001319796,0.000094,No Mappings With Chosen Products
pr_001344959,0.000094,No Mappings With Chosen Products
us_000519907,0.031428,No Mappings With Chosen Products
us_000511895,0.237823,No Mappings With Chosen Products
pr_001378392,0.000198,No Mappings With Chosen Products
pr_001365480,0.000189,No Mappings With Chosen Products
us_000546593,0.000094,No Mappings With Chosen Products
pr_001446545,0.002734,No Mappings With Chosen Products
pr_001281450,0.000094,No Mappings With Chosen Products
pr_001290559,0.000092,No Mappings With Chosen Products
pr_001172377,0.000094,No Mappings With Chosen Products
pr_001217684,0.000094,No Mappings With Chosen Products
pr_001456011,0.001723,No Mappings With Chosen Products
pr_001513896,0.000093,No Mappings With Chosen Products
us_000573870,1.493722,No Mappings With Chosen Products
pr_001226770,0.000848,No Mappings With Chosen Products
pr_001331922,0.000825,No Mappings With Chosen Products
pr_001295512,0.000091,No Mappings With Chosen Products
pr_001568204,0.000027,No Mappings With Chosen Products
pr_001224127,0.000094,No Mappings With Chosen Products
pr_001259449,0.000092,No Mappings With Chosen Products
us_000469892,0.546696,No Mappings With Chosen Products
pr_001494114,0.000831,No Mappings With Chosen Products
pr_001256234,0.000094,No Mappings With Chosen Products
pr_001278112,0.000094,No Mappings With Chosen Products
pr_001486749,0.000094,No Mappings With Chosen Products
pr_001179002,0.000092,No Mappings With Chosen Products
us_000596674,0.524619,No Mappings With Chosen Products
pr_001200880,0.000124,No Mappings With Chosen Products
pr_001267877,0.000094,No Mappings With Chosen Products
pr_001237574,0.000135,No Mappings With Chosen Products
pr_001311894,0.000094,No Mappings With Chosen Products
pr_001371603,0.000094,No Mappings With Chosen Products
pr_001361543,0.000159,No Mappings With Chosen Products
pr_001188845,0.000094,No Mappings With Chosen Products
pr_001235688,0.000094,No Mappings With Chosen Products
pr_001244494,0.000094,No Mappings With Chosen Products
pr_001198911,0.000094,No Mappings With Chosen Products
pr_001237434,0.000094,No Mappings With Chosen Products
pr_001362283,0.000198,No Mappings With Chosen Products
pr_001289296,0.000094,No Mappings With Chosen Products
us_000338716,1.011652,No Mappings With Chosen Products
pr_001339189,0.000094,No Mappings With Chosen Products
pr_001191791,0.000094,No Mappings With Chosen Products
pr_001005687,0.125269,No Mappings With Chosen Products
us_000542488,1.049092,No Mappings With Chosen Products
us_000505129,0.568398,No Mappings With Chosen Products
pr_001213651,0.000094,No Mappings With Chosen Products
pr_001347715,0.000094,No Mappings With Chosen Products
pr_001237392,0.000128,No Mappings With Chosen Products
pr_001433343,0.000094,No Mappings With Chosen Products
us_000374071,0.675476,No Mappings With Chosen Products
pr_001367289,0.000094,No Mappings With Chosen Products
pr_001277343,0.000094,No Mappings With Chosen Products
pr_001269180,0.000191,No Mappings With Chosen Products
us_000585854,1.133356,No Mappings With Chosen Products
pr_001354685,0.000094,No Mappings With Chosen Products
pr_001295445,0.000094,No Mappings With Chosen Products
pr_001328266,0.000094,No Mappings With Chosen Products
us_000495433,0.497144,No Mappings With Chosen Products
pr_001259395,0.000094,No Mappings With Chosen Products
pr_001327758,0.000094,No Mappings With Chosen Products
pr_001250055,0.000094,No Mappings With Chosen Products
pr_001367789,0.000094,No Mappings With Chosen Products
pr_001198809,0.000198,No Mappings With Chosen Products
pr_001307657,0.000093,No Mappings With Chosen Products
pr_001286383,0.000091,No Mappings With Chosen Products
us_000552717,0.800135,No Mappings With Chosen Products
pr_001318047,0.000094,No Mappings With Chosen Products
pr_001318086,0.000093,No Mappings With Chosen Products
pr_001176987,0.000092,No Mappings With Chosen Products
pr_000293125,0.000136,No Mappings With Chosen Products
pr_001213780,0.000094,No Mappings With Chosen Products
pr_001312215,0.000094,No Mappings With Chosen Products
pr_001242559,0.000094,No Mappings With Chosen Products
pr_001264268,0.000094,No Mappings With Chosen Products
pr_001312704,0.000094,No Mappings With Chosen Products
pr_001246709,0.000152,No Mappings With Chosen Products
pr_001495440,0.000094,No Mappings With Chosen Products
pr_001191535,0.000094,No Mappings With Chosen Products
pr_001246568,0.000092,No Mappings With Chosen Products
pr_001517069,0.000093,No Mappings With Chosen Products
pr_001361285,0.000094,No Mappings With Chosen Products
pr_001523749,0.000094,No Mappings With Chosen Products
pr_001262471,0.000094,No Mappings With Chosen Products
pr_001169025,0.000094,No Mappings With Chosen Products
pr_001296779,0.000094,No Mappings With Chosen Products
us_000540175,0.000137,No Mappings With Chosen Products
us_000531259,0.001725,No Mappings With Chosen Products
pr_001524469,0.000187,No Mappings With Chosen Products
pr_001311237,0.000094,No Mappings With Chosen Products
pr_001342980,0.000198,No Mappings With Chosen Products
pr_001327540,0.000094,No Mappings With Chosen Products
pr_001427936,0.000094,No Mappings With Chosen Products
pr_001261413,0.000093,No Mappings With Chosen Products
pr_001264354,0.000094,No Mappings With Chosen Products
pr_001206008,0.000094,No Mappings With Chosen Products
us_000533816,0.001366,No Mappings With Chosen Products
pr_001567925,0.000027,No Mappings With Chosen Products
pr_001286947,0.000094,No Mappings With Chosen Products
pr_001377951,0.000094,No Mappings With Chosen Products
pr_000956603,0.009535,No Mappings With Chosen Products
pr_001431799,0.000847,No Mappings With Chosen Products
us_000557758,0.038052,No Mappings With Chosen Products
us_000523919,0.001866,No Mappings With Chosen Products
pr_001348232,0.000094,No Mappings With Chosen Products
pr_001196999,0.000094,No Mappings With Chosen Products
pr_001438910,0.000094,No Mappings With Chosen Products
pr_001221322,0.000094,No Mappings With Chosen Products
us_000513517,0.960916,No Mappings With Chosen Products
pr_001271595,0.000094,No Mappings With Chosen Products
pr_000746134,0.000094,No Mappings With Chosen Products
us_000555155,0.127877,No Mappings With Chosen Products
pr_001323095,0.000094,No Mappings With Chosen Products
pr_001209182,0.000094,No Mappings With Chosen Products
pr_001221081,0.000094,No Mappings With Chosen Products
pr_001203838,0.000094,No Mappings With Chosen Products
pr_001456442,0.018261,No Mappings With Chosen Products
pr_001337523,0.000094,No Mappings With Chosen Products
pr_001447143,0.000318,No Mappings With Chosen Products
pr_001194031,0.000094,No Mappings With Chosen Products
us_000458754,0.154644,No Mappings With Chosen Products
us_000513265,0.000142,No Mappings With Chosen Products
us_000533023,1.099069,No Mappings With Chosen Products
pr_000433610,0.000094,No Mappings With Chosen Products
pr_001361316,0.000093,No Mappings With Chosen Products
pr_001252366,0.000137,No Mappings With Chosen Products
pr_001239374,0.000124,No Mappings With Chosen Products
pr_001384574,0.000094,No Mappings With Chosen Products
pr_001477384,0.000091,No Mappings With Chosen Products
pr_001501556,0.000094,No Mappings With Chosen Products
pr_001375635,0.000094,No Mappings With Chosen Products
pr_001334481,0.000094,No Mappings With Chosen Products
pr_001201072,0.000179,No Mappings With Chosen Products
pr_001262357,0.000093,No Mappings With Chosen Products
pr_001213928,0.000094,No Mappings With Chosen Products
pr_001257613,0.000093,No Mappings With Chosen Products
pr_001315711,0.000094,No Mappings With Chosen Products
pr_001227999,0.000094,No Mappings With Chosen Products
us_000561015,0.000361,No Mappings With Chosen Products
us_000567290,0.000147,No Mappings With Chosen Products
us_000599060,0.646524,No Mappings With Chosen Products
pr_001255547,0.000195,No Mappings With Chosen Products
pr_001230055,0.000094,No Mappings With Chosen Products
pr_001288387,0.000094,No Mappings With Chosen Products
pr_001340010,0.000198,No Mappings With Chosen Products
pr_001325426,0.000094,No Mappings With Chosen Products
pr_001367640,0.000094,No Mappings With Chosen Products
pr_001211833,0.000172,No Mappings With Chosen Products
us_000513497,0.453613,No Mappings With Chosen Products
us_000319861,1.023205,No Mappings With Chosen Products
pr_001307384,0.000094,No Mappings With Chosen Products
us_000234394,1.009102,No Mappings With Chosen Products
pr_001566440,0.000027,No Mappings With Chosen Products
