Product ID : 906 # of JPs covered : 1 : 68 : Bankruptcy, 
OID,Confidence at Map Node,Error at Map Node
pr_001019638,0.642199, 0.250915
pr_000981860,0.642199, 0.250917
pr_000838745,0.642199, 0.250917
pr_001082135,0.642199, 0.250983
pr_000910916,0.642199, 0.250985
pr_000637882,0.642199, 0.250999
pr_000669978,0.642199, 0.251056
pr_000768638,0.642199, 0.251057
pr_000433704,0.642199, 0.251057
pr_000744020,0.642199, 0.251057
pr_000844411,0.642199, 0.251057
pr_000668832,0.642199, 0.251057
pr_000866745,0.642199, 0.251057
pr_000858177,0.642199, 0.251057
pr_000972101,0.642199, 0.251057
pr_000433460,0.642199, 0.251057
pr_000759790,0.642199, 0.251057
pr_000597718,0.642199, 0.251057
pr_000877624,0.642199, 0.251057
pr_000967714,0.642199, 0.251187
pr_000946354,0.642199, 0.251190
pr_000846473,0.642199, 0.251204
pr_000159130,0.642199, 0.251273
pr_000377553,0.642199, 0.251306
pr_000907961,0.642199, 0.251336
pr_000735938,0.642199, 0.251345
pr_000909145,0.642199, 0.251394
pr_000970311,0.642199, 0.251394
pr_001030334,0.642199, 0.251450
pr_000699532,0.642199, 0.251612
pr_001153644,0.642199, 0.251667
pr_001010771,0.642199, 0.252044
pr_000909116,0.642199, 0.252167
pr_000755519,0.642199, 0.252173
pr_000169140,0.642199, 0.252742
pr_001981655,0.642199, 0.252758
pr_001609102,0.642199, 0.252884
pr_001601517,0.642199, 0.252909
pr_000644564,0.642199, 0.253025
pr_000660194,0.642199, 0.253172
pr_000762647,0.642199, 0.253213
pr_001899442,0.642199, 0.253395
pr_001828802,0.642199, 0.253450
pr_001932387,0.642199, 0.253451
pr_001150883,0.642199, 0.253865
pr_000933723,0.642199, 0.254635
pr_000833524,0.642199, 0.254973
pr_001900602,0.642199, 0.255014
pr_001603523,0.642199, 0.255059
pr_000762002,0.642199, 0.255275
pr_000729354,0.642199, 0.255518
pr_000248164,0.642199, 0.255667
pr_001074533,0.642199, 0.255667
pr_001409394,0.642199, 0.255740
pr_000692847,0.642199, 0.256203
pr_000166825,0.642199, 0.256371
pr_000378225,0.642199, 0.256680
pr_001121186,0.642199, 0.256921
pr_000665506,0.642199, 0.257099
pr_000858980,0.642199, 0.257275
pr_000730642,0.642199, 0.257320
pr_000841613,0.642199, 0.257320
pr_000924621,0.642199, 0.257320
pr_000973434,0.642199, 0.258033
pr_000760797,0.642199, 0.258382
pr_002062096,0.642199, 0.258424
pr_000697482,0.642199, 0.258731
pr_000159019,0.642199, 0.258888
pr_000731387,0.642199, 0.259094
pr_001391411,0.642199, 0.260221
pr_000650419,0.642199, 0.260299
pr_001022634,0.642199, 0.260368
pr_000569616,0.642199, 0.260689
pr_001923033,0.642199, 0.260828
pr_000266396,0.642199, 0.260850
pr_000893444,0.642199, 0.261131
pr_001657977,0.642199, 0.261526
pr_000995528,0.642199, 0.261980
pr_000630733,0.642199, 0.261999
pr_000945166,0.642199, 0.262266
pr_000844790,0.642199, 0.262345
pr_001148495,0.642199, 0.262446
pr_000744135,0.642199, 0.262979
pr_000858979,0.642199, 0.263580
pr_000735697,0.642199, 0.266220
pr_000209961,0.642199, 0.267170
pr_000636334,0.642199, 0.267585
pr_000867159,0.642199, 0.268479
pr_001108811,0.642199, 0.270708
pr_000295717,0.642199, 0.271589
pr_001903949,0.642199, 0.275387
pr_001920485,0.642199, 0.279504
pr_001920486,0.642199, 0.279504
pr_001781872,0.642199, 0.280158
pr_001964340,0.642199, 0.280875
pr_001928881,0.642199, 0.283059
pr_001926887,0.642199, 0.287952
pr_001133245,0.642199, 0.295246
pr_002199220,0.642199, 0.295338
pr_001072597,0.642199, 0.307780
pr_001640748,0.642199, 0.311318
pr_000899846,0.642199, 0.311402
pr_001395625,0.642199, 0.375843
pr_001408874,0.642199, 0.377411
pr_000848792,0.642199, 0.395467
pr_001209736,0.642199, 1.293264
pr_001207496,0.642199, 1.345261
pr_001583874,0.592200, 0.207751
pr_001417387,0.592200, 0.213412
pr_000729913,0.592200, 0.213638
pr_000292127,0.592200, 0.214268
pr_000634772,0.592200, 0.215208
pr_001116223,0.592200, 0.215422
pr_000728450,0.592200, 0.215435
pr_000917076,0.592200, 0.215435
pr_000580498,0.592200, 0.215507
pr_000761302,0.592200, 0.215518
pr_000767868,0.592200, 0.215518
pr_000655078,0.592200, 0.215669
pr_000846837,0.592200, 0.216156
pr_000733055,0.592200, 0.216773
pr_000864823,0.592200, 0.216773
pr_000716228,0.592200, 0.216773
pr_000845182,0.592200, 0.216829
pr_000708993,0.592200, 0.217142
pr_000829132,0.592200, 0.217198
pr_001031122,0.592200, 0.217205
pr_000975164,0.592200, 0.217222
pr_001109395,0.592200, 0.217416
pr_000846070,0.592200, 0.217416
pr_000717066,0.592200, 0.218073
pr_000934168,0.592200, 0.218073
pr_000770023,0.592200, 0.218073
pr_000887441,0.592200, 0.218159
pr_000760682,0.592200, 0.218294
pr_001404756,0.592200, 0.218489
pr_000233200,0.592200, 0.218535
pr_000833829,0.592200, 0.218581
pr_000195774,0.592200, 0.218680
pr_000645631,0.592200, 0.218680
pr_000706862,0.592200, 0.218680
pr_000711829,0.592200, 0.218680
pr_000177909,0.592200, 0.218680
pr_000844857,0.592200, 0.218680
pr_000927005,0.592200, 0.218680
pr_001605224,0.592200, 0.218821
pr_001409286,0.592200, 0.218965
pr_000220786,0.592200, 0.218975
pr_000907573,0.592200, 0.218999
pr_000003421,0.592200, 0.219049
pr_000162640,0.592200, 0.219123
pr_000735056,0.592200, 0.219132
pr_000744513,0.592200, 0.219132
pr_000882917,0.592200, 0.219132
pr_000912219,0.592200, 0.219141
pr_000973499,0.592200, 0.219164
pr_001059793,0.592200, 0.219204
pr_001588615,0.592200, 0.219204
pr_000727492,0.592200, 0.219240
pr_001055748,0.592200, 0.219240
pr_000838436,0.592200, 0.219240
pr_000996448,0.592200, 0.219299
pr_000829455,0.592200, 0.219319
pr_000892511,0.592200, 0.219323
pr_000882709,0.592200, 0.219323
pr_000829253,0.592200, 0.219323
pr_000929005,0.592200, 0.219323
pr_000755587,0.592200, 0.219323
pr_001614669,0.592200, 0.219323
pr_000899321,0.592200, 0.219323
pr_000864585,0.592200, 0.219323
pr_000990057,0.592200, 0.219323
pr_000759048,0.592200, 0.219323
pr_000566103,0.592200, 0.219323
pr_000644723,0.592200, 0.219323
pr_000736013,0.592200, 0.219323
pr_000758158,0.592200, 0.219323
pr_000746566,0.592200, 0.219323
pr_000169350,0.592200, 0.219323
pr_000570855,0.592200, 0.219323
pr_000597446,0.592200, 0.219323
pr_000976420,0.592200, 0.219323
pr_000730179,0.592200, 0.219323
pr_000692552,0.592200, 0.219323
pr_000827987,0.592200, 0.219419
pr_000827918,0.592200, 0.219419
pr_000288220,0.592200, 0.219419
pr_000891429,0.592200, 0.219512
pr_000996545,0.592200, 0.219524
pr_000714960,0.592200, 0.219599
pr_001018470,0.592200, 0.219659
pr_000986140,0.592200, 0.219766
pr_000758797,0.592200, 0.219976
pr_000158115,0.592200, 0.219988
pr_000166599,0.592200, 0.219988
pr_001025390,0.592200, 0.219988
pr_000893187,0.592200, 0.219988
pr_000585008,0.592200, 0.219988
pr_000339728,0.592200, 0.219988
pr_000665490,0.592200, 0.219988
pr_000893068,0.592200, 0.219988
pr_001006116,0.592200, 0.220054
pr_000730771,0.592200, 0.220136
pr_000588144,0.592200, 0.220229
pr_000890349,0.592200, 0.220436
pr_001019368,0.592200, 0.220465
pr_000994810,0.592200, 0.220573
pr_000171434,0.592200, 0.220595
pr_000696057,0.592200, 0.220595
pr_000898631,0.592200, 0.220595
pr_000897874,0.592200, 0.220595
pr_000646560,0.592200, 0.220595
pr_000721287,0.592200, 0.220595
pr_000943380,0.592200, 0.220595
pr_000735147,0.592200, 0.220595
pr_000864895,0.592200, 0.220595
pr_000592865,0.592200, 0.220595
pr_001106090,0.592200, 0.220595
pr_000861550,0.592200, 0.220595
pr_000330723,0.592200, 0.220595
pr_000195081,0.592200, 0.220595
pr_000231841,0.592200, 0.220595
pr_001117692,0.592200, 0.220595
pr_000829777,0.592200, 0.220595
pr_000906144,0.592200, 0.220595
pr_001018160,0.592200, 0.220595
pr_000562434,0.592200, 0.220595
pr_000728299,0.592200, 0.220595
pr_000758541,0.592200, 0.220595
pr_000907428,0.592200, 0.220595
pr_000769058,0.592200, 0.220595
pr_000728522,0.592200, 0.220595
pr_000972063,0.592200, 0.220595
pr_000846665,0.592200, 0.220595
pr_000719130,0.592200, 0.220595
pr_000904743,0.592200, 0.220595
pr_001137784,0.592200, 0.220595
pr_001647946,0.592200, 0.220595
pr_000337807,0.592200, 0.220595
pr_000634937,0.592200, 0.220595
pr_000719077,0.592200, 0.220595
pr_000567838,0.592200, 0.220595
pr_001138209,0.592200, 0.220595
pr_001164535,0.592200, 0.220595
pr_000728265,0.592200, 0.220595
pr_001137774,0.592200, 0.220595
pr_001141066,0.592200, 0.220595
pr_000194506,0.592200, 0.220609
pr_000164871,0.592200, 0.220617
pr_000992964,0.592200, 0.220654
pr_000719864,0.592200, 0.220654
pr_001008488,0.592200, 0.220660
pr_000276455,0.592200, 0.220736
pr_000228609,0.592200, 0.220892
pr_000318395,0.592200, 0.220928
pr_001410725,0.592200, 0.220964
pr_000981688,0.592200, 0.221012
pr_000858314,0.592200, 0.221033
pr_001697330,0.592200, 0.221035
pr_000286090,0.592200, 0.221040
pr_000864981,0.592200, 0.221044
pr_001019637,0.592200, 0.221044
pr_001714485,0.592200, 0.221044
pr_000850149,0.592200, 0.221044
pr_001033358,0.592200, 0.221044
pr_001022614,0.592200, 0.221044
pr_000759201,0.592200, 0.221047
pr_000877342,0.592200, 0.221047
pr_000906351,0.592200, 0.221047
pr_000971014,0.592200, 0.221047
pr_000704175,0.592200, 0.221047
pr_001002243,0.592200, 0.221079
pr_001011303,0.592200, 0.221082
pr_001002062,0.592200, 0.221119
pr_000879187,0.592200, 0.221119
pr_000766452,0.592200, 0.221119
pr_001121917,0.592200, 0.221119
pr_000712504,0.592200, 0.221119
pr_000169912,0.592200, 0.221155
pr_000835558,0.592200, 0.221155
pr_000725157,0.592200, 0.221155
pr_000563426,0.592200, 0.221155
pr_000975913,0.592200, 0.221205
pr_000003599,0.592200, 0.221217
pr_000883174,0.592200, 0.221223
pr_000716322,0.592200, 0.221223
pr_000862957,0.592200, 0.221223
pr_000884016,0.592200, 0.221227
pr_001006705,0.592200, 0.221229
pr_000838712,0.592200, 0.221238
pr_000580574,0.592200, 0.221238
pr_000756435,0.592200, 0.221238
pr_001698819,0.592200, 0.221238
pr_000725844,0.592200, 0.221238
pr_000971346,0.592200, 0.221238
pr_001601667,0.592200, 0.221238
pr_000858198,0.592200, 0.221238
pr_001705315,0.592200, 0.221238
pr_000175671,0.592200, 0.221238
pr_000949418,0.592200, 0.221238
pr_001586612,0.592200, 0.221238
pr_000888555,0.592200, 0.221238
pr_000859301,0.592200, 0.221238
pr_000916237,0.592200, 0.221238
pr_000716163,0.592200, 0.221238
pr_000837679,0.592200, 0.221238
pr_000844993,0.592200, 0.221238
pr_001160598,0.592200, 0.221238
pr_000845129,0.592200, 0.221238
pr_000731459,0.592200, 0.221238
pr_001813272,0.592200, 0.221238
pr_001037992,0.592200, 0.221238
pr_000913422,0.592200, 0.221238
pr_000004055,0.592200, 0.221238
pr_001056824,0.592200, 0.221238
pr_000579053,0.592200, 0.221238
pr_000996165,0.592200, 0.221238
pr_001588512,0.592200, 0.221238
pr_001160359,0.592200, 0.221238
pr_000888035,0.592200, 0.221238
pr_000588947,0.592200, 0.221238
pr_000928265,0.592200, 0.221238
pr_000857514,0.592200, 0.221238
pr_000950003,0.592200, 0.221238
pr_000964345,0.592200, 0.221238
pr_001021452,0.592200, 0.221238
pr_001601490,0.592200, 0.221238
pr_000161564,0.592200, 0.221238
pr_000830983,0.592200, 0.221238
pr_000590041,0.592200, 0.221238
pr_000869288,0.592200, 0.221238
pr_000731224,0.592200, 0.221238
pr_000004082,0.592200, 0.221238
pr_000585046,0.592200, 0.221238
pr_000735571,0.592200, 0.221238
pr_000279475,0.592200, 0.221238
pr_001004946,0.592200, 0.221238
pr_002178522,0.592200, 0.221238
pr_000177834,0.592200, 0.221238
pr_001646594,0.592200, 0.221238
pr_000879523,0.592200, 0.221238
pr_000635680,0.592200, 0.221238
pr_000211441,0.592200, 0.221238
pr_000712026,0.592200, 0.221238
pr_000832884,0.592200, 0.221238
pr_001005121,0.592200, 0.221238
pr_000738534,0.592200, 0.221238
pr_001900374,0.592200, 0.221238
pr_000887721,0.592200, 0.221238
pr_000923477,0.592200, 0.221238
pr_000979836,0.592200, 0.221238
pr_000582240,0.592200, 0.221238
pr_000588885,0.592200, 0.221238
pr_000579330,0.592200, 0.221238
pr_001134004,0.592200, 0.221238
pr_000964121,0.592200, 0.221238
pr_000207847,0.592200, 0.221238
pr_000595098,0.592200, 0.221238
pr_000565596,0.592200, 0.221238
pr_000924092,0.592200, 0.221238
pr_000914386,0.592200, 0.221238
pr_000179974,0.592200, 0.221238
pr_000299469,0.592200, 0.221238
pr_000742257,0.592200, 0.221238
pr_000832286,0.592200, 0.221238
pr_001415946,0.592200, 0.221238
pr_001074479,0.592200, 0.221238
pr_000973280,0.592200, 0.221238
pr_000876966,0.592200, 0.221238
pr_001031959,0.592200, 0.221238
pr_000994388,0.592200, 0.221238
pr_000731159,0.592200, 0.221238
pr_000693253,0.592200, 0.221238
pr_000640484,0.592200, 0.221238
pr_000319082,0.592200, 0.221238
pr_000912931,0.592200, 0.221238
pr_000713112,0.592200, 0.221238
pr_000836403,0.592200, 0.221238
pr_000708482,0.592200, 0.221238
pr_001655022,0.592200, 0.221238
pr_000835669,0.592200, 0.221238
pr_000972010,0.592200, 0.221238
pr_000741258,0.592200, 0.221238
pr_002155725,0.592200, 0.221238
pr_001603612,0.592200, 0.221238
pr_001007664,0.592200, 0.221238
pr_000981328,0.592200, 0.221238
pr_001401575,0.592200, 0.221238
pr_000845238,0.592200, 0.221238
pr_001057640,0.592200, 0.221238
pr_000769791,0.592200, 0.221238
pr_002056367,0.592200, 0.221238
pr_000733419,0.592200, 0.221238
pr_000003713,0.592200, 0.221238
pr_000888032,0.592200, 0.221238
pr_001766099,0.592200, 0.221238
pr_000757990,0.592200, 0.221238
pr_000744503,0.592200, 0.221238
pr_000887457,0.592200, 0.221238
pr_000847492,0.592200, 0.221238
pr_000929836,0.592200, 0.221238
pr_000759802,0.592200, 0.221238
pr_001010127,0.592200, 0.221238
pr_000844358,0.592200, 0.221238
pr_000828858,0.592200, 0.221238
pr_001031446,0.592200, 0.221238
pr_000767243,0.592200, 0.221238
pr_000691678,0.592200, 0.221238
pr_001900377,0.592200, 0.221238
pr_000705895,0.592200, 0.221238
pr_000947420,0.592200, 0.221238
pr_000843405,0.592200, 0.221238
pr_000891451,0.592200, 0.221238
pr_000845404,0.592200, 0.221238
pr_001619154,0.592200, 0.221238
pr_001814499,0.592200, 0.221238
pr_000690372,0.592200, 0.221238
pr_000582046,0.592200, 0.221238
pr_000847997,0.592200, 0.221238
pr_000850228,0.592200, 0.221238
pr_000665662,0.592200, 0.221238
pr_001109069,0.592200, 0.221238
pr_001416390,0.592200, 0.221238
pr_000759839,0.592200, 0.221238
pr_000844194,0.592200, 0.221238
pr_000918793,0.592200, 0.221238
pr_000708207,0.592200, 0.221238
pr_000765780,0.592200, 0.221238
pr_001017907,0.592200, 0.221238
pr_001097024,0.592200, 0.221238
pr_000915659,0.592200, 0.221238
pr_001615586,0.592200, 0.221238
pr_000829482,0.592200, 0.221238
pr_001600744,0.592200, 0.221238
pr_000158719,0.592200, 0.221241
pr_001145314,0.592200, 0.221274
pr_000858754,0.592200, 0.221298
pr_000003819,0.592200, 0.221302
pr_000860416,0.592200, 0.221338
pr_001417335,0.592200, 0.221341
pr_001131640,0.592200, 0.221346
pr_000986165,0.592200, 0.221389
pr_000627141,0.592200, 0.221400
pr_000718485,0.592200, 0.221400
pr_001002305,0.592200, 0.221400
pr_001395585,0.592200, 0.221400
pr_000004029,0.592200, 0.221407
pr_000207381,0.592200, 0.221426
pr_001004837,0.592200, 0.221429
pr_000738367,0.592200, 0.221434
pr_000845388,0.592200, 0.221438
pr_001051403,0.592200, 0.221485
pr_000880513,0.592200, 0.221558
pr_000167028,0.592200, 0.221595
pr_000720066,0.592200, 0.221595
pr_000880358,0.592200, 0.221595
pr_000904345,0.592200, 0.221595
pr_001911529,0.592200, 0.221595
pr_000223281,0.592200, 0.221659
pr_000985516,0.592200, 0.221828
pr_001142872,0.592200, 0.221831
pr_000971155,0.592200, 0.221866
pr_000882607,0.592200, 0.222028
pr_001113644,0.592200, 0.222257
pr_001699520,0.592200, 0.222866
pr_000339662,0.592200, 0.223083
pr_000197857,0.592200, 0.223988
pr_000757660,0.592200, 0.224103
pr_000861838,0.592200, 0.224302
pr_000164774,0.592200, 0.224477
pr_000292665,0.592200, 0.225210
pr_000924723,0.592200, 0.225626
pr_001121143,0.592200, 0.225948
pr_000735537,0.592200, 0.227698
pr_000979886,0.592200, 0.228231
pr_000945098,0.592200, 0.231105
pr_000003293,0.592200, 0.234888
pr_000276496,0.592200, 0.237179
pr_000843511,0.592200, 0.240903
pr_000860487,0.592200, 0.256060
pr_000569433,0.592200, 0.278719
us_000520789,0.585601, 0.000000
us_000563976,0.585601, 0.000003
us_000532184,0.585601, 0.000291
pr_001990542,0.536960, 0.000001
us_000569642,0.536960, 0.000305
us_000548261,0.536960, 0.002815
us_000492574,0.536960, 0.005765
pr_001129814,0.531058, 0.000000
pr_001130253,0.531058, 0.000000
pr_001401058,0.531058, 0.000000
pr_001126350,0.531058, 0.000000
pr_001130343,0.531058, 0.000000
pr_001014452,0.531058, 0.000000
pr_001128564,0.531058, 0.000000
pr_000553631,0.531058, 0.000000
pr_000979388,0.531058, 0.000000
pr_001126527,0.531058, 0.000000
pr_001128467,0.531058, 0.000000
pr_000979316,0.531058, 0.000000
pr_001128274,0.531058, 0.000000
us_000558652,0.531058, 0.000000
us_000542920,0.531058, 0.000000
us_000553651,0.531058, 0.000000
pr_001612512,0.531058, 0.000000
pr_000689893,0.531058, 0.000000
pr_001661875,0.531058, 0.000003
pr_001056907,0.531058, 0.000003
pr_000733337,0.531058, 0.000003
pr_001682170,0.531058, 0.000003
pr_000626543,0.531058, 0.000003
pr_001008637,0.531058, 0.000004
pr_002095344,0.531058, 0.000004
us_000537309,0.531058, 0.000006
pr_000526777,0.531058, 0.000007
pr_001013248,0.531058, 0.000007
pr_001033568,0.531058, 0.000012
pr_000847702,0.531058, 0.000015
pr_002062722,0.531058, 0.000019
pr_001999429,0.531058, 0.000020
pr_000633068,0.531058, 0.000026
us_000597549,0.531058, 0.000044
us_000551173,0.531058, 0.000098
us_000542916,0.531058, 0.000543
us_000476765,0.531058, 0.000860
us_000546502,0.531058, 0.001415
us_000594803,0.531058, 0.002058
us_000483853,0.531058, 0.003330
us_000478803,0.531058, 0.016506
us_000545942,0.531058, 0.032574
us_000537082,0.531058, 0.038749
us_000497706,0.531058, 0.065039
us_000531618,0.531058, 4.458370
us_000491042,0.531058, 4.718196
pr_000996452,0.528777, 0.000000
pr_001112026,0.528777, 0.000001
pr_000438113,0.528777, 0.000006
us_000568328,0.528777, 0.000007
pr_000690173,0.528777, 0.000009
us_000567526,0.528777, 0.000867
us_000567557,0.528777, 0.000867
us_000481055,0.528777, 0.000966
us_000561229,0.528777, 0.002446
us_000527368,0.528777, 0.002446
us_000566141,0.528777, 0.002446
us_000545513,0.528777, 0.002446
us_000617469,0.528777, 0.002446
us_000566951,0.528777, 0.002755
us_000487415,0.528777, 0.002892
us_000567159,0.528777, 0.003557
us_000571870,0.528777, 0.005735
us_000566568,0.528777, 0.021211
us_000422908,0.528777, 0.031875
us_000520998,0.455246, 0.000000
pr_002131524,0.455246, 0.000000
pr_001684346,0.455246, 0.000000
pr_001018932,0.455246, 0.000000
pr_002141441,0.455246, 0.000000
pr_000413445,0.455246, 0.000000
pr_000628165,0.455246, 0.000000
pr_000454330,0.455246, 0.000000
pr_000826627,0.455246, 0.000000
pr_000891587,0.455246, 0.000000
pr_001909445,0.455246, 0.000000
pr_001635495,0.455246, 0.000000
pr_001734200,0.455246, 0.000000
pr_001635070,0.455246, 0.000000
pr_000824697,0.455246, 0.000000
pr_000625925,0.455246, 0.000001
pr_000887331,0.455246, 0.000001
pr_000768974,0.455246, 0.000001
pr_000737219,0.455246, 0.000011
pr_000884679,0.455246, 0.000317
us_000497856,0.455246, 1.904602
us_000481821,0.455246, 2.208065
us_000486854,0.455246, 2.293633
us_000492449,0.455246, 2.310500
us_000510411,0.455246, 2.349105
us_000487831,0.455246, 2.369177
us_000491348,0.455246, 2.407476
us_000535760,0.455246, 2.517771
us_000473243,0.455246, 2.531175
us_000496366,0.455246, 2.545263
us_000533396,0.455246, 2.556550
us_000515878,0.455246, 2.570904
us_000519318,0.455246, 2.582807
us_000522809,0.455246, 2.614894
us_000499997,0.455246, 2.655034
us_000475389,0.455246, 2.656923
us_000492046,0.455246, 2.662038
us_000496875,0.455246, 2.682639
us_000535864,0.455246, 2.723577
us_000477527,0.455246, 2.724568
us_000058873,0.455246, 2.751217
us_000535661,0.455246, 2.773106
us_000529607,0.455246, 2.794048
us_000493713,0.455246, 2.800735
us_000525338,0.455246, 2.852850
us_000576227,0.455246, 2.856922
us_000532326,0.455246, 2.916571
us_000477528,0.455246, 2.939668
us_000541439,0.455246, 2.940261
us_000510006,0.455246, 2.943415
us_000493955,0.455246, 2.948580
us_000521662,0.455246, 2.950938
us_000500106,0.455246, 2.960663
us_000546456,0.455246, 2.961467
us_000498571,0.455246, 2.990006
us_000516222,0.455246, 2.992189
us_000501023,0.455246, 2.992189
us_000502725,0.455246, 2.992470
us_000482865,0.455246, 3.005139
us_000477464,0.455246, 3.015821
us_000500935,0.455246, 3.018813
us_000499565,0.455246, 3.028676
us_000599700,0.455246, 3.052369
us_000521294,0.455246, 3.072110
us_000065098,0.455246, 3.072722
us_000524064,0.455246, 3.079230
us_000523081,0.455246, 3.096975
us_000502627,0.455246, 3.197561
pr_000891006,0.372319, 0.000007
pr_001899371,0.372319, 0.000060
pr_001896815,0.372319, 0.000060
pr_001899376,0.372319, 0.000060
pr_001899180,0.372319, 0.000060
pr_001897016,0.372319, 0.000084
pr_001898602,0.372319, 0.000084
pr_001032027,0.372319, 0.120591
pr_000890103,0.372319, 0.120591
pr_000238112,0.372319, 0.125137
pr_000001654,0.372319, 0.128002
pr_000001499,0.372319, 0.132682
pr_000001978,0.372319, 0.132698
pr_000001689,0.372319, 0.132824
pr_000002596,0.372319, 0.133699
pr_000002139,0.372319, 0.134120
pr_000001916,0.372319, 0.134157
pr_000002753,0.372319, 0.134188
pr_000001552,0.372319, 0.134196
pr_000001944,0.372319, 0.134212
pr_000003172,0.372319, 0.134221
pr_000003316,0.372319, 0.134221
pr_000002822,0.372319, 0.137245
pr_000002240,0.372319, 0.139895
us_000540035,0.343089, 0.000000
pr_000651906,0.343089, 0.000002
us_000512920,0.343089, 0.000019
pr_001149774,0.343089, 0.000088
us_000501143,0.343089, 0.000103
us_000498349,0.343089, 0.000103
us_000502654,0.343089, 0.000103
pr_000903050,0.343089, 0.000117
pr_001806616,0.343089, 0.000128
pr_000930785,0.343089, 0.000151
pr_000874577,0.343089, 0.000151
pr_001134915,0.343089, 0.000154
pr_002077351,0.343089, 0.000154
pr_001961003,0.343089, 0.000154
pr_001029050,0.343089, 0.000246
pr_000627459,0.343089, 0.000430
us_000500588,0.343089, 0.000507
us_000522052,0.343089, 0.000673
us_000610450,0.343089, 0.000689
us_000594830,0.343089, 0.000693
us_000612430,0.343089, 0.000733
pr_000756997,0.343089, 0.001035
us_000588669,0.343089, 0.001129
us_000577052,0.343089, 0.001609
us_000610119,0.343089, 0.002575
us_000609931,0.343089, 0.002576
us_000609127,0.343089, 0.002666
us_000614799,0.343089, 0.003224
us_000555086,0.343089, 0.003426
us_000609010,0.343089, 0.004445
pr_002230237,0.343089, 0.007885
us_000552066,0.343089, 0.012105
us_000607956,0.343089, 0.061227
us_000601185,0.343089, 0.080645
us_000531682,0.343089, 2.149151
us_000523277,0.343089, 2.308396
us_000532872,0.343089, 2.335972
us_000504410,0.343089, 2.907133
us_000553896,0.342072, 0.000001
pr_000437286,0.342072, 0.000005
us_000482928,0.342072, 0.000707
us_000616630,0.342072, 0.146877
pr_001395634,0.342072, 0.289017
us_000560225,0.312785, 0.004032
us_000541734,0.312785, 0.004478
us_000566917,0.312785, 0.915524
us_000499630,0.312785, 0.928234
us_000498943,0.312785, 1.024382
us_000523842,0.312785, 1.029268
us_000526746,0.312785, 1.045794
us_000252500,0.312785, 1.082964
us_000573288,0.312785, 1.084181
us_000574548,0.312785, 1.111947
us_000521763,0.312785, 1.121326
us_000596968,0.312785, 1.124372
us_000533840,0.312785, 1.131347
us_000512420,0.312785, 1.134546
us_000511606,0.312785, 1.134874
us_000501578,0.312785, 1.135142
us_000544167,0.312785, 1.141719
us_000420058,0.312785, 1.160496
us_000231918,0.312785, 1.163367
us_000521257,0.312785, 1.171971
us_000608495,0.312785, 1.175544
us_000553688,0.312785, 1.190439
us_000585856,0.312785, 1.200118
us_000481393,0.312785, 1.200121
us_000607653,0.312785, 1.200936
us_000013307,0.312785, 1.214702
us_000552628,0.312785, 1.214716
us_000542790,0.312785, 1.214898
us_000540087,0.312785, 1.217507
us_000477165,0.312785, 1.219986
us_000524561,0.312785, 1.221637
us_000464995,0.312785, 1.227212
us_000563385,0.312785, 1.233130
us_000546153,0.312785, 1.237415
us_000526876,0.312785, 1.241167
us_000475220,0.312785, 1.243559
us_000463053,0.312785, 1.245253
us_000584017,0.312785, 1.247627
us_000509559,0.312785, 1.248593
us_000553323,0.312785, 1.249257
us_000481589,0.312785, 1.249510
us_000596948,0.312785, 1.253557
us_000488601,0.312785, 1.256358
us_000577173,0.312785, 1.262653
us_000607864,0.312785, 1.264768
us_000556562,0.312785, 1.271283
us_000608646,0.312785, 1.273696
us_000579256,0.312785, 1.274435
us_000304749,0.312785, 1.274475
us_000501132,0.312785, 1.280955
us_000475104,0.312785, 1.288393
us_000507414,0.312785, 1.291835
us_000142957,0.312785, 1.295701
us_000476958,0.312785, 1.297820
us_000461280,0.312785, 1.302820
us_000110358,0.312785, 1.308040
us_000458597,0.312785, 1.318960
us_000465118,0.312785, 1.320176
us_000538101,0.312785, 1.320859
us_000610388,0.312785, 1.326796
us_000557647,0.312785, 1.334814
us_000436858,0.312785, 1.335462
us_000538783,0.312785, 1.490428
pr_001637873,0.273318, 0.000000
pr_001856557,0.273318, 0.000000
pr_001834760,0.273318, 0.000000
pr_001389488,0.273318, 0.000000
pr_001056395,0.273318, 0.000000
pr_002081624,0.273318, 0.000000
pr_000852862,0.273318, 0.000000
pr_000386626,0.273318, 0.000000
pr_001034759,0.273318, 0.000000
pr_001035318,0.273318, 0.000000
pr_000508093,0.273318, 0.000000
pr_000374821,0.273318, 0.000000
us_000485407,0.273318, 0.000000
us_000368073,0.273318, 0.000000
us_000595328,0.273318, 0.000000
us_000600708,0.273318, 0.000000
us_000545215,0.273318, 0.000000
us_000614397,0.273318, 0.000000
us_000593063,0.273318, 0.000000
us_000545830,0.273318, 0.000000
us_000486578,0.273318, 0.000000
pr_000640761,0.273318, 0.000001
pr_001707235,0.273318, 0.000001
pr_002096413,0.273318, 0.000002
pr_002124599,0.273318, 0.000002
pr_001907296,0.273318, 0.000002
pr_002052247,0.273318, 0.000002
us_000492420,0.273318, 0.000002
us_000523168,0.273318, 0.000002
us_000479998,0.273318, 0.000003
us_000474079,0.273318, 0.000003
us_000461610,0.273318, 0.000003
us_000460963,0.273318, 0.000003
us_000194359,0.273318, 0.000003
