Product ID : 906 # of JPs covered : 1 : 68 : Bankruptcy, 
OID,Confidence at Map Node,Error at Map Node
us_000168787,0.795767, 0.397548
us_000519605,0.795767, 0.397646
us_000467801,0.795767, 0.398061
us_000477913,0.795767, 0.398725
us_000543345,0.795767, 0.398904
us_000489566,0.795767, 0.399072
us_000615961,0.795767, 0.399198
us_000614107,0.795767, 0.399570
us_000568826,0.795767, 0.399792
us_000531923,0.795767, 0.399889
us_000490645,0.795767, 0.400151
us_000461465,0.795767, 0.400474
us_000182573,0.795767, 0.400580
us_000583634,0.795767, 0.401188
us_000566460,0.795767, 0.401292
us_000459494,0.795767, 0.402097
us_000613384,0.795767, 0.402366
us_000383773,0.795767, 0.402543
us_000533305,0.795767, 0.403613
us_000473641,0.795767, 0.403833
us_000494900,0.795767, 0.404301
us_000148994,0.795767, 0.404301
us_000568750,0.795767, 0.405154
us_000465711,0.795767, 0.405217
pr_001065743,0.795767, 0.405326
pr_000361736,0.795767, 0.405407
us_000582936,0.795767, 0.405745
us_000573873,0.795767, 0.406143
us_000479489,0.795767, 0.407070
pr_000239367,0.795767, 0.407425
pr_001007842,0.795767, 0.409143
us_000598393,0.795767, 0.410021
us_000463998,0.795767, 0.410159
us_000529434,0.795767, 0.410267
us_000478615,0.795767, 0.411709
us_000584525,0.795767, 0.412156
us_000599049,0.795767, 0.412958
pr_000696189,0.795767, 0.413021
us_000495772,0.795767, 0.415092
us_000569911,0.795767, 0.418108
us_000482666,0.795767, 0.419536
us_000490909,0.795767, 0.420788
us_000525460,0.795767, 0.422167
us_000509811,0.795767, 0.422380
us_000558494,0.795767, 0.422805
us_000543037,0.795767, 0.422998
us_000518834,0.795767, 0.424519
us_000615115,0.795767, 0.425011
us_000495118,0.795767, 0.426933
us_000488545,0.795767, 0.430321
us_000465102,0.795767, 0.430776
us_000553292,0.795767, 0.430782
us_000404312,0.795767, 0.432508
us_000484328,0.795767, 0.432878
us_000543051,0.795767, 0.434994
us_000531970,0.795767, 0.436039
us_000541154,0.795767, 0.436093
us_000471065,0.795767, 0.437566
us_000596060,0.795767, 0.438533
us_000480302,0.795767, 0.440997
us_000553870,0.795767, 0.442457
us_000532594,0.795767, 0.447999
us_000558031,0.795767, 0.448284
us_000482234,0.795767, 0.451982
us_000498467,0.795767, 0.454120
us_000495262,0.795767, 0.454318
us_000444225,0.795767, 0.455755
us_000617404,0.795767, 0.455853
us_000558032,0.795767, 0.458811
us_000475267,0.795767, 0.462512
us_000582963,0.795767, 0.471117
us_000549238,0.795767, 0.471818
us_000480356,0.795767, 0.471973
us_000501715,0.795767, 0.472304
us_000510406,0.795767, 0.501939
us_000518038,0.795767, 0.509180
us_000557663,0.795767, 0.511754
us_000580142,0.795767, 0.513272
us_000490330,0.795767, 0.579986
us_000509373,0.795767, 0.593694
us_000527288,0.795767, 0.595834
us_000509642,0.795767, 0.617810
us_000549735,0.795767, 0.638269
us_000539234,0.795767, 0.639602
us_000500552,0.795767, 0.648739
us_000141887,0.795767, 0.673657
us_000503858,0.795767, 0.679963
us_000540138,0.795767, 0.707357
us_000584460,0.795767, 0.707415
us_000595594,0.795767, 0.713115
us_000527814,0.795767, 0.798319
us_000503954,0.795767, 0.842972
us_000531776,0.795767, 0.924515
us_000483262,0.795767, 1.378426
us_000564192,0.795767, 1.541560
us_000531496,0.795767, 1.962192
us_000484626,0.707428, 2.488626
us_000525818,0.707428, 2.625581
us_000484877,0.707428, 2.655477
us_000484887,0.707428, 2.686118
us_000517000,0.707428, 2.755987
us_000515610,0.707428, 2.914133
us_000536995,0.707428, 2.921868
pr_000831976,0.706166, 0.000000
pr_000234917,0.706166, 0.000001
us_000495902,0.706166, 1.383648
us_000585751,0.706166, 1.421183
us_000488853,0.706166, 1.495273
us_000461885,0.706166, 1.498786
us_000492937,0.706166, 1.501018
us_000570676,0.706166, 1.521901
us_000531992,0.706166, 1.558891
us_000498732,0.706166, 1.594820
us_000464856,0.706166, 1.609174
us_000501109,0.706166, 1.613002
us_000539827,0.706166, 1.627038
us_000484538,0.706166, 1.635456
us_000494869,0.706166, 1.643979
us_000586115,0.706166, 1.671524
us_000461511,0.706166, 1.681925
us_000536116,0.706166, 1.692389
us_000540987,0.706166, 1.696353
us_000475932,0.706166, 1.701774
us_000491145,0.706166, 1.703575
us_000490021,0.706166, 1.706165
us_000605419,0.706166, 1.708823
us_000500030,0.706166, 1.709938
us_000491297,0.706166, 1.733666
us_000493069,0.706166, 1.735012
us_000480617,0.706166, 1.735316
us_000487272,0.706166, 1.740752
us_000526228,0.706166, 1.743146
us_000509217,0.706166, 1.748609
us_000502882,0.706166, 1.751189
us_000497947,0.706166, 1.755779
us_000515624,0.706166, 1.770823
us_000486495,0.706166, 1.805736
us_000498713,0.706166, 1.809445
us_000521475,0.706166, 1.819522
us_000541400,0.661273, 0.000064
us_000567820,0.661273, 0.000064
us_000557009,0.661273, 0.000131
us_000543946,0.661273, 0.001653
us_000598103,0.661273, 0.002038
us_000277395,0.661273, 0.241935
us_000002165,0.661273, 0.246307
us_000501484,0.661273, 0.246999
us_000465923,0.661273, 0.251643
us_000529187,0.661273, 0.253182
us_000528502,0.661273, 0.253636
us_000124005,0.661273, 0.255639
pr_001696261,0.661273, 0.257214
us_000308233,0.661273, 0.257271
us_000466683,0.661273, 0.257271
us_000093521,0.661273, 0.257537
us_000219546,0.661273, 0.257650
us_000538691,0.661273, 0.261175
us_000515582,0.661273, 0.269068
pr_000235905,0.661273, 0.272835
us_000464076,0.661273, 0.274353
pr_000696581,0.661273, 0.276909
pr_000937571,0.661273, 0.277858
pr_000940132,0.661273, 0.279191
pr_001407170,0.661273, 0.279467
pr_001008496,0.661273, 0.281289
pr_000584298,0.661273, 0.281289
pr_000959182,0.661273, 0.281289
us_000533570,0.661273, 0.288853
pr_000757092,0.661273, 0.290021
us_000481285,0.661273, 0.353803
us_000528952,0.661273, 0.364478
us_000597869,0.661273, 0.383219
us_000531629,0.661273, 0.479746
us_000571795,0.661273, 0.837626
us_000586678,0.642199, 0.000002
us_000597208,0.642199, 0.000002
pr_001031431,0.642199, 0.235124
pr_000833241,0.642199, 0.237444
pr_000360833,0.642199, 0.237585
pr_000833735,0.642199, 0.237636
pr_001622226,0.642199, 0.238571
pr_000973886,0.642199, 0.238820
pr_000732047,0.642199, 0.238913
pr_001704290,0.642199, 0.239203
pr_000195012,0.642199, 0.239639
pr_000410354,0.642199, 0.239708
pr_000585624,0.642199, 0.239803
pr_000697113,0.642199, 0.240164
pr_000713118,0.642199, 0.240888
pr_000403318,0.642199, 0.241028
pr_001592443,0.642199, 0.241391
pr_002193366,0.642199, 0.241401
pr_001408378,0.642199, 0.241593
pr_000736345,0.642199, 0.241650
pr_000972159,0.642199, 0.241889
pr_000594708,0.642199, 0.242130
pr_000971858,0.642199, 0.242323
pr_000767920,0.642199, 0.242770
pr_001017313,0.642199, 0.243115
pr_000648547,0.642199, 0.243117
pr_000900760,0.642199, 0.243121
pr_000830727,0.642199, 0.243144
pr_000744743,0.642199, 0.243184
pr_000863142,0.642199, 0.243261
pr_000361696,0.642199, 0.243342
pr_000360781,0.642199, 0.243467
pr_000587598,0.642199, 0.243477
pr_001979382,0.642199, 0.243501
pr_002139066,0.642199, 0.243631
pr_000835918,0.642199, 0.243669
pr_001582778,0.642199, 0.243669
pr_001689789,0.642199, 0.243669
pr_001396860,0.642199, 0.243669
pr_000194570,0.642199, 0.243669
pr_001631308,0.642199, 0.243669
pr_000938848,0.642199, 0.243669
pr_000410717,0.642199, 0.243669
pr_001061500,0.642199, 0.243669
pr_000893156,0.642199, 0.243669
pr_000904500,0.642199, 0.243669
pr_000989815,0.642199, 0.243669
pr_001597879,0.642199, 0.243669
pr_000763313,0.642199, 0.243669
pr_001081053,0.642199, 0.243669
pr_000973235,0.642199, 0.243691
pr_000292155,0.642199, 0.243743
pr_000758531,0.642199, 0.243805
pr_000594809,0.642199, 0.244773
pr_001103858,0.642199, 0.244779
pr_000907391,0.642199, 0.244790
pr_000768034,0.642199, 0.244790
pr_000606477,0.642199, 0.244790
pr_000907916,0.642199, 0.244997
pr_002108843,0.642199, 0.244999
pr_000235271,0.642199, 0.245057
pr_001947641,0.642199, 0.245058
pr_000240633,0.642199, 0.245076
pr_002132782,0.642199, 0.245079
pr_001902375,0.642199, 0.245087
pr_000899314,0.642199, 0.245111
pr_000159356,0.642199, 0.245168
pr_000457538,0.642199, 0.245210
pr_001713734,0.642199, 0.245259
pr_000718396,0.642199, 0.245259
pr_001834415,0.642199, 0.245321
pr_000574311,0.642199, 0.245321
pr_000635595,0.642199, 0.245365
pr_001931110,0.642199, 0.245369
pr_000869422,0.642199, 0.245439
pr_000568753,0.642199, 0.245467
pr_001582165,0.642199, 0.245467
pr_000158714,0.642199, 0.245468
pr_000899193,0.642199, 0.245470
pr_001901267,0.642199, 0.245495
pr_001594886,0.642199, 0.245495
pr_001873558,0.642199, 0.245502
pr_000719337,0.642199, 0.245505
pr_000890115,0.642199, 0.245505
pr_000987252,0.642199, 0.245505
pr_000844492,0.642199, 0.245641
pr_000603814,0.642199, 0.245684
pr_000835146,0.642199, 0.245698
pr_001003812,0.642199, 0.245698
pr_000927736,0.642199, 0.245698
pr_001048205,0.642199, 0.245698
pr_000462524,0.642199, 0.245698
pr_000759180,0.642199, 0.245698
pr_000887286,0.642199, 0.245698
pr_000828633,0.642199, 0.245698
pr_000970374,0.642199, 0.245698
pr_000004036,0.642199, 0.245698
pr_000971303,0.642199, 0.245698
pr_000600210,0.642199, 0.245698
pr_000831353,0.642199, 0.245698
pr_000730275,0.642199, 0.245698
pr_000884543,0.642199, 0.245698
pr_000709994,0.642199, 0.245698
pr_001623928,0.642199, 0.245698
pr_000598779,0.642199, 0.245698
pr_002149070,0.642199, 0.245698
pr_001900334,0.642199, 0.245698
pr_000611708,0.642199, 0.245698
pr_000412086,0.642199, 0.245698
pr_000862774,0.642199, 0.245698
pr_000658130,0.642199, 0.245698
pr_000712944,0.642199, 0.245698
pr_000905456,0.642199, 0.245780
pr_000936842,0.642199, 0.245808
pr_000997421,0.642199, 0.245900
pr_001900392,0.642199, 0.246032
pr_000947186,0.642199, 0.246294
pr_001032005,0.642199, 0.246342
pr_001402309,0.642199, 0.246354
pr_001007700,0.642199, 0.246587
pr_000635443,0.642199, 0.246698
pr_000736253,0.642199, 0.246742
pr_000665056,0.642199, 0.246761
pr_001908402,0.642199, 0.246772
pr_000741972,0.642199, 0.246818
pr_000762075,0.642199, 0.246818
pr_002060718,0.642199, 0.246920
pr_000828827,0.642199, 0.246949
pr_000903815,0.642199, 0.246953
pr_000876009,0.642199, 0.246974
pr_000720323,0.642199, 0.246974
pr_000642515,0.642199, 0.246974
pr_001606528,0.642199, 0.246979
pr_000879160,0.642199, 0.246999
pr_001635483,0.642199, 0.247011
pr_000864965,0.642199, 0.247032
pr_000377932,0.642199, 0.247060
pr_000730831,0.642199, 0.247094
pr_001712273,0.642199, 0.247113
pr_001616252,0.642199, 0.247123
pr_001901183,0.642199, 0.247123
pr_000401553,0.642199, 0.247130
pr_000843041,0.642199, 0.247140
pr_001018947,0.642199, 0.247248
pr_001911101,0.642199, 0.247286
pr_000765787,0.642199, 0.247296
pr_000593249,0.642199, 0.247305
pr_001036028,0.642199, 0.247311
pr_001391908,0.642199, 0.247311
pr_001901162,0.642199, 0.247326
pr_001673031,0.642199, 0.247326
pr_002069418,0.642199, 0.247326
pr_000638801,0.642199, 0.247340
pr_001006266,0.642199, 0.247355
pr_000971918,0.642199, 0.247406
pr_000464249,0.642199, 0.247406
pr_001927782,0.642199, 0.247409
pr_001096088,0.642199, 0.247463
pr_001587289,0.642199, 0.247465
pr_000904559,0.642199, 0.247478
pr_000880883,0.642199, 0.247484
pr_000732057,0.642199, 0.247485
pr_000292686,0.642199, 0.247504
pr_002171912,0.642199, 0.247504
pr_002184222,0.642199, 0.247504
pr_002087295,0.642199, 0.247504
pr_002196681,0.642199, 0.247504
pr_001412545,0.642199, 0.247504
pr_001946085,0.642199, 0.247504
pr_000872895,0.642199, 0.247504
pr_001901220,0.642199, 0.247504
pr_000361131,0.642199, 0.247504
pr_001594897,0.642199, 0.247504
pr_000690357,0.642199, 0.247518
pr_000836160,0.642199, 0.247532
pr_001739699,0.642199, 0.247532
pr_000930921,0.642199, 0.247532
pr_000651279,0.642199, 0.247532
pr_001737739,0.642199, 0.247532
pr_002169246,0.642199, 0.247532
pr_001712266,0.642199, 0.247542
pr_002096568,0.642199, 0.247542
pr_001847096,0.642199, 0.247542
pr_001843485,0.642199, 0.247542
pr_000864166,0.642199, 0.247542
pr_000839689,0.642199, 0.247542
pr_000648625,0.642199, 0.247542
pr_002165846,0.642199, 0.247542
pr_001033958,0.642199, 0.247542
pr_001412510,0.642199, 0.247542
pr_002162441,0.642199, 0.247542
pr_000763314,0.642199, 0.247542
pr_001714884,0.642199, 0.247542
pr_002056374,0.642199, 0.247542
pr_001105812,0.642199, 0.247543
pr_000880935,0.642199, 0.247544
pr_000642736,0.642199, 0.247568
pr_000703980,0.642199, 0.247574
pr_000361788,0.642199, 0.247586
pr_001589777,0.642199, 0.247614
pr_000839883,0.642199, 0.247626
pr_001002254,0.642199, 0.247631
pr_000719285,0.642199, 0.247656
pr_000990490,0.642199, 0.247656
pr_000848423,0.642199, 0.247656
pr_001032102,0.642199, 0.247678
pr_000840448,0.642199, 0.247678
pr_002141456,0.642199, 0.247678
pr_000870168,0.642199, 0.247693
pr_000761039,0.642199, 0.247693
pr_000859871,0.642199, 0.247734
pr_001582731,0.642199, 0.247734
pr_000758606,0.642199, 0.247734
pr_001164607,0.642199, 0.247734
pr_001712786,0.642199, 0.247734
pr_000980477,0.642199, 0.247734
pr_000737990,0.642199, 0.247734
pr_000653140,0.642199, 0.247734
pr_000969867,0.642199, 0.247734
pr_000719250,0.642199, 0.247734
pr_000585197,0.642199, 0.247734
pr_000650498,0.642199, 0.247734
pr_000829039,0.642199, 0.247734
pr_000740559,0.642199, 0.247734
pr_000715573,0.642199, 0.247734
pr_001031148,0.642199, 0.247734
pr_000583765,0.642199, 0.247734
pr_000583309,0.642199, 0.247734
pr_000831536,0.642199, 0.247734
pr_002131377,0.642199, 0.247734
pr_001592362,0.642199, 0.247734
pr_000693472,0.642199, 0.247734
pr_000715398,0.642199, 0.247734
pr_000739204,0.642199, 0.247734
pr_001749210,0.642199, 0.247734
pr_000905510,0.642199, 0.247734
pr_000736456,0.642199, 0.247734
pr_001845893,0.642199, 0.247734
pr_001415400,0.642199, 0.247734
pr_001920120,0.642199, 0.247734
pr_000833118,0.642199, 0.247734
pr_000835515,0.642199, 0.247734
pr_000977690,0.642199, 0.247734
pr_000592863,0.642199, 0.247734
pr_001002740,0.642199, 0.247734
pr_001030826,0.642199, 0.247734
pr_000982150,0.642199, 0.247734
pr_000745851,0.642199, 0.247734
pr_000827807,0.642199, 0.247734
pr_001967240,0.642199, 0.247734
pr_000612091,0.642199, 0.247734
pr_000580587,0.642199, 0.247734
pr_000239353,0.642199, 0.247734
pr_001900379,0.642199, 0.247734
pr_000888898,0.642199, 0.247734
pr_000572286,0.642199, 0.247734
pr_000659162,0.642199, 0.247734
pr_000604143,0.642199, 0.247734
pr_000834021,0.642199, 0.247734
pr_002186446,0.642199, 0.247734
pr_000703037,0.642199, 0.247734
pr_000899274,0.642199, 0.247734
pr_001031332,0.642199, 0.247734
pr_000876933,0.642199, 0.247734
pr_000702943,0.642199, 0.247734
pr_000651728,0.642199, 0.247734
pr_000950749,0.642199, 0.247734
pr_001900659,0.642199, 0.247734
pr_000707112,0.642199, 0.247734
pr_000600335,0.642199, 0.247734
pr_000759374,0.642199, 0.247734
pr_000652653,0.642199, 0.247734
pr_000904722,0.642199, 0.247734
pr_000380557,0.642199, 0.247734
pr_000719209,0.642199, 0.247734
pr_000972997,0.642199, 0.247734
pr_000830265,0.642199, 0.247734
pr_001589003,0.642199, 0.247734
pr_000587859,0.642199, 0.247734
pr_002184496,0.642199, 0.247734
pr_000836818,0.642199, 0.247734
pr_000912111,0.642199, 0.247734
pr_000836503,0.642199, 0.247734
pr_000981498,0.642199, 0.247734
pr_000968367,0.642199, 0.247734
pr_000639374,0.642199, 0.247734
pr_000761453,0.642199, 0.247734
pr_000718131,0.642199, 0.247734
pr_000362122,0.642199, 0.247734
pr_000951208,0.642199, 0.247734
pr_001952475,0.642199, 0.247734
pr_000741791,0.642199, 0.247734
pr_000447962,0.642199, 0.247734
pr_001725068,0.642199, 0.247734
pr_001980172,0.642199, 0.247734
pr_000982618,0.642199, 0.247734
pr_000720218,0.642199, 0.247734
pr_000721637,0.642199, 0.247734
pr_000898476,0.642199, 0.247734
pr_000731104,0.642199, 0.247734
pr_000640538,0.642199, 0.247734
pr_000982450,0.642199, 0.247734
pr_001094817,0.642199, 0.247734
pr_000841229,0.642199, 0.247734
pr_002128374,0.642199, 0.247734
pr_001641741,0.642199, 0.247734
pr_001749081,0.642199, 0.247734
pr_001031794,0.642199, 0.247734
pr_001131812,0.642199, 0.247734
pr_000725694,0.642199, 0.247734
pr_000718185,0.642199, 0.247734
pr_001921635,0.642199, 0.247734
pr_001620950,0.642199, 0.247734
pr_000726980,0.642199, 0.247734
pr_001713308,0.642199, 0.247734
pr_000411511,0.642199, 0.247734
pr_000831930,0.642199, 0.247734
pr_001912645,0.642199, 0.247734
pr_000829616,0.642199, 0.247734
pr_000706325,0.642199, 0.247734
pr_001004599,0.642199, 0.247734
pr_001597627,0.642199, 0.247734
pr_000969348,0.642199, 0.247734
pr_001008061,0.642199, 0.247734
pr_000360644,0.642199, 0.247734
pr_000585499,0.642199, 0.247734
pr_000946152,0.642199, 0.247734
pr_000411090,0.642199, 0.247734
pr_001092512,0.642199, 0.247734
pr_000864444,0.642199, 0.247734
pr_001632231,0.642199, 0.247734
pr_000981466,0.642199, 0.247734
pr_001002670,0.642199, 0.247734
pr_001990737,0.642199, 0.247734
pr_001068866,0.642199, 0.247734
pr_002153413,0.642199, 0.247734
pr_000709897,0.642199, 0.247734
pr_001902357,0.642199, 0.247734
pr_000875976,0.642199, 0.247734
pr_000693044,0.642199, 0.247734
pr_000655931,0.642199, 0.247734
pr_000727140,0.642199, 0.247734
pr_000728804,0.642199, 0.247734
pr_000987118,0.642199, 0.247734
pr_000598606,0.642199, 0.247734
pr_001409892,0.642199, 0.247734
pr_000639980,0.642199, 0.247734
pr_000697047,0.642199, 0.247734
pr_000650429,0.642199, 0.247734
pr_000199617,0.642199, 0.247734
pr_000730490,0.642199, 0.247734
pr_000971816,0.642199, 0.247760
pr_000587849,0.642199, 0.247765
pr_000265123,0.642199, 0.247808
pr_000196541,0.642199, 0.247808
pr_001901517,0.642199, 0.247817
pr_000612982,0.642199, 0.247830
pr_001859047,0.642199, 0.247845
pr_000652736,0.642199, 0.247845
pr_002112741,0.642199, 0.247845
pr_000924581,0.642199, 0.247845
pr_001648347,0.642199, 0.247845
pr_000166923,0.642199, 0.247846
pr_000182383,0.642199, 0.247871
pr_000411325,0.642199, 0.247871
pr_000184616,0.642199, 0.247881
pr_000838036,0.642199, 0.247897
pr_000361446,0.642199, 0.247899
pr_000881496,0.642199, 0.247906
pr_000992562,0.642199, 0.247906
pr_001586884,0.642199, 0.247937
pr_000666554,0.642199, 0.247939
pr_000414090,0.642199, 0.247943
pr_001992363,0.642199, 0.247955
pr_000361542,0.642199, 0.248044
pr_001118129,0.642199, 0.248161
pr_000401215,0.642199, 0.248172
pr_000403075,0.642199, 0.248189
pr_000834111,0.642199, 0.248225
pr_000588974,0.642199, 0.248293
pr_000769293,0.642199, 0.248368
pr_000917146,0.642199, 0.248421
pr_001877613,0.642199, 0.248447
pr_000653803,0.642199, 0.248450
pr_000985978,0.642199, 0.248603
pr_000649577,0.642199, 0.248624
pr_000832202,0.642199, 0.248637
pr_001843758,0.642199, 0.248653
pr_000736101,0.642199, 0.248663
pr_000927200,0.642199, 0.248746
pr_000732489,0.642199, 0.248780
pr_000976477,0.642199, 0.248780
pr_000907371,0.642199, 0.248794
pr_000706324,0.642199, 0.248819
pr_000603254,0.642199, 0.248838
pr_000727724,0.642199, 0.248855
pr_000860953,0.642199, 0.248855
pr_001152195,0.642199, 0.248855
pr_000761020,0.642199, 0.248855
pr_000760660,0.642199, 0.248855
pr_001010170,0.642199, 0.248855
pr_000914447,0.642199, 0.248855
pr_000861603,0.642199, 0.248855
pr_000720235,0.642199, 0.248868
pr_000691741,0.642199, 0.248892
pr_000860723,0.642199, 0.248896
pr_000967501,0.642199, 0.248932
pr_000746170,0.642199, 0.248938
pr_001030640,0.642199, 0.248948
pr_000608789,0.642199, 0.248952
pr_000220574,0.642199, 0.248967
pr_000845863,0.642199, 0.248995
pr_000927830,0.642199, 0.248998
pr_000973921,0.642199, 0.249011
pr_000714487,0.642199, 0.249057
pr_001031686,0.642199, 0.249071
pr_001122900,0.642199, 0.249076
pr_001765336,0.642199, 0.249077
pr_000769959,0.642199, 0.249077
pr_001594675,0.642199, 0.249092
pr_000988638,0.642199, 0.249102
pr_000241068,0.642199, 0.249102
pr_001163170,0.642199, 0.249141
pr_001031285,0.642199, 0.249141
pr_000935740,0.642199, 0.249158
pr_000844589,0.642199, 0.249179
pr_001583755,0.642199, 0.249197
pr_000167076,0.642199, 0.249204
pr_000868502,0.642199, 0.249215
pr_001692684,0.642199, 0.249226
pr_000842682,0.642199, 0.249226
pr_000727857,0.642199, 0.249232
pr_001858500,0.642199, 0.249233
pr_001031919,0.642199, 0.249235
pr_000865750,0.642199, 0.249250
pr_000247535,0.642199, 0.249251
pr_001901290,0.642199, 0.249257
pr_000770368,0.642199, 0.249293
pr_002195143,0.642199, 0.249293
pr_001863068,0.642199, 0.249295
pr_001089897,0.642199, 0.249295
pr_001707478,0.642199, 0.249295
pr_001921187,0.642199, 0.249295
pr_000872590,0.642199, 0.249311
pr_001032107,0.642199, 0.249311
pr_002058052,0.642199, 0.249311
pr_001725100,0.642199, 0.249311
pr_000742116,0.642199, 0.249311
pr_001927605,0.642199, 0.249311
pr_001011261,0.642199, 0.249312
pr_000592247,0.642199, 0.249314
pr_001674277,0.642199, 0.249315
pr_002133960,0.642199, 0.249318
pr_000715292,0.642199, 0.249332
pr_002063802,0.642199, 0.249337
pr_001920021,0.642199, 0.249337
pr_001112930,0.642199, 0.249342
pr_001582185,0.642199, 0.249342
pr_001396752,0.642199, 0.249342
pr_001030272,0.642199, 0.249342
pr_001713281,0.642199, 0.249342
pr_001031159,0.642199, 0.249342
pr_001598961,0.642199, 0.249342
pr_001016172,0.642199, 0.249342
pr_001919670,0.642199, 0.249350
pr_001616389,0.642199, 0.249350
pr_002106897,0.642199, 0.249350
pr_001741331,0.642199, 0.249350
pr_001150674,0.642199, 0.249355
pr_001030835,0.642199, 0.249357
pr_000715422,0.642199, 0.249357
pr_001404610,0.642199, 0.249357
pr_001031070,0.642199, 0.249357
pr_000962274,0.642199, 0.249357
pr_000759851,0.642199, 0.249372
pr_002176622,0.642199, 0.249372
pr_002148855,0.642199, 0.249372
pr_002133998,0.642199, 0.249372
pr_001412427,0.642199, 0.249372
pr_001990751,0.642199, 0.249372
pr_001393501,0.642199, 0.249372
pr_001588848,0.642199, 0.249372
pr_002060436,0.642199, 0.249372
pr_002072904,0.642199, 0.249372
pr_001404843,0.642199, 0.249372
pr_001859069,0.642199, 0.249372
pr_002186747,0.642199, 0.249372
pr_000594865,0.642199, 0.249372
pr_002171895,0.642199, 0.249372
pr_001992325,0.642199, 0.249372
pr_002064180,0.642199, 0.249372
pr_000828306,0.642199, 0.249372
pr_001928555,0.642199, 0.249372
pr_002148965,0.642199, 0.249372
pr_002148805,0.642199, 0.249372
pr_001937426,0.642199, 0.249372
pr_001923580,0.642199, 0.249372
pr_000913458,0.642199, 0.249372
pr_000844323,0.642199, 0.249372
pr_000987104,0.642199, 0.249372
pr_000979168,0.642199, 0.249372
pr_001867736,0.642199, 0.249372
pr_001729318,0.642199, 0.249372
pr_001956177,0.642199, 0.249372
pr_001718025,0.642199, 0.249376
pr_000833308,0.642199, 0.249403
pr_000970461,0.642199, 0.249403
pr_000995534,0.642199, 0.249403
pr_001038179,0.642199, 0.249403
pr_001668282,0.642199, 0.249408
pr_000744244,0.642199, 0.249413
pr_000894716,0.642199, 0.249427
pr_000272656,0.642199, 0.249427
pr_000362101,0.642199, 0.249437
pr_001163958,0.642199, 0.249442
pr_001415971,0.642199, 0.249451
pr_001072520,0.642199, 0.249451
pr_000833495,0.642199, 0.249451
pr_001121131,0.642199, 0.249451
pr_000223931,0.642199, 0.249451
pr_000918991,0.642199, 0.249451
pr_000361047,0.642199, 0.249470
pr_000865404,0.642199, 0.249474
pr_000887705,0.642199, 0.249474
pr_000463880,0.642199, 0.249496
pr_000861586,0.642199, 0.249498
pr_000923688,0.642199, 0.249509
pr_000718156,0.642199, 0.249521
pr_000694906,0.642199, 0.249525
pr_001004434,0.642199, 0.249549
pr_000445737,0.642199, 0.249549
pr_000590095,0.642199, 0.249549
pr_001620952,0.642199, 0.249549
pr_000691487,0.642199, 0.249549
pr_000909787,0.642199, 0.249549
pr_001031117,0.642199, 0.249549
pr_000947537,0.642199, 0.249549
pr_000996897,0.642199, 0.249549
pr_001054938,0.642199, 0.249549
pr_000714598,0.642199, 0.249549
pr_001159081,0.642199, 0.249549
pr_001032685,0.642199, 0.249549
pr_001004086,0.642199, 0.249549
pr_000718143,0.642199, 0.249549
pr_001770405,0.642199, 0.249549
pr_001031987,0.642199, 0.249549
pr_000861582,0.642199, 0.249549
pr_000831793,0.642199, 0.249549
pr_000637450,0.642199, 0.249549
pr_001037624,0.642199, 0.249549
pr_001119576,0.642199, 0.249549
pr_000879184,0.642199, 0.249549
pr_000589010,0.642199, 0.249553
pr_000288949,0.642199, 0.249565
pr_000361550,0.642199, 0.249575
pr_001769068,0.642199, 0.249578
pr_001624032,0.642199, 0.249578
pr_001589860,0.642199, 0.249578
pr_000643360,0.642199, 0.249578
pr_001714324,0.642199, 0.249578
pr_000634391,0.642199, 0.249578
pr_001032186,0.642199, 0.249578
pr_000399126,0.642199, 0.249578
pr_001622657,0.642199, 0.249578
pr_001030303,0.642199, 0.249578
pr_000583212,0.642199, 0.249578
pr_000910105,0.642199, 0.249578
pr_001713272,0.642199, 0.249578
pr_000238375,0.642199, 0.249578
pr_000171839,0.642199, 0.249578
pr_001748230,0.642199, 0.249588
pr_000691754,0.642199, 0.249588
pr_000831294,0.642199, 0.249588
pr_000843794,0.642199, 0.249588
pr_000721712,0.642199, 0.249588
pr_000458557,0.642199, 0.249588
pr_001013271,0.642199, 0.249588
pr_000965846,0.642199, 0.249588
pr_000713107,0.642199, 0.249588
pr_001004087,0.642199, 0.249614
pr_001013947,0.642199, 0.249624
pr_000964436,0.642199, 0.249627
pr_000870047,0.642199, 0.249630
pr_000735872,0.642199, 0.249659
pr_000735978,0.642199, 0.249672
pr_000723775,0.642199, 0.249675
pr_000978648,0.642199, 0.249682
pr_000580757,0.642199, 0.249686
pr_000690751,0.642199, 0.249698
pr_000162299,0.642199, 0.249701
pr_001007935,0.642199, 0.249701
pr_000904908,0.642199, 0.249701
pr_000660683,0.642199, 0.249701
pr_001031211,0.642199, 0.249701
pr_000903287,0.642199, 0.249701
pr_001102860,0.642199, 0.249701
pr_000979748,0.642199, 0.249701
pr_000981545,0.642199, 0.249701
pr_000965415,0.642199, 0.249723
pr_001094288,0.642199, 0.249723
pr_000950999,0.642199, 0.249723
pr_001095840,0.642199, 0.249723
pr_001581431,0.642199, 0.249723
pr_000590289,0.642199, 0.249723
pr_000241499,0.642199, 0.249723
pr_000978864,0.642199, 0.249724
pr_000730060,0.642199, 0.249724
pr_000830758,0.642199, 0.249724
pr_001032327,0.642199, 0.249724
