Product ID : 2083 JPs covered : 267 : Criminal Law, 
pr_000942801,0.094681, 0.000006
pr_001053247,0.094681, 0.000006
pr_001074946,0.094681, 0.000006
pr_001055091,0.094681, 0.000006
pr_000946444,0.094681, 0.000006
pr_001083454,0.094681, 0.000006
pr_001099655,0.094681, 0.000006
pr_001054154,0.094681, 0.000006
pr_000755300,0.094681, 0.000006
pr_000877565,0.094681, 0.000006
pr_001052984,0.094681, 0.000006
pr_001053483,0.094681, 0.000006
pr_001625543,0.094681, 0.000006
pr_001398371,0.094681, 0.000006
pr_001055284,0.094681, 0.000006
pr_001113858,0.094681, 0.000006
pr_001054402,0.094681, 0.000006
pr_001058393,0.094681, 0.000006
pr_000948757,0.094681, 0.000006
pr_001141089,0.094681, 0.000006
pr_001053229,0.094681, 0.000006
pr_000969338,0.094681, 0.000007
pr_000166857,0.094681, 0.000007
pr_001083798,0.094681, 0.000007
pr_001070927,0.094681, 0.000008
pr_001028644,0.094681, 0.000008
pr_001036264,0.094681, 0.000008
pr_000759118,0.094681, 0.000011
pr_001660208,0.094681, 0.000011
pr_001667687,0.094681, 0.000011
pr_001020782,0.094681, 0.000011
pr_001666991,0.094681, 0.000011
pr_000758545,0.094681, 0.000013
pr_001587374,0.094681, 0.000018
pr_000587702,0.094681, 0.000018
us_000476218,0.094681, 0.000030
pr_000758319,0.094681, 0.000031
pr_000758984,0.094681, 0.000031
us_000468558,0.094681, 0.000035
pr_001624070,0.094681, 0.000036
pr_000664703,0.094681, 0.000038
pr_000930543,0.094681, 0.000040
pr_001794224,0.094681, 0.000043
pr_000106186,0.094681, 0.000043
us_000491141,0.094681, 0.000043
us_000051002,0.094681, 0.000043
us_000489812,0.094681, 0.000043
us_000488963,0.094681, 0.000043
us_000596964,0.094681, 0.000043
pr_000939388,0.094681, 0.000044
pr_000700791,0.094681, 0.000044
us_000508686,0.094681, 0.000045
pr_002175236,0.094681, 0.000048
pr_001145369,0.094681, 0.000051
pr_002108894,0.094681, 0.000051
pr_001642001,0.094681, 0.000051
pr_001685153,0.094681, 0.000051
pr_001657990,0.094681, 0.000051
pr_000914015,0.094681, 0.000051
pr_000170100,0.094681, 0.000051
pr_001692713,0.094681, 0.000051
pr_001819346,0.094681, 0.000051
pr_001730222,0.094681, 0.000051
pr_000296350,0.094681, 0.000051
pr_000771692,0.094681, 0.000052
pr_001040042,0.094681, 0.000055
pr_001029214,0.094681, 0.000059
pr_002091127,0.094681, 0.000059
pr_000880000,0.094681, 0.000062
us_000491695,0.094681, 0.000063
pr_001936119,0.094681, 0.000065
pr_001026152,0.094681, 0.000068
pr_001908652,0.094681, 0.000068
pr_001006359,0.094681, 0.000068
pr_001399351,0.094681, 0.000071
pr_000954342,0.094681, 0.000071
pr_001164439,0.094681, 0.000071
pr_001139332,0.094681, 0.000071
pr_001689196,0.094681, 0.000072
pr_000988300,0.094681, 0.000073
pr_000696866,0.094681, 0.000073
pr_001907320,0.094681, 0.000075
pr_001875454,0.094681, 0.000075
pr_000946366,0.094681, 0.000077
pr_001113419,0.094681, 0.000077
pr_001055827,0.094681, 0.000077
pr_000752091,0.094681, 0.000079
pr_001040651,0.094681, 0.000084
pr_000943953,0.094681, 0.000086
pr_002213862,0.094681, 0.000086
pr_000949263,0.094681, 0.000090
pr_000945510,0.094681, 0.000090
pr_000756798,0.094681, 0.000092
pr_001141087,0.094681, 0.000093
pr_001395554,0.094681, 0.000096
pr_002084610,0.094681, 0.000099
pr_000426643,0.094681, 0.000104
pr_002081922,0.094681, 0.000106
pr_000208578,0.094681, 0.000109
pr_001414841,0.094681, 0.000113
pr_001110180,0.094681, 0.000114
pr_000945187,0.094681, 0.000114
pr_001075743,0.094681, 0.000127
pr_000862312,0.094681, 0.000132
pr_000636583,0.094681, 0.000132
pr_000904960,0.094681, 0.000132
pr_000968741,0.094681, 0.000132
pr_000660729,0.094681, 0.000132
pr_000884390,0.094681, 0.000132
pr_000629658,0.094681, 0.000132
pr_001087874,0.094681, 0.000132
pr_000968593,0.094681, 0.000132
pr_001665616,0.094681, 0.000132
pr_000721440,0.094681, 0.000132
pr_001972212,0.094681, 0.000132
pr_001068595,0.094681, 0.000132
pr_000656571,0.094681, 0.000132
pr_002059368,0.094681, 0.000132
pr_000701282,0.094681, 0.000132
pr_000968681,0.094681, 0.000132
pr_001649019,0.094681, 0.000132
pr_000890884,0.094681, 0.000132
pr_001769326,0.094681, 0.000132
pr_001107252,0.094681, 0.000132
pr_000750946,0.094681, 0.000132
pr_001027345,0.094681, 0.000132
pr_001134041,0.094681, 0.000134
pr_000690595,0.094681, 0.000138
pr_000967562,0.094681, 0.000138
pr_001061610,0.094681, 0.000150
pr_000978885,0.094681, 0.000156
pr_000938313,0.094681, 0.000157
pr_000946884,0.094681, 0.000157
pr_000951415,0.094681, 0.000157
pr_000756855,0.094681, 0.000157
pr_001048529,0.094681, 0.000161
pr_001653844,0.094681, 0.000162
pr_001896282,0.094681, 0.000165
pr_001667111,0.094681, 0.000167
pr_001007553,0.094681, 0.000169
pr_000662486,0.094681, 0.000173
pr_000754565,0.094681, 0.000175
pr_000711008,0.094681, 0.000185
pr_000607437,0.094681, 0.000186
pr_000861485,0.094681, 0.000195
pr_001135656,0.094681, 0.000204
pr_000212742,0.094681, 0.000208
pr_000167571,0.094681, 0.000208
pr_000972356,0.094681, 0.000237
pr_000760800,0.094681, 0.000245
pr_001716311,0.094681, 0.000245
pr_001581495,0.094681, 0.000256
pr_001583996,0.094681, 0.000256
pr_000751189,0.094681, 0.000279
pr_001826010,0.094681, 0.000282
pr_000940645,0.094681, 0.000283
pr_001059079,0.094681, 0.000283
pr_000816636,0.094681, 0.000283
pr_000734328,0.094681, 0.000283
pr_000756219,0.094681, 0.000283
pr_001055433,0.094681, 0.000283
pr_000950018,0.094681, 0.000283
pr_000936563,0.094681, 0.000283
pr_001059790,0.094681, 0.000283
pr_001057102,0.094681, 0.000283
pr_000761926,0.094681, 0.000283
pr_001123752,0.094681, 0.000283
pr_001086811,0.094681, 0.000285
pr_001018764,0.094681, 0.000288
pr_000812847,0.094681, 0.000288
pr_000813981,0.094681, 0.000288
pr_001098832,0.094681, 0.000288
pr_000708588,0.094681, 0.000290
pr_000937179,0.094681, 0.000294
pr_000852359,0.094681, 0.000304
pr_001580706,0.094681, 0.000305
pr_001023171,0.094681, 0.000307
pr_000633658,0.094681, 0.000308
pr_000638648,0.094681, 0.000314
pr_000852499,0.094681, 0.000314
pr_000633042,0.094681, 0.000314
pr_000952834,0.094681, 0.000314
pr_000880083,0.094681, 0.000314
pr_000950799,0.094681, 0.000315
pr_000754976,0.094681, 0.000315
pr_000900153,0.094681, 0.000316
pr_001024969,0.094681, 0.000325
pr_000743229,0.094681, 0.000332
pr_001768307,0.094681, 0.000332
pr_000579221,0.094681, 0.000333
pr_000646717,0.094681, 0.000333
pr_001116648,0.094681, 0.000333
pr_000936437,0.094681, 0.000334
pr_000140394,0.094681, 0.000335
pr_000692273,0.094681, 0.000341
pr_000936992,0.094681, 0.000344
pr_001406165,0.094681, 0.000350
pr_000726155,0.094681, 0.000352
pr_000900606,0.094681, 0.000354
pr_000944672,0.094681, 0.000359
pr_001151419,0.094681, 0.000375
pr_000765082,0.094681, 0.000380
pr_000846554,0.094681, 0.000381
pr_001081736,0.094681, 0.000381
pr_001145345,0.094681, 0.000381
pr_000944838,0.094681, 0.000381
pr_001111331,0.094681, 0.000381
pr_000170414,0.094681, 0.000381
pr_000661222,0.094681, 0.000384
pr_000941104,0.094681, 0.000386
pr_000992606,0.094681, 0.000387
pr_000938729,0.094681, 0.000389
pr_000127559,0.094681, 0.000400
pr_001715775,0.094681, 0.000414
pr_000864518,0.094681, 0.000414
pr_000745901,0.094681, 0.000414
pr_001033179,0.094681, 0.000414
pr_001652598,0.094681, 0.000414
pr_000767585,0.094681, 0.000414
pr_001769290,0.094681, 0.000417
pr_001720100,0.094681, 0.000422
pr_000868842,0.094681, 0.000427
pr_001745432,0.094681, 0.000444
pr_000943017,0.094681, 0.000457
pr_001061710,0.094681, 0.000476
pr_001010693,0.094681, 0.000481
pr_000887549,0.094681, 0.000489
us_000470249,0.094681, 0.000509
pr_000107805,0.094681, 0.000530
pr_001076651,0.094681, 0.000537
pr_001972231,0.094681, 0.000544
pr_000845234,0.094681, 0.000555
pr_001059577,0.094681, 0.000595
pr_001613745,0.094681, 0.000606
pr_001005455,0.094681, 0.000607
pr_001079723,0.094681, 0.000624
pr_000579373,0.094681, 0.000628
pr_000989718,0.094681, 0.000645
pr_000706361,0.094681, 0.000648
pr_001010225,0.094681, 0.000663
pr_000949746,0.094681, 0.000667
pr_000833148,0.094681, 0.000676
pr_002239067,0.094681, 0.000681
pr_000564966,0.094681, 0.000697
pr_000589957,0.094681, 0.000706
pr_000713874,0.094681, 0.000720
us_000616299,0.094681, 0.000721
us_000464746,0.094681, 0.000726
pr_001637090,0.094681, 0.000764
pr_001005471,0.094681, 0.000764
us_000482177,0.094681, 0.000779
pr_000996472,0.094681, 0.000797
pr_001972487,0.094681, 0.000807
pr_000810744,0.094681, 0.000890
pr_001645174,0.094681, 0.000890
pr_001828629,0.094681, 0.000898
us_000468985,0.094681, 0.000965
pr_001061147,0.094681, 0.000973
pr_001044783,0.094681, 0.001040
pr_000867685,0.094681, 0.001043
pr_001015948,0.094681, 0.001127
pr_000762580,0.094681, 0.001240
pr_000999108,0.094681, 0.001354
pr_000870290,0.094681, 0.001391
pr_000589583,0.094681, 0.001424
pr_000893733,0.094681, 0.001519
pr_001159056,0.094681, 0.001535
pr_000570121,0.094681, 0.001536
us_000612942,0.094681, 0.001574
pr_001028165,0.094681, 0.001602
pr_000702109,0.094681, 0.001663
us_000583489,0.094681, 0.001927
us_000466263,0.094681, 0.002187
pr_001024743,0.094681, 0.002249
pr_001118632,0.094681, 0.002543
pr_000946889,0.094681, 0.002568
pr_000759457,0.094681, 0.002707
us_000491453,0.094681, 0.002931
us_000490502,0.094681, 0.003192
pr_000906145,0.094681, 0.003405
pr_000491270,0.094681, 0.004090
pr_000972405,0.094681, 0.005084
pr_001820824,0.094681, 0.005379
pr_001721091,0.094681, 0.005587
us_000468110,0.094681, 0.005648
us_000538841,0.094681, 0.005679
us_000611296,0.094681, 0.005769
pr_001024033,0.094681, 0.005795
pr_000576380,0.094681, 0.006413
pr_000936235,0.094681, 0.006961
pr_001906032,0.094681, 0.007279
us_000483119,0.094681, 0.007665
pr_002153007,0.094681, 0.008790
pr_000830135,0.094681, 0.010245
pr_001826965,0.094681, 0.011190
us_000419311,0.094681, 0.011483
pr_001611724,0.094681, 0.014022
us_000564878,0.094681, 0.014678
us_000613376,0.094681, 0.015015
us_000534929,0.094681, 0.021744
us_000475756,0.094681, 0.021932
pr_001686168,0.094681, 0.022082
us_000599364,0.094681, 0.022935
us_000359817,0.094681, 0.022993
us_000494634,0.094681, 0.024684
pr_001074053,0.094681, 0.025581
us_000538500,0.094681, 0.025784
us_000467055,0.094681, 0.035609
us_000562142,0.094681, 0.054572
us_000569941,0.094681, 0.065317
us_000585096,0.094681, 0.066995
us_000613793,0.094681, 0.076574
pr_000528023,0.094681, 0.077040
us_000572643,0.094681, 0.087883
us_000542953,0.094681, 0.108163
us_000536377,0.094681, 0.155983
