Product ID : 1016 JPs covered : 68 : Bankruptcy, 
us_000573512,0.591533, 0.364113
us_000527314,0.591533, 0.364113
us_000573489,0.591533, 0.364113
us_000476231,0.591533, 0.364240
us_000459917,0.591533, 0.364240
us_000523784,0.591533, 0.364240
us_000557415,0.591533, 0.364240
us_000402574,0.591533, 0.364240
us_000474557,0.591533, 0.364240
us_000432990,0.591533, 0.364240
us_000572961,0.591533, 0.364659
us_000527773,0.591533, 0.364659
us_000594933,0.591533, 0.365391
us_000376417,0.591533, 0.366575
us_000529476,0.591533, 0.366575
us_000458731,0.591533, 0.366575
us_000460995,0.591533, 0.366575
us_000026756,0.591533, 0.366575
us_000462703,0.591533, 0.366575
us_000529555,0.591533, 0.366575
us_000470921,0.591533, 0.366575
us_000470890,0.591533, 0.366575
us_000460996,0.591533, 0.366575
us_000474021,0.591533, 0.366575
us_000459969,0.591533, 0.366575
us_000463082,0.591533, 0.366575
us_000462296,0.591533, 0.366575
us_000463103,0.591533, 0.366575
us_000463909,0.591533, 0.366575
us_000467669,0.591533, 0.366575
us_000462143,0.591533, 0.366575
us_000458901,0.591533, 0.366575
us_000473873,0.591533, 0.366575
us_000470627,0.591533, 0.366575
us_000470619,0.591533, 0.366575
us_000474641,0.591533, 0.366575
us_000469402,0.591533, 0.366575
us_000465906,0.591533, 0.366575
us_000461890,0.591533, 0.366575
us_000527217,0.591533, 0.366575
us_000460907,0.591533, 0.366575
us_000471027,0.591533, 0.366575
us_000473760,0.591533, 0.366575
us_000525672,0.591533, 0.366575
us_000525015,0.591533, 0.366575
us_000261095,0.591533, 0.366575
us_000458900,0.591533, 0.366575
us_000463093,0.591533, 0.366575
us_000017076,0.591533, 0.366575
us_000467836,0.591533, 0.366575
us_000458636,0.591533, 0.366575
us_000465683,0.591533, 0.366575
us_000475870,0.591533, 0.366575
us_000463869,0.591533, 0.366575
us_000527079,0.591533, 0.366575
us_000527892,0.591533, 0.366575
us_000469339,0.591533, 0.366575
us_000468580,0.591533, 0.366575
us_000462161,0.591533, 0.366575
us_000064881,0.591533, 0.366575
us_000460183,0.591533, 0.366575
us_000108986,0.591533, 0.366575
us_000462331,0.591533, 0.366575
us_000463059,0.591533, 0.366575
us_000403012,0.591533, 0.366614
us_000132062,0.591533, 0.366639
us_000586314,0.591533, 0.366669
us_000509484,0.591533, 0.366878
us_000601954,0.591533, 0.366887
us_000543050,0.591533, 0.366942
us_000473841,0.591533, 0.367103
us_000556630,0.591533, 0.367686
us_000524051,0.591533, 0.367734
us_000592208,0.591533, 0.367768
us_000462985,0.591533, 0.367939
us_000522944,0.591533, 0.368360
us_000529764,0.591533, 0.368590
us_000569682,0.591533, 0.368728
us_000528375,0.591533, 0.368810
us_000018100,0.591533, 0.368871
us_000602403,0.591533, 0.368919
us_000471009,0.591533, 0.368919
us_000548511,0.591533, 0.368919
us_000460243,0.591533, 0.368919
us_000467007,0.591533, 0.368919
us_000527588,0.591533, 0.368919
us_000460281,0.591533, 0.368919
us_000530098,0.591533, 0.368919
us_000465730,0.591533, 0.368919
us_000473806,0.591533, 0.368919
us_000467001,0.591533, 0.368919
us_000148806,0.591533, 0.368919
us_000469673,0.591533, 0.368919
us_000477003,0.591533, 0.368919
us_000477173,0.591533, 0.368919
us_000360462,0.591533, 0.368919
us_000601714,0.591533, 0.368919
us_000459209,0.591533, 0.368919
us_000462941,0.591533, 0.368919
us_000476022,0.591533, 0.368919
us_000477285,0.591533, 0.368919
us_000463129,0.591533, 0.368919
us_000459718,0.591533, 0.368919
us_000462526,0.591533, 0.368919
us_000461088,0.591533, 0.368919
us_000466176,0.591533, 0.368919
us_000525942,0.591533, 0.368919
us_000527385,0.591533, 0.368919
us_000548491,0.591533, 0.368919
us_000474132,0.591533, 0.368919
us_000463747,0.591533, 0.368919
us_000460433,0.591533, 0.368919
us_000523764,0.591533, 0.368919
us_000464368,0.591533, 0.368919
us_000466175,0.591533, 0.368919
us_000526067,0.591533, 0.368919
us_000527965,0.591533, 0.368919
us_000466740,0.591533, 0.368919
us_000466671,0.591533, 0.368919
us_000460058,0.591533, 0.368919
us_000461485,0.591533, 0.368919
us_000469745,0.591533, 0.368919
us_000368626,0.591533, 0.368919
us_000557815,0.591533, 0.368919
us_000529989,0.591533, 0.368919
us_000459729,0.591533, 0.368919
us_000460139,0.591533, 0.368919
us_000468770,0.591533, 0.368919
us_000462375,0.591533, 0.368919
us_000529712,0.591533, 0.368919
us_000459033,0.591533, 0.368919
us_000525332,0.591533, 0.368919
us_000461243,0.591533, 0.368919
us_000459645,0.591533, 0.368919
us_000467899,0.591533, 0.368919
us_000462544,0.591533, 0.368919
us_000048253,0.591533, 0.368919
us_000460251,0.591533, 0.368919
us_000462386,0.591533, 0.368919
us_000470849,0.591533, 0.368919
us_000466563,0.591533, 0.368919
us_000468668,0.591533, 0.368919
us_000524062,0.591533, 0.368919
us_000006197,0.591533, 0.368919
us_000467520,0.591533, 0.368919
us_000463164,0.591533, 0.368919
us_000525685,0.591533, 0.368919
us_000459725,0.591533, 0.368919
us_000526475,0.591533, 0.368919
us_000468651,0.591533, 0.368919
us_000098863,0.591533, 0.368919
us_000437068,0.591533, 0.368919
us_000312172,0.591533, 0.368919
us_000378441,0.591533, 0.368919
us_000237156,0.591533, 0.368919
us_000524531,0.591533, 0.368919
us_000548490,0.591533, 0.368919
us_000475744,0.591533, 0.368919
us_000466534,0.591533, 0.368919
us_000470885,0.591533, 0.368919
us_000526558,0.591533, 0.368919
us_000459508,0.591533, 0.368919
us_000462571,0.591533, 0.369076
us_000475773,0.591533, 0.369227
us_000526318,0.591533, 0.369632
us_000475394,0.591533, 0.369687
us_000528517,0.591533, 0.369750
us_000566529,0.591533, 0.371101
us_000525588,0.591533, 0.371271
us_000523791,0.591533, 0.371465
us_000524584,0.591533, 0.371771
us_000563581,0.591533, 0.372225
us_000598352,0.591533, 0.372544
us_000584270,0.591533, 0.373574
us_000584186,0.591533, 0.373574
us_000467143,0.591533, 0.373632
us_000467111,0.591533, 0.373632
us_000467186,0.591533, 0.373632
us_000463499,0.591533, 0.374045
us_000606223,0.591533, 0.374137
us_000495195,0.591533, 0.374480
us_000505772,0.591533, 0.374891
us_000569435,0.591533, 0.375079
us_000616250,0.591533, 0.375191
us_000601951,0.591533, 0.375608
us_000588947,0.591533, 0.375842
us_000522956,0.591533, 0.375868
us_000475852,0.591533, 0.376002
us_000475864,0.591533, 0.376002
us_000581719,0.591533, 0.376322
us_000597861,0.591533, 0.376378
us_000600493,0.591533, 0.376429
us_000510794,0.591533, 0.376526
us_000475930,0.591533, 0.377073
us_000501511,0.591533, 0.377342
us_000584183,0.591533, 0.377595
us_000528274,0.591533, 0.377814
us_000519343,0.591533, 0.377901
us_000494550,0.591533, 0.377972
us_000529986,0.591533, 0.378222
us_000227379,0.591533, 0.378380
us_000498641,0.591533, 0.378781
us_000486318,0.591533, 0.379076
us_000508390,0.591533, 0.379093
us_000554789,0.591533, 0.379288
us_000566027,0.591533, 0.379344
us_000564429,0.591533, 0.379377
us_000596608,0.591533, 0.379457
us_000586985,0.591533, 0.379457
us_000586947,0.591533, 0.379457
us_000506397,0.591533, 0.379503
us_000572773,0.591533, 0.379675
us_000569947,0.591533, 0.379855
us_000532984,0.591533, 0.380130
us_000585954,0.591533, 0.380136
us_000591894,0.591533, 0.380159
us_000540536,0.591533, 0.380436
us_000615478,0.591533, 0.380761
us_000465619,0.591533, 0.380767
us_000465661,0.591533, 0.380767
us_000465640,0.591533, 0.380767
us_000523741,0.591533, 0.380866
us_000615977,0.591533, 0.381059
us_000615978,0.591533, 0.381059
us_000599976,0.591533, 0.381157
us_000614365,0.591533, 0.381157
us_000469295,0.591533, 0.381157
us_000585965,0.591533, 0.381157
us_000540059,0.591533, 0.381169
us_000510712,0.591533, 0.381184
us_000458513,0.591533, 0.381197
us_000563513,0.591533, 0.381379
us_000529532,0.591533, 0.381399
us_000589097,0.591533, 0.381482
us_000543052,0.591533, 0.381724
us_000588808,0.591533, 0.381879
us_000524019,0.591533, 0.381879
us_000587085,0.591533, 0.381879
us_000495565,0.591533, 0.382200
us_000579215,0.591533, 0.382228
us_000528950,0.591533, 0.382301
us_000465947,0.591533, 0.382305
us_000570733,0.591533, 0.382415
us_000584727,0.591533, 0.382629
us_000591347,0.591533, 0.382957
us_000526824,0.591533, 0.383031
us_000474036,0.591533, 0.383046
us_000468296,0.591533, 0.383162
us_000070679,0.591533, 0.383162
us_000114659,0.591533, 0.383162
us_000529922,0.591533, 0.383162
us_000470284,0.591533, 0.383162
us_000460604,0.591533, 0.383162
us_000587942,0.591533, 0.383174
us_000507249,0.591533, 0.383225
us_000597193,0.591533, 0.383329
us_000514426,0.591533, 0.383339
us_000475942,0.591533, 0.383381
us_000539981,0.591533, 0.383443
us_000581664,0.591533, 0.383531
us_000573110,0.591533, 0.383540
us_000508472,0.591533, 0.383546
us_000613266,0.591533, 0.383587
us_000593195,0.591533, 0.383587
us_000519521,0.591533, 0.383587
us_000588806,0.591533, 0.383587
us_000613244,0.591533, 0.383587
us_000511409,0.591533, 0.383666
pr_000761657,0.591533, 0.383756
us_000533312,0.591533, 0.383915
us_000542253,0.591533, 0.383989
us_000588807,0.591533, 0.384052
us_000115179,0.591533, 0.384128
us_000484917,0.591533, 0.384139
us_000584729,0.591533, 0.384208
us_000583127,0.591533, 0.384217
us_000584884,0.591533, 0.384309
us_000613337,0.591533, 0.384309
us_000463655,0.591533, 0.384309
us_000548757,0.591533, 0.384309
us_000585801,0.591533, 0.384309
us_000584728,0.591533, 0.384309
us_000562207,0.591533, 0.384309
us_000583264,0.591533, 0.384309
us_000584818,0.591533, 0.384309
us_000612499,0.591533, 0.384309
us_000469185,0.591533, 0.384309
us_000583236,0.591533, 0.384309
us_000581696,0.591533, 0.384309
us_000583203,0.591533, 0.384309
us_000584730,0.591533, 0.384309
us_000558691,0.591533, 0.384309
us_000512652,0.591533, 0.384309
us_000582937,0.591533, 0.384309
us_000584885,0.591533, 0.384309
us_000584756,0.591533, 0.384309
us_000485704,0.591533, 0.384587
us_000595680,0.591533, 0.384732
us_000493996,0.591533, 0.384806
us_000177442,0.591533, 0.384852
us_000590134,0.591533, 0.384900
us_000475285,0.591533, 0.384954
us_000589899,0.591533, 0.385094
us_000582762,0.591533, 0.385157
us_000570553,0.591533, 0.385373
us_000542257,0.591533, 0.385421
us_000526823,0.591533, 0.385530
us_000461924,0.591533, 0.385567
us_000527185,0.591533, 0.385567
us_000469765,0.591533, 0.385567
us_000221614,0.591533, 0.385567
us_000461611,0.591533, 0.385567
us_000058846,0.591533, 0.385567
us_000469766,0.591533, 0.385567
us_000461677,0.591533, 0.385567
us_000461935,0.591533, 0.385567
us_000461930,0.591533, 0.385567
us_000582782,0.591533, 0.385595
us_000523337,0.591533, 0.385595
pr_000834509,0.591533, 0.385747
us_000596896,0.591533, 0.385786
us_000583774,0.591533, 0.385830
us_000615980,0.591533, 0.385911
us_000600128,0.591533, 0.385931
us_000489651,0.591533, 0.385968
us_000576923,0.591533, 0.386355
us_000562675,0.591533, 0.386380
us_000484571,0.591533, 0.386560
us_000580640,0.591533, 0.386856
us_000595915,0.591533, 0.386874
us_000583579,0.591533, 0.386954
us_000600375,0.591533, 0.386962
us_000561918,0.591533, 0.387114
us_000534610,0.591533, 0.387157
us_000612534,0.591533, 0.387188
us_000586316,0.591533, 0.387220
us_000586317,0.591533, 0.387220
us_000570779,0.591533, 0.387220
us_000570785,0.591533, 0.387220
us_000586315,0.591533, 0.387220
us_000569450,0.591533, 0.387220
us_000585788,0.591533, 0.387220
us_000185553,0.591533, 0.387322
us_000586312,0.591533, 0.387322
us_000617437,0.591533, 0.387322
us_000582730,0.591533, 0.387322
us_000586313,0.591533, 0.387322
us_000593466,0.591533, 0.387553
us_000486434,0.591533, 0.387587
us_000583211,0.591533, 0.387587
us_000583276,0.591533, 0.387587
us_000584180,0.591533, 0.387587
us_000617247,0.591533, 0.387924
us_000476736,0.591533, 0.387980
us_000528143,0.591533, 0.387980
us_000459928,0.591533, 0.387980
us_000475944,0.591533, 0.387980
us_000465948,0.591533, 0.387980
us_000476513,0.591533, 0.387980
us_000465994,0.591533, 0.387980
us_000529395,0.591533, 0.387980
us_000460815,0.591533, 0.387980
us_000460785,0.591533, 0.387980
us_000459761,0.591533, 0.387980
us_000529222,0.591533, 0.387980
us_000474537,0.591533, 0.387980
us_000597739,0.591533, 0.387980
us_000459775,0.591533, 0.387980
us_000459906,0.591533, 0.387980
us_000527485,0.591533, 0.387980
us_000459776,0.591533, 0.387980
us_000583735,0.591533, 0.388025
us_000579326,0.591533, 0.388025
us_000583688,0.591533, 0.388025
us_000579327,0.591533, 0.388025
us_000583541,0.591533, 0.388025
us_000139672,0.591533, 0.388025
us_000614165,0.591533, 0.388025
us_000583721,0.591533, 0.388025
us_000612506,0.591533, 0.388025
us_000510607,0.591533, 0.388025
us_000466995,0.591533, 0.388025
us_000574080,0.591533, 0.388025
us_000562639,0.591533, 0.388183
us_000581036,0.591533, 0.388218
us_000562672,0.591533, 0.388223
us_000482350,0.591533, 0.388346
us_000561185,0.591533, 0.388639
us_000590913,0.591533, 0.388721
us_000590906,0.591533, 0.388721
us_000590910,0.591533, 0.388721
us_000590909,0.591533, 0.388721
us_000586739,0.591533, 0.388731
us_000506644,0.591533, 0.388848
us_000598958,0.591533, 0.388892
us_000596946,0.591533, 0.389029
us_000563450,0.591533, 0.389137
us_000598638,0.591533, 0.389235
us_000613558,0.591533, 0.389235
us_000608126,0.591533, 0.389256
us_000584697,0.591533, 0.389646
us_000569821,0.591533, 0.389651
us_000527630,0.591533, 0.389651
us_000525910,0.591533, 0.389651
us_000535627,0.591533, 0.389651
us_000570164,0.591533, 0.389651
us_000569424,0.591533, 0.389651
us_000592999,0.591533, 0.389651
us_000579734,0.591533, 0.389651
us_000580609,0.591533, 0.389651
us_000617188,0.591533, 0.389651
us_000586135,0.591533, 0.389651
us_000584999,0.591533, 0.389651
us_000576715,0.591533, 0.389651
us_000510464,0.591533, 0.389752
us_000571620,0.591533, 0.389929
us_000571431,0.591533, 0.389929
us_000597008,0.591533, 0.389981
us_000583972,0.591533, 0.389985
us_000583631,0.591533, 0.390139
us_000469867,0.591533, 0.390401
us_000527070,0.591533, 0.390401
us_000458752,0.591533, 0.390401
us_000520826,0.591533, 0.390401
us_000470974,0.591533, 0.390401
us_000459443,0.591533, 0.390401
us_000473903,0.591533, 0.390401
us_000165416,0.591533, 0.390401
us_000524024,0.591533, 0.390401
us_000458488,0.591533, 0.390401
us_000469781,0.591533, 0.390401
us_000464478,0.591533, 0.390401
us_000246273,0.591533, 0.390401
us_000550216,0.591533, 0.390401
us_000465699,0.591533, 0.390401
us_000475586,0.591533, 0.390401
us_000468537,0.591533, 0.390401
us_000477333,0.591533, 0.390401
us_000458612,0.591533, 0.390401
us_000111888,0.591533, 0.390401
us_000458640,0.591533, 0.390401
us_000547788,0.591533, 0.390401
us_000230046,0.591533, 0.390401
us_000476186,0.591533, 0.390401
us_000458651,0.591533, 0.390401
us_000458713,0.591533, 0.390401
us_000469876,0.591533, 0.390401
us_000464612,0.591533, 0.390401
us_000477322,0.591533, 0.390401
us_000458867,0.591533, 0.390401
us_000458665,0.591533, 0.390401
us_000458689,0.591533, 0.390401
us_000467256,0.591533, 0.390401
us_000463087,0.591533, 0.390401
us_000477328,0.591533, 0.390401
us_000464777,0.591533, 0.390401
us_000460002,0.591533, 0.390401
us_000458516,0.591533, 0.390401
us_000524659,0.591533, 0.390401
us_000178869,0.591533, 0.390401
us_000458613,0.591533, 0.390401
us_000458915,0.591533, 0.390401
us_000477510,0.591533, 0.390401
us_000459452,0.591533, 0.390401
us_000598753,0.591533, 0.390401
us_000526294,0.591533, 0.390401
us_000458628,0.591533, 0.390401
us_000465864,0.591533, 0.390401
us_000460013,0.591533, 0.390401
us_000462301,0.591533, 0.390401
us_000425771,0.591533, 0.390401
us_000458799,0.591533, 0.390401
us_000475612,0.591533, 0.390401
us_000460969,0.591533, 0.390401
us_000044211,0.591533, 0.390401
us_000469833,0.591533, 0.390401
us_000615976,0.591533, 0.390506
us_000595057,0.591533, 0.390691
us_000516896,0.591533, 0.390705
us_000463261,0.591533, 0.390823
us_000564952,0.591533, 0.390923
us_000218142,0.591533, 0.391016
us_000459491,0.591533, 0.391121
us_000591031,0.591533, 0.391151
us_000589792,0.591533, 0.391151
us_000590917,0.591533, 0.391151
us_000589767,0.591533, 0.391151
us_000591029,0.591533, 0.391151
us_000616271,0.591533, 0.391151
us_000497163,0.591533, 0.391632
us_000613987,0.591533, 0.391666
us_000475687,0.591533, 0.391738
us_000485537,0.591533, 0.391966
us_000467359,0.591533, 0.392083
us_000460783,0.591533, 0.392114
us_000485647,0.591533, 0.392204
us_000518519,0.591533, 0.392308
us_000487853,0.591533, 0.392379
us_000577531,0.591533, 0.392593
us_000564861,0.591533, 0.392645
us_000112978,0.591533, 0.392681
us_000567111,0.591533, 0.392759
us_000468833,0.591533, 0.392784
us_000462125,0.591533, 0.392831
us_000461172,0.591533, 0.392831
us_000469747,0.591533, 0.392831
us_000524727,0.591533, 0.392831
us_000209125,0.591533, 0.392831
us_000468634,0.591533, 0.392831
us_000608146,0.591533, 0.392831
us_000465217,0.591533, 0.392831
us_000476007,0.591533, 0.392831
us_000476791,0.591533, 0.392831
us_000242998,0.591533, 0.392831
us_000558288,0.591533, 0.392831
us_000528247,0.591533, 0.392831
us_000466954,0.591533, 0.392831
us_000466187,0.591533, 0.392831
us_000524514,0.591533, 0.392831
us_000012726,0.591533, 0.392831
us_000558703,0.591533, 0.392831
us_000525615,0.591533, 0.392831
us_000461500,0.591533, 0.392831
us_000535756,0.591533, 0.392831
us_000461010,0.591533, 0.392831
us_000466782,0.591533, 0.392831
us_000463750,0.591533, 0.392831
us_000459492,0.591533, 0.392831
us_000477467,0.591533, 0.392831
us_000464141,0.591533, 0.392831
us_000459123,0.591533, 0.392831
us_000482066,0.591533, 0.392831
us_000460154,0.591533, 0.392831
us_000463656,0.591533, 0.392831
us_000477310,0.591533, 0.392831
us_000381879,0.591533, 0.392831
us_000460201,0.591533, 0.392831
us_000459733,0.591533, 0.392831
us_000460642,0.591533, 0.392831
us_000460118,0.591533, 0.392831
us_000467387,0.591533, 0.392831
us_000459349,0.591533, 0.392831
us_000463552,0.591533, 0.392831
us_000166177,0.591533, 0.392831
us_000470515,0.591533, 0.392831
us_000463168,0.591533, 0.392831
us_000105259,0.591533, 0.392831
us_000459387,0.591533, 0.392831
us_000524956,0.591533, 0.392831
us_000471155,0.591533, 0.392831
us_000462073,0.591533, 0.392831
us_000527344,0.591533, 0.392831
us_000459569,0.591533, 0.392831
us_000472753,0.591533, 0.392831
us_000476803,0.591533, 0.392831
us_000466746,0.591533, 0.392831
us_000004530,0.591533, 0.392831
us_000459341,0.591533, 0.392831
us_000608375,0.591533, 0.392831
us_000459093,0.591533, 0.392831
us_000461986,0.591533, 0.392831
us_000468030,0.591533, 0.392831
us_000467550,0.591533, 0.392831
us_000460115,0.591533, 0.392831
us_000477207,0.591533, 0.392831
us_000474210,0.591533, 0.392831
us_000460416,0.591533, 0.392831
us_000463725,0.591533, 0.392831
us_000462474,0.591533, 0.392831
us_000548758,0.591533, 0.392831
us_000471172,0.591533, 0.392831
us_000468768,0.591533, 0.392831
us_000460326,0.591533, 0.392831
us_000459686,0.591533, 0.392831
us_000468516,0.591533, 0.392831
us_000463154,0.591533, 0.392831
us_000462999,0.591533, 0.392831
us_000458993,0.591533, 0.392831
us_000471138,0.591533, 0.392831
us_000463043,0.591533, 0.392831
us_000465329,0.591533, 0.392831
us_000468210,0.591533, 0.392831
us_000387560,0.591533, 0.392831
us_000459717,0.591533, 0.392831
us_000459351,0.591533, 0.392831
us_000466305,0.591533, 0.392831
us_000463475,0.591533, 0.392831
us_000462489,0.591533, 0.392831
us_000462587,0.591533, 0.392831
us_000525896,0.591533, 0.392831
us_000464952,0.591533, 0.392831
us_000476047,0.591533, 0.392831
us_000588511,0.591533, 0.392831
us_000462426,0.591533, 0.392831
us_000465299,0.591533, 0.392831
us_000466936,0.591533, 0.392831
us_000462480,0.591533, 0.392831
us_000525298,0.591533, 0.392831
us_000460652,0.591533, 0.392831
us_000475918,0.591533, 0.392831
us_000474492,0.591533, 0.392831
us_000466989,0.591533, 0.392831
us_000475716,0.591533, 0.392831
us_000461190,0.591533, 0.392831
us_000468121,0.591533, 0.392831
us_000477378,0.591533, 0.392831
us_000179954,0.591533, 0.392831
us_000468666,0.591533, 0.392831
us_000235304,0.591533, 0.392831
us_000530036,0.591533, 0.392831
us_000466914,0.591533, 0.392831
us_000465946,0.591533, 0.392831
us_000528570,0.591533, 0.392831
us_000471146,0.591533, 0.392831
us_000467424,0.591533, 0.392831
us_000219772,0.591533, 0.392831
us_000475910,0.591533, 0.392831
us_000460105,0.591533, 0.392831
us_000168667,0.591533, 0.392831
us_000023160,0.591533, 0.392831
us_000461328,0.591533, 0.392831
us_000460647,0.591533, 0.392831
us_000463139,0.591533, 0.392831
us_000420039,0.591533, 0.392831
us_000459165,0.591533, 0.392831
us_000465318,0.591533, 0.392831
us_000219407,0.591533, 0.392831
us_000476621,0.591533, 0.392831
us_000006094,0.591533, 0.392831
us_000468886,0.591533, 0.392831
us_000460643,0.591533, 0.392831
us_000166663,0.591533, 0.392831
us_000459075,0.591533, 0.392831
us_000466720,0.591533, 0.392831
us_000471127,0.591533, 0.392831
us_000459637,0.591533, 0.392831
us_000464361,0.591533, 0.392831
us_000460019,0.591533, 0.392831
us_000459060,0.591533, 0.392831
us_000462416,0.591533, 0.392831
us_000459059,0.591533, 0.392831
us_000525186,0.591533, 0.392831
us_000459633,0.591533, 0.392831
us_000461760,0.591533, 0.392831
us_000465378,0.591533, 0.392831
us_000460462,0.591533, 0.392831
us_000469570,0.591533, 0.392831
us_000461178,0.591533, 0.392831
us_000477661,0.591533, 0.392831
us_000463598,0.591533, 0.392993
us_000558241,0.591533, 0.393238
us_000552900,0.591533, 0.393444
us_000468837,0.591533, 0.393494
us_000499562,0.591533, 0.393777
us_000608483,0.591533, 0.393796
us_000511012,0.591533, 0.395342
us_000525851,0.591533, 0.395631
us_000494959,0.591533, 0.395643
us_000462357,0.591533, 0.396965
us_000521715,0.591533, 0.397256
us_000462807,0.591533, 0.397426
us_000460843,0.591533, 0.397468
us_000615159,0.591533, 0.397513
us_000168787,0.591533, 0.397548
us_000519605,0.591533, 0.397646
us_000467801,0.591533, 0.398061
us_000477913,0.591533, 0.398725
us_000543345,0.591533, 0.398904
us_000489566,0.591533, 0.399072
us_000615961,0.591533, 0.399198
us_000614107,0.591533, 0.399570
us_000568826,0.591533, 0.399792
us_000531923,0.591533, 0.399889
us_000490645,0.591533, 0.400151
us_000461465,0.591533, 0.400474
us_000182573,0.591533, 0.400580
us_000583634,0.591533, 0.401188
us_000566460,0.591533, 0.401292
us_000459494,0.591533, 0.402097
us_000613384,0.591533, 0.402366
us_000383773,0.591533, 0.402543
us_000533305,0.591533, 0.403613
us_000473641,0.591533, 0.403833
us_000148994,0.591533, 0.404301
us_000494900,0.591533, 0.404301
us_000568750,0.591533, 0.405154
us_000465711,0.591533, 0.405217
pr_001065743,0.591533, 0.405326
pr_000361736,0.591533, 0.405407
us_000582936,0.591533, 0.405745
us_000573873,0.591533, 0.406143
us_000479489,0.591533, 0.407070
pr_000239367,0.591533, 0.407425
pr_001007842,0.591533, 0.409143
us_000598393,0.591533, 0.410021
us_000463998,0.591533, 0.410159
us_000529434,0.591533, 0.410267
us_000478615,0.591533, 0.411709
us_000584525,0.591533, 0.412156
us_000599049,0.591533, 0.412958
pr_000696189,0.591533, 0.413021
us_000495772,0.591533, 0.415092
us_000569911,0.591533, 0.418108
us_000482666,0.591533, 0.419536
us_000490909,0.591533, 0.420788
us_000525460,0.591533, 0.422167
us_000509811,0.591533, 0.422380
us_000558494,0.591533, 0.422805
us_000543037,0.591533, 0.422998
us_000518834,0.591533, 0.424519
us_000615115,0.591533, 0.425011
us_000495118,0.591533, 0.426933
us_000488545,0.591533, 0.430321
us_000465102,0.591533, 0.430776
us_000553292,0.591533, 0.430782
us_000404312,0.591533, 0.432508
us_000484328,0.591533, 0.432878
us_000543051,0.591533, 0.434994
us_000531970,0.591533, 0.436039
us_000541154,0.591533, 0.436093
us_000471065,0.591533, 0.437566
us_000596060,0.591533, 0.438533
us_000480302,0.591533, 0.440997
us_000553870,0.591533, 0.442457
us_000532594,0.591533, 0.447999
us_000558031,0.591533, 0.448284
us_000482234,0.591533, 0.451982
us_000498467,0.591533, 0.454120
us_000495262,0.591533, 0.454318
us_000444225,0.591533, 0.455755
us_000617404,0.591533, 0.455853
us_000558032,0.591533, 0.458811
us_000475267,0.591533, 0.462512
us_000582963,0.591533, 0.471117
us_000549238,0.591533, 0.471818
us_000480356,0.591533, 0.471973
us_000501715,0.591533, 0.472304
us_000510406,0.591533, 0.501939
us_000518038,0.591533, 0.509180
us_000557663,0.591533, 0.511754
us_000580142,0.591533, 0.513272
us_000490330,0.591533, 0.579986
us_000509373,0.591533, 0.593694
us_000527288,0.591533, 0.595834
us_000509642,0.591533, 0.617810
us_000549735,0.591533, 0.638269
us_000539234,0.591533, 0.639602
us_000500552,0.591533, 0.648739
us_000141887,0.591533, 0.673657
us_000503858,0.591533, 0.679963
us_000540138,0.591533, 0.707357
us_000584460,0.591533, 0.707415
us_000595594,0.591533, 0.713115
us_000527814,0.591533, 0.798319
us_000503954,0.591533, 0.842972
us_000531776,0.591533, 0.924515
us_000483262,0.591533, 1.378426
us_000564192,0.591533, 1.541560
us_000531496,0.591533, 1.962192
us_000484626,0.414856, 2.488626
us_000525818,0.414856, 2.625581
us_000484877,0.414856, 2.655477
us_000484887,0.414856, 2.686118
us_000517000,0.414856, 2.755987
us_000515610,0.414856, 2.914133
us_000536995,0.414856, 2.921868
pr_000831976,0.412332, 0.000000
pr_000234917,0.412332, 0.000001
us_000495902,0.412332, 1.383648
us_000585751,0.412332, 1.421183
us_000488853,0.412332, 1.495273
us_000461885,0.412332, 1.498786
us_000492937,0.412332, 1.501018
us_000570676,0.412332, 1.521901
us_000531992,0.412332, 1.558891
us_000498732,0.412332, 1.594820
us_000464856,0.412332, 1.609174
us_000501109,0.412332, 1.613002
us_000539827,0.412332, 1.627038
us_000484538,0.412332, 1.635456
us_000494869,0.412332, 1.643979
us_000586115,0.412332, 1.671524
us_000461511,0.412332, 1.681925
us_000536116,0.412332, 1.692389
us_000540987,0.412332, 1.696353
us_000475932,0.412332, 1.701774
us_000491145,0.412332, 1.703575
us_000490021,0.412332, 1.706165
us_000605419,0.412332, 1.708823
us_000500030,0.412332, 1.709938
us_000491297,0.412332, 1.733666
us_000493069,0.412332, 1.735012
us_000480617,0.412332, 1.735316
us_000487272,0.412332, 1.740752
us_000526228,0.412332, 1.743146
us_000509217,0.412332, 1.748609
us_000502882,0.412332, 1.751189
us_000497947,0.412332, 1.755779
us_000515624,0.412332, 1.770823
us_000486495,0.412332, 1.805736
us_000498713,0.412332, 1.809445
us_000521475,0.412332, 1.819522
us_000541400,0.322545, 0.000064
us_000567820,0.322545, 0.000064
us_000557009,0.322545, 0.000131
us_000543946,0.322545, 0.001653
us_000598103,0.322545, 0.002038
us_000277395,0.322545, 0.241935
us_000002165,0.322545, 0.246307
us_000501484,0.322545, 0.246999
us_000465923,0.322545, 0.251643
us_000529187,0.322545, 0.253182
us_000528502,0.322545, 0.253636
us_000124005,0.322545, 0.255639
pr_001696261,0.322545, 0.257214
us_000308233,0.322545, 0.257271
us_000466683,0.322545, 0.257271
us_000093521,0.322545, 0.257537
us_000219546,0.322545, 0.257650
us_000538691,0.322545, 0.261175
us_000515582,0.322545, 0.269068
