Product ID : 1016 JPs covered : 68 : Bankruptcy, 
us_000463710,1.000000, 2.266721
us_000526748,1.000000, 2.691897
pr_000777289,0.998145, 0.000090
us_000509618,0.998145, 0.002322
us_000536014,0.998145, 0.002322
us_000509201,0.998145, 0.002322
us_000510781,0.998145, 0.002322
us_000484899,0.998145, 0.058286
us_000502329,0.998145, 2.886946
pr_001134140,0.851904, 0.000010
us_000565772,0.851904, 0.000080
us_000577324,0.851904, 0.000346
us_000496810,0.851904, 0.889931
us_000520819,0.851904, 0.894253
us_000526812,0.851904, 0.904171
us_000500022,0.851904, 0.967846
us_000498316,0.851904, 1.014579
us_000501941,0.851904, 1.035804
us_000550045,0.851904, 1.058737
us_000459465,0.851904, 1.059079
us_000509279,0.851904, 1.065088
us_000528042,0.851904, 1.066931
us_000527392,0.851904, 1.072898
us_000475582,0.851904, 1.086509
us_000580026,0.851904, 1.087365
us_000399226,0.851904, 1.088376
us_000508473,0.851904, 1.113813
us_000481484,0.851904, 1.116206
us_000505267,0.851904, 1.119665
us_000567047,0.851904, 1.120476
us_000438146,0.851904, 1.121168
us_000503418,0.851904, 1.128473
us_000511142,0.851904, 1.129150
us_000191199,0.851904, 1.131637
us_000212805,0.851904, 1.137548
us_000483440,0.851904, 1.144295
us_000494876,0.851904, 1.147794
us_000539818,0.851904, 1.154995
us_000582646,0.851904, 1.155615
us_000527628,0.851904, 1.155805
us_000582979,0.851904, 1.159433
us_000004996,0.851904, 1.159882
us_000475786,0.851904, 1.163519
us_000509180,0.851904, 1.164991
us_000607837,0.851904, 1.166407
us_000463213,0.851904, 1.169172
us_000526700,0.851904, 1.169172
us_000145978,0.851904, 1.169172
us_000398516,0.851904, 1.177506
us_000072613,0.851904, 1.183463
us_000558270,0.851904, 1.183627
us_000469140,0.851904, 1.187215
us_000490987,0.851904, 1.187784
us_000476002,0.851904, 1.189080
us_000503541,0.851904, 1.191627
us_000409898,0.851904, 1.192942
us_000520565,0.851904, 1.193109
us_000471068,0.851904, 1.194457
us_000469879,0.851904, 1.197689
us_000474614,0.851904, 1.197689
us_000508317,0.851904, 1.198863
us_000459958,0.851904, 1.199293
us_000525869,0.851904, 1.200612
us_000510485,0.851904, 1.206570
us_000160893,0.851904, 1.207981
us_000527991,0.851904, 1.216794
us_000210473,0.851904, 1.221497
us_000526877,0.851904, 1.227306
us_000113224,0.851904, 1.230316
us_000528119,0.851904, 1.230316
us_000524484,0.851904, 1.239358
us_000491068,0.851904, 1.255615
us_000145277,0.851904, 1.260485
us_000578556,0.851904, 1.275457
pr_001806161,0.819310, 0.000000
pr_002050949,0.819310, 0.000000
pr_000914102,0.819310, 0.000000
us_000480897,0.819310, 1.012379
us_000585921,0.819310, 1.079944
us_000464216,0.819310, 1.084240
us_000483952,0.819310, 1.115047
us_000481404,0.819310, 1.115364
us_000548351,0.819310, 1.124931
us_000532185,0.819310, 1.168037
us_000575076,0.819310, 1.168596
us_000563955,0.819310, 1.170537
us_000481392,0.819310, 1.173061
us_000563098,0.819310, 1.178916
us_000557419,0.819310, 1.181039
us_000518418,0.819310, 1.202504
us_000480216,0.819310, 1.203201
us_000499814,0.819310, 1.210980
us_000152761,0.819310, 1.212106
us_000578982,0.819310, 1.218203
us_000541055,0.819310, 1.229841
us_000517392,0.819310, 1.239829
us_000592053,0.819310, 1.245155
us_000549907,0.819310, 1.245780
us_000469749,0.819310, 1.247250
us_000588671,0.819310, 1.252932
us_000493242,0.819310, 1.256719
us_000545252,0.819310, 1.260075
us_000545208,0.819310, 1.263143
us_000570365,0.819310, 1.264317
us_000471053,0.819310, 1.265906
us_000588257,0.819310, 1.266681
us_000469131,0.819310, 1.268997
us_000465726,0.819310, 1.269510
us_000598000,0.819310, 1.275531
us_000492121,0.819310, 1.275726
us_000569883,0.819310, 1.279043
us_000585661,0.819310, 1.279770
us_000483246,0.819310, 1.283503
us_000596227,0.819310, 1.290556
us_000508339,0.819310, 1.290866
us_000546343,0.819310, 1.295374
us_000482871,0.819310, 1.297962
us_000463982,0.819310, 1.298574
us_000520919,0.819310, 1.300865
us_000497139,0.819310, 1.303670
us_000068888,0.819310, 1.303849
us_000492756,0.819310, 1.304628
us_000475141,0.819310, 1.310803
us_000546301,0.819310, 1.311607
us_000573360,0.819310, 1.313250
us_000512585,0.819310, 1.313365
us_000463668,0.819310, 1.315584
us_000495504,0.819310, 1.316691
us_000462733,0.819310, 1.316874
us_000467209,0.819310, 1.319097
us_000584079,0.819310, 1.319783
us_000486404,0.819310, 1.321025
us_000521321,0.819310, 1.322135
us_000414873,0.819310, 1.323538
us_000527999,0.819310, 1.324324
us_000391720,0.819310, 1.326346
us_000511029,0.819310, 1.327443
us_000532070,0.819310, 1.328201
us_000556593,0.819310, 1.332177
us_000509369,0.819310, 1.332262
us_000370411,0.819310, 1.333291
us_000470546,0.819310, 1.336422
us_000467887,0.819310, 1.337790
us_000467130,0.819310, 1.338450
us_000465933,0.819310, 1.338722
us_000491131,0.819310, 1.340861
us_000550374,0.819310, 1.341075
us_000602549,0.819310, 1.341460
us_000556284,0.819310, 1.341787
us_000477360,0.819310, 1.342326
us_000547088,0.819310, 1.342783
us_000534883,0.819310, 1.344196
us_000465958,0.819310, 1.344327
us_000220233,0.819310, 1.344364
us_000588954,0.819310, 1.344758
us_000481059,0.819310, 1.344805
us_000460674,0.819310, 1.346625
us_000616524,0.819310, 1.347177
us_000581308,0.819310, 1.347283
us_000489976,0.819310, 1.349407
us_000468312,0.819310, 1.352757
us_000512934,0.819310, 1.353469
us_000587857,0.819310, 1.354208
us_000009884,0.819310, 1.354735
us_000572370,0.819310, 1.355063
us_000465246,0.819310, 1.355237
us_000485630,0.819310, 1.356002
us_000571816,0.819310, 1.356192
us_000528255,0.819310, 1.357603
us_000518845,0.819310, 1.358743
us_000009849,0.819310, 1.358754
us_000476774,0.819310, 1.359719
us_000461728,0.819310, 1.360268
us_000587072,0.819310, 1.362184
us_000463985,0.819310, 1.362846
us_000544231,0.819310, 1.363126
us_000386870,0.819310, 1.365540
us_000267353,0.819310, 1.365638
us_000463867,0.819310, 1.365905
us_000467216,0.819310, 1.365905
us_000475961,0.819310, 1.366109
us_000005370,0.819310, 1.367044
us_000243695,0.819310, 1.367074
us_000220008,0.819310, 1.368388
us_000296714,0.819310, 1.368736
us_000462993,0.819310, 1.368736
us_000475681,0.819310, 1.369897
us_000005511,0.819310, 1.370492
us_000483204,0.819310, 1.370562
us_000296808,0.819310, 1.371432
us_000185725,0.819310, 1.372287
us_000467354,0.819310, 1.372728
us_000462942,0.819310, 1.372728
us_000288209,0.819310, 1.373850
us_000535683,0.819310, 1.374082
us_000510441,0.819310, 1.374258
us_000587086,0.819310, 1.374560
us_000098449,0.819310, 1.375752
us_000467957,0.819310, 1.376358
us_000525735,0.819310, 1.378320
us_000450946,0.819310, 1.381314
pr_000893548,0.819310, 1.385718
us_000482934,0.819310, 1.386329
us_000471052,0.819310, 1.386909
us_000471329,0.819310, 1.389896
us_000478401,0.819310, 1.390418
us_000471115,0.819310, 1.391697
us_000475937,0.819310, 1.391978
us_000528974,0.819310, 1.393519
us_000135858,0.819310, 1.394605
us_000463105,0.819310, 1.394605
us_000462695,0.819310, 1.394605
us_000588926,0.819310, 1.397175
us_000496152,0.819310, 1.397379
us_000587783,0.819310, 1.398156
us_000438548,0.819310, 1.398285
us_000373311,0.819310, 1.398597
us_000458708,0.819310, 1.398597
us_000460970,0.819310, 1.398597
us_000029972,0.819310, 1.400642
us_000503607,0.819310, 1.401074
us_000462981,0.819310, 1.401515
us_000144359,0.819310, 1.401515
us_000467543,0.819310, 1.401515
us_000480589,0.819310, 1.401515
us_000602422,0.819310, 1.402045
us_000462853,0.819310, 1.403209
us_000572330,0.819310, 1.404899
us_000481876,0.819310, 1.407302
us_000576521,0.819310, 1.410199
us_000459055,0.819310, 1.410517
us_000496898,0.819310, 1.411272
us_000459362,0.819310, 1.412172
pr_000719214,0.819310, 1.416591
us_000199505,0.819310, 1.431253
us_000468889,0.819310, 1.437943
us_000477677,0.819310, 1.440239
us_000526990,0.819310, 1.455453
us_000358080,0.819310, 1.460331
us_000222114,0.819310, 1.466995
us_000525010,0.819310, 1.527022
us_000458979,0.819310, 1.531405
us_000450684,0.819310, 1.561893
us_000461844,0.819310, 1.572502
us_000181826,0.819310, 1.597497
us_000523623,0.819310, 1.725782
us_000417009,0.778584, 0.000007
us_000597473,0.778584, 0.000846
us_000470281,0.778584, 2.683752
us_000478240,0.778584, 2.851102
us_000459982,0.778584, 2.879175
us_000590121,0.778584, 2.888430
us_000496432,0.778584, 2.919299
us_000195579,0.778584, 2.924352
us_000485343,0.778584, 2.950472
us_000478459,0.778584, 2.967795
us_000529916,0.778584, 2.974814
us_000533011,0.778584, 2.996585
us_000469221,0.778584, 3.027794
us_000496225,0.778584, 3.033553
us_000188777,0.778584, 3.079918
us_000478552,0.778584, 3.110730
us_000474504,0.778584, 3.123411
us_000489038,0.778584, 3.129719
us_000474650,0.778584, 3.156879
us_000535792,0.778584, 3.158768
us_000577522,0.778584, 3.169867
us_000483957,0.778584, 3.179739
us_000330823,0.778584, 3.191705
us_000607538,0.778584, 3.201358
us_000495048,0.778584, 3.201529
us_000607266,0.778584, 3.205069
us_000545943,0.778584, 3.209516
us_000461943,0.778584, 3.212933
us_000533201,0.778584, 3.213027
us_000607267,0.778584, 3.215050
us_000596030,0.778584, 3.221983
us_000470217,0.778584, 3.225117
us_000590060,0.778584, 3.228559
us_000529736,0.778584, 3.238691
us_000491197,0.778584, 3.241606
us_000482956,0.778584, 3.244290
us_000538629,0.778584, 3.254387
us_000489391,0.778584, 3.257009
us_000602928,0.778584, 3.261242
us_000568640,0.778584, 3.272842
us_000103152,0.778584, 3.284905
us_000556727,0.778584, 3.290731
us_000600817,0.778584, 3.293796
us_000527432,0.778584, 3.299135
us_000535701,0.778584, 3.308897
us_000570893,0.778584, 3.324864
us_000557813,0.778584, 3.326590
us_000596031,0.778584, 3.328606
us_000511235,0.778584, 3.342959
us_000521516,0.778584, 3.351907
us_000545241,0.778584, 3.426271
us_000542064,0.731942, 0.000000
us_000500082,0.731942, 0.000000
us_000562339,0.731942, 0.001302
us_000516803,0.731942, 0.003123
pr_001117336,0.661985, 0.000001
us_000484740,0.661985, 0.038569
us_000463362,0.661985, 3.437291
us_000495614,0.661985, 3.733348
us_000494954,0.661985, 3.786176
us_000576951,0.661985, 3.922237
us_000540594,0.661985, 3.990994
us_000494794,0.661985, 4.018619
us_000522068,0.661985, 4.085480
us_000517137,0.661985, 4.113553
us_000516904,0.661985, 4.172709
us_000503228,0.661985, 4.174875
us_000487806,0.661985, 4.180322
us_000547172,0.661985, 4.217636
us_000515609,0.661985, 4.235786
us_000468498,0.661985, 4.322466
us_000490760,0.655235, 0.000000
us_000493502,0.655235, 0.000000
us_000484855,0.655235, 0.000000
pr_000078881,0.655235, 0.000001
pr_001064456,0.655235, 0.000001
pr_000770246,0.655235, 0.000002
pr_001108023,0.655235, 0.000009
us_000498292,0.655235, 0.000012
pr_000620298,0.655235, 0.000016
pr_000748050,0.655235, 0.000026
pr_000293577,0.655235, 0.000026
pr_000620186,0.655235, 0.000057
pr_002130604,0.655235, 0.000057
pr_000294246,0.655235, 0.000100
pr_000199778,0.655235, 0.000216
us_000520513,0.655235, 0.000318
pr_000828624,0.655235, 0.000343
us_000504645,0.655235, 0.000351
pr_002184349,0.655235, 0.001188
us_000558504,0.655235, 0.016236
us_000572232,0.655235, 0.046967
us_000566899,0.655235, 0.062572
us_000560063,0.655235, 0.618205
us_000579707,0.655235, 0.647647
us_000485952,0.655235, 0.664130
us_000486155,0.655235, 0.667454
us_000464633,0.655235, 0.667931
us_000591851,0.655235, 0.673551
us_000512297,0.655235, 0.691347
us_000467927,0.655235, 0.696758
us_000276236,0.655235, 0.701831
us_000526265,0.655235, 0.719038
us_000563171,0.655235, 0.723081
us_000557923,0.655235, 0.723569
us_000475834,0.655235, 0.738308
us_000464370,0.655235, 0.738322
us_000601275,0.655235, 0.741227
us_000459924,0.655235, 0.744011
us_000520136,0.655235, 0.744208
us_000579537,0.655235, 0.748109
us_000560536,0.655235, 0.749009
us_000515347,0.655235, 0.752606
us_000467318,0.655235, 0.757256
us_000114604,0.655235, 0.760080
us_000193290,0.655235, 0.760638
us_000460174,0.655235, 0.762370
us_000573440,0.655235, 0.764286
us_000518001,0.655235, 0.767458
us_000475838,0.655235, 0.768868
us_000561238,0.655235, 0.774629
us_000475901,0.655235, 0.776828
us_000573538,0.655235, 0.777753
us_000390948,0.655235, 0.777842
us_000501356,0.655235, 0.780804
us_000466998,0.655235, 0.781643
us_000476283,0.655235, 0.782738
us_000174958,0.655235, 0.785114
us_000576828,0.655235, 0.785339
us_000001575,0.655235, 0.785920
us_000482975,0.655235, 0.786028
us_000509494,0.655235, 0.786386
us_000593134,0.655235, 0.788576
us_000590450,0.655235, 0.789495
us_000576829,0.655235, 0.790421
us_000587318,0.655235, 0.790938
us_000590317,0.655235, 0.792555
us_000497341,0.655235, 0.794462
us_000585381,0.655235, 0.797469
us_000615582,0.655235, 0.798443
us_000485684,0.655235, 0.798443
us_000466080,0.655235, 0.805122
us_000480546,0.655235, 0.806511
us_000487207,0.655235, 0.808709
us_000475703,0.655235, 0.809441
us_000581304,0.655235, 0.809683
us_000466371,0.655235, 0.814296
us_000500168,0.655235, 0.814661
us_000469946,0.655235, 0.818707
us_000506490,0.655235, 0.824176
us_000475814,0.655235, 0.824802
us_000500406,0.655235, 0.855146
us_000598377,0.655235, 0.877403
us_000591067,0.655235, 1.095220
us_000529600,0.599117, 0.000000
us_000614180,0.599117, 0.000004
us_000495439,0.599117, 0.021212
us_000469852,0.599117, 0.584574
us_000463180,0.599117, 0.587018
us_000495378,0.599117, 0.643266
us_000472741,0.599117, 0.701870
us_000596435,0.599117, 0.753332
us_000510566,0.599117, 0.753332
us_000476147,0.599117, 0.757485
us_000596212,0.599117, 0.772730
us_000471260,0.599117, 0.793079
us_000495420,0.599117, 0.809833
us_000495419,0.599117, 0.809833
us_000509913,0.599117, 0.833034
us_000494888,0.599117, 0.833034
us_000509624,0.599117, 0.857424
us_000494632,0.599117, 0.857424
us_000494143,0.599117, 0.857424
us_000510909,0.599117, 0.857424
us_000511046,0.599117, 0.857424
us_000494974,0.599117, 0.857424
us_000513132,0.599117, 0.857424
us_000510171,0.599117, 0.857424
us_000514097,0.599117, 0.857424
us_000495453,0.599117, 0.857424
us_000507217,0.599117, 0.875972
us_000595951,0.599117, 0.981426
us_000494209,0.599117, 1.027364
us_000585211,0.599117, 1.041307
us_000596039,0.599117, 1.050432
us_000596697,0.599117, 1.086720
us_000496397,0.599117, 1.106136
us_000496590,0.599117, 1.113052
us_000494709,0.599117, 1.130476
us_000508933,0.599117, 1.130476
us_000510443,0.599117, 1.130476
us_000494681,0.599117, 1.130476
us_000509897,0.599117, 1.130476
us_000509706,0.599117, 1.130476
us_000510494,0.599117, 1.130476
us_000494739,0.599117, 1.130476
us_000494761,0.599117, 1.130476
us_000511097,0.599117, 1.130476
us_000497003,0.599117, 1.149918
us_000495018,0.599117, 1.156403
us_000510949,0.599117, 1.166764
us_000510622,0.599117, 1.166764
us_000611660,0.599117, 1.166764
us_000494318,0.599117, 1.166764
us_000495158,0.599117, 1.166764
us_000549003,0.599117, 1.166764
us_000494565,0.599117, 1.166764
us_000509703,0.599117, 1.166764
us_000495242,0.599117, 1.166764
us_000510925,0.599117, 1.166764
us_000495691,0.599117, 1.166764
us_000509146,0.599117, 1.166764
us_000510950,0.599117, 1.166764
us_000494248,0.599117, 1.166764
us_000495198,0.599117, 1.167357
us_000495698,0.599117, 1.197442
pr_000924938,0.599117, 1.366050
pr_001131829,0.599117, 1.398962
us_000585067,0.591533, 0.000357
us_000563914,0.591533, 0.335148
us_000557918,0.591533, 0.342769
us_000480824,0.591533, 0.344462
us_000529472,0.591533, 0.345567
us_000586054,0.591533, 0.349415
us_000556974,0.591533, 0.351374
us_000553777,0.591533, 0.352389
us_000505286,0.591533, 0.352453
us_000584459,0.591533, 0.353473
us_000501587,0.591533, 0.353703
us_000580468,0.591533, 0.354543
us_000509726,0.591533, 0.355597
us_000554475,0.591533, 0.356286
us_000574615,0.591533, 0.356565
us_000573418,0.591533, 0.356677
us_000541381,0.591533, 0.357056
us_000564220,0.591533, 0.358162
us_000540145,0.591533, 0.359254
us_000557945,0.591533, 0.359596
us_000526197,0.591533, 0.359596
us_000529948,0.591533, 0.359596
us_000529946,0.591533, 0.359596
us_000529937,0.591533, 0.359596
us_000460569,0.591533, 0.359596
us_000471349,0.591533, 0.359596
us_000470354,0.591533, 0.359596
us_000127625,0.591533, 0.359596
us_000470371,0.591533, 0.359596
us_000460663,0.591533, 0.359715
us_000469211,0.591533, 0.359715
us_000584177,0.591533, 0.359715
us_000577576,0.591533, 0.360076
us_000527649,0.591533, 0.360076
us_000503845,0.591533, 0.360076
us_000501178,0.591533, 0.360135
us_000607878,0.591533, 0.360546
us_000572989,0.591533, 0.360547
us_000545260,0.591533, 0.360711
us_000570964,0.591533, 0.361089
us_000459142,0.591533, 0.361187
us_000517199,0.591533, 0.361251
us_000602669,0.591533, 0.361299
us_000602359,0.591533, 0.361766
us_000573377,0.591533, 0.361769
us_000529478,0.591533, 0.361769
us_000557953,0.591533, 0.361808
us_000524834,0.591533, 0.361913
us_000461718,0.591533, 0.361913
us_000557814,0.591533, 0.361913
us_000525386,0.591533, 0.361913
us_000460636,0.591533, 0.361913
us_000527155,0.591533, 0.361913
us_000461958,0.591533, 0.361913
us_000461969,0.591533, 0.361913
us_000527517,0.591533, 0.361913
us_000467532,0.591533, 0.361913
us_000467809,0.591533, 0.361913
us_000563975,0.591533, 0.361984
us_000602986,0.591533, 0.362432
us_000562592,0.591533, 0.362454
us_000573315,0.591533, 0.362509
us_000606789,0.591533, 0.363120
us_000602763,0.591533, 0.363390
us_000585729,0.591533, 0.363813
us_000578297,0.591533, 0.363936
us_000546802,0.591533, 0.364050
