Product ID : 2081 # of JPs covered : 1 : 243 : Family Law, 
OID,Confidence at Map Node,Error at Map Node
us_000557278,0.182104, 0.064469
us_000544277,0.182104, 0.065270
us_000508252,0.182104, 0.065894
us_000549207,0.182104, 0.069841
us_000499339,0.182104, 0.071324
us_000546273,0.182104, 0.076171
us_000490947,0.182104, 0.078466
us_000496419,0.182104, 0.081680
us_000494741,0.182104, 0.083333
us_000499177,0.182104, 0.084167
us_000502903,0.182104, 0.086546
us_000478791,0.182104, 0.096166
us_000595763,0.182104, 0.099045
us_000533779,0.182104, 0.128392
us_000485549,0.182104, 0.138378
us_000479513,0.182104, 0.145004
us_000500996,0.182104, 0.146416
us_000532534,0.182104, 0.148315
us_000526006,0.182104, 0.158244
us_000527622,0.182104, 0.165063
us_000520030,0.182104, 0.167476
us_000468919,0.182104, 0.197535
us_000507160,0.182104, 0.218362
us_000497672,0.182104, 0.262743
us_000504081,0.182104, 0.262743
us_000487208,0.182104, 0.263792
us_000498718,0.182104, 0.295540
us_000498702,0.182104, 0.356437
us_000538052,0.182104, 0.368429
us_000493496,0.182104, 0.389042
us_000502184,0.182104, 0.416833
us_000505726,0.182104, 0.564218
us_000557341,0.174017, 0.000002
us_000547749,0.174017, 0.000002
us_000540525,0.174017, 0.000002
us_000515615,0.174017, 0.000004
us_000555320,0.174017, 0.000004
us_000504079,0.174017, 0.000004
us_000559867,0.174017, 0.000023
us_000484638,0.174017, 0.000103
us_000554267,0.174017, 0.000209
us_000479601,0.174017, 0.000776
us_000576987,0.174017, 0.002724
us_000521485,0.174017, 0.003544
us_000565287,0.174017, 0.003589
us_000599359,0.174017, 0.004631
us_000525756,0.174017, 0.007825
us_000586970,0.174017, 0.021286
us_000501679,0.174017, 0.086604
us_000498818,0.174017, 0.187959
us_000532862,0.171585, 0.000000
us_000477252,0.171585, 0.000011
us_000579701,0.171585, 0.000022
us_000596159,0.171585, 0.000022
us_000590976,0.171585, 0.000022
us_000573513,0.171585, 0.000022
us_000614370,0.171585, 0.000022
us_000581315,0.171585, 0.000022
us_000589247,0.171585, 0.000022
us_000599929,0.171585, 0.000022
us_000576200,0.171585, 0.000022
us_000603484,0.171585, 0.000022
us_000500941,0.171585, 0.009028
us_000516123,0.171585, 0.040416
us_000570718,0.171585, 0.042332
us_000497088,0.171585, 0.044236
us_000547292,0.171585, 0.050726
us_000485080,0.171585, 0.050726
us_000525658,0.171585, 0.053237
us_000492812,0.171585, 0.053660
us_000519874,0.171585, 0.053830
us_000518322,0.171585, 0.054590
us_000518709,0.171585, 0.055719
us_000567745,0.171585, 0.058986
us_000516467,0.171585, 0.061668
us_000536537,0.171585, 0.072384
us_000478289,0.171585, 0.073824
us_000598612,0.171585, 0.076346
us_000525565,0.171585, 0.088633
us_000498763,0.171585, 0.093133
us_000487906,0.171585, 0.107600
us_000515842,0.171585, 0.121975
us_000478383,0.171585, 0.217547
us_000515882,0.171585, 0.386677
pr_001592399,0.156381, 0.000000
us_000486756,0.156381, 0.000008
us_000492237,0.156381, 0.028858
us_000555220,0.156381, 0.028858
us_000514629,0.156381, 0.029462
us_000541752,0.156381, 0.037643
us_000511953,0.156381, 0.145519
us_000567856,0.156381, 0.288588
us_000507983,0.131474, 0.000005
us_000563783,0.131474, 0.000058
us_000487569,0.131474, 0.000110
us_000595538,0.131474, 0.005434
us_000498598,0.131474, 0.009223
us_000561483,0.131474, 0.013979
us_000499337,0.131474, 0.030070
us_000545014,0.131474, 0.059961
us_000492504,0.131474, 0.074691
us_000489264,0.131474, 0.126768
us_000528014,0.131474, 0.249814
us_000563932,0.131474, 0.342675
us_000547208,0.105131, 0.000001
us_000507856,0.105131, 0.019818
us_000571411,0.105131, 0.019818
us_000569157,0.105131, 0.019818
us_000537513,0.105131, 0.019818
us_000491940,0.105131, 0.019818
us_000518100,0.105131, 0.019818
us_000503592,0.105131, 0.019818
us_000506147,0.105131, 0.019818
us_000518805,0.105131, 0.019818
us_000576245,0.105131, 0.019818
us_000599605,0.105131, 0.019818
us_000600466,0.105131, 0.019818
us_000580768,0.105131, 0.019818
us_000549408,0.105131, 0.019818
us_000544239,0.105131, 0.019818
us_000494091,0.105131, 0.019818
us_000533527,0.105131, 0.019818
us_000518222,0.105131, 0.019818
us_000545810,0.105131, 0.019818
us_000496011,0.105131, 0.019818
us_000502441,0.105131, 0.019818
us_000504240,0.105131, 0.019818
us_000552289,0.105131, 0.019818
us_000570566,0.105131, 0.019818
us_000554241,0.105131, 0.019818
us_000554951,0.105131, 0.019818
us_000570245,0.105131, 0.019818
us_000533256,0.105131, 0.019818
us_000552999,0.105131, 0.019818
us_000547260,0.105131, 0.019818
us_000514201,0.105131, 0.019818
us_000478436,0.105131, 0.019818
us_000515082,0.105131, 0.019818
us_000526491,0.105131, 0.019818
us_000520178,0.105131, 0.019818
us_000539420,0.105131, 0.019818
us_000539421,0.105131, 0.019818
us_000537191,0.105131, 0.019818
us_000511486,0.105131, 0.019818
us_000486754,0.105131, 0.019818
us_000520737,0.105131, 0.019818
us_000533273,0.105131, 0.019818
us_000508733,0.105131, 0.019818
us_000497938,0.105131, 0.019818
us_000499102,0.105131, 0.019818
us_000505784,0.105131, 0.019818
us_000588028,0.105131, 0.019818
us_000510869,0.105131, 0.019818
us_000549284,0.105131, 0.019818
us_000560632,0.105131, 0.019818
us_000490978,0.105131, 0.019818
us_000535185,0.105131, 0.019818
us_000479732,0.105131, 0.019818
us_000576990,0.105131, 0.019818
us_000505826,0.105131, 0.019818
us_000489676,0.105131, 0.019818
us_000520091,0.105131, 0.019818
us_000541903,0.105131, 0.019818
us_000598680,0.105131, 0.019818
us_000498270,0.105131, 0.019818
us_000588966,0.105131, 0.019818
us_000564034,0.105131, 0.019818
us_000514151,0.105131, 0.019818
us_000527665,0.105131, 0.019818
us_000514583,0.105131, 0.019818
us_000501967,0.105131, 0.019818
us_000511328,0.105131, 0.019818
us_000517930,0.105131, 0.019818
us_000518799,0.105131, 0.019818
us_000541435,0.105131, 0.019818
us_000505935,0.105131, 0.019818
us_000502815,0.105131, 0.019818
us_000570228,0.105131, 0.019818
us_000503470,0.105131, 0.019818
us_000520225,0.105131, 0.019818
us_000554244,0.105131, 0.019818
us_000552989,0.105131, 0.019818
us_000520323,0.105131, 0.019818
us_000554383,0.105131, 0.019818
us_000504061,0.105131, 0.019818
us_000512546,0.105131, 0.019818
us_000518256,0.105131, 0.019818
us_000483982,0.105131, 0.019818
us_000513336,0.105131, 0.019818
us_000479508,0.105131, 0.019818
us_000498810,0.105131, 0.019818
us_000511496,0.105131, 0.019818
us_000577443,0.105131, 0.019818
us_000491538,0.105131, 0.019818
us_000545610,0.105131, 0.019818
us_000515150,0.105131, 0.019818
us_000511740,0.105131, 0.019818
us_000495147,0.105131, 0.019818
us_000493464,0.105131, 0.019818
us_000487233,0.105131, 0.019818
us_000518809,0.105131, 0.019818
us_000510878,0.105131, 0.019818
us_000501849,0.105131, 0.019818
us_000600536,0.105131, 0.019818
us_000518118,0.105131, 0.019818
us_000509203,0.105131, 0.019818
us_000496131,0.105131, 0.019818
us_000598739,0.105131, 0.019818
us_000563424,0.105131, 0.019818
us_000554243,0.105131, 0.019818
us_000518692,0.105131, 0.019818
us_000496951,0.105131, 0.019818
us_000546930,0.105131, 0.019818
us_000549232,0.105131, 0.019818
us_000498683,0.105131, 0.019818
us_000533205,0.105131, 0.019818
us_000545882,0.105131, 0.019818
us_000570631,0.105131, 0.019818
us_000509197,0.105131, 0.019818
us_000488714,0.105131, 0.019818
us_000518687,0.105131, 0.019818
us_000573924,0.105131, 0.019818
us_000479721,0.105131, 0.019818
us_000555069,0.105131, 0.019818
us_000536748,0.105131, 0.019818
us_000546929,0.105131, 0.019818
us_000492877,0.105131, 0.019818
us_000525921,0.105131, 0.019818
us_000503558,0.105131, 0.019818
us_000525783,0.105131, 0.019818
us_000476079,0.105131, 0.019818
us_000479327,0.105131, 0.019818
us_000490311,0.105131, 0.019818
us_000486837,0.105131, 0.019818
us_000554506,0.105131, 0.019818
us_000509307,0.105131, 0.019818
us_000533968,0.105131, 0.019818
us_000564553,0.105131, 0.019818
us_000533743,0.105131, 0.019818
us_000514167,0.105131, 0.019818
us_000511164,0.105131, 0.019818
us_000520701,0.105131, 0.019818
us_000533585,0.105131, 0.019818
us_000513996,0.105131, 0.019818
us_000505909,0.105131, 0.019818
us_000542275,0.105131, 0.019818
us_000498792,0.105131, 0.019818
us_000553952,0.105131, 0.019818
us_000519647,0.105131, 0.019818
us_000509281,0.105131, 0.019818
us_000539389,0.105131, 0.019818
us_000516497,0.105131, 0.019818
us_000520931,0.105131, 0.019818
us_000506215,0.105131, 0.019818
us_000527456,0.105131, 0.019818
us_000580732,0.105131, 0.019818
us_000511709,0.105131, 0.019818
us_000487389,0.105131, 0.019818
us_000579631,0.105131, 0.019818
us_000496610,0.105131, 0.019818
us_000544633,0.105131, 0.019818
us_000527241,0.105131, 0.019818
us_000544772,0.105131, 0.019818
us_000521136,0.105131, 0.019818
us_000554242,0.105131, 0.019818
us_000521413,0.105131, 0.019818
us_000537588,0.105131, 0.019818
us_000486794,0.105131, 0.019818
us_000506137,0.105131, 0.019818
us_000565202,0.105131, 0.019818
us_000506778,0.105131, 0.019818
us_000552226,0.105131, 0.019818
us_000507625,0.105131, 0.019818
us_000507019,0.105131, 0.019818
us_000511349,0.105131, 0.019818
us_000525067,0.105131, 0.019818
us_000525888,0.105131, 0.019818
us_000558499,0.105131, 0.019818
us_000547267,0.105131, 0.019818
us_000492879,0.105131, 0.019818
us_000570290,0.105131, 0.019818
us_000520332,0.105131, 0.019818
us_000492996,0.105131, 0.019818
us_000505921,0.105131, 0.019818
us_000521139,0.105131, 0.019818
us_000520697,0.105131, 0.019818
us_000517939,0.105131, 0.019818
us_000519200,0.105131, 0.019818
us_000529479,0.105131, 0.019818
us_000512161,0.105131, 0.019818
us_000527171,0.105131, 0.019818
us_000486820,0.105131, 0.019818
us_000580173,0.105131, 0.019818
us_000532955,0.105131, 0.019818
us_000514232,0.105131, 0.019818
us_000479044,0.105131, 0.019818
us_000475403,0.105131, 0.019818
us_000496682,0.105131, 0.019818
us_000527833,0.105131, 0.019818
us_000533738,0.105131, 0.019818
us_000529323,0.105131, 0.019818
us_000538421,0.105131, 0.019818
us_000475539,0.105131, 0.019818
us_000612185,0.105131, 0.019818
us_000539388,0.105131, 0.019818
us_000496425,0.105131, 0.019818
us_000598725,0.105131, 0.019818
us_000611948,0.105131, 0.019818
us_000532243,0.105131, 0.019818
us_000496686,0.105131, 0.019818
us_000477938,0.105131, 0.019818
us_000568567,0.105131, 0.019818
us_000519658,0.105131, 0.019818
us_000516099,0.105131, 0.019818
us_000494319,0.105131, 0.019818
us_000487392,0.105131, 0.019818
us_000519216,0.105131, 0.019818
us_000560572,0.105131, 0.019818
us_000501036,0.105131, 0.019818
us_000500069,0.105131, 0.019818
us_000518808,0.105131, 0.019818
us_000576522,0.105131, 0.019818
us_000505981,0.105131, 0.019818
us_000497920,0.105131, 0.019818
us_000507448,0.105131, 0.019818
us_000493830,0.105131, 0.019818
us_000520752,0.105131, 0.019818
us_000504857,0.105131, 0.019818
us_000491589,0.105131, 0.019818
us_000503561,0.105131, 0.019818
us_000518103,0.105131, 0.019818
us_000539966,0.105131, 0.019818
us_000526603,0.105131, 0.019818
us_000520358,0.105131, 0.019818
us_000497078,0.105131, 0.019818
us_000504873,0.105131, 0.019818
us_000530268,0.105131, 0.019818
us_000510996,0.105131, 0.019818
us_000538426,0.105131, 0.019818
us_000598132,0.105131, 0.019818
us_000547344,0.105131, 0.019818
us_000543537,0.105131, 0.019818
us_000516705,0.105131, 0.019818
us_000542282,0.105131, 0.019818
us_000518704,0.105131, 0.019818
us_000516496,0.105131, 0.019818
us_000582018,0.105131, 0.019818
us_000527167,0.105131, 0.019818
us_000520618,0.105131, 0.019818
us_000521206,0.105131, 0.019818
us_000493463,0.105131, 0.019818
us_000523089,0.105131, 0.019818
us_000569830,0.105131, 0.019818
us_000511689,0.105131, 0.019818
us_000611283,0.105131, 0.019818
us_000493466,0.105131, 0.019818
us_000510708,0.105131, 0.019818
us_000506142,0.105131, 0.019818
us_000559588,0.105131, 0.019818
us_000554193,0.105131, 0.019818
us_000537024,0.105131, 0.019818
us_000526618,0.105131, 0.020259
us_000507528,0.105131, 0.020700
us_000561186,0.105131, 0.020700
us_000541395,0.105131, 0.020700
us_000510897,0.105131, 0.020700
us_000598477,0.105131, 0.020700
us_000535700,0.105131, 0.020700
us_000513216,0.105131, 0.021056
pr_000949038,0.105131, 0.021602
pr_001058298,0.105131, 0.021602
pr_000784461,0.105131, 0.021602
us_000584719,0.105131, 0.021602
us_000506280,0.105131, 0.021602
us_000561108,0.105131, 0.021602
us_000584720,0.105131, 0.021602
us_000561103,0.105131, 0.021602
us_000567826,0.105131, 0.021602
us_000534355,0.105131, 0.021602
us_000519559,0.105131, 0.021602
us_000560248,0.105131, 0.021602
us_000555217,0.105131, 0.021602
us_000549532,0.105131, 0.021602
us_000490161,0.105131, 0.021602
us_000502901,0.105131, 0.021851
us_000553401,0.105131, 0.022108
us_000475517,0.105131, 0.022585
us_000481722,0.105131, 0.022616
us_000466391,0.105131, 0.022616
us_000502589,0.105131, 0.023066
us_000518721,0.105131, 0.023251
us_000492953,0.105131, 0.023393
us_000561092,0.105131, 0.024400
us_000595913,0.105131, 0.026269
us_000490335,0.105131, 0.026381
us_000504064,0.105131, 0.027171
us_000611337,0.105131, 0.027574
us_000484431,0.105131, 0.029132
us_000532401,0.105131, 0.030031
us_000507214,0.105131, 0.030031
us_000475614,0.105131, 0.030031
us_000505975,0.105131, 0.030031
us_000520228,0.105131, 0.030072
us_000497111,0.105131, 0.030472
us_000576567,0.105131, 0.030657
us_000488636,0.105131, 0.030756
us_000558559,0.105131, 0.030950
us_000507405,0.105131, 0.030950
us_000507375,0.105131, 0.030950
us_000598263,0.105131, 0.032443
us_000484645,0.105131, 0.033623
us_000511607,0.105131, 0.035380
us_000606136,0.105131, 0.036955
us_000526604,0.105131, 0.040878
us_000496178,0.105131, 0.040878
us_000506271,0.105131, 0.040878
us_000597089,0.105131, 0.040949
us_000006020,0.105131, 0.041225
us_000508462,0.105131, 0.041635
us_000598084,0.105131, 0.042165
us_000489922,0.105131, 0.042165
us_000484613,0.105131, 0.043489
us_000496264,0.105131, 0.045412
us_000559157,0.105131, 0.055408
us_000526591,0.105131, 0.056231
us_000504177,0.105131, 0.057585
us_000484798,0.105131, 0.057647
us_000501025,0.105131, 0.058206
us_000508774,0.105131, 0.059551
us_000475497,0.105131, 0.062107
us_000547805,0.105131, 0.062679
us_000590366,0.105131, 0.066868
us_000597182,0.105131, 0.070501
us_000544811,0.105131, 0.070844
us_000546332,0.105131, 0.072762
us_000588663,0.105131, 0.092692
us_000500779,0.105131, 0.094321
us_000490980,0.105131, 0.098760
us_000490176,0.105131, 0.101145
us_000553040,0.105131, 0.108930
us_000480725,0.105131, 0.109472
us_000490187,0.105131, 0.112882
us_000491400,0.105131, 0.115711
us_000485561,0.105131, 0.117582
us_000492481,0.105131, 0.121104
us_000515928,0.105131, 0.139772
us_000600666,0.105131, 0.150438
us_000527641,0.105131, 0.152126
us_000496016,0.105131, 0.181804
us_000546213,0.105131, 0.194976
us_000525965,0.105131, 0.220467
us_000502059,0.105131, 0.330302
us_000520924,0.097537, 0.003409
us_000496399,0.097537, 0.141664
us_000511792,0.097537, 0.142188
us_000584423,0.097537, 0.142195
us_000598666,0.097537, 0.150919
us_000492225,0.097537, 0.151738
us_000492076,0.097537, 0.151991
us_000592118,0.097537, 0.158879
us_000477933,0.097537, 0.179195
us_000513939,0.097537, 0.187279
us_000596638,0.097537, 0.189326
us_000594977,0.097537, 0.194675
us_000489883,0.097537, 0.195466
us_000497495,0.097537, 0.196564
us_000527652,0.097537, 0.197923
us_000503856,0.097537, 0.197928
us_000509002,0.097537, 0.199377
us_000525293,0.097537, 0.201708
us_000491445,0.097537, 0.201708
us_000544228,0.097537, 0.201708
us_000541403,0.097537, 0.201708
us_000533330,0.097537, 0.203367
us_000600256,0.097537, 0.205111
us_000560280,0.097537, 0.206940
us_000589763,0.097537, 0.206940
us_000486216,0.097537, 0.220193
us_000495259,0.097537, 0.237742
us_000528684,0.097537, 0.243747
us_000508255,0.097537, 0.245491
us_000487531,0.097537, 0.248265
us_000517455,0.097537, 0.249000
us_000556831,0.097537, 0.249000
us_000496244,0.097537, 0.249000
us_000564643,0.097537, 0.253413
us_000492358,0.097537, 0.258279
us_000548804,0.097537, 0.258279
us_000480796,0.097537, 0.259035
us_000535580,0.097537, 0.260533
us_000516342,0.097537, 0.260611
us_000551834,0.097537, 0.261430
us_000569673,0.097537, 0.261430
us_000557400,0.097537, 0.261430
us_000556821,0.097537, 0.261430
us_000573989,0.097537, 0.262270
us_000522509,0.097537, 0.262270
us_000553961,0.097537, 0.264349
us_000488588,0.097537, 0.307269
pr_001022550,0.067998, 0.000000
pr_001102128,0.067998, 0.000000
us_000536897,0.067998, 0.018059
us_000562149,0.067998, 0.018059
us_000494232,0.067998, 0.018059
pr_001083347,0.067998, 0.018059
us_000516081,0.067998, 0.018059
us_000525099,0.067998, 0.018059
us_000487144,0.067998, 0.018059
us_000602731,0.067998, 0.018059
us_000579869,0.067998, 0.018059
us_000525219,0.067998, 0.018059
us_000502165,0.067998, 0.018059
us_000516165,0.067998, 0.018059
us_000493944,0.067998, 0.018059
us_000498585,0.067998, 0.018059
us_000502097,0.067998, 0.018059
us_000579868,0.067998, 0.018059
us_000497154,0.067998, 0.018059
us_000503863,0.067998, 0.018059
us_000497171,0.067998, 0.018059
us_000556359,0.067998, 0.018555
us_000535379,0.067998, 0.018906
us_000524126,0.067998, 0.018906
us_000535939,0.067998, 0.018906
us_000511739,0.067998, 0.018906
us_000564703,0.067998, 0.018906
pr_001051212,0.067998, 0.018906
us_000576012,0.067998, 0.018906
us_000508256,0.067998, 0.018906
pr_001054156,0.067998, 0.018906
us_000560362,0.067998, 0.018906
us_000500825,0.067998, 0.018906
pr_001055224,0.067998, 0.018906
us_000580347,0.067998, 0.018906
us_000519484,0.067998, 0.018906
us_000590129,0.067998, 0.018906
us_000562231,0.067998, 0.018906
us_000562242,0.067998, 0.018906
us_000596166,0.067998, 0.018906
us_000576709,0.067998, 0.018906
us_000492262,0.067998, 0.018906
us_000491795,0.067998, 0.018906
us_000589782,0.067998, 0.018906
us_000505774,0.067998, 0.019644
pr_000741773,0.067998, 0.019736
pr_001053124,0.067998, 0.019774
pr_000936701,0.067998, 0.019774
us_000569570,0.067998, 0.019774
us_000587571,0.067998, 0.019774
us_000483858,0.067998, 0.019774
us_000535664,0.067998, 0.019774
us_000615702,0.067998, 0.019774
us_000517512,0.067998, 0.019774
us_000493221,0.067998, 0.019774
us_000512649,0.067998, 0.019774
us_000511923,0.067998, 0.019774
us_000587485,0.067998, 0.019774
us_000493903,0.067998, 0.019774
us_000508910,0.067998, 0.019774
us_000577074,0.067998, 0.019774
us_000512662,0.067998, 0.019774
us_000489709,0.067998, 0.019774
us_000496998,0.067998, 0.019774
us_000502325,0.067998, 0.019774
us_000506554,0.067998, 0.019774
us_000587928,0.067998, 0.019774
us_000569361,0.067998, 0.019774
us_000521261,0.067998, 0.019774
us_000535631,0.067998, 0.019774
us_000506526,0.067998, 0.019774
us_000524535,0.067998, 0.019774
us_000495984,0.067998, 0.019774
us_000602075,0.067998, 0.019774
us_000543890,0.067998, 0.019774
us_000551818,0.067998, 0.019774
us_000508916,0.067998, 0.019774
pr_001153724,0.067998, 0.020055
us_000498169,0.067998, 0.020416
us_000518219,0.067998, 0.020416
us_000580065,0.067998, 0.020663
us_000490203,0.067998, 0.020663
us_000508748,0.067998, 0.020663
us_000507258,0.067998, 0.020663
us_000506360,0.067998, 0.020663
us_000545600,0.067998, 0.020663
us_000506249,0.067998, 0.020663
us_000582154,0.067998, 0.020663
us_000542349,0.067998, 0.020663
us_000598873,0.067998, 0.020663
us_000503031,0.067998, 0.020663
us_000502717,0.067998, 0.020663
us_000598652,0.067998, 0.020663
us_000609955,0.067998, 0.020663
pr_001055476,0.067998, 0.020663
us_000542355,0.067998, 0.020663
us_000556195,0.067998, 0.020663
us_000582959,0.067998, 0.020663
us_000582954,0.067998, 0.020663
us_000509050,0.067998, 0.020663
us_000518431,0.067998, 0.020663
us_000520002,0.067998, 0.020663
us_000575408,0.067998, 0.020663
us_000508749,0.067998, 0.020663
us_000482193,0.067998, 0.020663
us_000598653,0.067998, 0.020663
us_000580528,0.067998, 0.020663
us_000569234,0.067998, 0.020663
us_000545586,0.067998, 0.020663
us_000494327,0.067998, 0.020663
us_000521438,0.067998, 0.020663
us_000517462,0.067998, 0.020663
us_000568295,0.067998, 0.020663
us_000575398,0.067998, 0.020663
us_000561189,0.067998, 0.020663
us_000518551,0.067998, 0.020663
us_000485037,0.067998, 0.020663
us_000542477,0.067998, 0.020663
us_000545582,0.067998, 0.020663
us_000542302,0.067998, 0.020663
us_000515195,0.067998, 0.020663
us_000585847,0.067998, 0.020663
us_000509057,0.067998, 0.020663
us_000576224,0.067998, 0.020663
us_000523241,0.067998, 0.020663
us_000556096,0.067998, 0.020663
us_000589131,0.067998, 0.020663
us_000575397,0.067998, 0.020663
us_000561065,0.067998, 0.020663
us_000582522,0.067998, 0.020663
us_000507262,0.067998, 0.020663
pr_001054928,0.067998, 0.020663
us_000543675,0.067998, 0.020663
us_000589923,0.067998, 0.020663
us_000542344,0.067998, 0.020663
us_000598668,0.067998, 0.020663
us_000580620,0.067998, 0.020663
us_000582746,0.067998, 0.020663
us_000512320,0.067998, 0.020663
us_000507263,0.067998, 0.020663
us_000600209,0.067998, 0.020663
us_000558309,0.067998, 0.020663
us_000582323,0.067998, 0.020663
us_000536499,0.067998, 0.020663
us_000554949,0.067998, 0.020663
us_000605173,0.067998, 0.020663
us_000543768,0.067998, 0.020663
us_000507259,0.067998, 0.020663
us_000582492,0.067998, 0.020663
us_000505658,0.067998, 0.020663
us_000561183,0.067998, 0.021407
us_000512495,0.067998, 0.021574
us_000595554,0.067998, 0.021574
us_000511163,0.067998, 0.021574
us_000554135,0.067998, 0.021574
us_000493075,0.067998, 0.021574
us_000487388,0.067998, 0.021574
us_000501002,0.067998, 0.021574
us_000534197,0.067998, 0.021574
us_000507107,0.067998, 0.021574
us_000576613,0.067998, 0.021574
us_000513576,0.067998, 0.021574
us_000513642,0.067998, 0.021574
us_000562120,0.067998, 0.021574
us_000579470,0.067998, 0.021574
us_000616393,0.067998, 0.021574
us_000512520,0.067998, 0.021574
us_000495288,0.067998, 0.021574
us_000589330,0.067998, 0.021574
us_000513538,0.067998, 0.021574
us_000508727,0.067998, 0.021574
us_000506234,0.067998, 0.021574
us_000502029,0.067998, 0.021574
us_000598839,0.067998, 0.021574
us_000606450,0.067998, 0.021574
us_000584825,0.067998, 0.021574
us_000487356,0.067998, 0.021574
us_000579208,0.067998, 0.021574
us_000506196,0.067998, 0.021574
us_000571611,0.067998, 0.021574
us_000504008,0.067998, 0.021574
us_000562312,0.067998, 0.021574
us_000482550,0.067998, 0.021574
us_000616427,0.067998, 0.021574
us_000590212,0.067998, 0.021574
us_000511551,0.067998, 0.021574
us_000506286,0.067998, 0.021574
us_000584869,0.067998, 0.021574
us_000498185,0.067998, 0.021574
us_000563789,0.067998, 0.021574
us_000489446,0.067998, 0.021574
us_000562116,0.067998, 0.021574
us_000578646,0.067998, 0.021574
us_000562293,0.067998, 0.021574
us_000498324,0.067998, 0.021574
us_000512458,0.067998, 0.021574
us_000524321,0.067998, 0.021574
us_000611050,0.067998, 0.021574
us_000585672,0.067998, 0.021574
us_000584832,0.067998, 0.021574
us_000562117,0.067998, 0.021574
us_000510772,0.067998, 0.021574
us_000503230,0.067998, 0.021574
us_000584997,0.067998, 0.021574
us_000501001,0.067998, 0.021574
us_000588461,0.067998, 0.021574
us_000571643,0.067998, 0.021574
us_000598229,0.067998, 0.021574
us_000598850,0.067998, 0.021574
us_000507126,0.067998, 0.021574
us_000519544,0.067998, 0.021574
us_000578647,0.067998, 0.021574
us_000494152,0.067998, 0.021574
us_000538435,0.067998, 0.021574
us_000553134,0.067998, 0.021574
us_000561125,0.067998, 0.021574
us_000607332,0.067998, 0.021574
us_000532280,0.067998, 0.021574
us_000504692,0.067998, 0.021574
us_000490154,0.067998, 0.021574
us_000507229,0.067998, 0.021574
us_000562146,0.067998, 0.021574
us_000509416,0.067998, 0.021574
us_000493965,0.067998, 0.021574
us_000548667,0.067998, 0.021574
us_000512474,0.067998, 0.021574
us_000520626,0.067998, 0.021574
us_000604767,0.067998, 0.021574
us_000518736,0.067998, 0.021574
us_000553221,0.067998, 0.021574
us_000518220,0.067998, 0.021574
us_000487365,0.067998, 0.021574
pr_001012528,0.067998, 0.021656
pr_001049391,0.067998, 0.021662
us_000485965,0.067998, 0.021686
us_000530173,0.067998, 0.022505
us_000534299,0.067998, 0.022505
us_000565015,0.067998, 0.022505
us_000518857,0.067998, 0.022505
us_000519757,0.067998, 0.022505
us_000587677,0.067998, 0.022505
us_000508247,0.067998, 0.022505
us_000585959,0.067998, 0.022505
us_000501102,0.067998, 0.022505
us_000589465,0.067998, 0.022505
us_000562202,0.067998, 0.022505
us_000568626,0.067998, 0.022505
us_000505811,0.067998, 0.022505
us_000521092,0.067998, 0.022505
us_000576620,0.067998, 0.022505
us_000494104,0.067998, 0.022505
us_000578354,0.067998, 0.022505
us_000585906,0.067998, 0.022505
pr_000944699,0.067998, 0.022505
us_000508789,0.067998, 0.022505
us_000520656,0.067998, 0.022505
us_000579202,0.067998, 0.022505
us_000536225,0.067998, 0.022505
us_000589656,0.067998, 0.022505
us_000489333,0.067998, 0.022505
us_000591209,0.067998, 0.022505
us_000520917,0.067998, 0.022505
us_000493037,0.067998, 0.022505
us_000498519,0.067998, 0.022505
pr_001053921,0.067998, 0.022505
us_000589257,0.067998, 0.022505
us_000512545,0.067998, 0.022505
us_000512390,0.067998, 0.022505
us_000561807,0.067998, 0.022505
us_000559261,0.067998, 0.022505
us_000553000,0.067998, 0.022505
us_000589652,0.067998, 0.022505
us_000615479,0.067998, 0.022505
us_000575358,0.067998, 0.022505
us_000549063,0.067998, 0.022505
us_000518227,0.067998, 0.022505
us_000506287,0.067998, 0.022505
us_000580812,0.067998, 0.022505
us_000587581,0.067998, 0.022505
us_000589152,0.067998, 0.022505
us_000486920,0.067998, 0.022505
us_000519701,0.067998, 0.022505
us_000598691,0.067998, 0.022505
us_000598105,0.067998, 0.022505
us_000496491,0.067998, 0.022505
us_000547470,0.067998, 0.022505
us_000565039,0.067998, 0.022505
us_000503690,0.067998, 0.022505
us_000541685,0.067998, 0.022505
us_000515229,0.067998, 0.022505
us_000490005,0.067998, 0.022505
us_000507164,0.067998, 0.022505
us_000530377,0.067998, 0.022505
us_000501152,0.067998, 0.022505
us_000598107,0.067998, 0.022505
us_000543603,0.067998, 0.022505
us_000496105,0.067998, 0.022505
us_000544388,0.067998, 0.022505
us_000601201,0.067998, 0.022505
us_000493047,0.067998, 0.022505
us_000615641,0.067998, 0.022505
us_000594613,0.067998, 0.022505
us_000615473,0.067998, 0.022505
us_000501087,0.067998, 0.022505
us_000571704,0.067998, 0.022505
us_000536159,0.067998, 0.022505
us_000502626,0.067998, 0.022505
us_000501072,0.067998, 0.022505
us_000502746,0.067998, 0.022505
us_000591153,0.067998, 0.022505
us_000498115,0.067998, 0.022505
us_000503755,0.067998, 0.022505
us_000599029,0.067998, 0.022505
us_000508177,0.067998, 0.022505
us_000562196,0.067998, 0.022505
us_000493611,0.067998, 0.022505
us_000615493,0.067998, 0.022505
us_000597339,0.067998, 0.022505
us_000510913,0.067998, 0.022505
us_000575357,0.067998, 0.022505
