Product ID : 2081 # of JPs covered : 1 : 243 : Family Law, 
OID,Confidence at Map Node,Error at Map Node
us_000507222,0.307815, 0.036400
us_000594671,0.307815, 0.036400
us_000598098,0.307815, 0.036400
us_000500400,0.307815, 0.036400
us_000534269,0.307815, 0.036400
us_000492782,0.307815, 0.036400
us_000507830,0.307815, 0.036400
us_000501763,0.307815, 0.036400
us_000510751,0.307815, 0.036400
us_000519612,0.307815, 0.036400
us_000522391,0.307815, 0.036400
us_000522271,0.307815, 0.036400
us_000490081,0.307815, 0.036400
us_000504869,0.307815, 0.036400
us_000479478,0.307815, 0.036400
us_000520537,0.307815, 0.036400
us_000481850,0.307815, 0.036400
us_000534330,0.307815, 0.036400
us_000520009,0.307815, 0.036400
us_000511774,0.307815, 0.036400
us_000497910,0.307815, 0.036400
us_000512448,0.307815, 0.036400
us_000529303,0.307815, 0.036400
us_000494161,0.307815, 0.037602
us_000528510,0.307815, 0.037602
us_000534241,0.307815, 0.037602
us_000494329,0.307815, 0.037602
us_000496263,0.307815, 0.037602
us_000528608,0.307815, 0.037602
us_000505853,0.307815, 0.037602
us_000588153,0.307815, 0.037602
us_000516214,0.307815, 0.037602
us_000597891,0.307815, 0.037602
us_000536356,0.307815, 0.037602
us_000569242,0.307815, 0.037602
us_000504954,0.307815, 0.037602
us_000506053,0.307815, 0.037602
us_000537471,0.307815, 0.037602
us_000559145,0.307815, 0.037602
us_000553160,0.307815, 0.037602
us_000487431,0.307815, 0.037602
us_000589441,0.307815, 0.037602
us_000492982,0.307815, 0.037602
us_000558546,0.307815, 0.037602
us_000521113,0.307815, 0.037602
us_000568176,0.307815, 0.037602
us_000498605,0.307815, 0.037602
us_000507287,0.307815, 0.037602
us_000532565,0.307815, 0.037602
us_000490989,0.307815, 0.037602
us_000497906,0.307815, 0.037602
us_000502399,0.307815, 0.037602
us_000546500,0.307815, 0.037602
us_000584053,0.307815, 0.037602
us_000560265,0.307815, 0.037602
us_000501778,0.307815, 0.037602
us_000542561,0.307815, 0.037602
us_000579142,0.307815, 0.037602
us_000563625,0.307815, 0.037602
us_000544536,0.307815, 0.037602
us_000478189,0.307815, 0.037602
us_000494938,0.307815, 0.037602
us_000476279,0.307815, 0.037602
us_000519819,0.307815, 0.037602
us_000517558,0.307815, 0.037602
us_000518221,0.307815, 0.037602
us_000519377,0.307815, 0.037602
us_000546131,0.307815, 0.037602
us_000492426,0.307815, 0.037602
us_000517556,0.307815, 0.037602
us_000516254,0.307815, 0.037602
us_000490856,0.307815, 0.037602
us_000502214,0.307815, 0.037602
us_000516336,0.307815, 0.037602
us_000498409,0.307815, 0.037602
us_000488665,0.307815, 0.037602
us_000489418,0.307815, 0.037602
us_000532375,0.307815, 0.037602
us_000479759,0.307815, 0.037602
us_000533976,0.307815, 0.037602
us_000521446,0.307815, 0.037602
us_000560688,0.307815, 0.038132
us_000507812,0.307815, 0.038154
us_000534328,0.307815, 0.038825
us_000521097,0.307815, 0.038825
us_000496095,0.307815, 0.038825
us_000519675,0.307815, 0.038825
us_000532286,0.307815, 0.038825
us_000475429,0.307815, 0.038825
us_000555699,0.307815, 0.038825
us_000499354,0.307815, 0.038825
us_000506894,0.307815, 0.038825
us_000585377,0.307815, 0.038825
us_000544712,0.307815, 0.038825
us_000544437,0.307815, 0.038825
us_000569746,0.307815, 0.038825
us_000547354,0.307815, 0.038825
us_000541929,0.307815, 0.038825
us_000525727,0.307815, 0.038825
us_000475482,0.307815, 0.038825
us_000537528,0.307815, 0.038825
us_000506965,0.307815, 0.038825
us_000525882,0.307815, 0.038825
us_000506823,0.307815, 0.038825
us_000488154,0.307815, 0.038825
us_000533923,0.307815, 0.038825
us_000475578,0.307815, 0.038825
us_000552986,0.307815, 0.038825
us_000615274,0.307815, 0.038825
us_000506779,0.307815, 0.038825
us_000506798,0.307815, 0.038825
us_000547280,0.307815, 0.038825
us_000506989,0.307815, 0.038825
us_000517960,0.307815, 0.038825
us_000515092,0.307815, 0.038825
us_000496683,0.307815, 0.038825
us_000478254,0.307815, 0.038825
us_000519620,0.307815, 0.038825
us_000506117,0.307815, 0.038825
us_000502838,0.307815, 0.038825
us_000527663,0.307815, 0.038825
us_000506056,0.307815, 0.038825
us_000543564,0.307815, 0.038825
us_000598984,0.307815, 0.038825
us_000542596,0.307815, 0.038825
us_000516818,0.307815, 0.038825
us_000515125,0.307815, 0.038825
us_000519552,0.307815, 0.038825
us_000502503,0.307815, 0.038825
us_000508776,0.307815, 0.038825
us_000518247,0.307815, 0.038825
us_000558729,0.307815, 0.038825
us_000547272,0.307815, 0.038825
us_000492979,0.307815, 0.038825
us_000533539,0.307815, 0.038825
us_000547003,0.307815, 0.038825
us_000518697,0.307815, 0.038825
us_000502923,0.307815, 0.038825
us_000506857,0.307815, 0.038825
us_000475595,0.307815, 0.038825
us_000506079,0.307815, 0.038825
us_000483526,0.307815, 0.038981
us_000471946,0.307815, 0.039036
us_000483934,0.307815, 0.039180
us_000485432,0.307815, 0.039331
us_000503415,0.307815, 0.039369
us_000517179,0.307815, 0.039656
us_000476038,0.307815, 0.039863
us_000539419,0.307815, 0.040130
us_000554042,0.307815, 0.040422
us_000479730,0.307815, 0.041647
us_000522906,0.307815, 0.041905
us_000500583,0.307815, 0.042334
us_000519853,0.307815, 0.042419
us_000487211,0.307815, 0.042460
us_000506125,0.307815, 0.044083
us_000513725,0.307815, 0.045896
us_000481949,0.307815, 0.045896
us_000592347,0.307815, 0.046156
us_000542313,0.307815, 0.046214
us_000560792,0.307815, 0.046597
us_000515420,0.307815, 0.046894
us_000476167,0.307815, 0.047098
us_000533802,0.307815, 0.047724
us_000487959,0.307815, 0.048321
us_000478223,0.307815, 0.048321
us_000475836,0.307815, 0.048321
us_000573620,0.307815, 0.048396
us_000502863,0.307815, 0.049474
us_000522359,0.307815, 0.049962
us_000502178,0.307815, 0.050145
us_000592359,0.307815, 0.051426
us_000554313,0.307815, 0.053873
us_000491008,0.307815, 0.054171
us_000487402,0.307815, 0.055330
us_000507692,0.307815, 0.055330
us_000579179,0.307815, 0.058936
us_000539425,0.307815, 0.059462
us_000525772,0.307815, 0.059701
us_000506987,0.307815, 0.059853
us_000490430,0.307815, 0.066769
us_000481720,0.307815, 0.066904
us_000533603,0.307815, 0.068460
us_000510769,0.307815, 0.068498
us_000476964,0.307815, 0.076862
us_000499683,0.307815, 0.080429
us_000495021,0.307815, 0.082069
us_000494700,0.307815, 0.086692
us_000533385,0.307815, 0.090469
us_000544594,0.307815, 0.099038
us_000484054,0.307815, 0.100345
us_000494462,0.307815, 0.101347
us_000592097,0.307815, 0.112504
us_000476206,0.307815, 0.113196
us_000459825,0.307815, 0.114396
us_000532842,0.307815, 0.115230
us_000498351,0.307815, 0.133114
us_000516190,0.307815, 0.137014
us_000498377,0.307815, 0.139924
us_000497280,0.307815, 0.142264
us_000516296,0.307815, 0.169720
us_000492616,0.307815, 0.205241
us_000561117,0.307815, 0.231376
us_000498629,0.307815, 0.339382
us_000491793,0.238516, 0.000083
us_000487998,0.238516, 0.000185
us_000505810,0.238516, 0.029661
us_000548683,0.238516, 0.029661
us_000497492,0.238516, 0.029661
us_000499284,0.238516, 0.029661
us_000507530,0.238516, 0.029661
us_000549560,0.238516, 0.030722
us_000478470,0.238516, 0.030722
us_000511826,0.238516, 0.030722
us_000518120,0.238516, 0.030722
us_000478513,0.238516, 0.030722
us_000507219,0.238516, 0.030722
us_000567720,0.238516, 0.030722
us_000478472,0.238516, 0.030722
us_000542026,0.238516, 0.030722
us_000511830,0.238516, 0.030722
pr_001053646,0.238516, 0.030891
us_000561228,0.238516, 0.031139
us_000595331,0.238516, 0.031700
us_000563605,0.238516, 0.031803
us_000486781,0.238516, 0.031803
us_000516122,0.238516, 0.031803
us_000486763,0.238516, 0.031803
us_000599058,0.238516, 0.031803
us_000505724,0.238516, 0.031803
us_000493058,0.238516, 0.031803
us_000595519,0.238516, 0.031803
us_000518856,0.238516, 0.031803
us_000521940,0.238516, 0.031803
us_000508248,0.238516, 0.031803
us_000505818,0.238516, 0.031803
us_000505637,0.238516, 0.031803
us_000497159,0.238516, 0.031803
us_000521948,0.238516, 0.031803
us_000599059,0.238516, 0.031803
us_000517640,0.238516, 0.031803
us_000478323,0.238516, 0.031803
us_000522106,0.238516, 0.032338
us_000584029,0.238516, 0.032906
us_000505850,0.238516, 0.032906
us_000584009,0.238516, 0.032906
us_000495942,0.238516, 0.032906
us_000492943,0.238516, 0.032906
us_000572744,0.238516, 0.032906
us_000504835,0.238516, 0.032906
us_000504103,0.238516, 0.032906
us_000496957,0.238516, 0.032906
us_000519598,0.238516, 0.032906
us_000576006,0.238516, 0.032906
us_000496026,0.238516, 0.032906
us_000481046,0.238516, 0.032906
us_000504135,0.238516, 0.032906
us_000496955,0.238516, 0.032906
us_000576621,0.238516, 0.032906
us_000580351,0.238516, 0.032906
us_000504847,0.238516, 0.032906
us_000528633,0.238516, 0.032906
us_000572288,0.238516, 0.032906
us_000492101,0.238516, 0.032906
us_000492263,0.238516, 0.032906
us_000480692,0.238516, 0.032906
us_000532899,0.238516, 0.032906
us_000492949,0.238516, 0.032906
us_000504845,0.238516, 0.032906
us_000499752,0.238516, 0.032906
us_000519571,0.238516, 0.032906
us_000489978,0.238516, 0.032906
us_000488726,0.238516, 0.033678
us_000487294,0.238516, 0.034030
us_000551832,0.238516, 0.034030
us_000519041,0.238516, 0.034030
us_000554148,0.238516, 0.034030
us_000518863,0.238516, 0.034030
us_000517502,0.238516, 0.034030
us_000495981,0.238516, 0.034030
us_000497270,0.238516, 0.034030
us_000519035,0.238516, 0.034030
us_000495986,0.238516, 0.034030
us_000492977,0.238516, 0.034030
us_000544495,0.238516, 0.034030
us_000489732,0.238516, 0.034030
us_000492274,0.238516, 0.034030
us_000500645,0.238516, 0.034030
us_000506508,0.238516, 0.034030
us_000511905,0.238516, 0.034030
us_000483888,0.238516, 0.034030
us_000498168,0.238516, 0.034030
us_000516880,0.238516, 0.034030
us_000518426,0.238516, 0.034030
us_000542957,0.238516, 0.034030
us_000508746,0.238516, 0.034030
us_000527637,0.238516, 0.034030
us_000508907,0.238516, 0.034030
us_000494259,0.238516, 0.034030
us_000588000,0.238516, 0.034030
us_000518412,0.238516, 0.034030
us_000482626,0.238516, 0.034030
us_000495037,0.238516, 0.034030
us_000484633,0.238516, 0.034030
us_000495023,0.238516, 0.034030
us_000521264,0.238516, 0.034030
us_000494798,0.238516, 0.034030
us_000488123,0.238516, 0.034030
us_000554542,0.238516, 0.035158
us_000554775,0.238516, 0.035175
us_000585837,0.238516, 0.035175
us_000541404,0.238516, 0.035175
us_000496628,0.238516, 0.035175
us_000484997,0.238516, 0.035175
us_000513974,0.238516, 0.035175
us_000506243,0.238516, 0.035175
us_000542300,0.238516, 0.035175
us_000485038,0.238516, 0.035175
us_000542305,0.238516, 0.035175
us_000494802,0.238516, 0.035175
us_000543555,0.238516, 0.035175
us_000545391,0.238516, 0.035175
us_000493439,0.238516, 0.035175
us_000507103,0.238516, 0.035175
us_000503213,0.238516, 0.035175
us_000518399,0.238516, 0.035175
us_000516888,0.238516, 0.035175
us_000541405,0.238516, 0.035175
us_000547907,0.238516, 0.035175
us_000492828,0.238516, 0.035175
us_000507984,0.238516, 0.035175
us_000501585,0.238516, 0.035175
us_000507241,0.238516, 0.035175
us_000512203,0.238516, 0.035175
us_000487228,0.238516, 0.035175
us_000517501,0.238516, 0.035175
us_000582180,0.238516, 0.035175
us_000585905,0.238516, 0.035175
us_000520765,0.238516, 0.035175
us_000502735,0.238516, 0.035175
us_000501589,0.238516, 0.035175
us_000543663,0.238516, 0.035175
us_000512115,0.238516, 0.035175
us_000542230,0.238516, 0.035175
us_000582966,0.238516, 0.035175
us_000548001,0.238516, 0.035175
us_000499412,0.238516, 0.035175
us_000499432,0.238516, 0.035175
us_000512326,0.238516, 0.035175
us_000576199,0.238516, 0.035175
us_000511951,0.238516, 0.035175
us_000511351,0.238516, 0.035175
us_000518387,0.238516, 0.035175
us_000519991,0.238516, 0.035175
us_000500604,0.238516, 0.035231
us_000517526,0.238516, 0.035395
us_000598034,0.238516, 0.035958
us_000476477,0.238516, 0.036333
us_000493063,0.238516, 0.036341
us_000502710,0.238516, 0.036341
us_000501754,0.238516, 0.036341
us_000507005,0.238516, 0.036341
us_000483992,0.238516, 0.036341
us_000506177,0.238516, 0.036341
us_000503225,0.238516, 0.036341
us_000590587,0.238516, 0.036341
us_000576086,0.238516, 0.036341
us_000507301,0.238516, 0.036341
us_000501035,0.238516, 0.036341
us_000507227,0.238516, 0.036341
us_000585997,0.238516, 0.036341
us_000487261,0.238516, 0.036341
us_000544223,0.238516, 0.036341
us_000538889,0.238516, 0.036341
us_000501760,0.238516, 0.036341
us_000515444,0.238516, 0.036341
us_000559495,0.238516, 0.036341
us_000511552,0.238516, 0.036341
us_000493233,0.238516, 0.036341
us_000494281,0.238516, 0.036341
us_000501746,0.238516, 0.036341
us_000515573,0.238516, 0.036341
us_000532309,0.238516, 0.036341
us_000511543,0.238516, 0.036341
us_000565278,0.238516, 0.036341
us_000615999,0.238516, 0.036341
us_000511785,0.238516, 0.036341
us_000518070,0.238516, 0.036341
us_000595691,0.238516, 0.036341
us_000579035,0.238516, 0.036341
us_000589019,0.238516, 0.036341
us_000504001,0.238516, 0.036341
us_000559505,0.238516, 0.036341
us_000507793,0.238516, 0.036341
us_000526431,0.238516, 0.036341
us_000508175,0.238516, 0.036341
us_000571339,0.238516, 0.036341
us_000512468,0.238516, 0.036341
us_000526414,0.238516, 0.036341
us_000518074,0.238516, 0.036341
us_000497074,0.238516, 0.036341
us_000520650,0.238516, 0.036341
us_000482032,0.238516, 0.036341
us_000482564,0.238516, 0.036341
us_000591014,0.238516, 0.036341
us_000563647,0.238516, 0.036341
us_000563899,0.238516, 0.036341
us_000496349,0.238516, 0.036341
us_000590442,0.238516, 0.036341
us_000537325,0.238516, 0.036341
us_000518096,0.238516, 0.036341
us_000487373,0.238516, 0.036341
us_000534132,0.238516, 0.036341
us_000508981,0.238516, 0.036341
us_000559502,0.238516, 0.036341
us_000494269,0.238516, 0.036341
us_000498193,0.238516, 0.036341
us_000479733,0.238516, 0.036341
us_000539308,0.238516, 0.036341
us_000477024,0.238516, 0.036341
us_000501011,0.238516, 0.036341
us_000512050,0.238516, 0.036341
us_000501741,0.238516, 0.036341
us_000493348,0.238516, 0.036341
us_000526080,0.238516, 0.036341
us_000511620,0.238516, 0.036878
us_000502714,0.238516, 0.037425
us_000498220,0.238516, 0.038025
us_000579072,0.238516, 0.038629
us_000491606,0.238516, 0.038832
us_000493511,0.238516, 0.038832
us_000517487,0.238516, 0.039543
us_000545473,0.238516, 0.039918
us_000511741,0.238516, 0.040258
us_000491295,0.238516, 0.041486
us_000503242,0.238516, 0.041852
us_000500643,0.238516, 0.045289
us_000481042,0.238516, 0.045507
us_000485043,0.238516, 0.046242
us_000519165,0.238516, 0.046300
us_000489373,0.238516, 0.046434
us_000508973,0.238516, 0.047382
us_000458505,0.238516, 0.047600
us_000538816,0.238516, 0.047600
us_000534221,0.238516, 0.047600
us_000542199,0.238516, 0.048779
us_000541389,0.238516, 0.052104
us_000490879,0.238516, 0.052501
us_000560799,0.238516, 0.054156
us_000490130,0.238516, 0.054246
us_000501015,0.238516, 0.056075
us_000508915,0.238516, 0.056473
us_000496860,0.238516, 0.062555
us_000519575,0.238516, 0.063859
us_000559097,0.238516, 0.066622
us_000510959,0.238516, 0.066720
us_000513705,0.238516, 0.073062
us_000589018,0.238516, 0.073652
us_000525804,0.238516, 0.076122
us_000490068,0.238516, 0.082145
us_000507704,0.238516, 0.095505
us_000557087,0.238516, 0.102205
us_000506591,0.238516, 0.106349
us_000488533,0.238516, 0.109941
us_000552798,0.238516, 0.111602
us_000502900,0.238516, 0.113655
us_000518083,0.238516, 0.114440
us_000504466,0.238516, 0.135959
us_000490062,0.238516, 0.145294
us_000501702,0.238516, 0.181251
us_000569187,0.238516, 0.191135
us_000477023,0.238516, 0.219834
us_000490148,0.238516, 0.268892
us_000489452,0.238516, 0.292799
us_000502281,0.238516, 0.299589
us_000512616,0.238516, 0.322176
us_000502705,0.238516, 0.668890
pr_000001581,0.182104, 0.000000
us_000538789,0.182104, 0.000006
us_000494279,0.182104, 0.000033
us_000498202,0.182104, 0.000033
us_000532246,0.182104, 0.027726
us_000595143,0.182104, 0.027851
us_000490251,0.182104, 0.028061
us_000512675,0.182104, 0.028326
us_000598745,0.182104, 0.028332
us_000547299,0.182104, 0.028332
us_000545443,0.182104, 0.028332
us_000491435,0.182104, 0.028332
us_000517356,0.182104, 0.028332
us_000515304,0.182104, 0.028332
us_000479067,0.182104, 0.028332
us_000519954,0.182104, 0.028332
us_000559498,0.182104, 0.028332
us_000525493,0.182104, 0.028332
us_000570325,0.182104, 0.028332
us_000493950,0.182104, 0.028332
us_000530418,0.182104, 0.028332
us_000578283,0.182104, 0.028332
us_000544873,0.182104, 0.028332
us_000544145,0.182104, 0.028332
us_000534340,0.182104, 0.028332
us_000478647,0.182104, 0.028332
us_000568195,0.182104, 0.028332
us_000479986,0.182104, 0.028332
us_000532844,0.182104, 0.028332
us_000491625,0.182104, 0.028332
us_000515230,0.182104, 0.028332
us_000501119,0.182104, 0.028332
us_000510713,0.182104, 0.028332
us_000513872,0.182104, 0.028332
us_000503762,0.182104, 0.028332
us_000525453,0.182104, 0.028332
us_000512113,0.182104, 0.028332
us_000553027,0.182104, 0.028332
us_000490143,0.182104, 0.028332
us_000498199,0.182104, 0.028332
us_000554239,0.182104, 0.028332
us_000488587,0.182104, 0.028332
us_000544982,0.182104, 0.028332
us_000515224,0.182104, 0.028332
us_000530267,0.182104, 0.028332
us_000538695,0.182104, 0.028332
us_000546222,0.182104, 0.028332
us_000505971,0.182104, 0.028332
us_000499010,0.182104, 0.028332
us_000493334,0.182104, 0.028332
us_000545132,0.182104, 0.028332
us_000519981,0.182104, 0.028332
us_000508780,0.182104, 0.028332
us_000491289,0.182104, 0.028332
us_000534339,0.182104, 0.028332
us_000526434,0.182104, 0.028332
us_000491947,0.182104, 0.028332
us_000543607,0.182104, 0.028332
us_000541402,0.182104, 0.028332
us_000575114,0.182104, 0.028332
us_000541688,0.182104, 0.028332
us_000534322,0.182104, 0.028332
us_000536229,0.182104, 0.028332
us_000521207,0.182104, 0.028332
us_000484541,0.182104, 0.028332
us_000505814,0.182104, 0.028332
us_000557269,0.182104, 0.028332
us_000500989,0.182104, 0.028332
us_000499027,0.182104, 0.028332
us_000581997,0.182104, 0.028332
us_000561600,0.182104, 0.028332
us_000497022,0.182104, 0.028332
us_000502199,0.182104, 0.028332
us_000510837,0.182104, 0.028332
pr_000965945,0.182104, 0.028332
us_000522263,0.182104, 0.028332
us_000547192,0.182104, 0.028332
us_000479116,0.182104, 0.028332
us_000554240,0.182104, 0.028332
us_000534317,0.182104, 0.028332
us_000497892,0.182104, 0.028332
us_000514172,0.182104, 0.028332
us_000545498,0.182104, 0.028332
us_000574684,0.182104, 0.028332
us_000500160,0.182104, 0.028332
us_000526551,0.182104, 0.028332
us_000094117,0.182104, 0.028332
us_000520797,0.182104, 0.028332
us_000537257,0.182104, 0.028332
us_000598495,0.182104, 0.028332
us_000512364,0.182104, 0.028332
us_000520617,0.182104, 0.028332
us_000487333,0.182104, 0.028332
us_000577731,0.182104, 0.028332
us_000484574,0.182104, 0.028332
us_000537301,0.182104, 0.028332
us_000559497,0.182104, 0.028332
us_000559499,0.182104, 0.028332
us_000491193,0.182104, 0.028332
us_000492802,0.182104, 0.028332
us_000559172,0.182104, 0.028332
us_000499301,0.182104, 0.028332
us_000521208,0.182104, 0.028332
us_000581975,0.182104, 0.028332
us_000532882,0.182104, 0.028332
us_000512328,0.182104, 0.028332
us_000487376,0.182104, 0.028332
us_000497249,0.182104, 0.028332
us_000513393,0.182104, 0.028332
us_000514453,0.182104, 0.028332
us_000493060,0.182104, 0.028332
us_000505857,0.182104, 0.028332
us_000581907,0.182104, 0.028332
us_000498317,0.182104, 0.028332
us_000491094,0.182104, 0.028332
us_000500371,0.182104, 0.028332
us_000516344,0.182104, 0.028332
us_000564875,0.182104, 0.028332
us_000536146,0.182104, 0.028332
us_000511835,0.182104, 0.028332
us_000532876,0.182104, 0.028332
us_000549254,0.182104, 0.028332
us_000501082,0.182104, 0.028332
us_000542998,0.182104, 0.028700
us_000502191,0.182104, 0.028861
us_000488571,0.182104, 0.029047
us_000494354,0.182104, 0.029381
us_000494164,0.182104, 0.029381
us_000581948,0.182104, 0.029381
us_000494588,0.182104, 0.029381
us_000537443,0.182104, 0.029381
us_000538154,0.182104, 0.029381
us_000545602,0.182104, 0.029381
us_000520071,0.182104, 0.029381
us_000488650,0.182104, 0.029381
us_000488941,0.182104, 0.029381
us_000600583,0.182104, 0.029381
us_000547793,0.182104, 0.029381
us_000546145,0.182104, 0.029381
us_000504020,0.182104, 0.029381
us_000553350,0.182104, 0.029381
us_000499322,0.182104, 0.029381
us_000576025,0.182104, 0.029381
us_000519386,0.182104, 0.029381
us_000497303,0.182104, 0.029381
us_000585388,0.182104, 0.029381
us_000494823,0.182104, 0.029381
us_000489470,0.182104, 0.029381
us_000496041,0.182104, 0.029381
us_000561053,0.182104, 0.029381
us_000538116,0.182104, 0.029381
us_000516243,0.182104, 0.029381
us_000534053,0.182104, 0.029381
us_000515038,0.182104, 0.029381
us_000492894,0.182104, 0.029381
us_000500309,0.182104, 0.029381
us_000511126,0.182104, 0.029381
us_000579111,0.182104, 0.029381
us_000502250,0.182104, 0.029381
us_000543568,0.182104, 0.029381
us_000483753,0.182104, 0.029381
us_000487381,0.182104, 0.029381
us_000511836,0.182104, 0.029381
us_000513926,0.182104, 0.029381
us_000565273,0.182104, 0.029381
us_000503464,0.182104, 0.029381
us_000560214,0.182104, 0.029381
us_000516337,0.182104, 0.029381
us_000522260,0.182104, 0.029381
us_000507539,0.182104, 0.029381
us_000520086,0.182104, 0.029381
us_000510953,0.182104, 0.029381
us_000545436,0.182104, 0.029381
us_000575436,0.182104, 0.029381
us_000487377,0.182104, 0.029381
us_000544078,0.182104, 0.029381
us_000529974,0.182104, 0.029381
us_000488574,0.182104, 0.029381
us_000504848,0.182104, 0.029381
us_000538448,0.182104, 0.029381
us_000526709,0.182104, 0.029381
us_000612526,0.182104, 0.029381
us_000506347,0.182104, 0.029381
us_000501788,0.182104, 0.029381
us_000502889,0.182104, 0.029381
us_000496991,0.182104, 0.029381
us_000611197,0.182104, 0.029381
us_000519507,0.182104, 0.029381
us_000535735,0.182104, 0.029381
us_000484731,0.182104, 0.029381
us_000495248,0.182104, 0.029381
us_000501722,0.182104, 0.029381
us_000496733,0.182104, 0.029381
us_000511312,0.182104, 0.029381
us_000483769,0.182104, 0.029381
us_000520623,0.182104, 0.029381
us_000502884,0.182104, 0.029381
us_000504909,0.182104, 0.029381
us_000508751,0.182104, 0.029381
us_000510914,0.182104, 0.029381
us_000510668,0.182104, 0.029381
us_000547776,0.182104, 0.029381
us_000490110,0.182104, 0.029381
us_000538124,0.182104, 0.029381
us_000538372,0.182104, 0.029381
us_000501309,0.182104, 0.029381
us_000595273,0.182104, 0.029381
us_000525710,0.182104, 0.029381
us_000553058,0.182104, 0.029381
us_000502666,0.182104, 0.029381
us_000516498,0.182104, 0.029381
us_000538369,0.182104, 0.029381
us_000544079,0.182104, 0.029381
us_000533981,0.182104, 0.029381
us_000490080,0.182104, 0.029381
us_000524109,0.182104, 0.029381
us_000532980,0.182104, 0.029381
us_000546176,0.182104, 0.029381
us_000512543,0.182104, 0.029381
us_000486899,0.182104, 0.029381
us_000584608,0.182104, 0.029381
us_000548185,0.182104, 0.029381
us_000503848,0.182104, 0.029381
us_000532240,0.182104, 0.029381
us_000496983,0.182104, 0.029381
us_000564472,0.182104, 0.029381
us_000538150,0.182104, 0.029381
us_000549217,0.182104, 0.029381
us_000559500,0.182104, 0.029381
us_000487406,0.182104, 0.029381
us_000559501,0.182104, 0.029381
us_000557030,0.182104, 0.029381
us_000496637,0.182104, 0.029381
us_000553174,0.182104, 0.029381
us_000521411,0.182104, 0.029381
us_000492461,0.182104, 0.029381
us_000507965,0.182104, 0.029381
us_000576618,0.182104, 0.029381
us_000492926,0.182104, 0.029381
us_000493873,0.182104, 0.029381
us_000487384,0.182104, 0.029381
us_000520755,0.182104, 0.029381
us_000509459,0.182104, 0.029381
us_000525812,0.182104, 0.029381
us_000504905,0.182104, 0.029381
us_000503459,0.182104, 0.029381
us_000518099,0.182104, 0.029381
us_000509424,0.182104, 0.029381
us_000514707,0.182104, 0.029381
us_000492892,0.182104, 0.029381
us_000502366,0.182104, 0.029381
us_000493945,0.182104, 0.029381
us_000538368,0.182104, 0.029381
us_000562154,0.182104, 0.029381
us_000497803,0.182104, 0.029381
us_000507293,0.182104, 0.029381
us_000536322,0.182104, 0.029381
us_000506998,0.182104, 0.029381
us_000505955,0.182104, 0.029381
us_000492432,0.182104, 0.029381
us_000521881,0.182104, 0.029381
us_000508860,0.182104, 0.029381
us_000521112,0.182104, 0.029381
us_000486985,0.182104, 0.029381
us_000521059,0.182104, 0.029381
us_000544872,0.182104, 0.029381
us_000493609,0.182104, 0.029381
us_000501842,0.182104, 0.029381
us_000488916,0.182104, 0.029772
us_000520935,0.182104, 0.029910
us_000488144,0.182104, 0.030053
us_000479823,0.182104, 0.030053
us_000483307,0.182104, 0.030053
us_000589450,0.182104, 0.030194
us_000483469,0.182104, 0.030526
us_000494023,0.182104, 0.030821
us_000501543,0.182104, 0.030864
us_000483770,0.182104, 0.030872
us_000596789,0.182104, 0.031243
us_000495374,0.182104, 0.031246
us_000516893,0.182104, 0.031408
us_000467521,0.182104, 0.031687
us_000479731,0.182104, 0.032003
us_000489972,0.182104, 0.032122
us_000485482,0.182104, 0.032129
us_000529394,0.182104, 0.032493
us_000503575,0.182104, 0.032539
us_000494032,0.182104, 0.032551
us_000502211,0.182104, 0.032632
us_000555294,0.182104, 0.032653
us_000500774,0.182104, 0.032941
us_000570369,0.182104, 0.033019
us_000547504,0.182104, 0.033034
us_000553203,0.182104, 0.033545
us_000480889,0.182104, 0.033932
us_000516723,0.182104, 0.034401
us_000589014,0.182104, 0.034431
us_000539270,0.182104, 0.034515
us_000508762,0.182104, 0.035268
us_000526203,0.182104, 0.035653
us_000510940,0.182104, 0.037441
us_000536250,0.182104, 0.038024
us_000507154,0.182104, 0.038024
us_000501026,0.182104, 0.038767
us_000533040,0.182104, 0.039072
us_000500650,0.182104, 0.039072
us_000496935,0.182104, 0.039072
us_000533980,0.182104, 0.039072
us_000497001,0.182104, 0.039072
us_000520064,0.182104, 0.039072
us_000512291,0.182104, 0.039626
us_000479277,0.182104, 0.039805
us_000533983,0.182104, 0.039891
us_000544398,0.182104, 0.040022
us_000496391,0.182104, 0.040051
us_000496511,0.182104, 0.040840
us_000496975,0.182104, 0.041425
us_000563453,0.182104, 0.042257
us_000496499,0.182104, 0.043196
us_000534054,0.182104, 0.044579
us_000497330,0.182104, 0.045382
us_000533979,0.182104, 0.045457
us_000530165,0.182104, 0.046412
us_000519242,0.182104, 0.046460
us_000495234,0.182104, 0.047076
us_000557938,0.182104, 0.048674
us_000495989,0.182104, 0.049751
us_000527639,0.182104, 0.050938
us_000487731,0.182104, 0.051191
us_000497889,0.182104, 0.051280
us_000484301,0.182104, 0.051303
us_000491280,0.182104, 0.051394
us_000497700,0.182104, 0.052499
us_000483746,0.182104, 0.053459
us_000540181,0.182104, 0.056435
us_000601430,0.182104, 0.059928
us_000567593,0.182104, 0.060318
us_000479809,0.182104, 0.060893
us_000480321,0.182104, 0.061740
us_000595169,0.182104, 0.062131
us_000495108,0.182104, 0.064047
us_000574448,0.182104, 0.064113
us_000027676,0.182104, 0.064194
