Product ID : 2127 # of JPs covered : 1 : 361 : LoanDoc-Syndicated Loans, 
us_000476419,0.137058, 1.458725
us_000570255,0.137058, 1.469718
us_000488227,0.137058, 1.472339
us_000476926,0.137058, 1.472358
us_000587632,0.137058, 1.490837
us_000527826,0.137058, 1.495191
us_000438134,0.137058, 1.497668
us_000512863,0.137058, 1.508054
us_000500250,0.137058, 1.534974
us_000476594,0.137058, 1.540802
us_000550906,0.137058, 1.546469
us_000529887,0.137058, 1.547749
us_000574549,0.137058, 1.553517
us_000566708,0.137058, 1.555681
us_000559133,0.137058, 1.562574
us_000208773,0.137058, 1.564238
us_000571876,0.137058, 1.584323
us_000533335,0.137058, 1.584562
us_000529835,0.137058, 1.585538
us_000589457,0.137058, 1.585974
us_000525954,0.137058, 1.586259
us_000512473,0.137058, 1.595750
us_000278364,0.137058, 1.614762
us_000579480,0.137058, 1.620840
us_000488312,0.137058, 1.628777
us_000584762,0.137058, 1.665212
us_000506942,0.137058, 1.776647
us_000507129,0.137058, 1.854401
us_000473610,0.137058, 2.104646
us_000482864,0.137058, 2.292598
us_000491075,0.137058, 2.372517
us_000598519,0.137058, 2.882855
pr_000777289,0.109415, 0.000090
us_000536014,0.109415, 0.002322
us_000509201,0.109415, 0.002322
us_000510781,0.109415, 0.002322
us_000509618,0.109415, 0.002322
us_000484899,0.109415, 0.058286
us_000502329,0.109415, 2.886946
us_000484293,0.096090, 0.000000
pr_002172150,0.096090, 0.000001
pr_002082188,0.096090, 0.000001
pr_001932738,0.096090, 0.000001
pr_002082090,0.096090, 0.000001
pr_001089187,0.096090, 0.000007
pr_001606541,0.096090, 0.000015
pr_001394138,0.096090, 0.000017
pr_002112465,0.096090, 0.000017
pr_000968793,0.096090, 0.000031
pr_001085885,0.096090, 0.000031
us_000462722,0.096090, 0.000163
us_000581909,0.096090, 0.000334
us_000471706,0.096090, 0.000334
us_000614657,0.096090, 0.000334
us_000471717,0.096090, 0.000334
pr_000929264,0.096090, 0.000573
us_000466010,0.096090, 0.002018
us_000469720,0.096090, 0.003160
us_000529569,0.096090, 0.018168
us_000495162,0.096090, 0.065865
us_000497186,0.096090, 0.074368
us_000487499,0.096090, 0.986302
us_000484333,0.096090, 1.172160
us_000332177,0.096090, 1.267356
us_000477854,0.096090, 1.307923
us_000477704,0.096090, 1.359087
us_000512698,0.068461, 0.000000
us_000522941,0.068461, 0.000000
us_000512316,0.068461, 0.000000
us_000513252,0.068461, 0.000000
us_000571953,0.068461, 0.000000
us_000594573,0.068461, 0.000000
us_000532443,0.068461, 0.000000
us_000520982,0.068461, 0.000000
pr_001899361,0.068461, 0.000001
pr_001907189,0.068461, 0.000001
pr_000396952,0.068461, 0.000001
us_000540020,0.068461, 0.000002
us_000463513,0.068461, 0.000003
us_000527444,0.068461, 0.000003
pr_000173069,0.068461, 0.000006
us_000581659,0.068461, 0.000011
us_000521772,0.068461, 0.000021
us_000507143,0.068461, 0.000021
pr_001899606,0.068461, 0.000037
us_000535516,0.068461, 0.000038
pr_001056280,0.068461, 0.000039
pr_000843290,0.068461, 0.000043
us_000523968,0.068461, 0.000046
us_000503166,0.068461, 0.000049
pr_001795552,0.068461, 0.000051
us_000540203,0.068461, 0.000056
us_000539967,0.068461, 0.000056
us_000528914,0.068461, 0.000056
us_000564390,0.068461, 0.000056
us_000543918,0.068461, 0.000056
pr_000845328,0.068461, 0.000072
pr_000992470,0.068461, 0.000072
pr_000638202,0.068461, 0.000072
pr_000901473,0.068461, 0.000072
pr_000996895,0.068461, 0.000072
pr_000836092,0.068461, 0.000072
pr_000817973,0.068461, 0.000072
pr_000519322,0.068461, 0.000072
pr_000393702,0.068461, 0.000072
pr_000287459,0.068461, 0.000072
pr_000567769,0.068461, 0.000078
pr_000911151,0.068461, 0.000085
pr_000393930,0.068461, 0.000085
pr_000840735,0.068461, 0.000085
pr_000827660,0.068461, 0.000085
us_000503763,0.068461, 0.000086
us_000521706,0.068461, 0.000087
us_000496640,0.068461, 0.000089
pr_000569416,0.068461, 0.000110
pr_001036151,0.068461, 0.000110
pr_001147420,0.068461, 0.000110
pr_000362588,0.068461, 0.000114
pr_000405340,0.068461, 0.000122
pr_000818443,0.068461, 0.000123
pr_001156502,0.068461, 0.000123
pr_000559292,0.068461, 0.000123
pr_000643799,0.068461, 0.000126
pr_001151497,0.068461, 0.000126
pr_001679789,0.068461, 0.000157
pr_000368754,0.068461, 0.000170
pr_000643991,0.068461, 0.000195
pr_001148828,0.068461, 0.000196
pr_000644574,0.068461, 0.000201
pr_000363584,0.068461, 0.000208
pr_001149493,0.068461, 0.000211
pr_001146425,0.068461, 0.000217
pr_001025301,0.068461, 0.000242
pr_001148106,0.068461, 0.000258
pr_000816748,0.068461, 0.000277
pr_000383305,0.068461, 0.000298
pr_000089278,0.068461, 0.000325
pr_000394013,0.068461, 0.000327
pr_001148630,0.068461, 0.000365
pr_000816964,0.068461, 0.000378
pr_000376493,0.068461, 0.000380
pr_001739915,0.068461, 0.000402
pr_000393620,0.068461, 0.000412
pr_000781835,0.068461, 0.000416
pr_000821965,0.068461, 0.000424
pr_000872531,0.068461, 0.000424
pr_001149669,0.068461, 0.000435
pr_001089542,0.068461, 0.000449
pr_000750931,0.068461, 0.000449
pr_000961891,0.068461, 0.000449
pr_000823781,0.068461, 0.000449
pr_000655596,0.068461, 0.000449
pr_001127848,0.068461, 0.000449
pr_001410297,0.068461, 0.000449
pr_000841315,0.068461, 0.000450
pr_000622291,0.068461, 0.000466
pr_001673589,0.068461, 0.000472
pr_001146818,0.068461, 0.000515
pr_002071238,0.068461, 0.000522
pr_000395368,0.068461, 0.000615
pr_000512838,0.068461, 0.000619
pr_000888672,0.068461, 0.000660
pr_000394395,0.068461, 0.000669
pr_000911143,0.068461, 0.000801
pr_000932121,0.068461, 0.000999
us_000493042,0.068461, 0.001067
pr_000396566,0.068461, 0.001300
pr_000347959,0.068461, 0.001351
us_000465967,0.068461, 0.001658
pr_001064873,0.068461, 0.001942
pr_001412940,0.068461, 0.003275
us_000520396,0.068461, 0.003548
us_000520377,0.068461, 0.006454
us_000591568,0.068461, 0.024226
us_000593371,0.068461, 0.175503
us_000597179,0.068461, 3.753362
us_000596935,0.068461, 3.763901
pr_001160738,0.059750, 0.000034
pr_000815458,0.059750, 0.000042
us_000514837,0.059750, 0.000365
us_000486116,0.059750, 0.000418
us_000580634,0.059750, 0.000480
us_000571583,0.059750, 0.001692
us_000570960,0.059750, 0.001849
us_000567256,0.059750, 0.005409
us_000580057,0.059750, 0.013440
us_000576407,0.059750, 0.025236
us_000510530,0.059750, 0.302699
us_000557495,0.059750, 0.340041
us_000508970,0.059750, 0.343984
us_000549030,0.059750, 0.346764
us_000542277,0.059750, 0.371682
us_000586192,0.059750, 0.393448
us_000608568,0.059750, 0.433906
pr_000831936,0.041409, 0.000000
us_000582638,0.041409, 0.000000
us_000608113,0.041409, 0.000000
us_000577362,0.041409, 0.000000
us_000114229,0.041409, 0.000001
us_000497849,0.041409, 0.000002
us_000517413,0.041409, 0.000002
us_000511134,0.041409, 0.000002
us_000514987,0.041409, 0.000153
us_000507749,0.041409, 0.000153
us_000495520,0.041409, 0.000153
us_000523523,0.041409, 0.000608
us_000496806,0.041409, 0.000608
us_000543103,0.041409, 0.000608
us_000530584,0.041409, 0.000608
us_000543104,0.041409, 0.000608
us_000523349,0.041409, 0.000608
us_000513310,0.041409, 0.001284
us_000489833,0.041409, 0.008482
us_000499963,0.041409, 0.842095
us_000530107,0.041409, 0.860357
us_000057912,0.041409, 0.892412
us_000153694,0.041409, 0.922335
us_000572949,0.041409, 0.944804
us_000189675,0.041409, 0.951829
us_000458829,0.041409, 0.986026
us_000593992,0.041409, 0.988107
us_000495923,0.041409, 1.022484
us_000420496,0.041409, 1.061535
us_000511670,0.041409, 1.063216
us_000474643,0.041409, 1.075765
us_000584343,0.041409, 1.086657
us_000474610,0.041409, 1.089004
us_000507194,0.041409, 1.099447
us_000562423,0.041409, 1.155281
us_000578225,0.041409, 1.160753
us_000082226,0.041409, 1.272050
us_000411142,0.041409, 1.593261
pr_000914102,0.032768, 0.000000
pr_002050949,0.032768, 0.000000
pr_001806161,0.032768, 0.000000
us_000480897,0.032768, 1.012379
us_000585921,0.032768, 1.079944
us_000464216,0.032768, 1.084240
us_000483952,0.032768, 1.115047
us_000481404,0.032768, 1.115364
us_000548351,0.032768, 1.124931
us_000532185,0.032768, 1.168037
us_000575076,0.032768, 1.168596
us_000563955,0.032768, 1.170537
us_000481392,0.032768, 1.173061
us_000563098,0.032768, 1.178916
us_000557419,0.032768, 1.181039
us_000518418,0.032768, 1.202504
us_000480216,0.032768, 1.203201
us_000499814,0.032768, 1.210980
us_000152761,0.032768, 1.212106
us_000578982,0.032768, 1.218203
us_000541055,0.032768, 1.229841
us_000517392,0.032768, 1.239829
us_000592053,0.032768, 1.245155
us_000549907,0.032768, 1.245780
us_000469749,0.032768, 1.247250
us_000588671,0.032768, 1.252932
us_000493242,0.032768, 1.256719
us_000545252,0.032768, 1.260075
us_000545208,0.032768, 1.263143
us_000570365,0.032768, 1.264317
us_000471053,0.032768, 1.265906
us_000588257,0.032768, 1.266681
us_000469131,0.032768, 1.268997
us_000465726,0.032768, 1.269510
us_000598000,0.032768, 1.275531
us_000492121,0.032768, 1.275726
us_000569883,0.032768, 1.279043
us_000585661,0.032768, 1.279770
us_000483246,0.032768, 1.283503
us_000596227,0.032768, 1.290556
us_000508339,0.032768, 1.290866
us_000546343,0.032768, 1.295374
us_000482871,0.032768, 1.297962
us_000463982,0.032768, 1.298574
us_000520919,0.032768, 1.300865
us_000497139,0.032768, 1.303670
us_000068888,0.032768, 1.303849
us_000492756,0.032768, 1.304628
us_000475141,0.032768, 1.310803
us_000546301,0.032768, 1.311607
us_000573360,0.032768, 1.313250
us_000512585,0.032768, 1.313365
us_000463668,0.032768, 1.315584
us_000495504,0.032768, 1.316691
us_000462733,0.032768, 1.316874
us_000467209,0.032768, 1.319097
us_000584079,0.032768, 1.319783
us_000486404,0.032768, 1.321025
us_000521321,0.032768, 1.322135
us_000414873,0.032768, 1.323538
us_000527999,0.032768, 1.324324
us_000391720,0.032768, 1.326346
us_000511029,0.032768, 1.327443
us_000532070,0.032768, 1.328201
us_000556593,0.032768, 1.332177
us_000509369,0.032768, 1.332262
us_000370411,0.032768, 1.333291
us_000470546,0.032768, 1.336422
us_000467887,0.032768, 1.337790
us_000467130,0.032768, 1.338450
us_000465933,0.032768, 1.338722
us_000491131,0.032768, 1.340861
us_000550374,0.032768, 1.341075
us_000602549,0.032768, 1.341460
us_000556284,0.032768, 1.341787
us_000477360,0.032768, 1.342326
us_000547088,0.032768, 1.342783
us_000534883,0.032768, 1.344196
us_000465958,0.032768, 1.344327
us_000220233,0.032768, 1.344364
us_000588954,0.032768, 1.344758
us_000481059,0.032768, 1.344805
us_000460674,0.032768, 1.346625
us_000616524,0.032768, 1.347177
us_000581308,0.032768, 1.347283
us_000489976,0.032768, 1.349407
us_000468312,0.032768, 1.352757
us_000512934,0.032768, 1.353469
us_000587857,0.032768, 1.354208
us_000009884,0.032768, 1.354735
us_000572370,0.032768, 1.355063
us_000465246,0.032768, 1.355237
us_000485630,0.032768, 1.356002
us_000571816,0.032768, 1.356192
us_000528255,0.032768, 1.357603
us_000518845,0.032768, 1.358743
us_000009849,0.032768, 1.358754
us_000476774,0.032768, 1.359719
us_000461728,0.032768, 1.360268
us_000587072,0.032768, 1.362184
us_000463985,0.032768, 1.362846
us_000544231,0.032768, 1.363126
us_000386870,0.032768, 1.365540
us_000267353,0.032768, 1.365638
us_000463867,0.032768, 1.365905
us_000467216,0.032768, 1.365905
us_000475961,0.032768, 1.366109
us_000005370,0.032768, 1.367044
us_000243695,0.032768, 1.367074
us_000220008,0.032768, 1.368388
us_000296714,0.032768, 1.368736
us_000462993,0.032768, 1.368736
us_000475681,0.032768, 1.369897
us_000005511,0.032768, 1.370492
us_000483204,0.032768, 1.370562
us_000296808,0.032768, 1.371432
us_000185725,0.032768, 1.372287
us_000462942,0.032768, 1.372728
us_000467354,0.032768, 1.372728
us_000288209,0.032768, 1.373850
us_000535683,0.032768, 1.374082
us_000510441,0.032768, 1.374258
us_000587086,0.032768, 1.374560
us_000098449,0.032768, 1.375752
us_000467957,0.032768, 1.376358
us_000525735,0.032768, 1.378320
us_000450946,0.032768, 1.381314
pr_000893548,0.032768, 1.385718
us_000482934,0.032768, 1.386329
us_000471052,0.032768, 1.386909
us_000471329,0.032768, 1.389896
us_000478401,0.032768, 1.390418
us_000471115,0.032768, 1.391697
us_000475937,0.032768, 1.391978
us_000528974,0.032768, 1.393519
us_000463105,0.032768, 1.394605
us_000135858,0.032768, 1.394605
us_000462695,0.032768, 1.394605
us_000588926,0.032768, 1.397175
us_000496152,0.032768, 1.397379
us_000587783,0.032768, 1.398156
us_000438548,0.032768, 1.398285
us_000373311,0.032768, 1.398597
us_000458708,0.032768, 1.398597
us_000460970,0.032768, 1.398597
us_000029972,0.032768, 1.400642
us_000503607,0.032768, 1.401074
us_000144359,0.032768, 1.401515
us_000462981,0.032768, 1.401515
us_000480589,0.032768, 1.401515
us_000467543,0.032768, 1.401515
us_000602422,0.032768, 1.402045
us_000462853,0.032768, 1.403209
us_000572330,0.032768, 1.404899
us_000481876,0.032768, 1.407302
us_000576521,0.032768, 1.410199
us_000459055,0.032768, 1.410517
us_000496898,0.032768, 1.411272
us_000459362,0.032768, 1.412172
pr_000719214,0.032768, 1.416591
us_000199505,0.032768, 1.431253
us_000468889,0.032768, 1.437943
us_000477677,0.032768, 1.440239
us_000526990,0.032768, 1.455453
us_000358080,0.032768, 1.460331
us_000222114,0.032768, 1.466995
us_000525010,0.032768, 1.527022
us_000458979,0.032768, 1.531405
us_000450684,0.032768, 1.561893
us_000461844,0.032768, 1.572502
us_000181826,0.032768, 1.597497
us_000523623,0.032768, 1.725782
pr_000271064,0.021196, 0.000005
pr_000813653,0.021196, 0.000010
pr_000830938,0.021196, 0.000028
pr_001039423,0.021196, 0.000175
pr_000810061,0.021196, 0.000375
us_000485620,0.021196, 0.002429
us_000582222,0.021196, 0.003752
us_000133974,0.021196, 0.672503
us_000575756,0.021196, 0.705924
us_000475227,0.021196, 0.718442
us_000509942,0.021196, 0.724850
us_000494762,0.021196, 0.738113
us_000569754,0.021196, 0.749902
us_000082729,0.021196, 0.775029
us_000510219,0.021196, 0.786924
us_000573370,0.021196, 0.789607
us_000538605,0.021196, 0.885498
pr_000818348,0.017255, 0.000000
pr_001149711,0.017255, 0.000000
pr_001710804,0.017255, 0.000000
pr_000856910,0.017255, 0.000000
pr_000089825,0.017255, 0.000000
us_000494379,0.017255, 0.000000
us_000536260,0.017255, 0.000000
us_000487097,0.017255, 0.000000
us_000521400,0.017255, 0.000013
us_000545532,0.017255, 0.000013
us_000500244,0.017255, 0.000013
us_000376839,0.017255, 0.000077
us_000484979,0.017255, 0.000143
us_000607117,0.017255, 0.000274
us_000615539,0.017255, 0.001710
us_000562191,0.017255, 0.002995
us_000543000,0.017255, 0.004344
us_000568689,0.017255, 0.005717
us_000563734,0.017255, 0.006547
us_000524835,0.017255, 0.006619
us_000611951,0.017255, 0.007078
us_000507943,0.017255, 0.007136
us_000478734,0.017255, 0.007519
us_000519936,0.017255, 0.009361
us_000593332,0.017255, 0.009726
us_000613350,0.017255, 0.011132
us_000559527,0.017255, 0.012383
us_000615605,0.017255, 0.012992
us_000583625,0.017255, 0.015076
us_000474841,0.017255, 0.015355
us_000592445,0.017255, 0.016770
us_000613429,0.017255, 0.024266
us_000517153,0.017255, 0.047277
us_000468629,0.017255, 0.048146
us_000526482,0.017255, 0.072412
us_000480274,0.017255, 0.111017
us_000249864,0.017255, 0.175958
