Product ID : 2095 # of JPs covered : 1 : 252 : Elder Law, 
OID,Confidence at Map Node,Error at Map Node
us_000492602,0.747507, 0.172362
us_000521942,0.747507, 0.172588
us_000490867,0.747507, 0.172958
us_000483331,0.747507, 0.172958
us_000580322,0.747507, 0.172958
us_000587751,0.747507, 0.173090
us_000485699,0.747507, 0.173090
us_000491500,0.747507, 0.173090
us_000485594,0.747507, 0.173365
us_000484601,0.747507, 0.173657
us_000580504,0.747507, 0.174110
us_000486422,0.747507, 0.174459
us_000488894,0.747507, 0.174809
us_000511972,0.747507, 0.175079
us_000482600,0.747507, 0.175175
us_000487084,0.747507, 0.177026
us_000470341,0.747507, 0.179957
us_000499938,0.747507, 0.181801
us_000491288,0.747507, 0.181801
us_000495062,0.747507, 0.181801
us_000567598,0.747507, 0.181801
us_000542221,0.747507, 0.181801
us_000491319,0.747507, 0.181801
us_000542976,0.747507, 0.183773
us_000473449,0.747507, 0.188568
us_000532568,0.747507, 0.211313
us_000468824,0.747507, 0.233609
us_000597207,0.671565, 0.000000
us_000554871,0.671565, 0.000000
us_000561151,0.671565, 0.000000
us_000596108,0.671565, 0.000000
us_000539738,0.671565, 0.000000
pr_000585805,0.671565, 0.000098
pr_000133702,0.671565, 0.000112
pr_000184510,0.671565, 0.000125
pr_000594825,0.671565, 0.000182
pr_000101458,0.671565, 0.001905
pr_000083242,0.671565, 0.002184
us_000571039,0.671565, 0.002627
us_000509532,0.671565, 0.004697
us_000526839,0.671565, 0.006463
us_000543058,0.671565, 0.025804
us_000495292,0.671565, 4.614023
us_000459150,0.671565, 8.231779
pr_000011307,0.663108, 0.000000
pr_000842328,0.663108, 0.000001
us_000579059,0.663108, 0.000011
pr_000444151,0.663108, 0.000095
us_000530407,0.663108, 0.000200
us_000566721,0.663108, 0.000338
us_000490713,0.663108, 0.000357
us_000507422,0.663108, 0.000479
us_000517635,0.663108, 0.125415
us_000479502,0.663108, 0.136823
us_000489698,0.663108, 0.147363
us_000495662,0.663108, 0.161730
us_000470038,0.663108, 0.163936
us_000495872,0.663108, 0.170921
us_000504868,0.663108, 0.171751
us_000534326,0.663108, 0.178976
us_000494410,0.663108, 0.178976
us_000497841,0.663108, 0.180392
us_000481367,0.663108, 0.187041
us_000518127,0.663108, 0.203340
us_000488537,0.663108, 0.209230
us_000495946,0.663108, 0.218229
us_000485385,0.663108, 0.227522
us_000517140,0.663108, 0.230630
us_000502872,0.663108, 0.238352
us_000492840,0.663108, 0.241501
us_000490723,0.663108, 0.256994
pr_001123897,0.593816, 0.000000
us_000508918,0.593816, 0.000000
us_000495728,0.593816, 0.000000
us_000494144,0.593816, 0.000000
us_000494290,0.593816, 0.000002
us_000564154,0.593816, 0.000002
us_000565363,0.593816, 0.000002
us_000543982,0.593816, 0.000002
us_000601349,0.593816, 0.000009
us_000561991,0.593816, 0.000255
us_000574990,0.593816, 0.000346
us_000510963,0.593816, 0.000630
us_000509708,0.593816, 0.000630
us_000616410,0.593816, 0.001340
us_000553744,0.593816, 0.001602
us_000520402,0.593816, 0.003838
us_000510502,0.593816, 0.005312
us_000483289,0.593816, 0.173679
us_000511816,0.593816, 0.174105
us_000502510,0.593816, 0.186947
us_000490591,0.593816, 0.212186
us_000494825,0.593816, 0.223453
us_000482667,0.593816, 0.242563
us_000580495,0.593816, 0.247165
us_000501051,0.593816, 0.282160
us_000521869,0.593816, 0.285028
us_000498497,0.593816, 0.292453
us_000537395,0.593816, 0.304198
pr_000717056,0.582932, 0.000511
pr_000649718,0.582932, 0.001413
pr_001637490,0.582932, 0.001569
pr_000288243,0.582932, 0.001683
pr_001675221,0.582932, 0.002087
pr_001704985,0.582932, 0.002357
pr_000911914,0.582932, 0.002399
pr_001686106,0.582932, 0.003216
pr_001826181,0.582932, 0.009101
pr_000959097,0.582932, 0.014278
pr_000835242,0.582932, 0.016203
us_000510546,0.582932, 0.065567
us_000578402,0.582932, 0.105564
us_000571191,0.582932, 0.113111
us_000549183,0.582932, 0.132428
pr_001046585,0.555033, 0.000000
pr_000434552,0.555033, 0.000002
us_000488582,0.555033, 0.089881
us_000524184,0.555033, 0.093404
us_000569342,0.555033, 0.093404
us_000565180,0.555033, 0.097329
us_000499840,0.555033, 0.097329
us_000533560,0.555033, 0.097329
us_000549261,0.555033, 0.097329
us_000527702,0.555033, 0.097329
us_000570717,0.555033, 0.097329
us_000564426,0.555033, 0.097329
us_000565178,0.555033, 0.097329
pr_001028573,0.555033, 0.101336
pr_001048089,0.555033, 0.101336
us_000534658,0.555033, 0.101336
us_000513753,0.555033, 0.101336
us_000498331,0.555033, 0.101336
us_000530094,0.555033, 0.101336
us_000517805,0.555033, 0.101336
us_000542123,0.555033, 0.101336
us_000562654,0.555033, 0.101336
us_000574065,0.555033, 0.101336
us_000500699,0.555033, 0.101336
us_000529235,0.555033, 0.101657
us_000550822,0.555033, 0.105424
us_000541054,0.555033, 0.105424
us_000528090,0.555033, 0.105424
us_000551529,0.555033, 0.105424
us_000540986,0.555033, 0.105424
us_000491051,0.555033, 0.105424
us_000495258,0.555033, 0.105424
us_000495219,0.555033, 0.105424
us_000518023,0.555033, 0.108052
us_000560827,0.555033, 0.109592
us_000498522,0.555033, 0.109592
us_000498528,0.555033, 0.109592
us_000566830,0.555033, 0.109592
pr_001028408,0.555033, 0.109592
pr_001027238,0.555033, 0.109592
us_000490264,0.555033, 0.109592
us_000538968,0.555033, 0.109592
us_000539516,0.555033, 0.109592
us_000501379,0.555033, 0.109592
us_000569025,0.555033, 0.109592
us_000565826,0.555033, 0.109592
pr_001029366,0.555033, 0.109592
us_000565823,0.555033, 0.109592
us_000496018,0.555033, 0.109592
us_000490272,0.555033, 0.109592
us_000561158,0.555033, 0.109592
us_000532532,0.555033, 0.109592
us_000572192,0.555033, 0.109592
us_000526987,0.555033, 0.109592
us_000565045,0.555033, 0.109592
us_000501365,0.555033, 0.109592
us_000491254,0.555033, 0.109592
us_000490916,0.555033, 0.109592
us_000498505,0.555033, 0.110070
us_000489052,0.555033, 0.111100
us_000513941,0.555033, 0.114164
us_000571429,0.555033, 0.114320
us_000567758,0.555033, 0.114405
us_000484455,0.555033, 0.115605
us_000478728,0.555033, 0.116629
us_000490138,0.555033, 0.120801
us_000547051,0.555033, 0.122377
us_000560583,0.555033, 0.127349
us_000513645,0.555033, 0.134137
us_000527583,0.555033, 0.150908
us_000484128,0.555033, 0.208033
us_000491594,0.534146, 0.000040
us_000493055,0.502037, 0.000001
us_000527073,0.502037, 0.000021
us_000490841,0.502037, 0.006671
us_000518422,0.502037, 0.010253
us_000580999,0.502037, 0.013522
us_000583214,0.502037, 0.016733
us_000495054,0.502037, 0.019418
us_000571037,0.502037, 0.042460
us_000580911,0.502037, 0.050699
us_000559549,0.502037, 0.301170
us_000507983,0.465886, 0.000005
us_000563783,0.465886, 0.000058
us_000487569,0.465886, 0.000110
us_000595538,0.465886, 0.005434
us_000498598,0.465886, 0.009223
us_000561483,0.465886, 0.013979
us_000499337,0.465886, 0.030070
us_000545014,0.465886, 0.059961
us_000492504,0.465886, 0.074691
us_000489264,0.465886, 0.126768
us_000528014,0.465886, 0.249814
us_000563932,0.465886, 0.342675
pr_001619144,0.382661, 0.000000
pr_001583396,0.382661, 0.000000
us_000536723,0.382661, 0.000012
us_000523860,0.382661, 0.002380
us_000565842,0.382661, 0.004230
pr_001028837,0.382661, 0.060262
pr_001046533,0.382661, 0.060262
pr_001049335,0.382661, 0.060262
us_000551017,0.382661, 0.060262
us_000513073,0.382661, 0.060262
us_000574067,0.382661, 0.060262
us_000566859,0.382661, 0.060262
us_000531042,0.382661, 0.060262
us_000536733,0.382661, 0.060262
us_000527230,0.382661, 0.060262
us_000564863,0.382661, 0.060262
us_000499538,0.382661, 0.060262
us_000571590,0.382661, 0.060262
us_000496362,0.382661, 0.060262
us_000534566,0.382661, 0.060262
us_000564886,0.382661, 0.060262
us_000489971,0.382661, 0.060262
us_000551023,0.382661, 0.060262
us_000543065,0.382661, 0.060262
us_000550468,0.382661, 0.060262
us_000531044,0.382661, 0.060262
us_000571253,0.382661, 0.060262
us_000514023,0.382661, 0.060262
us_000574071,0.382661, 0.060262
us_000526411,0.382661, 0.060262
us_000537073,0.382661, 0.060262
us_000496077,0.382661, 0.060262
us_000489310,0.382661, 0.060262
us_000526995,0.382661, 0.060262
us_000570113,0.382661, 0.060262
us_000566852,0.382661, 0.060262
us_000489993,0.382661, 0.060262
us_000569781,0.382661, 0.060262
us_000525770,0.382661, 0.063128
pr_001026932,0.382661, 0.063422
pr_001150917,0.382661, 0.063422
us_000494502,0.382661, 0.063422
us_000570050,0.382661, 0.063422
us_000566490,0.382661, 0.063422
us_000497161,0.382661, 0.063422
us_000535294,0.382661, 0.063422
us_000484535,0.382661, 0.063422
us_000493207,0.382661, 0.063422
us_000551605,0.382661, 0.063422
us_000562276,0.382661, 0.063422
us_000525813,0.382661, 0.063422
us_000565426,0.382661, 0.063422
us_000569343,0.382661, 0.063422
us_000552512,0.382661, 0.063422
us_000567572,0.382661, 0.063422
us_000564892,0.382661, 0.063422
us_000571690,0.382661, 0.063422
us_000498558,0.382661, 0.063422
us_000565251,0.382661, 0.063422
us_000497116,0.382661, 0.063422
us_000525759,0.382661, 0.063422
us_000571465,0.382661, 0.063422
us_000490784,0.382661, 0.063422
us_000515071,0.382661, 0.063422
pr_001064476,0.382661, 0.063422
us_000564548,0.382661, 0.063422
us_000541108,0.382661, 0.063422
us_000529790,0.382661, 0.063422
us_000525773,0.382661, 0.063422
us_000515810,0.382661, 0.063422
us_000570762,0.382661, 0.063422
us_000564758,0.382661, 0.063422
us_000517423,0.382661, 0.063422
us_000527659,0.382661, 0.063422
us_000565970,0.382661, 0.063422
us_000550051,0.382661, 0.063422
us_000567544,0.382661, 0.063422
us_000523879,0.382661, 0.063422
us_000559995,0.382661, 0.063422
us_000552407,0.382661, 0.063422
us_000566378,0.382661, 0.063422
us_000491752,0.382661, 0.063422
us_000527645,0.382661, 0.063422
us_000497126,0.382661, 0.063422
us_000566944,0.382661, 0.063422
us_000497094,0.382661, 0.063422
us_000526473,0.382661, 0.063422
us_000526540,0.382661, 0.064334
us_000526538,0.382661, 0.064334
us_000559027,0.382661, 0.064528
us_000495290,0.382661, 0.064851
us_000496731,0.382661, 0.065472
us_000538319,0.382661, 0.065608
us_000490908,0.382661, 0.065608
us_000489439,0.382661, 0.065608
us_000509965,0.382661, 0.065749
pr_000933158,0.382661, 0.066534
us_000544779,0.382661, 0.066664
us_000496626,0.382661, 0.066664
us_000569644,0.382661, 0.066664
us_000495590,0.382661, 0.066664
us_000529717,0.382661, 0.066664
us_000493256,0.382661, 0.066664
us_000565918,0.382661, 0.066664
us_000565555,0.382661, 0.066664
us_000565815,0.382661, 0.066664
us_000568912,0.382661, 0.066664
us_000495991,0.382661, 0.066664
us_000571427,0.382661, 0.066664
us_000494989,0.382661, 0.066664
us_000532641,0.382661, 0.066664
us_000526594,0.382661, 0.066664
us_000569669,0.382661, 0.066664
us_000542454,0.382661, 0.066664
us_000570169,0.382661, 0.066664
us_000495910,0.382661, 0.066664
us_000526012,0.382661, 0.066664
us_000528607,0.382661, 0.066664
us_000490922,0.382661, 0.066664
us_000517637,0.382661, 0.066664
us_000550869,0.382661, 0.066664
us_000488529,0.382661, 0.066664
us_000506955,0.382661, 0.066664
us_000489205,0.382661, 0.066664
us_000565221,0.382661, 0.066664
us_000565768,0.382661, 0.066664
us_000570584,0.382661, 0.066664
us_000566688,0.382661, 0.066664
us_000542646,0.382661, 0.066664
us_000490733,0.382661, 0.066664
us_000523916,0.382661, 0.066664
us_000495561,0.382661, 0.066664
us_000527596,0.382661, 0.066664
us_000492813,0.382661, 0.066664
us_000489582,0.382661, 0.066664
us_000508228,0.382661, 0.066664
us_000554738,0.382661, 0.066664
us_000529041,0.382661, 0.066664
us_000565536,0.382661, 0.066664
us_000497561,0.382661, 0.066664
us_000550569,0.382661, 0.066664
us_000489708,0.382661, 0.066664
us_000569971,0.382661, 0.066664
us_000570455,0.382661, 0.066664
us_000495320,0.382661, 0.066664
us_000541202,0.382661, 0.066664
us_000550571,0.382661, 0.066664
us_000528714,0.382661, 0.066664
us_000533356,0.382661, 0.066664
us_000570017,0.382661, 0.066664
us_000570652,0.382661, 0.066664
us_000526436,0.382661, 0.066664
us_000561023,0.382661, 0.066664
us_000495548,0.382661, 0.066664
us_000496267,0.382661, 0.066664
us_000569448,0.382661, 0.066664
us_000496565,0.382661, 0.066664
us_000577645,0.382661, 0.066664
us_000563663,0.382661, 0.066664
us_000565817,0.382661, 0.066664
us_000533650,0.382661, 0.066664
us_000530003,0.382661, 0.066664
us_000490940,0.382661, 0.066664
us_000570142,0.382661, 0.066664
us_000495827,0.382661, 0.066664
us_000528727,0.382661, 0.066664
us_000500965,0.382661, 0.066664
us_000489163,0.382661, 0.066664
us_000540123,0.382661, 0.066664
us_000535883,0.382661, 0.066664
us_000540544,0.382661, 0.066664
us_000517603,0.382661, 0.066664
us_000541844,0.382661, 0.066664
us_000542779,0.382661, 0.066664
us_000573897,0.382661, 0.066664
us_000488266,0.382661, 0.066664
us_000526972,0.382661, 0.066664
us_000530087,0.382661, 0.066664
pr_001026184,0.382661, 0.066664
us_000572513,0.382661, 0.066664
us_000571315,0.382661, 0.066664
us_000526369,0.382661, 0.066664
us_000573968,0.382661, 0.066664
us_000531354,0.382661, 0.066664
us_000529808,0.382661, 0.066664
us_000495889,0.382661, 0.066664
us_000544888,0.382661, 0.066664
us_000488296,0.382661, 0.066664
us_000542413,0.382661, 0.066664
us_000492331,0.382661, 0.066664
us_000570736,0.382661, 0.066664
us_000513716,0.382661, 0.066664
us_000408628,0.382661, 0.066834
us_000378604,0.382661, 0.067547
us_000489400,0.382661, 0.067575
us_000488282,0.382661, 0.067575
us_000546031,0.382661, 0.067575
us_000483259,0.382661, 0.067575
us_000486284,0.382661, 0.067575
us_000489315,0.382661, 0.067770
us_000507772,0.382661, 0.067981
us_000485367,0.382661, 0.067981
us_000566968,0.382661, 0.068482
us_000482547,0.382661, 0.068713
us_000491253,0.382661, 0.068713
us_000486291,0.382661, 0.068713
us_000479960,0.382661, 0.068713
us_000526719,0.382661, 0.068713
us_000489019,0.382661, 0.068990
us_000547093,0.382661, 0.069665
pr_001944706,0.382661, 0.069986
pr_001944707,0.382661, 0.069986
pr_001027920,0.382661, 0.069986
pr_000932498,0.382661, 0.069986
pr_000759673,0.382661, 0.069986
pr_001027852,0.382661, 0.069986
us_000495928,0.382661, 0.070029
us_000480185,0.382661, 0.070263
us_000489703,0.382661, 0.071372
pr_001099778,0.382661, 0.071862
us_000555114,0.382661, 0.072767
us_000491587,0.382661, 0.073124
us_000486290,0.382661, 0.074597
us_000483480,0.382661, 0.078298
us_000483750,0.382661, 0.115451
us_000533899,0.382661, 0.154944
us_000554145,0.382661, 0.413057
us_000481296,0.359013, 0.000000
pr_000639260,0.359013, 0.000000
pr_000925287,0.359013, 0.000000
pr_000443157,0.359013, 0.000001
pr_000843086,0.359013, 0.000002
us_000481602,0.359013, 0.000002
us_000608882,0.359013, 0.000014
us_000469699,0.359013, 0.000047
pr_000726610,0.359013, 0.000094
us_000493325,0.359013, 0.000144
pr_000903851,0.359013, 0.000144
pr_000640146,0.359013, 0.000169
us_000487289,0.359013, 0.000355
us_000591444,0.359013, 0.030864
us_000614940,0.359013, 0.031810
us_000530669,0.359013, 0.031841
us_000614496,0.359013, 0.031895
us_000502245,0.359013, 0.040279
us_000513747,0.359013, 0.044444
us_000592357,0.359013, 0.047694
us_000594495,0.359013, 0.059972
us_000609077,0.359013, 0.322540
us_000557341,0.291218, 0.000002
us_000540525,0.291218, 0.000002
us_000547749,0.291218, 0.000002
us_000504079,0.291218, 0.000004
us_000515615,0.291218, 0.000004
us_000555320,0.291218, 0.000004
us_000559867,0.291218, 0.000023
us_000484638,0.291218, 0.000103
us_000554267,0.291218, 0.000209
us_000479601,0.291218, 0.000776
us_000576987,0.291218, 0.002724
us_000521485,0.291218, 0.003544
us_000565287,0.291218, 0.003589
us_000599359,0.291218, 0.004631
us_000525756,0.291218, 0.007825
us_000586970,0.291218, 0.021286
us_000501679,0.291218, 0.086604
us_000498818,0.291218, 0.187959
pr_000246412,0.283181, 0.000002
pr_000942547,0.283181, 0.000010
pr_000874152,0.283181, 0.000013
pr_001736023,0.283181, 0.000017
pr_000818648,0.283181, 0.000020
pr_001032106,0.283181, 0.000025
pr_001697892,0.283181, 0.000028
pr_001108927,0.283181, 0.000038
pr_000099975,0.283181, 0.000060
pr_000817744,0.283181, 0.000130
pr_001719907,0.283181, 0.000136
pr_000381974,0.283181, 0.000149
pr_000379979,0.283181, 0.000188
pr_000638727,0.283181, 0.000200
pr_001853578,0.283181, 0.000643
us_000565489,0.283181, 0.000955
us_000560836,0.283181, 0.001469
us_000580409,0.283181, 0.001478
us_000538926,0.283181, 0.004805
us_000573811,0.283181, 0.551767
us_000591873,0.283181, 0.613942
us_000583360,0.283181, 0.856269
us_000474578,0.283181, 0.871556
us_000577596,0.283181, 0.919728
us_000596716,0.283181, 0.974368
us_000577623,0.283181, 0.987637
us_000546913,0.283181, 1.077441
us_000581934,0.283181, 1.146290
us_000546900,0.283181, 1.182590
us_000560730,0.283181, 1.622135
us_000614928,0.283181, 2.313419
us_000488405,0.271069, 0.000193
pr_001028879,0.271069, 0.047442
pr_001027122,0.271069, 0.047442
pr_001396312,0.271069, 0.047442
pr_001634356,0.271069, 0.047442
pr_001026937,0.271069, 0.047442
pr_000935037,0.271069, 0.050255
pr_001048707,0.271069, 0.050255
pr_001026990,0.271069, 0.050255
pr_001027390,0.271069, 0.050255
pr_001048582,0.271069, 0.050255
pr_001026901,0.271069, 0.050255
pr_001069384,0.271069, 0.050255
pr_001029738,0.271069, 0.050255
pr_001027107,0.271069, 0.050255
pr_001027445,0.271069, 0.050255
pr_000582662,0.271069, 0.051911
pr_001881358,0.271069, 0.053150
pr_001028699,0.271069, 0.053150
pr_000408745,0.271069, 0.053150
pr_001048559,0.271069, 0.053150
pr_001027535,0.271069, 0.053150
pr_001907800,0.271069, 0.053150
pr_001049600,0.271069, 0.053150
pr_001590395,0.271069, 0.053150
pr_001027873,0.271069, 0.053150
pr_000390380,0.271069, 0.053150
pr_001048724,0.271069, 0.053150
pr_001138493,0.271069, 0.053150
pr_001048051,0.271069, 0.053150
pr_001027935,0.271069, 0.053150
pr_001028688,0.271069, 0.053150
pr_001027119,0.271069, 0.053150
pr_001026887,0.271069, 0.053150
pr_001027179,0.271069, 0.053150
pr_000934336,0.271069, 0.053151
pr_001026151,0.271069, 0.053151
pr_000732326,0.271069, 0.053205
pr_001091675,0.271069, 0.053651
pr_001587666,0.211838, 0.000000
pr_000395110,0.211838, 0.000001
pr_001896840,0.211838, 0.000026
pr_001595484,0.211838, 0.000051
us_000489739,0.211838, 0.000157
pr_002161067,0.211838, 0.000159
us_000485335,0.211838, 0.001277
us_000590424,0.211838, 0.001404
us_000526542,0.211838, 0.002173
us_000529650,0.211838, 0.002374
us_000492480,0.211838, 0.014274
us_000496809,0.211838, 0.033215
us_000535687,0.211838, 0.035426
us_000552895,0.182050, 0.000000
us_000614331,0.182050, 0.000000
pr_000597263,0.182050, 0.000004
pr_000404209,0.182050, 0.000004
pr_000322532,0.182050, 0.000004
pr_000456052,0.182050, 0.000004
pr_000342952,0.182050, 0.000004
pr_000579410,0.182050, 0.000004
pr_000430644,0.182050, 0.000004
pr_000653437,0.182050, 0.000004
pr_000696900,0.182050, 0.000004
pr_000581674,0.182050, 0.000004
pr_000599531,0.182050, 0.000004
pr_000430708,0.182050, 0.000004
pr_000705205,0.182050, 0.000004
pr_000434147,0.182050, 0.000004
pr_000703876,0.182050, 0.000004
us_000522316,0.182050, 0.000010
us_000578959,0.182050, 0.000182
us_000581750,0.182050, 0.000182
us_000582092,0.182050, 0.000182
us_000568995,0.182050, 0.000182
us_000494728,0.182050, 0.095063
us_000489185,0.182050, 0.114568
us_000546895,0.182050, 0.124160
us_000499718,0.182050, 0.255741
us_000590148,0.182050, 0.996958
pr_001661811,0.161600, 0.000000
pr_000873733,0.161600, 0.000000
pr_000111239,0.161600, 0.000000
pr_000348462,0.161600, 0.000000
us_000481532,0.161600, 0.000000
us_000485040,0.161600, 0.000000
us_000487989,0.161600, 0.000000
us_000309837,0.161600, 0.000000
us_000512263,0.161600, 0.000005
us_000537179,0.161600, 0.000006
pr_001037213,0.161600, 0.000010
us_000572015,0.161600, 0.000017
pr_001785966,0.161600, 0.000041
pr_001791220,0.161600, 0.000041
us_000595018,0.161600, 0.000072
us_000464136,0.161600, 0.000112
us_000573380,0.161600, 0.000418
us_000578439,0.161600, 0.000632
us_000487956,0.161600, 0.020095
us_000532878,0.161600, 0.166997
us_000488909,0.161600, 0.251005
pr_001642678,0.157683, 0.035075
pr_001027458,0.157683, 0.035075
pr_001027205,0.157683, 0.035075
pr_001026168,0.157683, 0.035075
pr_001026966,0.157683, 0.035075
pr_001028369,0.157683, 0.035075
pr_001028101,0.157683, 0.035075
pr_000956854,0.157683, 0.035075
pr_001048094,0.157683, 0.035075
pr_001028113,0.157683, 0.035075
pr_001048874,0.157683, 0.035075
pr_001029730,0.157683, 0.035075
pr_001028077,0.157683, 0.035075
pr_001027284,0.157683, 0.035075
pr_001065066,0.157683, 0.035075
pr_001027417,0.157683, 0.035075
pr_001047952,0.157683, 0.035075
pr_001027436,0.157683, 0.035075
pr_001026150,0.157683, 0.035075
pr_001028607,0.157683, 0.035075
pr_001027945,0.157683, 0.035075
pr_001907634,0.157683, 0.035075
pr_001398503,0.157683, 0.035075
pr_001895957,0.157683, 0.035075
pr_001028584,0.157683, 0.035075
pr_001039894,0.157683, 0.035192
pr_001027566,0.157683, 0.037500
pr_000190588,0.157683, 0.037500
pr_000588886,0.157683, 0.037500
pr_001896045,0.157683, 0.037500
pr_001028301,0.157683, 0.037500
pr_001816039,0.157683, 0.037500
pr_001027518,0.157683, 0.037500
pr_001027094,0.157683, 0.037500
pr_000945258,0.157683, 0.037500
pr_001049607,0.157683, 0.037500
pr_001618323,0.157683, 0.037500
pr_001027375,0.157683, 0.037500
pr_002057471,0.157683, 0.037500
pr_001049610,0.157683, 0.037500
pr_001801548,0.157683, 0.037500
pr_000961620,0.157683, 0.037500
pr_001041049,0.157683, 0.037500
pr_001618658,0.157683, 0.037500
pr_001026982,0.157683, 0.037500
pr_001693893,0.157683, 0.037500
pr_001028240,0.157683, 0.037500
pr_001027355,0.157683, 0.037500
pr_001027766,0.157683, 0.037500
pr_001028272,0.157683, 0.037500
pr_001029429,0.157683, 0.037500
pr_000638869,0.157683, 0.037500
pr_000111660,0.157683, 0.037500
pr_000759515,0.157683, 0.037500
pr_001028022,0.157683, 0.037500
pr_001028666,0.157683, 0.037500
pr_001134982,0.157683, 0.037500
pr_001048583,0.157683, 0.037500
pr_001048530,0.157683, 0.037500
pr_001720168,0.157683, 0.037500
pr_002056789,0.157683, 0.037500
pr_001028076,0.157683, 0.037500
pr_001027679,0.157683, 0.037500
pr_001048867,0.157683, 0.037500
pr_001033232,0.157683, 0.037500
pr_000958660,0.157683, 0.037500
pr_002056402,0.157683, 0.037500
pr_001028652,0.157683, 0.037500
pr_000964086,0.157683, 0.037500
pr_001028510,0.157683, 0.037500
pr_000935360,0.157683, 0.037585
pr_001050428,0.157683, 0.037585
pr_001039703,0.157683, 0.037585
pr_001058518,0.157683, 0.037617
pr_000956085,0.157683, 0.037617
pr_000944821,0.157683, 0.037654
pr_000578643,0.157683, 0.037666
pr_001039996,0.157683, 0.037694
pr_000964715,0.157683, 0.037923
pr_001674441,0.157683, 0.038094
pr_001138697,0.157683, 0.038168
pr_000459246,0.157683, 0.038713
pr_001057106,0.157683, 0.049101
us_000501183,0.150153, 0.000000
us_000575504,0.150153, 0.000229
us_000479172,0.150153, 0.000663
us_000501567,0.150153, 0.000836
us_000500468,0.150153, 0.002455
us_000506928,0.150153, 0.003709
us_000527358,0.150153, 0.005799
us_000532422,0.150153, 0.006081
us_000464628,0.150153, 0.009081
us_000484240,0.150153, 0.011297
us_000491398,0.150153, 0.012190
us_000537491,0.150153, 0.013086
us_000554397,0.137368, 0.000000
us_000494651,0.137368, 0.000000
us_000568203,0.137368, 0.000000
us_000498805,0.137368, 0.000000
us_000495133,0.137368, 0.000000
us_000497612,0.137368, 0.000000
us_000553368,0.137368, 0.000000
us_000555359,0.137368, 0.000000
us_000516051,0.137368, 0.000000
us_000479667,0.137368, 0.000000
us_000528034,0.137368, 0.000000
us_000556273,0.137368, 0.000000
us_000501539,0.137368, 0.000001
us_000589376,0.137368, 0.000001
us_000595094,0.137368, 0.000012
pr_001103599,0.137368, 0.000016
us_000499112,0.137368, 0.000019
us_000505839,0.137368, 0.000022
us_000539560,0.137368, 0.000022
us_000505830,0.137368, 0.000022
us_000504059,0.137368, 0.000022
us_000527170,0.137368, 0.000022
us_000509513,0.137368, 0.000033
us_000604766,0.137368, 0.000053
pr_000776205,0.137368, 0.000053
pr_001104290,0.137368, 0.000053
pr_000786130,0.137368, 0.000053
pr_000964252,0.137368, 0.000084
us_000505601,0.137368, 0.000126
us_000613042,0.137368, 0.000349
us_000545330,0.137368, 0.000391
pr_001010769,0.137368, 0.000408
pr_000694112,0.137368, 0.000408
pr_000543417,0.137368, 0.000447
pr_000950939,0.137368, 0.000498
us_000555437,0.137368, 0.000542
pr_000862881,0.137368, 0.000638
us_000577031,0.137368, 0.000673
us_000486191,0.137368, 0.000875
us_000489968,0.137368, 0.001049
us_000604647,0.137368, 0.001532
us_000575746,0.137368, 0.001769
us_000504944,0.137368, 0.002170
us_000528909,0.137368, 0.002454
us_000503374,0.137368, 0.002585
us_000528275,0.137368, 0.003781
us_000590087,0.137368, 0.004578
us_000500343,0.137368, 0.005479
us_000521886,0.137368, 0.014429
us_000499928,0.137368, 0.099728
pr_000190056,0.125402, 0.000000
us_000514017,0.125402, 0.000000
us_000579132,0.125402, 0.000000
us_000593508,0.125402, 0.000000
us_000574495,0.125402, 0.000000
us_000506699,0.125402, 0.000000
pr_000640415,0.125402, 0.000001
pr_000591667,0.125402, 0.000001
us_000487175,0.125402, 0.000004
pr_000313014,0.125402, 0.000004
us_000556832,0.125402, 0.000019
pr_000328278,0.125402, 0.000046
us_000532790,0.125402, 0.000049
us_000525327,0.125402, 0.000054
us_000524081,0.125402, 0.000064
us_000482968,0.125402, 0.000141
us_000557915,0.125402, 0.000204
us_000614489,0.125402, 0.000204
us_000517515,0.125402, 0.000273
us_000578212,0.125402, 0.000277
us_000574323,0.125402, 0.000343
us_000558572,0.125402, 0.000364
us_000570110,0.125402, 0.000376
us_000521464,0.125402, 0.000428
us_000535993,0.125402, 0.000438
us_000536345,0.125402, 0.000759
us_000508082,0.125402, 0.000819
us_000500458,0.125402, 0.000842
us_000497326,0.125402, 0.000902
us_000524218,0.125402, 0.000932
us_000596198,0.125402, 0.001742
us_000496543,0.125402, 0.096854
us_000478471,0.125402, 0.117036
us_000495480,0.125402, 0.241792
us_000500513,0.125402, 0.255445
us_000529892,0.125402, 0.327065
us_000504880,0.125402, 0.329799
us_000513557,0.125402, 0.329896
us_000499839,0.125402, 0.362334
us_000587847,0.125402, 0.396057
us_000488270,0.125402, 0.399670
us_000584743,0.125402, 0.400825
us_000486730,0.125402, 0.401809
us_000487231,0.125402, 0.403330
us_000571062,0.125402, 0.408413
us_000584592,0.125402, 0.422020
us_000488627,0.125402, 0.428165
us_000593838,0.125402, 0.470844
us_000592077,0.125402, 0.471942
us_000460759,0.125402, 0.476836
us_000532027,0.125402, 0.479412
us_000501729,0.125402, 0.490429
us_000584372,0.125402, 0.491501
us_000584552,0.125402, 0.538437
us_000502111,0.125402, 0.558556
