Product ID : 2095 # of JPs covered : 1 : 252 : Elder Law, 
OID,Confidence at Map Node,Error at Map Node
us_000586339,0.125402, 0.782550
us_000568897,0.125402, 1.079563
pr_002019209,0.121978, 0.000000
pr_002034153,0.121978, 0.000000
us_000519854,0.121978, 0.000000
us_000557768,0.121978, 0.000000
us_000503106,0.121978, 0.000000
us_000513471,0.121978, 0.000000
us_000517316,0.121978, 0.000000
us_000541310,0.121978, 0.000000
us_000527009,0.121978, 0.000000
us_000557780,0.121978, 0.000000
us_000561156,0.121978, 0.000000
us_000600108,0.121978, 0.000000
us_000491088,0.121978, 0.000000
us_000489253,0.121978, 0.000000
pr_002196079,0.121978, 0.000000
pr_001778499,0.121978, 0.000001
pr_002127901,0.121978, 0.000002
pr_001998914,0.121978, 0.000004
pr_001044796,0.121978, 0.000006
pr_001807790,0.121978, 0.000010
pr_001941121,0.121978, 0.000011
pr_001156657,0.121978, 0.000011
pr_001940379,0.121978, 0.000011
pr_001892968,0.121978, 0.000026
pr_001875538,0.121978, 0.000031
pr_001854634,0.121978, 0.000035
pr_002016462,0.121978, 0.000039
pr_001790055,0.121978, 0.000042
us_000566683,0.121978, 0.000045
us_000593279,0.121978, 0.000045
pr_000823067,0.121978, 0.000050
pr_001775484,0.121978, 0.000098
pr_000724390,0.121978, 0.000107
us_000488693,0.121978, 0.141173
us_000499494,0.121978, 0.153941
us_000586547,0.121978, 0.162501
us_000485044,0.121978, 0.206604
us_000488697,0.121978, 0.213161
us_000583788,0.121978, 0.230481
us_000498466,0.121978, 0.239873
us_000534796,0.121978, 0.258970
us_000582417,0.121978, 0.320302
us_000364513,0.121978, 0.995480
pr_000286523,0.118004, 0.000000
pr_000282180,0.118004, 0.000000
pr_000268485,0.118004, 0.000000
pr_000638934,0.118004, 0.000000
us_000506843,0.118004, 0.000000
us_000537262,0.118004, 0.000000
us_000582776,0.118004, 0.000000
us_000507402,0.118004, 0.000000
us_000562277,0.118004, 0.000000
pr_000075039,0.118004, 0.000000
us_000595037,0.118004, 0.000007
pr_000566018,0.118004, 0.000036
us_000589245,0.118004, 0.000056
us_000580969,0.118004, 0.000068
pr_001024560,0.118004, 0.000196
us_000547928,0.118004, 0.000429
us_000569208,0.118004, 0.000673
us_000514897,0.118004, 0.001897
pr_000435046,0.118004, 0.001960
us_000509721,0.118004, 0.002209
us_000555413,0.118004, 0.008371
us_000526053,0.118004, 0.013485
us_000516126,0.118004, 0.016753
us_000486490,0.118004, 0.032311
us_000614255,0.118004, 0.120502
us_000536380,0.118004, 0.241329
us_000495277,0.118004, 0.276244
us_000525242,0.116606, 0.000000
us_000522450,0.116606, 0.000000
us_000556652,0.116606, 0.000000
us_000480073,0.116606, 0.000001
pr_000599915,0.116606, 0.000023
us_000534790,0.116606, 0.000586
us_000521534,0.116606, 0.000791
us_000559022,0.116606, 0.001319
us_000510363,0.116606, 0.002490
us_000538394,0.116606, 0.008071
us_000026069,0.116606, 0.013960
us_000505008,0.116606, 0.041223
us_000551768,0.116606, 0.102767
us_000559628,0.116606, 0.106796
us_000521129,0.116606, 0.109067
us_000520006,0.116606, 0.113266
us_000495617,0.103494, 0.000001
us_000552877,0.103494, 0.000017
us_000546915,0.103494, 0.003970
us_000592012,0.103494, 0.006382
us_000580263,0.103494, 0.025380
us_000564350,0.103494, 0.043671
us_000580314,0.103494, 0.047709
us_000493396,0.103494, 0.059276
us_000472597,0.103494, 0.102994
us_000573829,0.103494, 0.104745
us_000489982,0.103494, 0.113903
us_000514213,0.103494, 0.120089
us_000530046,0.103494, 0.132912
us_000530092,0.103494, 0.136419
pr_001055173,0.100029, 0.000003
pr_000324155,0.100029, 0.000004
pr_000261075,0.100029, 0.000004
pr_000348186,0.100029, 0.000100
us_000491479,0.085778, 0.000003
us_000502961,0.085778, 0.000003
us_000486727,0.081566, 0.000000
us_000460230,0.081566, 0.000000
us_000469417,0.081566, 0.000000
us_000469253,0.081566, 0.000000
us_000463207,0.081566, 0.000000
us_000527850,0.081566, 0.000000
us_000556176,0.081566, 0.000000
us_000519114,0.081566, 0.000000
us_000571045,0.081566, 0.000000
us_000576753,0.081566, 0.000010
us_000486115,0.081566, 0.000015
us_000587289,0.081566, 0.000045
pr_002168195,0.081566, 0.000074
pr_000592798,0.081566, 0.000081
pr_000976732,0.081566, 0.000083
us_000523334,0.081566, 0.000134
us_000554349,0.081566, 0.000155
us_000578887,0.081566, 0.000163
us_000565551,0.081566, 0.000165
us_000584526,0.081566, 0.000173
us_000595034,0.081566, 0.000174
us_000520896,0.081566, 0.000178
us_000574202,0.081566, 0.000260
us_000595848,0.081566, 0.000283
us_000555094,0.081566, 0.000300
us_000520959,0.081566, 0.000346
us_000555669,0.081566, 0.000365
us_000540856,0.081566, 0.000399
us_000492328,0.081566, 0.000664
us_000502501,0.081566, 0.000800
us_000512167,0.081566, 0.000960
us_000477553,0.081566, 0.001249
us_000545779,0.081566, 0.001280
us_000478822,0.081566, 0.001280
us_000606968,0.081566, 0.003860
us_000524794,0.081566, 0.006247
us_000527602,0.081566, 0.006631
us_000538632,0.081566, 0.007369
us_000488028,0.081566, 0.008919
us_000536580,0.081566, 0.009077
us_000509074,0.081566, 0.011011
us_000459070,0.081566, 0.014393
pr_000287698,0.081086, 0.000000
pr_001091370,0.081086, 0.000000
pr_001048055,0.081086, 0.000000
pr_000816175,0.081086, 0.000000
pr_000434032,0.081086, 0.000000
pr_000435127,0.081086, 0.000000
pr_001008029,0.081086, 0.000000
pr_001049681,0.081086, 0.000000
pr_000579156,0.081086, 0.000000
pr_001040857,0.081086, 0.000000
pr_001041161,0.081086, 0.000000
pr_001048762,0.081086, 0.000000
pr_001086674,0.081086, 0.000000
pr_000374816,0.081086, 0.000000
pr_001017450,0.081086, 0.000000
pr_001026884,0.081086, 0.000000
pr_001027281,0.081086, 0.000000
pr_000924452,0.081086, 0.000000
pr_000745844,0.081086, 0.000000
pr_000846073,0.081086, 0.000000
pr_000226809,0.081086, 0.000001
pr_000025084,0.081086, 0.000001
pr_001022119,0.081086, 0.000006
pr_001039652,0.081086, 0.000006
pr_000881205,0.081086, 0.000006
pr_000634103,0.081086, 0.000006
pr_000941649,0.081086, 0.000006
pr_001041057,0.081086, 0.000006
pr_001040040,0.081086, 0.000024
us_000549819,0.081086, 0.001341
us_000575530,0.081086, 0.001377
us_000530868,0.081086, 0.001614
us_000489284,0.081086, 0.013532
us_000543056,0.081086, 0.015106
us_000564260,0.081086, 0.015436
us_000566835,0.081086, 0.015436
us_000493533,0.081086, 0.016898
us_000482538,0.081086, 0.018030
us_000567237,0.081086, 0.018426
us_000483550,0.081086, 0.019801
pr_000175574,0.081086, 0.030249
pr_001086174,0.081086, 0.036031
pr_000632643,0.081086, 0.036755
pr_001058928,0.081086, 0.037155
pr_001118745,0.081086, 0.037805
pr_001052717,0.081086, 0.038493
pr_000758419,0.081086, 0.038493
pr_001102442,0.081086, 0.038940
pr_000531133,0.081086, 0.038940
pr_000945823,0.081086, 0.038940
pr_001102640,0.081086, 0.039218
pr_000693633,0.081086, 0.039218
pr_001028518,0.081086, 0.039218
pr_000634706,0.081086, 0.039218
pr_000632636,0.081086, 0.039218
pr_001098432,0.081086, 0.039218
pr_000948448,0.081086, 0.039796
pr_000567791,0.081086, 0.040071
pr_000959676,0.081086, 0.040759
pr_001048992,0.081086, 0.041206
pr_001058161,0.081086, 0.041209
pr_000755799,0.081086, 0.041483
pr_000962164,0.081086, 0.041483
pr_000756327,0.081086, 0.041483
pr_001062572,0.081086, 0.041483
pr_002054637,0.081086, 0.041483
pr_001048790,0.081086, 0.041483
pr_000211243,0.081086, 0.041483
pr_001050411,0.081086, 0.041575
pr_000764418,0.081086, 0.042729
pr_001052232,0.081086, 0.042827
pr_001006497,0.081086, 0.042828
pr_001029579,0.081086, 0.043552
pr_000632651,0.081086, 0.043552
pr_000952087,0.081086, 0.043552
pr_000901138,0.081086, 0.043552
pr_000932576,0.081086, 0.043552
pr_000938525,0.081086, 0.043552
pr_001096661,0.081086, 0.043552
pr_001595571,0.081086, 0.043732
us_000485375,0.081086, 0.050846
us_000494920,0.081086, 0.140208
us_000565771,0.066243, 0.000000
us_000543715,0.066243, 0.000000
pr_000839794,0.066243, 0.000002
pr_000005092,0.066243, 0.000013
pr_000255516,0.066243, 0.000013
pr_000633155,0.066243, 0.000017
pr_000823888,0.066243, 0.000022
pr_000310247,0.066243, 0.000042
pr_000027542,0.066243, 0.000053
pr_001056512,0.066243, 0.000067
pr_000348786,0.066243, 0.000067
us_000610545,0.066243, 0.000079
us_000467097,0.066243, 0.000901
us_000592358,0.066243, 0.001613
us_000554106,0.066243, 0.002705
us_000574941,0.066243, 0.003312
us_000565322,0.066243, 0.006035
us_000538492,0.066243, 0.007249
pr_000436698,0.051715, 0.000000
pr_000091178,0.051715, 0.000000
us_000497216,0.051715, 0.000001
us_000607193,0.051715, 0.000043
pr_000245306,0.051715, 0.001388
us_000488560,0.051715, 0.002303
pr_001048525,0.047896, 0.024098
pr_001027102,0.047896, 0.024098
pr_001047971,0.047896, 0.024098
pr_001027167,0.047896, 0.024098
pr_001047721,0.047896, 0.024098
pr_001060086,0.047896, 0.024098
pr_001033192,0.047896, 0.024098
pr_001027361,0.047896, 0.024098
pr_000935169,0.047896, 0.024098
pr_001028559,0.047896, 0.024098
pr_001882228,0.047896, 0.024098
pr_001027461,0.047896, 0.024098
pr_001028622,0.047896, 0.024098
pr_001048009,0.047896, 0.024098
pr_001082389,0.047896, 0.024098
pr_001704732,0.047896, 0.024098
pr_001039643,0.047896, 0.024098
pr_001041211,0.047896, 0.024098
pr_000959477,0.047896, 0.024098
pr_001033205,0.047896, 0.024098
pr_001048500,0.047896, 0.024098
pr_000424692,0.047896, 0.024098
pr_001048532,0.047896, 0.024098
pr_001027761,0.047896, 0.024098
pr_001033274,0.047896, 0.024098
pr_001161079,0.047896, 0.024098
pr_001099238,0.047896, 0.024098
pr_001882011,0.047896, 0.024098
pr_001027473,0.047896, 0.024098
pr_001058179,0.047896, 0.024098
pr_001028485,0.047896, 0.024098
pr_001049532,0.047896, 0.024098
pr_000938338,0.047896, 0.024098
pr_001047767,0.047896, 0.024098
pr_000402594,0.047896, 0.024098
pr_001027242,0.047896, 0.024098
pr_001027749,0.047896, 0.024098
pr_001027817,0.047896, 0.024098
pr_001028209,0.047896, 0.024098
pr_001039687,0.047896, 0.024098
pr_000938306,0.047896, 0.024098
pr_001639996,0.047896, 0.024098
pr_001119308,0.047896, 0.024098
pr_001027848,0.047896, 0.024098
pr_001027763,0.047896, 0.024098
pr_001064506,0.047896, 0.024098
pr_001585867,0.047896, 0.024098
pr_001028476,0.047896, 0.024098
pr_002138342,0.047896, 0.024098
pr_001882297,0.047896, 0.024098
pr_001026118,0.047896, 0.024098
pr_001028066,0.047896, 0.024098
pr_001029959,0.047896, 0.024098
pr_001048757,0.047896, 0.024098
pr_001027303,0.047896, 0.024098
pr_001047916,0.047896, 0.024098
pr_001135829,0.047896, 0.024098
pr_000166756,0.047896, 0.024098
pr_001028201,0.047896, 0.024098
pr_001027819,0.047896, 0.024098
pr_000962197,0.047896, 0.024098
pr_001028504,0.047896, 0.024098
pr_001882179,0.047896, 0.024098
pr_001048860,0.047896, 0.024098
pr_001070074,0.047896, 0.024098
pr_001028427,0.047896, 0.024098
pr_000931272,0.047896, 0.024098
pr_001806058,0.047896, 0.024098
pr_000960586,0.047896, 0.024098
pr_001032347,0.047896, 0.024098
pr_001017227,0.047896, 0.024151
pr_001058322,0.047896, 0.024151
pr_001028700,0.047896, 0.024151
pr_001028291,0.047896, 0.024151
pr_001058511,0.047896, 0.024180
pr_001096112,0.047896, 0.024180
pr_001028258,0.047896, 0.024180
pr_001028401,0.047896, 0.024293
pr_001040703,0.047896, 0.024443
pr_001028423,0.047896, 0.024854
pr_001896243,0.047896, 0.026114
pr_001027900,0.047896, 0.026114
pr_001029288,0.047896, 0.026114
pr_001882209,0.047896, 0.026114
pr_001050445,0.047896, 0.026114
pr_001027108,0.047896, 0.026114
pr_001027990,0.047896, 0.026114
pr_001027133,0.047896, 0.026114
pr_001597638,0.047896, 0.026114
pr_000949366,0.047896, 0.026114
pr_001895915,0.047896, 0.026114
pr_001041297,0.047896, 0.026114
pr_001040068,0.047896, 0.026114
pr_001028134,0.047896, 0.026114
pr_001039662,0.047896, 0.026114
pr_001942181,0.047896, 0.026114
pr_001897397,0.047896, 0.026114
pr_001027896,0.047896, 0.026114
pr_001057037,0.047896, 0.026114
pr_001039640,0.047896, 0.026114
pr_001027815,0.047896, 0.026114
pr_001041220,0.047896, 0.026114
pr_001654569,0.047896, 0.026114
pr_001066513,0.047896, 0.026114
pr_001028265,0.047896, 0.026114
pr_001027348,0.047896, 0.026114
pr_001111300,0.047896, 0.026114
pr_001028603,0.047896, 0.026114
pr_001029903,0.047896, 0.026114
pr_001029740,0.047896, 0.026114
pr_000950812,0.047896, 0.026114
pr_001048785,0.047896, 0.026114
pr_001785113,0.047896, 0.026114
pr_001028019,0.047896, 0.026114
pr_001901435,0.047896, 0.026114
pr_001029746,0.047896, 0.026114
pr_001063606,0.047896, 0.026114
pr_001027898,0.047896, 0.026114
pr_000751905,0.047896, 0.026114
pr_001102873,0.047896, 0.026114
pr_001049428,0.047896, 0.026114
pr_001028192,0.047896, 0.026114
pr_001028358,0.047896, 0.026114
pr_001047942,0.047896, 0.026114
pr_001882005,0.047896, 0.026114
pr_001050704,0.047896, 0.026114
pr_000568677,0.047896, 0.026114
pr_000952602,0.047896, 0.026114
pr_001027325,0.047896, 0.026114
pr_001901485,0.047896, 0.026114
pr_001039782,0.047896, 0.026114
pr_001048464,0.047896, 0.026114
pr_001597161,0.047896, 0.026114
pr_001028177,0.047896, 0.026114
pr_001897364,0.047896, 0.026114
pr_001040532,0.047896, 0.026114
pr_001881373,0.047896, 0.026114
pr_001064348,0.047896, 0.026114
pr_001881364,0.047896, 0.026114
pr_001048710,0.047896, 0.026114
pr_001639389,0.047896, 0.026114
pr_001028049,0.047896, 0.026114
pr_001040645,0.047896, 0.026114
pr_001048608,0.047896, 0.026114
pr_001048730,0.047896, 0.026114
pr_001047988,0.047896, 0.026114
pr_001027857,0.047896, 0.026114
pr_001029437,0.047896, 0.026114
pr_001048038,0.047896, 0.026114
pr_001029772,0.047896, 0.026114
pr_000193958,0.047896, 0.026114
pr_001028302,0.047896, 0.026114
pr_001064143,0.047896, 0.026114
pr_000561576,0.047896, 0.026114
pr_001905963,0.047896, 0.026114
pr_001391892,0.047896, 0.026114
pr_001895935,0.047896, 0.026114
pr_001028414,0.047896, 0.026114
pr_001113569,0.047896, 0.026114
pr_001049161,0.047896, 0.026114
pr_001049646,0.047896, 0.026114
pr_001027099,0.047896, 0.026114
pr_001039692,0.047896, 0.026114
pr_001029762,0.047896, 0.026114
pr_001095789,0.047896, 0.026114
pr_001028035,0.047896, 0.026114
pr_001397689,0.047896, 0.026114
pr_001027747,0.047896, 0.026114
pr_001903244,0.047896, 0.026114
pr_001401325,0.047896, 0.026114
pr_001027448,0.047896, 0.026114
pr_000964832,0.047896, 0.026114
pr_001028121,0.047896, 0.026114
pr_001086970,0.047896, 0.026114
pr_001029777,0.047896, 0.026114
pr_001049641,0.047896, 0.026114
pr_001049613,0.047896, 0.026114
pr_000933690,0.047896, 0.026114
pr_001028246,0.047896, 0.026114
pr_001103595,0.047896, 0.026114
pr_001891167,0.047896, 0.026114
pr_001093020,0.047896, 0.026114
pr_000446678,0.047896, 0.026114
pr_001028181,0.047896, 0.026114
pr_001049216,0.047896, 0.026114
pr_001028653,0.047896, 0.026114
pr_001800129,0.047896, 0.026114
pr_001610477,0.047896, 0.026114
pr_001028403,0.047896, 0.026114
pr_001028576,0.047896, 0.026114
pr_001104322,0.047896, 0.026114
pr_001047910,0.047896, 0.026114
pr_001029475,0.047896, 0.026114
pr_001049326,0.047896, 0.026114
pr_001031294,0.047896, 0.026114
pr_001806156,0.047896, 0.026114
pr_001033039,0.047896, 0.026166
pr_001091395,0.047896, 0.026166
pr_001050912,0.047896, 0.026166
pr_001040622,0.047896, 0.026166
pr_000758365,0.047896, 0.026166
pr_000640486,0.047896, 0.026166
pr_000736710,0.047896, 0.026166
pr_001061619,0.047896, 0.026166
pr_001047762,0.047896, 0.026166
pr_001028036,0.047896, 0.026166
pr_000930397,0.047896, 0.026166
pr_001085174,0.047896, 0.026166
pr_001040112,0.047896, 0.026166
pr_001058311,0.047896, 0.026166
pr_001048447,0.047896, 0.026195
pr_000939211,0.047896, 0.026195
pr_001029701,0.047896, 0.026195
pr_001071588,0.047896, 0.026195
pr_000553743,0.047896, 0.026195
pr_001051480,0.047896, 0.026229
pr_001105882,0.047896, 0.026229
pr_000565711,0.047896, 0.026229
pr_001100776,0.047896, 0.026229
pr_000089404,0.047896, 0.026252
pr_001039935,0.047896, 0.026267
pr_001041271,0.047896, 0.026267
pr_001058451,0.047896, 0.026309
pr_001052137,0.047896, 0.026354
pr_001137801,0.047896, 0.026716
pr_001078970,0.047896, 0.034303
pr_000940498,0.047896, 0.085881
us_000508153,0.046321, 0.020048
us_000576650,0.046321, 0.024111
us_000514240,0.046321, 0.030578
us_000508528,0.046321, 0.034672
us_000530132,0.046321, 0.044686
us_000497434,0.046321, 0.047800
us_000508116,0.046321, 0.072373
us_000528141,0.046321, 0.081160
us_000532883,0.046321, 0.081703
us_000573776,0.046321, 0.084998
us_000532974,0.046321, 0.087087
us_000572977,0.046321, 0.087279
us_000488734,0.046321, 0.087587
us_000514180,0.046321, 0.089520
us_000508162,0.046321, 0.091295
us_000458872,0.046321, 0.101937
us_000488869,0.046321, 0.103171
us_000551742,0.046321, 0.114428
us_000504823,0.046321, 0.127023
us_000488964,0.046321, 0.150013
us_000557446,0.045635, 0.000000
us_000554999,0.045635, 0.000000
us_000503770,0.045635, 0.000000
us_000528142,0.045635, 0.000000
pr_000715733,0.045635, 0.000001
pr_000866125,0.045635, 0.000002
pr_001593166,0.045635, 0.000002
pr_001917739,0.045635, 0.000002
pr_000690490,0.045635, 0.000002
pr_001110356,0.045635, 0.000002
pr_001072883,0.045635, 0.000002
pr_001759979,0.045635, 0.000002
pr_000651486,0.045635, 0.000002
pr_001946893,0.045635, 0.000002
pr_001922608,0.045635, 0.000002
pr_001982605,0.045635, 0.000002
pr_000786016,0.045635, 0.000002
pr_002225998,0.045635, 0.000002
pr_001963255,0.045635, 0.000002
pr_001681274,0.045635, 0.000002
pr_000788812,0.045635, 0.000002
pr_001951829,0.045635, 0.000008
pr_000779960,0.045635, 0.000008
pr_000860763,0.045635, 0.000008
pr_000940324,0.045635, 0.000008
us_000599048,0.045635, 0.000009
pr_000750522,0.045635, 0.000015
pr_001094797,0.045635, 0.000046
us_000582581,0.045635, 0.000130
pr_000647733,0.045635, 0.000173
pr_000910324,0.045635, 0.000196
pr_000993966,0.045635, 0.000209
pr_000369362,0.045635, 0.000209
pr_000362699,0.045635, 0.000393
us_000489909,0.045635, 0.018866
us_000587549,0.045635, 0.030736
us_000507466,0.037206, 0.000001
us_000517886,0.037206, 0.000002
us_000569172,0.037206, 0.000002
us_000567508,0.037206, 0.000013
us_000537636,0.037206, 0.000013
us_000597548,0.037206, 0.004006
us_000489590,0.037206, 0.004846
us_000587618,0.037206, 0.005323
us_000558250,0.037206, 0.005608
us_000497876,0.037206, 0.007025
us_000616634,0.037206, 0.007785
us_000553112,0.037206, 0.008691
us_000482679,0.037206, 0.034108
us_000580181,0.037206, 0.085699
us_000489229,0.037206, 0.087021
us_000586669,0.037206, 0.089793
us_000518160,0.037206, 0.090727
us_000587511,0.037206, 0.092137
us_000576011,0.037206, 0.092335
us_000485299,0.037206, 0.094554
us_000533066,0.037206, 0.094605
us_000576066,0.037206, 0.094953
us_000507306,0.037206, 0.104225
us_000590160,0.037206, 0.104385
us_000586592,0.037206, 0.104550
us_000488977,0.037206, 0.109414
us_000568943,0.037206, 0.110178
us_000588250,0.037206, 0.114149
us_000482703,0.037206, 0.116488
us_000581884,0.037206, 0.119940
us_000493412,0.037206, 0.131755
us_000505166,0.037206, 0.132691
us_000528722,0.037206, 0.141349
us_000537568,0.037206, 0.143214
us_000581641,0.037206, 0.144011
us_000516236,0.037206, 0.144715
us_000482631,0.037206, 0.144966
us_000357217,0.037206, 0.146304
us_000528726,0.037206, 0.147966
us_000482597,0.037206, 0.149623
us_000485269,0.037206, 0.151169
us_000489244,0.037206, 0.153480
us_000527796,0.037206, 0.154611
us_000519625,0.037206, 0.157000
us_000485298,0.037206, 0.157068
us_000568900,0.037206, 0.159407
us_000549919,0.037206, 0.164794
us_000493381,0.037206, 0.170099
us_000361590,0.037206, 0.171176
us_000515060,0.037206, 0.171383
us_000592915,0.037206, 0.175640
us_000504872,0.037206, 0.227697
us_000342938,0.037206, 0.249205
us_000573471,0.037206, 0.293082
us_000497682,0.037206, 0.294480
us_000323320,0.037206, 0.299525
us_000573463,0.037206, 0.299834
pr_001808215,0.014809, 0.000000
us_000478561,0.014809, 0.000000
us_000508951,0.014809, 0.003487
us_000489901,0.014809, 0.009104
us_000561175,0.014809, 0.011105
us_000558307,0.014809, 0.011898
us_000535179,0.014809, 0.012051
us_000496062,0.014809, 0.012205
us_000526063,0.014809, 0.012205
us_000501000,0.014809, 0.012205
us_000521313,0.014809, 0.012532
us_000556843,0.014809, 0.012881
us_000575584,0.014809, 0.013251
us_000507619,0.014809, 0.013251
us_000498047,0.014809, 0.014526
us_000480083,0.014809, 0.015644
us_000552818,0.014809, 0.016078
pr_000936998,0.014809, 0.018250
pr_000715256,0.014809, 0.018706
pr_001396249,0.014809, 0.018981
pr_001027087,0.014809, 0.022197
pr_001028577,0.014809, 0.022197
pr_001053227,0.014809, 0.022581
pr_001054263,0.014809, 0.022635
pr_000708511,0.014809, 0.023131
pr_001052765,0.014809, 0.023649
pr_001026115,0.014809, 0.023761
pr_001053777,0.014809, 0.024747
pr_001097970,0.014809, 0.025327
pr_000938566,0.014809, 0.025327
pr_001048732,0.014809, 0.025327
pr_001095841,0.014809, 0.025367
pr_000938981,0.014809, 0.025578
pr_001062744,0.014809, 0.025615
pr_001103765,0.014809, 0.026090
pr_001027148,0.014809, 0.026418
pr_000964752,0.014809, 0.027014
pr_001029451,0.014809, 0.027014
pr_000953105,0.014809, 0.027067
pr_001048972,0.014809, 0.027626
pr_001049000,0.014809, 0.027949
pr_000724529,0.014809, 0.028202
pr_001028118,0.014809, 0.028202
pr_001100468,0.014809, 0.028202
pr_001061688,0.014809, 0.028202
pr_001049576,0.014809, 0.028241
pr_001055041,0.014809, 0.028399
pr_001048825,0.014809, 0.028436
pr_000963414,0.014809, 0.028783
pr_001400318,0.014809, 0.028783
pr_001058255,0.014809, 0.028792
pr_001047960,0.014809, 0.028953
pr_001052790,0.014809, 0.028953
pr_001050624,0.014809, 0.029492
pr_000721800,0.014809, 0.029492
pr_000945365,0.014809, 0.029492
pr_001057995,0.014809, 0.030014
pr_000755237,0.014809, 0.030051
pr_000945686,0.014809, 0.030051
pr_000951642,0.014809, 0.030051
pr_000938291,0.014809, 0.030051
pr_000935221,0.014809, 0.030051
pr_000843217,0.014809, 0.030595
pr_001073962,0.014809, 0.030595
pr_001057842,0.014809, 0.030616
pr_000882610,0.014809, 0.030632
pr_000946855,0.014809, 0.030632
pr_000770126,0.014809, 0.030632
pr_000946174,0.014809, 0.030640
pr_001058460,0.014809, 0.030642
pr_001049695,0.014809, 0.030846
pr_000767784,0.014809, 0.031575
pr_000755846,0.014809, 0.031945
pr_001061776,0.014809, 0.031945
pr_001052782,0.014809, 0.031945
pr_001052767,0.014809, 0.031945
pr_001053422,0.014809, 0.031945
pr_000738312,0.014809, 0.031982
pr_000950947,0.014809, 0.031982
pr_000964843,0.014809, 0.031982
pr_001119300,0.014809, 0.031982
pr_001061224,0.014809, 0.031982
pr_001118565,0.014809, 0.031982
pr_000943931,0.014809, 0.031982
pr_000937055,0.014809, 0.031982
pr_001765479,0.014809, 0.032343
pr_001057937,0.014809, 0.032525
pr_001053434,0.014809, 0.032525
pr_001071809,0.014809, 0.032525
pr_001052825,0.014809, 0.032547
pr_001048846,0.014809, 0.032547
pr_000949066,0.014809, 0.032547
pr_001134339,0.014809, 0.032562
pr_001161614,0.014809, 0.032562
pr_001020583,0.014809, 0.032562
pr_000939697,0.014809, 0.032562
pr_000768928,0.014809, 0.032562
pr_001049128,0.014809, 0.032562
pr_000994504,0.014809, 0.032562
pr_001048042,0.014809, 0.032562
pr_001048914,0.014809, 0.032562
pr_001027468,0.014809, 0.032562
pr_000846101,0.014809, 0.032562
pr_001028736,0.014809, 0.032562
pr_001165465,0.014809, 0.032562
pr_001070938,0.014809, 0.032562
pr_001062419,0.014809, 0.032562
pr_001049571,0.014809, 0.032562
pr_001058323,0.014809, 0.032572
pr_000403117,0.014809, 0.032709
pr_000936241,0.014809, 0.034537
pr_000937065,0.014809, 0.034537
pr_001011848,0.014809, 0.034537
pr_000938247,0.014809, 0.034537
pr_001050900,0.014809, 0.034537
pr_000950690,0.014809, 0.034537
pr_001054052,0.014809, 0.034558
pr_001053053,0.014809, 0.034558
pr_001053372,0.014809, 0.034558
pr_001057860,0.014809, 0.034558
pr_001051010,0.014809, 0.034584
pr_001050392,0.014809, 0.034613
pr_000583350,0.014809, 0.034958
pr_001158545,0.014809, 0.035579
pr_001158544,0.014809, 0.035579
pr_000702973,0.014809, 0.036770
pr_000427469,0.014809, 0.037108
pr_000555125,0.014809, 0.037967
pr_000403443,0.014809, 0.038501
pr_000590721,0.014809, 0.038737
pr_000632347,0.014809, 0.038737
pr_000645033,0.014809, 0.039941
pr_000702900,0.014809, 0.039979
pr_000582213,0.014809, 0.040749
pr_000433804,0.014809, 0.040749
pr_000538191,0.014809, 0.043156
us_000527923,0.011780, 0.000000
us_000496050,0.011780, 0.000000
us_000587603,0.011780, 0.000001
us_000586483,0.011780, 0.000001
us_000616493,0.011780, 0.000001
us_000576723,0.011780, 0.000001
us_000616523,0.011780, 0.000003
us_000578013,0.011780, 0.000004
us_000578459,0.011780, 0.000004
us_000613714,0.011780, 0.000006
us_000574860,0.011780, 0.000009
us_000592688,0.011780, 0.000011
us_000606783,0.011780, 0.000012
us_000614805,0.011780, 0.000016
us_000578710,0.011780, 0.000016
us_000590481,0.011780, 0.000017
us_000596933,0.011780, 0.000017
us_000578524,0.011780, 0.000020
us_000575725,0.011780, 0.000021
us_000583166,0.011780, 0.000032
us_000579017,0.011780, 0.000036
us_000577811,0.011780, 0.000078
us_000561633,0.011780, 0.000096
us_000500720,0.011780, 0.000096
us_000611511,0.011780, 0.000096
us_000573431,0.011780, 0.000231
us_000478753,0.011780, 0.000234
us_000572091,0.011780, 0.000341
us_000575634,0.011780, 0.000373
us_000525959,0.011780, 0.000850
us_000583821,0.011780, 0.001149
us_000616445,0.011780, 0.001185
us_000581644,0.011780, 0.001307
us_000497189,0.011780, 0.001400
us_000580830,0.011780, 0.001421
us_000535114,0.011780, 0.001582
us_000497192,0.011780, 0.001588
us_000595381,0.011780, 0.002224
us_000513863,0.011780, 0.002226
us_000521378,0.011780, 0.007947
us_000527989,0.011780, 0.008497
us_000497081,0.011780, 0.009557
us_000461726,0.011780, 0.010373
us_000511911,0.011780, 0.015481
us_000592588,0.011780, 0.016393
us_000164662,0.011780, 0.035604
us_000546877,0.011780, 0.037032
us_000492004,0.011780, 0.049761
us_000492068,0.011780, 0.099082
us_000584958,0.011780, 0.133330
us_000493018,0.011780, 0.177190
us_000496169,0.011780, 0.309621
us_000478536,0.011780, 0.311888
us_000489630,0.011780, 0.314699
us_000489095,0.011780, 0.317113
us_000479017,0.011780, 0.322974
us_000493020,0.011780, 0.331698
us_000494797,0.011780, 0.331698
us_000494800,0.011780, 0.347605
