Map Node Loc,Probability,Count,Category
(0|0),0.9057971,125,12,0.02898551,4,66,0.01449275,2,2,0.01449275,2,38,0.007246377,1,3,0.007246377,1,9,0.007246377,1,17,0.007246377,1,29,0.007246377,1,54,
(0|1),0.9308176,148,12,0.03773585,6,66,0.01257862,2,7,0.006289308,1,9,0.006289308,1,48,0.006289308,1,65,
(0|2),0.6256158,127,12,0.2118227,43,48,0.03940887,8,61,0.03940887,8,66,0.01970443,4,19,0.01970443,4,32,0.01970443,4,35,0.01477833,3,63,0.009852217,2,9,
(0|3),0.5526316,126,12,0.2763158,63,66,0.1315790,30,17,0.01754386,4,48,0.01754386,4,52,0.004385965,1,49,
(0|4),0.4730539,79,66,0.4491018,75,12,0.05389221,9,52,0.02395210,4,17,
(0|5),1.000000,1,66,
(0|6),0.9833565,709,12,0.006934813,5,52,0.002773925,2,48,0.001386963,1,6,0.001386963,1,17,0.001386963,1,29,0.001386963,1,53,0.001386963,1,56,
(0|7),0.5673077,59,12,0.1250000,13,52,0.03846154,4,6,0.03846154,4,8,0.02884615,3,4,0.02884615,3,38,0.02884615,3,53,0.01923077,2,41,0.01923077,2,55,0.009615385,1,1,0.009615385,1,2,0.009615385,1,10,0.009615385,1,17,0.009615385,1,29,0.009615385,1,32,0.009615385,1,51,0.009615385,1,56,0.009615385,1,61,0.009615385,1,63,0.009615385,1,64,
(0|8),0.6283186,71,59,0.3185841,36,27,0.03539823,4,26,0.01769911,2,3,
(0|9),0.6274510,160,59,0.3411765,87,27,0.01568628,4,21,0.007843138,2,8,0.007843138,2,26,
(0|10),0.6910995,132,59,0.2879581,55,27,0.01047120,2,26,0.005235602,1,19,0.005235602,1,63,
(0|11),0.6063830,114,59,0.2606383,49,27,0.09042553,17,26,0.04255319,8,21,
(0|12),0.7017544,120,59,0.1754386,30,27,0.03508772,6,8,0.02923977,5,26,0.02339181,4,42,0.01169591,2,19,0.01169591,2,63,0.005847953,1,6,0.005847953,1,64,
(0|13),0.8586207,249,59,0.1172414,34,27,0.01379310,4,21,0.006896552,2,42,0.003448276,1,26,
(0|14),0.9158654,381,59,0.04086538,17,27,0.02644231,11,21,0.01201923,5,26,0.004807692,2,42,
(0|15),0.9736842,185,59,0.01052632,2,21,0.01052632,2,27,0.005263158,1,57,
(0|16),0.8333333,185,59,0.04954955,11,21,0.04954955,11,27,0.02702703,6,42,0.01801802,4,26,0.009009009,2,19,0.009009009,2,63,0.004504505,1,38,
(0|17),0.8830645,219,59,0.07661290,19,27,0.01612903,4,63,0.008064516,2,19,0.008064516,2,26,0.008064516,2,42,
(0|18),0.7852564,245,59,0.1410256,44,27,0.06730770,21,26,0.006410256,2,21,
(0|19),0.4371257,73,59,0.3832335,64,42,0.08383234,14,27,0.05988024,10,21,0.01197605,2,20,0.01197605,2,26,0.01197605,2,61,
(0|20),0.6758621,196,59,0.2241379,65,27,0.04137931,12,26,0.03793104,11,21,0.01034483,3,19,0.01034483,3,63,
(0|21),0.8992248,116,59,0.06976745,9,27,0.02325581,3,21,0.007751938,1,26,
(0|22),0.7358491,117,59,0.1509434,24,27,0.06289309,10,21,0.02515723,4,42,0.01257862,2,63,0.006289308,1,19,0.006289308,1,26,
(0|23),0.7610620,86,59,0.07079646,8,42,0.06194690,7,27,0.03539823,4,26,0.01769911,2,6,0.01769911,2,19,0.01769911,2,21,0.01769911,2,63,
(0|24),0.9411765,208,59,0.02714932,6,21,0.01809955,4,26,0.009049774,2,27,0.004524887,1,42,
(0|25),0.9610389,74,59,0.02597403,2,27,0.01298701,1,21,
(0|26),0.8341709,166,59,0.1356784,27,27,0.01507538,3,26,0.01005025,2,63,0.005025126,1,42,
