Product ID : 2085 JPs covered : 333 : Bankruptcy-Asset-Recovery, 
us_000494582,0.002182, 1.388099
us_000510368,0.002182, 1.388099
us_000494575,0.002182, 1.388099
us_000511392,0.002182, 1.388099
us_000491381,0.002182, 1.388488
us_000496968,0.002182, 1.390934
us_000491811,0.002182, 1.396038
us_000472834,0.002182, 1.396439
us_000481854,0.002182, 1.398814
us_000510334,0.002182, 1.399452
us_000510533,0.002182, 1.405693
us_000581486,0.002182, 1.406214
us_000499259,0.002182, 1.407221
us_000494480,0.002182, 1.407968
us_000474607,0.002182, 1.407968
us_000510070,0.002182, 1.407968
us_000508691,0.002182, 1.407968
us_000508279,0.002182, 1.407968
us_000493744,0.002182, 1.407968
us_000494508,0.002182, 1.407968
us_000510297,0.002182, 1.407968
us_000509966,0.002182, 1.407968
us_000494533,0.002182, 1.407968
us_000512055,0.002182, 1.407968
us_000512056,0.002182, 1.407968
us_000508837,0.002182, 1.407968
us_000494471,0.002182, 1.407968
us_000494553,0.002182, 1.407968
us_000603263,0.002182, 1.407968
us_000510160,0.002182, 1.407968
us_000604316,0.002182, 1.407968
us_000512057,0.002182, 1.407968
us_000508782,0.002182, 1.407968
us_000511605,0.002182, 1.407968
us_000508164,0.002182, 1.407968
us_000509248,0.002182, 1.407968
us_000509439,0.002182, 1.407968
us_000617321,0.002182, 1.409240
us_000480131,0.002182, 1.409590
us_000512559,0.002182, 1.409590
us_000604315,0.002182, 1.409881
us_000482986,0.002182, 1.410144
us_000510296,0.002182, 1.413242
us_000510269,0.002182, 1.415127
us_000588470,0.002182, 1.416630
us_000485893,0.002182, 1.417574
us_000511018,0.002182, 1.422590
us_000487978,0.002182, 1.424606
us_000509429,0.002182, 1.424887
us_000494384,0.002182, 1.427444
us_000472517,0.002182, 1.427444
us_000481362,0.002182, 1.427444
us_000481360,0.002182, 1.427444
us_000494561,0.002182, 1.428324
us_000494507,0.002182, 1.430122
us_000508896,0.002182, 1.437713
us_000491672,0.002182, 1.437967
us_000484217,0.002182, 1.446062
us_000613219,0.002182, 1.446802
us_000475869,0.002182, 1.455138
us_000464953,0.002182, 1.458228
us_000468902,0.002182, 1.463496
us_000475188,0.002182, 1.466082
us_000475746,0.002182, 1.468690
us_000479676,0.002182, 1.469350
us_000485574,0.002182, 1.472173
us_000472744,0.002182, 1.474269
us_000554035,0.002182, 1.477255
us_000485863,0.002182, 1.484284
us_000501376,0.002182, 1.489386
us_000480310,0.002182, 1.497845
us_000554396,0.002182, 1.509626
us_000485865,0.002182, 1.511367
us_000485529,0.002182, 1.511401
us_000518674,0.002182, 1.513099
us_000493844,0.002182, 1.516288
us_000493411,0.002182, 1.518182
us_000473200,0.002182, 1.518182
us_000474887,0.002182, 1.518182
us_000485673,0.002182, 1.518182
us_000485587,0.002182, 1.518182
us_000488048,0.002182, 1.518182
us_000491125,0.002182, 1.518182
us_000474894,0.002182, 1.518182
us_000512445,0.002182, 1.518349
us_000553030,0.002182, 1.535855
us_000506416,0.002182, 1.535855
us_000489216,0.002182, 1.536639
us_000466802,0.002182, 1.540527
us_000489695,0.002182, 1.552081
us_000489854,0.002182, 1.552610
us_000500870,0.002182, 1.552612
us_000488980,0.002182, 1.555870
us_000484484,0.002182, 1.559736
us_000485183,0.002182, 1.562156
us_000478872,0.002182, 1.566283
us_000535202,0.002182, 1.566411
us_000486991,0.002182, 1.569153
us_000494005,0.002182, 1.569700
us_000493487,0.002182, 1.570891
us_000473715,0.002182, 1.576901
us_000486665,0.002182, 1.576901
us_000474491,0.002182, 1.578745
us_000508909,0.002182, 1.580808
us_000508856,0.002182, 1.580808
us_000508871,0.002182, 1.580808
us_000473378,0.002182, 1.582385
us_000486391,0.002182, 1.584375
us_000555936,0.002182, 1.584647
us_000489194,0.002182, 1.584765
us_000485789,0.002182, 1.584765
us_000487802,0.002182, 1.585381
us_000458645,0.002182, 1.587115
us_000461098,0.002182, 1.587116
us_000485977,0.002182, 1.592746
us_000485233,0.002182, 1.592746
us_000484911,0.002182, 1.592746
us_000485170,0.002182, 1.592746
us_000473204,0.002182, 1.592746
us_000487435,0.002182, 1.592746
us_000493845,0.002182, 1.592746
us_000486361,0.002182, 1.592746
us_000473454,0.002182, 1.592746
us_000485625,0.002182, 1.592746
us_000473199,0.002182, 1.592746
us_000489403,0.002182, 1.592746
us_000484426,0.002182, 1.592746
us_000466484,0.002182, 1.593226
us_000582968,0.002182, 1.594949
us_000494609,0.002182, 1.604149
us_000494416,0.002182, 1.604149
us_000504392,0.002182, 1.604149
us_000494448,0.002182, 1.604149
us_000511036,0.002182, 1.604149
us_000558584,0.002182, 1.604331
us_000507253,0.002182, 1.605069
us_000525035,0.002182, 1.606925
us_000556325,0.002182, 1.615963
us_000487528,0.002182, 1.622073
us_000516582,0.002182, 1.622073
us_000473445,0.002182, 1.622073
us_000461311,0.002182, 1.622245
us_000353580,0.002182, 1.624123
us_000502267,0.002182, 1.626020
us_000544786,0.002182, 1.626584
us_000494122,0.002182, 1.626648
us_000474527,0.002182, 1.626864
us_000485575,0.002182, 1.626864
us_000510061,0.002182, 1.627875
us_000510239,0.002182, 1.627875
us_000511573,0.002182, 1.627875
us_000510316,0.002182, 1.627875
us_000511629,0.002182, 1.627875
us_000510237,0.002182, 1.627875
us_000508821,0.002182, 1.627875
us_000494473,0.002182, 1.627875
us_000510095,0.002182, 1.627875
us_000512540,0.002182, 1.627875
us_000493491,0.002182, 1.627875
us_000494353,0.002182, 1.627875
us_000509579,0.002182, 1.627875
us_000511395,0.002182, 1.627875
us_000509685,0.002182, 1.627875
us_000494551,0.002182, 1.627875
us_000510285,0.002182, 1.627875
us_000512229,0.002182, 1.627875
us_000508575,0.002182, 1.627875
us_000509992,0.002182, 1.627875
us_000511773,0.002182, 1.627875
us_000510259,0.002182, 1.627875
us_000500675,0.002182, 1.627875
us_000511425,0.002182, 1.627875
us_000494557,0.002182, 1.627875
us_000510227,0.002182, 1.627875
us_000494395,0.002182, 1.627875
us_000511520,0.002182, 1.627875
us_000511394,0.002182, 1.627875
us_000508807,0.002182, 1.627875
us_000494498,0.002182, 1.627875
us_000505210,0.002182, 1.627875
us_000508046,0.002182, 1.627875
us_000510258,0.002182, 1.627875
us_000511898,0.002182, 1.627875
us_000510111,0.002182, 1.627875
us_000508239,0.002182, 1.627875
us_000562494,0.002182, 1.627981
us_000524683,0.002182, 1.628440
us_000495643,0.002182, 1.628741
us_000494457,0.002182, 1.629334
us_000483995,0.002182, 1.629497
us_000474790,0.002182, 1.629497
us_000523195,0.002182, 1.629497
us_000221637,0.002182, 1.629777
us_000484295,0.002182, 1.630383
us_000494054,0.002182, 1.631449
us_000551312,0.002182, 1.635812
us_000519665,0.002182, 1.636766
us_000509331,0.002182, 1.637012
us_000519445,0.002182, 1.638335
us_000531511,0.002182, 1.638672
us_000552028,0.002182, 1.640092
us_000442856,0.002182, 1.641492
us_000511393,0.002182, 1.642363
us_000475329,0.002182, 1.642365
us_000487487,0.002182, 1.643078
us_000510290,0.002182, 1.643349
us_000508801,0.002182, 1.643567
us_000483527,0.002182, 1.643934
us_000484300,0.002182, 1.646141
us_000508227,0.002182, 1.647352
us_000475445,0.002182, 1.648902
us_000477800,0.002182, 1.649172
us_000497948,0.002182, 1.650477
us_000486997,0.002182, 1.651875
us_000486282,0.002182, 1.653127
us_000477904,0.002182, 1.654691
us_000477654,0.002182, 1.658338
us_000493958,0.002182, 1.658338
us_000484836,0.002182, 1.660788
us_000484839,0.002182, 1.660788
us_000486787,0.002182, 1.660788
us_000485756,0.002182, 1.660788
us_000491117,0.002182, 1.660788
us_000534830,0.002182, 1.662988
us_000489744,0.002182, 1.664601
us_000546729,0.002182, 1.665127
us_000477600,0.002182, 1.666451
us_000485533,0.002182, 1.667470
us_000491300,0.002182, 1.668015
us_000510332,0.002182, 1.669408
us_000538129,0.002182, 1.669818
us_000485498,0.002182, 1.669818
us_000485905,0.002182, 1.669818
us_000493519,0.002182, 1.669818
us_000556367,0.002182, 1.669818
us_000491266,0.002182, 1.669818
us_000487420,0.002182, 1.669818
us_000475143,0.002182, 1.669818
us_000491205,0.002182, 1.669818
us_000485648,0.002182, 1.669818
us_000467396,0.002182, 1.673290
us_000473357,0.002182, 1.673290
us_000524558,0.002182, 1.673333
us_000250365,0.002182, 1.673333
us_000476024,0.002182, 1.673334
us_000484269,0.002182, 1.673334
us_000530389,0.002182, 1.673486
us_000461022,0.002182, 1.673737
us_000474432,0.002182, 1.674761
us_000494034,0.002182, 1.675318
us_000484854,0.002182, 1.675749
us_000507644,0.002182, 1.678964
us_000487511,0.002182, 1.678964
us_000492094,0.002182, 1.678964
us_000506152,0.002182, 1.678964
us_000486946,0.002182, 1.678964
us_000506197,0.002182, 1.678964
us_000487558,0.002182, 1.678964
us_000485156,0.002182, 1.678964
us_000485969,0.002182, 1.678964
us_000528050,0.002182, 1.678964
us_000473651,0.002182, 1.678964
us_000485634,0.002182, 1.678964
us_000529089,0.002182, 1.678964
us_000473885,0.002182, 1.678964
us_000490752,0.002182, 1.678964
us_000530325,0.002182, 1.678964
us_000490644,0.002182, 1.678964
us_000486135,0.002182, 1.678964
us_000530199,0.002182, 1.678964
us_000555183,0.002182, 1.678964
us_000474475,0.002182, 1.678964
us_000485227,0.002182, 1.678964
us_000484820,0.002182, 1.678964
us_000555205,0.002182, 1.678964
us_000488160,0.002182, 1.678964
us_000489561,0.002182, 1.678964
us_000472966,0.002182, 1.678964
us_000489615,0.002182, 1.678964
us_000530049,0.002182, 1.678964
us_000466485,0.002182, 1.678964
us_000555313,0.002182, 1.678964
us_000484398,0.002182, 1.678964
us_000489018,0.002182, 1.678964
us_000484902,0.002182, 1.678964
us_000486144,0.002182, 1.678964
us_000474577,0.002182, 1.678964
us_000488985,0.002182, 1.678964
us_000484441,0.002182, 1.678964
us_000485635,0.002182, 1.678964
us_000485975,0.002182, 1.678964
us_000485514,0.002182, 1.678964
us_000490210,0.002182, 1.678964
us_000554828,0.002182, 1.678964
us_000487218,0.002182, 1.678964
us_000511903,0.002182, 1.679732
us_000496444,0.002182, 1.680098
us_000485875,0.002182, 1.681140
us_000524716,0.002182, 1.685075
us_000502750,0.002182, 1.685674
us_000521233,0.002182, 1.695021
us_000509862,0.002182, 1.697205
us_000499081,0.002182, 1.703211
us_000486002,0.002182, 1.709773
us_000486956,0.002182, 1.726460
us_000484933,0.002182, 1.745032
us_000484848,0.002182, 1.794759
us_000526687,0.002182, 1.827006
us_000504708,0.002182, 1.830548
us_000562879,0.002182, 1.844255
us_000473226,0.002182, 2.107198
