Product ID : 101 JPs covered : 56 : Sales/Use, 
us_000465026,0.528243, 0.317499
us_000468892,0.528243, 0.317499
us_000592503,0.528243, 0.317499
us_000470738,0.528243, 0.317499
us_000492542,0.528243, 0.317499
us_000486322,0.528243, 0.317499
us_000585843,0.528243, 0.317499
us_000458740,0.528243, 0.317499
us_000520904,0.528243, 0.317499
us_000494067,0.528243, 0.317499
us_000404990,0.528243, 0.317499
us_000571313,0.528243, 0.317499
us_000492301,0.528243, 0.317567
us_000483391,0.528243, 0.317699
us_000460152,0.528243, 0.317753
us_000523251,0.528243, 0.318347
us_000488411,0.528243, 0.319731
us_000550419,0.528243, 0.319877
pr_000766941,0.528243, 0.319877
us_000502659,0.528243, 0.319877
us_000550465,0.528243, 0.319877
us_000494487,0.528243, 0.319877
us_000550478,0.528243, 0.319877
us_000471974,0.528243, 0.319877
us_000546996,0.528243, 0.319877
us_000493011,0.528243, 0.320746
us_000591224,0.528243, 0.322265
us_000585642,0.528243, 0.322265
us_000554334,0.528243, 0.322265
us_000591465,0.528243, 0.322265
us_000522492,0.528243, 0.322265
us_000461938,0.528243, 0.325293
pr_001015538,0.528243, 0.331065
pr_000762964,0.528243, 0.333498
pr_001057417,0.528243, 0.335940
pr_000715935,0.528243, 0.338326
pr_001157702,0.528243, 0.338390
us_000502856,0.528243, 0.340910
us_000557956,0.528243, 0.340910
us_000513008,0.528243, 0.406103
us_000466983,0.528243, 0.425957
pr_000891918,0.503715, 0.000000
pr_001048769,0.503715, 0.000000
pr_000255072,0.503715, 0.000000
pr_000621383,0.503715, 0.000000
pr_000475600,0.503715, 0.000003
pr_000970030,0.503715, 0.000003
us_000465062,0.503715, 0.000005
us_000520459,0.503715, 0.000005
pr_001025380,0.503715, 0.000009
us_000466712,0.503715, 0.000010
us_000461614,0.503715, 0.000010
pr_000785328,0.503715, 0.000012
pr_000292083,0.503715, 0.000015
pr_001922857,0.503715, 0.000019
pr_000752974,0.503715, 0.000023
pr_001107341,0.503715, 0.000044
pr_001927481,0.503715, 0.000074
pr_000902603,0.503715, 0.000106
pr_001619029,0.503715, 0.000124
pr_000651887,0.503715, 0.000135
pr_000840279,0.503715, 0.000182
pr_000790316,0.503715, 0.000197
pr_000829171,0.503715, 0.000231
us_000027474,0.503715, 0.000277
pr_000749361,0.503715, 0.000355
us_000574937,0.503715, 0.004120
us_000493228,0.503715, 0.010590
us_000487916,0.503715, 0.013164
us_000563523,0.503715, 0.029426
us_000084482,0.503715, 1.469930
us_000536340,0.503715, 2.606279
us_000536315,0.503715, 2.627717
us_000523222,0.503715, 2.727983
us_000085273,0.503715, 2.937751
pr_002109529,0.469784, 0.000000
us_000592667,0.469784, 0.000003
us_000472136,0.469784, 0.223824
us_000465340,0.469784, 0.263253
us_000480879,0.469784, 0.265173
us_000508723,0.469784, 0.272877
us_000485410,0.469784, 0.275044
us_000504538,0.469784, 0.275980
us_000478715,0.469784, 0.278865
us_000473122,0.469784, 0.278865
us_000482750,0.469784, 0.281700
us_000553400,0.469784, 0.282839
us_000473460,0.469784, 0.288917
us_000431142,0.469784, 0.290621
us_000501210,0.469784, 0.292032
us_000478261,0.469784, 0.294141
us_000546293,0.469784, 0.297122
us_000485440,0.469784, 0.297395
us_000331233,0.469784, 0.299248
us_000475847,0.469784, 0.302973
us_000478903,0.469784, 0.305631
us_000473570,0.469784, 0.306737
us_000479523,0.469784, 0.308654
us_000504748,0.469784, 0.309678
us_000508791,0.469784, 0.311330
us_000025016,0.469784, 0.311829
us_000519924,0.469784, 0.311935
us_000497364,0.469784, 0.314322
us_000466935,0.469784, 0.315433
us_000533638,0.469784, 0.318637
us_000481707,0.469784, 0.319045
us_000469128,0.469784, 0.320432
us_000474542,0.469784, 0.320843
us_000547833,0.469784, 0.322995
us_000473725,0.469784, 0.333805
us_000522753,0.469784, 0.337413
us_000546285,0.469784, 0.337525
us_000533686,0.469784, 0.338122
us_000508976,0.469784, 0.338287
us_000519314,0.469784, 0.338287
us_000580567,0.469784, 0.340105
us_000495582,0.469784, 0.342806
us_000523720,0.469784, 0.343165
us_000485847,0.469784, 0.344837
us_000483644,0.469784, 0.346253
us_000472775,0.469784, 0.347110
us_000459257,0.469784, 0.347110
us_000516856,0.469784, 0.347738
us_000466545,0.469784, 0.348735
us_000436245,0.469784, 0.349926
us_000528053,0.469784, 0.351122
us_000573689,0.469784, 0.351259
us_000503096,0.469784, 0.351683
us_000553337,0.469784, 0.354262
us_000441584,0.469784, 0.354262
us_000510060,0.469784, 0.358611
us_000479413,0.469784, 0.359877
us_000485640,0.469784, 0.363274
us_000532947,0.469784, 0.363305
us_000474696,0.469784, 0.364029
us_000516603,0.469784, 0.365513
us_000374924,0.469784, 0.365620
us_000529546,0.469784, 0.367974
us_000484290,0.469784, 0.368307
us_000483530,0.469784, 0.368308
us_000532427,0.469784, 0.370338
us_000483848,0.469784, 0.370338
us_000544708,0.469784, 0.381161
us_000520831,0.469784, 0.498567
us_000504931,0.285257, 0.204952
us_000443007,0.285257, 0.206837
us_000463366,0.285257, 0.207390
us_000477596,0.285257, 0.208594
us_000460578,0.285257, 0.209245
us_000484048,0.285257, 0.210644
us_000519245,0.285257, 0.211235
us_000505664,0.285257, 0.211235
us_000483242,0.285257, 0.213172
us_000482539,0.285257, 0.214564
us_000471236,0.285257, 0.214837
us_000485583,0.285257, 0.215117
us_000497824,0.285257, 0.219035
us_000586244,0.285257, 0.221927
us_000467763,0.285257, 0.222289
us_000496149,0.285257, 0.222989
us_000468898,0.285257, 0.222989
us_000124749,0.285257, 0.222989
us_000515204,0.285257, 0.222989
us_000521821,0.285257, 0.224262
us_000349173,0.285257, 0.224699
us_000209356,0.285257, 0.224843
us_000586309,0.285257, 0.224980
us_000477742,0.285257, 0.224980
us_000562601,0.285257, 0.224980
us_000471953,0.285257, 0.226243
us_000507083,0.285257, 0.226243
us_000483906,0.285257, 0.226243
us_000483966,0.285257, 0.226916
us_000613656,0.285257, 0.226954
us_000524264,0.285257, 0.226979
us_000591770,0.285257, 0.226979
us_000586367,0.285257, 0.226979
us_000590204,0.285257, 0.226979
us_000469604,0.285257, 0.226979
us_000533561,0.285257, 0.226979
us_000418256,0.285257, 0.226979
us_000562352,0.285257, 0.226979
us_000485934,0.285257, 0.226979
us_000499923,0.285257, 0.227518
us_000471803,0.285257, 0.228234
us_000494190,0.285257, 0.228234
us_000371344,0.285257, 0.228685
pr_000511932,0.285257, 0.228977
us_000552118,0.285257, 0.229129
us_000458792,0.285257, 0.229871
us_000488192,0.285257, 0.230061
us_000521816,0.285257, 0.230233
us_000450251,0.285257, 0.230233
us_000510261,0.285257, 0.230233
us_000481523,0.285257, 0.230233
us_000482662,0.285257, 0.230233
us_000363124,0.285257, 0.230725
us_000586267,0.285257, 0.231006
us_000559767,0.285257, 0.237113
pr_000375414,0.285257, 0.240340
us_000491598,0.285257, 0.240368
pr_001069291,0.285257, 0.242393
us_000483739,0.285257, 0.242422
us_000571871,0.285257, 0.242422
pr_001122132,0.285257, 0.244438
us_000469983,0.285257, 0.245777
us_000483316,0.285257, 0.245777
us_000585245,0.285257, 0.245777
us_000497375,0.285257, 0.245777
us_000522261,0.285257, 0.245777
us_000583990,0.285257, 0.245777
us_000590896,0.285257, 0.245777
us_000523873,0.285257, 0.245777
us_000483529,0.285257, 0.245777
us_000471163,0.285257, 0.245777
us_000592013,0.285257, 0.245777
us_000575750,0.285257, 0.245841
us_000506777,0.285257, 0.246194
us_000470572,0.285257, 0.246274
us_000236843,0.285257, 0.246557
us_000616223,0.285257, 0.246557
us_000470631,0.285257, 0.247813
us_000469507,0.285257, 0.247813
us_000412389,0.285257, 0.247813
us_000483006,0.285257, 0.247813
us_000503813,0.285257, 0.247813
us_000591222,0.285257, 0.247813
us_000488258,0.285257, 0.247813
us_000497859,0.285257, 0.247813
us_000546550,0.285257, 0.247813
us_000542449,0.285257, 0.247813
us_000497473,0.285257, 0.247813
us_000514245,0.285257, 0.247813
us_000497858,0.285257, 0.247813
us_000494668,0.285257, 0.247813
us_000497881,0.285257, 0.247813
us_000545716,0.285257, 0.247813
us_000094408,0.285257, 0.247813
us_000497871,0.285257, 0.247813
us_000497946,0.285257, 0.247813
pr_001621018,0.285257, 0.247813
us_000466966,0.285257, 0.247813
us_000470767,0.285257, 0.247813
us_000488252,0.285257, 0.247813
us_000482563,0.285257, 0.247813
us_000553339,0.285257, 0.247813
us_000546542,0.285257, 0.247813
us_000506937,0.285257, 0.247922
us_000468076,0.285257, 0.248276
us_000481134,0.285257, 0.248276
us_000571780,0.285257, 0.248276
pr_001158187,0.285257, 0.248339
us_000521335,0.285257, 0.248638
us_000550925,0.285257, 0.248638
us_000460867,0.285257, 0.248638
pr_001035550,0.285257, 0.249858
us_000490837,0.285257, 0.249858
us_000481352,0.285257, 0.249858
us_000513719,0.285257, 0.249858
us_000479324,0.285257, 0.249858
us_000508796,0.285257, 0.249858
us_000590167,0.285257, 0.249858
us_000463705,0.285257, 0.249858
us_000468802,0.285257, 0.249858
us_000481510,0.285257, 0.249858
us_000501969,0.285257, 0.249858
us_000501999,0.285257, 0.249858
us_000530263,0.285257, 0.249858
us_000477326,0.285257, 0.249858
us_000477321,0.285257, 0.249858
us_000521195,0.285257, 0.249858
us_000511402,0.285257, 0.249858
us_000059624,0.285257, 0.250012
us_000467750,0.285257, 0.250012
pr_001035019,0.285257, 0.250183
us_000483807,0.285257, 0.250366
us_000593265,0.285257, 0.250366
us_000486746,0.285257, 0.250366
us_000466383,0.285257, 0.250728
us_000463557,0.285257, 0.250728
us_000490078,0.285257, 0.250728
us_000483641,0.285257, 0.250728
us_000483648,0.285257, 0.250728
us_000519530,0.285257, 0.250728
pr_000625705,0.285257, 0.251829
us_000517448,0.285257, 0.251912
us_000491931,0.285257, 0.251912
us_000483920,0.285257, 0.251912
us_000230775,0.285257, 0.251912
us_000483209,0.285257, 0.251912
us_000484519,0.285257, 0.251912
us_000515911,0.285257, 0.251912
us_000464969,0.285257, 0.251912
us_000497736,0.285257, 0.251912
us_000491848,0.285257, 0.251912
us_000483203,0.285257, 0.251912
us_000492972,0.285257, 0.251912
us_000526775,0.285257, 0.251912
us_000464986,0.285257, 0.251912
us_000491849,0.285257, 0.251912
us_000435268,0.285257, 0.251912
us_000464166,0.285257, 0.251912
us_000465506,0.285257, 0.251912
us_000582785,0.285257, 0.251912
us_000467791,0.285257, 0.251912
us_000520916,0.285257, 0.251912
us_000483928,0.285257, 0.251912
us_000497793,0.285257, 0.251912
us_000586221,0.285257, 0.251912
us_000526777,0.285257, 0.251912
us_000481595,0.285257, 0.251912
us_000593719,0.285257, 0.251912
us_000527585,0.285257, 0.251912
us_000481485,0.285257, 0.251912
us_000513618,0.285257, 0.251912
us_000542590,0.285257, 0.251912
us_000583921,0.285257, 0.251912
us_000481653,0.285257, 0.251912
us_000498685,0.285257, 0.251912
us_000459745,0.285257, 0.251912
us_000483717,0.285257, 0.251912
us_000240056,0.285257, 0.251912
us_000553150,0.285257, 0.252167
pr_000374325,0.285257, 0.252708
us_000478982,0.285257, 0.253975
us_000474816,0.285257, 0.253975
us_000509585,0.285257, 0.253975
us_000463658,0.285257, 0.253975
us_000515963,0.285257, 0.253975
us_000482394,0.285257, 0.253975
us_000483263,0.285257, 0.253975
us_000530010,0.285257, 0.253975
us_000463645,0.285257, 0.253975
us_000551772,0.285257, 0.253975
us_000474800,0.285257, 0.253975
pr_001158251,0.285257, 0.253975
us_000483272,0.285257, 0.253975
us_000564927,0.285257, 0.253975
us_000499101,0.285257, 0.253975
us_000486190,0.285257, 0.253975
us_000518983,0.285257, 0.253975
us_000485247,0.285257, 0.253975
us_000509640,0.285257, 0.253975
us_000463647,0.285257, 0.253975
us_000482693,0.285257, 0.253975
us_000574190,0.285257, 0.253975
pr_001034241,0.285257, 0.253975
us_000526608,0.285257, 0.253975
us_000530027,0.285257, 0.253975
us_000564897,0.285257, 0.253975
us_000482367,0.285257, 0.253975
us_000491424,0.285257, 0.253975
us_000488236,0.285257, 0.253975
us_000546341,0.285257, 0.253975
us_000534134,0.285257, 0.253975
us_000561797,0.285257, 0.253975
us_000518969,0.285257, 0.253975
us_000566341,0.285257, 0.253975
us_000473044,0.285257, 0.253975
pr_001611560,0.285257, 0.254355
pr_000510267,0.285257, 0.254735
pr_001034378,0.285257, 0.254798
pr_000372204,0.285257, 0.256047
pr_001147126,0.285257, 0.256047
us_000053363,0.285257, 0.256047
us_000491545,0.285257, 0.256047
us_000586864,0.285257, 0.256047
us_000500607,0.285257, 0.256047
us_000585314,0.285257, 0.256047
us_000472019,0.285257, 0.256047
us_000517852,0.285257, 0.256047
us_000593683,0.285257, 0.256047
us_000491564,0.285257, 0.256047
us_000504544,0.285257, 0.256047
us_000490864,0.285257, 0.256047
us_000467307,0.285257, 0.256047
us_000478938,0.285257, 0.256047
us_000499189,0.285257, 0.256047
us_000493705,0.285257, 0.256047
us_000470995,0.285257, 0.256047
us_000583807,0.285257, 0.256047
us_000479393,0.285257, 0.256047
us_000469715,0.285257, 0.256047
us_000466471,0.285257, 0.256047
us_000468777,0.285257, 0.256047
us_000479593,0.285257, 0.256047
us_000479412,0.285257, 0.256047
us_000469555,0.285257, 0.256047
us_000469167,0.285257, 0.256047
us_000474622,0.285257, 0.256047
us_000481952,0.285257, 0.256047
us_000465739,0.285257, 0.256047
us_000482187,0.285257, 0.256047
us_000500169,0.285257, 0.256047
us_000469540,0.285257, 0.256047
us_000486242,0.285257, 0.256047
us_000589454,0.285257, 0.256047
us_000474865,0.285257, 0.256047
us_000466470,0.285257, 0.256047
us_000470879,0.285257, 0.256047
us_000477903,0.285257, 0.256047
us_000496638,0.285257, 0.256047
us_000476982,0.285257, 0.256047
us_000570176,0.285257, 0.256047
us_000500336,0.285257, 0.256047
us_000543311,0.285257, 0.256047
us_000461573,0.285257, 0.256047
us_000543520,0.285257, 0.256047
us_000553380,0.285257, 0.256047
us_000483310,0.285257, 0.256047
us_000481328,0.285257, 0.256047
us_000460412,0.285257, 0.256047
us_000510112,0.285257, 0.256047
us_000532007,0.285257, 0.256047
us_000501882,0.285257, 0.256047
us_000479392,0.285257, 0.256047
pr_001156850,0.285257, 0.256898
pr_000513127,0.285257, 0.256898
us_000525396,0.285257, 0.258128
us_000500251,0.285257, 0.258128
us_000586515,0.285257, 0.258128
us_000501902,0.285257, 0.258128
us_000511397,0.285257, 0.258128
us_000427497,0.285257, 0.258128
us_000497404,0.285257, 0.258128
us_000465840,0.285257, 0.258128
us_000477359,0.285257, 0.258128
us_000471907,0.285257, 0.258128
us_000463590,0.285257, 0.258128
us_000596577,0.285257, 0.258128
us_000471263,0.285257, 0.258128
us_000500198,0.285257, 0.258128
us_000298114,0.285257, 0.258128
us_000477435,0.285257, 0.258128
us_000118252,0.285257, 0.258128
us_000587300,0.285257, 0.258128
us_000470607,0.285257, 0.258128
us_000522288,0.285257, 0.258128
pr_000374231,0.285257, 0.258128
us_000572844,0.285257, 0.258128
us_000379838,0.285257, 0.258128
us_000584524,0.285257, 0.258128
us_000468440,0.285257, 0.258128
us_000458647,0.285257, 0.258128
us_000378050,0.285257, 0.258128
us_000598412,0.285257, 0.258128
us_000523692,0.285257, 0.258128
us_000485148,0.285257, 0.258128
us_000500214,0.285257, 0.258128
us_000459196,0.285257, 0.258128
us_000587216,0.285257, 0.258128
us_000460411,0.285257, 0.258128
us_000315699,0.285257, 0.258128
us_000586590,0.285257, 0.258128
us_000462117,0.285257, 0.258128
us_000480912,0.285257, 0.258128
us_000489493,0.285257, 0.258128
us_000533028,0.285257, 0.258128
us_000473458,0.285257, 0.258128
us_000465218,0.285257, 0.258128
us_000518918,0.285257, 0.258128
us_000495019,0.285257, 0.258128
us_000500123,0.285257, 0.258128
us_000587303,0.285257, 0.258128
us_000397238,0.285257, 0.258128
us_000501397,0.285257, 0.258128
us_000486928,0.285257, 0.258128
us_000493835,0.285257, 0.258128
us_000500065,0.285257, 0.258128
us_000565439,0.285257, 0.258128
us_000468475,0.285257, 0.258128
us_000561659,0.285257, 0.258128
us_000518917,0.285257, 0.258128
us_000221898,0.285257, 0.258128
us_000604932,0.285257, 0.258128
us_000587017,0.285257, 0.258128
us_000534856,0.285257, 0.258128
us_000497412,0.285257, 0.258128
us_000521353,0.285257, 0.258128
us_000524407,0.285257, 0.258128
us_000397013,0.285257, 0.258128
us_000510666,0.285257, 0.258128
us_000500039,0.285257, 0.258128
us_000477483,0.285257, 0.258128
us_000590231,0.285257, 0.258128
us_000534871,0.285257, 0.258128
us_000460806,0.285257, 0.258128
us_000483133,0.285257, 0.258128
us_000486964,0.285257, 0.258128
us_000468474,0.285257, 0.258128
us_000472011,0.285257, 0.258128
us_000590209,0.285257, 0.258128
us_000513496,0.285257, 0.258128
us_000460884,0.285257, 0.258128
us_000479228,0.285257, 0.258128
us_000584538,0.285257, 0.258128
us_000500044,0.285257, 0.258128
us_000584577,0.285257, 0.258128
us_000469181,0.285257, 0.258128
us_000466531,0.285257, 0.258128
us_000553005,0.285257, 0.258128
us_000534206,0.285257, 0.258128
us_000592665,0.285257, 0.258128
us_000477453,0.285257, 0.258128
us_000541460,0.285257, 0.258128
us_000501320,0.285257, 0.258623
pr_001158770,0.285257, 0.259191
pr_000369504,0.285257, 0.259518
us_000483396,0.140731, 0.000000
pr_000993622,0.140731, 0.000000
us_000483364,0.140731, 0.000014
us_000385198,0.140731, 0.000035
us_000479155,0.140731, 0.000037
us_000344610,0.140731, 0.000597
us_000504043,0.140731, 0.000597
us_000498265,0.140731, 0.000597
us_000504328,0.140731, 0.000716
us_000468783,0.140731, 0.121079
us_000570829,0.140731, 0.239330
us_000515228,0.140731, 0.256882
us_000472755,0.140731, 0.260655
us_000519951,0.140731, 0.260938
pr_000625879,0.140731, 0.264533
us_000475009,0.140731, 0.267136
us_000478103,0.140731, 0.269516
us_000483642,0.140731, 0.269943
us_000604775,0.140731, 0.271053
us_000533125,0.140731, 0.271713
us_000332644,0.140731, 0.274301
us_000548285,0.140731, 0.282973
us_000370578,0.140731, 0.285023
pr_000518168,0.140731, 0.294840
us_000521114,0.140731, 0.303159
us_000461810,0.140731, 0.304221
pr_000372839,0.140731, 0.304915
pr_000565477,0.140731, 0.306541
pr_000388316,0.140731, 0.306589
pr_001042891,0.140731, 0.307052
pr_000368425,0.140731, 0.311627
us_000470004,0.140731, 0.318488
us_000469373,0.140731, 0.319668
us_000615112,0.140731, 0.323193
us_000474294,0.140731, 0.335121
us_000473098,0.140731, 0.338709
us_000478691,0.140731, 0.341466
pr_001141797,0.106418, 0.000000
pr_000195780,0.106418, 0.000000
pr_000005695,0.106418, 0.000000
pr_000821400,0.106418, 0.000003
pr_001954405,0.106418, 0.000005
pr_002194657,0.106418, 0.000005
pr_001955329,0.106418, 0.000031
pr_001082350,0.106418, 0.000038
pr_000868117,0.106418, 0.000178
us_000539741,0.106418, 0.000433
us_000487223,0.106418, 0.001993
us_000565111,0.106418, 0.006251
us_000561618,0.106418, 0.015073
us_000536331,0.106418, 0.377924
us_000484507,0.106418, 1.739734
us_000542861,0.106418, 1.960187
