Product ID : 973 # of JPs covered : 1 : 50 : Federal, 
us_000265351,0.037409, 0.493874
us_000487398,0.037409, 0.493874
us_000472331,0.037409, 0.493874
us_000461077,0.037409, 0.493874
us_000476546,0.037409, 0.493874
us_000461615,0.037409, 0.493874
us_000252703,0.037409, 0.493874
us_000487863,0.037409, 0.493874
us_000461266,0.037409, 0.493874
us_000476230,0.037409, 0.493874
us_000464726,0.037409, 0.493874
us_000481006,0.037409, 0.495553
us_000463324,0.037409, 0.495981
us_000479313,0.037409, 0.496121
us_000601892,0.037409, 0.497146
us_000176472,0.037409, 0.497182
us_000487634,0.037409, 0.499963
us_000463024,0.037409, 0.500881
us_000471680,0.037409, 0.500881
us_000472656,0.037409, 0.502223
us_000611240,0.037409, 0.503119
us_000473090,0.037409, 0.503208
us_000285435,0.037409, 0.503395
us_000478081,0.037409, 0.503395
us_000118309,0.037409, 0.503395
us_000487278,0.037409, 0.503395
us_000459990,0.037409, 0.504360
us_000459290,0.037409, 0.504597
us_000486061,0.037409, 0.504597
us_000478121,0.037409, 0.504597
us_000464411,0.037409, 0.504597
us_000273879,0.037409, 0.506381
us_000486402,0.037409, 0.514327
us_000462090,0.037409, 0.515303
us_000459240,0.037409, 0.521050
us_000469467,0.037409, 0.521225
us_000536558,0.037409, 0.523959
us_000469213,0.037409, 0.525112
us_000308627,0.037409, 0.526088
us_000467997,0.037409, 0.527098
us_000469910,0.037409, 0.528089
us_000469873,0.037409, 0.528089
us_000486106,0.037409, 0.529596
us_000171468,0.037409, 0.534836
us_000491155,0.037409, 0.534905
us_000477929,0.037409, 0.534905
us_000468075,0.037409, 0.536622
us_000269387,0.037409, 0.538557
us_000428677,0.037409, 0.538767
us_000483931,0.037409, 0.540271
us_000486124,0.037409, 0.541256
us_000491357,0.037409, 0.541443
us_000277442,0.037409, 0.541443
us_000464694,0.037409, 0.542645
us_000510684,0.037409, 0.542645
us_000479476,0.037409, 0.542645
us_000467912,0.037409, 0.542645
us_000459040,0.037409, 0.542645
us_000141529,0.037409, 0.542645
us_000258679,0.037409, 0.542645
us_000479159,0.037409, 0.542645
us_000271586,0.037409, 0.550835
us_000514231,0.037409, 0.559632
us_000467089,0.037409, 0.566492
us_000474143,0.037409, 0.590188
us_000472956,0.037409, 0.593654
