Product ID : 967 JPs covered : 79 : Corp Law, 
us_000596172,0.181564, 0.836373
us_000598588,0.181564, 0.836373
us_000598947,0.181564, 0.836373
us_000598727,0.181564, 0.836373
us_000602028,0.181564, 0.836373
us_000598790,0.181564, 0.836373
us_000601067,0.167483, 0.168940
us_000585746,0.167483, 0.173230
us_000592268,0.167483, 0.173230
us_000583005,0.167483, 0.175324
us_000593850,0.167483, 0.175798
us_000616402,0.167483, 0.175798
us_000588880,0.167483, 0.175798
us_000583649,0.167483, 0.175798
us_000588845,0.167483, 0.175798
us_000596859,0.167483, 0.175798
us_000587420,0.167483, 0.178725
us_000587278,0.167483, 0.178725
us_000582569,0.167483, 0.182182
us_000586201,0.167483, 0.182182
us_000586273,0.167483, 0.182182
us_000586288,0.167483, 0.182182
us_000586766,0.167483, 0.182182
us_000614177,0.159887, 0.177620
us_000592515,0.159887, 0.177620
us_000593905,0.159887, 0.177620
us_000597906,0.159887, 0.177620
us_000583366,0.159887, 0.177620
us_000583406,0.159887, 0.177620
us_000593395,0.159887, 0.177620
us_000588699,0.159887, 0.183995
us_000588820,0.159887, 0.183995
us_000605007,0.159887, 0.183995
us_000593292,0.159887, 0.183995
us_000586656,0.159887, 0.183995
us_000588819,0.159887, 0.183995
us_000585579,0.159887, 0.183995
us_000615724,0.159887, 0.183995
us_000585325,0.159887, 0.183995
us_000614037,0.159887, 0.183995
us_000600878,0.159887, 0.183995
us_000615619,0.159887, 0.183995
us_000612739,0.159887, 0.183995
us_000593712,0.159887, 0.183995
us_000599134,0.159887, 0.183995
us_000592068,0.159887, 0.183995
us_000586599,0.159887, 0.183995
us_000587814,0.159887, 0.183995
us_000583031,0.159887, 0.183995
us_000586598,0.159887, 0.183995
us_000592855,0.159887, 0.183995
us_000593630,0.159887, 0.183995
us_000601090,0.159887, 0.183995
us_000612332,0.159887, 0.183995
us_000615769,0.159887, 0.183995
us_000585567,0.159887, 0.183995
us_000592276,0.159887, 0.183995
us_000588656,0.159887, 0.183995
us_000597870,0.159887, 0.187208
us_000474030,0.138101, 0.105046
us_000584018,0.138101, 0.105046
us_000461157,0.138101, 0.105046
us_000466473,0.138101, 0.105046
us_000482416,0.138101, 0.105046
us_000137127,0.138101, 0.105046
us_000483784,0.138101, 0.105046
us_000349787,0.138101, 0.105046
us_000584669,0.138101, 0.105046
us_000483320,0.138101, 0.105046
us_000473996,0.138101, 0.105046
us_000466439,0.138101, 0.105046
us_000466437,0.138101, 0.105046
us_000475464,0.138101, 0.105046
us_000407705,0.138101, 0.105046
us_000468721,0.138101, 0.105046
us_000461137,0.138101, 0.105046
us_000486981,0.138101, 0.105046
us_000584642,0.138101, 0.105046
us_000482199,0.138101, 0.105046
us_000473990,0.138101, 0.105046
us_000477856,0.138101, 0.105046
us_000484372,0.138101, 0.105046
us_000468952,0.138101, 0.105046
us_000480315,0.138101, 0.105046
us_000461136,0.138101, 0.105046
us_000475475,0.138101, 0.105046
us_000464107,0.138101, 0.105046
us_000267932,0.138101, 0.105046
us_000479006,0.138101, 0.105046
us_000468863,0.138101, 0.105046
us_000464008,0.138101, 0.105046
us_000287372,0.138101, 0.105046
us_000469857,0.138101, 0.105046
us_000584844,0.138101, 0.105046
us_000466639,0.138101, 0.105046
us_000584646,0.138101, 0.105046
us_000481616,0.138101, 0.105046
us_000232931,0.138101, 0.105046
us_000392643,0.138101, 0.105046
us_000526664,0.138101, 0.105046
us_000477484,0.138101, 0.105046
us_000480384,0.138101, 0.105046
us_000481930,0.138101, 0.105046
us_000474015,0.138101, 0.105046
us_000389359,0.138101, 0.105046
us_000469130,0.138101, 0.105046
us_000494948,0.138101, 0.105046
us_000461997,0.138101, 0.105046
us_000461105,0.138101, 0.105046
us_000488448,0.138101, 0.105046
us_000548189,0.138062, 0.107051
us_000483618,0.138062, 0.108458
us_000465588,0.138062, 0.108458
us_000476091,0.138062, 0.108458
us_000465130,0.138062, 0.108458
us_000460557,0.138062, 0.108458
us_000461883,0.138062, 0.108458
us_000594209,0.138062, 0.108458
us_000494667,0.138062, 0.108458
us_000494180,0.138062, 0.108458
us_000461196,0.138062, 0.108458
us_000310639,0.138062, 0.108458
us_000466495,0.138062, 0.108458
us_000475320,0.138062, 0.108458
us_000545698,0.138062, 0.108458
us_000463095,0.138062, 0.108458
us_000486375,0.138062, 0.108458
us_000460267,0.138062, 0.108458
us_000461848,0.138062, 0.108458
us_000461968,0.138062, 0.108458
us_000460733,0.138062, 0.108458
us_000470555,0.138062, 0.108458
us_000483148,0.138062, 0.108458
us_000482313,0.138062, 0.108458
us_000420465,0.138062, 0.108458
us_000462970,0.138062, 0.108458
us_000464172,0.138062, 0.108458
us_000463267,0.138062, 0.108458
us_000585393,0.138062, 0.108458
us_000469478,0.138062, 0.108458
us_000469545,0.138062, 0.108458
us_000580618,0.138062, 0.108458
us_000532226,0.138062, 0.108458
us_000462760,0.138062, 0.108458
us_000162048,0.138062, 0.108458
us_000474959,0.138062, 0.108458
us_000483839,0.138062, 0.108458
us_000461013,0.138062, 0.108458
us_000557872,0.138062, 0.108458
us_000583975,0.138062, 0.108458
us_000328996,0.138062, 0.108458
us_000480729,0.138062, 0.108458
us_000470483,0.138062, 0.108458
us_000464253,0.138062, 0.108458
us_000478242,0.138062, 0.108458
us_000484734,0.138062, 0.108458
us_000477502,0.138062, 0.108458
us_000487888,0.138062, 0.108458
us_000465476,0.138062, 0.108458
us_000476241,0.138062, 0.108458
us_000478217,0.138062, 0.108458
us_000473851,0.138062, 0.108458
us_000477503,0.138062, 0.108458
us_000486468,0.138062, 0.108458
us_000462732,0.138062, 0.108458
us_000463665,0.138062, 0.108458
us_000142326,0.138062, 0.108458
us_000495212,0.138062, 0.108458
us_000462244,0.138062, 0.108458
us_000461449,0.138062, 0.108458
us_000308277,0.138062, 0.108458
us_000475665,0.138062, 0.108458
us_000464283,0.138062, 0.108458
us_000523592,0.138062, 0.108458
us_000480734,0.138062, 0.108458
us_000481955,0.138062, 0.108458
us_000478215,0.138062, 0.108458
us_000232046,0.138062, 0.108458
us_000584331,0.138062, 0.108458
us_000568984,0.138062, 0.108458
us_000483144,0.138062, 0.108458
us_000491595,0.138062, 0.108458
us_000461954,0.138062, 0.108458
us_000480269,0.138062, 0.108458
us_000466369,0.138062, 0.108458
us_000468800,0.138062, 0.108458
us_000466728,0.138062, 0.108458
us_000486966,0.138062, 0.108458
us_000470670,0.138062, 0.108458
us_000484736,0.138062, 0.108458
us_000473924,0.138062, 0.108458
us_000461177,0.138062, 0.108458
us_000462609,0.138062, 0.108458
us_000473938,0.138062, 0.108458
us_000460945,0.138062, 0.108458
us_000120618,0.138062, 0.108458
us_000601910,0.138062, 0.108458
us_000526911,0.138062, 0.108458
us_000474757,0.138062, 0.108458
us_000470060,0.138062, 0.108458
us_000467205,0.138062, 0.108458
us_000486674,0.138062, 0.108458
us_000542157,0.138062, 0.108458
us_000475291,0.138062, 0.108458
us_000418599,0.138062, 0.108458
us_000615379,0.138062, 0.108458
us_000469480,0.138062, 0.108458
us_000615437,0.138062, 0.108458
us_000465112,0.138062, 0.108458
us_000545900,0.138062, 0.108458
us_000525050,0.138062, 0.108458
us_000584306,0.138062, 0.108458
us_000527308,0.138062, 0.108458
us_000463742,0.138062, 0.108458
us_000462584,0.138062, 0.108458
us_000465675,0.138062, 0.108458
us_000469462,0.138062, 0.108458
us_000584137,0.138062, 0.108458
us_000477327,0.138062, 0.108458
us_000468323,0.138062, 0.108458
us_000474759,0.138062, 0.108458
us_000465898,0.138062, 0.108458
us_000558058,0.138062, 0.108458
us_000460564,0.138062, 0.108458
us_000461299,0.138062, 0.108458
us_000495151,0.138062, 0.108458
us_000205483,0.138062, 0.108458
us_000474758,0.138062, 0.108458
us_000481984,0.138062, 0.108458
us_000035531,0.138062, 0.108458
us_000490596,0.138062, 0.108458
us_000460988,0.138062, 0.108458
us_000463643,0.138062, 0.108458
us_000494179,0.138062, 0.108458
us_000474768,0.138062, 0.108458
us_000461071,0.138062, 0.108458
us_000439924,0.138062, 0.108458
us_000477812,0.138062, 0.108458
us_000484147,0.138062, 0.108458
us_000486193,0.138062, 0.108458
us_000484752,0.138062, 0.108458
us_000546186,0.138062, 0.108458
us_000546240,0.138062, 0.108458
us_000495400,0.138062, 0.108458
us_000462055,0.138062, 0.108458
us_000465584,0.138062, 0.108458
us_000465934,0.138062, 0.108458
us_000467710,0.138062, 0.108458
us_000603495,0.138062, 0.108458
us_000427023,0.138062, 0.108458
us_000483875,0.138062, 0.108458
us_000584500,0.138062, 0.108458
us_000477101,0.138062, 0.108458
us_000545211,0.138062, 0.108458
us_000497314,0.138062, 0.108458
us_000475437,0.138062, 0.108458
us_000461225,0.138062, 0.108458
us_000465142,0.138062, 0.108458
us_000484028,0.138062, 0.108458
us_000605997,0.138062, 0.108458
us_000480764,0.138062, 0.108458
us_000467714,0.138062, 0.108458
us_000469656,0.138062, 0.108458
us_000461800,0.138062, 0.108458
us_000483420,0.138062, 0.108458
us_000523224,0.138062, 0.108458
us_000494017,0.138062, 0.108458
us_000458678,0.138062, 0.108505
us_000603264,0.138062, 0.109701
us_000490508,0.138062, 0.113835
us_000551987,0.138062, 0.113835
us_000460054,0.138062, 0.114495
us_000605910,0.134884, 0.000001
pr_001056265,0.134884, 0.000002
pr_001072681,0.134884, 0.000002
pr_000398869,0.134884, 0.000009
pr_000401248,0.134884, 0.000010
pr_000400938,0.134884, 0.000010
pr_000788178,0.134884, 0.000012
pr_001843350,0.134884, 0.000012
pr_000774816,0.134884, 0.000012
pr_000820288,0.134884, 0.000012
pr_001114228,0.134884, 0.000012
pr_001767994,0.134884, 0.000012
pr_000850666,0.134884, 0.000022
pr_000885433,0.134884, 0.000022
pr_000779861,0.134884, 0.000025
us_000469081,0.134884, 0.000038
pr_000268369,0.134884, 0.000089
pr_000397943,0.134884, 0.000089
pr_000268758,0.134884, 0.000089
pr_001766721,0.134884, 0.000115
pr_000399329,0.134884, 0.000202
us_000560387,0.134884, 0.000274
pr_000377555,0.134884, 0.000413
us_000503281,0.134884, 0.000519
pr_000244902,0.134884, 0.000703
pr_001835565,0.134884, 0.000736
us_000548622,0.134884, 0.001049
pr_000161918,0.134884, 0.001079
pr_000590346,0.134884, 0.001485
pr_000767638,0.134884, 0.001485
us_000470377,0.134884, 0.001688
pr_000969843,0.134884, 0.002138
us_000533204,0.134884, 0.002189
us_000559878,0.134884, 0.002240
pr_001082201,0.134884, 0.005282
pr_001143112,0.134884, 0.006874
pr_002097464,0.134884, 0.007420
us_000594820,0.134884, 0.015908
us_000506999,0.134884, 0.182204
us_000458546,0.122210, 0.107055
us_000458772,0.122210, 0.107055
us_000486933,0.122210, 0.110426
us_000542064,0.117069, 0.000000
us_000500082,0.117069, 0.000000
us_000562339,0.117069, 0.001302
us_000516803,0.117069, 0.003123
us_000516483,0.108194, 0.000000
us_000493105,0.108194, 0.000000
us_000461877,0.108194, 0.000000
us_000484728,0.108194, 0.000000
us_000422883,0.108194, 0.000000
us_000534634,0.108194, 0.000001
us_000567435,0.108194, 0.000001
us_000517001,0.108194, 0.000001
pr_000596129,0.108194, 0.000003
us_000412490,0.108194, 0.000004
us_000542807,0.108194, 0.000005
us_000597459,0.108194, 0.000012
us_000614225,0.108194, 0.000025
us_000524884,0.108194, 0.000027
us_000582888,0.108194, 0.000034
us_000575572,0.108194, 0.000037
us_000598281,0.108194, 0.000049
us_000573464,0.108194, 0.000049
us_000461382,0.108194, 0.000050
us_000496833,0.108194, 0.000056
us_000471295,0.108194, 0.000057
us_000458669,0.108194, 0.000068
us_000323284,0.108194, 0.000071
us_000094927,0.108194, 0.000076
us_000530024,0.108194, 0.000076
us_000479907,0.108194, 0.000102
us_000559056,0.108194, 0.000103
us_000512400,0.108194, 0.000106
us_000330400,0.108194, 0.000222
us_000509825,0.108194, 0.000236
us_000578944,0.108194, 0.000253
us_000579573,0.108194, 0.000253
us_000598204,0.108194, 0.000330
us_000487855,0.108194, 0.000354
us_000460238,0.108194, 0.000365
us_000614226,0.108194, 0.000413
us_000614224,0.108194, 0.000413
us_000023900,0.108194, 0.000566
us_000599195,0.108194, 0.000700
us_000476321,0.108194, 0.000858
us_000465925,0.108194, 0.000887
us_000518588,0.108194, 0.000908
us_000490511,0.108194, 0.000916
us_000073872,0.108194, 0.000993
us_000616515,0.108194, 0.001013
us_000576769,0.108194, 0.001161
us_000564791,0.108194, 0.001368
us_000587212,0.108194, 0.001518
us_000474086,0.108194, 0.001532
us_000543110,0.108194, 0.001535
us_000480392,0.108194, 0.001573
us_000559082,0.108194, 0.001670
us_000515380,0.108194, 0.001730
us_000535483,0.108194, 0.001861
us_000572760,0.108194, 0.001947
us_000589456,0.108194, 0.002030
us_000561929,0.108194, 0.002208
us_000569308,0.108194, 0.002299
us_000478920,0.108194, 0.002647
us_000568462,0.108194, 0.002687
us_000500066,0.108194, 0.002717
us_000595069,0.108194, 0.002868
us_000493190,0.108194, 0.003266
us_000480694,0.108194, 0.003916
us_000474723,0.108194, 0.004002
us_000531978,0.108194, 0.004089
us_000545022,0.108194, 0.004102
us_000512149,0.108194, 0.004498
us_000583015,0.108194, 0.005355
us_000468087,0.108194, 0.006286
us_000587566,0.108194, 0.006928
us_000582585,0.108194, 0.007064
us_000467784,0.108194, 0.007360
us_000566720,0.108194, 0.007622
us_000565858,0.108194, 0.007667
us_000485473,0.108194, 0.007780
us_000536149,0.108194, 0.007941
us_000468750,0.108194, 0.008733
us_000514235,0.108194, 0.008863
us_000472062,0.108194, 0.008995
us_000521859,0.108194, 0.009662
us_000599712,0.108194, 0.009899
us_000479432,0.108194, 0.012028
us_000606606,0.108194, 0.013610
us_000198293,0.108194, 0.013847
us_000521017,0.108194, 0.014939
us_000512730,0.108194, 0.016576
us_000549564,0.108194, 0.019039
us_000493793,0.108194, 0.019328
us_000467081,0.108194, 0.019492
us_000494539,0.108194, 0.026205
us_000543086,0.108194, 0.027113
us_000482493,0.108194, 0.027300
us_000472540,0.108194, 0.029587
us_000572991,0.108194, 0.031460
us_000552025,0.108194, 0.033645
us_000550225,0.108194, 0.045625
us_000481044,0.108194, 0.076511
us_000486771,0.108194, 0.080515
us_000609435,0.108194, 0.086977
us_000473216,0.108194, 0.607654
us_000463253,0.108194, 0.652925
us_000483907,0.108194, 0.722223
us_000483822,0.108194, 0.723577
us_000484091,0.108194, 0.812284
us_000484046,0.108194, 0.855185
us_000484111,0.108194, 0.859337
us_000480515,0.108194, 0.897800
pr_001153842,0.100579, 0.000000
pr_001092495,0.100579, 0.000000
us_000615528,0.100579, 0.000000
us_000545334,0.100579, 0.000000
us_000560557,0.100579, 0.000000
us_000475749,0.100579, 0.000000
us_000266570,0.100579, 0.000000
pr_001145356,0.100579, 0.000001
us_000589930,0.100579, 0.000001
us_000491840,0.100579, 0.000001
us_000596239,0.100579, 0.000001
pr_000849175,0.100579, 0.000002
pr_000381170,0.100579, 0.000002
pr_000580680,0.100579, 0.000002
pr_000841136,0.100579, 0.000002
pr_000584653,0.100579, 0.000002
pr_000581889,0.100579, 0.000002
pr_000829363,0.100579, 0.000002
pr_000582967,0.100579, 0.000002
pr_000961528,0.100579, 0.000003
pr_000088695,0.100579, 0.000004
us_000592439,0.100579, 0.000009
us_000495690,0.100579, 0.000009
us_000503371,0.100579, 0.000009
us_000494571,0.100579, 0.000009
pr_000021901,0.100579, 0.000015
pr_001103347,0.100579, 0.000019
us_000537929,0.100579, 0.000022
us_000589971,0.100579, 0.000027
us_000599178,0.100579, 0.000027
us_000616527,0.100579, 0.000027
us_000592277,0.100579, 0.000027
us_000616530,0.100579, 0.000027
us_000595182,0.100579, 0.000027
us_000581576,0.100579, 0.000027
us_000517922,0.100579, 0.000030
us_000489556,0.100579, 0.000048
us_000586733,0.100579, 0.000049
pr_000286741,0.100579, 0.000053
pr_000183191,0.100579, 0.000077
us_000496897,0.100579, 0.000105
pr_001642306,0.100579, 0.000145
us_000479124,0.100579, 0.000196
us_000479520,0.100579, 0.000215
us_000599828,0.100579, 0.000250
us_000599404,0.100579, 0.000257
us_000607940,0.100579, 0.000292
us_000599603,0.100579, 0.000449
us_000596422,0.100579, 0.000581
us_000579250,0.100579, 0.000703
us_000579204,0.100579, 0.000703
us_000571991,0.100579, 0.000705
us_000616395,0.100579, 0.000794
us_000589211,0.100579, 0.001047
us_000523560,0.100579, 0.001314
us_000567518,0.100579, 0.001373
us_000574336,0.100579, 0.001960
us_000546492,0.100579, 0.002158
us_000588130,0.100579, 0.002312
us_000501003,0.100579, 0.002808
us_000468012,0.100579, 0.002968
us_000554348,0.100579, 0.004060
pr_000820930,0.100579, 0.004087
pr_000828129,0.100579, 0.004329
pr_000762622,0.100579, 0.004429
pr_000974802,0.100579, 0.004619
us_000609194,0.100579, 0.006181
us_000546735,0.100579, 0.011494
us_000558753,0.100579, 0.012904
us_000580432,0.100579, 0.014418
us_000502077,0.100579, 0.024811
us_000553806,0.100579, 0.036479
us_000473744,0.100579, 0.037801
us_000558071,0.100579, 0.040170
us_000484685,0.100579, 0.053212
pr_000283633,0.096595, 0.000000
pr_001655180,0.096595, 0.000000
pr_000815998,0.096595, 0.000000
pr_000580361,0.096595, 0.000000
pr_000886464,0.096595, 0.000000
pr_001408705,0.096595, 0.000000
pr_000225042,0.096595, 0.000000
pr_000915607,0.096595, 0.000000
pr_000953298,0.096595, 0.000000
pr_000753309,0.096595, 0.000000
pr_000235500,0.096595, 0.000000
pr_000331947,0.096595, 0.000000
pr_000580631,0.096595, 0.000000
pr_001946185,0.096595, 0.000000
pr_000903608,0.096595, 0.000000
pr_000791045,0.096595, 0.000000
pr_000327681,0.096595, 0.000000
pr_000979724,0.096595, 0.000000
pr_000219247,0.096595, 0.000000
pr_001927479,0.096595, 0.000000
pr_000584536,0.096595, 0.000000
pr_000828374,0.096595, 0.000000
pr_000897493,0.096595, 0.000000
pr_000176218,0.096595, 0.000000
pr_000175750,0.096595, 0.000000
pr_000997173,0.096595, 0.000000
pr_001098632,0.096595, 0.000000
pr_000917890,0.096595, 0.000000
pr_000752978,0.096595, 0.000000
pr_001814039,0.096595, 0.000000
pr_002075946,0.096595, 0.000000
pr_000883932,0.096595, 0.000000
pr_000563380,0.096595, 0.000000
pr_001392674,0.096595, 0.000000
pr_001586165,0.096595, 0.000000
pr_000563412,0.096595, 0.000000
pr_000730254,0.096595, 0.000000
pr_000287543,0.096595, 0.000000
pr_000173581,0.096595, 0.000000
pr_001081619,0.096595, 0.000000
pr_000206343,0.096595, 0.000000
pr_000192528,0.096595, 0.000000
pr_001094075,0.096595, 0.000000
pr_000930472,0.096595, 0.000000
pr_000224277,0.096595, 0.000000
pr_000589486,0.096595, 0.000000
pr_000734374,0.096595, 0.000000
pr_000737510,0.096595, 0.000000
pr_000718207,0.096595, 0.000000
pr_001019612,0.096595, 0.000000
pr_000915504,0.096595, 0.000000
pr_000235832,0.096595, 0.000000
pr_000766160,0.096595, 0.000000
pr_001870898,0.096595, 0.000000
pr_001974063,0.096595, 0.000000
pr_001814036,0.096595, 0.000000
pr_000545689,0.096595, 0.000000
pr_001023497,0.096595, 0.000000
pr_000650047,0.096595, 0.000000
pr_000183213,0.096595, 0.000000
pr_000832601,0.096595, 0.000000
pr_001815302,0.096595, 0.000000
pr_000232106,0.096595, 0.000000
pr_000711670,0.096595, 0.000000
pr_000075956,0.096595, 0.000000
pr_001055290,0.096595, 0.000000
pr_000999063,0.096595, 0.000000
pr_001690336,0.096595, 0.000000
pr_000911646,0.096595, 0.000000
pr_000580918,0.096595, 0.000000
pr_001079615,0.096595, 0.000000
pr_001098472,0.096595, 0.000000
pr_000584813,0.096595, 0.000000
pr_001031463,0.096595, 0.000000
pr_000164592,0.096595, 0.000000
pr_000339950,0.096595, 0.000000
pr_000760004,0.096595, 0.000000
pr_002131350,0.096595, 0.000000
pr_000970954,0.096595, 0.000000
pr_000923702,0.096595, 0.000000
pr_000854439,0.096595, 0.000000
pr_001585107,0.096595, 0.000000
pr_000232425,0.096595, 0.000000
pr_001002280,0.096595, 0.000000
pr_002191778,0.096595, 0.000000
pr_000855027,0.096595, 0.000000
pr_001050636,0.096595, 0.000000
pr_000014807,0.096595, 0.000000
pr_001628766,0.096595, 0.000000
pr_000743851,0.096595, 0.000000
pr_001765892,0.096595, 0.000000
pr_000708290,0.096595, 0.000000
pr_000885853,0.096595, 0.000000
pr_001975588,0.096595, 0.000000
pr_001061297,0.096595, 0.000000
pr_000713613,0.096595, 0.000000
pr_000908458,0.096595, 0.000000
pr_000952790,0.096595, 0.000000
pr_000908866,0.096595, 0.000000
pr_001696677,0.096595, 0.000000
pr_000831832,0.096595, 0.000000
pr_000586403,0.096595, 0.000000
pr_000300031,0.096595, 0.000000
pr_000889778,0.096595, 0.000000
pr_000791103,0.096595, 0.000000
pr_000762642,0.096595, 0.000000
pr_000594417,0.096595, 0.000000
pr_001058554,0.096595, 0.000000
pr_000944758,0.096595, 0.000000
pr_000891348,0.096595, 0.000000
pr_001652245,0.096595, 0.000000
pr_001056861,0.096595, 0.000000
pr_001163131,0.096595, 0.000000
pr_000173685,0.096595, 0.000000
pr_000293555,0.096595, 0.000000
pr_001627828,0.096595, 0.000000
pr_000649235,0.096595, 0.000000
pr_001639417,0.096595, 0.000000
pr_000862779,0.096595, 0.000000
pr_001695355,0.096595, 0.000000
pr_000174626,0.096595, 0.000000
pr_000298876,0.096595, 0.000000
pr_002080979,0.096595, 0.000000
pr_000914520,0.096595, 0.000000
pr_001816698,0.096595, 0.000000
pr_000178054,0.096595, 0.000000
pr_000950350,0.096595, 0.000000
pr_000965806,0.096595, 0.000000
pr_001965833,0.096595, 0.000000
pr_001819708,0.096595, 0.000000
pr_001099225,0.096595, 0.000000
pr_001980982,0.096595, 0.000000
pr_000911798,0.096595, 0.000000
pr_000197933,0.096595, 0.000000
pr_001655147,0.096595, 0.000000
pr_000638298,0.096595, 0.000000
pr_001601875,0.096595, 0.000000
pr_001695927,0.096595, 0.000000
pr_001817946,0.096595, 0.000000
pr_000279352,0.096595, 0.000000
pr_000568157,0.096595, 0.000000
pr_000527882,0.096595, 0.000000
pr_000190243,0.096595, 0.000000
pr_000166396,0.096595, 0.000000
pr_000885654,0.096595, 0.000000
pr_000652112,0.096595, 0.000000
pr_000865526,0.096595, 0.000000
pr_000223323,0.096595, 0.000000
pr_000221906,0.096595, 0.000000
pr_000742841,0.096595, 0.000000
pr_000199882,0.096595, 0.000000
pr_000875906,0.096595, 0.000000
pr_001004022,0.096595, 0.000000
pr_000817633,0.096595, 0.000000
pr_000563675,0.096595, 0.000000
pr_000237949,0.096595, 0.000000
pr_000569067,0.096595, 0.000000
pr_000004178,0.096595, 0.000000
pr_001675262,0.096595, 0.000000
pr_000344406,0.096595, 0.000000
pr_000592148,0.096595, 0.000000
pr_000186302,0.096595, 0.000000
pr_000821444,0.096595, 0.000000
pr_001031411,0.096595, 0.000001
pr_000710406,0.096595, 0.000001
pr_000563968,0.096595, 0.000001
pr_000844043,0.096595, 0.000001
pr_000865459,0.096595, 0.000001
pr_000572305,0.096595, 0.000001
pr_000172300,0.096595, 0.000001
pr_000696363,0.096595, 0.000001
pr_000701133,0.096595, 0.000001
pr_000120156,0.096595, 0.000001
pr_001160888,0.096595, 0.000001
pr_001822968,0.096595, 0.000001
pr_001691478,0.096595, 0.000001
pr_000295341,0.096595, 0.000002
pr_000167642,0.096595, 0.000002
pr_000292680,0.096595, 0.000002
pr_000303765,0.096595, 0.000002
pr_000907759,0.096595, 0.000003
pr_000302664,0.096595, 0.000003
pr_000303155,0.096595, 0.000003
pr_000301050,0.096595, 0.000003
pr_000698503,0.096595, 0.000003
pr_000930914,0.096595, 0.000003
pr_000574368,0.096595, 0.000003
pr_000970275,0.096595, 0.000004
pr_000702710,0.096595, 0.000004
pr_000711824,0.096595, 0.000004
pr_001392328,0.096595, 0.000005
pr_000711202,0.096595, 0.000005
us_000554223,0.096595, 0.000005
pr_001131839,0.096595, 0.000005
pr_001066148,0.096595, 0.000006
pr_000541705,0.096595, 0.000006
pr_000164851,0.096595, 0.000006
pr_001108658,0.096595, 0.000006
pr_000739348,0.096595, 0.000006
pr_000147143,0.096595, 0.000006
pr_001023572,0.096595, 0.000006
pr_000962337,0.096595, 0.000006
pr_000172628,0.096595, 0.000006
pr_000186367,0.096595, 0.000006
pr_001394773,0.096595, 0.000006
pr_000737300,0.096595, 0.000006
pr_000651466,0.096595, 0.000006
pr_000889559,0.096595, 0.000006
pr_000643939,0.096595, 0.000006
pr_000172881,0.096595, 0.000006
pr_000949996,0.096595, 0.000006
pr_000720263,0.096595, 0.000007
pr_000960077,0.096595, 0.000008
pr_001591372,0.096595, 0.000009
pr_000928111,0.096595, 0.000010
pr_000705339,0.096595, 0.000010
pr_000205827,0.096595, 0.000013
pr_000327952,0.096595, 0.000013
pr_000194873,0.096595, 0.000018
pr_000993815,0.096595, 0.000025
pr_001019137,0.096595, 0.000027
pr_000985205,0.096595, 0.000030
pr_000314919,0.096595, 0.000034
pr_001657978,0.096595, 0.000035
pr_000503064,0.096595, 0.000051
pr_001637919,0.096595, 0.000064
pr_000577440,0.096595, 0.000096
pr_000546680,0.096595, 0.000131
pr_000948859,0.096595, 0.000180
pr_000923716,0.096595, 0.000239
pr_000737954,0.096595, 0.000263
us_000607362,0.096595, 0.000392
pr_000168615,0.096595, 0.000571
pr_000929955,0.096595, 0.001636
us_000550876,0.096595, 0.001883
pr_001406303,0.096595, 0.002164
pr_000728589,0.096595, 0.003127
pr_001054896,0.096595, 0.004355
pr_000665397,0.096595, 0.005760
pr_001019874,0.096595, 0.007343
us_000464446,0.096595, 0.011113
us_000483308,0.096595, 0.011425
pr_000654523,0.096595, 0.013477
us_000468790,0.096595, 0.014438
us_000545974,0.096595, 0.015464
us_000587698,0.096595, 0.027900
us_000616074,0.096595, 0.031402
us_000537518,0.096595, 0.231207
pr_000915742,0.083815, 0.000000
pr_000640878,0.083815, 0.000000
pr_000970533,0.083815, 0.000000
pr_000828884,0.083815, 0.000000
us_000590505,0.083815, 0.191222
us_000533739,0.056945, 0.000000
us_000591276,0.056945, 0.000000
pr_001682527,0.056945, 0.000000
pr_001665965,0.056945, 0.000000
pr_001667893,0.056945, 0.000000
pr_001664093,0.056945, 0.000000
pr_001734755,0.056945, 0.000000
pr_000944151,0.056945, 0.000000
pr_001756662,0.056945, 0.000000
pr_001029849,0.056945, 0.000000
pr_000874565,0.056945, 0.000000
pr_001713808,0.056945, 0.000000
pr_000861194,0.056945, 0.000000
pr_001659544,0.056945, 0.000000
pr_001597588,0.056945, 0.000000
pr_001660698,0.056945, 0.000000
pr_000856612,0.056945, 0.000000
pr_001029761,0.056945, 0.000000
pr_001664263,0.056945, 0.000000
pr_001753002,0.056945, 0.000000
pr_001415246,0.056945, 0.000000
pr_001661661,0.056945, 0.000000
pr_001753091,0.056945, 0.000000
pr_001680774,0.056945, 0.000000
pr_001664537,0.056945, 0.000000
pr_001668207,0.056945, 0.000000
pr_001662426,0.056945, 0.000000
pr_001870242,0.056945, 0.000000
pr_001668871,0.056945, 0.000000
pr_001662216,0.056945, 0.000000
us_000513193,0.056945, 0.000001
us_000544750,0.056945, 0.000001
pr_001660567,0.056945, 0.000004
pr_001121879,0.056945, 0.000019
pr_000709904,0.056945, 0.000038
pr_001122740,0.056945, 0.000071
us_000469844,0.056945, 0.000081
us_000534286,0.056945, 0.000144
us_000561438,0.056945, 0.000372
us_000574220,0.056945, 0.001056
us_000548283,0.056945, 0.001342
pr_000873741,0.056945, 0.001604
us_000592791,0.056945, 0.082013
us_000592197,0.056945, 0.162828
us_000485078,0.056945, 0.164249
us_000549700,0.056945, 0.224982
us_000486775,0.056945, 0.237581
us_000591933,0.056945, 0.257143
