Product ID : 7842 # of JPs covered : 1 : 435 : Tax Prep-Pass-Through-Planning, 
us_000533019,0.980533,0.026000
us_000544847,0.980533,0.031868
us_000557944,0.980533,0.041610
us_000561296,0.980533,0.376156
us_000578970,0.980533,0.409763
us_000513691,0.980533,0.475382
us_000529881,0.980533,0.484072
us_000584621,0.980533,0.571361
us_000573984,0.980533,0.578557
us_000554716,0.980533,0.592195
us_000585315,0.980533,0.594210
us_000537041,0.980533,0.594321
us_000555561,0.980533,0.600729
us_000580380,0.980533,0.613054
us_000584683,0.980533,0.621240
us_000584651,0.980533,0.625990
us_000483043,0.980533,0.630911
us_000585469,0.980533,0.644550
us_000515606,0.980533,0.663844
us_000529632,0.980533,0.675172
us_000505379,0.980533,0.683852
us_000577063,0.980533,0.687322
us_000505380,0.980533,0.694561
us_000558238,0.980533,0.701718
us_000538551,0.980533,0.703979
us_000505412,0.980533,0.710858
us_000580759,0.980533,0.732174
us_000533234,0.980533,0.737369
us_000578385,0.980533,0.744683
us_000585285,0.980533,0.746096
us_000529592,0.980533,0.748285
us_000530318,0.980533,0.751790
us_000552585,0.980533,0.752917
us_000573494,0.980533,0.753255
us_000530324,0.980533,0.758124
us_000529183,0.980533,0.778381
us_000564468,0.980533,0.781609
us_000529572,0.980533,0.874367
us_000600524,0.919071,0.000000
us_000513717,0.919071,0.000000
pr_000287748,0.919071,0.000000
us_000547517,0.919071,0.000000
us_000547690,0.919071,0.000000
us_000512018,0.919071,0.000001
us_000513793,0.919071,0.000001
us_000569387,0.919071,0.000001
us_000525347,0.919071,0.000002
us_000484663,0.919071,0.000011
us_000516684,0.919071,0.000018
us_000596863,0.919071,0.000051
us_000505677,0.919071,0.000062
pr_000916303,0.919071,0.000083
us_000598657,0.919071,0.000416
us_000514253,0.919071,0.000456
us_000208592,0.919071,0.000520
us_000488191,0.919071,0.000564
us_000519250,0.919071,0.000583
us_000500664,0.919071,0.000670
us_000474698,0.919071,0.001029
us_000488240,0.919071,0.001347
us_000265839,0.919071,0.001796
us_000585202,0.919071,0.003504
us_000461658,0.919071,0.008057
us_000552809,0.919071,0.030311
us_000537863,0.919071,0.305705
us_000597634,0.919071,0.309156
us_000561193,0.919071,0.332159
us_000529888,0.919071,0.392952
us_000540037,0.919071,0.407575
us_000563372,0.919071,0.409849
us_000586074,0.919071,0.426858
us_000585009,0.919071,0.434481
us_000557868,0.919071,0.436932
us_000533292,0.919071,0.442445
us_000580400,0.919071,0.449482
us_000585305,0.919071,0.452536
us_000508552,0.919071,0.457173
us_000471180,0.919071,0.469279
us_000483191,0.919071,0.469649
us_000584676,0.919071,0.472126
us_000586085,0.919071,0.472497
us_000584680,0.919071,0.480693
us_000471217,0.919071,0.489958
us_000553031,0.919071,0.492014
us_000468717,0.919071,0.492178
us_000553599,0.919071,0.502765
us_000513733,0.919071,0.506985
us_000469759,0.919071,0.508494
us_000588881,0.919071,0.509784
us_000566903,0.919071,0.515348
us_000565248,0.919071,0.515619
us_000590228,0.919071,0.515657
us_000585422,0.919071,0.515882
us_000563846,0.919071,0.520455
us_000590245,0.919071,0.523340
us_000471215,0.919071,0.524303
us_000550903,0.919071,0.524526
us_000551356,0.919071,0.524782
us_000590347,0.919071,0.526132
us_000592126,0.919071,0.527193
us_000590377,0.919071,0.530504
us_000570699,0.919071,0.530810
us_000466134,0.919071,0.532245
us_000577084,0.919071,0.534959
us_000521648,0.919071,0.539940
us_000579346,0.919071,0.540792
us_000501472,0.919071,0.546240
us_000589373,0.919071,0.550600
us_000533646,0.919071,0.552926
us_000555583,0.919071,0.554580
us_000529817,0.919071,0.555213
us_000586105,0.919071,0.556358
us_000557745,0.919071,0.558488
us_000558276,0.919071,0.569123
us_000555529,0.919071,0.570608
us_000542103,0.919071,0.571195
us_000567824,0.919071,0.571881
us_000555226,0.919071,0.573045
us_000515499,0.919071,0.573499
us_000573542,0.919071,0.575871
us_000566973,0.919071,0.576866
us_000585662,0.919071,0.578292
us_000552580,0.919071,0.578764
us_000526641,0.919071,0.579691
us_000573551,0.919071,0.581268
us_000579806,0.919071,0.583113
us_000576895,0.919071,0.587441
us_000514677,0.919071,0.589720
us_000552605,0.919071,0.589866
us_000523223,0.919071,0.590432
us_000564157,0.919071,0.590441
us_000552563,0.919071,0.591797
us_000553605,0.919071,0.592073
us_000576916,0.919071,0.593585
us_000563870,0.919071,0.593831
us_000529224,0.919071,0.595229
us_000542855,0.919071,0.596100
us_000546975,0.919071,0.599171
us_000529176,0.919071,0.600401
us_000584637,0.919071,0.600647
us_000555786,0.919071,0.601579
us_000533225,0.919071,0.602942
us_000555821,0.919071,0.603402
us_000532606,0.919071,0.605545
us_000494270,0.919071,0.611172
us_000570808,0.919071,0.612714
us_000485229,0.919071,0.614307
us_000580782,0.919071,0.615645
us_000558846,0.919071,0.615929
us_000546274,0.919071,0.616451
us_000509262,0.919071,0.623357
us_000564211,0.919071,0.624096
us_000564466,0.919071,0.624720
us_000536310,0.919071,0.625059
us_000513919,0.919071,0.625598
us_000519736,0.919071,0.628311
us_000556989,0.919071,0.630451
us_000521477,0.919071,0.630563
us_000487563,0.919071,0.631143
us_000556386,0.919071,0.632309
us_000564435,0.919071,0.635003
us_000588313,0.919071,0.635979
us_000533672,0.919071,0.636291
us_000520593,0.919071,0.636462
us_000522249,0.919071,0.637440
us_000590865,0.919071,0.637889
us_000532492,0.919071,0.638972
us_000573319,0.919071,0.640519
us_000565053,0.919071,0.641748
us_000573311,0.919071,0.643633
us_000590365,0.919071,0.646179
us_000557008,0.919071,0.647002
us_000516253,0.919071,0.648500
us_000564918,0.919071,0.648612
us_000567738,0.919071,0.651814
us_000565027,0.919071,0.652737
us_000574091,0.919071,0.653545
us_000593124,0.919071,0.653545
us_000088573,0.919071,0.656132
us_000461361,0.919071,0.656283
us_000542095,0.919071,0.663492
us_000525686,0.919071,0.663849
us_000468852,0.919071,0.672877
us_000529336,0.919071,0.684756
us_000561948,0.919071,0.690934
us_000529647,0.919071,0.691866
us_000460123,0.919071,0.705134
us_000614778,0.919071,0.706806
us_000590641,0.919071,0.737044
us_000408527,0.919071,0.826039
us_000472153,0.919071,0.864164
us_000552781,0.919071,0.873886
us_000477712,0.811436,0.000000
us_000503937,0.811436,0.000000
us_000564198,0.811436,0.000000
us_000552836,0.811436,0.000000
us_000586865,0.811436,0.000000
us_000556471,0.811436,0.000012
us_000564188,0.811436,0.000031
us_000512512,0.811436,0.000031
us_000584939,0.811436,0.000031
us_000512773,0.811436,0.000031
us_000584947,0.811436,0.000031
us_000577083,0.811436,0.000031
us_000554311,0.811436,0.000031
us_000577778,0.811436,0.000031
us_000554538,0.811436,0.000096
us_000563479,0.811436,0.000166
us_000577050,0.811436,0.000379
us_000594163,0.811436,0.000595
us_000481358,0.811436,0.003508
us_000570677,0.811436,1.445596
us_000537848,0.811436,1.543899
us_000560202,0.811436,1.573228
us_000523101,0.811436,1.591509
us_000614304,0.811436,1.709192
us_000600038,0.811436,1.747260
us_000565138,0.811436,1.887496
us_000507674,0.811436,1.907847
us_000562215,0.811436,1.979323
us_000546047,0.811436,2.110149
us_000487617,0.794084,0.000000
us_000494975,0.794084,0.000000
pr_000592580,0.794084,0.000002
pr_000992181,0.794084,0.000068
pr_001142176,0.794084,0.000068
pr_000655841,0.794084,0.001124
us_000581964,0.794084,1.286163
us_000486004,0.765893,0.000004
us_000543991,0.765893,0.001142
us_000617385,0.765893,0.003516
us_000567576,0.765893,0.003799
us_000459091,0.765893,0.103641
us_000469771,0.765893,0.436850
us_000493087,0.765893,0.548140
us_000532144,0.765893,0.589605
us_000523907,0.765893,0.591202
us_000519225,0.765893,0.597355
us_000480836,0.765893,0.602049
us_000521396,0.765893,0.623883
us_000604626,0.765893,0.671430
us_000520669,0.765893,0.884408
pr_000009329,0.621768,0.000000
us_000597675,0.621768,0.000000
pr_000785820,0.621768,0.000001
pr_000611410,0.621768,0.000001
pr_000446528,0.621768,0.000002
us_000512558,0.621768,0.000003
us_000578009,0.621768,0.000003
us_000476261,0.621768,0.001433
us_000585284,0.621768,0.763335
us_000572296,0.621768,1.127084
us_000580682,0.621768,1.135645
us_000532886,0.621768,1.234104
us_000580796,0.621768,1.234125
us_000612334,0.621768,1.288305
us_000561331,0.621768,1.351749
us_000514020,0.621768,1.401387
us_000571206,0.621768,1.465472
us_000532970,0.621768,1.487161
us_000585470,0.621768,1.564020
us_000519805,0.621768,1.567577
us_000503811,0.621768,1.573584
us_000585527,0.621768,1.793314
us_000552896,0.621768,1.900335
us_000570418,0.621768,1.961149
us_000507731,0.621768,2.588775
us_000562757,0.621768,2.785862
us_000507732,0.621768,3.185810
us_000507727,0.621768,3.422686
us_000507730,0.621768,3.448106
pr_001147990,0.601144,0.000000
us_000499169,0.601144,0.000000
us_000512487,0.601144,0.000000
us_000485478,0.601144,0.000000
us_000495694,0.601144,0.000000
us_000467374,0.601144,0.000000
us_000503220,0.601144,0.000000
us_000021957,0.601144,0.000000
us_000493758,0.601144,0.000000
us_000467751,0.601144,0.000000
us_000603292,0.601144,0.000000
us_000586936,0.601144,0.000000
us_000551784,0.601144,0.000000
us_000464020,0.601144,0.000000
us_000462156,0.601144,0.000000
us_000587519,0.601144,0.000045
us_000586501,0.601144,0.000050
us_000615754,0.601144,0.000050
us_000580440,0.601144,0.000050
us_000577700,0.601144,0.000050
pr_001389965,0.601144,0.000057
us_000482421,0.601144,0.000059
us_000483001,0.601144,0.000089
us_000534900,0.601144,0.000221
us_000494378,0.601144,0.000601
us_000585429,0.601144,1.080320
us_000574698,0.601144,1.126867
us_000586848,0.601144,1.224305
us_000564209,0.601144,1.325157
us_000585558,0.601144,1.379958
us_000566314,0.601144,1.386244
us_000565697,0.601144,1.502527
us_000566005,0.601144,1.709413
us_000523444,0.596666,0.000000
us_000600288,0.596666,0.000000
us_000554076,0.596666,0.000000
us_000565788,0.596666,0.000000
us_000556046,0.596666,0.000000
us_000613982,0.596666,0.000000
us_000616238,0.596666,0.000000
us_000520287,0.596666,0.000000
us_000497508,0.596666,0.000001
us_000515319,0.596666,0.000003
us_000469826,0.596666,0.000008
us_000475789,0.596666,0.000008
us_000597314,0.596666,0.000013
us_000504362,0.596666,0.000017
us_000506611,0.596666,0.000017
us_000506530,0.596666,0.000017
us_000506434,0.596666,0.000017
us_000511059,0.596666,0.000017
us_000507722,0.596666,0.000017
us_000505957,0.596666,0.000017
us_000505440,0.596666,0.000017
us_000582384,0.596666,0.000117
us_000558059,0.596666,0.000177
us_000554158,0.596666,0.000184
us_000507811,0.596666,0.000191
us_000575500,0.596666,0.000192
us_000506012,0.596666,0.000239
us_000526370,0.596666,0.000248
us_000540517,0.596666,0.000331
us_000601140,0.596666,0.000365
us_000522031,0.596666,0.000387
us_000593566,0.596666,0.000397
us_000529785,0.596666,0.000397
us_000556211,0.596666,0.000397
us_000570138,0.596666,0.000397
us_000507098,0.596666,0.000414
us_000512380,0.596666,0.000419
us_000522534,0.596666,0.000843
us_000503953,0.596666,0.000909
us_000553976,0.596666,0.001083
us_000523249,0.596666,0.001235
us_000516853,0.596666,0.001296
us_000602035,0.596666,0.001439
us_000581107,0.596666,0.001583
us_000527550,0.596666,0.001584
us_000522904,0.596666,0.001881
us_000505213,0.596666,0.001895
us_000504235,0.596666,0.001895
us_000504219,0.596666,0.001895
us_000505654,0.596666,0.001902
us_000505038,0.596666,0.002138
us_000503838,0.596666,0.002157
us_000506675,0.596666,0.002216
us_000563429,0.596666,0.002274
us_000511227,0.596666,0.002391
us_000613528,0.596666,0.002600
us_000529369,0.596666,0.002617
us_000513067,0.596666,0.002634
us_000587728,0.596666,0.002741
us_000504210,0.596666,0.002742
us_000537619,0.596666,0.004122
us_000573529,0.596666,0.004276
us_000564428,0.596666,0.004331
us_000504457,0.596666,0.004670
pr_001387457,0.596666,0.004683
us_000504597,0.596666,0.004865
us_000534017,0.596666,0.005476
us_000519096,0.596666,0.006649
us_000477758,0.596666,0.007060
us_000508532,0.596666,0.007586
us_000586951,0.596666,0.008518
us_000505942,0.596666,0.008677
us_000529758,0.596666,0.010343
us_000505896,0.596666,0.020516
us_000535790,0.596666,0.069865
us_000561314,0.596666,0.175507
pr_001283328,0.558357,0.000000
pr_001434403,0.558357,0.000001
pr_000908160,0.558357,0.000002
pr_001907983,0.558357,0.000003
pr_001490625,0.558357,0.000049
pr_001420995,0.558357,0.000049
us_000587030,0.558357,0.000594
us_000547697,0.558357,0.000980
us_000502012,0.558357,0.002660
us_000553372,0.558357,0.025364
us_000564415,0.558357,0.031302
us_000589808,0.558357,0.082011
us_000545962,0.558357,0.197050
us_000552941,0.558357,0.201099
us_000552619,0.558357,0.217599
us_000528650,0.558357,0.252017
us_000508806,0.558357,0.262072
us_000572282,0.558357,0.277348
us_000589088,0.558357,0.278159
us_000529613,0.558357,0.279945
us_000552728,0.558357,0.281679
us_000507710,0.558357,0.283211
us_000535930,0.558357,0.284685
us_000539178,0.558357,0.288864
us_000539168,0.558357,0.289673
us_000563299,0.558357,0.290102
us_000578832,0.558357,0.292214
us_000559545,0.558357,0.292808
us_000552748,0.558357,0.292906
us_000552775,0.558357,0.293597
us_000511720,0.558357,0.297628
us_000530775,0.558357,0.298070
us_000614789,0.558357,0.298576
us_000565499,0.558357,0.298600
us_000566678,0.558357,0.298991
us_000564495,0.558357,0.299070
us_000552659,0.558357,0.299860
us_000520671,0.558357,0.303269
us_000574165,0.558357,0.303822
us_000514685,0.558357,0.304138
us_000507708,0.558357,0.304779
us_000561640,0.558357,0.305075
us_000546252,0.558357,0.305075
us_000588822,0.558357,0.305615
us_000546014,0.558357,0.308400
us_000601481,0.558357,0.309645
us_000553981,0.558357,0.309768
us_000600791,0.558357,0.310246
us_000508456,0.558357,0.310876
us_000515585,0.558357,0.311560
us_000566783,0.558357,0.311686
us_000586925,0.558357,0.311721
us_000600759,0.558357,0.313186
us_000601233,0.558357,0.313594
us_000603713,0.558357,0.313594
us_000524334,0.558357,0.313919
us_000523952,0.558357,0.314290
us_000532938,0.558357,0.314663
us_000604466,0.558357,0.314663
us_000525713,0.558357,0.315063
us_000525275,0.558357,0.315114
us_000521213,0.558357,0.315168
us_000604024,0.558357,0.315641
us_000519687,0.558357,0.317050
us_000614925,0.558357,0.317199
us_000523919,0.558357,0.318162
us_000603879,0.558357,0.318565
us_000528783,0.558357,0.319254
us_000590180,0.558357,0.320277
us_000542516,0.558357,0.322220
us_000521360,0.558357,0.323836
us_000543538,0.558357,0.323839
us_000587645,0.558357,0.324464
us_000590139,0.558357,0.327164
us_000583359,0.558357,0.329797
us_000577517,0.558357,0.331434
us_000538514,0.558357,0.331489
us_000515512,0.558357,0.331652
us_000588458,0.558357,0.337575
us_000523226,0.558357,0.354047
us_000466658,0.558357,0.364075
us_000570823,0.558357,0.365506
us_000519238,0.558357,0.410699
us_000523375,0.558357,0.423174
us_000464516,0.450950,0.000000
us_000462392,0.450950,0.000000
us_000493712,0.450950,0.000000
us_000474677,0.450950,0.000000
us_000491664,0.450950,0.000000
us_000474703,0.450950,0.000000
us_000459437,0.450950,0.000000
us_000462869,0.450950,0.000000
us_000492747,0.450950,0.000000
us_000467403,0.450950,0.000000
us_000462508,0.450950,0.000000
us_000475873,0.450950,0.000000
us_000486988,0.450950,0.000000
us_000477401,0.450950,0.000000
us_000471017,0.450950,0.000000
us_000464377,0.450950,0.000000
pr_000421378,0.450950,0.000006
pr_000519398,0.450950,0.000053
pr_000517471,0.450950,0.000055
pr_000514100,0.450950,0.000115
us_000483702,0.450950,0.000416
pr_001005868,0.450950,0.002310
us_000581974,0.450950,1.796421
us_000574571,0.450950,2.752444
us_000574512,0.450950,2.757743
us_000581973,0.450950,2.763076
us_000459210,0.450950,2.890014
us_000506028,0.325803,0.000003
us_000612733,0.325803,0.000005
us_000572420,0.325803,0.000042
us_000553324,0.325803,0.000044
us_000558002,0.325803,0.000084
us_000508788,0.325803,0.000085
us_000470925,0.325803,0.000638
us_000537495,0.325803,0.018822
us_000555346,0.325803,0.159850
us_000513242,0.325803,0.161162
us_000553172,0.325803,0.164610
us_000521248,0.325803,0.164782
us_000510677,0.325803,0.166045
us_000520655,0.325803,0.167407
us_000554874,0.325803,0.169523
us_000554886,0.325803,0.171003
us_000516372,0.325803,0.173717
us_000553645,0.325803,0.174669
us_000547149,0.325803,0.176538
us_000556857,0.325803,0.193937
us_000603865,0.325803,0.194177
us_000556923,0.325803,0.194582
us_000548784,0.325803,0.195526
us_000604157,0.325803,0.196214
us_000603523,0.325803,0.196214
us_000536968,0.325803,0.203483
us_000614145,0.325803,0.232619
us_000468026,0.325803,0.240962
us_000597134,0.325803,0.242690
us_000515649,0.325803,0.244220
us_000571600,0.325803,0.244801
us_000566713,0.325803,0.244819
us_000524308,0.325803,0.244917
us_000583804,0.325803,0.245184
us_000603798,0.325803,0.245243
us_000569334,0.325803,0.245549
us_000603573,0.325803,0.245667
us_000511762,0.325803,0.246124
us_000604129,0.325803,0.246327
us_000512668,0.325803,0.246500
us_000601182,0.325803,0.246955
us_000601466,0.325803,0.247067
us_000577894,0.325803,0.247218
us_000595324,0.325803,0.247495
us_000603754,0.325803,0.247756
us_000600805,0.325803,0.247996
us_000604080,0.325803,0.248126
us_000546997,0.325803,0.248233
us_000614195,0.325803,0.248382
us_000604610,0.325803,0.249517
us_000459723,0.325803,0.249580
us_000524312,0.325803,0.249849
us_000601033,0.325803,0.249922
us_000571146,0.325803,0.250785
us_000523921,0.325803,0.251037
us_000532691,0.325803,0.251238
us_000602647,0.325803,0.251393
us_000615679,0.325803,0.251546
us_000601998,0.325803,0.251647
us_000522685,0.325803,0.251789
us_000595317,0.325803,0.251875
us_000538291,0.325803,0.252194
us_000537076,0.325803,0.252370
us_000524607,0.325803,0.252404
us_000536799,0.325803,0.252897
us_000525235,0.325803,0.253031
us_000528150,0.325803,0.253082
us_000603627,0.325803,0.253447
us_000597291,0.325803,0.253474
us_000602036,0.325803,0.253634
us_000571148,0.325803,0.253852
us_000516428,0.325803,0.254005
us_000587841,0.325803,0.254192
us_000603532,0.325803,0.254587
us_000510648,0.325803,0.254805
us_000508995,0.325803,0.254843
us_000603738,0.325803,0.254913
us_000483575,0.325803,0.255096
us_000604134,0.325803,0.255287
us_000513606,0.325803,0.255474
us_000546012,0.325803,0.255567
us_000602678,0.325803,0.256176
us_000604630,0.325803,0.256208
us_000505610,0.325803,0.256629
us_000589092,0.325803,0.256715
us_000547161,0.325803,0.256716
us_000588197,0.325803,0.256823
us_000528829,0.325803,0.256896
us_000514256,0.325803,0.257535
us_000502010,0.325803,0.257967
us_000600946,0.325803,0.258024
us_000556935,0.325803,0.258564
us_000094113,0.325803,0.258818
us_000602425,0.325803,0.258935
us_000581610,0.325803,0.259208
us_000533838,0.325803,0.259250
us_000604258,0.325803,0.259374
us_000604654,0.325803,0.259742
us_000556735,0.325803,0.259823
us_000594805,0.325803,0.259845
us_000558014,0.325803,0.259848
us_000590144,0.325803,0.259945
us_000521260,0.325803,0.260028
us_000508664,0.325803,0.260108
us_000497689,0.325803,0.260124
us_000491969,0.325803,0.260130
us_000594857,0.325803,0.260250
us_000577956,0.325803,0.260465
us_000602117,0.325803,0.260633
us_000571889,0.325803,0.260663
us_000588187,0.325803,0.260707
us_000589754,0.325803,0.260919
us_000483662,0.325803,0.261131
us_000539121,0.325803,0.261359
us_000604375,0.325803,0.261367
us_000514530,0.325803,0.261483
us_000507641,0.325803,0.261521
us_000565161,0.325803,0.261605
us_000568972,0.325803,0.261608
us_000556716,0.325803,0.261773
us_000602407,0.325803,0.261833
us_000587146,0.325803,0.262013
us_000543592,0.325803,0.262013
us_000537416,0.325803,0.262013
us_000520272,0.325803,0.262020
us_000524247,0.325803,0.262196
us_000516416,0.325803,0.262280
us_000602950,0.325803,0.262415
us_000574145,0.325803,0.262474
us_000547967,0.325803,0.262743
us_000532835,0.325803,0.262743
us_000614935,0.325803,0.262986
us_000590184,0.325803,0.263028
us_000497579,0.325803,0.263069
us_000589487,0.325803,0.263105
us_000528938,0.325803,0.263447
us_000604010,0.325803,0.263477
us_000604130,0.325803,0.263477
us_000604446,0.325803,0.263477
us_000593951,0.325803,0.263477
us_000604063,0.325803,0.263477
us_000604259,0.325803,0.263477
us_000540687,0.325803,0.263525
us_000583543,0.325803,0.263690
us_000520015,0.325803,0.263788
us_000464039,0.325803,0.263957
us_000573458,0.325803,0.264026
us_000549573,0.325803,0.264120
us_000556820,0.325803,0.264134
us_000519102,0.325803,0.264231
us_000534292,0.325803,0.264408
us_000545656,0.325803,0.264988
us_000595784,0.325803,0.265057
us_000529030,0.325803,0.265361
us_000590093,0.325803,0.265486
us_000594299,0.325803,0.265619
us_000576183,0.325803,0.265698
us_000520241,0.325803,0.266148
us_000564768,0.325803,0.267485
us_000591744,0.325803,0.267873
us_000512494,0.325803,0.267894
us_000570539,0.325803,0.267961
us_000513358,0.325803,0.268146
us_000571398,0.325803,0.268516
us_000586611,0.325803,0.268756
us_000496891,0.325803,0.268814
us_000597302,0.325803,0.268874
us_000570544,0.325803,0.269486
us_000534196,0.325803,0.269611
us_000604585,0.325803,0.269677
us_000587487,0.325803,0.269956
us_000572110,0.325803,0.270075
us_000581583,0.325803,0.270247
us_000573399,0.325803,0.270255
us_000525360,0.325803,0.270510
us_000521363,0.325803,0.270542
us_000579568,0.325803,0.270694
us_000500744,0.325803,0.270751
us_000587515,0.325803,0.270881
us_000559351,0.325803,0.271027
us_000522397,0.325803,0.271027
us_000538611,0.325803,0.271027
us_000521510,0.325803,0.271027
us_000512643,0.325803,0.271027
us_000593270,0.325803,0.271027
us_000510209,0.325803,0.271537
us_000465379,0.325803,0.272048
us_000459724,0.325803,0.272873
us_000586720,0.325803,0.272875
us_000099071,0.325803,0.275856
us_000544347,0.325803,0.276398
us_000500361,0.325803,0.276854
us_000544445,0.325803,0.277117
us_000552494,0.325803,0.278015
us_000508937,0.325803,0.278574
us_000559581,0.325803,0.279116
us_000503919,0.325803,0.279226
us_000602644,0.325803,0.279360
us_000528667,0.325803,0.279516
us_000470530,0.325803,0.279940
us_000538152,0.325803,0.281143
us_000502508,0.325803,0.282722
us_000474364,0.325803,0.283304
us_000480947,0.325803,0.283878
us_000583567,0.325803,0.285924
us_000502084,0.325803,0.286477
us_000576959,0.325803,0.288205
us_000589903,0.325803,0.288415
us_000552257,0.325803,0.289909
us_000583224,0.325803,0.290418
us_000558396,0.325803,0.293141
us_000569192,0.325803,0.294104
us_000500762,0.325803,0.320164
us_000585080,0.325803,0.334020
us_000519570,0.325803,0.334689
us_000491962,0.325803,0.343996
us_000569056,0.325803,0.344491
us_000550858,0.325803,0.369906
us_000532090,0.325803,0.413959
us_000478005,0.325803,0.432865
us_000465228,0.325803,0.450396
us_000530500,0.325803,0.463524
us_000524625,0.325803,0.480379
us_000603732,0.325803,0.500399
us_000523743,0.325803,0.594536
us_000539561,0.325803,0.963723
pr_000635955,0.317094,0.000000
pr_000842245,0.317094,0.000000
pr_001009309,0.317094,0.000000
pr_000748867,0.317094,0.000000
pr_001034557,0.317094,0.000615
us_000537342,0.317094,0.732035
us_000567515,0.317094,0.732083
us_000600035,0.317094,0.741568
us_000529597,0.317094,0.808170
us_000558766,0.317094,0.825407
us_000563288,0.317094,0.847271
us_000560290,0.317094,0.853299
us_000528598,0.317094,0.873666
us_000564345,0.317094,0.886521
us_000566630,0.317094,0.898832
us_000560376,0.317094,0.908010
us_000578631,0.317094,0.922510
us_000588860,0.317094,0.928031
us_000557642,0.317094,0.949973
us_000529715,0.317094,0.955120
us_000585321,0.317094,0.956440
us_000549832,0.317094,0.961709
us_000505296,0.317094,0.968901
us_000586269,0.317094,0.969787
us_000516360,0.317094,0.973293
us_000509398,0.317094,0.982052
us_000585696,0.317094,0.999161
us_000501474,0.317094,1.003110
us_000483697,0.317094,1.008599
us_000579479,0.317094,1.014174
us_000597724,0.317094,1.014977
us_000579413,0.317094,1.016111
us_000564102,0.317094,1.017550
us_000573240,0.317094,1.025851
us_000563240,0.317094,1.036758
us_000589377,0.317094,1.051975
us_000589379,0.317094,1.052851
us_000580639,0.317094,1.511296
us_000581010,0.309498,0.000000
us_000530063,0.309498,0.000069
us_000614687,0.309498,0.001531
us_000542833,0.309498,0.001644
us_000539911,0.309498,0.002237
us_000513632,0.309498,0.002671
us_000554377,0.309498,0.002693
us_000537959,0.309498,0.002808
us_000523134,0.309498,0.003060
us_000594298,0.309498,0.003538
us_000600268,0.309498,0.003691
us_000484320,0.309498,0.003812
us_000561913,0.309498,0.006069
us_000555203,0.309498,0.011067
us_000537875,0.309498,0.012501
us_000547744,0.309498,0.012600
us_000504361,0.309498,0.015834
us_000614300,0.309498,0.022775
us_000600454,0.309498,0.032029
us_000559656,0.309498,0.034876
us_000555091,0.309498,0.036532
