Product ID : 894 JPs covered : 186 : Acct-Tax, 
OID,Confidence at Map Node,Error at Map Node
us_000462039,0.703054, 0.406890
us_000474898,0.703054, 0.407233
us_000465468,0.703054, 0.407310
us_000483510,0.703054, 0.407376
us_000472246,0.703054, 0.407376
us_000466183,0.703054, 0.407376
us_000476118,0.703054, 0.407376
us_000478663,0.703054, 0.407376
us_000478834,0.703054, 0.407376
us_000480155,0.703054, 0.407376
us_000483449,0.703054, 0.407376
us_000493151,0.703054, 0.407376
us_000475652,0.703054, 0.407376
us_000493054,0.703054, 0.407376
us_000491148,0.703054, 0.407376
us_000469465,0.703054, 0.407376
us_000468819,0.703054, 0.407376
us_000481582,0.703054, 0.407376
us_000490002,0.703054, 0.407376
us_000461192,0.703054, 0.407376
us_000535376,0.703054, 0.407376
us_000471447,0.703054, 0.407376
us_000485748,0.703054, 0.407376
us_000490366,0.703054, 0.407376
us_000476417,0.703054, 0.407376
us_000477972,0.703054, 0.407376
us_000459365,0.703054, 0.407376
us_000489864,0.703054, 0.407376
us_000473182,0.703054, 0.407376
us_000469458,0.703054, 0.407537
us_000479602,0.703054, 0.408480
us_000493119,0.703054, 0.408619
us_000459353,0.703054, 0.408659
us_000460840,0.703054, 0.410458
us_000483695,0.703054, 0.410522
us_000492527,0.703054, 0.410865
us_000479524,0.703054, 0.411008
us_000461898,0.703054, 0.411008
us_000462984,0.703054, 0.411008
us_000500120,0.703054, 0.411008
us_000474563,0.703054, 0.411008
us_000477033,0.703054, 0.411008
us_000465904,0.703054, 0.411008
us_000475708,0.703054, 0.411008
us_000479640,0.703054, 0.411008
us_000469903,0.703054, 0.411008
us_000480703,0.703054, 0.411008
us_000466500,0.703054, 0.411008
us_000473046,0.703054, 0.411008
us_000479365,0.703054, 0.411008
us_000469237,0.703054, 0.411008
us_000483716,0.703054, 0.411008
us_000471299,0.703054, 0.411008
us_000464851,0.703054, 0.411008
us_000486231,0.703054, 0.411008
us_000322381,0.703054, 0.411008
us_000470127,0.703054, 0.411008
us_000474872,0.703054, 0.411008
us_000484317,0.703054, 0.411008
us_000470779,0.703054, 0.411008
us_000464912,0.703054, 0.411008
us_000471041,0.703054, 0.411008
us_000469236,0.703054, 0.411008
us_000491174,0.703054, 0.411008
us_000464889,0.703054, 0.411008
us_000262766,0.703054, 0.411008
us_000470759,0.703054, 0.411008
us_000464865,0.703054, 0.411008
us_000484319,0.703054, 0.411008
us_000230080,0.703054, 0.411008
us_000464951,0.703054, 0.411008
us_000481886,0.703054, 0.411008
us_000474868,0.703054, 0.411008
us_000471327,0.703054, 0.411008
us_000479735,0.703054, 0.411008
us_000465533,0.703054, 0.411008
us_000225786,0.703054, 0.411008
us_000470113,0.703054, 0.411008
us_000487139,0.703054, 0.411008
us_000497060,0.703054, 0.411008
us_000481885,0.703054, 0.411008
us_000464911,0.703054, 0.411008
us_000479750,0.703054, 0.411008
us_000465990,0.703054, 0.411008
us_000484769,0.703054, 0.411008
us_000313839,0.703054, 0.411008
us_000468408,0.703054, 0.411008
us_000297929,0.703054, 0.411008
us_000488092,0.703054, 0.411008
us_000476557,0.703054, 0.411461
us_000474018,0.703054, 0.411461
us_000489296,0.703054, 0.411461
us_000486160,0.703054, 0.411461
us_000470837,0.703054, 0.412291
us_000504659,0.703054, 0.412452
us_000462337,0.703054, 0.414071
us_000142209,0.703054, 0.414242
us_000464664,0.703054, 0.414513
us_000491416,0.703054, 0.414513
us_000289150,0.703054, 0.414513
us_000462803,0.703054, 0.414518
us_000472009,0.703054, 0.414518
us_000490473,0.703054, 0.414656
us_000150610,0.703054, 0.414656
us_000485531,0.703054, 0.414656
us_000105461,0.703054, 0.414656
us_000466871,0.703054, 0.414656
us_000479154,0.703054, 0.414656
us_000463522,0.703054, 0.414656
us_000463941,0.703054, 0.414656
us_000476819,0.703054, 0.414656
us_000479390,0.703054, 0.414656
us_000493450,0.703054, 0.414656
us_000465273,0.703054, 0.414656
us_000465863,0.703054, 0.414656
us_000486536,0.703054, 0.414656
us_000474745,0.703054, 0.414656
us_000464755,0.703054, 0.414656
us_000469093,0.703054, 0.414656
us_000477425,0.703054, 0.414656
us_000469013,0.703054, 0.414656
us_000464261,0.703054, 0.414656
us_000476947,0.703054, 0.414656
us_000479398,0.703054, 0.414656
us_000476738,0.703054, 0.414656
us_000475828,0.703054, 0.414656
us_000473150,0.703054, 0.414656
us_000466691,0.703054, 0.414656
us_000476790,0.703054, 0.414656
us_000461828,0.703054, 0.414656
us_000493484,0.703054, 0.414656
us_000224993,0.703054, 0.414656
us_000472123,0.703054, 0.414656
us_000476722,0.703054, 0.414656
us_000464488,0.703054, 0.414656
us_000479165,0.703054, 0.414656
us_000464594,0.703054, 0.414656
us_000474731,0.703054, 0.414656
us_000464522,0.703054, 0.414656
us_000465848,0.703054, 0.414656
us_000465626,0.703054, 0.414656
us_000477028,0.703054, 0.414656
us_000464414,0.703054, 0.414656
us_000466623,0.703054, 0.414656
us_000492962,0.703054, 0.414656
us_000549371,0.703054, 0.414656
us_000471405,0.703054, 0.414656
us_000585585,0.703054, 0.414656
us_000476746,0.703054, 0.414656
us_000472093,0.703054, 0.414656
us_000492811,0.703054, 0.414656
us_000481825,0.703054, 0.414656
us_000486090,0.703054, 0.414656
us_000266857,0.703054, 0.414656
us_000478251,0.703054, 0.414656
us_000533284,0.703054, 0.414656
us_000471544,0.703054, 0.414656
us_000484750,0.703054, 0.414656
us_000485786,0.703054, 0.414656
us_000461627,0.703054, 0.414656
us_000474328,0.703054, 0.414656
us_000492929,0.703054, 0.414656
us_000464380,0.703054, 0.414656
us_000483585,0.703054, 0.414656
us_000461383,0.703054, 0.414656
us_000466592,0.703054, 0.414656
us_000483273,0.703054, 0.414656
us_000466631,0.703054, 0.414656
us_000476883,0.703054, 0.414656
us_000464576,0.703054, 0.414656
us_000487502,0.703054, 0.414656
us_000465405,0.703054, 0.414656
us_000484783,0.703054, 0.414656
us_000462509,0.703054, 0.414656
us_000493755,0.703054, 0.414656
us_000474329,0.703054, 0.414656
us_000492407,0.703054, 0.414656
us_000483541,0.703054, 0.414656
us_000465039,0.703054, 0.414656
us_000486984,0.703054, 0.414656
us_000474976,0.703054, 0.414656
us_000459434,0.703054, 0.414656
us_000490013,0.703054, 0.414656
us_000458589,0.703054, 0.414656
us_000489762,0.703054, 0.414656
us_000186986,0.703054, 0.414656
us_000477273,0.703054, 0.414656
us_000483323,0.703054, 0.414656
us_000464400,0.703054, 0.414656
us_000478963,0.703054, 0.414656
us_000484412,0.703054, 0.414656
us_000464678,0.703054, 0.414656
us_000469084,0.703054, 0.414656
us_000262708,0.703054, 0.414656
us_000475623,0.703054, 0.414656
us_000004742,0.703054, 0.414656
us_000466747,0.703054, 0.414656
us_000484656,0.703054, 0.414656
us_000468350,0.703054, 0.414656
us_000459440,0.703054, 0.414656
us_000549010,0.703054, 0.414656
us_000472433,0.703054, 0.414656
us_000458770,0.703054, 0.414656
us_000492364,0.703054, 0.414656
us_000463977,0.703054, 0.414656
us_000493691,0.703054, 0.414656
us_000193202,0.703054, 0.414656
us_000473802,0.703054, 0.414656
us_000484748,0.703054, 0.414656
us_000535663,0.703054, 0.414656
us_000377074,0.703054, 0.414656
us_000463481,0.703054, 0.414656
us_000464383,0.703054, 0.414656
us_000479691,0.703054, 0.414656
us_000487652,0.703054, 0.414656
us_000488491,0.703054, 0.414656
us_000492482,0.703054, 0.414656
us_000388960,0.703054, 0.414656
us_000493606,0.703054, 0.414656
us_000483501,0.703054, 0.414656
us_000461846,0.703054, 0.414656
us_000484331,0.703054, 0.414656
us_000474612,0.703054, 0.414656
us_000472548,0.703054, 0.414656
us_000470906,0.703054, 0.414656
us_000153656,0.703054, 0.414656
us_000374400,0.703054, 0.414656
us_000469222,0.703054, 0.414656
us_000461655,0.703054, 0.414656
us_000464654,0.703054, 0.414656
us_000465264,0.703054, 0.414656
us_000465097,0.703054, 0.414656
us_000463548,0.703054, 0.414656
us_000474915,0.703054, 0.414656
us_000293335,0.703054, 0.414656
us_000465250,0.703054, 0.414656
us_000462174,0.703054, 0.414656
us_000491535,0.703054, 0.414656
us_000027045,0.703054, 0.414656
us_000213360,0.703054, 0.414656
us_000489035,0.703054, 0.414656
us_000459292,0.703054, 0.414656
us_000464482,0.703054, 0.414656
us_000489716,0.703054, 0.414656
us_000483763,0.703054, 0.414656
us_000483762,0.703054, 0.414656
us_000485774,0.703054, 0.414656
us_000462467,0.703054, 0.414656
us_000476577,0.703054, 0.414656
us_000481153,0.703054, 0.414656
us_000482842,0.703054, 0.414656
us_000469224,0.703054, 0.414656
us_000484321,0.703054, 0.414656
us_000511056,0.703054, 0.415110
us_000539750,0.703054, 0.415355
us_000281632,0.703054, 0.415530
us_000534107,0.703054, 0.416100
us_000467769,0.703054, 0.416571
us_000486932,0.703054, 0.417502
us_000484578,0.703054, 0.417502
us_000486944,0.703054, 0.417502
us_000489713,0.703054, 0.417502
us_000476470,0.703054, 0.417720
us_000464266,0.703054, 0.421346
us_000458866,0.703054, 0.423258
us_000463050,0.703054, 0.434155
us_000459074,0.703054, 0.434155
us_000276614,0.703054, 0.434553
us_000476252,0.703054, 0.435853
us_000531329,0.703054, 0.440754
us_000493719,0.703054, 0.441348
us_000473786,0.703054, 0.441404
us_000504757,0.703054, 0.446892
us_000463157,0.703054, 0.450495
us_000483479,0.703054, 0.450495
us_000464084,0.703054, 0.454144
us_000484323,0.703054, 0.454144
us_000481632,0.703054, 0.454144
us_000364994,0.703054, 0.454144
us_000357642,0.703054, 0.454144
us_000475619,0.703054, 0.459970
us_000148328,0.703054, 0.470036
us_000469541,0.703054, 0.470207
us_000377287,0.703054, 0.479787
us_000464674,0.703054, 0.483850
us_000463992,0.703054, 0.513172
us_000463571,0.703054, 0.514169
pr_000919648,0.568215, 0.000274
pr_000991609,0.568215, 0.000883
pr_000518723,0.568215, 0.001697
pr_000757497,0.568215, 0.002248
pr_000877258,0.568215, 0.002374
us_000366786,0.568215, 1.304437
us_000464601,0.568215, 1.625998
us_000470066,0.568215, 1.633452
us_000506155,0.568215, 1.685220
us_000473191,0.568215, 1.725974
us_000535363,0.568215, 1.732533
us_000463821,0.568215, 1.741480
us_000493430,0.568215, 1.755951
us_000505241,0.568215, 1.772859
us_000499423,0.568215, 1.783635
us_000459041,0.568215, 1.813816
us_000459064,0.568215, 1.923094
us_000384168,0.568215, 1.956023
us_000532165,0.398335, 0.579936
us_000533919,0.398335, 0.698203
us_000498827,0.398335, 0.698203
us_000490461,0.398335, 0.723323
us_000498863,0.398335, 0.797638
us_000537246,0.398335, 0.836302
us_000499739,0.398335, 0.855401
us_000499741,0.398335, 0.855401
us_000533535,0.398335, 0.855401
us_000549933,0.398335, 0.855401
us_000521687,0.398335, 0.855401
us_000550137,0.398335, 0.855401
us_000533536,0.398335, 0.855401
us_000521679,0.398335, 0.855401
us_000533891,0.398335, 0.855401
us_000548928,0.398335, 0.855401
us_000500233,0.398335, 0.858531
us_000474052,0.398335, 0.866074
us_000471256,0.398335, 0.867611
us_000532643,0.398335, 0.873103
us_000538221,0.398335, 0.874908
us_000521105,0.398335, 0.874908
us_000533523,0.398335, 0.874908
us_000521005,0.398335, 0.874908
us_000507694,0.398335, 0.874908
us_000522103,0.398335, 0.874908
us_000532305,0.398335, 0.874908
us_000509089,0.398335, 0.874908
us_000497641,0.398335, 0.874908
us_000532264,0.398335, 0.874908
us_000521641,0.398335, 0.874908
us_000538224,0.398335, 0.874908
us_000507725,0.398335, 0.874908
us_000609834,0.398335, 0.874908
us_000533475,0.398335, 0.874908
us_000533327,0.398335, 0.874908
us_000550277,0.398335, 0.874908
us_000507494,0.398335, 0.874908
us_000524194,0.398335, 0.874908
us_000505574,0.398335, 0.875544
us_000498988,0.398335, 0.877845
us_000482905,0.398335, 0.878953
us_000532293,0.398335, 0.884384
us_000532307,0.398335, 0.892610
us_000531423,0.398335, 0.893723
us_000532915,0.398335, 0.898194
us_000585394,0.398335, 0.904682
us_000504991,0.398335, 0.907303
us_000551621,0.398335, 0.907401
us_000458618,0.398335, 0.911425
pr_001198584,0.282764, 0.000000
pr_000814783,0.282764, 0.000000
us_000496114,0.282764, 0.000000
us_000573227,0.282764, 0.000000
us_000481137,0.282764, 0.000000
pr_001941589,0.282764, 0.000000
us_000577829,0.282764, 0.000001
pr_000513551,0.282764, 0.000001
pr_000614600,0.282764, 0.000001
pr_000551188,0.282764, 0.000001
pr_000631065,0.282764, 0.000001
pr_000526052,0.282764, 0.000001
pr_000714615,0.282764, 0.000001
pr_000513540,0.282764, 0.000001
pr_000545337,0.282764, 0.000001
pr_000655916,0.282764, 0.000001
pr_000697351,0.282764, 0.000001
pr_000660291,0.282764, 0.000001
pr_000655882,0.282764, 0.000001
pr_000654567,0.282764, 0.000001
pr_000553069,0.282764, 0.000001
us_000530242,0.282764, 0.000002
us_000547951,0.282764, 0.000002
us_000515737,0.282764, 0.000002
us_000529144,0.282764, 0.000002
us_000612709,0.282764, 0.000002
us_000591596,0.282764, 0.000002
us_000572551,0.282764, 0.000002
us_000560463,0.282764, 0.000002
us_000576830,0.282764, 0.000002
us_000530622,0.282764, 0.000002
us_000549007,0.282764, 0.000002
us_000530060,0.282764, 0.000002
us_000505450,0.282764, 0.000002
us_000601304,0.282764, 0.000002
us_000536461,0.282764, 0.000002
us_000504152,0.282764, 0.000002
us_000604155,0.282764, 0.000002
pr_001941219,0.282764, 0.000010
pr_000749982,0.282764, 0.000010
pr_001883997,0.282764, 0.000037
pr_000655520,0.282764, 0.000051
pr_000818477,0.282764, 0.000057
pr_001873355,0.282764, 0.000095
pr_002040546,0.282764, 0.000167
pr_002040369,0.282764, 0.000191
pr_001853319,0.282764, 0.000201
pr_002051454,0.282764, 0.000218
pr_002139481,0.282764, 0.000680
us_000563377,0.282764, 0.000709
pr_002134126,0.282764, 0.009957
us_000458554,0.282764, 0.330709
us_000466959,0.282764, 0.448249
us_000480403,0.282764, 0.503780
us_000458939,0.282764, 0.509733
us_000486228,0.282764, 0.521016
us_000466168,0.282764, 0.524782
us_000027616,0.282764, 0.537985
us_000463844,0.282764, 0.552159
us_000476874,0.282764, 0.557482
us_000296051,0.282764, 0.562023
us_000389219,0.282764, 0.562883
us_000458595,0.282764, 0.567827
us_000469033,0.282764, 0.569564
us_000505588,0.282764, 0.569709
us_000483459,0.282764, 0.569948
us_000463807,0.282764, 0.574508
us_000183996,0.282764, 0.574982
us_000478207,0.282764, 0.575554
us_000576267,0.282764, 0.575628
us_000136652,0.282764, 0.576363
us_000432327,0.282764, 0.576389
us_000100442,0.282764, 0.577565
us_000467908,0.282764, 0.581068
us_000506276,0.282764, 0.581475
us_000483450,0.282764, 0.583843
us_000485785,0.282764, 0.585980
us_000466182,0.282764, 0.589138
us_000486086,0.282764, 0.593114
us_000539130,0.282764, 0.593456
us_000461452,0.282764, 0.594986
us_000386905,0.282764, 0.595508
us_000461656,0.282764, 0.596101
us_000505350,0.282764, 0.598779
us_000505172,0.282764, 0.599708
us_000308951,0.282764, 0.600259
us_000485754,0.282764, 0.601836
us_000534548,0.282764, 0.602192
us_000030550,0.282764, 0.606841
us_000466180,0.282764, 0.608192
us_000477650,0.282764, 0.617752
us_000469751,0.282764, 0.617918
us_000458664,0.282764, 0.618839
us_000505887,0.282764, 0.623629
us_000464568,0.282764, 0.624745
us_000500893,0.282764, 0.629229
us_000462059,0.282764, 0.630470
us_000476828,0.282764, 0.633970
us_000469021,0.282764, 0.634570
us_000491343,0.282764, 0.635887
us_000485788,0.282764, 0.646553
us_000458580,0.282764, 0.649572
us_000461480,0.282764, 0.649697
us_000587915,0.282764, 0.650495
us_000183385,0.282764, 0.650495
us_000108017,0.282764, 0.651806
us_000260600,0.282764, 0.651902
us_000539137,0.282764, 0.652259
us_000505539,0.282764, 0.653860
us_000114080,0.282764, 0.654204
us_000539197,0.282764, 0.654661
us_000458977,0.282764, 0.655450
us_000334219,0.282764, 0.656732
us_000505230,0.282764, 0.657755
us_000466749,0.282764, 0.665264
us_000458582,0.282764, 0.666079
us_000478315,0.282764, 0.666764
us_000473846,0.282764, 0.668007
us_000553914,0.282764, 0.669104
us_000464524,0.282764, 0.669728
us_000463959,0.282764, 0.670551
us_000482978,0.282764, 0.670876
us_000536010,0.282764, 0.670907
us_000576543,0.282764, 0.673838
us_000505470,0.282764, 0.677411
us_000135319,0.282764, 0.683136
us_000506126,0.282764, 0.683152
us_000505912,0.282764, 0.683674
us_000474084,0.282764, 0.683938
us_000506440,0.282764, 0.683947
us_000027687,0.282764, 0.687070
us_000466599,0.282764, 0.687160
us_000505522,0.282764, 0.687221
us_000576272,0.282764, 0.688394
us_000537240,0.282764, 0.688793
us_000463814,0.282764, 0.696183
us_000469990,0.282764, 0.699754
us_000461661,0.282764, 0.701240
us_000429425,0.282764, 0.702977
us_000460682,0.282764, 0.710457
us_000506067,0.282764, 0.713669
us_000497678,0.282764, 0.732845
us_000474530,0.282764, 0.749732
us_000580717,0.282764, 0.759552
us_000459261,0.282764, 0.789819
us_000539181,0.282764, 0.809532
us_000472013,0.282764, 0.857726
us_000462058,0.282764, 0.897044
us_000133814,0.282764, 0.916410
us_000477615,0.282764, 0.932965
