Product ID : 211 # of JPs covered : 1 : 214 : Insurance Litigation, 
OID,Confidence at Map Node,Error at Map Node
us_000568466,0.914608, 0.515487
us_000462975,0.914608, 0.515487
us_000609537,0.914608, 0.515487
us_000542810,0.914608, 0.515487
us_000480800,0.914608, 0.515487
us_000567255,0.914608, 0.515487
us_000466046,0.914608, 0.515487
us_000460082,0.914608, 0.515487
us_000462413,0.914608, 0.515487
us_000601489,0.914608, 0.515487
us_000487972,0.914608, 0.515487
us_000489559,0.914608, 0.515487
us_000462551,0.914608, 0.515487
us_000603042,0.914608, 0.515487
us_000462149,0.914608, 0.515487
us_000142182,0.914608, 0.515487
us_000486912,0.914608, 0.515487
us_000461635,0.914608, 0.515487
us_000478120,0.914608, 0.515487
us_000563555,0.914608, 0.515487
us_000462218,0.914608, 0.515487
us_000461321,0.914608, 0.515487
us_000567887,0.914608, 0.515487
us_000489191,0.914608, 0.515487
us_000570497,0.914608, 0.515487
us_000554065,0.914608, 0.515487
us_000489740,0.914608, 0.515487
us_000127968,0.914608, 0.515487
us_000599263,0.914608, 0.515487
us_000275210,0.914608, 0.515487
us_000465074,0.914608, 0.515487
us_000604642,0.914608, 0.515487
us_000570998,0.914608, 0.515487
us_000533318,0.914608, 0.515487
us_000480980,0.914608, 0.515487
us_000489435,0.914608, 0.515487
us_000477498,0.914608, 0.515487
us_000599042,0.914608, 0.515487
us_000465536,0.914608, 0.515487
us_000461892,0.914608, 0.515487
us_000600587,0.914608, 0.515487
us_000598938,0.914608, 0.515487
us_000566261,0.914608, 0.515487
us_000537984,0.914608, 0.515487
us_000488645,0.914608, 0.515487
us_000490884,0.914608, 0.515487
us_000480124,0.914608, 0.515487
us_000568043,0.914608, 0.515487
us_000460282,0.914608, 0.515487
us_000564529,0.914608, 0.515487
us_000609483,0.914608, 0.515487
us_000465143,0.914608, 0.515487
us_000519962,0.914608, 0.515487
us_000479240,0.914608, 0.515487
us_000565323,0.914608, 0.515487
us_000481121,0.914608, 0.515487
us_000562156,0.914608, 0.515487
us_000465030,0.914608, 0.515487
us_000486828,0.914608, 0.515487
us_000489313,0.914608, 0.515487
us_000462967,0.914608, 0.515487
us_000477292,0.914608, 0.515487
us_000568041,0.914608, 0.515487
us_000462146,0.914608, 0.515487
us_000552832,0.914608, 0.515487
us_000569810,0.914608, 0.515487
us_000478935,0.914608, 0.515487
us_000462370,0.914608, 0.515487
us_000534029,0.914608, 0.515487
us_000479689,0.914608, 0.515487
us_000522986,0.914608, 0.515487
us_000179658,0.914608, 0.515487
us_000540086,0.914608, 0.515487
us_000565265,0.914608, 0.515644
us_000477984,0.914608, 0.515697
us_000598651,0.914608, 0.515750
us_000535310,0.914608, 0.515750
us_000518734,0.914608, 0.515750
us_000486842,0.914608, 0.515750
us_000606307,0.914608, 0.515917
us_000486965,0.914608, 0.516110
us_000459890,0.914608, 0.516253
us_000491810,0.914608, 0.516260
us_000556145,0.914608, 0.516384
us_000479970,0.914608, 0.516526
us_000555852,0.914608, 0.517048
us_000586545,0.914608, 0.520081
us_000594237,0.914608, 0.520830
us_000474485,0.914608, 0.523008
us_000480133,0.914608, 0.523562
us_000515392,0.914608, 0.523689
us_000549847,0.914608, 0.525692
us_000567129,0.914608, 0.529024
us_000534831,0.914608, 0.529721
us_000489988,0.914608, 0.529894
us_000473330,0.914608, 0.530446
us_000483991,0.914608, 0.532438
us_000514812,0.914608, 0.532798
us_000495025,0.914608, 0.539538
us_000564955,0.914608, 0.543760
us_000597140,0.914608, 0.546415
us_000481125,0.914608, 0.546974
us_000488591,0.914608, 0.548248
us_000475050,0.914608, 0.551531
us_000535072,0.914608, 0.559299
us_000594980,0.914608, 0.562987
us_000569371,0.914608, 0.563341
us_000517821,0.914608, 0.568210
us_000573241,0.914608, 0.573879
us_000574002,0.914608, 0.576570
us_000253530,0.914608, 0.582115
us_000467250,0.914608, 0.585286
us_000535062,0.914608, 0.618764
us_000599047,0.914608, 0.629906
us_000542770,0.914608, 0.630441
us_000496882,0.914608, 0.645453
us_000459171,0.914608, 0.710634
us_000519493,0.914608, 0.744580
us_000498284,0.914608, 0.746585
us_000471840,0.914608, 1.003618
pr_000550375,0.894291, 0.000000
us_000499173,0.894291, 0.000003
us_000508119,0.894291, 0.000003
us_000550317,0.894291, 0.013201
us_000475730,0.855656, 0.410222
us_000551352,0.855656, 0.421327
us_000520750,0.855656, 0.421327
us_000551374,0.855656, 0.421327
us_000475893,0.855656, 0.438392
us_000486963,0.855656, 0.440682
us_000549625,0.855656, 0.447919
us_000480985,0.855656, 0.447919
us_000227340,0.855656, 0.447919
us_000477290,0.855656, 0.447919
us_000489726,0.855656, 0.447919
us_000479930,0.855656, 0.447919
us_000385840,0.855656, 0.457438
us_000179559,0.855656, 0.458187
us_000597605,0.855656, 0.460271
us_000597781,0.855656, 0.461416
us_000564403,0.855656, 0.462437
us_000008592,0.855656, 0.462572
us_000472976,0.855656, 0.463080
us_000592812,0.855656, 0.466881
us_000485570,0.855656, 0.468731
us_000271198,0.855656, 0.472386
us_000584478,0.855656, 0.472555
us_000476637,0.855656, 0.475570
us_000580619,0.855656, 0.478624
us_000598650,0.855656, 0.479948
us_000566699,0.855656, 0.484470
us_000480716,0.855656, 0.487080
us_000010644,0.855656, 0.488178
us_000418420,0.855656, 0.489164
us_000086777,0.855656, 0.489901
us_000545787,0.855656, 0.490187
us_000543809,0.855656, 0.491313
us_000551113,0.855656, 0.492585
us_000566150,0.855656, 0.492585
us_000472401,0.855656, 0.492585
us_000480728,0.855656, 0.492585
us_000607649,0.855656, 0.492585
us_000462360,0.855656, 0.492585
us_000563459,0.855656, 0.493643
us_000581400,0.855656, 0.494629
us_000564696,0.855656, 0.494629
us_000564660,0.855656, 0.494629
us_000537927,0.855656, 0.494629
us_000476653,0.855656, 0.494933
us_000490441,0.855656, 0.495485
us_000535925,0.855656, 0.498198
us_000481188,0.855656, 0.499148
us_000293463,0.855656, 0.499667
us_000474880,0.855656, 0.499667
us_000537971,0.855656, 0.500134
us_000459983,0.855656, 0.500134
us_000580280,0.855656, 0.504824
us_000550504,0.855656, 0.516185
us_000483015,0.855656, 0.531480
us_000549776,0.855656, 0.537598
pr_001065108,0.832963, 0.000010
pr_000242141,0.832963, 0.000049
us_000587717,0.832963, 0.001121
us_000590095,0.832963, 0.003479
us_000266417,0.832963, 0.005050
us_000563947,0.832963, 0.025774
us_000459385,0.832963, 0.393964
us_000461358,0.832963, 0.397769
us_000476600,0.832963, 0.400889
us_000458558,0.832963, 0.404694
us_000609786,0.832963, 0.409466
us_000538586,0.832963, 0.412527
us_000130528,0.832963, 0.412778
us_000553024,0.832963, 0.414733
us_000522992,0.832963, 0.414783
us_000485364,0.832963, 0.415582
us_000462355,0.832963, 0.417026
us_000462314,0.832963, 0.423350
us_000586489,0.832963, 0.450106
us_000613033,0.832963, 0.462916
us_000587375,0.832963, 0.491318
us_000566315,0.787723, 0.000081
us_000476449,0.787723, 0.385663
us_000613606,0.787723, 0.395999
us_000592235,0.787723, 0.397088
us_000553429,0.787723, 0.415702
us_000568068,0.787723, 0.422277
us_000480962,0.787723, 0.422277
us_000475242,0.787723, 0.422277
us_000534146,0.787723, 0.422277
us_000535755,0.787723, 0.422277
us_000131848,0.787723, 0.422277
us_000532596,0.787723, 0.456374
pr_001643435,0.781238, 0.000000
pr_001718973,0.781238, 0.000000
pr_000760423,0.781238, 0.000000
pr_000710137,0.781238, 0.000000
pr_000953259,0.781238, 0.000000
pr_001628343,0.781238, 0.000000
pr_001390539,0.781238, 0.000000
us_000488318,0.781238, 0.000001
pr_001845361,0.781238, 0.000038
us_000459530,0.781238, 0.000052
us_000460004,0.781238, 0.000052
us_000459487,0.781238, 0.000052
us_000459758,0.781238, 0.000052
us_000575384,0.781238, 0.000555
us_000538797,0.781238, 0.001926
us_000533988,0.781238, 0.003751
us_000465799,0.781238, 0.004693
us_000458577,0.781238, 0.004889
us_000538969,0.781238, 0.007271
us_000473601,0.781238, 0.008276
us_000462607,0.781238, 0.010742
us_000501934,0.781238, 0.011259
us_000543614,0.781238, 0.011882
us_000492774,0.781238, 0.013336
us_000487587,0.781238, 0.014210
us_000538793,0.781238, 0.017882
us_000044950,0.781238, 0.018035
us_000491344,0.781238, 0.019068
us_000554495,0.781238, 0.020253
us_000481438,0.781238, 0.023894
us_000512595,0.781238, 0.030840
us_000468357,0.781238, 0.035594
us_000488084,0.781238, 0.044254
us_000556524,0.781238, 0.046819
us_000264749,0.781238, 0.054775
us_000593451,0.781238, 0.066483
us_000017515,0.781238, 0.121218
us_000458909,0.781238, 0.160302
pr_001677631,0.773361, 0.000000
pr_000957806,0.773361, 0.000000
pr_000488968,0.773361, 0.000000
us_000541768,0.773361, 0.000026
us_000524664,0.773361, 0.000026
us_000524223,0.773361, 0.000026
us_000523537,0.773361, 0.000026
us_000534998,0.773361, 0.000026
us_000538278,0.773361, 0.000026
us_000537928,0.773361, 0.000026
us_000538707,0.773361, 0.000026
us_000541332,0.773361, 0.000026
us_000497954,0.773361, 0.000026
us_000538659,0.773361, 0.000026
us_000496805,0.773361, 0.000026
us_000551047,0.773361, 0.000246
us_000550975,0.773361, 0.000246
us_000521780,0.773361, 0.000246
us_000534955,0.773361, 0.000246
us_000523543,0.773361, 0.000311
us_000490899,0.773361, 0.001201
us_000516486,0.773361, 0.035064
us_000516355,0.773361, 0.046781
us_000510267,0.773361, 0.104269
us_000515722,0.773361, 0.373790
us_000475276,0.773361, 0.377674
us_000481100,0.773361, 0.391100
us_000557722,0.773361, 0.392285
us_000544251,0.773361, 0.418682
us_000431333,0.773361, 0.432561
us_000499625,0.773361, 0.440425
us_000560042,0.773361, 0.445494
us_000517669,0.773361, 0.454248
us_000518473,0.688693, 0.000017
us_000566219,0.688693, 0.000017
us_000569411,0.688693, 0.000017
us_000518763,0.688693, 0.000017
us_000547890,0.688693, 0.000017
us_000498534,0.688693, 0.000017
us_000529483,0.688693, 0.000017
us_000528490,0.688693, 0.000017
us_000512754,0.688693, 0.000017
us_000498669,0.688693, 0.000017
us_000544409,0.688693, 0.000017
us_000527199,0.688693, 0.000017
us_000517826,0.688693, 0.000017
us_000527486,0.688693, 0.000017
us_000509848,0.688693, 0.000017
us_000510522,0.688693, 0.000060
us_000499401,0.688693, 0.000060
us_000490417,0.688693, 0.000077
us_000529299,0.688693, 0.000128
us_000511958,0.688693, 0.000128
us_000574943,0.688693, 0.000128
us_000569753,0.688693, 0.000182
us_000498568,0.688693, 0.002052
us_000569209,0.688693, 0.002656
us_000548710,0.688693, 0.005820
us_000549337,0.688693, 0.043172
us_000584346,0.688693, 0.279290
us_000564614,0.688693, 0.286104
us_000614723,0.688693, 0.287976
us_000613601,0.688693, 0.296309
us_000560007,0.688693, 0.299308
us_000498123,0.688693, 0.299345
us_000551033,0.688693, 0.303727
us_000581984,0.688693, 0.304373
us_000613618,0.688693, 0.413255
us_000587773,0.688693, 0.477963
pr_000608002,0.648351, 0.000000
pr_000209863,0.648351, 0.000000
us_000462261,0.648351, 0.000127
us_000546367,0.648351, 0.000241
us_000465182,0.648351, 0.000429
us_000556487,0.648351, 0.000752
us_000584145,0.648351, 0.000874
us_000597300,0.648351, 0.000874
us_000533308,0.648351, 0.000894
us_000510268,0.648351, 0.001011
us_000582182,0.648351, 0.001028
us_000548557,0.648351, 0.001148
us_000459524,0.648351, 0.001264
us_000578626,0.648351, 0.001513
us_000460784,0.648351, 0.001907
us_000533309,0.648351, 0.002233
us_000492007,0.648351, 0.002486
us_000485956,0.648351, 0.002738
us_000547777,0.648351, 0.003972
us_000599324,0.648351, 0.004139
us_000538701,0.648351, 0.004466
us_000499872,0.648351, 0.004611
us_000499245,0.648351, 0.004666
us_000600516,0.648351, 0.005915
us_000525708,0.648351, 0.007016
us_000558556,0.648351, 0.011390
us_000602235,0.648351, 0.011393
us_000477630,0.648351, 0.020052
us_000615325,0.648351, 0.023446
us_000464782,0.648351, 0.027021
us_000499249,0.648351, 0.034275
us_000565211,0.648351, 0.057675
us_000560133,0.648351, 0.075540
us_000548442,0.475944, 0.000011
us_000521362,0.475944, 0.000143
us_000471988,0.475944, 0.022028
pr_001711814,0.475944, 0.205585
pr_001904634,0.475944, 0.205585
pr_001903673,0.475944, 0.205585
pr_001626171,0.475944, 0.205585
pr_000885710,0.475944, 0.206072
pr_001024721,0.475944, 0.206568
pr_001617571,0.475944, 0.206568
pr_001079643,0.475944, 0.209256
pr_001684363,0.475944, 0.209256
pr_001162266,0.475944, 0.209256
pr_001143200,0.475944, 0.209256
pr_001021084,0.475944, 0.209256
pr_000921951,0.475944, 0.209368
pr_001023297,0.475944, 0.212693
pr_001025714,0.475944, 0.212693
pr_001697181,0.475944, 0.212693
pr_000998111,0.475944, 0.212693
pr_001684359,0.475944, 0.212693
pr_001685266,0.475944, 0.212693
pr_001077097,0.475944, 0.212693
pr_000611954,0.302951, 0.000000
pr_000785386,0.302951, 0.000000
pr_000712139,0.302951, 0.000002
pr_000695874,0.302951, 0.000002
us_000486226,0.302951, 0.000002
us_000484125,0.302951, 0.000002
us_000473772,0.302951, 0.000002
us_000461521,0.302951, 0.000002
pr_001099355,0.302951, 0.000002
pr_001118583,0.302951, 0.000002
pr_000717781,0.302951, 0.000002
pr_001155014,0.302951, 0.000002
pr_001022302,0.302951, 0.000002
pr_001007977,0.302951, 0.000002
pr_000727540,0.302951, 0.000002
pr_001049939,0.302951, 0.000002
pr_000826564,0.302951, 0.000002
pr_000779660,0.302951, 0.000002
pr_000637046,0.302951, 0.000002
pr_001007840,0.302951, 0.000006
pr_001819424,0.302951, 0.000006
pr_001608498,0.302951, 0.000006
pr_000971655,0.302951, 0.000008
pr_000902448,0.302951, 0.000012
pr_000740398,0.302951, 0.000015
pr_000208917,0.302951, 0.000027
pr_000424327,0.302951, 0.000095
pr_001592009,0.302951, 0.000106
pr_000819355,0.302951, 0.000289
us_000295676,0.302951, 0.001008
us_000495364,0.302951, 0.004767
us_000480992,0.302951, 0.006368
us_000491159,0.302951, 2.084559
us_000487058,0.302951, 2.085369
us_000486148,0.302951, 2.177407
us_000491118,0.302951, 2.251393
us_000491121,0.302951, 2.260760
us_000491163,0.302951, 2.276869
us_000535517,0.302951, 2.453020
us_000516772,0.302951, 2.516462
us_000460306,0.302951, 2.562034
us_000504837,0.302951, 2.628426
us_000496594,0.302951, 2.645674
us_000465793,0.302951, 2.771010
pr_002104924,0.296768, 0.000002
pr_002111653,0.296768, 0.000002
pr_001845455,0.296768, 0.000012
pr_001655158,0.296768, 0.099943
pr_000943872,0.296768, 0.101666
pr_001688881,0.296768, 0.101886
pr_001693459,0.296768, 0.101886
pr_001021355,0.296768, 0.102584
pr_000836671,0.296768, 0.103530
pr_001686897,0.296768, 0.103877
pr_001689670,0.296768, 0.104566
pr_001686615,0.296768, 0.104566
pr_001680337,0.296768, 0.104892
pr_001074961,0.296768, 0.105286
pr_001602755,0.296768, 0.105615
pr_001026513,0.296768, 0.105615
pr_000909371,0.296768, 0.105615
pr_001159124,0.296768, 0.105615
pr_001680212,0.296768, 0.105615
pr_001697702,0.296768, 0.105975
pr_001689860,0.296768, 0.105975
pr_001029338,0.296768, 0.105975
pr_001697291,0.296768, 0.105975
pr_001685193,0.296768, 0.106285
pr_001024220,0.296768, 0.107008
pr_001120748,0.296768, 0.107055
pr_001025717,0.296768, 0.107203
pr_001723715,0.296768, 0.107287
pr_001693020,0.296768, 0.107287
pr_001689191,0.296768, 0.107287
pr_001956657,0.296768, 0.107305
pr_001025087,0.296768, 0.107417
pr_000974757,0.296768, 0.107644
pr_000927976,0.296768, 0.107644
pr_001706974,0.296768, 0.107926
pr_000975706,0.296768, 0.107926
pr_001075512,0.296768, 0.107973
pr_001686583,0.296768, 0.107973
pr_001685921,0.296768, 0.107973
pr_001018678,0.296768, 0.107973
pr_001008841,0.296768, 0.107973
pr_001816838,0.296768, 0.107973
pr_000898367,0.296768, 0.107973
pr_000993399,0.296768, 0.107973
pr_000999685,0.296768, 0.107985
pr_000956723,0.296768, 0.108004
pr_000983781,0.296768, 0.108335
pr_000847662,0.296768, 0.108696
pr_000830527,0.296768, 0.108696
pr_000924657,0.296768, 0.108696
pr_001675260,0.296768, 0.108696
pr_000849938,0.296768, 0.108696
pr_001693641,0.296768, 0.108696
pr_001689867,0.296768, 0.108696
pr_001688093,0.296768, 0.108696
pr_001697211,0.296768, 0.108696
pr_001689858,0.296768, 0.108696
pr_001722628,0.296768, 0.108696
pr_001024426,0.296768, 0.108696
pr_001088164,0.296768, 0.108696
pr_001143226,0.296768, 0.108696
pr_000905797,0.296768, 0.108696
pr_001606057,0.296768, 0.108696
pr_000974751,0.296768, 0.108696
pr_001628057,0.296768, 0.108696
pr_001006324,0.296768, 0.108696
pr_000902018,0.296768, 0.108696
pr_001624067,0.296768, 0.108696
pr_000870811,0.296768, 0.108696
pr_001828598,0.296768, 0.108696
pr_001017964,0.296768, 0.108696
pr_001413974,0.296768, 0.108696
pr_001116039,0.296768, 0.108696
pr_001689781,0.296768, 0.108696
pr_000890507,0.296768, 0.108696
pr_001706051,0.296768, 0.108696
pr_000973548,0.296768, 0.108696
pr_000985128,0.296768, 0.108696
pr_001013612,0.296768, 0.108696
pr_001017942,0.296768, 0.108696
pr_001819269,0.296768, 0.108696
pr_001019002,0.296768, 0.108696
pr_001706984,0.296768, 0.108696
pr_001123232,0.296768, 0.108696
pr_000898987,0.296768, 0.108696
pr_001767622,0.296768, 0.108862
pr_001686933,0.296768, 0.109197
pr_001686804,0.296768, 0.109197
pr_001692671,0.296768, 0.109197
pr_001693460,0.296768, 0.109197
pr_001686930,0.296768, 0.109197
pr_001688857,0.296768, 0.109212
pr_002193519,0.296768, 0.109231
pr_000956275,0.296768, 0.109441
pr_000918185,0.296768, 0.109738
pr_001685162,0.296768, 0.109883
pr_001025757,0.296768, 0.109883
pr_001686215,0.296768, 0.109883
pr_001685910,0.296768, 0.109883
pr_000951353,0.296768, 0.109883
pr_000909152,0.296768, 0.109883
pr_000945444,0.296768, 0.109972
pr_001003847,0.296768, 0.110081
pr_001023361,0.296768, 0.110602
pr_001680203,0.296768, 0.110606
pr_000932995,0.296768, 0.110606
pr_001680292,0.296768, 0.110606
pr_001697844,0.296768, 0.110606
pr_000999927,0.296768, 0.110606
pr_001013168,0.296768, 0.110606
pr_000983523,0.296768, 0.110606
pr_001696290,0.296768, 0.110606
pr_001023268,0.296768, 0.110606
pr_001050932,0.296768, 0.110606
pr_001694166,0.296768, 0.110606
pr_001011025,0.296768, 0.110606
pr_001694138,0.296768, 0.110606
pr_001697239,0.296768, 0.110606
pr_000965412,0.296768, 0.110606
pr_001078661,0.296768, 0.110606
pr_000907886,0.296768, 0.110606
pr_000931545,0.296768, 0.110606
pr_000960502,0.296768, 0.110606
pr_000966343,0.296768, 0.110606
pr_001688389,0.296768, 0.110606
pr_000917665,0.296768, 0.110606
pr_001694134,0.296768, 0.110606
pr_001688032,0.296768, 0.110606
pr_001623465,0.296768, 0.110606
pr_001406424,0.296768, 0.110606
pr_000940047,0.296768, 0.110657
pr_000933603,0.296768, 0.111269
pr_001695018,0.296768, 0.111269
pr_001023216,0.296768, 0.111269
pr_000933556,0.296768, 0.111269
pr_000997299,0.296768, 0.111627
pr_001687462,0.296768, 0.111668
pr_001009282,0.296768, 0.111918
pr_000950265,0.296768, 0.111918
pr_000833019,0.296768, 0.111918
pr_001035532,0.296768, 0.111918
pr_001686939,0.296768, 0.111918
pr_000958954,0.296768, 0.111918
pr_001687285,0.296768, 0.111918
pr_001689252,0.296768, 0.111918
pr_001688438,0.296768, 0.111918
pr_001686883,0.296768, 0.111918
pr_001688935,0.296768, 0.111918
pr_001693033,0.296768, 0.111918
pr_001686875,0.296768, 0.111918
pr_001688911,0.296768, 0.111918
pr_001688877,0.296768, 0.111918
pr_001686772,0.296768, 0.111918
pr_001686931,0.296768, 0.111918
pr_001693443,0.296768, 0.111918
pr_001719932,0.296768, 0.111918
pr_001688851,0.296768, 0.111918
pr_001686712,0.296768, 0.111918
pr_001686959,0.296768, 0.111918
pr_001686923,0.296768, 0.111918
pr_001686874,0.296768, 0.111918
pr_001693022,0.296768, 0.111918
pr_001693332,0.296768, 0.111918
pr_001707464,0.296768, 0.111918
pr_001686733,0.296768, 0.111918
pr_001813955,0.296768, 0.111918
pr_001693036,0.296768, 0.111918
pr_001688854,0.296768, 0.111918
pr_001686876,0.296768, 0.111918
pr_001689625,0.296768, 0.111918
pr_001697699,0.296768, 0.112387
pr_001696314,0.296768, 0.112409
pr_000912808,0.296768, 0.112409
pr_001696645,0.296768, 0.112453
pr_000993240,0.296768, 0.112604
pr_000972026,0.296768, 0.112604
pr_001612170,0.296768, 0.112604
pr_001026613,0.296768, 0.112604
pr_001685932,0.296768, 0.112604
pr_000972051,0.296768, 0.112604
pr_000926493,0.296768, 0.112604
pr_001686497,0.296768, 0.112604
pr_001026668,0.296768, 0.112604
pr_001026853,0.296768, 0.112604
pr_001687444,0.296768, 0.112604
pr_001008840,0.296768, 0.112604
pr_000916026,0.296768, 0.112604
pr_000890462,0.296768, 0.112604
pr_000934497,0.296768, 0.112604
pr_001685163,0.296768, 0.112604
pr_001010200,0.296768, 0.112604
pr_001685129,0.296768, 0.112604
pr_000993304,0.296768, 0.112604
pr_001685874,0.296768, 0.112604
pr_001627013,0.296768, 0.112604
pr_001110573,0.296768, 0.112604
pr_001076018,0.296768, 0.112604
pr_000830345,0.296768, 0.112604
pr_001686260,0.296768, 0.112604
pr_001103408,0.296768, 0.112604
pr_001685926,0.296768, 0.112604
pr_001686564,0.296768, 0.112604
pr_001685885,0.296768, 0.112604
pr_001022240,0.296768, 0.112604
pr_000948608,0.296768, 0.112604
pr_001685250,0.296768, 0.112604
pr_001026807,0.296768, 0.112604
pr_000860909,0.296768, 0.112604
pr_001685919,0.296768, 0.112604
pr_000954358,0.296768, 0.112604
pr_001023170,0.296768, 0.112604
pr_001684682,0.296768, 0.112604
pr_001686196,0.296768, 0.112604
pr_001685029,0.296768, 0.112604
pr_001685043,0.296768, 0.112604
pr_001684664,0.296768, 0.112604
pr_001686214,0.296768, 0.112604
pr_001680345,0.296768, 0.112604
pr_001603502,0.296768, 0.112604
pr_000918217,0.296768, 0.112604
pr_001680336,0.296768, 0.112622
pr_001698834,0.296768, 0.113323
pr_000998008,0.296768, 0.113327
pr_001691949,0.296768, 0.113327
pr_001691970,0.296768, 0.113327
pr_001616233,0.296768, 0.113327
pr_000997101,0.296768, 0.113327
pr_000888558,0.296768, 0.113327
pr_001697280,0.296768, 0.113327
pr_000850404,0.296768, 0.113327
pr_000837569,0.296768, 0.113327
pr_000832269,0.296768, 0.113327
pr_001591075,0.296768, 0.113327
pr_001033645,0.296768, 0.113327
pr_001604052,0.296768, 0.113327
pr_001078633,0.296768, 0.113327
pr_001085115,0.296768, 0.113327
pr_000902639,0.296768, 0.113327
pr_001695347,0.296768, 0.113327
pr_001594798,0.296768, 0.113327
pr_001697870,0.296768, 0.113327
pr_001707013,0.296768, 0.113327
pr_001025915,0.296768, 0.113327
pr_001624652,0.296768, 0.113327
pr_001689812,0.296768, 0.113327
pr_001064865,0.296768, 0.113327
pr_000993834,0.296768, 0.113327
pr_001602875,0.296768, 0.113327
pr_001690417,0.296768, 0.113327
pr_000912127,0.296768, 0.113327
pr_001680282,0.296768, 0.113327
pr_001693834,0.296768, 0.113327
pr_001111319,0.296768, 0.113327
pr_001020831,0.296768, 0.113327
pr_001017351,0.296768, 0.113327
pr_001638056,0.296768, 0.113327
pr_001059865,0.296768, 0.113327
pr_001144927,0.296768, 0.113327
pr_001689771,0.296768, 0.113327
pr_001090446,0.296768, 0.113327
pr_000975384,0.296768, 0.113327
pr_001017912,0.296768, 0.113327
pr_001694564,0.296768, 0.113327
pr_000832556,0.296768, 0.113327
pr_001696194,0.296768, 0.113327
pr_001687975,0.296768, 0.113327
pr_000831576,0.296768, 0.113327
pr_001691111,0.296768, 0.113327
pr_000996732,0.296768, 0.113327
pr_001688028,0.296768, 0.113327
pr_001015379,0.296768, 0.113327
pr_001695933,0.296768, 0.113327
pr_001081453,0.296768, 0.113327
pr_001391202,0.296768, 0.113327
pr_001689859,0.296768, 0.113327
pr_001632938,0.296768, 0.113327
pr_001694081,0.296768, 0.113327
pr_001697264,0.296768, 0.113327
pr_000838177,0.296768, 0.113327
pr_001024626,0.296768, 0.113327
pr_001688019,0.296768, 0.113327
pr_001623950,0.296768, 0.113327
pr_001707031,0.296768, 0.113327
pr_001657892,0.296768, 0.113327
pr_000888951,0.296768, 0.113327
pr_000891908,0.296768, 0.113327
pr_001680331,0.296768, 0.113327
pr_001630086,0.296768, 0.113327
pr_001010155,0.296768, 0.113327
pr_000999918,0.296768, 0.113327
pr_001680202,0.296768, 0.113327
pr_000949475,0.296768, 0.113327
pr_001690340,0.296768, 0.113327
pr_001405367,0.296768, 0.113327
pr_000908349,0.296768, 0.113327
pr_001101112,0.296768, 0.113327
pr_001691191,0.296768, 0.113327
pr_001623362,0.296768, 0.113327
pr_000880258,0.296768, 0.113327
pr_001629565,0.296768, 0.113327
pr_000961601,0.296768, 0.113327
pr_001691974,0.296768, 0.113327
pr_001695421,0.296768, 0.113327
pr_001021547,0.296768, 0.113327
pr_001388070,0.296768, 0.113327
pr_001021228,0.296768, 0.113327
pr_001025069,0.296768, 0.113327
pr_001692004,0.296768, 0.113327
pr_001604053,0.296768, 0.113327
pr_001025182,0.296768, 0.113327
pr_001691596,0.296768, 0.113327
pr_000853735,0.296768, 0.113327
pr_001651026,0.296768, 0.113327
pr_000907720,0.296768, 0.113327
pr_001655031,0.296768, 0.113327
pr_001164865,0.296768, 0.113327
pr_001609585,0.296768, 0.113327
pr_000831893,0.296768, 0.113327
pr_001697802,0.296768, 0.113327
pr_001020252,0.296768, 0.113327
pr_000885761,0.296768, 0.113327
pr_001024200,0.296768, 0.113327
pr_001634262,0.296768, 0.113327
pr_001096249,0.296768, 0.113327
pr_001697194,0.296768, 0.113327
pr_000897633,0.296768, 0.113327
pr_001689816,0.296768, 0.113327
pr_001688175,0.296768, 0.113327
pr_001004802,0.296768, 0.113327
pr_000985484,0.296768, 0.113327
pr_001628730,0.296768, 0.113327
pr_001617425,0.296768, 0.113327
pr_001017911,0.296768, 0.113327
pr_001652599,0.296768, 0.113327
pr_000898715,0.296768, 0.113327
pr_001024835,0.296768, 0.113327
pr_001694587,0.296768, 0.113327
pr_001690341,0.296768, 0.113327
pr_001695331,0.296768, 0.113327
pr_001081783,0.296768, 0.113327
pr_000947794,0.296768, 0.113327
pr_001690410,0.296768, 0.113327
pr_000916899,0.296768, 0.113327
pr_001017716,0.296768, 0.113327
pr_001680204,0.296768, 0.113327
pr_001646089,0.296768, 0.113327
pr_000924598,0.296768, 0.113327
pr_001680126,0.296768, 0.113327
pr_001694144,0.296768, 0.113327
pr_001121501,0.296768, 0.113327
pr_001697214,0.296768, 0.113327
pr_000998497,0.296768, 0.113327
pr_001004932,0.296768, 0.113327
pr_001646504,0.296768, 0.113327
pr_001690355,0.296768, 0.113327
pr_000831113,0.296768, 0.113327
pr_001695639,0.296768, 0.113327
pr_000881678,0.296768, 0.113327
pr_000959472,0.296768, 0.113327
pr_001694807,0.296768, 0.113327
pr_001698872,0.296768, 0.113327
pr_001609315,0.296768, 0.113327
pr_001692618,0.296768, 0.113327
pr_001039397,0.296768, 0.113327
pr_001697922,0.296768, 0.113327
pr_001026030,0.296768, 0.113327
pr_001694593,0.296768, 0.113327
pr_001697219,0.296768, 0.113327
pr_001630113,0.296768, 0.113327
pr_001697315,0.296768, 0.113327
pr_001694548,0.296768, 0.113327
pr_000998034,0.296768, 0.113327
pr_001697209,0.296768, 0.113327
pr_001077969,0.296768, 0.113327
