Product ID : 211 # of JPs covered : 1 : 214 : Insurance Litigation, 
OID,Confidence at Map Node,Error at Map Node
pr_001698809,0.296768, 0.113327
pr_001005935,0.296768, 0.113327
pr_001394708,0.296768, 0.113327
pr_001634306,0.296768, 0.113327
pr_000975763,0.296768, 0.113327
pr_000888343,0.296768, 0.113327
pr_001025903,0.296768, 0.113327
pr_001691113,0.296768, 0.113327
pr_000952717,0.296768, 0.113327
pr_001657236,0.296768, 0.113352
pr_000995993,0.296768, 0.113493
pr_000998446,0.296768, 0.114241
pr_001963590,0.296768, 0.114814
pr_000889230,0.296768, 0.116805
pr_000859319,0.296768, 0.117022
pr_001687967,0.296768, 0.120365
pr_001005345,0.296768, 0.121623
pr_001124262,0.296768, 0.130470
pr_000850633,0.296768, 0.143477
pr_000943067,0.296768, 0.153643
us_000470956,0.283840, 0.009863
us_000257889,0.283840, 0.020067
us_000498415,0.283840, 0.024462
pr_001684674,0.283840, 0.111759
us_000488532,0.283229, 0.000000
us_000525990,0.283229, 0.000000
us_000606389,0.283229, 0.000000
us_000467938,0.283229, 0.000000
us_000459355,0.283229, 0.000000
us_000186580,0.283229, 0.000000
us_000475743,0.283229, 0.000000
us_000468173,0.283229, 0.000000
us_000417863,0.283229, 0.000000
us_000468179,0.283229, 0.000000
us_000461462,0.283229, 0.000000
us_000463738,0.283229, 0.000000
us_000529660,0.283229, 0.000000
us_000462043,0.283229, 0.000000
us_000468642,0.283229, 0.000000
pr_000631479,0.283229, 0.000000
us_000549512,0.283229, 0.000000
pr_001664914,0.283229, 0.000001
pr_001409502,0.283229, 0.000001
pr_001123769,0.283229, 0.000001
pr_001898411,0.283229, 0.000007
us_000551472,0.283229, 0.000012
pr_001663050,0.283229, 0.000014
pr_001663474,0.283229, 0.000016
pr_001664025,0.283229, 0.000016
us_000573822,0.283229, 0.000017
pr_001682949,0.283229, 0.000019
us_000501240,0.283229, 0.000091
us_000521407,0.283229, 0.000131
pr_001659268,0.283229, 0.000154
us_000536199,0.283229, 0.001340
us_000540791,0.283229, 0.001340
us_000573261,0.283229, 0.001381
us_000556428,0.283229, 0.001624
us_000616164,0.283229, 0.001811
us_000575839,0.283229, 0.002329
us_000595937,0.283229, 0.002668
us_000568584,0.283229, 0.005813
us_000521045,0.283229, 0.006556
us_000546933,0.283229, 0.006976
us_000487351,0.283229, 0.007513
us_000594110,0.283229, 0.007639
us_000614246,0.283229, 0.008157
us_000499666,0.283229, 0.008800
us_000583378,0.283229, 0.011030
us_000473123,0.283229, 0.012835
us_000546868,0.283229, 0.023895
us_000499403,0.283229, 0.024020
us_000559180,0.283229, 0.048137
us_000488867,0.283229, 0.050627
us_000571711,0.283229, 0.050742
us_000532489,0.283229, 0.056213
us_000580741,0.283229, 0.081961
us_000484508,0.283229, 0.084992
us_000597474,0.283229, 0.102502
us_000499540,0.283229, 0.151069
us_000180007,0.283229, 0.205287
us_000533098,0.283229, 0.689197
us_000201849,0.283229, 0.994582
pr_001746687,0.235698, 0.000015
pr_001718666,0.235698, 0.000016
pr_001150069,0.235698, 0.000020
pr_001833960,0.235698, 0.000034
pr_000989037,0.235698, 0.000062
pr_000575566,0.235698, 0.000076
pr_001099034,0.235698, 0.000231
us_000080578,0.235698, 0.001493
pr_001606480,0.235698, 0.005085
us_000590110,0.235698, 0.008732
us_000505798,0.235698, 2.289151
us_000484981,0.235698, 2.367693
us_000343197,0.235698, 2.445553
us_000483245,0.235698, 2.459961
us_000519541,0.235698, 2.465473
us_000479465,0.235698, 2.484411
us_000477563,0.235698, 2.522402
us_000528063,0.235698, 2.543640
us_000549575,0.235698, 2.548689
us_000543525,0.235698, 2.555748
us_000338945,0.235698, 2.613830
us_000519501,0.235698, 2.617514
us_000523828,0.235698, 2.633143
us_000473706,0.235698, 2.669730
pr_000958889,0.232017, 0.000003
pr_001035515,0.232017, 0.000003
pr_001686709,0.232017, 0.000003
pr_000024017,0.232017, 0.000008
pr_000291148,0.232017, 0.000008
pr_000995755,0.232017, 0.000008
pr_000023298,0.232017, 0.000016
pr_000171403,0.232017, 0.000016
pr_000196215,0.232017, 0.000018
pr_001103173,0.232017, 0.000018
pr_001079006,0.232017, 0.000018
pr_000726408,0.232017, 0.000032
us_000617563,0.232017, 0.000055
pr_001038365,0.232017, 0.000071
us_000491511,0.232017, 0.000072
pr_000298917,0.232017, 0.000076
pr_000668554,0.232017, 0.000103
pr_000738240,0.232017, 0.000118
pr_001123811,0.232017, 0.000155
pr_000970608,0.232017, 0.000251
pr_001822853,0.232017, 0.000266
pr_000297898,0.232017, 0.000277
pr_001097083,0.232017, 0.000324
pr_000995643,0.232017, 0.000351
pr_000668079,0.232017, 0.000660
us_000517244,0.232017, 0.006342
us_000549824,0.232017, 0.011786
us_000508099,0.232017, 0.013245
us_000295687,0.232017, 1.173502
us_000552756,0.232017, 1.732125
us_000589681,0.232017, 1.779945
us_000470901,0.232017, 1.794877
us_000471066,0.232017, 1.809032
us_000506104,0.232017, 1.811193
us_000475971,0.232017, 1.821364
us_000515309,0.232017, 1.874800
us_000531815,0.232017, 1.880227
us_000475968,0.232017, 1.893210
us_000589747,0.232017, 1.907985
us_000497644,0.232017, 1.909154
us_000497696,0.232017, 1.911186
us_000589611,0.232017, 1.915953
us_000501541,0.232017, 1.928533
us_000477598,0.232017, 1.934075
us_000507305,0.232017, 1.949976
us_000483419,0.232017, 1.966738
us_000473416,0.232017, 1.990748
us_000498089,0.232017, 1.997996
pr_001689737,0.232017, 2.005251
us_000552826,0.232017, 2.023503
us_000308549,0.232017, 2.036574
us_000505438,0.232017, 2.052345
us_000482792,0.232017, 2.087776
us_000483435,0.232017, 2.099639
us_000509154,0.232017, 2.101173
us_000583811,0.232017, 2.104044
us_000545137,0.232017, 2.122702
us_000563790,0.232017, 2.133176
us_000548180,0.232017, 2.136117
us_000483504,0.232017, 2.140753
us_000494121,0.232017, 2.159096
us_000471078,0.232017, 2.163791
us_000584061,0.232017, 2.168272
us_000563487,0.232017, 2.169974
us_000499864,0.232017, 2.173078
us_000535018,0.232017, 2.174973
us_000475977,0.232017, 2.177267
us_000547620,0.232017, 2.182340
us_000574769,0.232017, 2.196127
us_000527515,0.232017, 2.196704
us_000541240,0.232017, 2.203936
us_000146970,0.232017, 2.205087
us_000553861,0.232017, 2.216521
us_000583995,0.232017, 2.217119
us_000492086,0.232017, 2.217767
us_000483768,0.232017, 2.219643
us_000574881,0.232017, 2.222182
us_000573754,0.232017, 2.223708
us_000507599,0.232017, 2.227668
us_000589586,0.232017, 2.238493
us_000542087,0.232017, 2.239826
us_000528153,0.232017, 2.240604
us_000495544,0.232017, 2.243301
us_000509157,0.232017, 2.251136
us_000616303,0.232017, 2.253133
us_000558037,0.232017, 2.255408
us_000573500,0.232017, 2.255992
us_000501134,0.232017, 2.256446
us_000501949,0.232017, 2.259714
us_000485974,0.232017, 2.260090
us_000470639,0.232017, 2.260976
us_000477187,0.232017, 2.263571
us_000594438,0.232017, 2.274555
us_000564184,0.232017, 2.276534
us_000502914,0.232017, 2.277324
us_000140923,0.232017, 2.290706
us_000541322,0.232017, 2.291496
us_000529098,0.232017, 2.292861
us_000549443,0.232017, 2.295771
us_000477233,0.232017, 2.297896
us_000563957,0.232017, 2.298571
us_000563247,0.232017, 2.298881
us_000502922,0.232017, 2.300257
us_000501956,0.232017, 2.300699
us_000485079,0.232017, 2.304866
us_000488850,0.232017, 2.305714
us_000507523,0.232017, 2.310531
us_000543653,0.232017, 2.321668
us_000524699,0.232017, 2.322635
us_000483540,0.232017, 2.330161
us_000492736,0.232017, 2.331096
us_000507495,0.232017, 2.333881
us_000553371,0.232017, 2.335697
us_000541228,0.232017, 2.339416
us_000493754,0.232017, 2.340185
us_000497739,0.232017, 2.343525
us_000524722,0.232017, 2.344760
us_000559152,0.232017, 2.349926
us_000495128,0.232017, 2.351299
us_000311952,0.232017, 2.356294
us_000505698,0.232017, 2.359789
us_000505089,0.232017, 2.362245
us_000551015,0.232017, 2.363314
us_000569774,0.232017, 2.364483
us_000521474,0.232017, 2.366931
us_000500238,0.232017, 2.368434
us_000497930,0.232017, 2.376218
us_000526634,0.232017, 2.382807
us_000507678,0.232017, 2.394095
us_000556800,0.232017, 2.396365
us_000578865,0.232017, 2.399130
us_000541488,0.232017, 2.401396
us_000557548,0.232017, 2.405914
us_000470733,0.232017, 2.409280
us_000483411,0.232017, 2.410012
us_000502847,0.232017, 2.415285
us_000536145,0.232017, 2.435809
us_000483446,0.232017, 2.436407
us_000501586,0.232017, 2.445358
us_000554913,0.232017, 2.466933
us_000493086,0.232017, 2.493109
us_000500051,0.232017, 2.523524
us_000491105,0.232017, 5.105178
us_000565566,0.230477, 0.000000
us_000529708,0.230477, 0.000000
us_000542255,0.230477, 0.000000
us_000562671,0.230477, 0.000000
us_000569767,0.230477, 0.000000
us_000562670,0.230477, 0.000000
us_000603156,0.230477, 0.000000
us_000463080,0.230477, 0.000004
pr_002054777,0.230477, 0.000020
pr_001600235,0.230477, 0.000022
pr_000745644,0.230477, 0.000035
pr_000758954,0.230477, 0.000035
pr_001017725,0.230477, 0.000035
pr_000898352,0.230477, 0.000035
pr_000879860,0.230477, 0.000103
pr_000909790,0.230477, 0.000129
pr_001814048,0.230477, 0.000159
pr_001016663,0.230477, 0.000421
pr_001120228,0.230477, 0.000466
us_000583818,0.230477, 0.000595
pr_001740691,0.230477, 0.001424
us_000567550,0.230477, 0.073960
us_000536302,0.177971, 0.000003
us_000560279,0.177971, 0.000460
us_000486575,0.177971, 0.003110
us_000471414,0.177971, 0.004612
us_000524735,0.177971, 1.153141
us_000325839,0.147010, 0.000000
us_000477031,0.147010, 0.000000
us_000466365,0.147010, 0.000000
us_000460044,0.147010, 0.000000
us_000476266,0.147010, 0.000000
us_000391884,0.147010, 0.000000
us_000325721,0.147010, 0.000000
pr_000562308,0.147010, 0.000001
pr_000559428,0.147010, 0.000001
pr_000519588,0.147010, 0.000017
pr_001885346,0.147010, 0.000038
us_000586110,0.147010, 0.001489
us_000533339,0.036006, 0.000003
us_000614983,0.036006, 0.000450
us_000479928,0.036006, 0.001401
us_000553909,0.036006, 0.219448
pr_000912272,0.015941, 0.000002
pr_000711509,0.015941, 0.000007
pr_000440559,0.015941, 0.000012
pr_000945378,0.015941, 0.000075
pr_001607486,0.015941, 0.000078
pr_000654239,0.015941, 0.000107
pr_000166903,0.015941, 0.000143
pr_000760696,0.015941, 0.000172
pr_000593138,0.015941, 0.000185
pr_001008688,0.015941, 0.000403
pr_000881373,0.015941, 0.000657
pr_000342940,0.015941, 0.000968
pr_000832708,0.015941, 0.001015
us_000539566,0.015941, 0.064580
us_000460600,0.015941, 0.138544
us_000134522,0.015941, 1.490238
us_000507485,0.015941, 1.528897
us_000502162,0.015941, 1.550932
us_000482927,0.015941, 1.559324
us_000499239,0.015941, 1.572751
us_000524923,0.015941, 1.578474
us_000467090,0.015941, 1.601409
us_000478339,0.015941, 1.630360
us_000479299,0.015941, 1.641977
us_000577530,0.015941, 1.670956
us_000533858,0.015941, 1.672335
us_000502721,0.015941, 1.672340
us_000502739,0.015941, 1.688129
us_000567432,0.015941, 1.702528
us_000078055,0.015941, 1.705939
us_000550560,0.015941, 1.712140
us_000533890,0.015941, 1.714172
us_000502751,0.015941, 1.717929
us_000479241,0.015941, 1.725140
us_000470442,0.015941, 1.728571
us_000539572,0.015941, 1.730913
us_000513094,0.015941, 1.731189
us_000479310,0.015941, 1.733218
us_000557363,0.015941, 1.736023
us_000497464,0.015941, 1.737771
us_000470397,0.015941, 1.750297
us_000540714,0.015941, 1.752908
us_000540719,0.015941, 1.760050
us_000567251,0.015941, 1.760951
us_000465616,0.015941, 1.763820
us_000467810,0.015941, 1.767071
us_000500425,0.015941, 1.768265
us_000543344,0.015941, 1.768740
us_000543381,0.015941, 1.773966
us_000559087,0.015941, 1.774633
us_000559107,0.015941, 1.782304
us_000481785,0.015941, 1.785395
us_000533790,0.015941, 1.788451
us_000502748,0.015941, 1.792059
us_000567433,0.015941, 1.801706
us_000481816,0.015941, 1.806408
us_000479290,0.015941, 1.820306
us_000481768,0.015941, 1.821709
us_000524131,0.015941, 1.833839
us_000544221,0.015941, 1.835868
us_000543148,0.015941, 1.835868
us_000545232,0.015941, 1.835868
us_000543203,0.015941, 1.837075
us_000496256,0.015941, 1.841502
us_000462053,0.015941, 1.842888
us_000540656,0.015941, 1.843415
us_000484106,0.015941, 1.852209
us_000518090,0.015941, 1.853470
us_000534651,0.015941, 1.853470
us_000535665,0.015941, 1.864635
us_000540521,0.015941, 1.870611
us_000497653,0.015941, 1.884521
us_000579263,0.015941, 1.890392
us_000502766,0.015941, 1.893194
us_000478900,0.015941, 1.985958
us_000501659,0.015941, 2.129650
us_000536191,0.005700, 0.000012
us_000469911,0.005700, 0.000102
us_000488662,0.005700, 0.000130
us_000612528,0.005700, 0.000340
pr_000294750,0.005700, 0.000832
pr_000295557,0.005700, 0.002323
us_000577105,0.005700, 0.002603
us_000583116,0.005700, 0.003270
us_000542621,0.005700, 0.017861
us_000476248,0.005700, 0.021699
