Product ID : 2099 # of JPs covered : 1 : 363 : LoanDoc-UCC, 
OID,Confidence at Map Node,Error at Map Node
us_000225346,0.623590, 0.000637
us_000534794,0.623590, 0.000738
us_000548458,0.623590, 0.000845
us_000583392,0.623590, 0.000950
us_000476394,0.623590, 0.000970
us_000461962,0.623590, 0.000983
us_000487051,0.623590, 0.001018
us_000508586,0.623590, 0.001018
us_000590931,0.623590, 0.001069
us_000592455,0.623590, 0.001069
us_000460758,0.623590, 0.001102
us_000467812,0.623590, 0.001328
us_000616794,0.623590, 0.001337
us_000591487,0.623590, 0.001437
us_000538336,0.623590, 0.001440
us_000548272,0.623590, 0.001455
us_000508363,0.623590, 0.001483
us_000470400,0.623590, 0.001500
us_000480743,0.623590, 0.001581
us_000393232,0.623590, 0.001674
us_000541751,0.623590, 0.001856
us_000499098,0.623590, 0.001920
us_000530241,0.623590, 0.002009
us_000553361,0.623590, 0.002038
pr_001774601,0.623590, 0.002132
us_000579214,0.623590, 0.002192
us_000494194,0.623590, 0.002348
us_000584481,0.623590, 0.002356
us_000502521,0.623590, 0.002367
us_000511786,0.623590, 0.002415
us_000468063,0.623590, 0.002458
us_000525947,0.623590, 0.002513
us_000503687,0.623590, 0.002530
us_000588989,0.623590, 0.002614
us_000580705,0.623590, 0.002723
us_000498095,0.623590, 0.002913
us_000560989,0.623590, 0.003061
us_000546029,0.623590, 0.003299
us_000479473,0.623590, 0.003546
us_000500243,0.623590, 0.003745
us_000558945,0.623590, 0.003768
us_000517162,0.623590, 0.003770
us_000473652,0.623590, 0.004349
us_000541517,0.623590, 0.005343
us_000508132,0.623590, 0.005701
us_000571407,0.623590, 0.005745
us_000580573,0.623590, 0.005801
us_000505900,0.623590, 0.006175
us_000521473,0.623590, 0.006378
us_000487766,0.623590, 0.006938
us_000509684,0.623590, 0.008220
us_000600173,0.623590, 0.008371
us_000551828,0.623590, 0.008436
us_000480956,0.623590, 0.011969
us_000550178,0.623590, 0.015121
us_000563109,0.623590, 0.015635
us_000596690,0.623590, 0.016918
us_000580502,0.623590, 0.016918
us_000561107,0.623590, 0.016918
us_000583074,0.623590, 0.016918
us_000464386,0.623590, 0.017037
us_000579820,0.623590, 0.017286
us_000470069,0.623590, 0.017612
us_000508028,0.623590, 0.018692
us_000499925,0.623590, 0.019673
us_000525843,0.623590, 0.019887
us_000500903,0.623590, 0.022190
us_000521051,0.623590, 0.022801
us_000027597,0.623590, 0.023207
us_000517450,0.623590, 0.024244
us_000473774,0.623590, 0.024625
us_000506678,0.623590, 0.024854
us_000528006,0.623590, 0.025288
us_000617039,0.623590, 0.027844
us_000568136,0.623590, 0.028889
us_000498404,0.623590, 0.028993
us_000526994,0.623590, 0.029582
us_000533880,0.623590, 0.029878
us_000550675,0.623590, 0.030046
us_000527023,0.623590, 0.032272
us_000517878,0.623590, 0.032291
us_000489336,0.623590, 0.036534
us_000473591,0.623590, 0.036961
us_000587861,0.623590, 0.041871
us_000592560,0.623590, 0.042341
us_000521761,0.623590, 0.051437
us_000562140,0.623590, 0.066025
us_000507744,0.623590, 0.070828
us_000538344,0.623590, 0.073138
us_000545914,0.623590, 0.085027
us_000559135,0.623590, 0.089871
us_000543691,0.623590, 0.092093
us_000480792,0.623590, 0.099396
us_000522564,0.623590, 0.116936
us_000543851,0.623590, 0.143956
us_000549243,0.623590, 0.226650
us_000563118,0.623590, 0.287916
us_000555873,0.623590, 0.333005
us_000425859,0.623590, 0.588824
us_000496383,0.623590, 0.683060
pr_000777289,0.502434, 0.000090
us_000536014,0.502434, 0.002322
us_000509618,0.502434, 0.002322
us_000509201,0.502434, 0.002322
us_000510781,0.502434, 0.002322
us_000484899,0.502434, 0.058286
us_000502329,0.502434, 2.886946
us_000526673,0.471754, 0.000000
us_000520659,0.471754, 0.000000
us_000583571,0.471754, 0.000000
us_000518872,0.471754, 0.000000
us_000608585,0.471754, 0.000000
us_000564486,0.471754, 0.000000
us_000587702,0.471754, 0.000000
us_000556005,0.471754, 0.000000
us_000594589,0.471754, 0.000000
us_000571941,0.471754, 0.000000
us_000609869,0.471754, 0.000000
us_000615324,0.471754, 0.000000
us_000514465,0.471754, 0.000000
us_000614230,0.471754, 0.000000
us_000561867,0.471754, 0.000000
us_000484897,0.471754, 0.000000
us_000480554,0.471754, 0.000000
us_000566511,0.471754, 0.000000
us_000510383,0.471754, 0.000000
us_000557045,0.471754, 0.000000
us_000481478,0.471754, 0.000000
us_000568936,0.471754, 0.000000
us_000483302,0.471754, 0.000000
pr_001198356,0.471754, 0.000000
us_000459965,0.471754, 0.000000
us_000561609,0.471754, 0.000000
pr_000512936,0.471754, 0.000001
pr_000553708,0.471754, 0.000001
pr_000525022,0.471754, 0.000001
us_000566717,0.471754, 0.000005
us_000488177,0.471754, 0.000005
us_000555845,0.471754, 0.000005
pr_001159357,0.471754, 0.000006
pr_000547930,0.471754, 0.000006
us_000590277,0.471754, 0.000007
us_000566916,0.471754, 0.000008
us_000558506,0.471754, 0.000008
us_000589284,0.471754, 0.000015
us_000582837,0.471754, 0.000240
us_000596575,0.471754, 0.000686
us_000609144,0.471754, 0.000794
us_000584686,0.471754, 0.000828
us_000617081,0.471754, 0.000863
us_000579349,0.471754, 0.001431
us_000599695,0.471754, 0.001849
us_000599987,0.471754, 0.001849
us_000572177,0.471754, 0.002521
us_000549376,0.471754, 0.003183
us_000598769,0.471754, 0.003353
us_000584434,0.471754, 0.004975
us_000501268,0.471754, 0.007158
us_000523697,0.471754, 0.016723
us_000580430,0.471754, 0.030038
us_000496334,0.471754, 0.048682
us_000468274,0.471754, 4.406743
us_000553362,0.471754, 4.538523
us_000523992,0.471754, 5.194504
us_000547588,0.471754, 5.391441
us_000539626,0.471754, 6.676672
us_000535163,0.471754, 6.939778
us_000460249,0.471754, 7.183022
us_000524201,0.471754, 7.585209
us_000553375,0.471754, 8.848219
pr_001081868,0.442369, 0.000000
us_000187548,0.442369, 0.000000
us_000116201,0.442369, 0.000000
us_000524844,0.442369, 0.000000
us_000562704,0.442369, 0.000000
us_000468148,0.442369, 0.000017
pr_002095268,0.442369, 0.000025
pr_001823224,0.442369, 0.000031
pr_000889971,0.442369, 0.000076
pr_000884335,0.442369, 0.000115
pr_000814232,0.442369, 0.000157
pr_000805843,0.442369, 0.000187
pr_000770983,0.442369, 0.000258
pr_000983884,0.442369, 0.000270
pr_001681920,0.442369, 0.000277
pr_000726426,0.442369, 0.000319
pr_001664728,0.442369, 0.000328
pr_000260630,0.442369, 0.000359
us_000591903,0.442369, 0.000670
us_000563180,0.442369, 0.000694
us_000569836,0.442369, 0.000716
pr_001093178,0.442369, 0.000777
us_000476528,0.442369, 0.001135
us_000579640,0.442369, 0.001135
us_000595305,0.442369, 0.001135
pr_000633078,0.442369, 0.002347
us_000477437,0.442369, 0.004063
us_000460762,0.442369, 0.007619
us_000494305,0.442369, 0.008631
us_000181778,0.442369, 0.008897
us_000478966,0.442369, 0.011686
us_000584559,0.442369, 0.012204
us_000587855,0.442369, 0.016007
us_000106035,0.442369, 0.096808
us_000480173,0.442369, 0.115460
us_000571881,0.442369, 0.155466
us_000537681,0.442369, 0.183126
us_000572304,0.442369, 0.272874
us_000532708,0.442369, 0.320339
us_000584752,0.442369, 1.202243
us_000589426,0.442369, 1.237603
us_000453151,0.442369, 1.305815
us_000515838,0.442369, 1.306397
us_000528051,0.442369, 1.311402
us_000484346,0.442369, 1.336048
us_000525931,0.442369, 1.383639
us_000565288,0.442369, 1.431514
us_000477035,0.442369, 1.449885
us_000476419,0.442369, 1.458725
us_000570255,0.442369, 1.469718
us_000488227,0.442369, 1.472339
us_000476926,0.442369, 1.472358
us_000587632,0.442369, 1.490837
us_000527826,0.442369, 1.495191
us_000438134,0.442369, 1.497668
us_000512863,0.442369, 1.508054
us_000500250,0.442369, 1.534974
us_000476594,0.442369, 1.540802
us_000550906,0.442369, 1.546469
us_000529887,0.442369, 1.547749
us_000574549,0.442369, 1.553517
us_000566708,0.442369, 1.555681
us_000559133,0.442369, 1.562574
us_000208773,0.442369, 1.564238
us_000571876,0.442369, 1.584323
us_000533335,0.442369, 1.584562
us_000529835,0.442369, 1.585538
us_000589457,0.442369, 1.585974
us_000525954,0.442369, 1.586259
us_000512473,0.442369, 1.595750
us_000278364,0.442369, 1.614762
us_000579480,0.442369, 1.620840
us_000488312,0.442369, 1.628777
us_000584762,0.442369, 1.665212
us_000506942,0.442369, 1.776647
us_000507129,0.442369, 1.854401
us_000473610,0.442369, 2.104646
us_000482864,0.442369, 2.292598
us_000491075,0.442369, 2.372517
us_000598519,0.442369, 2.882855
us_000492450,0.427802, 0.000000
us_000508884,0.427802, 0.000000
us_000534572,0.427802, 0.000000
us_000516149,0.427802, 0.000000
us_000539508,0.427802, 0.000000
us_000493872,0.427802, 0.000000
pr_001027650,0.427802, 0.000000
pr_001924575,0.427802, 0.000000
pr_001662580,0.427802, 0.000000
pr_002080674,0.427802, 0.000000
us_000535804,0.427802, 0.000000
us_000495469,0.427802, 0.000000
us_000560731,0.427802, 0.000000
us_000528723,0.427802, 0.000000
us_000478923,0.427802, 0.000000
us_000546890,0.427802, 0.000001
pr_000946800,0.427802, 0.000001
pr_000162877,0.427802, 0.000001
pr_000584044,0.427802, 0.000001
pr_001076612,0.427802, 0.000001
pr_000701602,0.427802, 0.000016
pr_001752271,0.427802, 0.000026
pr_000850946,0.427802, 0.000033
pr_001775012,0.427802, 0.000052
pr_000880109,0.427802, 0.000064
pr_001047926,0.427802, 0.000081
pr_000835333,0.427802, 0.000088
us_000498495,0.427802, 0.000262
pr_000975720,0.427802, 0.000269
us_000544112,0.427802, 0.000309
us_000453116,0.427802, 0.000842
us_000475064,0.427802, 0.000968
us_000487678,0.427802, 0.001397
us_000514940,0.427802, 0.001467
pr_000401350,0.427802, 0.001512
us_000460252,0.427802, 0.003781
us_000482306,0.427802, 0.004822
pr_001399156,0.427802, 0.005275
us_000494655,0.427802, 0.007612
us_000521885,0.427802, 0.009760
us_000335496,0.427802, 0.010994
us_000509438,0.427802, 0.018867
us_000386049,0.427802, 0.021989
us_000183256,0.427802, 0.062180
us_000569176,0.418142, 0.000000
us_000540248,0.418142, 0.000000
us_000514144,0.418142, 0.000000
us_000566392,0.418142, 0.000000
us_000520191,0.418142, 0.000000
us_000565803,0.418142, 0.000000
us_000513150,0.418142, 0.000000
us_000547211,0.418142, 0.000000
us_000548735,0.418142, 0.000000
us_000520571,0.418142, 0.000000
us_000513104,0.418142, 0.000000
us_000512893,0.418142, 0.000000
us_000563527,0.418142, 0.000000
us_000554548,0.418142, 0.000000
us_000508752,0.418142, 0.000000
us_000541197,0.418142, 0.000000
us_000556752,0.418142, 0.000000
us_000472443,0.418142, 0.000000
us_000594032,0.418142, 0.000000
us_000584807,0.418142, 0.000000
us_000468096,0.418142, 0.000000
us_000538281,0.418142, 0.000000
us_000541285,0.418142, 0.000000
us_000512765,0.418142, 0.000000
us_000531826,0.418142, 0.000000
us_000597981,0.418142, 0.000000
us_000521149,0.418142, 0.000000
us_000575964,0.418142, 0.000000
us_000513749,0.418142, 0.000000
us_000531792,0.418142, 0.000000
us_000586165,0.418142, 0.000000
us_000588165,0.418142, 0.000000
pr_000910415,0.418142, 0.000000
pr_001146805,0.418142, 0.000000
pr_001155516,0.418142, 0.000000
us_000510892,0.418142, 0.000000
us_000542756,0.418142, 0.000000
us_000581299,0.418142, 0.000009
pr_001050845,0.418142, 0.000009
us_000583522,0.418142, 0.000011
us_000595472,0.418142, 0.000011
us_000509150,0.418142, 0.000014
us_000565590,0.418142, 0.000014
us_000569882,0.418142, 0.000014
us_000569805,0.418142, 0.000014
pr_001673484,0.418142, 0.000015
us_000547831,0.418142, 0.000031
us_000597560,0.418142, 0.000038
us_000598293,0.418142, 0.000041
pr_000941310,0.418142, 0.000043
pr_000958077,0.418142, 0.000076
pr_001800144,0.418142, 0.000093
us_000040060,0.418142, 0.000109
pr_000882501,0.418142, 0.000156
pr_000820095,0.418142, 0.000156
pr_000816738,0.418142, 0.000160
pr_001150673,0.418142, 0.000204
us_000608611,0.418142, 0.000241
us_000478689,0.418142, 0.000292
us_000587766,0.418142, 0.000296
us_000484245,0.418142, 0.000478
pr_002095206,0.418142, 0.000568
us_000538248,0.418142, 0.000646
us_000509763,0.418142, 0.000936
us_000574346,0.418142, 0.001978
us_000544973,0.418142, 0.002947
us_000616713,0.418142, 0.003863
us_000518302,0.418142, 0.003906
us_000501962,0.418142, 0.003943
us_000542153,0.418142, 0.004854
us_000488166,0.418142, 0.010519
us_000510710,0.418142, 0.015015
us_000514395,0.418142, 0.016266
us_000585792,0.418142, 0.027209
us_000568275,0.418142, 0.032085
us_000480771,0.418142, 0.037798
us_000579485,0.418142, 0.050068
us_000097887,0.418142, 0.055109
us_000545568,0.418142, 0.179087
us_000475597,0.418142, 3.276980
us_000474913,0.418142, 3.679645
us_000485572,0.418142, 3.749323
us_000474853,0.418142, 3.953918
us_000532888,0.407375, 0.000000
us_000481088,0.407375, 0.000000
us_000462245,0.407375, 0.000000
us_000481190,0.407375, 0.000000
us_000461979,0.407375, 0.000000
us_000465534,0.407375, 0.000000
us_000479829,0.407375, 0.000000
us_000570612,0.407375, 0.000000
us_000495472,0.407375, 0.000000
us_000489410,0.407375, 0.000000
us_000531550,0.407375, 0.000000
us_000461426,0.407375, 0.000000
us_000462137,0.407375, 0.000000
us_000481075,0.407375, 0.000000
us_000531600,0.407375, 0.000000
us_000535508,0.407375, 0.000000
us_000462241,0.407375, 0.000000
us_000536509,0.407375, 0.000000
us_000527348,0.407375, 0.000001
us_000525800,0.407375, 0.000001
us_000509503,0.407375, 0.000001
us_000523525,0.407375, 0.000001
us_000541856,0.407375, 0.000001
us_000511198,0.407375, 0.000001
us_000534632,0.407375, 0.000001
us_000525980,0.407375, 0.000001
us_000519295,0.407375, 0.000001
us_000523913,0.407375, 0.000001
us_000557321,0.407375, 0.000001
us_000479536,0.407375, 0.000001
us_000546738,0.407375, 0.000001
us_000422016,0.407375, 0.000001
us_000514187,0.407375, 0.000001
us_000552339,0.407375, 0.000003
us_000559657,0.407375, 0.000003
us_000528217,0.407375, 0.000003
us_000560511,0.407375, 0.000003
us_000545310,0.407375, 0.000004
us_000592246,0.407375, 0.000004
us_000561887,0.407375, 0.000004
us_000592418,0.407375, 0.000004
us_000592212,0.407375, 0.000004
us_000560459,0.407375, 0.000004
us_000539358,0.407375, 0.000004
us_000508616,0.407375, 0.000004
us_000504925,0.407375, 0.000004
us_000524305,0.407375, 0.000004
us_000551321,0.407375, 0.000004
us_000511248,0.407375, 0.000004
us_000500642,0.407375, 0.000006
us_000559436,0.407375, 0.000013
us_000592412,0.407375, 0.000015
us_000591489,0.407375, 0.000015
us_000501547,0.407375, 0.000015
us_000561032,0.407375, 0.000015
pr_000918140,0.407375, 0.000045
us_000534119,0.407375, 0.000050
pr_001660143,0.407375, 0.000058
us_000288838,0.407375, 0.000106
us_000463179,0.407375, 0.000121
us_000486701,0.407375, 0.000250
us_000530361,0.407375, 0.000266
us_000530217,0.407375, 0.000266
us_000569603,0.407375, 0.000373
us_000583826,0.407375, 0.000473
us_000556643,0.407375, 0.000516
us_000586924,0.407375, 0.000525
us_000493838,0.407375, 0.000539
us_000532538,0.407375, 0.000612
us_000515622,0.407375, 0.000627
us_000593770,0.407375, 0.000734
us_000519044,0.407375, 0.000767
pr_001040064,0.407375, 0.000809
us_000538953,0.407375, 0.000863
us_000487177,0.407375, 0.000986
us_000513375,0.407375, 0.001033
us_000522607,0.407375, 0.001035
us_000534961,0.407375, 0.001088
us_000562783,0.407375, 0.001139
us_000564019,0.407375, 0.001211
us_000544618,0.407375, 0.001235
us_000545558,0.407375, 0.001235
us_000517293,0.407375, 0.001235
us_000514401,0.407375, 0.001235
us_000559383,0.407375, 0.001239
us_000532187,0.407375, 0.001249
us_000519110,0.407375, 0.001394
us_000591855,0.407375, 0.001471
us_000522365,0.407375, 0.001590
us_000534759,0.407375, 0.001724
us_000504955,0.407375, 0.001731
us_000487704,0.407375, 0.001740
us_000583914,0.407375, 0.001839
us_000573550,0.407375, 0.001984
us_000464607,0.407375, 0.002587
us_000577681,0.407375, 0.003413
us_000493303,0.407375, 0.003835
us_000587107,0.407375, 0.004304
us_000529649,0.407375, 0.004823
us_000580794,0.407375, 0.005775
us_000593192,0.407375, 0.005793
us_000510430,0.407375, 0.006283
us_000498724,0.407375, 0.007825
us_000503551,0.407375, 0.007856
us_000480679,0.407375, 0.007871
us_000513598,0.407375, 0.008495
us_000148148,0.407375, 0.011641
us_000481133,0.407375, 0.011964
us_000481236,0.407375, 0.014456
us_000547452,0.407375, 0.016023
us_000550695,0.407375, 0.017611
us_000523723,0.407375, 0.017822
us_000538103,0.407375, 0.017986
us_000523565,0.407375, 0.018230
us_000608033,0.407375, 0.018284
us_000600572,0.407375, 0.019531
us_000611342,0.407375, 0.021463
us_000579339,0.407375, 0.022160
us_000579160,0.407375, 0.023122
us_000431116,0.407375, 0.023269
us_000513760,0.407375, 0.024508
us_000571944,0.407375, 0.026295
us_000596144,0.407375, 0.029004
us_000586453,0.407375, 0.036268
us_000550150,0.407375, 0.045015
us_000472455,0.407375, 0.050919
us_000485280,0.407375, 0.051443
us_000594684,0.407375, 0.054916
us_000495479,0.407375, 0.058360
us_000583838,0.407375, 0.077368
us_000591785,0.407375, 0.086663
us_000494786,0.407375, 0.087406
us_000572942,0.407375, 0.226541
us_000468511,0.407375, 0.383742
us_000494246,0.407375, 0.554778
us_000537448,0.407375, 0.791288
us_000590988,0.407375, 1.357762
us_000494442,0.407375, 4.482062
us_000578981,0.407375, 4.484226
us_000494291,0.407375, 4.742535
us_000592722,0.407375, 7.913875
pr_001814224,0.298797, 0.000000
pr_001897446,0.298797, 0.000000
pr_000126181,0.298797, 0.000000
us_000492258,0.298797, 0.000000
us_000517469,0.298797, 0.000000
us_000540698,0.298797, 0.000000
us_000534258,0.298797, 0.000000
pr_001015782,0.298797, 0.000007
pr_000586966,0.298797, 0.000008
us_000502683,0.298797, 0.000009
us_000535800,0.298797, 0.000009
pr_000092802,0.298797, 0.000015
pr_000940761,0.298797, 0.000019
pr_002194887,0.298797, 0.000084
us_000616796,0.298797, 0.000123
pr_002000658,0.298797, 0.000156
us_000500634,0.298797, 0.000731
us_000522820,0.298797, 0.001117
us_000570218,0.298797, 0.003637
us_000474631,0.298797, 0.005417
us_000488246,0.298797, 0.006335
us_000478609,0.298797, 0.008827
us_000518504,0.298797, 0.010181
us_000585626,0.298797, 0.042574
us_000481008,0.298797, 0.059249
us_000503723,0.298797, 3.209715
us_000503569,0.298797, 3.334985
us_000513935,0.298797, 3.351085
us_000475720,0.298797, 3.354909
us_000514647,0.298797, 3.386618
us_000510238,0.298797, 3.396344
us_000483894,0.298797, 3.413551
us_000478547,0.298797, 3.419238
us_000503612,0.298797, 3.420614
us_000503722,0.298797, 3.463832
us_000460216,0.298797, 3.485619
us_000169563,0.298797, 3.486275
us_000491930,0.298797, 3.486275
us_000492372,0.298797, 3.486549
us_000510776,0.298797, 3.486549
us_000483945,0.298797, 3.490046
us_000491939,0.298797, 3.494789
us_000497014,0.298797, 3.497142
us_000496605,0.298797, 3.497142
us_000511716,0.298797, 3.497142
us_000503743,0.298797, 3.504153
us_000510172,0.298797, 3.515334
us_000141268,0.298797, 4.588162
us_000460208,0.298797, 5.905212
us_000471243,0.275409, 0.000000
us_000472338,0.275409, 0.000000
us_000515758,0.275409, 0.000000
pr_000735974,0.275409, 0.000001
pr_002006777,0.275409, 0.000001
us_000525240,0.275409, 0.000001
us_000464409,0.275409, 0.000002
us_000541449,0.275409, 0.000002
us_000539301,0.275409, 0.000002
pr_000750203,0.275409, 0.000004
pr_001894874,0.275409, 0.000006
us_000537888,0.275409, 0.000009
pr_002066217,0.275409, 0.000014
us_000510426,0.275409, 0.000023
us_000518842,0.275409, 0.000030
pr_001930435,0.275409, 0.000036
pr_001963351,0.275409, 0.000036
us_000537897,0.275409, 0.000061
us_000537922,0.275409, 0.000061
pr_001884506,0.275409, 0.000087
us_000503686,0.275409, 0.000159
us_000519328,0.275409, 0.000248
us_000441576,0.275409, 0.000263
us_000512067,0.275409, 0.000349
us_000508831,0.275409, 0.000349
us_000508799,0.275409, 0.000349
pr_001021085,0.275409, 0.000371
us_000521577,0.275409, 0.000510
us_000550742,0.275409, 0.000547
pr_001089198,0.275409, 0.000562
pr_000822658,0.275409, 0.000562
pr_000791139,0.275409, 0.000562
pr_000744957,0.275409, 0.000610
us_000484930,0.275409, 0.000615
pr_000880013,0.275409, 0.000629
pr_000886452,0.275409, 0.000629
us_000463914,0.275409, 0.000642
pr_000274758,0.275409, 0.000660
us_000542656,0.275409, 0.000807
pr_000289167,0.275409, 0.000914
pr_001611410,0.275409, 0.000931
us_000466827,0.275409, 0.000948
us_000539375,0.275409, 0.000987
pr_000562899,0.275409, 0.001170
us_000467129,0.275409, 0.001461
us_000599052,0.275409, 0.002507
us_000509297,0.275409, 0.003076
us_000486085,0.275409, 0.003112
us_000520640,0.275409, 0.003294
us_000492918,0.275409, 0.003344
us_000543433,0.275409, 0.003416
pr_001018053,0.275409, 0.003455
us_000535835,0.275409, 0.003694
us_000537949,0.275409, 0.005143
us_000106058,0.275409, 0.005842
us_000580820,0.275409, 0.007428
us_000559191,0.275409, 0.007515
us_000515699,0.275409, 0.007522
us_000542328,0.275409, 0.007790
us_000598055,0.275409, 0.008061
us_000506858,0.275409, 0.008871
us_000568739,0.275409, 0.010266
us_000567553,0.275409, 0.010913
us_000568680,0.275409, 0.011957
us_000470418,0.275409, 0.012760
us_000533657,0.275409, 0.012852
us_000542961,0.275409, 0.014734
us_000487783,0.275409, 0.017237
us_000498982,0.275409, 0.017759
us_000557514,0.275409, 0.017989
us_000566715,0.275409, 0.019626
us_000575454,0.275409, 0.020177
us_000163426,0.275409, 0.023441
us_000480432,0.275409, 0.026936
us_000472790,0.275409, 0.035748
us_000589732,0.275409, 0.043366
us_000525393,0.275409, 0.044941
us_000568938,0.275409, 0.050226
us_000480335,0.275409, 0.050962
us_000495291,0.275409, 0.056536
us_000589275,0.275409, 0.073321
us_000579268,0.275409, 0.081077
us_000494628,0.275409, 0.103556
us_000495488,0.275409, 0.162111
us_000482659,0.275409, 0.169227
us_000553948,0.275409, 0.228592
us_000484291,0.222400, 0.000000
us_000525239,0.222400, 0.000001
us_000462519,0.222400, 0.000001
us_000468406,0.222400, 0.000001
us_000478463,0.222400, 0.000001
us_000491745,0.222400, 0.000001
us_000463986,0.222400, 0.000001
us_000464072,0.222400, 0.000001
us_000535453,0.222400, 0.000001
us_000490184,0.222400, 0.000001
us_000463258,0.222400, 0.000001
us_000463405,0.222400, 0.000001
us_000461244,0.222400, 0.000001
us_000566924,0.222400, 0.000008
us_000566726,0.222400, 0.000008
us_000566887,0.222400, 0.000008
us_000484256,0.222400, 0.000008
us_000488861,0.222400, 0.000008
us_000566724,0.222400, 0.000008
us_000489707,0.222400, 0.000010
us_000484299,0.222400, 0.000012
us_000475481,0.222400, 0.000015
us_000475261,0.222400, 0.001189
us_000474892,0.222400, 0.002239
us_000572722,0.222400, 0.917039
us_000497740,0.222400, 0.942081
us_000578454,0.222400, 1.003468
us_000542280,0.222400, 1.010366
us_000528052,0.222400, 1.035434
us_000475255,0.222400, 1.063865
us_000543730,0.222400, 1.069980
us_000589216,0.222400, 1.091232
us_000184078,0.222400, 1.109713
us_000523112,0.222400, 1.126306
us_000515590,0.222400, 1.135145
us_000567636,0.222400, 1.150506
us_000475096,0.222400, 1.158045
us_000529163,0.222400, 1.162623
us_000503651,0.222400, 1.163731
us_000593299,0.222400, 1.176906
us_000561036,0.222400, 1.185294
us_000573882,0.222400, 1.201750
us_000504677,0.222400, 1.218125
us_000518443,0.222400, 1.240383
us_000557692,0.222400, 1.247476
us_000517513,0.222400, 1.247889
us_000363469,0.222400, 1.251905
us_000458959,0.222400, 1.254336
us_000548603,0.222400, 1.262554
us_000601993,0.222400, 1.269915
us_000491724,0.222400, 1.273453
us_000475982,0.222400, 1.280473
us_000553573,0.222400, 1.284987
us_000580185,0.222400, 1.313409
us_000506301,0.222400, 1.320166
us_000579980,0.222400, 1.323409
us_000475771,0.222400, 1.373800
us_000468106,0.222400, 1.380212
us_000470932,0.222400, 1.382902
us_000500796,0.209157, 0.000000
pr_001708016,0.209157, 0.000000
pr_000347321,0.209157, 0.000025
us_000554989,0.209157, 0.000055
us_000474038,0.209157, 0.000081
pr_000992116,0.209157, 0.000101
us_000562351,0.209157, 0.000109
us_000484459,0.209157, 0.000131
us_000035002,0.209157, 0.000131
us_000468571,0.209157, 0.000607
us_000477177,0.209157, 0.000757
us_000467797,0.209157, 0.002155
us_000470665,0.209157, 0.049782
us_000536363,0.209157, 0.237095
us_000563610,0.209157, 1.603246
us_000484144,0.209157, 1.930516
us_000588435,0.209157, 1.940181
us_000491353,0.209157, 2.108172
us_000583568,0.209157, 2.136757
us_000519538,0.209157, 2.187341
us_000597181,0.209157, 2.187347
us_000577725,0.209157, 2.209202
us_000483238,0.209157, 2.254474
us_000531831,0.209157, 2.269098
us_000535150,0.209157, 2.316240
us_000569917,0.209157, 2.476861
us_000543551,0.209157, 2.519060
us_000597203,0.209157, 2.544502
us_000541636,0.209157, 2.550375
us_000541637,0.209157, 2.571108
us_000482021,0.209157, 2.702424
us_000483167,0.209157, 2.715072
us_000572133,0.209157, 2.755579
us_000143088,0.209157, 2.763723
pr_000527357,0.167405, 0.000000
pr_001898670,0.167405, 0.000000
pr_000592688,0.167405, 0.000000
pr_000250380,0.167405, 0.000000
pr_000771998,0.167405, 0.000000
pr_000188624,0.167405, 0.000000
pr_000831574,0.167405, 0.000000
pr_000271169,0.167405, 0.000000
pr_000408464,0.167405, 0.000000
pr_000992156,0.167405, 0.000000
pr_000832185,0.167405, 0.000000
pr_000864490,0.167405, 0.000000
pr_000801970,0.167405, 0.000000
pr_000737118,0.167405, 0.000000
pr_000870844,0.167405, 0.000000
pr_000872649,0.167405, 0.000000
pr_000865659,0.167405, 0.000000
pr_000240497,0.167405, 0.000000
pr_000991089,0.167405, 0.000000
pr_000874741,0.167405, 0.000000
pr_001142563,0.167405, 0.000000
pr_001702377,0.167405, 0.000000
pr_002073645,0.167405, 0.000000
pr_000846442,0.167405, 0.000000
pr_000991650,0.167405, 0.000000
pr_000875528,0.167405, 0.000000
pr_000992124,0.167405, 0.000000
pr_000408479,0.167405, 0.000000
pr_000985123,0.167405, 0.000000
pr_000878940,0.167405, 0.000000
pr_002146347,0.167405, 0.000000
pr_001726821,0.167405, 0.000000
pr_000992088,0.167405, 0.000000
pr_000858805,0.167405, 0.000000
pr_000991240,0.167405, 0.000000
pr_000651424,0.167405, 0.000000
pr_001822225,0.167405, 0.000000
pr_000996348,0.167405, 0.000000
pr_000991200,0.167405, 0.000000
pr_001718307,0.167405, 0.000000
pr_000347172,0.167405, 0.000000
pr_001018529,0.167405, 0.000000
pr_001869081,0.167405, 0.000000
pr_000721926,0.167405, 0.000000
pr_000901944,0.167405, 0.000000
pr_000889041,0.167405, 0.000000
pr_000821512,0.167405, 0.000000
pr_000894567,0.167405, 0.000000
pr_000600166,0.167405, 0.000000
pr_000639918,0.167405, 0.000000
pr_000596138,0.167405, 0.000000
pr_000789255,0.167405, 0.000000
pr_000876438,0.167405, 0.000000
pr_000874172,0.167405, 0.000000
us_000464580,0.167405, 0.000000
us_000555408,0.167405, 0.000000
us_000195639,0.167405, 0.000000
us_000473274,0.167405, 0.000000
us_000459659,0.167405, 0.000000
us_000458567,0.167405, 0.000000
us_000469510,0.167405, 0.000000
us_000493171,0.167405, 0.000000
us_000597084,0.167405, 0.000000
us_000459808,0.167405, 0.000001
us_000616090,0.167405, 0.000002
