Product ID : 2099 # of JPs covered : 1 : 363 : LoanDoc-UCC, 
OID,Confidence at Map Node,Error at Map Node
us_000594264,0.167405, 0.000002
us_000576252,0.167405, 0.000002
pr_000193357,0.167405, 0.000002
us_000614227,0.167405, 0.000003
us_000613629,0.167405, 0.000003
us_000598641,0.167405, 0.000003
us_000591818,0.167405, 0.000003
pr_001017426,0.167405, 0.000004
pr_001734489,0.167405, 0.000004
pr_001133030,0.167405, 0.000005
us_000575025,0.167405, 0.000008
pr_001073138,0.167405, 0.000010
pr_001410924,0.167405, 0.000010
us_000566757,0.167405, 0.000011
pr_001410934,0.167405, 0.000017
pr_000997791,0.167405, 0.000037
pr_001412514,0.167405, 0.000048
pr_001730162,0.167405, 0.000067
us_000468019,0.167405, 0.000104
us_000555439,0.167405, 0.000113
us_000501392,0.167405, 0.000307
us_000591382,0.167405, 0.001028
us_000541950,0.167405, 0.002064
us_000532590,0.167405, 0.005363
us_000518459,0.167405, 0.013040
us_000575970,0.167405, 0.015770
us_000549957,0.167405, 0.024780
us_000470396,0.167405, 0.047394
us_000226588,0.167405, 0.055535
us_000500942,0.167405, 0.065296
us_000485186,0.167405, 0.962565
us_000561004,0.167405, 0.999533
pr_000815375,0.134888, 0.000000
us_000477716,0.134888, 0.000001
us_000458996,0.134888, 0.000001
us_000500533,0.134888, 0.000001
us_000464555,0.134888, 0.000001
us_000474263,0.134888, 0.000001
us_000472371,0.134888, 0.000001
us_000118389,0.134888, 0.000001
us_000488997,0.134888, 0.000001
us_000259105,0.134888, 0.000001
us_000498262,0.134888, 0.000001
us_000459719,0.134888, 0.000001
us_000458766,0.134888, 0.000001
us_000503609,0.134888, 0.000001
us_000506662,0.134888, 0.000001
us_000493164,0.134888, 0.000001
us_000485510,0.134888, 0.000001
us_000222681,0.134888, 0.000001
us_000564950,0.134888, 0.000001
us_000483211,0.134888, 0.000001
us_000051293,0.134888, 0.000001
us_000474761,0.134888, 0.000001
us_000478674,0.134888, 0.000001
us_000458557,0.134888, 0.000001
us_000458685,0.134888, 0.000001
us_000476950,0.134888, 0.000001
us_000550551,0.134888, 0.000001
us_000563890,0.134888, 0.000001
us_000127683,0.134888, 0.000001
us_000459865,0.134888, 0.000001
us_000506035,0.134888, 0.000002
pr_000762444,0.134888, 0.000003
pr_000765291,0.134888, 0.000006
us_000492365,0.134888, 0.000014
us_000555788,0.134888, 0.000014
us_000481970,0.134888, 0.000014
us_000564083,0.134888, 0.000014
us_000533126,0.134888, 0.000015
us_000613819,0.134888, 0.000027
us_000452165,0.134888, 0.000030
pr_001875570,0.134888, 0.000037
us_000550195,0.134888, 0.000038
us_000591898,0.134888, 0.000060
pr_000290742,0.134888, 0.000121
us_000480138,0.134888, 0.000397
pr_002081041,0.134888, 0.000433
us_000562944,0.134888, 0.001115
us_000471675,0.134888, 0.001117
us_000493938,0.134888, 0.001642
us_000230803,0.134888, 0.002455
us_000481214,0.134888, 0.002467
us_000589824,0.134888, 0.003105
us_000590075,0.134888, 0.006217
us_000591738,0.134888, 0.008062
us_000528381,0.134888, 0.008178
us_000564004,0.134888, 0.011864
us_000581121,0.134888, 0.016336
us_000518874,0.134888, 0.017066
us_000529065,0.134888, 0.017811
us_000529401,0.134888, 0.019960
us_000563683,0.134888, 0.022533
us_000530869,0.134888, 0.031560
us_000512515,0.134888, 0.076988
us_000504308,0.134888, 0.096200
us_000458943,0.134888, 8.278928
us_000560225,0.113289, 0.004032
us_000541734,0.113289, 0.004478
us_000566917,0.113289, 0.915524
us_000499630,0.113289, 0.928234
us_000498943,0.113289, 1.024382
us_000523842,0.113289, 1.029268
us_000526746,0.113289, 1.045794
us_000252500,0.113289, 1.082964
us_000573288,0.113289, 1.084181
us_000574548,0.113289, 1.111947
us_000521763,0.113289, 1.121326
us_000596968,0.113289, 1.124372
us_000533840,0.113289, 1.131347
us_000512420,0.113289, 1.134546
us_000511606,0.113289, 1.134874
us_000501578,0.113289, 1.135142
us_000544167,0.113289, 1.141719
us_000420058,0.113289, 1.160496
us_000231918,0.113289, 1.163367
us_000521257,0.113289, 1.171971
us_000608495,0.113289, 1.175544
us_000553688,0.113289, 1.190439
us_000585856,0.113289, 1.200118
us_000481393,0.113289, 1.200121
us_000607653,0.113289, 1.200936
us_000013307,0.113289, 1.214702
us_000552628,0.113289, 1.214716
us_000542790,0.113289, 1.214898
us_000540087,0.113289, 1.217507
us_000477165,0.113289, 1.219986
us_000524561,0.113289, 1.221637
us_000464995,0.113289, 1.227212
us_000563385,0.113289, 1.233130
us_000546153,0.113289, 1.237415
us_000526876,0.113289, 1.241167
us_000475220,0.113289, 1.243559
us_000463053,0.113289, 1.245253
us_000584017,0.113289, 1.247627
us_000509559,0.113289, 1.248593
us_000553323,0.113289, 1.249257
us_000481589,0.113289, 1.249510
us_000596948,0.113289, 1.253557
us_000488601,0.113289, 1.256358
us_000577173,0.113289, 1.262653
us_000607864,0.113289, 1.264768
us_000556562,0.113289, 1.271283
us_000608646,0.113289, 1.273696
us_000579256,0.113289, 1.274435
us_000304749,0.113289, 1.274475
us_000501132,0.113289, 1.280955
us_000475104,0.113289, 1.288393
us_000507414,0.113289, 1.291835
us_000142957,0.113289, 1.295701
us_000476958,0.113289, 1.297820
us_000461280,0.113289, 1.302820
us_000110358,0.113289, 1.308040
us_000458597,0.113289, 1.318960
us_000465118,0.113289, 1.320176
us_000538101,0.113289, 1.320859
us_000610388,0.113289, 1.326796
us_000557647,0.113289, 1.334814
us_000436858,0.113289, 1.335462
us_000538783,0.113289, 1.490428
us_000520998,0.054538, 0.000000
pr_001635495,0.054538, 0.000000
pr_001734200,0.054538, 0.000000
pr_002141441,0.054538, 0.000000
pr_002131524,0.054538, 0.000000
pr_000454330,0.054538, 0.000000
pr_001684346,0.054538, 0.000000
pr_001909445,0.054538, 0.000000
pr_000628165,0.054538, 0.000000
pr_001018932,0.054538, 0.000000
pr_000826627,0.054538, 0.000000
pr_000891587,0.054538, 0.000000
pr_000413445,0.054538, 0.000000
pr_000824697,0.054538, 0.000000
pr_001635070,0.054538, 0.000000
pr_000625925,0.054538, 0.000001
pr_000887331,0.054538, 0.000001
pr_000768974,0.054538, 0.000001
pr_000737219,0.054538, 0.000011
pr_000884679,0.054538, 0.000317
us_000497856,0.054538, 1.904602
us_000481821,0.054538, 2.208065
us_000486854,0.054538, 2.293633
us_000492449,0.054538, 2.310500
us_000510411,0.054538, 2.349105
us_000487831,0.054538, 2.369177
us_000491348,0.054538, 2.407476
us_000535760,0.054538, 2.517771
us_000473243,0.054538, 2.531175
us_000496366,0.054538, 2.545263
us_000533396,0.054538, 2.556550
us_000515878,0.054538, 2.570904
us_000519318,0.054538, 2.582807
us_000522809,0.054538, 2.614894
us_000499997,0.054538, 2.655034
us_000475389,0.054538, 2.656923
us_000492046,0.054538, 2.662038
us_000496875,0.054538, 2.682639
us_000535864,0.054538, 2.723577
us_000477527,0.054538, 2.724568
us_000058873,0.054538, 2.751217
us_000535661,0.054538, 2.773106
us_000529607,0.054538, 2.794048
us_000493713,0.054538, 2.800735
us_000525338,0.054538, 2.852850
us_000576227,0.054538, 2.856922
us_000532326,0.054538, 2.916571
us_000477528,0.054538, 2.939668
us_000541439,0.054538, 2.940261
us_000510006,0.054538, 2.943415
us_000493955,0.054538, 2.948580
us_000521662,0.054538, 2.950938
us_000500106,0.054538, 2.960663
us_000546456,0.054538, 2.961467
us_000498571,0.054538, 2.990006
us_000501023,0.054538, 2.992189
us_000516222,0.054538, 2.992189
us_000502725,0.054538, 2.992470
us_000482865,0.054538, 3.005139
us_000477464,0.054538, 3.015821
us_000500935,0.054538, 3.018813
us_000499565,0.054538, 3.028676
us_000599700,0.054538, 3.052369
us_000521294,0.054538, 3.072110
us_000065098,0.054538, 3.072722
us_000524064,0.054538, 3.079230
us_000523081,0.054538, 3.096975
us_000502627,0.054538, 3.197561
us_000517178,0.047716, 0.000000
us_000562284,0.047716, 0.000000
us_000521079,0.047716, 0.000000
us_000503728,0.047716, 0.000000
us_000521076,0.047716, 0.000000
us_000518719,0.047716, 0.000000
us_000514252,0.047716, 0.000000
us_000566719,0.047716, 0.000000
us_000511974,0.047716, 0.000000
us_000515076,0.047716, 0.000000
pr_000265453,0.047716, 0.000000
us_000539472,0.047716, 0.000002
us_000578540,0.047716, 0.000270
us_000540197,0.047716, 0.000310
us_000430654,0.047716, 1.291053
us_000442120,0.047716, 2.037311
us_000512219,0.047716, 2.092754
us_000541784,0.047716, 2.167688
us_000511993,0.047716, 2.203688
us_000491553,0.047716, 2.312161
us_000512029,0.047716, 2.329067
us_000586663,0.047716, 2.370489
us_000465172,0.047716, 2.425948
us_000607540,0.047716, 2.502980
us_000462636,0.047716, 2.531965
us_000247337,0.047716, 2.537531
us_000431753,0.047716, 2.572265
us_000494848,0.047716, 2.580237
us_000507611,0.047716, 2.589262
us_000522822,0.030183, 0.000002
us_000534061,0.030183, 0.000095
us_000565808,0.030183, 0.000733
us_000569514,0.030183, 0.010345
pr_000678081,0.003291, 0.000000
pr_001768485,0.003291, 0.000000
pr_002069070,0.003291, 0.000000
pr_001112825,0.003291, 0.000000
pr_000604844,0.003291, 0.000000
pr_000105820,0.003291, 0.000000
pr_000839293,0.003291, 0.000000
pr_001604949,0.003291, 0.000000
pr_000268920,0.003291, 0.000000
pr_001407284,0.003291, 0.000000
pr_000771033,0.003291, 0.000000
pr_001414212,0.003291, 0.000000
pr_001738489,0.003291, 0.000000
pr_001603440,0.003291, 0.000000
pr_000878629,0.003291, 0.000000
pr_001710082,0.003291, 0.000000
pr_001673914,0.003291, 0.000000
pr_001834045,0.003291, 0.000000
pr_001830122,0.003291, 0.000000
pr_000266999,0.003291, 0.000000
pr_001069038,0.003291, 0.000000
us_000489086,0.003291, 0.000000
pr_000099584,0.003291, 0.000000
us_000468757,0.003291, 0.000000
us_000512531,0.003291, 0.000005
us_000547110,0.003291, 0.000005
us_000551859,0.003291, 0.000007
us_000487212,0.003291, 0.000007
us_000481471,0.003291, 0.000024
us_000479647,0.003291, 0.000032
us_000505059,0.003291, 0.000048
us_000478437,0.003291, 0.000048
us_000461948,0.003291, 0.000126
us_000574380,0.003291, 0.000200
pr_000729564,0.003291, 0.000514
us_000471259,0.003291, 0.000810
us_000617113,0.003291, 0.000922
us_000561019,0.003291, 0.001075
us_000606637,0.003291, 0.001094
us_000575365,0.003291, 0.001327
us_000554271,0.003291, 0.001637
us_000503472,0.003291, 0.003611
pr_000982123,0.003291, 0.003963
us_000458854,0.003291, 0.004705
us_000543424,0.003291, 0.040691
us_000543089,0.003291, 0.072640
us_000467866,0.003291, 0.423869
