OID,Sq Dist to BMU, BMU Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,
2163,0.00000000,(26|5),0.00000716,(25|5),0.00001681,(27|5),0.00026849,(26|4),0.00028379,(26|6),0.00111577,(27|6),0.00141473,(27|4),0.01074639,(25|6),0.95380050,(25|4),
2164,0.00000943,(44|40),0.00029122,(44|41),0.00390395,(45|40),0.00752102,(44|39),0.01223920,(43|40),0.02097776,(45|41),0.02184472,(45|39),0.34166571,(43|39),0.37665766,(43|41),
2165,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
2166,0.00005660,(12|46),0.00225857,(13|46),0.01549723,(12|45),0.02201711,(12|47),0.02357131,(11|46),0.06088135,(13|45),0.10744806,(11|45),0.29383993,(11|47),0.39350069,(13|47),
2167,0.00000000,(20|34),0.00000002,(19|34),0.00000952,(21|34),0.00001580,(20|35),0.00002288,(20|33),0.00022025,(19|33),0.00130750,(19|35),0.00200504,(21|35),0.00252917,(21|33),
2168,0.00000000,(6|24),0.00000224,(7|24),0.00000735,(6|25),0.00002264,(5|24),0.00012779,(7|23),0.00037379,(6|23),0.00076559,(7|25),0.05332986,(5|25),0.50782460,(5|23),
2169,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
217,0.00000006,(23|27),0.00001243,(22|27),0.00002030,(23|26),0.00005355,(23|28),0.00009763,(24|27),0.00019933,(24|28),0.00126819,(24|26),0.00141892,(22|28),0.00225320,(22|26),
2170,0.00000002,(12|0),0.00002965,(13|0),0.00007990,(12|49),0.00011955,(12|1),0.00080777,(11|1),0.00127154,(11|0),0.00152676,(13|1),0.00159865,(13|49),0.00451832,(11|49),
2171,0.00000000,(17|34),0.00000040,(18|34),0.00000534,(17|33),0.00001045,(17|35),0.00002400,(16|34),0.00113133,(16|33),0.00459048,(16|35),0.00650894,(18|33),0.09324252,(18|35),
2172,0.00000000,(18|42),0.00000438,(19|42),0.00001171,(18|43),0.00004800,(18|41),0.00020508,(17|42),0.00085793,(19|43),0.00186559,(17|43),0.43806368,(19|41),0.98133606,(17|41),
2173,0.00003403,(24|0),0.00082938,(24|1),0.00115054,(23|0),0.01883716,(24|49),0.02986621,(23|1),0.07514696,(25|0),0.18718033,(23|49),0.28106022,(25|1),0.77502197,(25|49),
2174,0.00000000,(17|40),0.00000000,(16|40),0.00000000,(17|39),0.00000000,(17|41),0.00000011,(18|40),0.00001310,(16|39),0.00055085,(18|39),0.05479521,(16|41),0.78281677,(18|41),
2175,0.00000432,(34|47),0.00016099,(34|46),0.00052153,(33|47),0.00112647,(35|47),0.00168812,(34|48),0.01995914,(35|46),0.04011168,(35|48),0.09454756,(33|48),0.60027623,(33|46),
2176,0.00000459,(28|2),0.00082945,(27|2),0.00090743,(28|3),0.00282436,(29|2),0.02086083,(28|1),0.07044478,(27|3),0.09872856,(29|3),0.22708489,(27|1),0.86957836,(29|1),
2177,0.00002138,(36|3),0.00398628,(35|3),0.01064112,(36|4),0.02195382,(36|2),0.03320955,(37|3),0.11860412,(37|4),0.20037149,(35|4),0.21041772,(37|2),0.21659537,(35|2),
2178,0.00040741,(8|1),0.00087769,(8|2),0.00263796,(7|1),0.00463220,(9|1),0.00498974,(9|2),0.02011178,(7|2),0.05517891,(8|0),0.05948730,(7|0),0.09010933,(9|0),
2179,0.00435889,(37|38),0.05415617,(37|37),0.05653524,(36|38),0.09384148,(37|39),0.12244845,(38|38),0.26099777,(36|37),0.35523626,(38|39),0.66433215,(36|39),0.67444885,(38|37),
218,0.00000000,(32|23),0.00000046,(33|23),0.00000446,(31|23),0.00001002,(32|24),0.00001664,(32|22),0.00034446,(31|22),0.00064628,(33|22),0.00382127,(31|24),0.00429206,(33|24),
2180,0.00000221,(33|1),0.00050903,(33|2),0.00115422,(32|1),0.00134558,(33|0),0.01263617,(34|1),0.02749665,(32|0),0.02968122,(34|2),0.27639970,(34|0),0.31904471,(32|2),
2181,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
2182,0.00000452,(38|3),0.00426918,(38|4),0.00559510,(39|3),0.04643419,(38|2),0.06351107,(39|4),0.09970488,(39|2),0.19574854,(37|3),0.28637421,(37|4),0.65414006,(37|2),
2183,0.01200371,(49|39),0.15574206,(49|40),0.23365094,(48|39),0.26234505,(49|38),0.27660611,(0|39),0.69962114,(48|40),0.76813012,(0|40),0.87412101,(48|38),0.87556762,(0|38),
2184,0.00000130,(1|30),0.00003756,(1|29),0.00047058,(2|30),0.00078467,(0|30),0.00148774,(1|31),0.00268536,(0|29),0.02126324,(0|31),0.02542318,(2|29),0.04643704,(2|31),
2185,0.00000022,(16|4),0.00008531,(16|3),0.00045856,(15|4),0.00064564,(17|4),0.00117520,(16|5),0.02311051,(17|5),0.02974877,(15|5),0.05263893,(17|3),0.50880045,(15|3),
2186,0.11856467,(37|46),0.28079826,(37|45),0.28490236,(37|47),0.28919166,(38|46),0.35041222,(38|47),0.39375094,(36|46),0.55137849,(38|45),0.85110724,(36|47),0.97414672,(36|45),
2187,0.00000000,(17|40),0.00000000,(16|40),0.00000000,(17|39),0.00000000,(17|41),0.00000011,(18|40),0.00001310,(16|39),0.00055085,(18|39),0.05479521,(16|41),0.78281677,(18|41),
2188,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
2189,0.00001524,(47|49),0.00431758,(46|49),0.01662601,(47|48),0.01817285,(48|49),0.03658473,(47|0),0.06955291,(46|0),0.20626210,(48|0),0.29059854,(46|48),0.29585278,(48|48),
219,0.00000023,(21|44),0.00013004,(22|44),0.00044214,(21|43),0.00054202,(22|43),0.00073775,(20|44),0.00288378,(21|45),0.04365980,(20|43),0.07726564,(20|45),0.16942358,(22|45),
2190,0.02190090,(30|4),0.05318125,(30|3),0.08865751,(31|4),0.12083420,(29|4),0.29286608,(30|5),0.37260732,(29|3),0.38588125,(29|5),0.71803606,(31|3),0.71878213,(31|5),
2191,0.00000000,(20|40),0.00000001,(20|41),0.00000010,(21|40),0.00000174,(19|40),0.00000252,(20|39),0.00003593,(21|41),0.00014486,(21|39),0.00079656,(19|39),0.02168158,(19|41),
2192,0.00000018,(19|20),0.00009147,(20|20),0.00009587,(19|19),0.00019503,(19|21),0.00061332,(18|20),0.00105319,(18|19),0.00128996,(20|19),0.01137549,(20|21),0.01541701,(18|21),
2193,0.00435889,(37|38),0.05415617,(37|37),0.05653524,(36|38),0.09384148,(37|39),0.12244845,(38|38),0.26099777,(36|37),0.35523626,(38|39),0.66433215,(36|39),0.67444885,(38|37),
2194,0.00000005,(30|42),0.00000289,(30|43),0.00000633,(31|42),0.00016374,(30|41),0.00053574,(29|42),0.00208529,(31|41),0.02595802,(29|41),0.38839316,(29|43),0.78339571,(31|43),
2195,0.01315156,(33|20),0.01897701,(33|19),0.21369699,(33|21),0.25131911,(34|20),0.28482714,(32|20),0.79761571,(34|21),0.85062551,(34|19),0.98331320,(32|19),0.99304044,(32|21),
2196,0.00000000,(5|6),0.00000000,(5|7),0.00000010,(6|7),0.00000059,(4|7),0.00005454,(4|6),0.71415633,(6|6),0.97513825,(4|5),0.98921448,(6|5),0.99617535,(5|5),
2197,0.00000000,(5|19),0.00000000,(5|18),0.00000003,(6|19),0.00000005,(5|20),0.00000007,(4|19),0.00009191,(6|20),0.00016395,(4|18),0.00026163,(4|20),0.58968961,(6|18),
2198,0.00004763,(30|39),0.00049212,(31|39),0.00353974,(31|38),0.01474886,(31|40),0.48091155,(30|38),0.84367830,(30|40),0.99918264,(29|39),0.99922353,(29|38),1.00000000,(29|40),
2199,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
220,0.00000019,(23|5),0.00022310,(23|6),0.00082878,(22|5),0.00151109,(24|5),0.00165761,(23|4),0.00196361,(24|6),0.00689547,(22|4),0.03705577,(22|6),0.06063512,(24|4),
2200,0.00000000,(3|41),0.00000108,(4|41),0.00000222,(3|40),0.00000440,(3|42),0.00002476,(2|41),0.00025587,(4|40),0.00050524,(2|40),0.00171004,(2|42),0.04039694,(4|42),
2201,0.00000000,(10|33),0.00000019,(9|33),0.00000127,(10|32),0.00000717,(10|34),0.00001493,(11|33),0.00025487,(9|34),0.00040366,(11|32),0.00051643,(9|32),0.00180643,(11|34),
2202,0.66845572,(28|46),0.85908568,(27|46),0.89041603,(28|47),0.90989268,(29|46),0.95455289,(28|45),0.96111411,(27|47),1.00000000,(27|45),1.00000000,(29|45),1.00000000,(29|47),
2203,0.00000018,(19|20),0.00009147,(20|20),0.00009587,(19|19),0.00019503,(19|21),0.00061332,(18|20),0.00105319,(18|19),0.00128996,(20|19),0.01137549,(20|21),0.01541701,(18|21),
2204,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
2205,0.00000215,(37|43),0.00034750,(37|44),0.00115847,(36|43),0.00221897,(38|43),0.00497928,(37|42),0.01700419,(36|42),0.02548851,(38|44),0.03575050,(38|42),0.55867773,(36|44),
2206,0.00000000,(26|5),0.00000716,(25|5),0.00001681,(27|5),0.00026849,(26|4),0.00028379,(26|6),0.00111577,(27|6),0.00141473,(27|4),0.01074639,(25|6),0.95380050,(25|4),
2207,0.00000023,(21|44),0.00013004,(22|44),0.00044214,(21|43),0.00054202,(22|43),0.00073775,(20|44),0.00288378,(21|45),0.04365980,(20|43),0.07726564,(20|45),0.16942358,(22|45),
2208,0.00000018,(20|49),0.00000228,(19|49),0.00002788,(20|48),0.00009127,(21|49),0.00068988,(21|48),0.00101764,(20|0),0.00724252,(21|0),0.02537595,(19|0),1.00000000,(19|48),
2209,0.00000003,(37|32),0.00003777,(38|32),0.00004977,(37|31),0.00025222,(36|32),0.00060095,(37|33),0.00237769,(38|33),0.00321229,(36|31),0.00413093,(38|31),0.00598021,(36|33),
221,0.00000000,(15|46),0.00000245,(15|47),0.00000326,(16|46),0.00000847,(14|46),0.00000868,(15|45),0.00107559,(14|45),0.00233184,(14|47),0.00284318,(16|47),0.03651397,(16|45),
2210,0.00000000,(18|42),0.00000438,(19|42),0.00001171,(18|43),0.00004800,(18|41),0.00020508,(17|42),0.00085793,(19|43),0.00186559,(17|43),0.43806368,(19|41),0.98133606,(17|41),
2211,0.09103318,(29|44),0.25787535,(29|45),0.31180954,(29|43),0.32939026,(28|44),0.51388657,(30|44),0.98665404,(30|45),0.99763530,(30|43),1.00000000,(28|43),1.00000000,(28|45),
2212,0.24220987,(44|46),0.39502946,(43|45),0.52022552,(43|46),0.62355995,(44|45),0.71710956,(45|46),0.77594781,(44|47),0.86356497,(45|45),0.88411242,(43|47),0.92536855,(45|47),
2213,0.00000000,(19|10),0.00000448,(20|10),0.00000473,(19|11),0.00001657,(19|9),0.00012872,(18|10),0.00076655,(20|9),0.00306473,(18|9),0.00348711,(20|11),0.00901981,(18|11),
2214,0.00000000,(10|33),0.00000019,(9|33),0.00000127,(10|32),0.00000717,(10|34),0.00001493,(11|33),0.00025487,(9|34),0.00040366,(11|32),0.00051643,(9|32),0.00180643,(11|34),
2215,0.65911883,(29|46),0.84838277,(29|45),0.95970374,(30|45),0.96879947,(29|47),0.97304142,(28|46),0.98319274,(30|46),0.99711949,(30|47),0.99824470,(28|47),1.00000000,(28|45),
2216,0.00000000,(15|46),0.00000245,(15|47),0.00000326,(16|46),0.00000847,(14|46),0.00000868,(15|45),0.00107559,(14|45),0.00233184,(14|47),0.00284318,(16|47),0.03651397,(16|45),
2217,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
2218,0.00000000,(17|40),0.00000000,(16|40),0.00000000,(17|39),0.00000000,(17|41),0.00000011,(18|40),0.00001310,(16|39),0.00055085,(18|39),0.05479521,(16|41),0.78281677,(18|41),
2219,0.00000000,(40|34),0.00000003,(41|34),0.00000004,(39|34),0.00000011,(40|33),0.00000013,(40|35),0.00001673,(41|33),0.00226447,(39|33),0.01831894,(41|35),0.69077444,(39|35),
222,0.00000000,(45|3),0.00000454,(45|2),0.00001880,(45|4),0.00002195,(44|3),0.00003399,(46|3),0.00017565,(44|2),0.00383273,(46|2),0.01001885,(46|4),0.02406104,(44|4),
2220,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
2221,0.00000943,(44|40),0.00029122,(44|41),0.00390395,(45|40),0.00752102,(44|39),0.01223920,(43|40),0.02097776,(45|41),0.02184472,(45|39),0.34166571,(43|39),0.37665766,(43|41),
2222,0.66784811,(14|39),0.67947608,(13|39),0.68439364,(13|38),0.78464735,(14|38),0.83570904,(15|39),0.87595987,(14|40),0.87643075,(15|40),0.92276067,(15|38),0.99222320,(13|40),
2223,0.01713644,(32|49),0.45801276,(33|49),0.59658742,(33|48),0.73481864,(31|49),0.76428086,(32|48),0.84451878,(32|0),0.86317712,(33|0),0.98592049,(31|48),0.99888653,(31|0),
2224,0.00008573,(31|48),0.00045726,(31|47),0.05835612,(31|49),0.30941179,(30|48),0.66945434,(32|48),0.93187273,(32|49),0.97350311,(30|49),0.97665942,(30|47),0.98509258,(32|47),
2225,0.00024243,(15|2),0.00344268,(15|3),0.06181720,(14|2),0.06229501,(16|2),0.11313611,(15|1),0.12178979,(14|3),0.14306757,(14|1),0.62735230,(16|1),0.88843936,(16|3),
2226,0.00000000,(24|9),0.00000467,(24|8),0.00001545,(23|9),0.00002001,(25|9),0.00009049,(24|10),0.00082514,(23|8),0.00423318,(25|8),0.00427531,(25|10),0.03896698,(23|10),
2227,0.00003555,(28|48),0.04802576,(29|48),0.19070204,(28|49),0.22104242,(27|48),0.35053685,(28|47),0.86807930,(27|49),0.99721330,(27|47),0.99987578,(29|49),1.00000000,(29|47),
2228,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
2229,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
223,0.00000000,(34|10),0.00000977,(35|10),0.00001448,(34|11),0.00002362,(33|10),0.00004592,(34|9),0.00073775,(35|9),0.00136537,(33|9),0.00313945,(35|11),0.00333403,(33|11),
2230,0.00001562,(34|5),0.00624953,(34|4),0.01250082,(35|5),0.01318819,(34|6),0.01731350,(33|5),0.04790324,(33|4),0.12927707,(35|4),0.66499478,(35|6),0.97044718,(33|6),
2231,0.60767823,(28|46),0.84730417,(27|46),0.88201845,(28|47),0.89008427,(29|46),0.94372016,(28|45),0.99133849,(29|45),0.99987411,(27|45),1.00000000,(27|47),1.00000000,(29|47),
2232,0.00049440,(26|46),0.17099720,(26|47),0.20094959,(27|46),0.23400632,(26|45),0.83068055,(25|46),0.97111338,(25|47),0.98943621,(27|47),0.99136317,(27|45),0.99803805,(25|45),
2233,0.00000232,(46|36),0.00121421,(45|36),0.00155363,(46|35),0.00197487,(47|36),0.00210339,(46|37),0.00285951,(45|35),0.01245187,(47|37),0.05299182,(45|37),0.05869322,(47|35),
2234,0.00000000,(45|3),0.00000454,(45|2),0.00001880,(45|4),0.00002195,(44|3),0.00003399,(46|3),0.00017565,(44|2),0.00383273,(46|2),0.01001885,(46|4),0.02406104,(44|4),
2235,0.00000000,(26|31),0.00000392,(26|30),0.00000401,(27|31),0.00005762,(26|32),0.00021972,(25|31),0.00097679,(27|30),0.00346459,(25|32),0.00763442,(27|32),0.00985263,(25|30),
2236,0.00016517,(41|49),0.00771566,(40|49),0.01065535,(41|0),0.02970561,(42|49),0.04735017,(41|48),0.21194971,(42|48),0.27690345,(40|48),0.29678786,(42|0),0.38484567,(40|0),
2237,0.00000232,(46|36),0.00121421,(45|36),0.00155363,(46|35),0.00197487,(47|36),0.00210339,(46|37),0.00285951,(45|35),0.01245187,(47|37),0.05299182,(45|37),0.05869322,(47|35),
2238,0.00000000,(18|42),0.00000438,(19|42),0.00001171,(18|43),0.00004800,(18|41),0.00020508,(17|42),0.00085793,(19|43),0.00186559,(17|43),0.43806368,(19|41),0.98133606,(17|41),
2239,0.00000000,(34|10),0.00000977,(35|10),0.00001448,(34|11),0.00002362,(33|10),0.00004592,(34|9),0.00073775,(35|9),0.00136537,(33|9),0.00313945,(35|11),0.00333403,(33|11),
224,0.00000000,(8|12),0.00000018,(8|13),0.00000023,(9|12),0.00000101,(7|12),0.00001491,(8|11),0.00015358,(7|13),0.00054125,(9|13),0.00134882,(9|11),0.00311940,(7|11),
2240,0.00000101,(14|28),0.00052187,(14|29),0.00068795,(14|27),0.00080152,(13|28),0.00661440,(15|28),0.00881671,(13|27),0.01671276,(15|29),0.04307242,(13|29),0.23469906,(15|27),
2241,0.00000000,(10|8),0.00000057,(10|7),0.00000306,(11|8),0.00000716,(10|9),0.00001557,(9|8),0.00012955,(9|7),0.00226748,(9|9),0.00972173,(11|7),0.01876474,(11|9),
2242,0.00000041,(24|43),0.00001668,(23|43),0.00012973,(25|43),0.00038326,(24|44),0.01231747,(24|42),0.01623388,(25|44),0.11671911,(23|42),0.14803024,(23|44),0.87414533,(25|42),
2243,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
2244,0.00000000,(17|34),0.00000040,(18|34),0.00000534,(17|33),0.00001045,(17|35),0.00002400,(16|34),0.00113133,(16|33),0.00459048,(16|35),0.00650894,(18|33),0.09324252,(18|35),
2245,0.11124112,(30|45),0.11324821,(30|46),0.48685202,(31|46),0.51979274,(29|46),0.94799489,(31|45),0.98550177,(29|45),0.99257886,(30|44),0.99540132,(29|44),1.00000000,(31|44),
2246,0.00000005,(30|31),0.00003027,(29|31),0.00007677,(30|32),0.00010147,(30|30),0.00056468,(31|31),0.00235083,(29|30),0.00592547,(31|32),0.00906755,(31|30),0.01725460,(29|32),
2247,0.00049440,(26|46),0.17099720,(26|47),0.20094959,(27|46),0.23400632,(26|45),0.83068055,(25|46),0.97111338,(25|47),0.98943621,(27|47),0.99136317,(27|45),0.99803805,(25|45),
2248,0.00000000,(5|6),0.00000000,(5|7),0.00000010,(6|7),0.00000059,(4|7),0.00005454,(4|6),0.71415633,(6|6),0.97513825,(4|5),0.98921448,(6|5),0.99617535,(5|5),
2249,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
225,0.00000002,(12|0),0.00002965,(13|0),0.00007990,(12|49),0.00011955,(12|1),0.00080777,(11|1),0.00127154,(11|0),0.00152676,(13|1),0.00159865,(13|49),0.00451832,(11|49),
2250,0.00000000,(40|34),0.00000003,(41|34),0.00000004,(39|34),0.00000011,(40|33),0.00000013,(40|35),0.00001673,(41|33),0.00226447,(39|33),0.01831894,(41|35),0.69077444,(39|35),
2251,0.00006686,(25|3),0.00028123,(26|3),0.00545630,(25|4),0.00698126,(25|2),0.03259588,(26|2),0.04072092,(24|3),0.12599057,(24|4),0.59411424,(24|2),0.68723089,(26|4),
2252,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
2253,0.00000018,(19|20),0.00009147,(20|20),0.00009587,(19|19),0.00019503,(19|21),0.00061332,(18|20),0.00105319,(18|19),0.00128996,(20|19),0.01137549,(20|21),0.01541701,(18|21),
2254,0.00000005,(30|31),0.00003027,(29|31),0.00007677,(30|32),0.00010147,(30|30),0.00056468,(31|31),0.00235083,(29|30),0.00592547,(31|32),0.00906755,(31|30),0.01725460,(29|32),
2255,0.27542987,(27|45),0.46900856,(27|46),0.47726494,(27|44),0.50481856,(26|45),0.78414756,(28|45),0.98187780,(28|44),0.99233991,(28|46),0.99263716,(26|44),0.99539393,(26|46),
2256,0.00000001,(46|46),0.00005512,(47|46),0.00010136,(46|45),0.00010235,(46|47),0.00022320,(45|46),0.00129931,(47|45),0.00348204,(45|47),0.00970829,(47|47),0.03577406,(45|45),
2257,0.00000000,(19|10),0.00000448,(20|10),0.00000473,(19|11),0.00001657,(19|9),0.00012872,(18|10),0.00076655,(20|9),0.00306473,(18|9),0.00348711,(20|11),0.00901981,(18|11),
2258,0.00000001,(37|12),0.00000003,(37|11),0.00000083,(36|11),0.00000759,(38|11),0.01232067,(36|12),0.61653799,(38|12),1.00000000,(36|13),1.00000000,(37|13),1.00000000,(38|13),
2259,0.00000130,(1|30),0.00003756,(1|29),0.00047058,(2|30),0.00078467,(0|30),0.00148774,(1|31),0.00268536,(0|29),0.02126324,(0|31),0.02542318,(2|29),0.04643704,(2|31),
226,0.00000001,(37|0),0.00001580,(37|1),0.00007289,(38|0),0.00007428,(37|49),0.00013491,(36|0),0.00160818,(38|1),0.00684134,(36|1),0.00922658,(38|49),0.02915551,(36|49),
2260,0.00000244,(0|35),0.00056655,(0|36),0.00229823,(0|34),0.00282912,(1|35),0.00447186,(49|35),0.01326267,(1|36),0.01620199,(49|36),0.03556221,(49|34),0.05335602,(1|34),
2261,0.00000000,(17|0),0.00000429,(18|0),0.00000983,(17|49),0.00006768,(17|1),0.00025265,(16|0),0.00058099,(18|1),0.00201471,(18|49),0.00493686,(16|1),0.01430158,(16|49),
2262,0.00000101,(14|28),0.00052187,(14|29),0.00068795,(14|27),0.00080152,(13|28),0.00661440,(15|28),0.00881671,(13|27),0.01671276,(15|29),0.04307242,(13|29),0.23469906,(15|27),
2263,0.00000467,(33|41),0.00016244,(32|41),0.00031217,(34|41),0.00323607,(33|42),0.00771027,(34|40),0.00851833,(33|40),0.05292011,(34|42),0.06164449,(32|40),0.26378986,(32|42),
2264,0.00007588,(22|11),0.00382778,(21|11),0.00961761,(22|10),0.03229004,(22|12),0.04036551,(23|11),0.10773855,(21|12),0.15875031,(21|10),0.22242944,(23|10),0.23343024,(23|12),
2265,0.00016517,(41|49),0.00771566,(40|49),0.01065535,(41|0),0.02970561,(42|49),0.04735017,(41|48),0.21194971,(42|48),0.27690345,(40|48),0.29678786,(42|0),0.38484567,(40|0),
2266,0.00000041,(24|43),0.00001668,(23|43),0.00012973,(25|43),0.00038326,(24|44),0.01231747,(24|42),0.01623388,(25|44),0.11671911,(23|42),0.14803024,(23|44),0.87414533,(25|42),
2267,0.01713644,(32|49),0.45801276,(33|49),0.59658742,(33|48),0.73481864,(31|49),0.76428086,(32|48),0.84451878,(32|0),0.86317712,(33|0),0.98592049,(31|48),0.99888653,(31|0),
2268,0.00000000,(26|31),0.00000392,(26|30),0.00000401,(27|31),0.00005762,(26|32),0.00021972,(25|31),0.00097679,(27|30),0.00346459,(25|32),0.00763442,(27|32),0.00985263,(25|30),
2269,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
227,0.00000001,(41|46),0.00001241,(42|46),0.00001474,(40|46),0.00003289,(41|45),0.00012609,(41|47),0.00029443,(40|45),0.00162319,(40|47),0.00487382,(42|47),0.01348659,(42|45),
2270,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
2271,0.00000943,(44|40),0.00029122,(44|41),0.00390395,(45|40),0.00752102,(44|39),0.01223920,(43|40),0.02097776,(45|41),0.02184472,(45|39),0.34166571,(43|39),0.37665766,(43|41),
2272,0.00040741,(8|1),0.00087769,(8|2),0.00263796,(7|1),0.00463220,(9|1),0.00498974,(9|2),0.02011178,(7|2),0.05517891,(8|0),0.05948730,(7|0),0.09010933,(9|0),
2273,0.03314359,(36|45),0.32789451,(35|45),0.40462723,(37|45),0.44107851,(36|46),0.63854337,(35|46),0.64070916,(36|44),0.95254916,(35|44),0.98946500,(37|46),0.99589986,(37|44),
2274,0.00000000,(19|10),0.00000448,(20|10),0.00000473,(19|11),0.00001657,(19|9),0.00012872,(18|10),0.00076655,(20|9),0.00306473,(18|9),0.00348711,(20|11),0.00901981,(18|11),
2275,0.00000000,(6|24),0.00000224,(7|24),0.00000735,(6|25),0.00002264,(5|24),0.00012779,(7|23),0.00037379,(6|23),0.00076559,(7|25),0.05332986,(5|25),0.50782460,(5|23),
2276,0.00000000,(40|37),0.00000515,(40|36),0.00001478,(40|38),0.00002006,(41|37),0.00016586,(39|37),0.00089347,(39|38),0.00121088,(41|36),0.00805774,(39|36),0.04540359,(41|38),
2277,0.00005660,(12|46),0.00225857,(13|46),0.01549723,(12|45),0.02201711,(12|47),0.02357131,(11|46),0.06088135,(13|45),0.10744806,(11|45),0.29383993,(11|47),0.39350069,(13|47),
2278,0.00000221,(33|1),0.00050903,(33|2),0.00115422,(32|1),0.00134558,(33|0),0.01263617,(34|1),0.02749665,(32|0),0.02968122,(34|2),0.27639970,(34|0),0.31904471,(32|2),
2279,0.00058365,(25|48),0.00131349,(25|49),0.09198686,(25|47),0.61506838,(24|48),0.72921580,(26|48),0.73042107,(26|49),0.88595182,(24|49),0.91085875,(24|47),0.98508489,(26|47),
228,0.00000000,(10|8),0.00000057,(10|7),0.00000306,(11|8),0.00000716,(10|9),0.00001557,(9|8),0.00012955,(9|7),0.00226748,(9|9),0.00972173,(11|7),0.01876474,(11|9),
2280,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
2281,0.00000014,(24|41),0.00022265,(25|41),0.00273094,(24|40),0.00296106,(23|41),0.07666852,(25|40),0.08778465,(23|40),0.29683462,(24|42),0.31492862,(23|42),0.98427469,(25|42),
2282,0.00000000,(46|30),0.00000001,(47|30),0.00000385,(46|31),0.00001078,(46|29),0.00019636,(45|30),0.00052972,(47|29),0.00264460,(45|29),0.00773683,(47|31),0.02995117,(45|31),
2283,0.00000005,(30|42),0.00000289,(30|43),0.00000633,(31|42),0.00016374,(30|41),0.00053574,(29|42),0.00208529,(31|41),0.02595802,(29|41),0.38839316,(29|43),0.78339571,(31|43),
