OID,Sq Dist to BMU, BMU Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,
4266,0.00000005,(30|31),0.00003027,(29|31),0.00007677,(30|32),0.00010147,(30|30),0.00056468,(31|31),0.00235083,(29|30),0.00592547,(31|32),0.00906755,(31|30),0.01725460,(29|32),
4267,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4268,0.24597573,(28|45),0.44236544,(29|45),0.50422651,(28|44),0.85539490,(28|46),0.92012984,(27|45),0.99306089,(27|46),0.99654758,(29|46),0.99931502,(29|44),1.00000000,(27|44),
4269,0.00000432,(34|47),0.00016099,(34|46),0.00052153,(33|47),0.00112647,(35|47),0.00168812,(34|48),0.01995914,(35|46),0.04011168,(35|48),0.09454756,(33|48),0.60027623,(33|46),
427,0.00000000,(48|42),0.00000773,(48|43),0.00002157,(47|42),0.00004238,(48|41),0.00018569,(49|42),0.00029509,(47|43),0.00354519,(47|41),0.00600985,(49|41),0.00845820,(49|43),
4270,0.03314359,(36|45),0.32789451,(35|45),0.40462723,(37|45),0.44107851,(36|46),0.63854337,(35|46),0.64070916,(36|44),0.95254916,(35|44),0.98946500,(37|46),0.99589986,(37|44),
4271,0.00000000,(19|10),0.00000448,(20|10),0.00000473,(19|11),0.00001657,(19|9),0.00012872,(18|10),0.00076655,(20|9),0.00306473,(18|9),0.00348711,(20|11),0.00901981,(18|11),
4272,0.00000003,(37|32),0.00003777,(38|32),0.00004977,(37|31),0.00025222,(36|32),0.00060095,(37|33),0.00237769,(38|33),0.00321229,(36|31),0.00413093,(38|31),0.00598021,(36|33),
4273,0.00000000,(24|9),0.00000467,(24|8),0.00001545,(23|9),0.00002001,(25|9),0.00009049,(24|10),0.00082514,(23|8),0.00423318,(25|8),0.00427531,(25|10),0.03896698,(23|10),
4274,0.00000000,(17|34),0.00000040,(18|34),0.00000534,(17|33),0.00001045,(17|35),0.00002400,(16|34),0.00113133,(16|33),0.00459048,(16|35),0.00650894,(18|33),0.09324252,(18|35),
4275,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
4276,0.00000000,(28|39),0.00000344,(28|38),0.00000816,(29|39),0.00001954,(27|39),0.00005370,(28|40),0.00103823,(29|38),0.00545133,(27|38),0.00844446,(27|40),0.04633069,(29|40),
4277,0.00000179,(18|31),0.00005513,(18|32),0.00012159,(17|31),0.00059087,(18|30),0.00318837,(19|31),0.01071721,(17|30),0.01658626,(19|30),0.07399020,(19|32),0.50420552,(17|32),
4278,0.00000012,(36|6),0.00019609,(36|7),0.00060080,(35|6),0.00192329,(36|5),0.00536554,(37|6),0.02218450,(37|7),0.04789079,(37|5),0.45020565,(35|5),0.46755373,(35|7),
4279,0.00000452,(38|3),0.00426918,(38|4),0.00559510,(39|3),0.04643419,(38|2),0.06351107,(39|4),0.09970488,(39|2),0.19574854,(37|3),0.28637421,(37|4),0.65414006,(37|2),
428,0.00000000,(8|12),0.00000018,(8|13),0.00000023,(9|12),0.00000101,(7|12),0.00001491,(8|11),0.00015358,(7|13),0.00054125,(9|13),0.00134882,(9|11),0.00311940,(7|11),
4280,0.00000000,(17|40),0.00000000,(16|40),0.00000000,(17|39),0.00000000,(17|41),0.00000011,(18|40),0.00001310,(16|39),0.00055085,(18|39),0.05479521,(16|41),0.78281677,(18|41),
4281,0.00022760,(26|48),0.05752813,(27|48),0.07179902,(26|47),0.23517779,(26|49),0.69970441,(27|49),0.76326102,(25|48),0.98420787,(25|47),0.98921460,(25|49),0.99074453,(27|47),
4282,0.00000000,(5|19),0.00000000,(5|18),0.00000003,(6|19),0.00000005,(5|20),0.00000007,(4|19),0.00009191,(6|20),0.00016395,(4|18),0.00026163,(4|20),0.58968961,(6|18),
4283,0.00000000,(20|40),0.00000001,(20|41),0.00000010,(21|40),0.00000174,(19|40),0.00000252,(20|39),0.00003593,(21|41),0.00014486,(21|39),0.00079656,(19|39),0.02168158,(19|41),
4284,0.00000000,(40|37),0.00000515,(40|36),0.00001478,(40|38),0.00002006,(41|37),0.00016586,(39|37),0.00089347,(39|38),0.00121088,(41|36),0.00805774,(39|36),0.04540359,(41|38),
4285,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4286,0.00000018,(20|49),0.00000228,(19|49),0.00002788,(20|48),0.00009127,(21|49),0.00068988,(21|48),0.00101764,(20|0),0.00724252,(21|0),0.02537595,(19|0),1.00000000,(19|48),
4287,0.01315156,(33|20),0.01897701,(33|19),0.21369699,(33|21),0.25131911,(34|20),0.28482714,(32|20),0.79761571,(34|21),0.85062551,(34|19),0.98331320,(32|19),0.99304044,(32|21),
4288,0.00000022,(16|4),0.00008531,(16|3),0.00045856,(15|4),0.00064564,(17|4),0.00117520,(16|5),0.02311051,(17|5),0.02974877,(15|5),0.05263893,(17|3),0.50880045,(15|3),
4289,0.00000101,(14|28),0.00052187,(14|29),0.00068795,(14|27),0.00080152,(13|28),0.00661440,(15|28),0.00881671,(13|27),0.01671276,(15|29),0.04307242,(13|29),0.23469906,(15|27),
429,0.00000000,(8|12),0.00000018,(8|13),0.00000023,(9|12),0.00000101,(7|12),0.00001491,(8|11),0.00015358,(7|13),0.00054125,(9|13),0.00134882,(9|11),0.00311940,(7|11),
4290,0.00000105,(9|37),0.00031078,(10|37),0.00071870,(9|38),0.00250264,(8|37),0.00714926,(9|36),0.00956859,(10|38),0.04780722,(8|38),0.12703334,(8|36),0.22603874,(10|36),
4291,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
4292,0.00000001,(46|46),0.00005512,(47|46),0.00010136,(46|45),0.00010235,(46|47),0.00022320,(45|46),0.00129931,(47|45),0.00348204,(45|47),0.00970829,(47|47),0.03577406,(45|45),
4293,0.00435889,(37|38),0.05415617,(37|37),0.05653524,(36|38),0.09384148,(37|39),0.12244845,(38|38),0.26099777,(36|37),0.35523626,(38|39),0.66433215,(36|39),0.67444885,(38|37),
4294,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
4295,0.00004580,(29|49),0.00012796,(30|49),0.18567546,(30|0),0.38899681,(30|48),0.64210469,(29|0),0.97228289,(29|48),0.99530983,(28|49),0.99968529,(28|0),1.00000000,(28|48),
4296,0.00000008,(3|4),0.00018420,(3|3),0.00024344,(3|5),0.00073661,(4|5),0.00361518,(4|4),0.00457116,(2|4),0.01629661,(4|3),0.02393616,(2|5),0.02919839,(2|3),
4297,0.00011453,(23|47),0.00313534,(22|47),0.19830067,(23|46),0.27902374,(24|47),0.47624370,(22|46),0.62480533,(23|48),0.98066258,(24|46),0.99806905,(22|48),0.99954218,(24|48),
4298,0.12612511,(30|5),0.16352253,(29|4),0.25830916,(30|4),0.28231230,(29|5),0.36700538,(31|4),0.49670708,(31|5),0.59491861,(30|6),0.68585950,(29|6),0.70782691,(31|6),
4299,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
43,0.00000516,(35|44),0.00072618,(35|43),0.00398828,(36|44),0.01093413,(35|45),0.06457440,(34|44),0.06806422,(34|45),0.10248050,(34|43),0.20842098,(36|45),0.62229335,(36|43),
4300,0.01200371,(49|39),0.15574206,(49|40),0.23365094,(48|39),0.26234505,(49|38),0.27660611,(0|39),0.69962114,(48|40),0.76813012,(0|40),0.87412101,(48|38),0.87556762,(0|38),
4301,0.00000179,(18|31),0.00005513,(18|32),0.00012159,(17|31),0.00059087,(18|30),0.00318837,(19|31),0.01071721,(17|30),0.01658626,(19|30),0.07399020,(19|32),0.50420552,(17|32),
4302,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4303,0.00007588,(22|11),0.00382778,(21|11),0.00961761,(22|10),0.03229004,(22|12),0.04036551,(23|11),0.10773855,(21|12),0.15875031,(21|10),0.22242944,(23|10),0.23343024,(23|12),
4304,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
4305,0.00001346,(43|36),0.00094809,(42|36),0.00162822,(43|35),0.00307480,(44|36),0.01741254,(43|37),0.03897134,(44|37),0.06925397,(42|37),0.41483411,(42|35),0.64285135,(44|35),
4306,0.00001524,(47|49),0.00431758,(46|49),0.01662601,(47|48),0.01817285,(48|49),0.03658473,(47|0),0.06955291,(46|0),0.20626210,(48|0),0.29059854,(46|48),0.29585278,(48|48),
4307,0.00000295,(46|33),0.00043173,(47|33),0.00191256,(46|32),0.00368804,(47|32),0.00379911,(45|33),0.00829294,(46|34),0.04327578,(47|34),0.67144138,(45|34),0.98570710,(45|32),
4308,0.00000000,(5|19),0.00000000,(5|18),0.00000003,(6|19),0.00000005,(5|20),0.00000007,(4|19),0.00009191,(6|20),0.00016395,(4|18),0.00026163,(4|20),0.58968961,(6|18),
4309,0.00000001,(41|46),0.00001241,(42|46),0.00001474,(40|46),0.00003289,(41|45),0.00012609,(41|47),0.00029443,(40|45),0.00162319,(40|47),0.00487382,(42|47),0.01348659,(42|45),
431,0.00000000,(19|10),0.00000448,(20|10),0.00000473,(19|11),0.00001657,(19|9),0.00012872,(18|10),0.00076655,(20|9),0.00306473,(18|9),0.00348711,(20|11),0.00901981,(18|11),
4310,0.00000000,(45|3),0.00000454,(45|2),0.00001880,(45|4),0.00002195,(44|3),0.00003399,(46|3),0.00017565,(44|2),0.00383273,(46|2),0.01001885,(46|4),0.02406104,(44|4),
4311,0.00001315,(38|35),0.00110942,(38|34),0.00151383,(37|35),0.00151428,(39|35),0.01303448,(38|36),0.02056172,(37|36),0.04566244,(37|34),0.68723702,(39|36),0.98789042,(39|34),
4312,0.00000000,(17|34),0.00000040,(18|34),0.00000534,(17|33),0.00001045,(17|35),0.00002400,(16|34),0.00113133,(16|33),0.00459048,(16|35),0.00650894,(18|33),0.09324252,(18|35),
4313,0.00001895,(26|0),0.00196735,(26|1),0.02697415,(26|49),0.03908351,(27|0),0.03971447,(27|49),0.07673495,(27|1),0.10333895,(25|0),0.15498003,(25|1),0.74749142,(25|49),
4314,0.00000101,(14|28),0.00052187,(14|29),0.00068795,(14|27),0.00080152,(13|28),0.00661440,(15|28),0.00881671,(13|27),0.01671276,(15|29),0.04307242,(13|29),0.23469906,(15|27),
4315,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
4316,0.00000000,(6|24),0.00000224,(7|24),0.00000735,(6|25),0.00002264,(5|24),0.00012779,(7|23),0.00037379,(6|23),0.00076559,(7|25),0.05332986,(5|25),0.50782460,(5|23),
4317,0.00003403,(24|0),0.00082938,(24|1),0.00115054,(23|0),0.01883716,(24|49),0.02986621,(23|1),0.07514696,(25|0),0.18718033,(23|49),0.28106022,(25|1),0.77502197,(25|49),
4318,0.00000000,(26|31),0.00000392,(26|30),0.00000401,(27|31),0.00005762,(26|32),0.00021972,(25|31),0.00097679,(27|30),0.00346459,(25|32),0.00763442,(27|32),0.00985263,(25|30),
4319,0.00000085,(35|36),0.00023304,(35|37),0.00128857,(34|36),0.00166248,(35|35),0.00200033,(36|36),0.01560018,(34|35),0.08049965,(36|37),0.08904497,(36|35),0.23358387,(34|37),
432,0.00000000,(10|8),0.00000057,(10|7),0.00000306,(11|8),0.00000716,(10|9),0.00001557,(9|8),0.00012955,(9|7),0.00226748,(9|9),0.00972173,(11|7),0.01876474,(11|9),
4320,0.00000232,(46|36),0.00121421,(45|36),0.00155363,(46|35),0.00197487,(47|36),0.00210339,(46|37),0.00285951,(45|35),0.01245187,(47|37),0.05299182,(45|37),0.05869322,(47|35),
4321,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4322,0.04987949,(33|49),0.52236807,(33|48),0.64898992,(34|49),0.67724210,(34|0),0.71172953,(32|49),0.74903142,(33|0),0.81515592,(34|48),0.91896158,(32|48),0.99543226,(32|0),
4323,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
4324,0.66845572,(28|46),0.85908568,(27|46),0.89041603,(28|47),0.90989268,(29|46),0.95455289,(28|45),0.96111411,(27|47),1.00000000,(27|45),1.00000000,(29|45),1.00000000,(29|47),
4325,0.00022760,(26|48),0.05752813,(27|48),0.07179902,(26|47),0.23517779,(26|49),0.69970441,(27|49),0.76326102,(25|48),0.98420787,(25|47),0.98921460,(25|49),0.99074453,(27|47),
4326,0.00000000,(26|31),0.00000392,(26|30),0.00000401,(27|31),0.00005762,(26|32),0.00021972,(25|31),0.00097679,(27|30),0.00346459,(25|32),0.00763442,(27|32),0.00985263,(25|30),
4327,0.12612511,(30|5),0.16352253,(29|4),0.25830916,(30|4),0.28231230,(29|5),0.36700538,(31|4),0.49670708,(31|5),0.59491861,(30|6),0.68585950,(29|6),0.70782691,(31|6),
4328,0.00000007,(19|47),0.00000362,(19|48),0.00005410,(20|47),0.00077892,(19|46),0.00164638,(18|47),0.03394587,(18|46),0.03544991,(18|48),0.13128486,(20|46),0.84311807,(20|48),
4329,0.00000000,(45|3),0.00000454,(45|2),0.00001880,(45|4),0.00002195,(44|3),0.00003399,(46|3),0.00017565,(44|2),0.00383273,(46|2),0.01001885,(46|4),0.02406104,(44|4),
433,0.00000000,(20|40),0.00000001,(20|41),0.00000010,(21|40),0.00000174,(19|40),0.00000252,(20|39),0.00003593,(21|41),0.00014486,(21|39),0.00079656,(19|39),0.02168158,(19|41),
4330,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
4331,0.00000000,(10|8),0.00000057,(10|7),0.00000306,(11|8),0.00000716,(10|9),0.00001557,(9|8),0.00012955,(9|7),0.00226748,(9|9),0.00972173,(11|7),0.01876474,(11|9),
4332,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
4333,0.00254785,(33|43),0.00646932,(33|44),0.04340128,(32|43),0.08446863,(32|44),0.11227711,(34|44),0.18446849,(34|43),0.76175100,(32|42),0.87035203,(33|42),0.97579736,(34|42),
4334,0.00000432,(34|47),0.00016099,(34|46),0.00052153,(33|47),0.00112647,(35|47),0.00168812,(34|48),0.01995914,(35|46),0.04011168,(35|48),0.09454756,(33|48),0.60027623,(33|46),
4335,0.00002341,(5|44),0.00082249,(5|45),0.01651137,(6|44),0.01786680,(4|44),0.02171870,(4|45),0.02185421,(5|43),0.08378633,(4|43),0.11529349,(6|45),0.16897628,(6|43),
4336,0.00001315,(38|35),0.00110942,(38|34),0.00151383,(37|35),0.00151428,(39|35),0.01303448,(38|36),0.02056172,(37|36),0.04566244,(37|34),0.68723702,(39|36),0.98789042,(39|34),
4337,0.00000215,(37|43),0.00034750,(37|44),0.00115847,(36|43),0.00221897,(38|43),0.00497928,(37|42),0.01700419,(36|42),0.02548851,(38|44),0.03575050,(38|42),0.55867773,(36|44),
4338,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
4339,0.00024243,(15|2),0.00344268,(15|3),0.06181720,(14|2),0.06229501,(16|2),0.11313611,(15|1),0.12178979,(14|3),0.14306757,(14|1),0.62735230,(16|1),0.88843936,(16|3),
434,0.00000002,(12|0),0.00002965,(13|0),0.00007990,(12|49),0.00011955,(12|1),0.00080777,(11|1),0.00127154,(11|0),0.00152676,(13|1),0.00159865,(13|49),0.00451832,(11|49),
4340,0.06183780,(28|47),0.89321721,(28|46),0.90816700,(27|47),0.90922552,(29|47),0.91786933,(28|48),0.98012328,(27|48),0.98610812,(29|48),0.99554676,(27|46),0.99727386,(29|46),
4341,0.00000001,(46|46),0.00005512,(47|46),0.00010136,(46|45),0.00010235,(46|47),0.00022320,(45|46),0.00129931,(47|45),0.00348204,(45|47),0.00970829,(47|47),0.03577406,(45|45),
4342,0.00000000,(10|8),0.00000057,(10|7),0.00000306,(11|8),0.00000716,(10|9),0.00001557,(9|8),0.00012955,(9|7),0.00226748,(9|9),0.00972173,(11|7),0.01876474,(11|9),
4343,0.00001315,(38|35),0.00110942,(38|34),0.00151383,(37|35),0.00151428,(39|35),0.01303448,(38|36),0.02056172,(37|36),0.04566244,(37|34),0.68723702,(39|36),0.98789042,(39|34),
4344,0.00000452,(38|3),0.00426918,(38|4),0.00559510,(39|3),0.04643419,(38|2),0.06351107,(39|4),0.09970488,(39|2),0.19574854,(37|3),0.28637421,(37|4),0.65414006,(37|2),
4345,0.00000000,(5|19),0.00000000,(5|18),0.00000003,(6|19),0.00000005,(5|20),0.00000007,(4|19),0.00009191,(6|20),0.00016395,(4|18),0.00026163,(4|20),0.58968961,(6|18),
4346,0.00000105,(9|37),0.00031078,(10|37),0.00071870,(9|38),0.00250264,(8|37),0.00714926,(9|36),0.00956859,(10|38),0.04780722,(8|38),0.12703334,(8|36),0.22603874,(10|36),
4347,0.00138974,(16|12),0.10465255,(15|12),0.17612229,(16|13),0.24696620,(17|12),0.40652153,(16|11),0.42841536,(15|13),0.58889967,(15|11),0.78084165,(17|13),0.96301299,(17|11),
4348,0.00000000,(39|25),0.00000000,(39|24),0.00000002,(40|25),0.00000064,(38|25),0.00000190,(39|26),0.00004903,(40|26),0.00007340,(40|24),0.00290269,(38|26),0.45401511,(38|24),
4349,0.00000005,(30|42),0.00000289,(30|43),0.00000633,(31|42),0.00016374,(30|41),0.00053574,(29|42),0.00208529,(31|41),0.02595802,(29|41),0.38839316,(29|43),0.78339571,(31|43),
435,0.00000000,(20|40),0.00000001,(20|41),0.00000010,(21|40),0.00000174,(19|40),0.00000252,(20|39),0.00003593,(21|41),0.00014486,(21|39),0.00079656,(19|39),0.02168158,(19|41),
4350,0.00002138,(36|3),0.00398628,(35|3),0.01064112,(36|4),0.02195382,(36|2),0.03320955,(37|3),0.11860412,(37|4),0.20037149,(35|4),0.21041772,(37|2),0.21659537,(35|2),
4351,0.00000000,(32|23),0.00000046,(33|23),0.00000446,(31|23),0.00001002,(32|24),0.00001664,(32|22),0.00034446,(31|22),0.00064628,(33|22),0.00382127,(31|24),0.00429206,(33|24),
4352,0.00000000,(45|3),0.00000454,(45|2),0.00001880,(45|4),0.00002195,(44|3),0.00003399,(46|3),0.00017565,(44|2),0.00383273,(46|2),0.01001885,(46|4),0.02406104,(44|4),
4353,0.00000000,(17|15),0.00000001,(18|15),0.00000018,(17|16),0.00000074,(16|15),0.00000299,(17|14),0.00027664,(16|14),0.00040889,(18|14),0.00046763,(16|16),0.98672509,(18|16),
4354,0.00000135,(4|47),0.00042070,(5|47),0.00054785,(4|48),0.00108235,(4|46),0.02676339,(5|46),0.03337863,(5|48),0.20093629,(3|48),0.30514601,(3|47),0.62119353,(3|46),
4355,0.00000005,(30|31),0.00003027,(29|31),0.00007677,(30|32),0.00010147,(30|30),0.00056468,(31|31),0.00235083,(29|30),0.00592547,(31|32),0.00906755,(31|30),0.01725460,(29|32),
4356,0.00000022,(16|4),0.00008531,(16|3),0.00045856,(15|4),0.00064564,(17|4),0.00117520,(16|5),0.02311051,(17|5),0.02974877,(15|5),0.05263893,(17|3),0.50880045,(15|3),
4357,0.00000001,(41|46),0.00001241,(42|46),0.00001474,(40|46),0.00003289,(41|45),0.00012609,(41|47),0.00029443,(40|45),0.00162319,(40|47),0.00487382,(42|47),0.01348659,(42|45),
4358,0.00000023,(32|17),0.00015833,(32|16),0.00017706,(31|17),0.00151988,(33|17),0.00164624,(32|18),0.00225947,(33|16),0.00265517,(31|16),0.00920878,(31|18),0.01073342,(33|18),
4359,0.00000104,(19|6),0.00049613,(20|6),0.00160628,(19|5),0.00194178,(18|6),0.00201351,(19|7),0.00932960,(20|7),0.03027530,(18|7),0.06015501,(18|5),0.44631079,(20|5),
436,0.00000001,(37|0),0.00001580,(37|1),0.00007289,(38|0),0.00007428,(37|49),0.00013491,(36|0),0.00160818,(38|1),0.00684134,(36|1),0.00922658,(38|49),0.02915551,(36|49),
4360,0.47755939,(21|46),0.49795586,(20|45),0.60256445,(20|46),0.70939630,(21|47),0.72720361,(21|45),0.86294490,(22|47),0.87505579,(22|46),0.95735753,(22|45),0.99312001,(20|47),
4361,0.00000000,(20|34),0.00000002,(19|34),0.00000952,(21|34),0.00001580,(20|35),0.00002288,(20|33),0.00022025,(19|33),0.00130750,(19|35),0.00200504,(21|35),0.00252917,(21|33),
4362,0.00000130,(1|30),0.00003756,(1|29),0.00047058,(2|30),0.00078467,(0|30),0.00148774,(1|31),0.00268536,(0|29),0.02126324,(0|31),0.02542318,(2|29),0.04643704,(2|31),
4363,0.00435889,(37|38),0.05415617,(37|37),0.05653524,(36|38),0.09384148,(37|39),0.12244845,(38|38),0.26099777,(36|37),0.35523626,(38|39),0.66433215,(36|39),0.67444885,(38|37),
4364,0.24220987,(44|46),0.39502946,(43|45),0.52022552,(43|46),0.62355995,(44|45),0.71710956,(45|46),0.77594781,(44|47),0.86356497,(45|45),0.88411242,(43|47),0.92536855,(45|47),
4365,0.00000000,(17|40),0.00000000,(16|40),0.00000000,(17|39),0.00000000,(17|41),0.00000011,(18|40),0.00001310,(16|39),0.00055085,(18|39),0.05479521,(16|41),0.78281677,(18|41),
4366,0.00000041,(24|43),0.00001668,(23|43),0.00012973,(25|43),0.00038326,(24|44),0.01231747,(24|42),0.01623388,(25|44),0.11671911,(23|42),0.14803024,(23|44),0.87414533,(25|42),
4367,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
4368,0.00000101,(14|28),0.00052187,(14|29),0.00068795,(14|27),0.00080152,(13|28),0.00661440,(15|28),0.00881671,(13|27),0.01671276,(15|29),0.04307242,(13|29),0.23469906,(15|27),
4369,0.00076911,(28|43),0.13680501,(29|43),0.17290568,(28|42),0.20027059,(28|44),0.54263091,(27|43),0.91733122,(29|42),0.94990212,(27|42),0.98634303,(27|44),0.99829352,(29|44),
437,0.00000023,(21|44),0.00013004,(22|44),0.00044214,(21|43),0.00054202,(22|43),0.00073775,(20|44),0.00288378,(21|45),0.04365980,(20|43),0.07726564,(20|45),0.16942358,(22|45),
4370,0.00000000,(17|0),0.00000429,(18|0),0.00000983,(17|49),0.00006768,(17|1),0.00025265,(16|0),0.00058099,(18|1),0.00201471,(18|49),0.00493686,(16|1),0.01430158,(16|49),
4371,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4372,0.00000000,(19|16),0.00000000,(18|16),0.00000031,(19|15),0.00000034,(20|16),0.00000110,(19|17),0.00008739,(20|17),0.00011512,(20|15),0.12685023,(18|17),0.98671126,(18|15),
4373,0.00000179,(18|31),0.00005513,(18|32),0.00012159,(17|31),0.00059087,(18|30),0.00318837,(19|31),0.01071721,(17|30),0.01658626,(19|30),0.07399020,(19|32),0.50420552,(17|32),
4374,0.00000000,(2|47),0.00000243,(1|47),0.00000751,(2|48),0.00003210,(2|46),0.00038624,(1|48),0.00057277,(1|46),0.00361931,(3|46),0.01129964,(3|47),0.04295446,(3|48),
4375,0.00000861,(32|34),0.00398552,(33|34),0.00772380,(31|34),0.01207411,(32|33),0.08627035,(33|33),0.15118191,(32|35),0.18201654,(33|35),0.22797576,(31|33),0.75855619,(31|35),
4376,0.00000002,(14|41),0.00004125,(15|41),0.00007965,(13|41),0.00014931,(14|42),0.00140148,(13|40),0.00210822,(13|42),0.00300095,(14|40),0.05683685,(15|42),0.55487466,(15|40),
4377,0.00000019,(23|5),0.00022310,(23|6),0.00082878,(22|5),0.00151109,(24|5),0.00165761,(23|4),0.00196361,(24|6),0.00689547,(22|4),0.03705577,(22|6),0.06063512,(24|4),
4378,0.00000000,(3|41),0.00000108,(4|41),0.00000222,(3|40),0.00000440,(3|42),0.00002476,(2|41),0.00025587,(4|40),0.00050524,(2|40),0.00171004,(2|42),0.04039694,(4|42),
4379,0.00000041,(24|43),0.00001668,(23|43),0.00012973,(25|43),0.00038326,(24|44),0.01231747,(24|42),0.01623388,(25|44),0.11671911,(23|42),0.14803024,(23|44),0.87414533,(25|42),
438,0.00000000,(8|12),0.00000018,(8|13),0.00000023,(9|12),0.00000101,(7|12),0.00001491,(8|11),0.00015358,(7|13),0.00054125,(9|13),0.00134882,(9|11),0.00311940,(7|11),
4380,0.00000000,(15|46),0.00000245,(15|47),0.00000326,(16|46),0.00000847,(14|46),0.00000868,(15|45),0.00107559,(14|45),0.00233184,(14|47),0.00284318,(16|47),0.03651397,(16|45),
4381,0.00004763,(30|39),0.00049212,(31|39),0.00353974,(31|38),0.01474886,(31|40),0.48091155,(30|38),0.84367830,(30|40),0.99918264,(29|39),0.99922353,(29|38),1.00000000,(29|40),
4382,0.00000000,(12|23),0.00000001,(11|23),0.00000002,(12|24),0.00000024,(12|22),0.00000040,(13|23),0.00004152,(13|24),0.00013908,(13|22),0.00018947,(11|22),0.47579002,(11|24),
4383,0.00000105,(9|37),0.00031078,(10|37),0.00071870,(9|38),0.00250264,(8|37),0.00714926,(9|36),0.00956859,(10|38),0.04780722,(8|38),0.12703334,(8|36),0.22603874,(10|36),
4384,0.00000001,(41|46),0.00001241,(42|46),0.00001474,(40|46),0.00003289,(41|45),0.00012609,(41|47),0.00029443,(40|45),0.00162319,(40|47),0.00487382,(42|47),0.01348659,(42|45),
4385,0.00000000,(24|9),0.00000467,(24|8),0.00001545,(23|9),0.00002001,(25|9),0.00009049,(24|10),0.00082514,(23|8),0.00423318,(25|8),0.00427531,(25|10),0.03896698,(23|10),
4386,0.00000000,(17|34),0.00000040,(18|34),0.00000534,(17|33),0.00001045,(17|35),0.00002400,(16|34),0.00113133,(16|33),0.00459048,(16|35),0.00650894,(18|33),0.09324252,(18|35),
