Product ID : 2067 # of JPs covered : 1 : 143 : Trademarks, 
OID,Confidence at Map Node,Error at Map Node
pr_000665499,0.638682, 0.000410
pr_000701287,0.638682, 0.000570
pr_000764345,0.638682, 0.000584
pr_000167743,0.638682, 0.000584
pr_000969119,0.638682, 0.000584
pr_000232197,0.638682, 0.000584
pr_000646872,0.638682, 0.000584
pr_000639745,0.638682, 0.000584
pr_000198133,0.638682, 0.000584
pr_001133444,0.638682, 0.000695
pr_000234053,0.638682, 0.000968
pr_000158732,0.638682, 0.001035
pr_000014485,0.638682, 0.001399
us_000504092,0.638682, 0.003260
us_000488847,0.638682, 0.003425
us_000551171,0.638682, 0.417210
us_000551507,0.638682, 0.614679
us_000550625,0.638682, 0.666589
us_000508113,0.638682, 0.680989
us_000574779,0.638682, 0.738135
us_000532508,0.638682, 0.782244
us_000508904,0.638682, 0.805248
us_000520605,0.638682, 0.900147
us_000546387,0.638682, 0.933011
us_000582377,0.638682, 0.962521
us_000531836,0.638682, 0.977964
us_000582368,0.638682, 0.981606
us_000582380,0.638682, 0.981606
us_000521381,0.638682, 0.999264
us_000582344,0.638682, 1.032244
us_000532512,0.638682, 1.032244
pr_000608599,0.624384, 0.000000
pr_000422315,0.624384, 0.000000
pr_000839367,0.624384, 0.000000
pr_000578362,0.624384, 0.000000
pr_000934146,0.624384, 0.000000
pr_000005075,0.624384, 0.000000
pr_000930681,0.624384, 0.000000
pr_000918687,0.624384, 0.000000
pr_000228312,0.624384, 0.000000
pr_000605290,0.624384, 0.000000
us_000520106,0.624384, 0.000356
us_000520266,0.624384, 0.000356
us_000494648,0.624384, 0.045749
us_000518899,0.624384, 0.326431
us_000509615,0.624384, 0.365733
us_000532491,0.624384, 0.446336
us_000314574,0.624384, 0.492488
us_000566165,0.624384, 0.580924
us_000518695,0.624384, 0.585757
us_000530824,0.624384, 0.596769
pr_000997151,0.613792, 0.000000
pr_001875498,0.613792, 0.000000
pr_001667805,0.613792, 0.000000
pr_001667644,0.613792, 0.000000
pr_000668020,0.613792, 0.000000
pr_000622191,0.613792, 0.000009
us_000515916,0.613792, 0.000017
us_000514481,0.613792, 0.000042
us_000601638,0.613792, 0.000079
pr_000925308,0.613792, 0.000098
us_000534869,0.613792, 0.001248
us_000534893,0.613792, 0.003864
us_000539491,0.613792, 0.004967
us_000538776,0.613792, 0.005472
pr_001990457,0.590386, 0.000003
pr_002202244,0.590386, 0.000003
us_000515259,0.590386, 0.000008
us_000536774,0.590386, 0.000008
us_000546954,0.590386, 0.000008
us_000514398,0.590386, 0.000138
us_000598493,0.590386, 0.008535
us_000575991,0.590386, 0.263690
us_000527469,0.590386, 0.300105
us_000490313,0.590386, 0.320550
us_000506639,0.590386, 0.321694
us_000468141,0.590386, 0.325246
us_000506990,0.590386, 0.341485
us_000576150,0.590386, 0.354996
us_000576153,0.590386, 0.364094
us_000576175,0.590386, 0.364827
us_000468381,0.590386, 0.366130
us_000469085,0.590386, 0.373118
us_000550084,0.590386, 0.378926
us_000576049,0.590386, 0.383390
us_000470561,0.590386, 0.399952
us_000550300,0.590386, 0.416335
us_000470058,0.590386, 0.445207
us_000563259,0.590386, 0.466552
us_000467883,0.590386, 0.486972
us_000563126,0.590386, 0.530198
us_000467940,0.590386, 0.549455
us_000612600,0.555578, 0.000000
pr_000311655,0.555578, 0.000018
pr_001116330,0.555578, 0.000031
pr_000822914,0.555578, 0.000031
pr_000377916,0.555578, 0.000064
pr_000010570,0.555578, 0.000125
pr_000562785,0.555578, 0.000130
pr_001669090,0.555578, 0.000183
pr_000399439,0.555578, 0.001068
pr_000668631,0.555578, 0.001672
pr_000751870,0.555578, 0.002032
us_000525912,0.555578, 0.017053
us_000481366,0.555578, 0.751359
us_000499586,0.555578, 0.992847
pr_001004440,0.545280, 0.000093
us_000013780,0.545280, 0.171193
us_000591391,0.545280, 0.246574
us_000518770,0.545280, 0.260856
us_000561699,0.545280, 0.260998
us_000571322,0.545280, 0.276568
us_000527470,0.545280, 0.337306
us_000500558,0.545280, 0.351296
pr_001068442,0.535608, 0.000006
us_000469457,0.535608, 0.001366
pr_001070935,0.519460, 0.000000
pr_000112834,0.519460, 0.000000
pr_000929818,0.519460, 0.000000
us_000597161,0.519460, 0.000872
us_000464585,0.519460, 0.211945
us_000482235,0.519460, 0.218359
us_000459283,0.519460, 0.266767
us_000527172,0.519460, 0.268446
us_000502854,0.519460, 0.299433
us_000544415,0.519460, 0.301930
us_000492035,0.519460, 0.306368
us_000582611,0.519460, 0.311280
us_000600661,0.519460, 0.315981
us_000529980,0.519460, 0.332055
us_000473615,0.519460, 0.351194
us_000531661,0.519460, 0.353952
us_000523830,0.519460, 0.354579
us_000500095,0.519460, 0.355669
us_000567769,0.519460, 0.359339
us_000544085,0.519460, 0.361119
us_000535607,0.519460, 0.367257
us_000493574,0.519460, 0.378692
us_000524060,0.519460, 0.390944
us_000534559,0.519460, 0.390947
us_000516714,0.519460, 0.405496
us_000518686,0.519460, 0.405855
us_000518657,0.519460, 0.405855
us_000518733,0.519460, 0.405929
us_000520192,0.519460, 0.411493
us_000518152,0.519460, 0.414519
us_000475616,0.490123, 0.119144
us_000492024,0.490123, 0.119144
us_000505755,0.490123, 0.121762
us_000487732,0.490123, 0.121762
us_000554661,0.490123, 0.121762
us_000477416,0.490123, 0.121762
us_000487723,0.490123, 0.121762
us_000489975,0.490123, 0.121762
us_000464711,0.490123, 0.124408
us_000496603,0.490123, 0.124408
us_000464615,0.490123, 0.124408
us_000491748,0.490123, 0.124408
us_000487424,0.490123, 0.124408
us_000490726,0.490123, 0.124408
us_000473024,0.490123, 0.124408
us_000509636,0.490123, 0.124408
us_000476486,0.490123, 0.124408
us_000557097,0.490123, 0.124408
us_000189012,0.490123, 0.125299
us_000473018,0.490123, 0.125607
us_000472602,0.490123, 0.126152
us_000463462,0.490123, 0.127083
us_000463504,0.490123, 0.127083
us_000468433,0.490123, 0.127083
us_000557967,0.490123, 0.127083
us_000526480,0.490123, 0.127083
us_000463327,0.490123, 0.127083
us_000477881,0.490123, 0.127083
us_000468434,0.490123, 0.127083
us_000500155,0.490123, 0.127083
us_000463484,0.490123, 0.127083
us_000468154,0.490123, 0.127083
us_000479615,0.490123, 0.127083
us_000479585,0.490123, 0.127083
us_000463565,0.490123, 0.127083
us_000463512,0.490123, 0.127083
us_000069437,0.490123, 0.128506
us_000463373,0.490123, 0.129357
us_000489277,0.490123, 0.129787
us_000331937,0.490123, 0.129787
us_000463810,0.490123, 0.129787
us_000488975,0.490123, 0.129787
us_000476494,0.490123, 0.129787
us_000477348,0.490123, 0.129787
us_000489282,0.490123, 0.129787
us_000489298,0.490123, 0.129787
us_000472838,0.490123, 0.129787
us_000477352,0.490123, 0.129787
us_000511672,0.490123, 0.129787
us_000512286,0.490123, 0.129787
us_000473951,0.490123, 0.129787
us_000490965,0.490123, 0.129787
us_000512244,0.490123, 0.129787
us_000175860,0.490123, 0.129787
us_000411256,0.490123, 0.129787
us_000474188,0.490123, 0.129787
us_000410082,0.490123, 0.129787
us_000486109,0.490123, 0.129787
us_000473892,0.490123, 0.129787
us_000476631,0.490123, 0.129787
us_000463878,0.490123, 0.129787
us_000476623,0.490123, 0.129787
us_000476654,0.490123, 0.129787
us_000473808,0.490123, 0.129787
us_000491302,0.490123, 0.129787
us_000509628,0.490123, 0.129787
us_000486098,0.490123, 0.130306
us_000489867,0.490123, 0.130378
us_000502307,0.490123, 0.130677
us_000475816,0.490123, 0.131280
us_000460084,0.490123, 0.132519
us_000490778,0.490123, 0.132519
us_000508876,0.490123, 0.132519
us_000099347,0.490123, 0.132519
us_000511590,0.490123, 0.132519
us_000479670,0.490123, 0.132519
us_000543802,0.490123, 0.132519
us_000503411,0.490123, 0.132519
us_000508541,0.490123, 0.132519
us_000505727,0.490123, 0.132519
us_000500200,0.490123, 0.132519
us_000489384,0.490123, 0.132519
us_000490768,0.490123, 0.132519
us_000462121,0.490123, 0.132519
us_000464853,0.490123, 0.132519
us_000462262,0.490123, 0.132519
us_000483741,0.490123, 0.132519
us_000464897,0.490123, 0.132519
us_000511588,0.490123, 0.132519
us_000462051,0.490123, 0.132519
us_000474195,0.490123, 0.132519
us_000474469,0.490123, 0.132519
us_000468256,0.490123, 0.132519
us_000462281,0.490123, 0.132519
us_000482349,0.490123, 0.132519
us_000464908,0.490123, 0.132519
us_000562745,0.490123, 0.132519
us_000506262,0.490123, 0.132519
us_000495514,0.490123, 0.132519
us_000462313,0.490123, 0.132519
us_000505725,0.490123, 0.132519
us_000506546,0.490123, 0.132519
us_000498445,0.490123, 0.132519
us_000474415,0.490123, 0.132519
us_000500163,0.490123, 0.132519
us_000462308,0.490123, 0.132519
us_000459587,0.490123, 0.132519
us_000506236,0.490123, 0.132519
us_000543163,0.490123, 0.132519
us_000500830,0.490123, 0.132519
us_000464581,0.490123, 0.132519
us_000227887,0.490123, 0.132519
us_000477523,0.490123, 0.132519
us_000479400,0.490123, 0.132519
us_000476373,0.490123, 0.132519
us_000508422,0.490123, 0.132519
us_000098534,0.490123, 0.132519
us_000462289,0.490123, 0.132519
us_000563119,0.490123, 0.132519
us_000464798,0.490123, 0.132519
us_000489375,0.490123, 0.132519
us_000483743,0.490123, 0.132519
us_000485101,0.490123, 0.132519
us_000506202,0.490123, 0.132519
us_000462259,0.490123, 0.132519
us_000496298,0.490123, 0.133409
us_000479068,0.490123, 0.135279
us_000472957,0.490123, 0.135279
us_000506111,0.490123, 0.135279
us_000479183,0.490123, 0.135279
us_000479770,0.490123, 0.135279
us_000464108,0.490123, 0.135279
us_000464198,0.490123, 0.135279
us_000459546,0.490123, 0.135279
us_000458804,0.490123, 0.135279
us_000464438,0.490123, 0.135279
us_000476332,0.490123, 0.135279
us_000488589,0.490123, 0.135279
us_000464159,0.490123, 0.135279
us_000525291,0.490123, 0.135279
us_000460168,0.490123, 0.135279
us_000505424,0.490123, 0.135279
us_000563033,0.490123, 0.135279
us_000490162,0.490123, 0.135279
us_000522198,0.490123, 0.135279
us_000463110,0.490123, 0.135279
us_000490633,0.490123, 0.135279
us_000459054,0.490123, 0.135279
us_000440306,0.490123, 0.135279
us_000542639,0.490123, 0.135279
us_000459711,0.490123, 0.135279
us_000464123,0.490123, 0.135279
us_000468382,0.490123, 0.135279
us_000507699,0.490123, 0.135279
us_000500640,0.490123, 0.135279
us_000479262,0.490123, 0.135279
us_000540643,0.490123, 0.135279
us_000459135,0.490123, 0.135279
us_000483745,0.490123, 0.135279
us_000487041,0.490123, 0.135279
us_000201563,0.490123, 0.135279
us_000463637,0.490123, 0.135279
us_000473113,0.490123, 0.135279
us_000498045,0.490123, 0.135279
us_000459614,0.490123, 0.135279
us_000488498,0.490123, 0.135279
us_000464155,0.490123, 0.135279
us_000536851,0.490123, 0.135279
us_000459903,0.490123, 0.135279
us_000509890,0.490123, 0.135279
us_000442751,0.490123, 0.135279
us_000504794,0.490123, 0.135279
us_000459116,0.490123, 0.135279
us_000479943,0.490123, 0.135279
us_000496132,0.490123, 0.135279
us_000463181,0.490123, 0.135279
us_000488577,0.490123, 0.135279
us_000459221,0.490123, 0.135279
us_000458501,0.490123, 0.135279
us_000464088,0.490123, 0.135279
us_000463669,0.490123, 0.135279
us_000461794,0.490123, 0.135279
us_000467711,0.490123, 0.135279
us_000438663,0.490123, 0.135279
us_000461508,0.490123, 0.135279
us_000459598,0.490123, 0.135279
us_000463671,0.490123, 0.135279
us_000459497,0.490123, 0.135279
us_000092806,0.490123, 0.135279
us_000326582,0.490123, 0.135279
us_000460108,0.490123, 0.135279
us_000462685,0.490123, 0.135279
us_000554286,0.490123, 0.135279
us_000490931,0.490123, 0.135279
us_000510465,0.490123, 0.135279
us_000459678,0.490123, 0.135279
us_000463600,0.490123, 0.135279
us_000485107,0.490123, 0.135279
us_000553171,0.490123, 0.135279
us_000463620,0.490123, 0.135279
us_000490896,0.490123, 0.135279
us_000487773,0.490123, 0.135279
us_000461645,0.490123, 0.135279
us_000501319,0.490123, 0.135279
us_000474221,0.490123, 0.135279
us_000459640,0.490123, 0.135279
us_000007781,0.490123, 0.135279
us_000462644,0.490123, 0.135279
us_000554744,0.490123, 0.135279
us_000460006,0.490123, 0.135279
us_000463657,0.490123, 0.135279
us_000459104,0.490123, 0.135279
us_000477391,0.490123, 0.135279
us_000482697,0.490123, 0.135279
us_000458832,0.490123, 0.135279
us_000463721,0.490123, 0.135279
us_000490625,0.490123, 0.135279
us_000473596,0.490123, 0.135279
us_000460109,0.490123, 0.135279
us_000486591,0.490123, 0.135279
us_000463741,0.490123, 0.135279
us_000500658,0.490123, 0.135279
us_000458828,0.490123, 0.135279
us_000539195,0.490123, 0.135279
us_000477118,0.490123, 0.135279
us_000464152,0.490123, 0.135279
us_000487741,0.490123, 0.135279
us_000463623,0.490123, 0.135279
us_000459286,0.490123, 0.135279
us_000509881,0.490123, 0.135279
us_000464087,0.490123, 0.135279
us_000525966,0.490123, 0.135279
us_000473959,0.490123, 0.135279
us_000463622,0.490123, 0.135279
us_000507670,0.490123, 0.135279
us_000462777,0.490123, 0.135279
us_000464200,0.490123, 0.135279
us_000510623,0.490123, 0.135279
us_000473954,0.490123, 0.135279
us_000498891,0.490123, 0.135279
us_000474237,0.490123, 0.135848
us_000487446,0.490123, 0.136170
us_000505498,0.490123, 0.136170
us_000491915,0.490123, 0.136170
us_000472045,0.490123, 0.136170
us_000551781,0.490123, 0.136170
us_000478143,0.490123, 0.136309
us_000524613,0.490123, 0.136318
us_000464175,0.490123, 0.136702
us_000461542,0.490123, 0.136724
us_000554256,0.490123, 0.137023
us_000464162,0.490123, 0.137023
us_000472350,0.490123, 0.137023
us_000485361,0.490123, 0.137023
us_000464160,0.490123, 0.137123
pr_000910558,0.490123, 0.138427
us_000463621,0.490123, 0.141637
us_000461385,0.490123, 0.142634
pr_000000356,0.449600, 0.000008
us_000574663,0.449600, 0.000008
us_000612270,0.449600, 0.000008
us_000562733,0.449600, 0.000229
us_000538674,0.449600, 0.002091
us_000488500,0.449600, 0.142824
us_000532676,0.449511, 0.000097
us_000581166,0.449511, 0.314136
us_000552210,0.449511, 0.377672
us_000519456,0.449511, 0.511839
us_000542163,0.449511, 0.532538
us_000514063,0.449511, 0.555293
us_000584037,0.449511, 0.559298
us_000549047,0.449511, 0.569289
us_000538212,0.449511, 0.585754
us_000510659,0.449511, 0.599007
us_000579199,0.449511, 0.612725
us_000533498,0.449511, 0.640901
us_000546715,0.449511, 0.650638
us_000514535,0.449511, 0.671383
us_000519149,0.449511, 0.711323
pr_000479789,0.430000, 0.000000
pr_000107823,0.430000, 0.000000
us_000601166,0.430000, 0.000000
us_000589746,0.430000, 0.000000
us_000574167,0.430000, 0.000000
us_000597389,0.430000, 0.000000
us_000603192,0.430000, 0.000000
us_000595457,0.430000, 0.000000
pr_001081224,0.430000, 0.000000
pr_001641071,0.430000, 0.000000
us_000592547,0.430000, 0.000002
us_000592253,0.430000, 0.000002
us_000477783,0.430000, 0.000003
us_000472569,0.430000, 0.000003
us_000458603,0.430000, 0.000003
us_000474986,0.430000, 0.000003
us_000596149,0.430000, 0.000004
us_000612153,0.430000, 0.000004
us_000596160,0.430000, 0.000004
pr_000877144,0.430000, 0.000005
us_000585722,0.430000, 0.000006
pr_001686027,0.430000, 0.000185
us_000529729,0.430000, 0.004419
us_000586228,0.430000, 0.009107
us_000571279,0.430000, 0.021093
us_000516846,0.430000, 0.224568
us_000556707,0.430000, 0.314949
us_000264456,0.430000, 0.393615
us_000550889,0.430000, 0.423642
us_000523214,0.430000, 0.423648
us_000520167,0.430000, 0.520204
us_000519495,0.430000, 0.542391
us_000482157,0.430000, 0.614005
us_000555732,0.430000, 0.792794
pr_000498842,0.400212, 0.000000
us_000545026,0.400212, 0.000011
us_000532074,0.400212, 0.000011
us_000477446,0.400212, 0.000011
us_000504713,0.400212, 0.000011
us_000582464,0.400212, 0.000014
us_000551919,0.400212, 0.000014
us_000572272,0.400212, 0.000078
pr_000173172,0.400212, 0.000083
pr_000622621,0.400212, 0.000083
pr_000631490,0.400212, 0.000083
pr_000996575,0.400212, 0.000083
pr_000834492,0.400212, 0.000083
pr_000196496,0.400212, 0.000086
us_000590297,0.400212, 0.000120
us_000048977,0.400212, 0.000274
pr_001039099,0.400212, 0.000319
pr_000789232,0.400212, 0.000319
us_000499895,0.400212, 0.000323
pr_000731397,0.400212, 0.000332
pr_001975493,0.400212, 0.000482
pr_000173239,0.400212, 0.000512
pr_000668818,0.400212, 0.000529
pr_001019614,0.400212, 0.001413
pr_001937421,0.400212, 0.001587
pr_001744046,0.400212, 0.001691
pr_000896584,0.400212, 0.002103
pr_000985208,0.400212, 0.002369
pr_000178350,0.400212, 0.003048
pr_000553425,0.400212, 0.003105
pr_001112844,0.400212, 0.004731
pr_002060889,0.400212, 0.005269
us_000609426,0.400212, 0.006406
us_000615213,0.400212, 0.006739
us_000606600,0.400212, 0.008675
us_000540965,0.400212, 0.047739
us_000555160,0.378965, 0.000000
us_000570588,0.378965, 0.000000
pr_000007434,0.378965, 0.000000
pr_000006741,0.378965, 0.000001
us_000530897,0.378965, 0.000002
us_000534295,0.378965, 0.000002
us_000481828,0.378965, 0.000002
us_000593154,0.378965, 0.000370
us_000617384,0.378965, 0.007255
us_000521030,0.378965, 0.017257
us_000548636,0.378965, 0.188712
us_000548619,0.378965, 0.199782
us_000505931,0.378965, 0.211061
us_000508133,0.378965, 0.225000
us_000530201,0.378965, 0.270985
us_000511030,0.378965, 0.287169
us_000548747,0.378965, 0.295051
us_000191169,0.378965, 0.298276
us_000514364,0.378965, 0.303729
us_000576834,0.378965, 0.306603
us_000160132,0.378965, 0.316949
us_000544828,0.378965, 0.320673
us_000190028,0.378965, 0.325236
us_000533189,0.378965, 0.343007
us_000511129,0.378965, 0.353511
us_000533186,0.378965, 0.358915
us_000617163,0.378965, 0.362198
us_000530272,0.378965, 0.363930
us_000514466,0.378965, 0.366586
us_000530158,0.378965, 0.369630
us_000533317,0.378965, 0.394717
us_000566064,0.378965, 0.421396
us_000566801,0.378965, 0.434419
us_000551212,0.378965, 0.440784
us_000525793,0.378965, 0.440983
us_000515784,0.378965, 0.443029
us_000505355,0.378965, 0.490690
us_000561905,0.378965, 0.508261
us_000551098,0.378965, 0.675632
us_000553758,0.377149, 0.000025
pr_001950932,0.377149, 0.000065
pr_000084672,0.377149, 0.000095
us_000541566,0.377149, 0.003372
us_000514134,0.377149, 0.087439
us_000543716,0.377149, 0.115708
us_000582336,0.377149, 0.146569
us_000471197,0.377149, 0.151285
us_000491604,0.377149, 0.160822
us_000048186,0.377149, 0.215535
us_000521007,0.377149, 0.260342
us_000563850,0.377149, 0.267121
us_000587874,0.377149, 0.285455
us_000496932,0.377027, 0.000000
pr_000252954,0.377027, 0.000000
pr_001839019,0.377027, 0.000000
pr_001817552,0.377027, 0.000000
pr_001838932,0.377027, 0.000000
us_000498391,0.377027, 0.000011
us_000612049,0.377027, 0.000175
us_000599227,0.377027, 0.000308
us_000517940,0.377027, 0.001415
us_000563461,0.377027, 0.002878
us_000588119,0.377027, 0.003644
us_000507399,0.377027, 0.009469
us_000550548,0.377027, 0.010939
us_000538903,0.377027, 0.016674
us_000605913,0.377027, 0.017839
us_000506420,0.377027, 0.339641
us_000565538,0.377027, 0.358847
us_000534771,0.377027, 0.364227
us_000244577,0.377027, 0.428225
us_000531955,0.377027, 0.433835
us_000561886,0.377027, 0.457126
us_000549247,0.377027, 0.633020
us_000606125,0.340547, 0.000011
pr_000403417,0.340547, 0.000049
us_000607305,0.340547, 0.000079
pr_000182525,0.340547, 0.000171
us_000605807,0.340547, 0.000719
us_000579671,0.340547, 0.001916
us_000527097,0.340547, 0.001963
us_000504742,0.340547, 0.003519
us_000514531,0.340547, 0.119900
us_000579279,0.340547, 0.363236
us_000495837,0.340547, 0.458453
us_000473354,0.340547, 0.459315
pr_000833915,0.339043, 0.000000
pr_001749527,0.339043, 0.000002
pr_000971778,0.339043, 0.000003
pr_001068138,0.339043, 0.000009
us_000527468,0.339043, 0.088765
us_000598033,0.339043, 0.103360
us_000588634,0.339043, 0.109688
us_000478948,0.339043, 0.115000
us_000558642,0.339043, 0.125492
us_000572436,0.339043, 0.125693
us_000523053,0.339043, 0.132239
us_000541710,0.339043, 0.146983
us_000521568,0.339043, 0.150823
us_000459185,0.339043, 0.154280
us_000532456,0.339043, 0.158784
us_000474235,0.339043, 0.161978
us_000470896,0.339043, 0.163517
us_000548071,0.339043, 0.168898
us_000573143,0.339043, 0.172839
us_000541339,0.339043, 0.177069
us_000546447,0.339043, 0.179025
us_000599127,0.339043, 0.185497
us_000599131,0.339043, 0.204139
us_000523097,0.339043, 0.204743
us_000541704,0.339043, 0.205181
us_000599151,0.339043, 0.206509
us_000553850,0.339043, 0.207417
us_000523036,0.339043, 0.210195
us_000524442,0.339043, 0.218991
us_000577600,0.339043, 0.224846
us_000565210,0.339043, 0.225058
us_000530980,0.339043, 0.241524
us_000560122,0.339043, 0.244574
us_000572852,0.339043, 0.245685
us_000575810,0.339043, 0.248440
us_000141405,0.339043, 0.402452
us_000549314,0.339043, 0.403238
us_000103706,0.339043, 0.554864
us_000463318,0.339043, 0.559871
pr_000971028,0.334821, 0.000000
pr_000703550,0.334821, 0.000000
pr_000574896,0.334821, 0.000000
pr_001049370,0.334821, 0.000000
pr_001032166,0.334821, 0.000000
pr_000633149,0.334821, 0.000000
pr_002161072,0.334821, 0.000000
pr_000203361,0.334821, 0.000000
pr_001618846,0.334821, 0.000000
pr_000086766,0.334821, 0.000000
pr_000447648,0.334821, 0.000000
pr_001395027,0.334821, 0.000000
pr_000974855,0.334821, 0.000000
pr_001714496,0.334821, 0.000000
pr_000772829,0.334821, 0.000000
pr_000413074,0.334821, 0.000000
pr_001067162,0.334821, 0.000000
pr_000221661,0.334821, 0.000000
pr_000630206,0.334821, 0.000000
pr_000581127,0.334821, 0.000000
us_000530681,0.334821, 0.000002
us_000566539,0.334821, 0.000002
us_000609726,0.334821, 0.000022
pr_000000519,0.334821, 0.000043
pr_000000832,0.334821, 0.000150
us_000535400,0.334821, 0.000565
us_000565009,0.334821, 0.003153
us_000599116,0.334821, 0.161390
us_000522277,0.334821, 0.165939
us_000589700,0.334821, 0.185429
us_000523343,0.334821, 0.212944
pr_001088026,0.334272, 0.093028
pr_000855990,0.334272, 0.093133
pr_000988731,0.334272, 0.093207
pr_001059215,0.334272, 0.095336
pr_001101671,0.334272, 0.095336
pr_000934601,0.334272, 0.095441
pr_001816723,0.334272, 0.097672
pr_000628306,0.334272, 0.097672
pr_001108035,0.334272, 0.097672
pr_000537346,0.334272, 0.097672
pr_000870854,0.334272, 0.097776
pr_001018004,0.334272, 0.097812
pr_001017303,0.334272, 0.100176
pr_001102952,0.334272, 0.100214
pr_000280011,0.334272, 0.100255
pr_000860405,0.311505, 0.000000
pr_000701216,0.311505, 0.000000
pr_000183336,0.311505, 0.000025
us_000554839,0.311505, 0.000394
pr_001734151,0.311505, 0.000572
pr_001749097,0.311505, 0.000572
pr_000989490,0.311505, 0.000572
pr_001136586,0.311505, 0.000996
pr_001661411,0.311505, 0.001124
us_000576356,0.311505, 0.004005
us_000542575,0.311505, 0.045754
us_000535409,0.303766, 0.000000
us_000509377,0.303766, 0.000066
us_000561270,0.303766, 0.512376
us_000525413,0.303766, 0.616268
us_000508269,0.303766, 0.705035
us_000504039,0.303766, 0.742143
us_000586446,0.303766, 0.870494
us_000472843,0.303766, 0.978567
us_000534336,0.303766, 1.033813
us_000526216,0.303766, 1.294048
us_000560902,0.303766, 1.347474
us_000463788,0.303766, 1.387180
us_000513670,0.303766, 1.396358
us_000549241,0.303766, 1.622818
pr_000994161,0.302435, 0.000000
pr_000991179,0.302435, 0.000000
pr_000430580,0.302435, 0.000000
us_000564358,0.302435, 0.000000
us_000522153,0.302435, 0.000000
us_000520491,0.302435, 0.000000
pr_000189195,0.302435, 0.000000
us_000541092,0.302435, 0.000001
us_000536152,0.302435, 0.000003
pr_001841500,0.302435, 0.000003
pr_000267692,0.302435, 0.000019
pr_000636597,0.302435, 0.000165
pr_000829154,0.302435, 0.000167
pr_000288951,0.302435, 0.000168
pr_000289365,0.302435, 0.000413
pr_000381211,0.302435, 0.000423
pr_000379007,0.302435, 0.000537
pr_000121384,0.302435, 0.000936
us_000578364,0.302435, 0.002554
us_000583591,0.302435, 0.003070
us_000607411,0.302435, 0.003342
us_000585109,0.302435, 0.004334
us_000606398,0.302435, 0.008517
us_000594614,0.302435, 0.027201
us_000545341,0.302435, 0.038772
us_000549487,0.302435, 0.161619
us_000474202,0.302435, 0.207858
us_000557189,0.302435, 0.211727
us_000616343,0.302435, 0.212509
us_000532748,0.302435, 0.217649
us_000217332,0.302435, 0.221668
us_000557138,0.302435, 0.223603
us_000557188,0.302435, 0.228820
us_000473085,0.302435, 0.251409
us_000528478,0.302435, 0.259810
us_000575726,0.302435, 0.261763
us_000615796,0.302435, 0.278039
us_000535561,0.302435, 0.283430
us_000557190,0.302435, 0.285690
us_000593435,0.302435, 0.290450
us_000523773,0.302435, 0.296913
us_000557353,0.302435, 0.297737
us_000556901,0.302435, 0.297737
us_000556161,0.302435, 0.297737
us_000532433,0.302435, 0.299295
us_000571973,0.302435, 0.305085
us_000564615,0.302435, 0.312433
us_000555881,0.302435, 0.322913
us_000569843,0.302435, 0.343919
us_000572211,0.302435, 0.611617
us_000560518,0.302435, 0.891048
us_000567619,0.273280, 0.000000
us_000542241,0.273280, 0.000000
us_000563532,0.273280, 0.000000
us_000525179,0.273280, 0.000000
pr_000930448,0.273280, 0.000000
pr_000595436,0.273280, 0.000000
pr_000578544,0.273280, 0.000000
pr_000591598,0.273280, 0.000000
pr_001626982,0.273280, 0.000000
pr_001739294,0.273280, 0.000000
pr_001625357,0.273280, 0.000000
pr_000632564,0.273280, 0.000000
pr_001033726,0.273280, 0.000000
pr_001406672,0.273280, 0.000000
pr_001415328,0.273280, 0.000000
pr_000086175,0.273280, 0.000001
pr_000766536,0.273280, 0.000001
pr_000962613,0.273280, 0.000001
pr_000476931,0.273280, 0.000001
us_000584986,0.273280, 0.000002
us_000563154,0.273280, 0.000002
pr_000618918,0.273280, 0.000004
us_000565624,0.273280, 0.000004
pr_001900744,0.273280, 0.000009
pr_002114994,0.273280, 0.000009
pr_000992075,0.273280, 0.000012
pr_000697110,0.273280, 0.000021
pr_000972497,0.273280, 0.000022
pr_001590581,0.273280, 0.000023
pr_002082338,0.273280, 0.000025
pr_000010575,0.273280, 0.000027
pr_000308515,0.273280, 0.000028
pr_000830555,0.273280, 0.000029
pr_000844405,0.273280, 0.000031
pr_001024116,0.273280, 0.000031
pr_000170952,0.273280, 0.000038
pr_000891299,0.273280, 0.000041
pr_002212721,0.273280, 0.000048
pr_000081307,0.273280, 0.000052
pr_000643124,0.273280, 0.000061
pr_001755241,0.273280, 0.000066
pr_000578018,0.273280, 0.000070
pr_000871750,0.273280, 0.000074
pr_000189374,0.273280, 0.000079
pr_002081878,0.273280, 0.000084
pr_000785174,0.273280, 0.000105
pr_000854868,0.273280, 0.000105
pr_000760087,0.273280, 0.000126
pr_001823269,0.273280, 0.000131
pr_002135412,0.273280, 0.000140
pr_000543751,0.273280, 0.000143
pr_001932234,0.273280, 0.000145
pr_001929623,0.273280, 0.000152
us_000581342,0.273280, 0.000176
pr_000353891,0.273280, 0.000176
pr_000859947,0.273280, 0.000176
pr_001626946,0.273280, 0.000206
pr_000717382,0.273280, 0.000206
pr_000825733,0.273280, 0.000309
pr_000559607,0.273280, 0.000325
pr_002155490,0.273280, 0.000337
pr_000343453,0.273280, 0.000341
pr_000690827,0.273280, 0.000350
pr_000515151,0.273280, 0.000361
pr_000385419,0.273280, 0.000391
pr_000585172,0.273280, 0.000404
