Product ID : 2071 # of JPs covered : 1 : 403 : Tax Law-Foreign, 
OID,Confidence at Map Node,Error at Map Node
us_000592120,0.065632, 0.741415
us_000554093,0.065632, 0.763196
us_000466221,0.065632, 0.779082
us_000563231,0.065632, 0.887881
us_000562213,0.065632, 0.898444
us_000492588,0.065632, 0.922209
us_000519790,0.065632, 1.498927
us_000565878,0.065632, 1.507764
us_000532199,0.065632, 1.667538
pr_000662318,0.049794, 0.000000
pr_001032447,0.049794, 0.000000
pr_000695212,0.049794, 0.000000
pr_001040336,0.049794, 0.000000
pr_000661825,0.049794, 0.000000
pr_000754647,0.049794, 0.000000
pr_001596235,0.049794, 0.000000
pr_001045624,0.049794, 0.000000
pr_001090209,0.049794, 0.000000
pr_000967966,0.049794, 0.000000
pr_000971683,0.049794, 0.000000
pr_001817861,0.049794, 0.000000
pr_000647900,0.049794, 0.000000
pr_000769465,0.049794, 0.000000
pr_000829692,0.049794, 0.000000
pr_000845729,0.049794, 0.000000
pr_000662376,0.049794, 0.000000
pr_000908262,0.049794, 0.000000
pr_000782624,0.049794, 0.000000
pr_000817822,0.049794, 0.000000
pr_000831653,0.049794, 0.000000
pr_001593961,0.049794, 0.000000
pr_000765558,0.049794, 0.000000
pr_000861968,0.049794, 0.000000
pr_001678584,0.049794, 0.000000
pr_000811592,0.049794, 0.000003
pr_000785387,0.049794, 0.000003
pr_000969395,0.049794, 0.000004
pr_001167414,0.049794, 0.000004
pr_000711799,0.049794, 0.000006
pr_000900711,0.049794, 0.000012
pr_000825199,0.049794, 0.000013
pr_000787709,0.049794, 0.000019
pr_000887617,0.049794, 0.000054
pr_000574867,0.049794, 0.000058
pr_000747278,0.049794, 0.000077
pr_000662388,0.049794, 0.000112
pr_000830747,0.049794, 0.000243
pr_000638722,0.049794, 0.000265
pr_000977830,0.049794, 0.000277
pr_001105676,0.049794, 0.000287
pr_001150648,0.049794, 0.000337
pr_001860230,0.049794, 0.000407
pr_000635818,0.049794, 0.000508
pr_000639366,0.049794, 0.000576
pr_000639297,0.049794, 0.000654
pr_000861980,0.049794, 0.000871
us_000572575,0.049794, 0.001021
us_000569221,0.049794, 0.001073
us_000612109,0.049794, 0.001129
us_000549073,0.049794, 0.001153
us_000609814,0.049794, 0.001441
pr_000638976,0.049794, 0.001710
pr_000770519,0.049794, 0.005163
us_000515316,0.049794, 0.005574
us_000519417,0.049794, 0.006045
us_000578968,0.049794, 0.014123
us_000554548,0.037666, 0.000000
us_000512893,0.037666, 0.000000
us_000514144,0.037666, 0.000000
us_000569176,0.037666, 0.000000
us_000540248,0.037666, 0.000000
us_000556752,0.037666, 0.000000
us_000508752,0.037666, 0.000000
us_000541197,0.037666, 0.000000
us_000520191,0.037666, 0.000000
us_000547211,0.037666, 0.000000
us_000513104,0.037666, 0.000000
us_000548735,0.037666, 0.000000
us_000520571,0.037666, 0.000000
us_000513150,0.037666, 0.000000
us_000563527,0.037666, 0.000000
us_000565803,0.037666, 0.000000
us_000566392,0.037666, 0.000000
us_000594032,0.037666, 0.000000
us_000584807,0.037666, 0.000000
us_000472443,0.037666, 0.000000
us_000468096,0.037666, 0.000000
us_000538281,0.037666, 0.000000
us_000541285,0.037666, 0.000000
us_000531792,0.037666, 0.000000
us_000512765,0.037666, 0.000000
us_000513749,0.037666, 0.000000
us_000597981,0.037666, 0.000000
us_000586165,0.037666, 0.000000
us_000521149,0.037666, 0.000000
us_000575964,0.037666, 0.000000
us_000531826,0.037666, 0.000000
us_000588165,0.037666, 0.000000
pr_001146805,0.037666, 0.000000
pr_000910415,0.037666, 0.000000
pr_001155516,0.037666, 0.000000
us_000510892,0.037666, 0.000000
us_000542756,0.037666, 0.000000
us_000581299,0.037666, 0.000009
pr_001050845,0.037666, 0.000009
us_000583522,0.037666, 0.000011
us_000595472,0.037666, 0.000011
us_000569882,0.037666, 0.000014
us_000569805,0.037666, 0.000014
us_000509150,0.037666, 0.000014
us_000565590,0.037666, 0.000014
pr_001673484,0.037666, 0.000015
us_000547831,0.037666, 0.000031
us_000597560,0.037666, 0.000038
us_000598293,0.037666, 0.000041
pr_000941310,0.037666, 0.000043
pr_000958077,0.037666, 0.000076
pr_001800144,0.037666, 0.000093
us_000040060,0.037666, 0.000109
pr_000882501,0.037666, 0.000156
pr_000820095,0.037666, 0.000156
pr_000816738,0.037666, 0.000160
pr_001150673,0.037666, 0.000204
us_000608611,0.037666, 0.000241
us_000478689,0.037666, 0.000292
us_000587766,0.037666, 0.000296
us_000484245,0.037666, 0.000478
pr_002095206,0.037666, 0.000568
us_000538248,0.037666, 0.000646
us_000509763,0.037666, 0.000936
us_000574346,0.037666, 0.001978
us_000544973,0.037666, 0.002947
us_000616713,0.037666, 0.003863
us_000518302,0.037666, 0.003906
us_000501962,0.037666, 0.003943
us_000542153,0.037666, 0.004854
us_000488166,0.037666, 0.010519
us_000510710,0.037666, 0.015015
us_000514395,0.037666, 0.016266
us_000585792,0.037666, 0.027209
us_000568275,0.037666, 0.032085
us_000480771,0.037666, 0.037798
us_000579485,0.037666, 0.050068
us_000097887,0.037666, 0.055109
us_000545568,0.037666, 0.179087
us_000475597,0.037666, 3.276980
us_000474913,0.037666, 3.679645
us_000485572,0.037666, 3.749323
us_000474853,0.037666, 3.953918
us_000521815,0.034198, 0.000000
us_000507162,0.034198, 0.000000
us_000497566,0.034198, 0.000000
pr_000486107,0.034198, 0.000000
pr_001721640,0.034198, 0.000000
us_000561724,0.034198, 0.000000
pr_000244161,0.034198, 0.000007
pr_002072175,0.034198, 0.000021
pr_002066992,0.034198, 0.000030
pr_002083393,0.034198, 0.000055
pr_002069037,0.034198, 0.000065
us_000524228,0.034198, 0.001207
us_000592228,0.034198, 0.001621
us_000608292,0.034198, 0.001688
us_000582086,0.034198, 0.002424
us_000589566,0.034198, 0.002728
pr_001714397,0.034198, 0.002750
us_000582338,0.034198, 0.002769
us_000562602,0.034198, 0.002951
us_000601460,0.034198, 0.004378
us_000533969,0.034198, 0.004504
us_000540563,0.034198, 0.004761
us_000541993,0.034198, 0.007323
us_000477390,0.034198, 0.007687
us_000542555,0.034198, 0.007856
us_000586419,0.034198, 0.016472
us_000515183,0.034198, 0.021604
us_000548226,0.034198, 0.026212
us_000594151,0.034198, 0.030306
us_000140433,0.034198, 0.034312
us_000516735,0.034198, 0.038202
us_000202616,0.034198, 0.042227
us_000528081,0.034198, 0.050866
us_000533436,0.034198, 0.053126
us_000332785,0.034198, 0.065722
us_000538697,0.034198, 0.071802
us_000472338,0.023120, 0.000000
us_000471243,0.023120, 0.000000
us_000515758,0.023120, 0.000000
pr_000735974,0.023120, 0.000001
pr_002006777,0.023120, 0.000001
us_000525240,0.023120, 0.000001
us_000464409,0.023120, 0.000002
us_000539301,0.023120, 0.000002
us_000541449,0.023120, 0.000002
pr_000750203,0.023120, 0.000004
pr_001894874,0.023120, 0.000006
us_000537888,0.023120, 0.000009
pr_002066217,0.023120, 0.000014
us_000510426,0.023120, 0.000023
us_000518842,0.023120, 0.000030
pr_001963351,0.023120, 0.000036
pr_001930435,0.023120, 0.000036
us_000537897,0.023120, 0.000061
us_000537922,0.023120, 0.000061
pr_001884506,0.023120, 0.000087
us_000503686,0.023120, 0.000159
us_000519328,0.023120, 0.000248
us_000441576,0.023120, 0.000263
us_000508831,0.023120, 0.000349
us_000512067,0.023120, 0.000349
us_000508799,0.023120, 0.000349
pr_001021085,0.023120, 0.000371
us_000521577,0.023120, 0.000510
us_000550742,0.023120, 0.000547
pr_000791139,0.023120, 0.000562
pr_001089198,0.023120, 0.000562
pr_000822658,0.023120, 0.000562
pr_000744957,0.023120, 0.000610
us_000484930,0.023120, 0.000615
pr_000886452,0.023120, 0.000629
pr_000880013,0.023120, 0.000629
us_000463914,0.023120, 0.000642
pr_000274758,0.023120, 0.000660
us_000542656,0.023120, 0.000807
pr_000289167,0.023120, 0.000914
pr_001611410,0.023120, 0.000931
us_000466827,0.023120, 0.000948
us_000539375,0.023120, 0.000987
pr_000562899,0.023120, 0.001170
us_000467129,0.023120, 0.001461
us_000599052,0.023120, 0.002507
us_000509297,0.023120, 0.003076
us_000486085,0.023120, 0.003112
us_000520640,0.023120, 0.003294
us_000492918,0.023120, 0.003344
us_000543433,0.023120, 0.003416
pr_001018053,0.023120, 0.003455
us_000535835,0.023120, 0.003694
us_000537949,0.023120, 0.005143
us_000106058,0.023120, 0.005842
us_000580820,0.023120, 0.007428
us_000559191,0.023120, 0.007515
us_000515699,0.023120, 0.007522
us_000542328,0.023120, 0.007790
us_000598055,0.023120, 0.008061
us_000506858,0.023120, 0.008871
us_000568739,0.023120, 0.010266
us_000567553,0.023120, 0.010913
us_000568680,0.023120, 0.011957
us_000470418,0.023120, 0.012760
us_000533657,0.023120, 0.012852
us_000542961,0.023120, 0.014734
us_000487783,0.023120, 0.017237
us_000498982,0.023120, 0.017759
us_000557514,0.023120, 0.017989
us_000566715,0.023120, 0.019626
us_000575454,0.023120, 0.020177
us_000163426,0.023120, 0.023441
us_000480432,0.023120, 0.026936
us_000472790,0.023120, 0.035748
us_000589732,0.023120, 0.043366
us_000525393,0.023120, 0.044941
us_000568938,0.023120, 0.050226
us_000480335,0.023120, 0.050962
us_000495291,0.023120, 0.056536
us_000589275,0.023120, 0.073321
us_000579268,0.023120, 0.081077
us_000494628,0.023120, 0.103556
us_000495488,0.023120, 0.162111
us_000482659,0.023120, 0.169227
us_000553948,0.023120, 0.228592
pr_000126181,0.020897, 0.000000
pr_001897446,0.020897, 0.000000
pr_001814224,0.020897, 0.000000
us_000492258,0.020897, 0.000000
us_000517469,0.020897, 0.000000
us_000540698,0.020897, 0.000000
us_000534258,0.020897, 0.000000
pr_001015782,0.020897, 0.000007
pr_000586966,0.020897, 0.000008
us_000535800,0.020897, 0.000009
us_000502683,0.020897, 0.000009
pr_000092802,0.020897, 0.000015
pr_000940761,0.020897, 0.000019
pr_002194887,0.020897, 0.000084
us_000616796,0.020897, 0.000123
pr_002000658,0.020897, 0.000156
us_000500634,0.020897, 0.000731
us_000522820,0.020897, 0.001117
us_000570218,0.020897, 0.003637
us_000474631,0.020897, 0.005417
us_000488246,0.020897, 0.006335
us_000478609,0.020897, 0.008827
us_000518504,0.020897, 0.010181
us_000585626,0.020897, 0.042574
us_000481008,0.020897, 0.059249
us_000503723,0.020897, 3.209715
us_000503569,0.020897, 3.334985
us_000513935,0.020897, 3.351085
us_000475720,0.020897, 3.354909
us_000514647,0.020897, 3.386618
us_000510238,0.020897, 3.396344
us_000483894,0.020897, 3.413551
us_000478547,0.020897, 3.419238
us_000503612,0.020897, 3.420614
us_000503722,0.020897, 3.463832
us_000460216,0.020897, 3.485619
us_000169563,0.020897, 3.486275
us_000491930,0.020897, 3.486275
us_000510776,0.020897, 3.486549
us_000492372,0.020897, 3.486549
us_000483945,0.020897, 3.490046
us_000491939,0.020897, 3.494789
us_000496605,0.020897, 3.497142
us_000497014,0.020897, 3.497142
us_000511716,0.020897, 3.497142
us_000503743,0.020897, 3.504153
us_000510172,0.020897, 3.515334
us_000141268,0.020897, 4.588162
us_000460208,0.020897, 5.905212
