Product ID : 2092 # of JPs covered : 1 : 438 : Personal Injury-Substantive, 
us_000566229,0.666139, 0.335772
us_000527196,0.666139, 0.335772
us_000498819,0.666139, 0.335772
us_000527449,0.666139, 0.335772
us_000510162,0.666139, 0.335772
us_000594446,0.666139, 0.336329
us_000587949,0.666139, 0.336449
us_000570573,0.666139, 0.336449
us_000525897,0.666139, 0.336488
us_000518968,0.666139, 0.337261
us_000569256,0.666139, 0.337349
us_000546333,0.666139, 0.337842
us_000529640,0.666139, 0.337865
us_000534957,0.666139, 0.337881
us_000498140,0.666139, 0.338049
us_000548137,0.666139, 0.338687
us_000510625,0.666139, 0.338703
us_000542704,0.666139, 0.338748
us_000511749,0.666139, 0.340011
us_000508854,0.666139, 0.340390
us_000569443,0.666139, 0.340839
us_000501412,0.666139, 0.342371
us_000527908,0.666139, 0.342469
us_000537823,0.666139, 0.343068
us_000530527,0.666139, 0.346303
us_000545437,0.666139, 0.346730
us_000546137,0.666139, 0.346826
us_000468755,0.666139, 0.347806
us_000514822,0.666139, 0.348462
us_000500474,0.666139, 0.349891
us_000505099,0.666139, 0.350128
us_000498633,0.666139, 0.353278
us_000513373,0.666139, 0.353314
us_000545352,0.666139, 0.353551
us_000487809,0.666139, 0.355058
us_000506577,0.666139, 0.358080
us_000540113,0.666139, 0.358659
us_000510919,0.666139, 0.359498
us_000534808,0.666139, 0.366546
us_000499765,0.666139, 0.368746
us_000525951,0.666139, 0.368746
us_000473639,0.666139, 0.369154
us_000502356,0.666139, 0.372169
us_000572878,0.666139, 0.372169
us_000502365,0.666139, 0.372169
us_000570013,0.666139, 0.374643
us_000565635,0.666139, 0.374720
us_000492590,0.666139, 0.375236
us_000484768,0.666139, 0.375416
us_000545323,0.666139, 0.376322
us_000528563,0.666139, 0.376715
us_000484462,0.666139, 0.376758
us_000517889,0.666139, 0.378389
us_000496783,0.666139, 0.380508
us_000514092,0.666139, 0.381191
us_000494071,0.666139, 0.382342
us_000534918,0.666139, 0.383907
us_000524566,0.666139, 0.384189
us_000597109,0.666139, 0.384538
us_000579363,0.666139, 0.387793
us_000510756,0.666139, 0.387864
us_000558512,0.666139, 0.390602
us_000497853,0.666139, 0.391207
us_000488886,0.666139, 0.395497
us_000513514,0.666139, 0.399609
us_000488924,0.666139, 0.408398
us_000490308,0.666139, 0.408997
us_000490433,0.666139, 0.415438
us_000518069,0.666139, 0.418615
us_000526547,0.666139, 0.426936
us_000498564,0.666139, 0.427192
us_000543833,0.666139, 0.433741
us_000519083,0.666139, 0.433741
us_000515740,0.666139, 0.433741
us_000529654,0.666139, 0.434631
us_000500383,0.666139, 0.437731
us_000511005,0.666139, 0.443078
us_000516357,0.666139, 0.466835
us_000528820,0.666139, 0.505855
us_000491055,0.666139, 0.542374
us_000540589,0.666139, 0.565103
us_000514821,0.666139, 0.579366
pr_000773613,0.583224, 0.000000
pr_001134006,0.583224, 0.000001
pr_001002911,0.583224, 0.000001
pr_000749067,0.583224, 0.000001
pr_001415512,0.583224, 0.000001
pr_001062577,0.583224, 0.000001
pr_001642092,0.583224, 0.000001
pr_001013556,0.583224, 0.000001
pr_000946247,0.583224, 0.000001
pr_000896931,0.583224, 0.000001
pr_000891343,0.583224, 0.000001
pr_000861932,0.583224, 0.000001
pr_001061812,0.583224, 0.000001
pr_000295944,0.583224, 0.000001
pr_001060318,0.583224, 0.000001
pr_001074335,0.583224, 0.000001
pr_000738083,0.583224, 0.000001
pr_000894429,0.583224, 0.000001
pr_000753466,0.583224, 0.000001
pr_000294775,0.583224, 0.000001
pr_001060097,0.583224, 0.000001
pr_000163815,0.583224, 0.000001
pr_000989304,0.583224, 0.000001
pr_001056928,0.583224, 0.000001
pr_000838294,0.583224, 0.000001
pr_000879501,0.583224, 0.000001
pr_001390803,0.583224, 0.000001
pr_001059066,0.583224, 0.000001
pr_001391639,0.583224, 0.000001
pr_000622163,0.583224, 0.000001
pr_001841768,0.583224, 0.000001
pr_001733381,0.583224, 0.000001
pr_000165809,0.583224, 0.000001
pr_000298885,0.583224, 0.000001
pr_001832341,0.583224, 0.000001
pr_001067955,0.583224, 0.000001
pr_001117414,0.583224, 0.000001
pr_000977563,0.583224, 0.000001
pr_002117406,0.583224, 0.000001
pr_001060119,0.583224, 0.000001
pr_000965687,0.583224, 0.000001
pr_000824561,0.583224, 0.000001
pr_001060219,0.583224, 0.000001
pr_000186007,0.583224, 0.000001
pr_000739865,0.583224, 0.000001
pr_001625366,0.583224, 0.000001
pr_002130186,0.583224, 0.000001
pr_000622637,0.583224, 0.000001
pr_000827640,0.583224, 0.000001
pr_000445839,0.583224, 0.000010
pr_000726688,0.583224, 0.000013
pr_000163702,0.583224, 0.000018
pr_000293256,0.583224, 0.000109
us_000537663,0.583224, 0.000110
us_000533703,0.583224, 0.000110
us_000516440,0.583224, 0.000110
us_000601961,0.583224, 0.000110
us_000569389,0.583224, 0.000110
pr_002076007,0.583224, 0.000315
pr_001007532,0.583224, 0.000347
pr_001642089,0.583224, 0.000412
pr_002075556,0.583224, 0.000415
pr_001162954,0.583224, 0.000775
us_000511067,0.583224, 0.677854
us_000529117,0.583224, 0.698283
us_000532398,0.583224, 0.786427
us_000532392,0.583224, 0.804022
us_000533267,0.583224, 0.826139
us_000572004,0.583224, 0.857291
us_000524674,0.583224, 0.869779
us_000466392,0.356061, 0.000000
us_000227171,0.356061, 0.000000
us_000472881,0.356061, 0.000000
us_000490170,0.356061, 0.000001
us_000602042,0.356061, 0.000001
us_000490152,0.356061, 0.000001
us_000535535,0.356061, 0.000001
us_000534820,0.356061, 0.000001
us_000479881,0.356061, 0.000001
us_000567463,0.356061, 0.000001
us_000537697,0.356061, 0.004014
us_000543533,0.356061, 0.011191
us_000493617,0.354087, 0.000000
us_000480135,0.354087, 0.000000
us_000542592,0.354087, 0.000000
pr_000739178,0.354087, 0.000008
pr_000538545,0.354087, 0.000008
us_000585633,0.354087, 0.215267
us_000493551,0.354087, 0.222714
us_000557720,0.354087, 0.223393
us_000598514,0.354087, 0.229618
us_000491790,0.354087, 0.237144
us_000507086,0.354087, 0.244596
us_000584610,0.354087, 0.245304
us_000511793,0.354087, 0.246861
us_000488998,0.354087, 0.254711
us_000488637,0.354087, 0.263219
us_000565885,0.354087, 0.263671
us_000498592,0.354087, 0.271442
us_000489003,0.354087, 0.274193
us_000547405,0.354087, 0.275130
us_000496313,0.354087, 0.288523
us_000533771,0.354087, 0.289474
us_000536087,0.354087, 0.312664
us_000493437,0.354087, 0.320990
us_000496858,0.354087, 0.324693
us_000490450,0.354087, 0.337965
us_000510728,0.354087, 0.338881
us_000550715,0.354087, 0.366642
pr_001954251,0.340312, 0.000000
pr_000607861,0.340312, 0.000000
pr_000980391,0.340312, 0.000000
pr_000888360,0.340312, 0.000000
pr_001078662,0.340312, 0.000000
pr_002064229,0.340312, 0.000000
pr_001893001,0.340312, 0.000000
pr_001627959,0.340312, 0.000000
pr_002075765,0.340312, 0.000000
pr_000914757,0.340312, 0.000000
pr_002133007,0.340312, 0.000000
pr_001116238,0.340312, 0.000000
pr_001687973,0.340312, 0.000000
pr_001119659,0.340312, 0.000000
pr_000162196,0.340312, 0.000000
pr_002123169,0.340312, 0.000000
pr_001083642,0.340312, 0.000000
pr_002198937,0.340312, 0.000000
pr_001633699,0.340312, 0.000000
pr_000998116,0.340312, 0.000000
pr_002202487,0.340312, 0.000000
pr_001080593,0.340312, 0.000000
pr_001048344,0.340312, 0.000000
pr_001116989,0.340312, 0.000000
pr_000929032,0.340312, 0.000000
pr_001399159,0.340312, 0.000000
pr_000756750,0.340312, 0.000000
us_000502960,0.340312, 0.000000
pr_000844612,0.340312, 0.000001
pr_000185995,0.340312, 0.000001
pr_000181348,0.340312, 0.000006
us_000541311,0.340312, 0.000012
pr_000212881,0.340312, 0.000024
pr_000979097,0.340312, 0.000049
us_000612210,0.340312, 0.000082
us_000585071,0.340312, 0.000112
us_000572579,0.340312, 0.000112
us_000572584,0.340312, 0.000112
us_000577884,0.340312, 0.000156
us_000613810,0.340312, 0.000209
us_000612833,0.340312, 0.000209
us_000573304,0.340312, 0.000209
us_000551021,0.340312, 0.000284
pr_000359664,0.340312, 0.000361
pr_001625358,0.340312, 0.000459
pr_000335183,0.340312, 0.000528
pr_000336012,0.340312, 0.000618
us_000613175,0.340312, 0.001258
us_000611025,0.340312, 0.001258
pr_000867809,0.340312, 0.002020
us_000553594,0.340312, 0.002576
us_000499792,0.340312, 0.008838
us_000550681,0.340312, 0.011195
us_000577617,0.340312, 0.018751
us_000605985,0.340312, 0.019417
us_000590256,0.340312, 0.019619
us_000616182,0.340312, 0.019633
us_000505056,0.340312, 0.020308
us_000582219,0.340312, 0.580829
us_000508989,0.340312, 0.629008
us_000588766,0.340312, 0.745162
us_000488685,0.340312, 0.776725
us_000593619,0.340312, 0.798913
us_000488651,0.340312, 0.836451
us_000509198,0.340312, 0.838318
us_000488677,0.340312, 0.856179
us_000577879,0.340312, 0.877851
us_000543652,0.340312, 0.885247
us_000570542,0.340312, 0.887386
us_000586082,0.340312, 0.915162
us_000511239,0.340312, 0.918912
us_000543556,0.340312, 0.949314
us_000520956,0.340312, 0.963052
us_000509156,0.340312, 0.987103
us_000473007,0.340312, 0.999852
us_000521142,0.340312, 1.016171
us_000473109,0.340312, 1.022573
us_000545337,0.340312, 1.647500
pr_001647256,0.331918, 0.000049
pr_000894751,0.331918, 0.000051
pr_001911885,0.331918, 0.000093
pr_000849140,0.331918, 0.000150
pr_002139374,0.331918, 0.000150
pr_000541219,0.331918, 0.000155
us_000522357,0.331918, 0.000164
us_000533017,0.331918, 0.000178
pr_000252189,0.331918, 0.000194
pr_000846795,0.331918, 0.000309
pr_000822384,0.331918, 0.000311
pr_002108844,0.331918, 0.000334
pr_000915793,0.331918, 0.000341
pr_000970230,0.331918, 0.000426
pr_000844243,0.331918, 0.000500
pr_000953237,0.331918, 0.000514
pr_000989192,0.331918, 0.000556
pr_000872681,0.331918, 0.000642
pr_000650288,0.331918, 0.000705
pr_000639540,0.331918, 0.000734
pr_000830579,0.331918, 0.000738
pr_000907821,0.331918, 0.000787
pr_001734033,0.331918, 0.000867
pr_000976975,0.331918, 0.000933
pr_000858787,0.331918, 0.000938
pr_000904811,0.331918, 0.001332
pr_000635462,0.331918, 0.001384
pr_000744494,0.331918, 0.001395
us_000580455,0.331918, 0.001607
pr_002235886,0.331918, 0.001663
us_000561063,0.331918, 0.001694
us_000580550,0.331918, 0.001739
us_000540770,0.331918, 0.001871
pr_000983994,0.331918, 0.001891
pr_000930864,0.331918, 0.001927
pr_000736689,0.331918, 0.002157
us_000592409,0.331918, 0.002186
pr_000909536,0.331918, 0.003401
us_000510481,0.331918, 0.005527
us_000571634,0.331918, 0.138292
us_000588162,0.331918, 0.140246
us_000548738,0.331918, 0.140828
us_000592718,0.331918, 0.142190
us_000571648,0.331918, 0.147107
us_000579695,0.331918, 0.148545
us_000569638,0.331918, 0.165063
us_000510471,0.331918, 0.165063
us_000579672,0.331918, 0.285412
pr_001009053,0.318070, 0.000000
pr_001045635,0.318070, 0.000000
pr_001012295,0.318070, 0.000000
pr_000290584,0.318070, 0.000000
pr_001739132,0.318070, 0.000000
pr_000887360,0.318070, 0.000000
pr_000433042,0.318070, 0.000000
pr_000890195,0.318070, 0.000000
us_000476461,0.318070, 0.000000
pr_000581424,0.318070, 0.000000
pr_000430789,0.318070, 0.000000
pr_001891759,0.318070, 0.000000
pr_001926833,0.318070, 0.000000
pr_000789977,0.318070, 0.000000
pr_000989197,0.318070, 0.000000
pr_001063578,0.318070, 0.000000
pr_001005316,0.318070, 0.000000
pr_000705008,0.318070, 0.000000
pr_001940492,0.318070, 0.000000
pr_001046465,0.318070, 0.000000
pr_001711686,0.318070, 0.000000
pr_001072258,0.318070, 0.000000
pr_001049245,0.318070, 0.000000
pr_001982384,0.318070, 0.000000
pr_001388390,0.318070, 0.000000
pr_000602786,0.318070, 0.000000
pr_000757183,0.318070, 0.000000
pr_001783915,0.318070, 0.000000
pr_000289350,0.318070, 0.000000
pr_000344011,0.318070, 0.000000
pr_000934843,0.318070, 0.000000
pr_000784843,0.318070, 0.000000
pr_001065704,0.318070, 0.000000
pr_000287223,0.318070, 0.000000
pr_001892369,0.318070, 0.000000
pr_000897398,0.318070, 0.000000
pr_000954964,0.318070, 0.000000
pr_000991999,0.318070, 0.000000
pr_001894313,0.318070, 0.000000
pr_001047754,0.318070, 0.000000
pr_001047709,0.318070, 0.000000
pr_000875819,0.318070, 0.000000
pr_000963381,0.318070, 0.000000
pr_001599198,0.318070, 0.000000
pr_001040727,0.318070, 0.000000
pr_001942553,0.318070, 0.000000
pr_001010710,0.318070, 0.000000
pr_000849207,0.318070, 0.000000
pr_001733708,0.318070, 0.000000
pr_001809258,0.318070, 0.000000
pr_000288803,0.318070, 0.000000
pr_001941532,0.318070, 0.000000
pr_001050427,0.318070, 0.000000
pr_001040084,0.318070, 0.000000
pr_000592596,0.318070, 0.000000
pr_000729614,0.318070, 0.000000
pr_001198495,0.318070, 0.000000
pr_000430558,0.318070, 0.000000
pr_001811370,0.318070, 0.000000
pr_000978419,0.318070, 0.000000
pr_001811175,0.318070, 0.000000
pr_000945570,0.318070, 0.000000
pr_000753196,0.318070, 0.000000
pr_000759161,0.318070, 0.000000
pr_001733924,0.318070, 0.000000
pr_001616357,0.318070, 0.000000
pr_000941315,0.318070, 0.000000
pr_001049290,0.318070, 0.000000
pr_001978546,0.318070, 0.000000
pr_000289958,0.318070, 0.000000
us_000609247,0.318070, 0.000000
pr_001808500,0.318070, 0.000000
pr_001016898,0.318070, 0.000000
pr_001090946,0.318070, 0.000000
pr_001791141,0.318070, 0.000000
pr_000952882,0.318070, 0.000000
pr_001801892,0.318070, 0.000000
pr_000770594,0.318070, 0.000000
pr_000904979,0.318070, 0.000000
pr_001121974,0.318070, 0.000000
pr_001093880,0.318070, 0.000000
pr_000743027,0.318070, 0.000000
pr_001801567,0.318070, 0.000000
pr_001639430,0.318070, 0.000000
pr_000737053,0.318070, 0.000000
pr_001040600,0.318070, 0.000000
pr_001922758,0.318070, 0.000000
pr_001894613,0.318070, 0.000000
us_000476797,0.318070, 0.000000
pr_001892806,0.318070, 0.000000
pr_001942805,0.318070, 0.000000
pr_001810121,0.318070, 0.000000
pr_000431475,0.318070, 0.000000
pr_000619874,0.318070, 0.000000
pr_001941769,0.318070, 0.000000
pr_001011533,0.318070, 0.000000
pr_001004741,0.318070, 0.000000
pr_001051195,0.318070, 0.000000
us_000564973,0.318070, 0.000000
pr_000939111,0.318070, 0.000000
pr_001085998,0.318070, 0.000000
pr_001843443,0.318070, 0.000000
pr_001941179,0.318070, 0.000000
pr_000611011,0.318070, 0.000000
pr_000524564,0.318070, 0.000000
pr_001058270,0.318070, 0.000000
pr_000935097,0.318070, 0.000000
pr_000345060,0.318070, 0.000000
pr_001040562,0.318070, 0.000000
pr_000286693,0.318070, 0.000000
pr_000587774,0.318070, 0.000000
pr_000738492,0.318070, 0.000000
pr_000583870,0.318070, 0.000000
pr_001030869,0.318070, 0.000000
pr_001809843,0.318070, 0.000000
pr_001062641,0.318070, 0.000000
pr_000811610,0.318070, 0.000000
pr_001824401,0.318070, 0.000000
pr_001586680,0.318070, 0.000065
us_000566987,0.318070, 0.151651
us_000613414,0.318070, 0.199775
us_000480789,0.318070, 0.208429
us_000534194,0.318070, 0.217556
us_000582016,0.318070, 0.222013
us_000559847,0.318070, 0.227117
us_000559866,0.318070, 0.232014
us_000577332,0.318070, 0.232549
us_000584338,0.318070, 0.235536
us_000577696,0.318070, 0.236338
us_000566863,0.318070, 0.248044
us_000528597,0.318070, 0.250164
us_000589988,0.318070, 0.257633
us_000583067,0.318070, 0.258016
us_000559846,0.318070, 0.258520
us_000591556,0.318070, 0.262237
us_000592763,0.318070, 0.262985
us_000542582,0.318070, 0.263538
us_000533745,0.318070, 0.265152
us_000583042,0.318070, 0.266575
us_000573546,0.318070, 0.266876
us_000535639,0.318070, 0.269809
us_000593623,0.318070, 0.270825
us_000574686,0.318070, 0.272599
us_000511813,0.318070, 0.274154
us_000541580,0.318070, 0.274845
us_000586349,0.318070, 0.279302
us_000527778,0.318070, 0.280178
us_000567044,0.318070, 0.280410
us_000577323,0.318070, 0.280824
us_000523011,0.318070, 0.281965
us_000559818,0.318070, 0.282484
us_000501725,0.318070, 0.283183
us_000598134,0.318070, 0.284207
us_000560465,0.318070, 0.285523
us_000547587,0.318070, 0.285660
us_000592361,0.318070, 0.287356
us_000559931,0.318070, 0.287624
us_000527198,0.318070, 0.289591
us_000566874,0.318070, 0.289715
us_000561159,0.318070, 0.289863
us_000547355,0.318070, 0.291403
us_000570623,0.318070, 0.291412
us_000582821,0.318070, 0.291443
us_000598892,0.318070, 0.292578
us_000547329,0.318070, 0.292579
us_000546259,0.318070, 0.292836
us_000500565,0.318070, 0.293185
us_000570594,0.318070, 0.295383
us_000583495,0.318070, 0.295445
us_000570585,0.318070, 0.295769
us_000613192,0.318070, 0.295911
us_000584206,0.318070, 0.297863
us_000523575,0.318070, 0.298705
us_000496007,0.318070, 0.299329
us_000569524,0.318070, 0.299367
us_000597037,0.318070, 0.299481
us_000594489,0.318070, 0.299664
us_000598735,0.318070, 0.301007
us_000567197,0.318070, 0.301777
us_000572843,0.318070, 0.301831
us_000594642,0.318070, 0.302149
us_000567457,0.318070, 0.305384
us_000541513,0.318070, 0.305708
us_000545468,0.318070, 0.305708
us_000527197,0.318070, 0.306224
us_000499811,0.318070, 0.307994
us_000533769,0.318070, 0.308075
us_000581076,0.318070, 0.308156
us_000535038,0.318070, 0.308542
us_000573568,0.318070, 0.309081
us_000566949,0.318070, 0.310848
us_000577305,0.318070, 0.310848
us_000584675,0.318070, 0.310913
us_000499692,0.318070, 0.311580
us_000615955,0.318070, 0.311946
us_000565269,0.318070, 0.312334
us_000583934,0.318070, 0.313946
us_000567019,0.318070, 0.314531
us_000530396,0.318070, 0.315030
us_000572835,0.318070, 0.315516
us_000493677,0.318070, 0.315863
us_000540522,0.318070, 0.316258
us_000535713,0.318070, 0.316480
us_000584636,0.318070, 0.317149
us_000522199,0.318070, 0.317149
us_000589196,0.318070, 0.318169
us_000577342,0.318070, 0.318430
us_000564613,0.318070, 0.318740
us_000616401,0.318070, 0.319087
us_000585058,0.318070, 0.319775
us_000592237,0.318070, 0.319775
us_000574648,0.318070, 0.320564
us_000532337,0.318070, 0.320990
us_000589108,0.318070, 0.321393
us_000591541,0.318070, 0.321393
us_000510212,0.318070, 0.321810
us_000565309,0.318070, 0.322563
us_000510484,0.318070, 0.322915
us_000574923,0.318070, 0.323123
us_000510386,0.318070, 0.323251
us_000523029,0.318070, 0.323861
us_000581261,0.318070, 0.324115
us_000589295,0.318070, 0.326523
us_000615942,0.318070, 0.327514
us_000508364,0.318070, 0.328070
us_000560713,0.318070, 0.328137
us_000581330,0.318070, 0.329011
us_000566882,0.318070, 0.329230
us_000510408,0.318070, 0.329250
us_000565744,0.318070, 0.329448
us_000533727,0.318070, 0.329724
us_000589322,0.318070, 0.330445
us_000572073,0.318070, 0.330530
us_000513462,0.318070, 0.330953
us_000567138,0.318070, 0.330969
us_000566966,0.318070, 0.331329
us_000570678,0.318070, 0.331731
us_000564623,0.318070, 0.332078
us_000562942,0.318070, 0.332157
us_000589113,0.318070, 0.332422
us_000559137,0.318070, 0.332590
us_000499708,0.318070, 0.333238
us_000550078,0.318070, 0.333887
us_000545938,0.318070, 0.334138
us_000498684,0.318070, 0.335683
us_000507411,0.318070, 0.335683
us_000513696,0.318070, 0.335683
us_000589271,0.318070, 0.335851
us_000589269,0.318070, 0.335851
us_000570665,0.318070, 0.335864
us_000570673,0.318070, 0.335864
us_000577290,0.318070, 0.336444
us_000585939,0.318070, 0.337447
us_000572408,0.318070, 0.337447
us_000553556,0.318070, 0.338170
us_000589486,0.318070, 0.338180
us_000577875,0.318070, 0.338410
us_000598733,0.318070, 0.339053
us_000532507,0.318070, 0.339053
us_000593919,0.318070, 0.340006
us_000491546,0.318070, 0.340006
us_000502319,0.318070, 0.340347
us_000480039,0.318070, 0.341152
us_000540507,0.318070, 0.341179
us_000588391,0.318070, 0.341612
us_000615921,0.318070, 0.341612
us_000616680,0.318070, 0.341612
us_000616620,0.318070, 0.341612
us_000593538,0.318070, 0.341612
us_000583117,0.318070, 0.341612
us_000616037,0.318070, 0.341612
us_000593629,0.318070, 0.341612
us_000506697,0.318070, 0.342627
us_000523010,0.318070, 0.343869
us_000488639,0.318070, 0.343948
us_000582987,0.318070, 0.344534
us_000563937,0.318070, 0.344864
us_000582295,0.318070, 0.345986
us_000499431,0.318070, 0.347530
us_000535334,0.318070, 0.347740
us_000576645,0.318070, 0.348341
us_000529033,0.318070, 0.348522
us_000521624,0.318070, 0.349349
us_000491960,0.318070, 0.349630
us_000588227,0.318070, 0.349729
us_000575294,0.318070, 0.349956
us_000500553,0.318070, 0.350367
us_000584228,0.318070, 0.350869
us_000545447,0.318070, 0.350968
us_000573569,0.318070, 0.351899
us_000499160,0.318070, 0.352418
us_000584876,0.318070, 0.352848
us_000526432,0.318070, 0.352993
us_000556480,0.318070, 0.353396
us_000511844,0.318070, 0.353733
us_000506590,0.318070, 0.354350
us_000584227,0.318070, 0.354737
us_000524138,0.318070, 0.354747
us_000549955,0.318070, 0.355044
us_000501762,0.318070, 0.356276
us_000501923,0.318070, 0.356552
us_000514922,0.318070, 0.357100
us_000558177,0.318070, 0.357244
us_000589288,0.318070, 0.359632
us_000573787,0.318070, 0.359835
us_000577348,0.318070, 0.360007
us_000547696,0.318070, 0.361319
us_000593903,0.318070, 0.361893
us_000595120,0.318070, 0.362639
us_000529049,0.318070, 0.362762
us_000563025,0.318070, 0.362945
us_000596224,0.318070, 0.364984
us_000543269,0.318070, 0.365030
us_000584271,0.318070, 0.365917
us_000575204,0.318070, 0.367678
us_000572975,0.318070, 0.367755
us_000510482,0.318070, 0.368544
us_000489584,0.318070, 0.368896
us_000575292,0.318070, 0.369280
us_000510154,0.318070, 0.369392
us_000499246,0.318070, 0.369465
us_000474882,0.318070, 0.369576
us_000494928,0.318070, 0.369648
us_000598698,0.318070, 0.369699
us_000583118,0.318070, 0.371189
us_000573996,0.318070, 0.371771
us_000500719,0.318070, 0.372224
us_000528282,0.318070, 0.372370
us_000491736,0.318070, 0.372810
us_000573069,0.318070, 0.373198
us_000518030,0.318070, 0.373279
us_000535690,0.318070, 0.374614
us_000573885,0.318070, 0.374651
us_000499662,0.318070, 0.374722
us_000528252,0.318070, 0.375390
us_000570604,0.318070, 0.375913
us_000595082,0.318070, 0.376957
us_000545492,0.318070, 0.376957
us_000474679,0.318070, 0.378741
us_000508152,0.318070, 0.379958
us_000593624,0.318070, 0.380683
us_000506994,0.318070, 0.380953
us_000532736,0.318070, 0.386674
us_000573004,0.318070, 0.386674
us_000525909,0.318070, 0.387020
us_000575469,0.318070, 0.387608
us_000541160,0.318070, 0.388963
us_000555013,0.318070, 0.389415
us_000589242,0.318070, 0.390653
us_000599305,0.318070, 0.390965
us_000574011,0.318070, 0.394506
us_000573790,0.318070, 0.396234
us_000573865,0.318070, 0.396234
us_000561083,0.318070, 0.396234
us_000522931,0.318070, 0.396234
us_000573092,0.318070, 0.396234
us_000573136,0.318070, 0.396234
us_000501789,0.318070, 0.396259
us_000592352,0.318070, 0.396958
us_000575310,0.318070, 0.398793
us_000573627,0.318070, 0.398793
us_000521623,0.318070, 0.398793
us_000528280,0.318070, 0.398793
us_000541084,0.318070, 0.398793
us_000532357,0.318070, 0.398793
us_000544582,0.318070, 0.398793
us_000573115,0.318070, 0.398793
us_000561766,0.318070, 0.398793
us_000577104,0.318070, 0.398793
us_000530367,0.318070, 0.398793
us_000500682,0.318070, 0.398793
us_000544827,0.318070, 0.398793
us_000573121,0.318070, 0.398793
us_000530276,0.318070, 0.398793
us_000501546,0.318070, 0.398793
us_000577215,0.318070, 0.398793
us_000575525,0.318070, 0.398793
us_000504088,0.318070, 0.399806
us_000474514,0.318070, 0.402270
us_000485002,0.318070, 0.402416
us_000527838,0.318070, 0.402656
us_000595026,0.318070, 0.403441
us_000591025,0.318070, 0.403592
us_000525441,0.318070, 0.404227
us_000505100,0.318070, 0.408218
us_000517763,0.318070, 0.408812
us_000533444,0.318070, 0.408861
us_000565764,0.318070, 0.410658
us_000576675,0.318070, 0.411238
us_000521622,0.318070, 0.412778
us_000497753,0.318070, 0.413759
us_000574757,0.318070, 0.414352
us_000523581,0.318070, 0.416103
us_000575287,0.318070, 0.417101
us_000535188,0.318070, 0.419631
us_000577068,0.318070, 0.420943
us_000464106,0.318070, 0.421316
us_000573133,0.318070, 0.427298
us_000565843,0.318070, 0.427716
us_000541200,0.318070, 0.429283
us_000520825,0.318070, 0.436140
us_000532799,0.318070, 0.436739
us_000499824,0.318070, 0.438296
us_000506462,0.318070, 0.440598
us_000513944,0.318070, 0.441730
us_000513649,0.318070, 0.444718
us_000575909,0.318070, 0.458052
us_000584678,0.318070, 0.465011
us_000499187,0.318070, 0.468040
us_000500490,0.318070, 0.479825
us_000517407,0.318070, 0.480675
us_000536482,0.318070, 0.497264
us_000565271,0.318070, 0.499093
us_000535024,0.318070, 0.501930
us_000499569,0.318070, 0.502164
us_000534291,0.318070, 0.523855
us_000495996,0.318070, 0.526276
us_000507537,0.318070, 0.534191
us_000576624,0.318070, 0.555560
us_000561337,0.318070, 0.575018
us_000545207,0.318070, 0.576560
us_000579098,0.318070, 0.597327
us_000528770,0.318070, 0.613624
us_000589485,0.318070, 0.618234
us_000562941,0.318070, 0.647712
us_000507505,0.318070, 0.652810
us_000474020,0.318070, 0.702227
us_000536682,0.318070, 0.765964
us_000491755,0.318070, 0.930935
us_000485966,0.318070, 0.958359
us_000548678,0.313876, 0.000829
us_000529086,0.313876, 0.002331
us_000599214,0.313876, 0.189780
us_000566107,0.313876, 0.210123
us_000496899,0.313876, 0.210508
us_000574655,0.313876, 0.214071
us_000581903,0.313876, 0.214200
us_000588373,0.313876, 0.215684
us_000490924,0.313876, 0.216211
us_000586030,0.313876, 0.217603
us_000557734,0.313876, 0.217603
us_000582074,0.313876, 0.217603
us_000583119,0.313876, 0.217603
us_000560343,0.313876, 0.218702
us_000491206,0.313876, 0.226336
us_000612722,0.313876, 0.229512
us_000614456,0.313876, 0.229753
us_000561731,0.313876, 0.229956
us_000565157,0.313876, 0.230217
us_000586894,0.313876, 0.231116
us_000614757,0.313876, 0.231116
us_000559215,0.313876, 0.232731
us_000570561,0.313876, 0.233153
us_000592413,0.313876, 0.233153
us_000559317,0.313876, 0.234768
us_000608884,0.313876, 0.235491
us_000541901,0.313876, 0.237443
us_000491231,0.313876, 0.239221
us_000613483,0.313876, 0.241876
us_000590398,0.313876, 0.244698
us_000548641,0.313876, 0.247757
us_000545367,0.313876, 0.249794
us_000573547,0.313876, 0.251518
us_000597032,0.313876, 0.251518
us_000590358,0.313876, 0.251518
us_000571381,0.313876, 0.255254
us_000569623,0.313876, 0.255669
us_000598912,0.313876, 0.259508
us_000572490,0.313876, 0.260838
us_000519961,0.313876, 0.270256
us_000528542,0.313876, 0.270671
us_000576113,0.313876, 0.275279
us_000572474,0.313876, 0.276369
us_000575427,0.313876, 0.280039
us_000518823,0.313876, 0.288211
us_000575228,0.313876, 0.288211
us_000547109,0.313876, 0.288211
us_000514516,0.313876, 0.290248
us_000564684,0.313876, 0.290248
us_000545406,0.313876, 0.290248
us_000557011,0.313876, 0.290248
us_000557106,0.313876, 0.291924
us_000587859,0.313876, 0.292123
us_000570214,0.313876, 0.295291
us_000510685,0.313876, 0.300816
us_000559722,0.313876, 0.303511
us_000488201,0.313876, 0.323246
us_000562049,0.313876, 0.324003
us_000519113,0.313876, 0.329472
