Product ID : 2092 # of JPs covered : 1 : 438 : Personal Injury-Substantive, 
us_000590804,0.313876, 0.338198
us_000489184,0.313876, 0.456051
pr_000921213,0.265397, 0.000000
pr_001145886,0.265397, 0.000000
pr_000949218,0.265397, 0.000000
pr_000674245,0.265397, 0.000000
pr_000446782,0.265397, 0.000000
pr_000776381,0.265397, 0.000000
us_000472365,0.265397, 0.000006
pr_001006240,0.265397, 0.000080
pr_001022477,0.265397, 0.000116
us_000506000,0.265397, 0.000435
us_000551233,0.265397, 0.000518
pr_000440206,0.265397, 0.000574
us_000486097,0.265397, 0.000644
us_000488568,0.265397, 0.000875
pr_001974035,0.265397, 0.000920
pr_000879801,0.265397, 0.001257
us_000505840,0.265397, 0.001355
us_000202851,0.265397, 0.001403
us_000525698,0.265397, 0.001404
us_000523381,0.265397, 0.001719
us_000533732,0.265397, 0.001841
us_000533074,0.265397, 0.001841
us_000487386,0.265397, 0.002635
us_000472729,0.265397, 0.002985
us_000505833,0.265397, 0.003539
us_000556349,0.265397, 0.003564
us_000470716,0.265397, 0.003619
us_000505413,0.265397, 0.003711
us_000549333,0.265397, 0.003804
us_000586486,0.265397, 0.004409
us_000415278,0.265397, 0.004656
us_000535490,0.265397, 0.004736
us_000533855,0.265397, 0.005320
us_000573614,0.265397, 0.008983
us_000058820,0.265397, 0.013929
pr_001717171,0.265397, 0.020097
us_000483000,0.265397, 0.027182
us_000510997,0.265397, 0.029357
us_000489853,0.265397, 0.040950
pr_000674304,0.204328, 0.000000
pr_000629769,0.204328, 0.000000
us_000594433,0.204328, 0.185430
us_000597392,0.204328, 0.185921
us_000615634,0.204328, 0.189321
us_000599818,0.204328, 0.195361
us_000538280,0.204328, 0.195361
us_000597764,0.204328, 0.195361
us_000498044,0.204328, 0.196166
us_000538283,0.204328, 0.211875
us_000534910,0.204328, 0.212680
us_000557079,0.204328, 0.215663
us_000515701,0.204328, 0.216273
us_000570198,0.204328, 0.217788
us_000570276,0.204328, 0.220092
us_000507090,0.204328, 0.220092
us_000498087,0.204328, 0.220092
us_000570093,0.204328, 0.220092
us_000569431,0.204328, 0.220092
us_000568061,0.204328, 0.220092
us_000533528,0.204328, 0.220092
us_000566867,0.204328, 0.220092
us_000533759,0.204328, 0.220092
us_000553064,0.204328, 0.220369
us_000496987,0.204328, 0.237510
us_000489318,0.204328, 0.279164
us_000581753,0.176199, 0.000007
us_000498248,0.176199, 0.110837
us_000559188,0.176199, 0.145787
us_000528333,0.176199, 0.146658
us_000524185,0.176199, 0.148993
us_000469923,0.176199, 0.149155
us_000566339,0.176199, 0.161356
us_000591264,0.176199, 0.162873
us_000489175,0.176199, 0.164011
us_000586562,0.176199, 0.168791
us_000488530,0.176199, 0.172541
us_000490375,0.176199, 0.180855
us_000503649,0.176199, 0.182336
us_000556461,0.176199, 0.184911
us_000597973,0.176199, 0.190749
us_000527195,0.176199, 0.191383
us_000535471,0.176199, 0.192889
us_000559654,0.176199, 0.195638
us_000510876,0.176199, 0.203597
us_000514115,0.176199, 0.206152
us_000484467,0.176199, 0.206152
us_000565980,0.176199, 0.207853
us_000566081,0.176199, 0.207853
us_000504969,0.176199, 0.208314
us_000526560,0.176199, 0.208314
us_000510188,0.176199, 0.209451
us_000509394,0.176199, 0.209451
us_000490736,0.176199, 0.212516
us_000510257,0.176199, 0.215663
us_000510845,0.176199, 0.218328
us_000569188,0.176199, 0.226180
us_000496749,0.176199, 0.243170
us_000524190,0.176199, 0.251792
us_000509108,0.176199, 0.271625
us_000527653,0.176199, 0.326251
us_000535885,0.176199, 0.332089
us_000526565,0.176199, 0.345543
us_000497837,0.176199, 0.424837
pr_000811232,0.171960, 0.000000
us_000612565,0.171960, 0.186217
us_000550305,0.171960, 0.230973
us_000498910,0.171960, 0.232196
us_000475993,0.171960, 0.233814
us_000558306,0.171960, 0.234939
us_000597966,0.171960, 0.239788
us_000598035,0.171960, 0.242368
us_000578667,0.171960, 0.242754
us_000496729,0.171960, 0.244417
us_000491023,0.171960, 0.245020
us_000496789,0.171960, 0.246683
us_000505082,0.171960, 0.246683
us_000474653,0.171960, 0.246683
us_000496623,0.171960, 0.246683
us_000489214,0.171960, 0.259190
us_000535440,0.171960, 0.261259
us_000567418,0.171960, 0.265649
us_000567944,0.171960, 0.271603
us_000535190,0.171960, 0.274352
us_000550145,0.171960, 0.275504
us_000551104,0.171960, 0.276545
us_000518196,0.171960, 0.280148
us_000498198,0.171960, 0.313876
us_000502697,0.171960, 0.330088
pr_001398878,0.081773, 0.000000
pr_001414602,0.081773, 0.000000
pr_000305350,0.081773, 0.000000
pr_000019217,0.081773, 0.000000
pr_000338215,0.081773, 0.000000
pr_001077574,0.081773, 0.000000
pr_000668530,0.081773, 0.000000
pr_000212905,0.081773, 0.000000
pr_001008647,0.081773, 0.000000
pr_000949110,0.081773, 0.000000
pr_001417269,0.081773, 0.000000
us_000550960,0.081773, 0.000000
pr_001415297,0.081773, 0.000014
us_000534226,0.081773, 0.001126
pr_000179169,0.081773, 0.005067
pr_001760745,0.081773, 0.005281
us_000353946,0.081773, 0.012018
us_000516413,0.081773, 0.021312
us_000506394,0.081773, 0.519586
us_000577803,0.081773, 0.552006
us_000579148,0.081773, 0.569678
us_000473010,0.081773, 0.579030
us_000511428,0.081773, 0.586463
us_000583292,0.081773, 0.604049
us_000532137,0.081773, 0.632520
us_000532352,0.081773, 0.634080
us_000509245,0.081773, 0.676434
us_000577919,0.081773, 0.679315
us_000586161,0.081773, 0.684893
us_000511123,0.081773, 0.729289
us_000508270,0.081773, 0.788719
us_000586172,0.081773, 0.894876
us_000477338,0.055058, 0.000000
us_000480957,0.055058, 0.000000
us_000597822,0.055058, 0.000017
us_000481633,0.055058, 0.000064
us_000581704,0.055058, 0.000064
us_000560577,0.055058, 0.000068
us_000564704,0.055058, 0.000072
us_000563415,0.055058, 0.000310
us_000582980,0.055058, 0.000443
us_000592191,0.055058, 0.000443
us_000576040,0.055058, 0.000443
us_000539255,0.055058, 0.000443
us_000590059,0.055058, 0.000443
us_000577767,0.055058, 0.000545
us_000613703,0.055058, 0.000645
us_000596366,0.055058, 0.000656
us_000496528,0.055058, 0.001013
us_000534333,0.055058, 0.001013
us_000497798,0.055058, 0.001840
us_000486563,0.055058, 0.001995
us_000475094,0.055058, 0.002937
us_000612513,0.055058, 0.006170
us_000506712,0.055058, 0.006401
us_000490198,0.055058, 0.008555
us_000563992,0.055058, 0.009777
us_000593516,0.055058, 0.010803
us_000477002,0.055058, 0.017289
us_000519622,0.055058, 0.018868
us_000505322,0.055058, 0.049261
pr_001003007,0.044426, 0.000000
pr_001961839,0.044426, 0.000000
pr_001035527,0.044426, 0.000000
pr_001080700,0.044426, 0.000000
pr_000929743,0.044426, 0.000000
pr_000736528,0.044426, 0.000000
pr_000653455,0.044426, 0.000000
us_000501610,0.044426, 0.000001
pr_000557425,0.044426, 0.000002
pr_000942446,0.044426, 0.000008
pr_000734535,0.044426, 0.000008
pr_000742405,0.044426, 0.000008
pr_000829476,0.044426, 0.000008
pr_000767498,0.044426, 0.000008
pr_001004707,0.044426, 0.000008
pr_001631346,0.044426, 0.000008
pr_000584541,0.044426, 0.000008
pr_001599516,0.044426, 0.000008
pr_000537282,0.044426, 0.000008
pr_000733173,0.044426, 0.000008
pr_000812932,0.044426, 0.000008
pr_000679580,0.044426, 0.000008
pr_001591353,0.044426, 0.000010
pr_000489395,0.044426, 0.000011
pr_001033394,0.044426, 0.000013
pr_000743588,0.044426, 0.000014
pr_000738628,0.044426, 0.000014
pr_001151412,0.044426, 0.000015
pr_000232514,0.044426, 0.000021
pr_001671298,0.044426, 0.000023
pr_000023572,0.044426, 0.000023
pr_001643304,0.044426, 0.000023
pr_000814577,0.044426, 0.000023
pr_000733781,0.044426, 0.000023
pr_001653200,0.044426, 0.000024
pr_000238070,0.044426, 0.000029
pr_001588672,0.044426, 0.000030
pr_000833277,0.044426, 0.000099
pr_000014254,0.044426, 0.000602
pr_000902694,0.044426, 0.000638
pr_000589970,0.044426, 0.000906
pr_001164428,0.044426, 0.001322
us_000567345,0.044426, 0.014830
us_000563931,0.044426, 0.020236
us_000608471,0.044426, 0.020643
us_000578158,0.044426, 0.400890
us_000529581,0.044426, 0.420658
us_000529620,0.044426, 0.440646
us_000573250,0.044426, 0.455523
us_000511781,0.044426, 0.463487
us_000571833,0.044426, 0.465812
us_000533489,0.044426, 0.474076
us_000515704,0.044426, 0.477896
us_000590929,0.044426, 0.511275
us_000511772,0.044426, 0.511852
us_000558866,0.044426, 0.514809
us_000493580,0.044426, 0.520257
us_000511743,0.044426, 0.522740
us_000598332,0.044426, 0.525411
us_000564581,0.044426, 0.528700
us_000493415,0.044426, 0.536532
us_000571837,0.044426, 0.537216
us_000538764,0.044426, 0.540835
us_000508620,0.044426, 0.542652
us_000560061,0.044426, 0.545950
us_000559870,0.044426, 0.546571
us_000488603,0.044426, 0.551929
us_000493603,0.044426, 0.552282
us_000528071,0.044426, 0.553245
us_000573590,0.044426, 0.554792
us_000559742,0.044426, 0.557076
us_000541946,0.044426, 0.558884
us_000507076,0.044426, 0.559065
us_000527522,0.044426, 0.559745
us_000527412,0.044426, 0.560728
us_000560732,0.044426, 0.563780
us_000541831,0.044426, 0.567337
us_000573432,0.044426, 0.569054
us_000544535,0.044426, 0.570092
us_000529542,0.044426, 0.570092
us_000571834,0.044426, 0.570689
us_000575874,0.044426, 0.570780
us_000552648,0.044426, 0.573276
us_000541012,0.044426, 0.573833
us_000575716,0.044426, 0.576554
us_000583088,0.044426, 0.579147
us_000543125,0.044426, 0.579804
us_000481578,0.044426, 0.580209
us_000493640,0.044426, 0.582430
us_000587065,0.044426, 0.582614
us_000501260,0.044426, 0.583001
us_000588385,0.044426, 0.584230
us_000572453,0.044426, 0.585109
us_000580064,0.044426, 0.585109
us_000589459,0.044426, 0.586818
us_000536030,0.044426, 0.587030
us_000527244,0.044426, 0.587703
us_000534057,0.044426, 0.588447
us_000573266,0.044426, 0.590150
us_000587930,0.044426, 0.590150
us_000505012,0.044426, 0.590954
us_000524728,0.044426, 0.592363
us_000541982,0.044426, 0.592622
us_000542645,0.044426, 0.594722
us_000599300,0.044426, 0.598071
us_000538399,0.044426, 0.598963
us_000559904,0.044426, 0.599525
us_000472857,0.044426, 0.600675
us_000561904,0.044426, 0.600893
us_000493587,0.044426, 0.601746
us_000527183,0.044426, 0.604354
us_000575205,0.044426, 0.608530
us_000587076,0.044426, 0.610078
us_000548692,0.044426, 0.610489
us_000533447,0.044426, 0.613015
us_000515872,0.044426, 0.616503
us_000591721,0.044426, 0.619714
us_000533446,0.044426, 0.622018
us_000480814,0.044426, 0.626236
us_000527165,0.044426, 0.626497
us_000532579,0.044426, 0.626882
us_000488692,0.044426, 0.630267
us_000507230,0.044426, 0.630349
us_000527253,0.044426, 0.634715
us_000561862,0.044426, 0.635545
us_000548686,0.044426, 0.635545
us_000524540,0.044426, 0.635545
us_000499379,0.044426, 0.635588
us_000507215,0.044426, 0.636196
us_000535917,0.044426, 0.636648
us_000549864,0.044426, 0.639989
us_000540645,0.044426, 0.639989
us_000544500,0.044426, 0.640835
us_000496215,0.044426, 0.641019
us_000506051,0.044426, 0.642217
us_000575295,0.044426, 0.642671
us_000528401,0.044426, 0.644477
us_000536238,0.044426, 0.648049
us_000548723,0.044426, 0.650133
us_000573050,0.044426, 0.651124
us_000558877,0.044426, 0.653582
us_000555751,0.044426, 0.655764
us_000506992,0.044426, 0.656836
us_000555886,0.044426, 0.657694
us_000575261,0.044426, 0.664269
us_000518452,0.044426, 0.664754
us_000560145,0.044426, 0.669585
us_000559937,0.044426, 0.670738
us_000549828,0.044426, 0.672897
us_000584673,0.044426, 0.673347
us_000541086,0.044426, 0.677870
us_000576780,0.044426, 0.677870
us_000541912,0.044426, 0.677870
us_000512554,0.044426, 0.681155
us_000532041,0.044426, 0.682911
us_000564576,0.044426, 0.682911
us_000573922,0.044426, 0.682911
us_000548794,0.044426, 0.682911
us_000531926,0.044426, 0.682911
us_000535849,0.044426, 0.682911
us_000508060,0.044426, 0.683237
us_000543083,0.044426, 0.694882
us_000549102,0.044426, 0.695534
us_000518390,0.044426, 0.701149
us_000565488,0.044426, 0.701675
us_000560033,0.044426, 0.704335
us_000507021,0.044426, 0.711029
us_000537299,0.044426, 0.721901
us_000556322,0.044426, 0.730566
us_000591529,0.044426, 0.746220
us_000542622,0.044426, 0.764516
us_000469379,0.044426, 0.773564
us_000489527,0.044426, 0.801578
us_000518274,0.044426, 0.832643
us_000538716,0.044426, 0.866025
us_000469988,0.044426, 0.871726
us_000527388,0.044426, 0.875227
us_000501485,0.044426, 0.881363
us_000544540,0.044426, 0.927692
us_000538392,0.044426, 0.965054
us_000512599,0.044426, 0.991272
pr_001677631,0.032817, 0.000000
pr_000957806,0.032817, 0.000000
pr_000488968,0.032817, 0.000000
us_000541768,0.032817, 0.000026
us_000524664,0.032817, 0.000026
us_000524223,0.032817, 0.000026
us_000523537,0.032817, 0.000026
us_000534998,0.032817, 0.000026
us_000538278,0.032817, 0.000026
us_000537928,0.032817, 0.000026
us_000538707,0.032817, 0.000026
us_000541332,0.032817, 0.000026
us_000497954,0.032817, 0.000026
us_000538659,0.032817, 0.000026
us_000496805,0.032817, 0.000026
us_000551047,0.032817, 0.000246
us_000550975,0.032817, 0.000246
us_000521780,0.032817, 0.000246
us_000534955,0.032817, 0.000246
us_000523543,0.032817, 0.000311
us_000490899,0.032817, 0.001201
us_000516486,0.032817, 0.035064
us_000516355,0.032817, 0.046781
us_000510267,0.032817, 0.104269
us_000515722,0.032817, 0.373790
us_000475276,0.032817, 0.377674
us_000481100,0.032817, 0.391100
us_000557722,0.032817, 0.392285
us_000544251,0.032817, 0.418682
us_000431333,0.032817, 0.432561
us_000499625,0.032817, 0.440425
us_000560042,0.032817, 0.445494
us_000517669,0.032817, 0.454248
