Job Practice, Probability (Class), Segment of training data mapped to node possessing orders in specified JP  : 260 | Lawyering Skills (jp:260,idx:75)
Class Probability,Ex Count at BMU,BMU Map Loc
0.5667870,157.0,(29|15)
0.3373494,28.0,(29|16)
0.1000000,1.0,(28|15)
0.01290323,2.0,(29|41)
0.01250000,1.0,(9|21)
0.006493506,1.0,(49|12)
0.006024096,1.0,(41|20)
0.005555556,1.0,(26|36)
0.004629630,1.0,(30|48)
0.002293578,1.0,(25|33)
0.001872659,1.0,(23|3)
0.001872659,1.0,(23|4)
0.001848429,1.0,(16|20)
