Product ID : 7834 # of JPs covered : 1 : 433 : Personal Injury-Trial-Strategies, 
OID,Confidence at Map Node,Error at Map Node
pr_001075376,0.222715,0.000000
pr_001069894,0.222715,0.000000
pr_000917877,0.222715,0.000000
pr_001074897,0.222715,0.000000
pr_001081461,0.222715,0.000000
pr_001903224,0.222715,0.000000
pr_000196097,0.222715,0.000000
pr_000230381,0.222715,0.000000
pr_001075349,0.222715,0.000000
pr_000718828,0.222715,0.000000
pr_001081959,0.222715,0.000000
pr_001082256,0.222715,0.000000
pr_001082753,0.222715,0.000000
pr_000280971,0.222715,0.000000
pr_002108639,0.222715,0.000000
pr_001110202,0.222715,0.000000
pr_000912390,0.222715,0.000000
pr_000704075,0.222715,0.000000
pr_000638419,0.222715,0.000000
pr_000302570,0.222715,0.000000
pr_001819273,0.222715,0.000000
pr_000707208,0.222715,0.000000
pr_000931490,0.222715,0.000000
us_000537736,0.222715,0.000001
us_000490275,0.222715,0.000001
us_000490350,0.222715,0.000001
us_000534709,0.222715,0.000001
us_000564027,0.222715,0.000002
us_000492649,0.222715,0.000005
pr_000887695,0.222715,0.000007
pr_000912731,0.222715,0.000007
pr_001658607,0.222715,0.000007
pr_001098167,0.222715,0.000015
us_000539652,0.222715,0.000018
us_000595216,0.222715,0.000158
us_000604407,0.222715,0.000179
us_000593560,0.222715,0.000284
us_000472695,0.222715,0.000342
us_000613351,0.222715,0.000485
us_000571634,0.222715,0.001560
us_000589271,0.222715,0.003203
us_000077707,0.222715,0.005041
us_000529779,0.222715,0.009445
us_000481454,0.222715,0.025065
us_000535080,0.222715,0.030092
pr_001591695,0.222715,0.201666
pr_000593508,0.222715,0.518625
us_000514609,0.222715,0.748211
pr_000582586,0.222715,0.794374
pr_001703778,0.222715,1.079514
us_000599757,0.222715,1.637593
us_000502996,0.222715,1.683275
us_000622232,0.222715,1.718371
us_000564387,0.222715,1.727958
us_000598780,0.222715,1.863544
us_000534784,0.204274,0.000000
us_000495814,0.204274,0.000000
us_000486408,0.204274,0.000000
pr_000932728,0.204274,0.005099
us_000593314,0.204274,0.434134
