id,jps
"3482","[[19,396]]"
"3485","[[12,387]]"
"3548","[[3,333]]"
"3606","[[6,409]]"
"3674","[[14,110]]"
"3726","[[19,395]]"
"3769","[[26,216]]"
"3804","[[19,398]]"
"3816","[[3,333]]"
"3823","[[36,225]]"
"3840","[[21,244]]"
"3855","[[13,441]]"
"3945","[[10,292]]"
"3977","[[17,420]]"
"3994","[[20,208]]"
"4009","[[54,279]]"
"4044","[[21,407]]"
"4048","[[42,255]]"
"4062","[[13,440]]"
"4078","[[10,292]]"
"4112","[[12,293]]"
"4116","[[21,295]]"
"29","[[10,97]]"
"212","[[1,66]]"
"274","[[6,224]]"
"300","[[1,66]]"
"372","[[27,58]]"
"374","[[17,117]]"
"401","[[1,66]]"
"506","[[10,226]]"
"564","[[13,76]]"
"573","[[14,110]]"
"616","[[19,129]]"
"695","[[17,117]]"
"707","[[2,67]]"
"807","[[19,205]]"
"811","[[51,87]]"
"826","[[13,143]]"
"831","[[36,123]]"
"834","[[19,129],[3,68]]"
"851","[[51,87]]"
"856","[[4,69]]"
"864","[[19,129]]"
"884","[[13,143]]"
"938","[[36,225]]"
"993","[[26,210]]"
"1001","[[12,104]]"
"1008","[[20,198]]"
"1024","[[2,67]]"
"1041","[[26,216]]"
"1210","[[17,117]]"
"1223","[[26,186]]"
"1306","[[10,97]]"
"1327","[[3,332]]"
"1364","[[26,210]]"
"1382","[[20,198]]"
"1384","[[27,50]]"
"1445","[[3,331]]"
"1482","[[9,79]]"
"1488","[[19,129]]"
"1572","[[48,371]]"
"1575","[[7,90]]"
"1593","[[6,224]]"
"1597","[[10,291]]"
"1673","[[36,123]]"
"1676","[[35,121]]"
"1718","[[6,224]]"
"1722","[[10,292]]"
"1732","[[13,235]]"
"1785","[[52,269]]"
"1787","[[19,129]]"
"1901","[[41,252]]"
"1914","[[10,292]]"
"1925","[[6,289]]"
"1951","[[9,286]]"
"1953","[[3,285]]"
"1981","[[27,58]]"
"1991","[[32,222]]"
"1992","[[48,296]]"
"2023","[[19,396]]"
"2037","[[19,398]]"
"2049","[[27,427]]"
"2094","[[17,420]]"
"2096","[[12,293]]"
"2193","[[7,381]]"
"2208","[[8,390]]"
"2267","[[4,365]]"
"2274","[[6,224]]"
"2326","[[42,278]]"
"2342","[[27,58]]"
"2347","[[3,234]]"
"2387","[[21,403]]"
"2519","[[42,255]]"
"2583","[[21,403]]"
"2628","[[10,292]]"
"2742","[[7,378]]"
"2797","[[2,233]]"
"2821","[[12,293]]"
"2824","[[18,444]]"
"2845","[[26,216]]"
"2861","[[27,56]]"
"2862","[[19,401]]"
"2967","[[54,279]]"
"2983","[[3,331]]"
"2994","[[59,435]]"
"3004","[[3,332]]"
"3009","[[17,117]]"
"3029","[[10,226]]"
"3031","[[38,243]]"
"3045","[[13,440]]"
"3109","[[38,243]]"
"3146","[[17,424]]"
"3191","[[7,90]]"
"3193","[[10,292]]"
"3236","[[6,290]]"
"3258","[[61,360]]"
"3279","[[52,433]]"
"3283","[[35,379]]"
"3388","[[10,292]]"
"3430","[[19,396]]"
"3440","[[1,358]]"
"3514","[[4,368]]"
"3526","[[39,211]]"
"3599","[[36,391]]"
"3633","[[36,391]]"
"3660","[[12,293]]"
"3676","[[1,237]]"
"3708","[[10,291]]"
"3728","[[13,441]]"
"3731","[[3,333]]"
"3736","[[35,121]]"
"3882","[[1,66]]"
"3905","[[6,409]]"
"3917","[[52,438]]"
"3923","[[6,297]]"
"3934","[[39,211]]"
"3947","[[29,96]]"
"3998","[[12,293]]"
"4015","[[35,380]]"
"4030","[[21,244]]"
"4038","[[3,331]]"
"4077","[[7,90]]"
"4095","[[1,358]]"
"4147","[[35,380]]"
"4189","[[10,292]]"
"4197","[[17,117]]"
"4220","[[36,393]]"
"4256","[[26,248]]"
"4346","[[20,208]]"
"4405","[[35,379]]"
"4434","[[32,384]]"
"4453","[[6,288]]"
"4536","[[19,205]]"
"4546","[[10,291]]"
"4589","[[19,396]]"
"4644","[[38,243]]"
"4674","[[36,391]]"
"4761","[[32,209]]"
"4770","[[9,286]]"
"4873","[[59,435]]"
"4878","[[10,291]]"
"4901","[[21,434]]"
"4945","[[59,340]]"
"4974","[[27,341]]"
"4986","[[12,214]]"
"5045","[[4,364]]"
"5050","[[8,390]]"
"5129","[[59,339]]"
"5178","[[12,214]]"
"5197","[[48,371]]"
"5241","[[32,382]]"
"5275","[[32,222]]"
"5339","[[4,69,367]]"
"5366","[[14,110,394]]"
"5405","[[17,117,424]]"
"5436","[[42,255,278]]"
"5493","[[59,336]]"
"5498","[[36,123,393]]"
"5508","[[13,108,76]]"
"5509","[[12,104,293]]"
"5523","[[9,79,462]]"
"5525","[[18,122,445]]"
"5528","[[7,90]]"
"5600","[[20,198,208]]"
"5695","[[59,436]]"
"5698","[[26,248]]"
"5736","[[32,222,382]]"
"5943","[[59,339]]"
"5957","[[14,110,394]]"
"5988","[[12,104,293]]"
"6097","[[59,436]]"
"6146","[[49,266]]"
"6178","[[8,91,277]]"
"6185","[[12,104,293]]"
"6187","[[36,123,392]]"
"6231","[[27,427]]"
"6282","[[18,122]]"
"6293","[[19,129,395]]"
"6302","[[13,108,441]]"
"6337","[[19,129,397]]"
"6363","[[59,336]]"
"6370","[[10,97,226]]"
"6404","[[7,90,229]]"
"6488","[[10,97,291]]"
"6494","[[49,266]]"
"6527","[[19,129,398]]"
"6529","[[8,91,390]]"
"6558","[[59,436]]"
"6615","[[10,97,470]]"
"6723","[[10,97,292]]"
"6768","[[27,427]]"
"6784","[[39,211]]"
"6813","[[59,435]]"
"6833","[[19,129,398]]"
"6834","[[32,222,384]]"
"6843","[[27,58]]"
"6999","[[7,90,229]]"
"7040","[[10,97,303]]"
"7116","[[36,225],[13,108]]"
"7143","[[7,90,381]]"
"7160","[[61,283,362]]"
"7205","[[20,198,130]]"
"7221","[[10,97,292]]"
"7317","[[21,138]]"
"7424","[[21,138,403]]"
"7454","[[19,129,401]]"
"7482","[[6,85,418]]"
"7487","[[59,339]]"
"7523","[[4,69]]"
"7595","[[8,91,390]]"
"7603","[[7,90,381]]"
"7605","[[20,198,208]]"
"7642","[[21,138]]"
"7653","[[7,90]]"
"7702","[[8,91,390]]"
"7708","[[48,265,296]]"
"7748","[[36,123,392]]"
"7841","[[48,265,296]]"
"8010","[[19,129,398]]"
"8027","[[14,110]]"
"8058","[[10,97,471]]"
"8074","[[59,339]]"
"8130","[[20,198,208]]"
"8137","[[20,198,208]]"
"8143","[[20,198,130]]"
"8160","[[52,433]]"
"8204","[[4,366]]"
"8245","[[7,90]]"
"8257","[[20,208]]"
"19","[[7,90]]"
"57","[[1,66]]"
"295","[[7,90]]"
"321","[[7,229]]"
"406","[[27,56]]"
"468","[[26,157]]"
"530","[[17,117]]"
"581","[[6,85]]"
"783","[[8,91]]"
"855","[[20,198]]"
"863","[[39,211]]"
"937","[[3,68]]"
"947","[[9,79]]"
"975","[[14,110]]"
"1019","[[4,69]]"
"1081","[[3,68]]"
"1116","[[13,76]]"
"1127","[[27,58]]"
"1167","[[17,117]]"
"1201","[[29,96]]"
"1235","[[2,233]]"
"1282","[[26,186]]"
"1313","[[32,222]]"
"1375","[[6,85]]"
"1426","[[20,198]]"
"1428","[[19,129]]"
"1429","[[26,210]]"
"1494","[[12,293]]"
"1514","[[27,50]]"
"1534","[[19,129]]"
"1556","[[42,255]]"
"1614","[[36,225]]"
"1636","[[48,296]]"
"1667","[[4,69]]"
"1677","[[53,126]]"
"1684","[[1,66]]"
"1720","[[35,121]]"
"1739","[[48,265]]"
"1850","[[2,328]]"
"1853","[[10,291]]"
"1868","[[6,290]]"
"1891","[[19,396]]"
"1898","[[59,336]]"
"1920","[[19,396]]"
"1927","[[7,90]]"
"1956","[[13,143]]"
"1994","[[21,295]]"
"1995","[[19,396]]"
"2032","[[14,110]]"
"2051","[[35,380]]"
"2112","[[3,329]]"
"2116","[[8,277]]"
"2118","[[26,210]]"
"2146","[[27,50]]"
"2183","[[3,330]]"
"2200","[[20,198]]"
"2201","[[42,255]]"
"2212","[[48,296]]"
"2239","[[13,108]]"
"2330","[[53,126]]"
"2406","[[10,291]]"
"2427","[[29,96]]"
"2486","[[14,394]]"
"2490","[[39,211]]"
"2542","[[48,370]]"
"2591","[[59,336]]"
"2613","[[3,332]]"
"2620","[[4,368]]"
"2697","[[12,387]]"
"2758","[[53,126]]"
"2762","[[21,295]]"
"2803","[[6,418]]"
"2840","[[4,365]]"
"2860","[[6,413]]"
"2873","[[56,281]]"
"2988","[[27,427]]"
"2991","[[36,391]]"
"3071","[[35,379]]"
"3074","[[3,68]]"
"3180","[[61,362]]"
"3203","[[52,438]]"
"3223","[[39,211]]"
"3237","[[13,440]]"
"3238","[[59,336]]"
"3345","[[10,291]]"
"3372","[[17,420]]"
"3390","[[42,263]]"
"3399","[[19,398]]"
"3478","[[19,401]]"
"3572","[[12,214]]"
"3610","[[21,295]]"
"3623","[[17,424]]"
"3693","[[29,96]]"
"3724","[[12,214]]"
"3785","[[27,427]]"
"3876","[[6,416]]"
"3888","[[12,293]]"
"4004","[[6,416]]"
"4071","[[52,433]]"
"4088","[[19,129]]"
"4117","[[38,243]]"
"4156","[[61,360]]"
"4159","[[17,422]]"
"4183","[[13,236]]"
"4219","[[19,398]]"
"4224","[[6,288]]"
"4235","[[42,278]]"
"4293","[[7,381]]"
"4297","[[1,359]]"
"4330","[[10,292]]"
"4351","[[19,129]]"
"4360","[[1,237]]"
"4446","[[26,216]]"
"4477","[[52,269]]"
"4499","[[6,290]]"
"4513","[[26,216]]"
"4517","[[52,269]]"
"4521","[[13,143]]"
"4707","[[17,423]]"
"4724","[[35,379]]"
"4748","[[8,390]]"
"4784","[[36,391]]"
"4790","[[12,214]]"
"4848","[[4,366]]"
"4860","[[35,379]]"
"5009","[[4,365]]"
"5037","[[29,96]]"
"5055","[[41,252]]"
"5086","[[8,91]]"
"5172","[[36,391]]"
"5207","[[4,365]]"
"5328","[[12,104,293]]"
"5336","[[36,123]]"
"5351","[[10,292]]"
"5496","[[36,123,475]]"
"5548","[[51,87,377]]"
"5665","[[26,210]]"
"5692","[[42,255,262]]"
"5705","[[21,138,407]]"
"5734","[[9,79,466]]"
"5773","[[17,117],[49,266]]"
"5796","[[6,85,410]]"
"5803","[[20,198]]"
"5909","[[19,129,398]]"
"5915","[[3,68,333]]"
"5958","[[38,243]]"
"5965","[[52,269,438]]"
"6116","[[38,243]]"
"6118","[[18,122,445]]"
"6123","[[7,90,378]]"
"6155","[[8,91,390]]"
"6176","[[6,85,413]]"
"6199","[[59,339]]"
"6227","[[27,56]]"
"6317","[[13,108]]"
"6331","[[36,123,391]]"
"6383","[[41,252]]"
"6489","[[6,85]]"
"6497","[[8,91,276]]"
"6508","[[9,79]]"
"6603","[[26,216]]"
"6612","[[29,96]]"
"6650","[[59,339]]"
"6706","[[21,138,295]]"
"6720","[[52,269,438]]"
"6750","[[26,216]]"
"6762","[[20,208]]"
"6775","[[51,87,377]]"
"6776","[[7,90,229]]"
"6786","[[42,255,262]]"
"6794","[[36,123,391]]"
"6816","[[13,108,439]]"
"6835","[[35,121,380]]"
"6860","[[17,117,420]]"
"6869","[[10,97,468]]"
"6901","[[59,426]]"
"6958","[[51,87,375]]"
"7041","[[8,91,276]]"
"7057","[[36,123,391]]"
"7101","[[48,265,370]]"
"7125","[[41,252]]"
"7195","[[10,97,472]]"
"7399","[[59,339]]"
"7415","[[59,336]]"
"7440","[[35,379]]"
"7468","[[36,123,475]]"
"7500","[[51,87,377]]"
"7540","[[6,85,409]]"
"7560","[[32,222,384]]"
"7567","[[42,255,262]]"
"7660","[[20,198,130]]"
"7671","[[9,79,467]]"
"7692","[[10,97,470]]"
"7697","[[8,91,277]]"
"7721","[[10,97,291]]"
"7734","[[36,123,477]]"
"7747","[[10,97,291]]"
"7760","[[4,69]]"
"7776","[[3,68,333]]"
"7812","[[59,336]]"
"7897","[[13,108,439]]"
"7917","[[20,198,130]]"
"7921","[[7,90,378]]"
"7924","[[21,138,295]]"
"7941","[[32,222,382]]"
"7991","[[51,87,374]]"
"8030","[[10,97,292]]"
"8038","[[10,97,292]]"
"8040","[[38,243]]"
"8088","[[7,90]]"
"8129","[[2,67,233]]"
"8153","[[32,222,384]]"
"8159","[[41,252]]"
"8163","[[10,97,472]]"
"8210","[[59,336]]"
"86","[[7,90]]"
"101","[[27,56]]"
"133","[[27,56]]"
"177","[[14,110]]"
"243","[[17,117]]"
"271","[[1,66]]"
"314","[[1,66]]"
"333","[[17,117]]"
"344","[[2,67]]"
"403","[[4,69]]"
"579","[[9,79]]"
"591","[[4,69]]"
"608","[[17,117]]"
"684","[[21,138]]"
"708","[[10,97]]"
"805","[[3,68]]"
"812","[[26,157]]"
"894","[[26,186]]"
"952","[[6,85]]"
"1030","[[6,85]]"
"1033","[[3,68],[19,129]]"
"1168","[[6,224]]"
"1224","[[3,68]]"
"1370","[[27,56]]"
"1418","[[3,261]]"
"1451","[[27,50]]"
"1500","[[13,143]]"
"1515","[[14,110]]"
"1561","[[26,190]]"
"1567","[[10,291]]"
"1606","[[6,85]]"
"1612","[[26,186]]"
"1731","[[51,87]]"
"1755","[[29,96]]"
"1774","[[13,221]]"
"1862","[[3,333]]"
"1878","[[39,211]]"
"1944","[[6,414]]"
"1954","[[27,341]]"
"1973","[[48,371]]"
"2002","[[8,390]]"
"2026","[[27,54]]"
"2036","[[27,50]]"
"2050","[[32,209]]"
"2071","[[21,403]]"
"2090","[[35,380]]"
"2113","[[35,121]]"
"2206","[[13,143]]"
"2234","[[12,214]]"
"2260","[[61,363]]"
"2272","[[32,222]]"
"2331","[[49,266]]"
"2379","[[3,332]]"
"2399","[[19,395]]"
"2430","[[17,424]]"
"2436","[[10,291]]"
"2452","[[13,108]]"
"2504","[[27,58]]"
"2529","[[9,286]]"
"2550","[[10,291]]"
"2570","[[59,435]]"
"2574","[[17,424]]"
"2606","[[27,427]]"
"2663","[[32,382]]"
"2822","[[10,291]]"
"2895","[[55,280]]"
"2906","[[41,252]]"
"2995","[[38,243]]"
"3006","[[6,413]]"
"3016","[[14,111]]"
"3069","[[19,395]]"
"3160","[[12,293]]"
"3228","[[10,292]]"
"3272","[[12,387]]"
"3326","[[59,336]]"
"3348","[[32,222]]"
"3371","[[14,394]]"
"3380","[[42,263]]"
"3413","[[51,374]]"
"3432","[[36,391]]"
"3511","[[17,424]]"
"3519","[[7,90]]"
"3538","[[12,214]]"
"3611","[[20,130]]"
"3619","[[13,443]]"
"3634","[[9,287]]"
"3643","[[7,378]]"
"3686","[[36,392]]"
"3701","[[51,377]]"
"3712","[[48,296]]"
"3717","[[6,409]]"
"3742","[[13,441]]"
"3762","[[4,369]]"
"3848","[[41,252]]"
"3863","[[42,278]]"
"3889","[[3,332]]"
"3915","[[10,292]]"
"4013","[[59,436]]"
"4019","[[4,364]]"
"4134","[[8,390]]"
"4148","[[4,366]]"
"4190","[[7,378]]"
"4217","[[61,360]]"
"4255","[[27,54]]"
"4268","[[9,287]]"
"4269","[[4,364]]"
"4301","[[21,403]]"
"4419","[[21,295]]"
"4423","[[12,293]]"
"4433","[[10,291]]"
"4466","[[14,111]]"
"4484","[[27,56]]"
"4524","[[19,395]]"
"4572","[[12,387]]"
"4634","[[36,391]]"
"4683","[[7,229]]"
"4803","[[35,380]]"
"4822","[[42,255]]"
"4849","[[38,243]]"
"4895","[[59,436]]"
"4905","[[35,379]]"
"5026","[[1,237]]"
"5051","[[14,394]]"
"5095","[[20,198]]"
"5099","[[59,435]]"
"5105","[[26,210]]"
"5155","[[59,336]]"
"5182","[[17,420]]"
"5195","[[19,398]]"
"5265","[[59,336]]"
"5271","[[48,296]]"
"5288","[[19,398]]"
"5331","[[19,398]]"
"5334","[[6,85,297]]"
"5346","[[59,339]]"
"5450","[[19,129,401]]"
"5461","[[27,427]]"
"5564","[[32,222,384]]"
"5572","[[59,339]]"
"5606","[[8,91,277]]"
"5630","[[52,269,433]]"
"5658","[[10,97,292]]"
"5680","[[17,117,425]]"
"5762","[[7,90,229]]"
"5813","[[61,283,360]]"
"5819","[[42,255]]"
"5821","[[10,97,468]]"
"5859","[[2,67,284]]"
"5935","[[36,123,225]]"
"5936","[[59,436]]"
"5972","[[19,129,398]]"
"6000","[[21,138,403]]"
"6069","[[4,69,365]]"
"6105","[[19,129,398]]"
"6120","[[17,117,420]]"
"6154","[[51,87,250]]"
"6158","[[14,110,394]]"
"6234","[[42,255,262]]"
"6275","[[59,339]]"
"6303","[[52,269,438]]"
"6309","[[13,108,440]]"
"6319","[[32,222,383]]"
"6321","[[59,336]]"
"6391","[[42,255,278]]"
"6398","[[3,68,331]]"
"6439","[[1,66,358]]"
"6487","[[32,222,384]]"
"6498","[[7,90,378]]"
"6631","[[52,269,433]]"
"6659","[[36,123,393]]"
"6662","[[42,255,262]]"
"6710","[[12,104,293]]"
"6742","[[59,435]]"
"6757","[[59,339]]"
"6856","[[36,123,392]]"
"6912","[[21,138,404]]"
"7029","[[42,255,278]]"
"7031","[[27,50]]"
"7053","[[4,69,364]]"
"7055","[[36,123,474]]"
"7074","[[35,121,380]]"
"7081","[[6,85]]"
"7153","[[19,129,398]]"
"7156","[[19,129,395]]"
"7164","[[42,255,263]]"
"7183","[[10,97,292]]"
"7256","[[7,90,229]]"
"7290","[[61,283,363]]"
"7295","[[32,222,209]]"
"7323","[[21,138,295]]"
"7327","[[8,91,276]]"
"7328","[[59,437]]"
"7337","[[3,68,332]]"
"7353","[[2,67,284]]"
"7649","[[17,117,420]]"
"7701","[[9,79,78]]"
"7751","[[7,90,381]]"
"7754","[[51,87,375]]"
"7778","[[48,265,371]]"
"7787","[[21,138,295]]"
"7830","[[48,265,370]]"
"7884","[[59,437]]"
"7927","[[13,108],[36,225]]"
"7944","[[19,129,398]]"
"7993","[[4,69,366]]"
"8080","[[20,198,130]]"
"8093","[[38,243]]"
"8251","[[51,377]]"
"35","[[26,216]]"
"94","[[26,190]]"
"97","[[26,157]]"
"167","[[12,104]]"
"179","[[6,224]]"
"180","[[17,117]]"
"266","[[20,198]]"
"277","[[17,117]]"
"279","[[6,85]]"
"357","[[13,143]]"
"367","[[21,138]]"
"409","[[27,58]]"
"453","[[26,157]]"
"491","[[7,90]]"
"508","[[6,85]]"
"575","[[21,138]]"
"629","[[10,97]]"
"666","[[12,214]]"
"717","[[19,129]]"
"754","[[27,58]]"
"755","[[17,117]]"
"763","[[20,198]]"
"776","[[3,68]]"
"786","[[26,186]]"
"793","[[9,79]]"
"849","[[26,210]]"
"897","[[2,233]]"
"978","[[7,90]]"
"980","[[26,186]]"
"1083","[[51,87]]"
"1111","[[19,129]]"
"1115","[[4,69]]"
"1133","[[26,210]]"
"1323","[[19,129]]"
"1328","[[6,85]]"
"1406","[[20,198]]"
"1466","[[7,229]]"
"1507","[[8,276]]"
"1588","[[42,255]]"
"1598","[[6,85]]"
"1626","[[7,90]]"
"1632","[[1,66]]"
"1768","[[51,87]]"
"1769","[[53,126]]"
"1843","[[61,283]]"
"1845","[[35,379]]"
"1846","[[38,243]]"
"1874","[[36,225]]"
"1949","[[59,435]]"
"2009","[[17,422]]"
"2039","[[27,58]]"
"2101","[[6,411]]"
"2142","[[2,326]]"
"2151","[[10,292]]"
"2169","[[10,292]]"
"2196","[[27,427]]"
"2213","[[6,224]]"
"2214","[[42,255]]"
"2230","[[55,280]]"
"2303","[[9,145]]"
"2410","[[61,363]]"
"2471","[[3,68]]"
"2475","[[32,383]]"
"67","[[19,129]]"
"85","[[10,97]]"
"267","[[17,117]]"
"278","[[1,66]]"
"313","[[19,129]]"
"315","[[20,198]]"
"349","[[51,87]]"
"377","[[4,69]]"
"391","[[1,66]]"
"392","[[6,85]]"
"397","[[10,97]]"
"426","[[26,186]]"
"445","[[27,56]]"
"525","[[1,237]]"
"547","[[26,186]]"
"623","[[3,68]]"
"723","[[27,58]]"
"770","[[20,198]]"
"835","[[9,79]]"
"845","[[12,214]]"
"848","[[14,110]]"
"889","[[9,79]]"
"962","[[27,58]]"
"1053","[[1,66]]"
"1060","[[4,69]]"
"1079","[[19,129]]"
"1106","[[10,97]]"
"1135","[[20,198]]"
"1157","[[10,97]]"
"1165","[[10,97]]"
"1253","[[19,129]]"
"1255","[[3,234]]"
"1275","[[14,110]]"
"1320","[[6,85]]"
"1340","[[36,123]]"
"1352","[[7,229]]"
"1385","[[10,292]]"
"1449","[[36,225]]"
"1520","[[47,260]]"
"1526","[[35,121]]"
"1554","[[8,232]]"
"1613","[[10,292]]"
"1681","[[7,90]]"
"1827","[[13,108]]"
"1854","[[13,108]]"
"1859","[[12,294]]"
"1894","[[26,248]]"
"1963","[[2,327]]"
"2109","[[10,292]]"
"2121","[[9,145]]"
"2159","[[19,398]]"
"2171","[[41,252]]"
"2180","[[2,233]]"
"2188","[[35,379]]"
"2285","[[8,276]]"
"2294","[[13,143]]"
"2309","[[4,364]]"
"2357","[[59,336]]"
"2382","[[17,423]]"
"2425","[[42,262]]"
"2482","[[8,390]]"
"2503","[[3,331]]"
"2576","[[60,315]]"
"2601","[[35,379]]"
"2616","[[53,126]]"
"2753","[[48,371]]"
"2788","[[10,292]]"
"2807","[[61,362]]"
"2889","[[7,378]]"
"2947","[[3,333]]"
"3064","[[6,288]]"
"3114","[[32,382]]"
"3120","[[8,276]]"
"3151","[[42,255]]"
"3166","[[8,277]]"
"3167","[[42,278]]"
"3169","[[27,58]]"
"3276","[[27,56]]"
"3302","[[36,391]]"
"3307","[[27,56]]"
"3341","[[26,216]]"
"3400","[[7,378]]"
"3412","[[13,441]]"
"3498","[[27,427]]"
"3504","[[8,390]]"
"3524","[[42,262]]"
"3593","[[6,416]]"
"3600","[[9,286]]"
"3614","[[59,435]]"
"3739","[[7,381]]"
"3744","[[12,293]]"
"3759","[[21,403]]"
"3800","[[12,214]]"
"3803","[[20,208]]"
"3922","[[2,284]]"
"3956","[[2,233]]"
"3974","[[27,427]]"
"3992","[[10,291]]"
"4003","[[8,390]]"
"4020","[[3,332]]"
"4041","[[4,368]]"
"4100","[[52,438]]"
"4247","[[8,276]]"
"4298","[[13,236]]"
"4319","[[19,396]]"
"4372","[[36,391]]"
"4416","[[36,391]]"
"4485","[[20,130]]"
"4502","[[1,359]]"
"4526","[[32,384]]"
"4601","[[36,392]]"
"4628","[[14,394]]"
"4745","[[19,398]]"
"4795","[[7,90]]"
"4805","[[51,375]]"
"4827","[[9,286]]"
"4832","[[48,371]]"
"4859","[[6,418]]"
"4903","[[12,214]]"
"4930","[[36,392]]"
"4984","[[7,90]]"
"4988","[[59,435]]"
"5072","[[59,426]]"
"5074","[[51,87]]"
"5111","[[10,291]]"
"5188","[[55,280]]"
"5243","[[8,390]]"
"5385","[[21,138,403]]"
"5449","[[27,341]]"
"5480","[[4,69,364]]"
"5488","[[21,138,403]]"
"5512","[[2,67,328]]"
"5516","[[35,121,246]]"
"5531","[[53,126]]"
"5593","[[13,108,441]]"
"5686","[[9,79,462]]"
"5738","[[42,255]]"
"5745","[[59,436]]"
"5754","[[39,211]]"
"5777","[[36,123,392]]"
"5786","[[19,129],[48,371]]"
"5964","[[27,427]]"
"6004","[[36,123]]"
"6079","[[38,243]]"
"6103","[[14,110]]"
"6131","[[42,255,262]]"
"6148","[[35,121,379]]"
"6205","[[36,123,477]]"
"6251","[[4,69,366]]"
"6279","[[19,129]]"
"6280","[[52,269,438]]"
"6295","[[59,436]]"
"6392","[[27,58]]"
"6417","[[18,122,299]]"
"6428","[[6,85,288]]"
"6465","[[13,108]]"
"6477","[[18,122,444]]"
"6514","[[6,85,224]]"
"6553","[[1,66,358]]"
"6567","[[61,360]]"
"6636","[[19,129,398]]"
"6655","[[61,283,363]]"
"6714","[[21,138,295]]"
"6734","[[8,91,232]]"
"6735","[[20,198,130]]"
"6792","[[7,90,378]]"
"6812","[[52,269,433]]"
"6900","[[61,283,362]]"
"6952","[[59,426]]"
"6960","[[10,97,471]]"
"6967","[[59,336]]"
"6989","[[59,436]]"
"7007","[[59,426]]"
"7070","[[20,198,208]]"
"7148","[[13,108,76]]"
"7171","[[14,110,394]]"
"7201","[[59,426]]"
"7219","[[36,123,391]]"
"7298","[[42,255,278]]"
"7369","[[19,129,395]]"
"7388","[[36,225],[13,108]]"
"7433","[[41,252]]"
"7438","[[6,85,288]]"
"7458","[[32,222,384]]"
"7467","[[59,336]]"
"7492","[[35,121,379]]"
"7512","[[59,436]]"
"7522","[[59,339]]"
"7527","[[6,85,418]]"
"7543","[[38,243]]"
"7547","[[51,87,376]]"
"7580","[[21,138,403]]"
"7677","[[32,222,384]]"
"7705","[[19,129,401]]"
"7740","[[38,243]]"
"7764","[[42,255,262]]"
"7797","[[32,222,382]]"
"7856","[[6,85,409]]"
"7915","[[27,427]]"
"7930","[[19,129,396]]"
"8021","[[27,427]]"
"8105","[[13,108,441]]"
"8118","[[35,121,379]]"
"8214","[[61,363]]"
"83","[[12,214]]"
"205","[[19,129]]"
"217","[[21,138]]"
"225","[[9,79]]"
"239","[[20,198]]"
"269","[[10,97]]"
"322","[[13,108]]"
"414","[[12,104]]"
"487","[[4,69]]"
"554","[[27,50]]"
"583","[[27,54]]"
"622","[[53,126]]"
"636","[[6,85]]"
"680","[[26,215]]"
"725","[[26,190]]"
"761","[[6,85]]"
"790","[[6,85]]"
"819","[[19,129]]"
"847","[[13,143]]"
"857","[[19,129]]"
"882","[[3,68]]"
"883","[[14,110]]"
"922","[[26,157]]"
"1067","[[27,56]]"
"1085","[[12,104]]"
"1112","[[7,90]]"
"1123","[[20,198]]"
"1203","[[6,85]]"
"1230","[[14,110]]"
"1231","[[26,157]]"
"1251","[[6,85]]"
"1431","[[19,129]]"
"1433","[[27,56]]"
"1438","[[26,186]]"
"1477","[[4,69]]"
"1497","[[6,224]]"
"1618","[[20,198]]"
"1658","[[52,269]]"
"1714","[[4,69]]"
"1744","[[4,69]]"
"1765","[[10,291]]"
"1767","[[4,69]]"
"1795","[[8,91]]"
"1802","[[35,121]]"
"1865","[[21,404]]"
"1881","[[35,379]]"
"1908","[[8,390]]"
"1910","[[2,284]]"
"1984","[[12,293]]"
"2048","[[17,420]]"
"2123","[[17,422]]"
"2236","[[17,423]]"
"2264","[[36,392]]"
"2335","[[19,401]]"
"2416","[[6,297]]"
"2472","[[10,292]]"
"2537","[[27,56]]"
"2545","[[42,262]]"
"2579","[[1,358]]"
"2641","[[7,90]]"
"2723","[[61,360]]"
"2743","[[60,319]]"
"2765","[[36,391]]"
"2857","[[4,364]]"
"2881","[[2,233]]"
"2888","[[3,332]]"
"2926","[[8,390]]"
"2942","[[32,209]]"
"2948","[[8,232]]"
"2968","[[26,248]]"
"2981","[[61,361]]"
"2996","[[59,437]]"
"3027","[[12,214]]"
"3033","[[19,399]]"
"3046","[[52,408]]"
"3137","[[27,50]]"
"3153","[[35,379]]"
"3234","[[3,68]]"
"3240","[[59,436]]"
"3247","[[18,444]]"
"3275","[[41,252]]"
"3289","[[20,130]]"
"3295","[[27,427]]"
"3346","[[48,371]]"
"3393","[[61,362]]"
"3427","[[52,433]]"
"3443","[[19,395]]"
"3467","[[14,111]]"
"3517","[[14,111]]"
"3520","[[6,411]]"
"3521","[[21,402]]"
"3550","[[17,423]]"
"3605","[[35,379]]"
"3637","[[20,130]]"
"3653","[[26,216]]"
"3661","[[42,262]]"
"3681","[[2,233]]"
"3704","[[13,143]]"
"3741","[[26,210]]"
"3808","[[48,371]]"
"3846","[[2,327]]"
"3904","[[21,403]]"
"3910","[[14,111]]"
"3933","[[32,209]]"
"4021","[[19,398]]"
"4080","[[48,371]]"
"4106","[[42,255]]"
"4128","[[6,412]]"
"4144","[[35,121]]"
"4191","[[19,395]]"
"4377","[[8,91]]"
"4400","[[36,393]]"
