Product ID : 1037 JPs covered : 66 : Antitrust, 
OID,Confidence at Map Node,Error at Map Node
us_000590313,0.064136, 0.100099
us_000585692,0.064136, 0.100099
us_000059960,0.064136, 0.100099
us_000580199,0.064136, 0.100099
us_000590435,0.064136, 0.100099
us_000583084,0.064136, 0.100099
us_000460610,0.064136, 0.100099
us_000607087,0.064136, 0.100099
us_000603908,0.064136, 0.100714
us_000511141,0.064136, 0.101519
us_000567089,0.064136, 0.101891
us_000584340,0.064136, 0.103166
us_000489754,0.064136, 0.103828
us_000607893,0.064136, 0.106905
us_000601526,0.064136, 0.107642
us_000560325,0.064136, 0.110091
us_000615006,0.064136, 0.113134
us_000518930,0.064136, 0.114177
us_000490169,0.064136, 0.124437
us_000551924,0.064136, 0.131159
us_000533362,0.064136, 0.140405
us_000478567,0.064136, 0.164337
us_000532133,0.064136, 0.175822
us_000533257,0.064136, 0.178841
us_000540728,0.064136, 0.208691
us_000478385,0.064136, 0.260483
us_000475066,0.064136, 0.343648
us_000574858,0.064136, 1.201290
us_000542064,0.051002, 0.000000
us_000500082,0.051002, 0.000000
us_000562339,0.051002, 0.001302
us_000516803,0.051002, 0.003123
us_000516284,0.014731, 0.000000
us_000531246,0.014731, 0.000000
us_000582558,0.014731, 0.000000
us_000484698,0.014731, 0.000000
us_000561497,0.014731, 0.000000
us_000514404,0.014731, 0.000000
us_000499237,0.014731, 0.000000
pr_000631297,0.014731, 0.000000
pr_000182367,0.014731, 0.000000
pr_001648581,0.014731, 0.000002
us_000616941,0.014731, 0.000058
us_000514053,0.014731, 0.000058
us_000594902,0.014731, 0.000064
us_000595462,0.014731, 0.000072
pr_000077701,0.014731, 0.000300
us_000587713,0.014731, 0.077699
us_000513491,0.014731, 0.077699
us_000078014,0.014731, 0.077874
us_000224148,0.014731, 0.080706
us_000489905,0.014731, 0.080706
us_000479596,0.014731, 0.080706
us_000476707,0.014731, 0.080706
us_000463952,0.014731, 0.080706
us_000477102,0.014731, 0.080706
us_000200569,0.014731, 0.080706
us_000463651,0.014731, 0.080706
us_000275142,0.014731, 0.081727
us_000117949,0.014731, 0.082060
us_000484114,0.014731, 0.083124
us_000486860,0.014731, 0.083436
us_000462511,0.014731, 0.083790
us_000489882,0.014731, 0.083790
us_000493308,0.014731, 0.083790
us_000463017,0.014731, 0.083790
us_000080227,0.014731, 0.083790
us_000462989,0.014731, 0.083790
us_000029411,0.014731, 0.083790
us_000462796,0.014731, 0.083790
us_000463380,0.014731, 0.083790
us_000458891,0.014731, 0.083790
us_000050669,0.014731, 0.083790
us_000464319,0.014731, 0.083790
us_000486362,0.014731, 0.083790
us_000489783,0.014731, 0.083790
us_000462961,0.014731, 0.083790
us_000464356,0.014731, 0.083790
us_000481174,0.014731, 0.083790
us_000490040,0.014731, 0.083790
us_000489791,0.014731, 0.083790
us_000483985,0.014731, 0.084653
us_000581247,0.014731, 0.084970
us_000464681,0.014731, 0.085583
us_000480872,0.014731, 0.086149
us_000069441,0.014731, 0.086399
us_000327342,0.014731, 0.086745
us_000476063,0.014731, 0.086951
us_000131177,0.014731, 0.086951
us_000461123,0.014731, 0.086951
us_000461060,0.014731, 0.086951
us_000469275,0.014731, 0.086951
us_000494055,0.014731, 0.086951
us_000475978,0.014731, 0.086951
us_000462384,0.014731, 0.086951
us_000460422,0.014731, 0.086951
us_000474106,0.014731, 0.086951
us_000460565,0.014731, 0.086951
us_000475323,0.014731, 0.086951
us_000461168,0.014731, 0.086951
us_000542440,0.014731, 0.086951
us_000484289,0.014731, 0.086951
us_000130405,0.014731, 0.086951
us_000461139,0.014731, 0.086951
us_000462424,0.014731, 0.086951
us_000484654,0.014731, 0.086951
us_000474180,0.014731, 0.086951
us_000482188,0.014731, 0.086951
us_000412344,0.014731, 0.086951
us_000460420,0.014731, 0.086951
us_000472688,0.014731, 0.086951
us_000464490,0.014731, 0.086951
us_000484417,0.014731, 0.086951
us_000476599,0.014731, 0.086951
us_000460455,0.014731, 0.086951
us_000461650,0.014731, 0.086951
us_000186128,0.014731, 0.086951
us_000163146,0.014731, 0.086951
us_000489594,0.014731, 0.086951
us_000490640,0.014731, 0.086980
us_000502536,0.014731, 0.087081
us_000412351,0.014731, 0.087304
us_000484699,0.014731, 0.087710
us_000490057,0.014731, 0.087736
us_000551050,0.014731, 0.087803
us_000458860,0.014731, 0.087856
us_000464308,0.014731, 0.088165
us_000563707,0.014731, 0.088269
us_000498623,0.014731, 0.088305
us_000529246,0.014731, 0.089740
us_000610284,0.014731, 0.089749
us_000594331,0.014731, 0.090087
us_000476163,0.014731, 0.090115
pr_000711468,0.014731, 0.090125
us_000477157,0.014731, 0.090149
us_000486174,0.014731, 0.090187
us_000593963,0.014731, 0.090189
us_000482879,0.014731, 0.090189
us_000499704,0.014731, 0.090189
us_000461816,0.014731, 0.090189
us_000002070,0.014731, 0.090189
us_000412291,0.014731, 0.090189
us_000474161,0.014731, 0.090189
us_000472339,0.014731, 0.090189
us_000460302,0.014731, 0.090189
us_000471147,0.014731, 0.090189
us_000459638,0.014731, 0.090189
us_000493336,0.014731, 0.090189
us_000535730,0.014731, 0.090189
us_000489974,0.014731, 0.090189
us_000593525,0.014731, 0.090189
us_000588102,0.014731, 0.090189
us_000459876,0.014731, 0.090189
us_000458762,0.014731, 0.090189
us_000489962,0.014731, 0.090189
us_000490058,0.014731, 0.090189
us_000476929,0.014731, 0.090189
us_000488037,0.014731, 0.090189
us_000480299,0.014731, 0.090189
us_000487629,0.014731, 0.090189
us_000486656,0.014731, 0.090189
us_000476217,0.014731, 0.090189
us_000458790,0.014731, 0.090189
us_000459607,0.014731, 0.090189
us_000276363,0.014731, 0.090189
us_000486189,0.014731, 0.090189
us_000503295,0.014731, 0.090189
us_000459581,0.014731, 0.090189
us_000474162,0.014731, 0.090189
us_000487495,0.014731, 0.090189
us_000593940,0.014731, 0.090189
us_000530962,0.014731, 0.090189
us_000606265,0.014731, 0.090189
us_000458825,0.014731, 0.090189
us_000493737,0.014731, 0.090189
us_000493390,0.014731, 0.090189
us_000468680,0.014731, 0.090189
us_000469764,0.014731, 0.090189
us_000460233,0.014731, 0.090189
us_000469298,0.014731, 0.090189
us_000461899,0.014731, 0.090189
us_000593942,0.014731, 0.090189
us_000483522,0.014731, 0.090189
us_000467388,0.014731, 0.090189
us_000520270,0.014731, 0.090189
us_000479803,0.014731, 0.090189
us_000468306,0.014731, 0.090189
us_000538197,0.014731, 0.090189
us_000461952,0.014731, 0.090189
us_000470688,0.014731, 0.090189
us_000459593,0.014731, 0.090189
us_000477489,0.014731, 0.090189
us_000492599,0.014731, 0.090189
us_000467422,0.014731, 0.090189
us_000468509,0.014731, 0.090189
us_000470001,0.014731, 0.090189
us_000592453,0.014731, 0.090189
us_000479095,0.014731, 0.090189
us_000487330,0.014731, 0.090189
us_000481007,0.014731, 0.090189
us_000460336,0.014731, 0.090189
us_000487942,0.014731, 0.090189
us_000473773,0.014731, 0.090189
us_000064087,0.014731, 0.090189
us_000532262,0.014731, 0.090189
us_000482496,0.014731, 0.090189
us_000593970,0.014731, 0.090189
us_000593941,0.014731, 0.090189
us_000462808,0.014731, 0.090189
us_000503506,0.014731, 0.090189
us_000593966,0.014731, 0.090189
us_000465688,0.014731, 0.090189
us_000531304,0.014731, 0.090189
us_000458737,0.014731, 0.090189
us_000493827,0.014731, 0.090189
us_000489232,0.014731, 0.090189
us_000459445,0.014731, 0.090189
us_000471081,0.014731, 0.090189
us_000461005,0.014731, 0.090189
us_000264442,0.014731, 0.090189
us_000270710,0.014731, 0.090189
us_000480997,0.014731, 0.090189
us_000488872,0.014731, 0.090189
us_000469926,0.014731, 0.090189
us_000420988,0.014731, 0.090189
us_000462866,0.014731, 0.090189
us_000458847,0.014731, 0.090189
us_000592897,0.014731, 0.090189
us_000489372,0.014731, 0.090189
us_000469086,0.014731, 0.090189
us_000460623,0.014731, 0.090189
us_000487494,0.014731, 0.090189
us_000468660,0.014731, 0.090189
us_000470929,0.014731, 0.090215
us_000563708,0.014731, 0.090247
us_000548913,0.014731, 0.090391
us_000472066,0.014731, 0.090537
us_000458875,0.014731, 0.090541
us_000380576,0.014731, 0.090708
us_000591484,0.014731, 0.090709
us_000477556,0.014731, 0.090828
us_000468044,0.014731, 0.090894
us_000480261,0.014731, 0.090899
us_000493429,0.014731, 0.092134
us_000502565,0.014731, 0.092548
us_000540291,0.014731, 0.092597
us_000341107,0.014731, 0.092663
us_000548460,0.014731, 0.092810
us_000110466,0.014731, 0.093063
us_000564112,0.014731, 0.093536
pr_000847737,0.014731, 0.094791
us_000493614,0.014731, 0.095324
us_000489345,0.014731, 0.095370
us_000481033,0.014731, 0.095370
us_000478528,0.014731, 0.095370
us_000462118,0.014731, 0.095714
us_000509958,0.014731, 0.096126
us_000478998,0.014731, 0.096558
us_000461825,0.014731, 0.096796
us_000525938,0.014731, 0.096925
us_000489398,0.014731, 0.098064
us_000601184,0.014731, 0.100045
us_000544438,0.014731, 0.100267
us_000480747,0.014731, 0.100917
us_000615550,0.014731, 0.101221
us_000465559,0.014731, 0.101522
us_000499374,0.014731, 0.101776
us_000519587,0.014731, 0.102681
us_000493864,0.014731, 0.103817
us_000598600,0.014731, 0.105102
us_000458842,0.014731, 0.105567
us_000291319,0.014731, 0.107325
us_000608167,0.014731, 0.107695
us_000483488,0.014731, 0.108154
us_000492715,0.014731, 0.108294
us_000600927,0.014731, 0.108381
us_000041987,0.014731, 0.108445
us_000035022,0.014731, 0.108862
us_000459377,0.014731, 0.110157
us_000551869,0.014731, 0.110309
us_000514357,0.014731, 0.113258
us_000591227,0.014731, 0.114850
us_000539742,0.014731, 0.115195
us_000475981,0.014731, 0.115501
us_000604681,0.014731, 0.115881
us_000580613,0.014731, 0.116695
us_000468639,0.014731, 0.118286
us_000574912,0.014731, 0.118909
us_000529725,0.014731, 0.119176
us_000508895,0.014731, 0.121060
us_000575316,0.014731, 0.121141
us_000267906,0.014731, 0.121890
us_000514857,0.014731, 0.122384
us_000469934,0.014731, 0.125547
us_000478619,0.014731, 0.129305
us_000466978,0.014731, 0.130241
us_000577093,0.014731, 0.133476
us_000511831,0.014731, 0.137499
us_000561646,0.014731, 0.137509
us_000479161,0.014731, 0.139041
us_000556526,0.014731, 0.144069
us_000553017,0.014731, 0.146940
us_000477134,0.014731, 0.148832
us_000138951,0.014731, 0.149323
us_000496680,0.014731, 0.150406
us_000465970,0.014731, 0.152332
us_000556400,0.014731, 0.152647
us_000280508,0.014731, 0.154992
us_000597941,0.014731, 0.161201
us_000585891,0.014731, 0.180524
us_000498630,0.014731, 0.181938
us_000100391,0.014731, 0.191335
us_000561300,0.014731, 0.204533
us_000498560,0.014731, 0.208892
us_000530343,0.014731, 0.211068
us_000589238,0.014731, 0.224010
us_000477428,0.014731, 0.240670
us_000482037,0.014731, 0.248415
us_000495992,0.014731, 0.249060
us_000592679,0.014731, 0.249502
us_000525456,0.014731, 0.263786
us_000223890,0.014731, 0.289838
us_000589181,0.014731, 0.355280
us_000111452,0.014731, 0.358586
us_000578816,0.014731, 0.360651
us_000549170,0.014731, 0.370647
us_000565614,0.014731, 0.371256
us_000497020,0.014731, 0.465980
us_000476155,0.014731, 0.562740
us_000485315,0.014731, 0.626632
us_000483635,0.014731, 0.650403
us_000482651,0.014731, 0.745036
us_000519519,0.014731, 1.083523
