Product ID : 2085 # of JPs covered : 1 : 333 : Bankruptcy-Asset-Recovery, 
us_000481105,0.120961, 1.645534
us_000499736,0.120961, 1.646464
us_000345694,0.120961, 1.647772
us_000505568,0.120961, 1.655272
us_000499126,0.120961, 1.658865
us_000497273,0.120961, 1.664579
us_000468484,0.120961, 1.670852
us_000488251,0.120961, 1.671123
us_000478867,0.120961, 1.679084
us_000516142,0.120961, 1.679709
us_000469212,0.120961, 1.683421
us_000480856,0.120961, 1.686315
us_000089747,0.120961, 1.692705
us_000575124,0.120961, 1.712490
us_000578047,0.120961, 1.712906
us_000482739,0.120961, 1.713908
us_000488740,0.120961, 1.721212
us_000545978,0.120961, 1.725912
us_000466724,0.120961, 1.726119
us_000539466,0.120961, 1.728035
us_000543087,0.120961, 1.735133
us_000475966,0.120961, 1.739842
us_000520137,0.120961, 1.740911
us_000518576,0.120961, 1.746907
us_000522911,0.120961, 1.747767
us_000481166,0.120961, 1.749414
us_000485692,0.120961, 1.750037
us_000475571,0.120961, 1.753839
us_000065023,0.120961, 1.757184
us_000476033,0.120961, 1.764697
us_000480615,0.120961, 1.774366
us_000517059,0.120961, 1.776390
us_000486275,0.120961, 1.782373
us_000578397,0.120961, 1.787245
us_000475628,0.120961, 1.794983
us_000541325,0.120961, 1.795736
us_000498737,0.120961, 1.797248
us_000524579,0.120961, 1.798674
us_000481063,0.120961, 1.798894
us_000480308,0.120961, 1.801956
us_000505791,0.120961, 1.808678
us_000536384,0.120961, 1.817440
us_000503090,0.120961, 1.817993
us_000520743,0.120961, 1.821021
us_000482736,0.120961, 1.824832
us_000499674,0.120961, 1.828156
us_000482728,0.120961, 1.831066
us_000479773,0.120961, 1.831326
us_000501308,0.120961, 1.831944
us_000458660,0.120961, 1.833274
us_000482710,0.120961, 1.836225
us_000498552,0.120961, 1.845068
us_000518535,0.120961, 1.848485
us_000476959,0.120961, 1.850693
us_000481035,0.120961, 1.851876
us_000481834,0.120961, 1.856660
us_000537298,0.120961, 1.862115
us_000473187,0.120961, 1.862908
us_000499675,0.120961, 1.863875
us_000480739,0.120961, 1.866465
us_000482897,0.120961, 1.869073
us_000477475,0.120961, 1.869407
us_000502124,0.120961, 1.870166
us_000480291,0.120961, 1.871131
us_000481162,0.120961, 1.872577
us_000475070,0.120961, 1.875201
us_000483153,0.120961, 1.876145
us_000481167,0.120961, 1.878273
us_000502089,0.120961, 1.880689
us_000471300,0.120961, 1.881057
us_000544628,0.120961, 1.881885
us_000465146,0.120961, 1.886783
us_000113253,0.120961, 1.887805
us_000545100,0.120961, 1.896164
us_000478915,0.120961, 1.899690
us_000606221,0.120961, 1.901234
us_000481268,0.120961, 1.902210
us_000482834,0.120961, 1.906552
us_000522292,0.120961, 1.907219
us_000479900,0.120961, 1.908950
us_000480885,0.120961, 1.911415
us_000532067,0.120961, 1.916974
us_000517226,0.120961, 1.917243
us_000492231,0.120961, 1.918273
us_000513954,0.120961, 1.920941
us_000578929,0.120961, 1.923593
us_000470503,0.120961, 1.931976
us_000481204,0.120961, 1.932065
us_000497321,0.120961, 1.935802
us_000479195,0.120961, 1.939500
us_000498542,0.120961, 1.940202
us_000540345,0.120961, 1.942098
us_000505849,0.120961, 1.944875
us_000465388,0.120961, 1.946589
us_000458741,0.120961, 1.949978
us_000356449,0.120961, 1.950224
us_000482743,0.120961, 1.951861
us_000480502,0.120961, 1.951861
us_000518566,0.120961, 1.951861
us_000499350,0.120961, 1.951861
us_000481882,0.120961, 1.955159
us_000418771,0.120961, 1.955176
us_000539285,0.120961, 1.959723
us_000501670,0.120961, 1.963082
us_000475547,0.120961, 1.967190
us_000545906,0.120961, 1.970137
us_000479402,0.120961, 1.970181
us_000482851,0.120961, 1.970840
us_000540090,0.120961, 1.970987
us_000498036,0.120961, 1.970987
us_000482523,0.120961, 1.972065
us_000498736,0.120961, 1.972065
us_000498888,0.120961, 1.972065
us_000498052,0.120961, 1.972065
us_000470345,0.120961, 1.972065
us_000482510,0.120961, 1.972065
us_000482380,0.120961, 1.972065
us_000482480,0.120961, 1.972065
us_000479051,0.120961, 1.972065
us_000482076,0.120961, 1.972065
us_000518606,0.120961, 1.972065
us_000481867,0.120961, 1.972065
us_000479192,0.120961, 1.972065
us_000517941,0.120961, 1.972065
us_000479112,0.120961, 1.972065
us_000479053,0.120961, 1.972065
us_000502133,0.120961, 1.972065
us_000482896,0.120961, 1.972065
us_000544625,0.120961, 1.972065
us_000481975,0.120961, 1.972065
us_000481871,0.120961, 1.972065
us_000479708,0.120961, 1.972065
us_000479049,0.120961, 1.972065
us_000481864,0.120961, 1.972065
us_000518307,0.120961, 1.972065
us_000498735,0.120961, 1.972065
us_000479036,0.120961, 1.972065
us_000462116,0.120961, 1.972147
us_000112626,0.120961, 1.973135
us_000482101,0.120961, 1.974052
us_000480607,0.120961, 1.975953
us_000510187,0.120961, 1.978629
us_000477205,0.120961, 1.980848
us_000480614,0.120961, 1.982440
us_000535248,0.120961, 1.989743
us_000480711,0.120961, 1.994631
us_000501078,0.120961, 2.007722
us_000469147,0.120961, 2.030868
us_000492549,0.120961, 2.057681
us_000613564,0.120961, 2.107589
us_000590096,0.120961, 2.115797
us_000490517,0.120961, 2.120122
us_000466498,0.120961, 2.130228
us_000550054,0.120961, 2.154366
us_000482136,0.120961, 2.160977
us_000478774,0.120961, 2.305120
us_000505809,0.120961, 2.372823
us_000561709,0.105512, 0.000000
pr_000891354,0.105512, 0.000000
pr_000288851,0.105512, 0.000000
pr_000790923,0.105512, 0.000000
pr_000894498,0.105512, 0.000001
us_000531889,0.105512, 0.000001
us_000492346,0.105512, 0.000001
us_000502071,0.105512, 0.000001
us_000562431,0.105512, 0.000001
pr_001728901,0.105512, 0.000002
us_000538334,0.105512, 0.000006
pr_000890222,0.105512, 0.000006
pr_000904459,0.105512, 0.000006
us_000588932,0.105512, 0.000008
us_000460766,0.105512, 0.000008
us_000365962,0.105512, 0.000008
us_000471845,0.105512, 0.000008
us_000470712,0.105512, 0.000008
us_000474089,0.105512, 0.000008
us_000469939,0.105512, 0.000008
us_000465330,0.105512, 0.000008
us_000486045,0.105512, 0.000008
us_000584165,0.105512, 0.000008
us_000460458,0.105512, 0.000008
us_000490448,0.105512, 0.000008
us_000549627,0.105512, 0.000022
pr_000606227,0.105512, 0.000025
us_000471814,0.105512, 0.000060
pr_000279563,0.105512, 0.000100
us_000462353,0.105512, 0.000105
pr_002077593,0.105512, 0.000174
pr_000951097,0.105512, 0.000174
pr_000806306,0.105512, 0.000301
us_000493702,0.105512, 0.003710
us_000602365,0.105512, 0.053765
us_000322805,0.105512, 0.223181
pr_002026641,0.050655, 0.000000
pr_001092420,0.050655, 0.000000
pr_001057683,0.050655, 0.000000
pr_001051924,0.050655, 0.000000
pr_001075671,0.050655, 0.000000
pr_000895769,0.050655, 0.000000
pr_001086799,0.050655, 0.000000
pr_000817484,0.050655, 0.000000
pr_000941832,0.050655, 0.000000
pr_000758201,0.050655, 0.000000
pr_001040644,0.050655, 0.000000
pr_001103615,0.050655, 0.000000
pr_000434271,0.050655, 0.000000
pr_000893048,0.050655, 0.000000
pr_001047873,0.050655, 0.000000
pr_001040545,0.050655, 0.000000
pr_000706736,0.050655, 0.000000
pr_001061720,0.050655, 0.000000
pr_000976557,0.050655, 0.000000
pr_000851860,0.050655, 0.000000
pr_001046568,0.050655, 0.000000
pr_001028187,0.050655, 0.000000
pr_000732117,0.050655, 0.000000
pr_000932806,0.050655, 0.000000
pr_000813058,0.050655, 0.000000
pr_000893666,0.050655, 0.000000
pr_001027493,0.050655, 0.000000
pr_000936575,0.050655, 0.000000
pr_000904904,0.050655, 0.000000
pr_001062250,0.050655, 0.000000
pr_000925242,0.050655, 0.000000
pr_001050424,0.050655, 0.000000
pr_000986052,0.050655, 0.000000
pr_000845536,0.050655, 0.000000
pr_000545366,0.050655, 0.000000
pr_001061773,0.050655, 0.000000
pr_000927280,0.050655, 0.000000
pr_001040556,0.050655, 0.000000
pr_000284324,0.050655, 0.000000
pr_001058312,0.050655, 0.000000
pr_000579047,0.050655, 0.000000
pr_000875283,0.050655, 0.000000
pr_000693414,0.050655, 0.000000
pr_001051539,0.050655, 0.000000
pr_001051126,0.050655, 0.000000
pr_000941781,0.050655, 0.000000
pr_001049237,0.050655, 0.000000
pr_001051387,0.050655, 0.000000
pr_001052454,0.050655, 0.000000
pr_000288004,0.050655, 0.000000
pr_000927041,0.050655, 0.000000
pr_000895190,0.050655, 0.000000
pr_001027840,0.050655, 0.000000
pr_000610218,0.050655, 0.000000
pr_000949088,0.050655, 0.000000
pr_001062361,0.050655, 0.000000
pr_000724271,0.050655, 0.000000
pr_001098365,0.050655, 0.000000
pr_001061518,0.050655, 0.000000
pr_000934798,0.050655, 0.000000
pr_000826543,0.050655, 0.000000
pr_001051000,0.050655, 0.000000
pr_000899693,0.050655, 0.000000
pr_000903973,0.050655, 0.000000
pr_001104602,0.050655, 0.000000
pr_001026649,0.050655, 0.000000
pr_000997987,0.050655, 0.000000
pr_000727175,0.050655, 0.000000
pr_000737051,0.050655, 0.000000
pr_000941796,0.050655, 0.000000
pr_000894551,0.050655, 0.000000
pr_001086720,0.050655, 0.000000
pr_001032183,0.050655, 0.000000
pr_000927242,0.050655, 0.000000
pr_001058318,0.050655, 0.000000
pr_000290480,0.050655, 0.000000
pr_001062802,0.050655, 0.000000
pr_000893453,0.050655, 0.000000
pr_001029459,0.050655, 0.000000
pr_000704013,0.050655, 0.000000
pr_001078722,0.050655, 0.000000
pr_000287173,0.050655, 0.000000
pr_001041066,0.050655, 0.000000
pr_000978986,0.050655, 0.000000
pr_001046455,0.050655, 0.000000
pr_001039913,0.050655, 0.000000
pr_000813029,0.050655, 0.000000
pr_000759124,0.050655, 0.000000
pr_001022468,0.050655, 0.000000
pr_000846277,0.050655, 0.000000
pr_001040105,0.050655, 0.000000
pr_001050719,0.050655, 0.000000
pr_001049147,0.050655, 0.000000
pr_000945545,0.050655, 0.000000
pr_001047738,0.050655, 0.000000
pr_001027332,0.050655, 0.000000
pr_001039908,0.050655, 0.000000
pr_000434156,0.050655, 0.000000
pr_000891960,0.050655, 0.000000
pr_001047813,0.050655, 0.000000
pr_000895276,0.050655, 0.000000
pr_001046646,0.050655, 0.000000
pr_000759569,0.050655, 0.000000
pr_000724477,0.050655, 0.000000
pr_000290979,0.050655, 0.000000
pr_001003706,0.050655, 0.000000
pr_000936417,0.050655, 0.000000
pr_000725937,0.050655, 0.000000
pr_001027775,0.050655, 0.000000
pr_000929609,0.050655, 0.000000
pr_001100671,0.050655, 0.000000
pr_000762865,0.050655, 0.000000
pr_000607320,0.050655, 0.000000
pr_001102711,0.050655, 0.000000
pr_001046623,0.050655, 0.000000
pr_001029718,0.050655, 0.000000
pr_001026771,0.050655, 0.000000
pr_001050865,0.050655, 0.000000
pr_000746674,0.050655, 0.000000
pr_000657634,0.050655, 0.000000
pr_000531162,0.050655, 0.000000
pr_001021534,0.050655, 0.000000
pr_000579021,0.050655, 0.000000
pr_000894446,0.050655, 0.000000
pr_001040764,0.050655, 0.000000
pr_001040691,0.050655, 0.000000
pr_001103448,0.050655, 0.000000
pr_000930391,0.050655, 0.000000
pr_001039793,0.050655, 0.000000
pr_001068605,0.050655, 0.000000
pr_000893697,0.050655, 0.000000
pr_001063494,0.050655, 0.000000
pr_001039738,0.050655, 0.000000
pr_000767962,0.050655, 0.000000
pr_000857821,0.050655, 0.000000
pr_001041801,0.050655, 0.000000
pr_001013683,0.050655, 0.000000
pr_000789561,0.050655, 0.000000
pr_001051139,0.050655, 0.000000
pr_000745787,0.050655, 0.000000
pr_001053364,0.050655, 0.000000
pr_001039906,0.050655, 0.000000
pr_000982576,0.050655, 0.000000
pr_000989885,0.050655, 0.000000
pr_001073919,0.050655, 0.000000
pr_001041214,0.050655, 0.000000
pr_001057110,0.050655, 0.000000
us_000492637,0.050655, 0.000001
pr_000694571,0.050655, 0.000006
pr_001040640,0.050655, 0.000006
pr_001057441,0.050655, 0.000006
pr_000290288,0.050655, 0.000006
pr_001027207,0.050655, 0.000006
pr_001040606,0.050655, 0.000006
pr_000658316,0.050655, 0.000006
pr_001416687,0.050655, 0.000011
pr_000755793,0.050655, 0.000019
pr_000815524,0.050655, 0.000019
pr_001786251,0.050655, 0.000023
pr_001105188,0.050655, 0.000043
pr_001036872,0.050655, 0.000047
us_000610393,0.050655, 0.000270
us_000567706,0.050655, 0.000516
pr_001154623,0.050655, 0.000916
us_000568342,0.050655, 0.004619
us_000461613,0.050655, 0.005659
us_000514688,0.050655, 0.030681
us_000466929,0.050655, 0.065524
pr_001153842,0.031484, 0.000000
pr_001092495,0.031484, 0.000000
us_000615528,0.031484, 0.000000
us_000560557,0.031484, 0.000000
us_000545334,0.031484, 0.000000
us_000266570,0.031484, 0.000000
us_000475749,0.031484, 0.000000
pr_001145356,0.031484, 0.000001
us_000589930,0.031484, 0.000001
us_000491840,0.031484, 0.000001
us_000596239,0.031484, 0.000001
pr_000829363,0.031484, 0.000002
pr_000849175,0.031484, 0.000002
pr_000580680,0.031484, 0.000002
pr_000381170,0.031484, 0.000002
pr_000582967,0.031484, 0.000002
pr_000584653,0.031484, 0.000002
pr_000581889,0.031484, 0.000002
pr_000841136,0.031484, 0.000002
pr_000961528,0.031484, 0.000003
pr_000088695,0.031484, 0.000004
us_000592439,0.031484, 0.000009
us_000503371,0.031484, 0.000009
us_000495690,0.031484, 0.000009
us_000494571,0.031484, 0.000009
pr_000021901,0.031484, 0.000015
pr_001103347,0.031484, 0.000019
us_000537929,0.031484, 0.000022
us_000599178,0.031484, 0.000027
us_000616527,0.031484, 0.000027
us_000616530,0.031484, 0.000027
us_000592277,0.031484, 0.000027
us_000589971,0.031484, 0.000027
us_000595182,0.031484, 0.000027
us_000581576,0.031484, 0.000027
us_000517922,0.031484, 0.000030
us_000489556,0.031484, 0.000048
us_000586733,0.031484, 0.000049
pr_000286741,0.031484, 0.000053
pr_000183191,0.031484, 0.000077
us_000496897,0.031484, 0.000105
pr_001642306,0.031484, 0.000145
us_000479124,0.031484, 0.000196
us_000479520,0.031484, 0.000215
us_000599828,0.031484, 0.000250
us_000599404,0.031484, 0.000257
us_000607940,0.031484, 0.000292
us_000599603,0.031484, 0.000449
us_000596422,0.031484, 0.000581
us_000579204,0.031484, 0.000703
us_000579250,0.031484, 0.000703
us_000571991,0.031484, 0.000705
us_000616395,0.031484, 0.000794
us_000589211,0.031484, 0.001047
us_000523560,0.031484, 0.001314
us_000567518,0.031484, 0.001373
us_000574336,0.031484, 0.001960
us_000546492,0.031484, 0.002158
us_000588130,0.031484, 0.002312
us_000501003,0.031484, 0.002808
us_000468012,0.031484, 0.002968
us_000554348,0.031484, 0.004060
pr_000820930,0.031484, 0.004087
pr_000828129,0.031484, 0.004329
pr_000762622,0.031484, 0.004429
pr_000974802,0.031484, 0.004619
us_000609194,0.031484, 0.006181
us_000546735,0.031484, 0.011494
us_000558753,0.031484, 0.012904
us_000580432,0.031484, 0.014418
us_000502077,0.031484, 0.024811
us_000553806,0.031484, 0.036479
us_000473744,0.031484, 0.037801
us_000558071,0.031484, 0.040170
us_000484685,0.031484, 0.053212
pr_000832437,0.016562, 0.000000
pr_000713781,0.016562, 0.000021
us_000496106,0.016562, 0.000477
pr_000607160,0.016562, 0.000634
pr_000903795,0.016562, 0.000634
pr_001765303,0.016562, 0.000634
pr_000790331,0.016562, 0.000634
pr_000727711,0.016562, 0.000634
pr_000774251,0.016562, 0.000634
pr_000956345,0.016562, 0.000634
pr_000924443,0.016562, 0.000634
pr_000886691,0.016562, 0.000634
pr_000929727,0.016562, 0.000634
pr_000777063,0.016562, 0.000634
pr_000862732,0.016562, 0.000634
pr_000847724,0.016562, 0.000636
pr_000820968,0.016562, 0.000636
pr_000600859,0.016562, 0.000641
pr_000603883,0.016562, 0.000643
pr_000599160,0.016562, 0.000645
pr_000999274,0.016562, 0.000653
pr_000631582,0.016562, 0.000653
pr_000773548,0.016562, 0.000655
pr_000606604,0.016562, 0.000891
us_000494459,0.016562, 0.001454
pr_000828568,0.016562, 0.002572
pr_000873666,0.016562, 0.004199
pr_000837315,0.016562, 0.008277
pr_001053107,0.016562, 0.008899
pr_000848703,0.016562, 0.011120
pr_000740977,0.016562, 0.011311
pr_001057624,0.016562, 0.012146
pr_000879870,0.016562, 0.013475
pr_000768770,0.016562, 0.028544
us_000491980,0.016562, 0.125805
pr_000158605,0.000889, 0.000005
pr_001893524,0.000889, 0.000050
us_000488920,0.000889, 0.001745
us_000138669,0.000889, 0.005471
us_000528117,0.000889, 0.007017
us_000495916,0.000889, 0.180385
us_000498729,0.000889, 0.205731
us_000527206,0.000889, 0.217053
us_000523272,0.000889, 0.243012
us_000496167,0.000889, 0.244742
us_000534486,0.000889, 0.245712
us_000498520,0.000889, 0.246206
us_000537872,0.000889, 0.246787
us_000541494,0.000889, 0.251125
us_000366710,0.000889, 0.255043
us_000145159,0.000889, 0.256274
us_000520582,0.000889, 0.258486
us_000478596,0.000889, 0.258486
us_000526984,0.000889, 0.258508
us_000546676,0.000889, 0.259252
us_000476849,0.000889, 0.260844
us_000076470,0.000889, 0.265397
us_000475172,0.000889, 0.270189
us_000509910,0.000889, 0.270235
us_000484532,0.000889, 0.272327
us_000559832,0.000889, 0.272434
us_000533453,0.000889, 0.274815
us_000494390,0.000889, 0.274815
us_000495089,0.000889, 0.276802
us_000532483,0.000889, 0.276802
us_000521946,0.000889, 0.276802
us_000517052,0.000889, 0.276802
us_000575147,0.000889, 0.277721
us_000517831,0.000889, 0.279431
us_000485985,0.000889, 0.281583
us_000533400,0.000889, 0.288641
us_000517185,0.000889, 0.293975
us_000508759,0.000889, 0.466898
