Product ID : 2080 # of JPs covered : 1 : 266 : Appellate Practice, 
OID,Confidence at Map Node,Error at Map Node
pr_000929485,0.497630, 0.076220
pr_001096154,0.497630, 0.076220
pr_000925089,0.497630, 0.076220
pr_000642886,0.497630, 0.076220
pr_000978119,0.497630, 0.076220
pr_000465511,0.497630, 0.076220
pr_001633653,0.497630, 0.076220
pr_000983349,0.497630, 0.076220
pr_001119428,0.497630, 0.076220
pr_000329425,0.497630, 0.076220
pr_000600365,0.497630, 0.076220
pr_001732330,0.497630, 0.076220
pr_001090811,0.497630, 0.076220
pr_001096786,0.497630, 0.076220
pr_001168215,0.497630, 0.076220
pr_001954479,0.497630, 0.076220
pr_001636444,0.497630, 0.076220
pr_000159976,0.497630, 0.076220
pr_000919046,0.497630, 0.076220
pr_002081762,0.497630, 0.076220
pr_001082877,0.497630, 0.076220
pr_000640349,0.497630, 0.076220
pr_001739535,0.497630, 0.076220
pr_001602310,0.497630, 0.076220
pr_000999408,0.497630, 0.076220
pr_000707483,0.497630, 0.076220
pr_001095785,0.497630, 0.076220
pr_001823088,0.497630, 0.076220
pr_000214640,0.497630, 0.076220
pr_001966661,0.497630, 0.076220
pr_001717051,0.497630, 0.076220
pr_001093930,0.497630, 0.076220
pr_001093939,0.497630, 0.076220
pr_000010187,0.497630, 0.076220
pr_001091800,0.497630, 0.076220
pr_000971796,0.497630, 0.076220
pr_001984246,0.497630, 0.076220
pr_000345104,0.497630, 0.076220
pr_001095976,0.497630, 0.076220
pr_000582514,0.497630, 0.076220
pr_000446293,0.497630, 0.076220
pr_000600024,0.497630, 0.076220
pr_001030032,0.497630, 0.076220
pr_001135933,0.497630, 0.076220
pr_001631607,0.497630, 0.076220
pr_000225302,0.497630, 0.076220
pr_001095994,0.497630, 0.076220
pr_001089231,0.497630, 0.076220
pr_001141429,0.497630, 0.076220
pr_001409392,0.497630, 0.076220
pr_001086080,0.497630, 0.076220
pr_001730744,0.497630, 0.076220
pr_000696739,0.497630, 0.076220
pr_000886027,0.497630, 0.076220
pr_001070341,0.497630, 0.076220
pr_002076717,0.497630, 0.076220
pr_000876054,0.497630, 0.076220
pr_000877205,0.497630, 0.076220
pr_000238694,0.497630, 0.076220
pr_002100865,0.497630, 0.076220
pr_001096615,0.497630, 0.076220
pr_001649705,0.497630, 0.076220
pr_001120104,0.497630, 0.076220
pr_001093210,0.497630, 0.076220
pr_001631366,0.497630, 0.076220
pr_000852410,0.497630, 0.076220
pr_000197921,0.497630, 0.076220
pr_000634046,0.497630, 0.076220
pr_001031799,0.497630, 0.076220
pr_002060830,0.497630, 0.076220
pr_000443978,0.497630, 0.076220
pr_001826462,0.497630, 0.076220
pr_000973251,0.497630, 0.076220
pr_001087276,0.497630, 0.076220
pr_000582372,0.497630, 0.076220
pr_001405713,0.497630, 0.076220
pr_000196141,0.497630, 0.076220
pr_002053759,0.497630, 0.076220
pr_000693097,0.497630, 0.076220
pr_000995061,0.497630, 0.076220
pr_001389672,0.497630, 0.076220
pr_001733280,0.497630, 0.076220
pr_000868924,0.497630, 0.076220
pr_000731525,0.497630, 0.076220
pr_000200633,0.497630, 0.076220
pr_001920183,0.497630, 0.076220
pr_001898506,0.497630, 0.076220
pr_002113929,0.497630, 0.076220
pr_001391541,0.497630, 0.076220
pr_001096446,0.497630, 0.076220
pr_001068891,0.497630, 0.076220
pr_001082030,0.497630, 0.076220
pr_000642893,0.497630, 0.076220
pr_000262907,0.497630, 0.076220
pr_000999803,0.497630, 0.076220
pr_000707941,0.497630, 0.076220
pr_001064686,0.497630, 0.076220
pr_001093965,0.497630, 0.076220
pr_001632867,0.497630, 0.076220
pr_001743230,0.497630, 0.076220
pr_001394874,0.497630, 0.076220
pr_000642922,0.497630, 0.076220
pr_000332384,0.497630, 0.076220
pr_000739564,0.497630, 0.076220
pr_001095983,0.497630, 0.076220
pr_001656546,0.497630, 0.076220
pr_001630042,0.497630, 0.076220
pr_000437658,0.497630, 0.076220
pr_000662823,0.497630, 0.076220
pr_001938232,0.497630, 0.076220
pr_000349544,0.497630, 0.076220
pr_000172494,0.497630, 0.076220
pr_001976499,0.497630, 0.076220
pr_000650343,0.497630, 0.076220
pr_001025699,0.497630, 0.076220
pr_000638774,0.497630, 0.076220
pr_001389618,0.497630, 0.076220
pr_001950078,0.497630, 0.076220
pr_000982527,0.497630, 0.076220
pr_002071230,0.497630, 0.076220
pr_000654575,0.497630, 0.076220
pr_002054551,0.497630, 0.076220
pr_001090653,0.497630, 0.076220
pr_001950033,0.497630, 0.076220
pr_002070832,0.497630, 0.076220
pr_001153074,0.497630, 0.076220
pr_000625551,0.497630, 0.076220
pr_000178375,0.497630, 0.076220
pr_000493868,0.497630, 0.076220
pr_001092888,0.497630, 0.076220
pr_000981774,0.497630, 0.076220
pr_000160589,0.497630, 0.076220
pr_001070226,0.497630, 0.076220
pr_001965054,0.497630, 0.076220
pr_000913012,0.497630, 0.076220
pr_000904941,0.497630, 0.076220
pr_000733828,0.497630, 0.076220
pr_000235519,0.497630, 0.076220
pr_000160004,0.497630, 0.076220
pr_001028788,0.497630, 0.076220
pr_001086075,0.497630, 0.076220
pr_001056526,0.497630, 0.076220
pr_001392734,0.497630, 0.076220
pr_001056520,0.497630, 0.076220
pr_001083938,0.497630, 0.076220
pr_001601852,0.497630, 0.076220
pr_000696734,0.497630, 0.076220
pr_001836946,0.497630, 0.076220
pr_001137615,0.497630, 0.076220
pr_001090700,0.497630, 0.076220
pr_001118857,0.497630, 0.076220
pr_000284135,0.497630, 0.076220
pr_000931998,0.497630, 0.076220
pr_000264251,0.497630, 0.076220
pr_000924584,0.497630, 0.076220
pr_001764463,0.497630, 0.076220
pr_000766702,0.497630, 0.076220
pr_000889918,0.497630, 0.076220
pr_000976206,0.497630, 0.076220
pr_001395668,0.497630, 0.076220
pr_000602566,0.497630, 0.076220
pr_000245756,0.497630, 0.076220
pr_000703658,0.497630, 0.076220
pr_001399244,0.497630, 0.076220
pr_001618294,0.497630, 0.076220
pr_001099375,0.497630, 0.076220
pr_001049283,0.497630, 0.076220
pr_001088679,0.497630, 0.076220
pr_001726973,0.497630, 0.076220
pr_002130389,0.497630, 0.076220
pr_001133688,0.497630, 0.076220
pr_000971241,0.497630, 0.076220
pr_001104072,0.497630, 0.076220
pr_001108799,0.497630, 0.076220
pr_000944907,0.497630, 0.076220
pr_001076804,0.497630, 0.076220
pr_000282518,0.497630, 0.076220
pr_001953576,0.497630, 0.076220
pr_001394044,0.497630, 0.076220
pr_002098363,0.497630, 0.076220
pr_001595503,0.497630, 0.076220
pr_000581282,0.497630, 0.076220
pr_001118866,0.497630, 0.076220
pr_001018196,0.497630, 0.076220
pr_000572986,0.497630, 0.076220
pr_001045942,0.497630, 0.076220
pr_000020594,0.497630, 0.076220
pr_001604302,0.497630, 0.076220
pr_002097293,0.497630, 0.076220
pr_001118775,0.497630, 0.076220
pr_000846455,0.497630, 0.076220
pr_002081760,0.497630, 0.076220
pr_000609468,0.497630, 0.076220
pr_000441070,0.497630, 0.076220
pr_001392655,0.497630, 0.076220
pr_001394980,0.497630, 0.076220
pr_001625596,0.497630, 0.076220
pr_001719931,0.497630, 0.076220
pr_001082710,0.497630, 0.076220
pr_000596765,0.497630, 0.076220
pr_001099675,0.497630, 0.076220
pr_001096190,0.497630, 0.076220
pr_000878843,0.497630, 0.076220
pr_001120152,0.497630, 0.076220
pr_001110262,0.497630, 0.076220
pr_001392495,0.497630, 0.076220
pr_001631434,0.497630, 0.076220
pr_001394882,0.497630, 0.076220
pr_000573142,0.497630, 0.076220
pr_001151617,0.497630, 0.076220
pr_001072114,0.497630, 0.076220
pr_001009910,0.497630, 0.076220
pr_001095893,0.497630, 0.076220
pr_001095839,0.497630, 0.076220
pr_001085972,0.497630, 0.076220
pr_001070284,0.497630, 0.076220
pr_001388421,0.497630, 0.076220
pr_001002458,0.497630, 0.076220
pr_001036855,0.497630, 0.076220
pr_001119446,0.497630, 0.076220
pr_000437037,0.497630, 0.076220
pr_001141122,0.497630, 0.076220
pr_001100587,0.497630, 0.076220
pr_000969357,0.497630, 0.076220
pr_000842822,0.497630, 0.076220
pr_001122797,0.497630, 0.076220
pr_000988143,0.497630, 0.076220
pr_001922453,0.497630, 0.076220
pr_001989606,0.497630, 0.076220
pr_001088293,0.497630, 0.076220
pr_000486146,0.497630, 0.076220
pr_001631393,0.497630, 0.076220
pr_001859725,0.497630, 0.076220
pr_001613052,0.497630, 0.076220
pr_000745135,0.497630, 0.076220
pr_001085881,0.497630, 0.076220
pr_001086192,0.497630, 0.076220
pr_001897445,0.497630, 0.076220
pr_001974921,0.497630, 0.076220
pr_000172445,0.497630, 0.076220
pr_001090661,0.497630, 0.076220
pr_001006439,0.497630, 0.076220
pr_000004682,0.497630, 0.076220
pr_001075426,0.497630, 0.076220
pr_001046222,0.497630, 0.076220
pr_000888026,0.497630, 0.076220
pr_000774678,0.497630, 0.076220
pr_001651019,0.497630, 0.076220
pr_002100857,0.497630, 0.076220
pr_000900744,0.497630, 0.076220
pr_001086996,0.497630, 0.076220
pr_000635422,0.497630, 0.076220
pr_000724664,0.497630, 0.076220
pr_000998692,0.497630, 0.076220
pr_000633849,0.497630, 0.076220
pr_001633013,0.497630, 0.076220
pr_000752052,0.497630, 0.076220
pr_001114794,0.497630, 0.076220
pr_000955675,0.497630, 0.076220
pr_000666000,0.497630, 0.076220
pr_001632960,0.497630, 0.076220
pr_000252031,0.497630, 0.076220
pr_000619603,0.497630, 0.076220
pr_000994401,0.497630, 0.076220
pr_001039504,0.497630, 0.076220
pr_002152266,0.497630, 0.076220
pr_001164268,0.497630, 0.076220
pr_001162879,0.497630, 0.076220
pr_001390970,0.497630, 0.076220
pr_001094355,0.497630, 0.076220
pr_001620269,0.497630, 0.076220
pr_000763942,0.497630, 0.076220
pr_001632924,0.497630, 0.076220
pr_000439488,0.497630, 0.076220
pr_000935200,0.497630, 0.076220
pr_001065573,0.497630, 0.076226
pr_000013753,0.497630, 0.076231
pr_000983169,0.497630, 0.076232
pr_001402348,0.497630, 0.076236
pr_000259751,0.497630, 0.076328
pr_001953263,0.497630, 0.076375
pr_001706566,0.497630, 0.076408
pr_000182259,0.497630, 0.076413
pr_000638755,0.497630, 0.076492
pr_000190219,0.497630, 0.076781
pr_001090712,0.497630, 0.076948
pr_001647999,0.497630, 0.077349
pr_000223626,0.497630, 0.077882
pr_001632868,0.497630, 0.078141
pr_001832254,0.497630, 0.079589
pr_000901112,0.497630, 0.079666
pr_001624521,0.497630, 0.081036
pr_000427784,0.497630, 0.082069
pr_001653265,0.497630, 0.087209
pr_001874727,0.497630, 0.095778
pr_001083904,0.497630, 0.137106
pr_000855406,0.497630, 0.243017
us_000467015,0.397573, 0.000000
us_000460893,0.397573, 0.000000
us_000596727,0.397573, 0.000000
us_000597301,0.397573, 0.000057
us_000609798,0.397573, 0.000058
us_000584712,0.397573, 0.000327
us_000616400,0.397573, 0.000341
us_000573933,0.397573, 0.000353
us_000594361,0.397573, 0.000368
us_000602883,0.397573, 0.000374
us_000583992,0.397573, 0.001480
us_000528176,0.397573, 0.002331
us_000516019,0.397573, 0.003752
us_000579375,0.397573, 0.008020
us_000604429,0.397573, 0.009289
us_000582332,0.397573, 0.013210
us_000575186,0.397573, 0.014762
us_000584231,0.397573, 0.017913
us_000538709,0.397573, 0.021135
us_000576097,0.397573, 0.026856
pr_000001151,0.397573, 0.125415
us_000478053,0.390448, 0.000004
us_000473597,0.390448, 0.000004
us_000489189,0.390448, 0.000006
us_000502680,0.390448, 0.000006
us_000580318,0.390448, 0.000006
us_000580290,0.390448, 0.000006
us_000495463,0.390448, 0.000006
us_000495495,0.390448, 0.000006
us_000521522,0.390448, 0.000006
us_000496495,0.390448, 0.000006
us_000504533,0.390448, 0.000006
us_000580295,0.390448, 0.000006
us_000494316,0.390448, 0.000006
us_000580403,0.390448, 0.000006
us_000489519,0.390448, 0.000006
pr_000796422,0.390448, 0.000133
us_000543920,0.390448, 0.001220
us_000575463,0.390448, 0.001265
us_000564051,0.390448, 0.002329
us_000591569,0.390448, 0.003841
us_000488146,0.390448, 0.003974
us_000523498,0.390448, 0.004392
us_000527683,0.390448, 0.005631
us_000506628,0.390448, 0.012053
us_000495676,0.390448, 0.012264
us_000583820,0.390448, 0.018606
us_000575391,0.390448, 0.019395
us_000501358,0.390448, 0.028840
us_000528580,0.390448, 0.046400
us_000560695,0.390448, 0.057550
us_000594270,0.390448, 0.112105
us_000558968,0.390448, 1.533069
us_000527632,0.390448, 1.606657
pr_000109622,0.352889, 0.000143
pr_000620495,0.352889, 0.000148
pr_000315260,0.352889, 0.000627
us_000531523,0.352889, 0.004426
us_000544089,0.352889, 0.005892
us_000530214,0.352889, 0.006099
us_000569480,0.352889, 0.009535
us_000569622,0.352889, 0.010608
us_000464143,0.274264, 0.000000
us_000469979,0.274264, 0.000000
us_000470870,0.274264, 0.000000
pr_000755753,0.274264, 0.000000
pr_000904914,0.274264, 0.000000
us_000544555,0.274264, 0.000000
us_000529657,0.274264, 0.000001
us_000524032,0.274264, 0.000001
us_000515325,0.274264, 0.000001
us_000550596,0.274264, 0.000001
us_000518607,0.274264, 0.000001
us_000587374,0.274264, 0.000003
us_000612422,0.274264, 0.000004
us_000540214,0.274264, 0.000009
pr_000891919,0.274264, 0.000012
us_000587046,0.274264, 0.000015
us_000474921,0.274264, 0.000044
pr_001966302,0.274264, 0.000100
pr_001680645,0.274264, 0.000143
pr_000717967,0.274264, 0.000180
pr_000843326,0.274264, 0.000231
us_000551962,0.274264, 0.000344
us_000594653,0.274264, 0.000359
us_000615136,0.274264, 0.000376
us_000604801,0.274264, 0.000380
us_000188916,0.274264, 0.000636
us_000018297,0.274264, 0.000652
us_000580553,0.274264, 0.000659
us_000580549,0.274264, 0.000659
us_000492349,0.274264, 0.000713
us_000462998,0.274264, 0.000713
pr_000988753,0.274264, 0.000782
us_000556745,0.274264, 0.001005
us_000511878,0.274264, 0.001074
us_000609015,0.274264, 0.001162
us_000580552,0.274264, 0.001603
us_000532962,0.274264, 0.001673
us_000515865,0.274264, 0.002269
us_000510421,0.274264, 0.002897
us_000582562,0.274264, 0.003191
us_000522194,0.274264, 0.004967
us_000466905,0.274264, 0.005969
us_000544848,0.274264, 0.006184
us_000478493,0.274264, 0.008211
us_000580214,0.274264, 0.008385
us_000599358,0.274264, 0.009644
us_000483187,0.274264, 0.010976
us_000523846,0.274264, 0.011002
us_000465663,0.274264, 0.011660
us_000607949,0.274264, 0.012435
us_000481514,0.274264, 0.012447
us_000574050,0.274264, 0.012705
us_000463060,0.274264, 0.013028
us_000575679,0.274264, 0.019550
us_000536031,0.274264, 0.021246
us_000536332,0.274264, 0.022369
us_000547608,0.274264, 0.024668
us_000482363,0.274264, 0.027232
us_000475522,0.274264, 0.028480
us_000469422,0.274264, 0.029800
us_000103730,0.274264, 0.030832
us_000491611,0.274264, 0.035990
us_000479628,0.274264, 0.036183
us_000462028,0.274264, 0.038655
us_000557200,0.274264, 0.040854
us_000578936,0.274264, 0.042963
us_000616842,0.274264, 0.044720
us_000587968,0.274264, 0.047362
us_000534932,0.274264, 0.049621
us_000594982,0.274264, 0.062592
us_000521649,0.274264, 0.067461
us_000502052,0.274264, 0.071109
us_000541173,0.274264, 0.073995
us_000472184,0.274264, 0.093796
us_000599192,0.274264, 0.095175
us_000558207,0.274264, 0.098085
us_000535239,0.274264, 0.109734
us_000521559,0.274264, 0.124962
us_000487607,0.274264, 0.783015
us_000487472,0.274264, 1.167901
us_000534374,0.274264, 1.218816
us_000487270,0.274264, 1.827862
us_000483787,0.255678, 0.000000
us_000502144,0.255678, 0.000000
us_000604637,0.255678, 0.000000
us_000542187,0.255678, 0.000000
us_000316696,0.255678, 0.000000
us_000468211,0.255678, 0.000000
pr_000304443,0.255678, 0.000000
pr_000969319,0.255678, 0.000000
pr_000646844,0.255678, 0.000000
pr_002079429,0.255678, 0.000000
pr_000897512,0.255678, 0.000000
pr_000821473,0.255678, 0.000000
pr_001046604,0.255678, 0.000000
pr_000292267,0.255678, 0.000000
pr_001974955,0.255678, 0.000000
pr_001693415,0.255678, 0.000000
pr_000129640,0.255678, 0.000000
pr_000165627,0.255678, 0.000000
pr_000660693,0.255678, 0.000000
pr_000967353,0.255678, 0.000000
pr_001935612,0.255678, 0.000000
pr_000664082,0.255678, 0.000000
pr_000968973,0.255678, 0.000000
pr_000867749,0.255678, 0.000000
pr_001402502,0.255678, 0.000000
pr_000968151,0.255678, 0.000000
pr_000813478,0.255678, 0.000000
pr_001594755,0.255678, 0.000000
pr_001924883,0.255678, 0.000000
pr_000378630,0.255678, 0.000000
pr_001926720,0.255678, 0.000000
pr_000816319,0.255678, 0.000000
pr_001858159,0.255678, 0.000000
pr_000812844,0.255678, 0.000000
pr_000818353,0.255678, 0.000000
pr_002112611,0.255678, 0.000000
pr_000112805,0.255678, 0.000000
pr_000627493,0.255678, 0.000000
pr_000664461,0.255678, 0.000000
pr_000587827,0.255678, 0.000000
pr_002146592,0.255678, 0.000000
pr_000863130,0.255678, 0.000000
pr_000743817,0.255678, 0.000000
pr_000662208,0.255678, 0.000000
pr_001015573,0.255678, 0.000000
pr_000817867,0.255678, 0.000000
pr_000898341,0.255678, 0.000000
pr_000594946,0.255678, 0.000000
pr_000124407,0.255678, 0.000000
pr_000972537,0.255678, 0.000000
pr_000380964,0.255678, 0.000000
pr_000094382,0.255678, 0.000000
pr_000970006,0.255678, 0.000000
pr_000690607,0.255678, 0.000000
pr_001683089,0.255678, 0.000000
pr_000818453,0.255678, 0.000000
pr_001044636,0.255678, 0.000000
pr_000655376,0.255678, 0.000000
pr_000966245,0.255678, 0.000000
pr_000081181,0.255678, 0.000000
pr_000149933,0.255678, 0.000000
pr_002142180,0.255678, 0.000000
pr_000884586,0.255678, 0.000000
pr_001012371,0.255678, 0.000000
pr_001682041,0.255678, 0.000000
pr_000410474,0.255678, 0.000000
pr_002127993,0.255678, 0.000000
pr_001934131,0.255678, 0.000000
pr_000731648,0.255678, 0.000000
pr_001049039,0.255678, 0.000000
pr_000654470,0.255678, 0.000000
pr_000877109,0.255678, 0.000000
pr_000660188,0.255678, 0.000000
pr_001681787,0.255678, 0.000000
pr_000664131,0.255678, 0.000000
pr_001924679,0.255678, 0.000000
pr_001683461,0.255678, 0.000000
pr_000814315,0.255678, 0.000000
pr_001667639,0.255678, 0.000000
pr_000105327,0.255678, 0.000000
pr_000855519,0.255678, 0.000000
pr_000289287,0.255678, 0.000000
pr_000825249,0.255678, 0.000000
pr_000947634,0.255678, 0.000001
pr_001142522,0.255678, 0.000001
pr_000715449,0.255678, 0.000001
pr_000935651,0.255678, 0.000001
pr_000810180,0.255678, 0.000001
pr_001139080,0.255678, 0.000001
pr_000691675,0.255678, 0.000003
us_000468224,0.255678, 0.000003
us_000489168,0.255678, 0.000004
pr_001116212,0.255678, 0.000006
pr_000946444,0.255678, 0.000006
pr_001027512,0.255678, 0.000006
pr_001609800,0.255678, 0.000006
pr_001053483,0.255678, 0.000006
pr_001055091,0.255678, 0.000006
pr_000962674,0.255678, 0.000006
pr_001121733,0.255678, 0.000006
pr_001015173,0.255678, 0.000006
pr_001108300,0.255678, 0.000006
pr_001153756,0.255678, 0.000006
pr_001053286,0.255678, 0.000006
pr_001055182,0.255678, 0.000006
pr_000948757,0.255678, 0.000006
pr_001625543,0.255678, 0.000006
pr_000752980,0.255678, 0.000006
pr_001008292,0.255678, 0.000006
pr_001057208,0.255678, 0.000006
pr_001053604,0.255678, 0.000006
pr_001135203,0.255678, 0.000006
pr_001053028,0.255678, 0.000006
pr_001058134,0.255678, 0.000006
pr_002058010,0.255678, 0.000006
pr_001083454,0.255678, 0.000006
pr_001113858,0.255678, 0.000006
pr_001109759,0.255678, 0.000006
pr_001388232,0.255678, 0.000006
pr_001054005,0.255678, 0.000006
pr_001150087,0.255678, 0.000006
pr_001729068,0.255678, 0.000006
pr_001074946,0.255678, 0.000006
pr_001059181,0.255678, 0.000006
pr_001635690,0.255678, 0.000006
pr_000937120,0.255678, 0.000006
pr_001055302,0.255678, 0.000006
pr_000952022,0.255678, 0.000006
pr_001058210,0.255678, 0.000006
pr_000944902,0.255678, 0.000006
pr_001099655,0.255678, 0.000006
pr_001770183,0.255678, 0.000006
pr_001589144,0.255678, 0.000006
pr_001055284,0.255678, 0.000006
pr_000755065,0.255678, 0.000006
pr_002132991,0.255678, 0.000006
pr_001103356,0.255678, 0.000006
pr_001103994,0.255678, 0.000006
pr_000755300,0.255678, 0.000006
pr_002115396,0.255678, 0.000006
pr_001053247,0.255678, 0.000006
pr_001141089,0.255678, 0.000006
pr_000730917,0.255678, 0.000006
pr_000877565,0.255678, 0.000006
pr_001050473,0.255678, 0.000006
pr_001058393,0.255678, 0.000006
pr_001398371,0.255678, 0.000006
pr_001096356,0.255678, 0.000006
pr_001053137,0.255678, 0.000006
pr_000942801,0.255678, 0.000006
pr_001054402,0.255678, 0.000006
pr_001136254,0.255678, 0.000006
pr_000942100,0.255678, 0.000006
pr_001053177,0.255678, 0.000006
pr_001054558,0.255678, 0.000006
pr_001052984,0.255678, 0.000006
pr_001054266,0.255678, 0.000006
pr_001638575,0.255678, 0.000006
pr_000946728,0.255678, 0.000006
pr_001120102,0.255678, 0.000006
pr_001054154,0.255678, 0.000006
pr_001134550,0.255678, 0.000006
pr_000964553,0.255678, 0.000006
pr_001053229,0.255678, 0.000006
pr_000969338,0.255678, 0.000007
pr_000166857,0.255678, 0.000007
pr_001083798,0.255678, 0.000007
pr_001028644,0.255678, 0.000008
pr_001070927,0.255678, 0.000008
pr_001036264,0.255678, 0.000008
pr_001020782,0.255678, 0.000011
pr_001660208,0.255678, 0.000011
pr_000759118,0.255678, 0.000011
pr_001667687,0.255678, 0.000011
pr_001666991,0.255678, 0.000011
pr_000758545,0.255678, 0.000013
pr_001587374,0.255678, 0.000018
pr_000587702,0.255678, 0.000018
us_000476218,0.255678, 0.000030
pr_000758319,0.255678, 0.000031
pr_000758984,0.255678, 0.000031
us_000468558,0.255678, 0.000035
pr_001624070,0.255678, 0.000036
pr_000664703,0.255678, 0.000038
pr_000930543,0.255678, 0.000040
pr_001794224,0.255678, 0.000043
pr_000106186,0.255678, 0.000043
us_000596964,0.255678, 0.000043
us_000488963,0.255678, 0.000043
us_000051002,0.255678, 0.000043
us_000489812,0.255678, 0.000043
us_000491141,0.255678, 0.000043
pr_000939388,0.255678, 0.000044
pr_000700791,0.255678, 0.000044
us_000508686,0.255678, 0.000045
pr_002175236,0.255678, 0.000048
pr_001685153,0.255678, 0.000051
pr_002108894,0.255678, 0.000051
pr_000914015,0.255678, 0.000051
pr_001692713,0.255678, 0.000051
pr_001730222,0.255678, 0.000051
pr_000170100,0.255678, 0.000051
pr_001819346,0.255678, 0.000051
pr_001657990,0.255678, 0.000051
pr_001642001,0.255678, 0.000051
pr_001145369,0.255678, 0.000051
pr_000296350,0.255678, 0.000051
pr_000771692,0.255678, 0.000052
pr_001040042,0.255678, 0.000055
pr_001029214,0.255678, 0.000059
pr_002091127,0.255678, 0.000059
pr_000880000,0.255678, 0.000062
us_000491695,0.255678, 0.000063
pr_001936119,0.255678, 0.000065
pr_001026152,0.255678, 0.000068
pr_001908652,0.255678, 0.000068
pr_001006359,0.255678, 0.000068
pr_001164439,0.255678, 0.000071
pr_001399351,0.255678, 0.000071
pr_000954342,0.255678, 0.000071
pr_001139332,0.255678, 0.000071
pr_001689196,0.255678, 0.000072
pr_000988300,0.255678, 0.000073
pr_000696866,0.255678, 0.000073
pr_001907320,0.255678, 0.000075
pr_001875454,0.255678, 0.000075
pr_000946366,0.255678, 0.000077
pr_001113419,0.255678, 0.000077
pr_001055827,0.255678, 0.000077
pr_000752091,0.255678, 0.000079
pr_001040651,0.255678, 0.000084
pr_000943953,0.255678, 0.000086
pr_002213862,0.255678, 0.000086
pr_000949263,0.255678, 0.000090
pr_000945510,0.255678, 0.000090
pr_000756798,0.255678, 0.000092
pr_001141087,0.255678, 0.000093
pr_001395554,0.255678, 0.000096
pr_002084610,0.255678, 0.000099
pr_000426643,0.255678, 0.000104
pr_002081922,0.255678, 0.000106
pr_000208578,0.255678, 0.000109
pr_001414841,0.255678, 0.000113
pr_000945187,0.255678, 0.000114
pr_001110180,0.255678, 0.000114
pr_001075743,0.255678, 0.000127
pr_001107252,0.255678, 0.000132
pr_001665616,0.255678, 0.000132
pr_000636583,0.255678, 0.000132
pr_000968741,0.255678, 0.000132
pr_000750946,0.255678, 0.000132
pr_000884390,0.255678, 0.000132
pr_000721440,0.255678, 0.000132
pr_002059368,0.255678, 0.000132
pr_000862312,0.255678, 0.000132
pr_000656571,0.255678, 0.000132
pr_000890884,0.255678, 0.000132
pr_001087874,0.255678, 0.000132
pr_000968681,0.255678, 0.000132
pr_001972212,0.255678, 0.000132
pr_001649019,0.255678, 0.000132
pr_000968593,0.255678, 0.000132
pr_000701282,0.255678, 0.000132
pr_001068595,0.255678, 0.000132
pr_000629658,0.255678, 0.000132
pr_000660729,0.255678, 0.000132
pr_000904960,0.255678, 0.000132
pr_001769326,0.255678, 0.000132
pr_001027345,0.255678, 0.000132
pr_001134041,0.255678, 0.000134
pr_000690595,0.255678, 0.000138
pr_000967562,0.255678, 0.000138
pr_001061610,0.255678, 0.000150
pr_000978885,0.255678, 0.000156
pr_000756855,0.255678, 0.000157
pr_000951415,0.255678, 0.000157
pr_000946884,0.255678, 0.000157
pr_000938313,0.255678, 0.000157
pr_001048529,0.255678, 0.000161
pr_001653844,0.255678, 0.000162
pr_001896282,0.255678, 0.000165
pr_001667111,0.255678, 0.000167
pr_001007553,0.255678, 0.000169
pr_000662486,0.255678, 0.000173
pr_000754565,0.255678, 0.000175
pr_000711008,0.255678, 0.000185
pr_000607437,0.255678, 0.000186
pr_000861485,0.255678, 0.000195
pr_001135656,0.255678, 0.000204
pr_000167571,0.255678, 0.000208
pr_000212742,0.255678, 0.000208
pr_000972356,0.255678, 0.000237
pr_000760800,0.255678, 0.000245
pr_001716311,0.255678, 0.000245
pr_001581495,0.255678, 0.000256
pr_001583996,0.255678, 0.000256
pr_000751189,0.255678, 0.000279
pr_001826010,0.255678, 0.000282
pr_000761926,0.255678, 0.000283
pr_001057102,0.255678, 0.000283
pr_000940645,0.255678, 0.000283
pr_000756219,0.255678, 0.000283
pr_000816636,0.255678, 0.000283
pr_000734328,0.255678, 0.000283
pr_001059790,0.255678, 0.000283
pr_001059079,0.255678, 0.000283
pr_000936563,0.255678, 0.000283
pr_000950018,0.255678, 0.000283
pr_001055433,0.255678, 0.000283
pr_001123752,0.255678, 0.000283
pr_001086811,0.255678, 0.000285
pr_000813981,0.255678, 0.000288
pr_001018764,0.255678, 0.000288
pr_000812847,0.255678, 0.000288
pr_001098832,0.255678, 0.000288
pr_000708588,0.255678, 0.000290
pr_000937179,0.255678, 0.000294
pr_000852359,0.255678, 0.000304
pr_001580706,0.255678, 0.000305
pr_001023171,0.255678, 0.000307
pr_000633658,0.255678, 0.000308
pr_000952834,0.255678, 0.000314
pr_000633042,0.255678, 0.000314
pr_000880083,0.255678, 0.000314
pr_000638648,0.255678, 0.000314
pr_000852499,0.255678, 0.000314
pr_000754976,0.255678, 0.000315
pr_000950799,0.255678, 0.000315
pr_000900153,0.255678, 0.000316
pr_001024969,0.255678, 0.000325
pr_000743229,0.255678, 0.000332
pr_001768307,0.255678, 0.000332
pr_000646717,0.255678, 0.000333
pr_001116648,0.255678, 0.000333
pr_000579221,0.255678, 0.000333
pr_000936437,0.255678, 0.000334
pr_000140394,0.255678, 0.000335
pr_000692273,0.255678, 0.000341
pr_000936992,0.255678, 0.000344
pr_001406165,0.255678, 0.000350
pr_000726155,0.255678, 0.000352
