Product ID : 2080 # of JPs covered : 1 : 266 : Appellate Practice, 
OID,Confidence at Map Node,Error at Map Node
pr_000900606,0.255678, 0.000354
pr_000944672,0.255678, 0.000359
pr_001151419,0.255678, 0.000375
pr_000765082,0.255678, 0.000380
pr_001111331,0.255678, 0.000381
pr_000170414,0.255678, 0.000381
pr_000944838,0.255678, 0.000381
pr_001081736,0.255678, 0.000381
pr_000846554,0.255678, 0.000381
pr_001145345,0.255678, 0.000381
pr_000661222,0.255678, 0.000384
pr_000941104,0.255678, 0.000386
pr_000992606,0.255678, 0.000387
pr_000938729,0.255678, 0.000389
pr_000127559,0.255678, 0.000400
pr_000767585,0.255678, 0.000414
pr_001033179,0.255678, 0.000414
pr_000864518,0.255678, 0.000414
pr_000745901,0.255678, 0.000414
pr_001715775,0.255678, 0.000414
pr_001652598,0.255678, 0.000414
pr_001769290,0.255678, 0.000417
pr_001720100,0.255678, 0.000422
pr_000868842,0.255678, 0.000427
pr_001745432,0.255678, 0.000444
pr_000943017,0.255678, 0.000457
pr_001061710,0.255678, 0.000476
pr_001010693,0.255678, 0.000481
pr_000887549,0.255678, 0.000489
us_000470249,0.255678, 0.000509
pr_000107805,0.255678, 0.000530
pr_001076651,0.255678, 0.000537
pr_001972231,0.255678, 0.000544
pr_000845234,0.255678, 0.000555
pr_001059577,0.255678, 0.000595
pr_001613745,0.255678, 0.000606
pr_001005455,0.255678, 0.000607
pr_001079723,0.255678, 0.000624
pr_000579373,0.255678, 0.000628
pr_000989718,0.255678, 0.000645
pr_000706361,0.255678, 0.000648
pr_001010225,0.255678, 0.000663
pr_000949746,0.255678, 0.000667
pr_000833148,0.255678, 0.000676
pr_002239067,0.255678, 0.000681
pr_000564966,0.255678, 0.000697
pr_000589957,0.255678, 0.000706
pr_000713874,0.255678, 0.000720
us_000616299,0.255678, 0.000721
us_000464746,0.255678, 0.000726
pr_001005471,0.255678, 0.000764
pr_001637090,0.255678, 0.000764
us_000482177,0.255678, 0.000779
pr_000996472,0.255678, 0.000797
pr_001972487,0.255678, 0.000807
pr_000810744,0.255678, 0.000890
pr_001645174,0.255678, 0.000890
pr_001828629,0.255678, 0.000898
us_000468985,0.255678, 0.000965
pr_001061147,0.255678, 0.000973
pr_001044783,0.255678, 0.001040
pr_000867685,0.255678, 0.001043
pr_001015948,0.255678, 0.001127
pr_000762580,0.255678, 0.001240
pr_000999108,0.255678, 0.001354
pr_000870290,0.255678, 0.001391
pr_000589583,0.255678, 0.001424
pr_000893733,0.255678, 0.001519
pr_001159056,0.255678, 0.001535
pr_000570121,0.255678, 0.001536
us_000612942,0.255678, 0.001574
pr_001028165,0.255678, 0.001602
pr_000702109,0.255678, 0.001663
us_000583489,0.255678, 0.001927
us_000466263,0.255678, 0.002187
pr_001024743,0.255678, 0.002249
pr_001118632,0.255678, 0.002543
pr_000946889,0.255678, 0.002568
pr_000759457,0.255678, 0.002707
us_000491453,0.255678, 0.002931
us_000490502,0.255678, 0.003192
pr_000906145,0.255678, 0.003405
pr_000491270,0.255678, 0.004090
pr_000972405,0.255678, 0.005084
pr_001820824,0.255678, 0.005379
pr_001721091,0.255678, 0.005587
us_000468110,0.255678, 0.005648
us_000538841,0.255678, 0.005679
us_000611296,0.255678, 0.005769
pr_001024033,0.255678, 0.005795
pr_000576380,0.255678, 0.006413
pr_000936235,0.255678, 0.006961
pr_001906032,0.255678, 0.007279
us_000483119,0.255678, 0.007665
pr_002153007,0.255678, 0.008790
pr_000830135,0.255678, 0.010245
pr_001826965,0.255678, 0.011190
us_000419311,0.255678, 0.011483
pr_001611724,0.255678, 0.014022
us_000564878,0.255678, 0.014678
us_000613376,0.255678, 0.015015
us_000534929,0.255678, 0.021744
us_000475756,0.255678, 0.021932
pr_001686168,0.255678, 0.022082
us_000599364,0.255678, 0.022935
us_000359817,0.255678, 0.022993
us_000494634,0.255678, 0.024684
pr_001074053,0.255678, 0.025581
us_000538500,0.255678, 0.025784
us_000467055,0.255678, 0.035609
us_000562142,0.255678, 0.054572
us_000569941,0.255678, 0.065317
us_000585096,0.255678, 0.066995
us_000613793,0.255678, 0.076574
pr_000528023,0.255678, 0.077040
us_000572643,0.255678, 0.087883
us_000542953,0.255678, 0.108163
us_000536377,0.255678, 0.155983
us_000553997,0.241575, 0.000000
us_000541581,0.241575, 0.000000
us_000278479,0.241575, 0.000000
us_000549087,0.241575, 0.000000
us_000548979,0.241575, 0.000000
us_000447477,0.241575, 0.000000
us_000485418,0.241575, 0.000000
us_000462165,0.241575, 0.000000
us_000483228,0.241575, 0.000000
us_000460795,0.241575, 0.000000
us_000549089,0.241575, 0.000000
us_000462113,0.241575, 0.000000
us_000481079,0.241575, 0.000000
us_000462211,0.241575, 0.000000
us_000539387,0.241575, 0.000000
us_000438341,0.241575, 0.000000
us_000579698,0.241575, 0.000000
pr_001145177,0.241575, 0.000000
pr_001627957,0.241575, 0.000000
us_000570257,0.241575, 0.000000
us_000479632,0.241575, 0.000000
pr_000374411,0.241575, 0.000001
pr_000998347,0.241575, 0.000001
pr_000383977,0.241575, 0.000001
pr_000383624,0.241575, 0.000001
pr_001035525,0.241575, 0.000001
pr_001611593,0.241575, 0.000001
pr_000446525,0.241575, 0.000001
pr_001828659,0.241575, 0.000001
pr_001820085,0.241575, 0.000001
pr_001621152,0.241575, 0.000001
pr_001685742,0.241575, 0.000001
pr_000629350,0.241575, 0.000001
pr_001158850,0.241575, 0.000001
pr_000571440,0.241575, 0.000001
pr_000374248,0.241575, 0.000001
pr_001155242,0.241575, 0.000001
pr_001034312,0.241575, 0.000001
pr_000570961,0.241575, 0.000001
pr_001035554,0.241575, 0.000001
pr_000570491,0.241575, 0.000001
pr_000515128,0.241575, 0.000001
pr_000389808,0.241575, 0.000001
pr_001071265,0.241575, 0.000001
pr_001824432,0.241575, 0.000001
pr_001034634,0.241575, 0.000001
pr_001817568,0.241575, 0.000001
pr_001156935,0.241575, 0.000001
pr_000383825,0.241575, 0.000001
pr_001620395,0.241575, 0.000001
pr_001034745,0.241575, 0.000001
pr_001155863,0.241575, 0.000001
pr_000966183,0.241575, 0.000001
pr_001825037,0.241575, 0.000001
pr_000764229,0.241575, 0.000001
pr_000764598,0.241575, 0.000001
pr_001034210,0.241575, 0.000001
pr_000298367,0.241575, 0.000001
pr_000508100,0.241575, 0.000001
pr_001824851,0.241575, 0.000001
pr_001035168,0.241575, 0.000001
pr_001821657,0.241575, 0.000001
pr_000389434,0.241575, 0.000001
pr_001819338,0.241575, 0.000001
pr_000616765,0.241575, 0.000001
pr_001828356,0.241575, 0.000001
pr_000768189,0.241575, 0.000001
pr_000690896,0.241575, 0.000001
pr_001737820,0.241575, 0.000001
pr_000384447,0.241575, 0.000001
pr_001825403,0.241575, 0.000001
pr_001035445,0.241575, 0.000001
pr_001735193,0.241575, 0.000001
us_000616886,0.241575, 0.000001
us_000495225,0.241575, 0.000001
us_000580684,0.241575, 0.000001
us_000617244,0.241575, 0.000001
us_000617201,0.241575, 0.000001
pr_001655466,0.241575, 0.000001
pr_001799107,0.241575, 0.000001
pr_001817115,0.241575, 0.000001
pr_000770865,0.241575, 0.000006
pr_001132655,0.241575, 0.000006
pr_001020307,0.241575, 0.000006
pr_000210322,0.241575, 0.000007
pr_002134273,0.241575, 0.000007
pr_001973140,0.241575, 0.000007
pr_001897039,0.241575, 0.000007
pr_001114780,0.241575, 0.000007
us_000504084,0.241575, 0.000011
pr_001123942,0.241575, 0.000019
pr_001890419,0.241575, 0.000026
pr_001400526,0.241575, 0.000026
pr_000522400,0.241575, 0.000030
us_000572673,0.241575, 0.000035
us_000539111,0.241575, 0.000050
us_000580656,0.241575, 0.000050
pr_000381936,0.241575, 0.000051
pr_000169145,0.241575, 0.000051
us_000592840,0.241575, 0.000083
us_000613574,0.241575, 0.000094
us_000532726,0.241575, 0.000109
pr_001392964,0.241575, 0.000111
pr_000747539,0.241575, 0.000115
pr_001037013,0.241575, 0.000119
us_000574295,0.241575, 0.000144
pr_002072273,0.241575, 0.000149
pr_000343018,0.241575, 0.000163
pr_000833237,0.241575, 0.000177
us_000583498,0.241575, 0.000231
us_000540234,0.241575, 0.000231
pr_000959084,0.241575, 0.000234
pr_000963270,0.241575, 0.000292
pr_000653440,0.241575, 0.000310
us_000563564,0.241575, 0.000320
pr_001980885,0.241575, 0.000329
pr_000196149,0.241575, 0.000342
pr_000716855,0.241575, 0.000383
pr_000707393,0.241575, 0.000383
pr_000704327,0.241575, 0.000447
pr_001625421,0.241575, 0.000486
pr_000767447,0.241575, 0.000569
pr_000646258,0.241575, 0.000618
us_000446743,0.241575, 0.000625
pr_000167486,0.241575, 0.000636
us_000506975,0.241575, 0.000645
pr_001024822,0.241575, 0.000763
pr_000667625,0.241575, 0.000764
pr_000181476,0.241575, 0.000765
pr_000738632,0.241575, 0.000773
pr_000693885,0.241575, 0.000808
pr_001390890,0.241575, 0.000857
us_000524108,0.241575, 0.000990
pr_001121529,0.241575, 0.001409
us_000480204,0.241575, 0.001517
us_000502645,0.241575, 0.001528
pr_000611737,0.241575, 0.001597
pr_000172256,0.241575, 0.001761
us_000560244,0.241575, 0.002058
pr_000890479,0.241575, 0.002454
pr_000681479,0.241575, 0.002828
pr_001590508,0.241575, 0.002838
us_000489712,0.241575, 0.003870
us_000513287,0.241575, 0.005001
us_000511446,0.241575, 0.005469
us_000480050,0.241575, 0.005570
us_000578277,0.241575, 0.006275
us_000487693,0.241575, 0.009411
us_000510870,0.241575, 0.012185
us_000487797,0.241575, 0.013599
us_000608055,0.241575, 0.014769
us_000495256,0.241575, 0.015415
us_000614109,0.241575, 0.016812
us_000401290,0.241575, 0.032024
us_000397538,0.241575, 0.046259
us_000592663,0.241575, 0.057755
us_000484528,0.241575, 0.062999
pr_001837475,0.241575, 0.063935
pr_001989642,0.241575, 0.064985
us_000463837,0.241575, 0.066418
us_000588215,0.241575, 0.086383
us_000564412,0.241575, 0.098485
pr_001727847,0.241575, 0.133363
us_000509710,0.241575, 0.134481
us_000545774,0.241575, 0.139599
us_000432583,0.241575, 0.288220
us_000510998,0.241575, 0.393654
pr_002113835,0.241575, 0.873199
pr_001960072,0.241575, 0.875643
pr_001943815,0.241575, 0.879475
pr_001959450,0.241575, 0.881627
pr_001946879,0.241575, 0.884791
pr_001937561,0.241575, 0.885590
pr_001937560,0.241575, 0.885590
pr_001917724,0.241575, 0.887354
pr_002116381,0.241575, 0.888920
pr_002054714,0.241575, 0.889612
pr_001993335,0.241575, 0.890208
pr_001962694,0.241575, 0.890569
pr_002110740,0.241575, 0.891346
pr_002111741,0.241575, 0.892368
pr_002059575,0.241575, 0.892680
pr_001946982,0.241575, 0.892820
pr_002114230,0.241575, 0.892981
pr_002114234,0.241575, 0.892981
pr_002114231,0.241575, 0.892981
pr_001926884,0.241575, 0.893052
pr_001952638,0.241575, 0.893211
pr_001948199,0.241575, 0.893782
pr_001960372,0.241575, 0.893877
pr_001855683,0.241575, 0.895177
pr_001982576,0.241575, 0.895539
pr_001953208,0.241575, 0.895718
pr_001854584,0.241575, 0.895904
pr_002139610,0.241575, 0.896047
pr_001951881,0.241575, 0.896568
pr_001951882,0.241575, 0.896568
pr_002099663,0.241575, 0.896939
pr_001961845,0.241575, 0.896970
pr_002070977,0.241575, 0.897828
pr_001951727,0.241575, 0.897842
pr_002070279,0.241575, 0.898100
pr_001951034,0.241575, 0.898119
pr_001947707,0.241575, 0.898164
pr_001982659,0.241575, 0.898619
pr_001957186,0.241575, 0.898760
pr_002110428,0.241575, 0.898773
pr_002099283,0.241575, 0.898779
pr_002099282,0.241575, 0.898779
pr_001954517,0.241575, 0.898959
pr_001949965,0.241575, 0.899203
pr_001968931,0.241575, 0.899539
pr_002055767,0.241575, 0.899564
pr_002055768,0.241575, 0.899564
pr_001977752,0.241575, 0.900059
pr_002056514,0.241575, 0.901237
pr_001982846,0.241575, 0.901969
pr_002065925,0.241575, 0.901994
pr_001956059,0.241575, 0.902115
pr_001958139,0.241575, 0.902653
pr_001958140,0.241575, 0.902653
pr_002108620,0.241575, 0.903147
pr_002127743,0.241575, 0.903689
pr_002073077,0.241575, 0.903699
pr_001886957,0.241575, 0.903953
pr_002101399,0.241575, 0.904071
pr_002103277,0.241575, 0.904841
pr_002070027,0.241575, 0.905389
pr_002106830,0.241575, 0.905945
pr_002106043,0.241575, 0.906008
pr_002106041,0.241575, 0.906008
pr_002106044,0.241575, 0.906008
pr_002106835,0.241575, 0.906064
pr_002106831,0.241575, 0.906064
pr_001705357,0.241575, 0.906217
pr_001956718,0.241575, 0.914162
pr_001845291,0.241575, 0.924052
pr_002107946,0.241575, 0.944314
pr_001974112,0.241575, 0.947680
pr_001724109,0.241575, 0.957334
pr_001708014,0.241575, 0.987523
pr_001731875,0.241575, 0.992366
pr_001691187,0.241575, 0.993515
pr_001717119,0.241575, 0.996182
pr_001873258,0.241575, 1.033162
pr_002070026,0.241575, 1.055662
us_000587523,0.241575, 1.127327
pr_001596367,0.241575, 1.333031
pr_002126845,0.241575, 1.409742
pr_001968880,0.241575, 1.500074
us_000537124,0.241575, 1.504851
pr_001930400,0.241575, 1.528479
pr_001914869,0.241575, 1.550864
pr_001936118,0.241575, 1.550942
pr_001693495,0.241575, 1.553536
pr_000856057,0.241575, 1.577710
pr_001828355,0.241575, 1.580066
pr_002124791,0.241575, 1.593509
pr_002114228,0.241575, 1.598602
pr_000167877,0.241575, 1.602374
pr_000858498,0.241575, 1.606696
pr_002110430,0.241575, 1.612497
pr_002123450,0.241575, 1.614492
pr_002126990,0.241575, 1.622127
pr_002110429,0.241575, 1.627144
us_000596773,0.241575, 1.628402
us_000580324,0.241575, 1.633129
pr_000051171,0.241575, 1.639335
pr_000856894,0.241575, 1.658372
us_000504804,0.241575, 1.659502
pr_000856129,0.241575, 1.659782
us_000594762,0.241575, 1.665064
us_000511852,0.241575, 1.671544
pr_001865976,0.241575, 1.673691
pr_000855898,0.241575, 1.674842
pr_002110432,0.241575, 1.676915
pr_002110431,0.241575, 1.676915
pr_002110745,0.241575, 1.681248
pr_000978198,0.241575, 1.681913
pr_000842389,0.241575, 1.683196
pr_001154310,0.241575, 1.684704
us_000592918,0.241575, 1.695045
us_000520437,0.241575, 1.695333
pr_001704485,0.241575, 1.697365
us_000564989,0.241575, 1.698192
us_000548800,0.241575, 1.712402
pr_001694908,0.241575, 1.723128
pr_001764771,0.241575, 1.724349
pr_001925004,0.241575, 1.727459
us_000480431,0.241575, 1.736165
us_000567310,0.241575, 1.743738
pr_001037471,0.241575, 1.746099
us_000495883,0.241575, 1.748087
us_000543720,0.241575, 1.760576
pr_001927851,0.241575, 1.765085
pr_000175263,0.241575, 1.768759
pr_000160801,0.241575, 1.780263
pr_001840394,0.241575, 1.780263
pr_001866019,0.241575, 1.780263
pr_001637871,0.241575, 1.780263
pr_001638865,0.241575, 1.780263
pr_000903484,0.241575, 1.780931
us_000556167,0.241575, 1.794388
pr_001683215,0.241575, 1.795506
us_000586204,0.241575, 1.833708
pr_001342953,0.241575, 1.930773
pr_001502165,0.241575, 1.953965
us_000483519,0.241575, 2.128120
us_000514695,0.241575, 2.336457
pr_001359652,0.241575, 2.344074
us_000549583,0.241575, 2.541057
us_000549302,0.241575, 2.763326
us_000509919,0.241575, 3.156423
us_000578042,0.175516, 0.000000
us_000586673,0.175516, 0.000000
us_000604804,0.175516, 0.000000
us_000584909,0.175516, 0.000000
us_000600176,0.175516, 0.000000
us_000546096,0.175516, 0.000000
us_000586055,0.175516, 0.000000
us_000529022,0.175516, 0.000000
us_000556872,0.175516, 0.000000
us_000528043,0.175516, 0.000000
us_000578888,0.175516, 0.000000
us_000528463,0.175516, 0.000000
us_000586053,0.175516, 0.000000
us_000606724,0.175516, 0.000000
us_000558716,0.175516, 0.000000
us_000600189,0.175516, 0.000000
us_000578681,0.175516, 0.000000
us_000614903,0.175516, 0.000000
us_000529944,0.175516, 0.000000
us_000555030,0.175516, 0.000000
us_000593003,0.175516, 0.000000
us_000600362,0.175516, 0.000000
us_000594945,0.175516, 0.000000
us_000572275,0.175516, 0.000000
pr_001702580,0.175516, 0.000000
pr_000735359,0.175516, 0.000000
pr_001753027,0.175516, 0.000000
pr_001720986,0.175516, 0.000000
pr_002206423,0.175516, 0.000000
pr_002219354,0.175516, 0.000000
pr_002219174,0.175516, 0.000000
pr_001659615,0.175516, 0.000000
pr_002113139,0.175516, 0.000000
pr_002137183,0.175516, 0.000000
pr_000998664,0.175516, 0.000000
pr_000398873,0.175516, 0.000000
pr_001988076,0.175516, 0.000000
pr_001095224,0.175516, 0.000000
pr_002079803,0.175516, 0.000000
pr_002168209,0.175516, 0.000000
pr_001875940,0.175516, 0.000000
pr_002157461,0.175516, 0.000000
pr_002197744,0.175516, 0.000000
pr_000380080,0.175516, 0.000000
pr_002082042,0.175516, 0.000000
pr_002077018,0.175516, 0.000000
pr_002084836,0.175516, 0.000000
pr_002233560,0.175516, 0.000000
pr_000902044,0.175516, 0.000000
pr_002056324,0.175516, 0.000000
pr_002093370,0.175516, 0.000000
pr_002210105,0.175516, 0.000000
pr_001737179,0.175516, 0.000000
pr_000873226,0.175516, 0.000000
pr_001968687,0.175516, 0.000000
pr_002159714,0.175516, 0.000000
pr_001987437,0.175516, 0.000000
pr_000897168,0.175516, 0.000000
pr_001732892,0.175516, 0.000000
pr_002082021,0.175516, 0.000000
pr_002144286,0.175516, 0.000000
pr_002172955,0.175516, 0.000000
pr_002069980,0.175516, 0.000000
pr_001926681,0.175516, 0.000000
pr_001664602,0.175516, 0.000000
pr_002058183,0.175516, 0.000000
pr_002199044,0.175516, 0.000000
pr_002173841,0.175516, 0.000000
pr_002096421,0.175516, 0.000000
pr_002111489,0.175516, 0.000000
pr_002077582,0.175516, 0.000000
pr_001665231,0.175516, 0.000000
pr_002114194,0.175516, 0.000000
pr_001699276,0.175516, 0.000000
pr_001845821,0.175516, 0.000000
pr_001406876,0.175516, 0.000000
us_000595950,0.175516, 0.000005
us_000522075,0.175516, 0.000005
us_000257941,0.175516, 0.000005
us_000464764,0.175516, 0.000005
us_000495336,0.175516, 0.000005
us_000514973,0.175516, 0.000005
pr_000094828,0.175516, 0.000006
us_000524555,0.175516, 0.000006
pr_001149756,0.175516, 0.000009
pr_001134261,0.175516, 0.000009
pr_000873761,0.175516, 0.000014
us_000460734,0.175516, 0.000015
pr_000892724,0.175516, 0.000015
pr_000893738,0.175516, 0.000016
pr_000718454,0.175516, 0.000018
us_000354198,0.175516, 0.000030
us_000372093,0.175516, 0.000030
us_000489162,0.175516, 0.000030
us_000465434,0.175516, 0.000032
pr_001155052,0.175516, 0.000051
pr_001621737,0.175516, 0.000051
pr_000386786,0.175516, 0.000051
pr_000597223,0.175516, 0.000051
pr_001158641,0.175516, 0.000051
pr_000510914,0.175516, 0.000051
pr_001156807,0.175516, 0.000051
pr_000389354,0.175516, 0.000051
pr_000375581,0.175516, 0.000051
pr_000592536,0.175516, 0.000056
us_000491469,0.175516, 0.000084
us_000546536,0.175516, 0.000195
us_000524537,0.175516, 0.000209
us_000528525,0.175516, 0.000283
us_000575868,0.175516, 0.001216
us_000512693,0.175516, 0.001355
us_000471418,0.175516, 0.001459
pr_001022708,0.175516, 0.001666
us_000568999,0.175516, 0.002910
us_000506679,0.175516, 0.006689
us_000505021,0.175516, 0.008001
us_000485001,0.175516, 0.010282
us_000550494,0.175516, 0.011400
us_000563388,0.175516, 0.011852
us_000600406,0.175516, 0.012203
us_000485516,0.175516, 0.012496
us_000483239,0.175516, 0.056242
us_000595593,0.175516, 0.131385
pr_001326479,0.175516, 0.986497
pr_001637873,0.172356, 0.000000
pr_001056395,0.172356, 0.000000
pr_001389488,0.172356, 0.000000
pr_001856557,0.172356, 0.000000
pr_002081624,0.172356, 0.000000
pr_001834760,0.172356, 0.000000
pr_000852862,0.172356, 0.000000
pr_000374821,0.172356, 0.000000
pr_000508093,0.172356, 0.000000
pr_000386626,0.172356, 0.000000
pr_001035318,0.172356, 0.000000
pr_001034759,0.172356, 0.000000
us_000485407,0.172356, 0.000000
us_000368073,0.172356, 0.000000
us_000545215,0.172356, 0.000000
us_000545830,0.172356, 0.000000
us_000595328,0.172356, 0.000000
us_000600708,0.172356, 0.000000
us_000614397,0.172356, 0.000000
us_000593063,0.172356, 0.000000
us_000486578,0.172356, 0.000000
pr_000640761,0.172356, 0.000001
pr_001707235,0.172356, 0.000001
pr_002096413,0.172356, 0.000002
pr_001907296,0.172356, 0.000002
pr_002124599,0.172356, 0.000002
pr_002052247,0.172356, 0.000002
us_000492420,0.172356, 0.000002
us_000523168,0.172356, 0.000002
us_000474079,0.172356, 0.000003
us_000461610,0.172356, 0.000003
us_000489434,0.172356, 0.000003
us_000479998,0.172356, 0.000003
us_000194359,0.172356, 0.000003
us_000460963,0.172356, 0.000003
us_000494695,0.172356, 0.000004
us_000495487,0.172356, 0.000004
us_000201775,0.172356, 0.000004
us_000516990,0.172356, 0.000004
us_000517625,0.172356, 0.000004
us_000492919,0.172356, 0.000004
us_000599070,0.172356, 0.000004
us_000615042,0.172356, 0.000004
us_000496698,0.172356, 0.000004
us_000513952,0.172356, 0.000004
us_000590120,0.172356, 0.000004
us_000552602,0.172356, 0.000004
us_000516250,0.172356, 0.000004
us_000616107,0.172356, 0.000004
us_000599090,0.172356, 0.000004
us_000533665,0.172356, 0.000004
us_000588060,0.172356, 0.000004
us_000486918,0.172356, 0.000004
us_000584695,0.172356, 0.000004
us_000606697,0.172356, 0.000004
pr_002084756,0.172356, 0.000008
pr_002116388,0.172356, 0.000008
pr_001663930,0.172356, 0.000008
pr_002083870,0.172356, 0.000008
pr_001664698,0.172356, 0.000008
pr_001756731,0.172356, 0.000008
pr_002112608,0.172356, 0.000008
pr_002113896,0.172356, 0.000008
pr_001977699,0.172356, 0.000008
pr_002082318,0.172356, 0.000008
us_000518578,0.172356, 0.000009
us_000564488,0.172356, 0.000014
pr_001665830,0.172356, 0.000015
pr_001966384,0.172356, 0.000015
us_000482131,0.172356, 0.000017
us_000484015,0.172356, 0.000021
us_000516965,0.172356, 0.000028
us_000520693,0.172356, 0.000028
us_000514447,0.172356, 0.000028
us_000589697,0.172356, 0.000028
us_000510848,0.172356, 0.000028
us_000534279,0.172356, 0.000028
us_000598108,0.172356, 0.000028
us_000615491,0.172356, 0.000028
us_000577257,0.172356, 0.000028
us_000487024,0.172356, 0.000028
us_000538400,0.172356, 0.000028
us_000491600,0.172356, 0.000028
us_000527025,0.172356, 0.000028
us_000520559,0.172356, 0.000028
us_000528908,0.172356, 0.000030
pr_002110409,0.172356, 0.000036
pr_002086675,0.172356, 0.000038
pr_001397154,0.172356, 0.000038
pr_002111460,0.172356, 0.000038
pr_002212401,0.172356, 0.000038
pr_002086141,0.172356, 0.000045
pr_002094124,0.172356, 0.000051
us_000488049,0.172356, 0.000063
us_000538170,0.172356, 0.000063
us_000489655,0.172356, 0.000063
us_000500073,0.172356, 0.000063
us_000557284,0.172356, 0.000063
us_000563128,0.172356, 0.000063
us_000527054,0.172356, 0.000073
us_000599169,0.172356, 0.000073
us_000496329,0.172356, 0.000073
us_000494142,0.172356, 0.000073
us_000579464,0.172356, 0.000073
us_000611885,0.172356, 0.000073
us_000503255,0.172356, 0.000073
pr_001054185,0.172356, 0.000073
pr_000937983,0.172356, 0.000073
us_000506203,0.172356, 0.000073
us_000502713,0.172356, 0.000073
us_000590707,0.172356, 0.000079
us_000590860,0.172356, 0.000079
us_000590578,0.172356, 0.000079
us_000590644,0.172356, 0.000079
us_000497758,0.172356, 0.000079
us_000590550,0.172356, 0.000079
us_000590556,0.172356, 0.000079
us_000590747,0.172356, 0.000079
us_000590563,0.172356, 0.000079
us_000590845,0.172356, 0.000079
us_000537656,0.172356, 0.000079
us_000590714,0.172356, 0.000079
us_000573157,0.172356, 0.000079
us_000590850,0.172356, 0.000079
us_000590645,0.172356, 0.000079
us_000590529,0.172356, 0.000079
us_000590841,0.172356, 0.000079
us_000590657,0.172356, 0.000079
us_000529735,0.172356, 0.000079
us_000590743,0.172356, 0.000079
us_000545005,0.172356, 0.000079
us_000526887,0.172356, 0.000079
us_000590829,0.172356, 0.000079
us_000540032,0.172356, 0.000079
us_000590779,0.172356, 0.000079
us_000590715,0.172356, 0.000079
us_000590718,0.172356, 0.000079
us_000590595,0.172356, 0.000079
us_000590580,0.172356, 0.000079
us_000562222,0.172356, 0.000079
us_000590834,0.172356, 0.000079
us_000590515,0.172356, 0.000079
us_000590765,0.172356, 0.000079
us_000544061,0.172356, 0.000079
us_000541137,0.172356, 0.000079
us_000590748,0.172356, 0.000079
us_000544683,0.172356, 0.000079
us_000590831,0.172356, 0.000079
us_000590822,0.172356, 0.000079
us_000590647,0.172356, 0.000079
us_000590561,0.172356, 0.000079
us_000590525,0.172356, 0.000079
us_000524609,0.172356, 0.000079
us_000573979,0.172356, 0.000083
us_000505885,0.172356, 0.000085
us_000567203,0.172356, 0.000099
pr_001660950,0.172356, 0.000099
us_000504555,0.172356, 0.000139
us_000585880,0.172356, 0.000139
us_000582171,0.172356, 0.000139
us_000542316,0.172356, 0.000139
us_000484477,0.172356, 0.000139
us_000499443,0.172356, 0.000139
us_000535772,0.172356, 0.000157
us_000174850,0.172356, 0.000160
us_000519007,0.172356, 0.000230
us_000489249,0.172356, 0.000240
us_000295517,0.172356, 0.000282
us_000465191,0.172356, 0.000291
us_000571428,0.172356, 0.000292
us_000484246,0.172356, 0.000344
us_000580089,0.172356, 0.000396
us_000519516,0.172356, 0.000443
us_000583768,0.172356, 0.000527
pr_000908124,0.172356, 0.000542
pr_000908130,0.172356, 0.000590
us_000549457,0.172356, 0.000616
us_000576071,0.172356, 0.000620
us_000589100,0.172356, 0.000635
pr_001036942,0.172356, 0.000639
us_000544731,0.172356, 0.000989
us_000557977,0.172356, 0.001038
us_000599871,0.172356, 0.001168
us_000611278,0.172356, 0.001203
us_000538591,0.172356, 0.001208
us_000507286,0.172356, 0.001251
us_000557127,0.172356, 0.001344
us_000548745,0.172356, 0.001489
us_000526568,0.172356, 0.001489
us_000556808,0.172356, 0.001496
us_000485552,0.172356, 0.001502
us_000522825,0.172356, 0.001538
us_000480574,0.172356, 0.001587
us_000537067,0.172356, 0.001594
us_000552871,0.172356, 0.001635
us_000512072,0.172356, 0.001832
us_000550459,0.172356, 0.001980
us_000549257,0.172356, 0.001992
pr_000226350,0.172356, 0.002099
us_000513899,0.172356, 0.002139
us_000561752,0.172356, 0.002253
us_000523157,0.172356, 0.002300
us_000494764,0.172356, 0.002344
us_000547195,0.172356, 0.002362
us_000524701,0.172356, 0.002398
us_000509043,0.172356, 0.002404
us_000539645,0.172356, 0.002438
us_000502020,0.172356, 0.002540
us_000566825,0.172356, 0.002605
us_000569854,0.172356, 0.002613
us_000532976,0.172356, 0.002713
us_000503893,0.172356, 0.002744
us_000542141,0.172356, 0.002824
us_000587580,0.172356, 0.003131
us_000526915,0.172356, 0.003168
us_000517459,0.172356, 0.003339
us_000556308,0.172356, 0.003365
us_000556336,0.172356, 0.003387
us_000500890,0.172356, 0.003388
us_000528763,0.172356, 0.003404
us_000532685,0.172356, 0.003502
us_000555484,0.172356, 0.003834
us_000563129,0.172356, 0.003848
us_000536785,0.172356, 0.003867
us_000577786,0.172356, 0.003874
us_000502708,0.172356, 0.004254
us_000526235,0.172356, 0.004254
us_000613996,0.172356, 0.004301
us_000519307,0.172356, 0.004308
us_000615725,0.172356, 0.004393
us_000595829,0.172356, 0.004394
us_000493854,0.172356, 0.004728
us_000492738,0.172356, 0.005030
us_000507371,0.172356, 0.006164
us_000564469,0.172356, 0.007449
us_000531346,0.172356, 0.008269
us_000563492,0.172356, 0.008638
us_000504595,0.172356, 0.009768
us_000528902,0.172356, 0.010292
