Product ID : 98 # of JPs covered : 1 : 56 : Sales/Use, 
us_000598270,0.363364, 0.030607
us_000597760,0.363364, 0.084556
us_000467306,0.363364, 0.770982
us_000462194,0.363364, 1.214974
us_000466048,0.363364, 1.413274
us_000327696,0.363364, 1.413296
us_000466516,0.363364, 1.569079
us_000463707,0.363364, 1.611868
us_000469034,0.363364, 1.612575
us_000475833,0.363364, 1.619728
us_000459811,0.363364, 1.622212
us_000461592,0.363364, 1.663848
us_000462690,0.363364, 1.676778
us_000460589,0.363364, 1.688534
us_000461878,0.363364, 1.692430
us_000183367,0.363364, 1.752261
us_000463711,0.363364, 1.765738
us_000272393,0.363364, 1.793565
us_000470486,0.363364, 1.799583
us_000466075,0.363364, 1.810270
us_000465081,0.363364, 1.826386
us_000466111,0.363364, 1.833931
us_000173213,0.363364, 1.860645
us_000459159,0.363364, 1.886182
us_000408146,0.363364, 1.891862
us_000464187,0.363364, 1.936912
us_000328580,0.363364, 1.950012
us_000280579,0.363364, 1.968082
us_000535434,0.363364, 1.993668
us_000273762,0.363364, 1.994789
us_000470518,0.363364, 2.012130
us_000459450,0.363364, 2.037652
us_000459167,0.363364, 2.050788
us_000483427,0.363364, 2.058818
us_000460612,0.363364, 2.101273
us_000273423,0.363364, 2.115176
us_000459198,0.363364, 2.131250
us_000597683,0.363364, 2.141341
us_000470535,0.363364, 2.284355
us_000557882,0.363364, 2.293568
us_000493422,0.234411, 0.000001
us_000497497,0.234411, 0.259459
us_000463035,0.234411, 0.284563
us_000468793,0.234411, 0.292601
us_000395417,0.234411, 0.293398
us_000053536,0.234411, 0.299530
us_000468401,0.234411, 0.317533
us_000090931,0.234411, 0.317958
us_000411946,0.234411, 0.325153
us_000484878,0.234411, 0.335891
us_000416832,0.234411, 0.349078
us_000497026,0.234411, 0.349500
us_000528831,0.234411, 0.350709
us_000476169,0.234411, 0.354200
us_000488810,0.234411, 0.355204
us_000511647,0.234411, 0.357383
us_000545734,0.234411, 0.366192
us_000125006,0.234411, 0.369451
us_000516157,0.234411, 0.369998
us_000053375,0.234411, 0.370134
us_000482216,0.234411, 0.372175
us_000503736,0.234411, 0.376057
us_000483813,0.234411, 0.377289
us_000485341,0.234411, 0.378750
us_000487681,0.234411, 0.380380
us_000496145,0.234411, 0.389358
us_000466879,0.234411, 0.389844
us_000460661,0.234411, 0.389936
us_000493566,0.234411, 0.392727
us_000551181,0.234411, 0.394148
us_000500019,0.234411, 0.397935
us_000490168,0.234411, 0.400127
us_000485681,0.234411, 0.409536
us_000539013,0.234411, 0.410250
us_000471342,0.234411, 0.410291
us_000397022,0.234411, 0.422967
us_000486927,0.234411, 0.425423
us_000461261,0.234411, 0.427351
us_000594766,0.234411, 0.427542
us_000500926,0.234411, 0.433414
us_000490238,0.234411, 0.434542
us_000531526,0.234411, 0.434647
us_000550322,0.234411, 0.435699
us_000530761,0.234411, 0.438379
us_000596054,0.234411, 0.445875
us_000512991,0.234411, 0.450898
us_000480404,0.234411, 0.455999
us_000546688,0.234411, 0.570695
us_000460991,0.234411, 0.592277
us_000555671,0.234411, 0.658296
us_000475989,0.234411, 0.822958
us_000597667,0.234411, 1.671043
pr_000590851,0.234251, 0.000000
pr_001971568,0.234251, 0.000000
pr_002141380,0.234251, 0.000000
pr_000894691,0.234251, 0.000001
pr_001765945,0.234251, 0.000003
pr_001049811,0.234251, 0.000003
pr_000572694,0.234251, 0.000003
pr_001604435,0.234251, 0.000004
pr_001896143,0.234251, 0.000004
pr_002126789,0.234251, 0.000007
pr_001101264,0.234251, 0.000015
pr_000585846,0.234251, 0.000103
pr_000586351,0.234251, 0.000138
us_000576981,0.234251, 0.002055
us_000475413,0.234251, 0.012288
us_000557634,0.234251, 0.050747
us_000433420,0.234251, 0.236406
us_000557197,0.234251, 0.324329
us_000562732,0.234251, 0.338842
us_000505778,0.234251, 0.344500
us_000513333,0.234251, 0.348052
us_000471956,0.234251, 0.351893
us_000045621,0.234251, 0.357302
us_000569749,0.234251, 0.367340
us_000517020,0.234251, 0.368455
us_000471153,0.234251, 0.379475
us_000525805,0.234251, 0.380193
us_000473151,0.234251, 0.382494
us_000464348,0.234251, 0.386567
us_000483605,0.234251, 0.389237
us_000470791,0.234251, 0.391463
us_000483265,0.234251, 0.396875
us_000507220,0.234251, 0.398742
us_000613083,0.234251, 0.403079
us_000558268,0.234251, 0.418273
us_000465999,0.234251, 0.429594
us_000471495,0.234251, 0.432270
us_000504102,0.234251, 0.435962
us_000483983,0.234251, 0.439689
us_000492526,0.234251, 0.442925
us_000510755,0.234251, 0.443356
us_000475045,0.234251, 0.446219
us_000557659,0.234251, 0.450183
us_000486131,0.234251, 0.453268
us_000534917,0.234251, 0.462005
us_000507205,0.234251, 0.468628
us_000569846,0.234251, 0.504350
us_000155943,0.234251, 0.551905
us_000469240,0.234251, 0.579007
us_000246229,0.234251, 0.593221
pr_001118361,0.226665, 0.000000
us_000486289,0.226665, 0.016755
us_000475209,0.226665, 0.131506
us_000237110,0.226665, 0.149977
us_000474692,0.226665, 0.174146
us_000465767,0.226665, 0.178353
us_000478271,0.226665, 0.180861
us_000471898,0.226665, 0.181147
us_000104545,0.226665, 0.182037
us_000469670,0.226665, 0.190150
us_000035300,0.226665, 0.196166
us_000370706,0.226665, 0.196480
us_000436810,0.226665, 0.196590
us_000217569,0.226665, 0.197053
us_000517307,0.226665, 0.197495
us_000504657,0.226665, 0.198957
us_000486177,0.226665, 0.203864
us_000482286,0.226665, 0.204013
us_000469831,0.226665, 0.204773
us_000466384,0.226665, 0.205273
us_000483704,0.226665, 0.205595
us_000517390,0.226665, 0.205763
us_000488672,0.226665, 0.208486
us_000493643,0.226665, 0.209679
us_000485879,0.226665, 0.211673
us_000525440,0.226665, 0.212153
us_000484841,0.226665, 0.212605
us_000602170,0.226665, 0.212960
us_000461241,0.226665, 0.215057
us_000483623,0.226665, 0.216244
us_000470591,0.226665, 0.218100
us_000463361,0.226665, 0.218171
us_000484032,0.226665, 0.219038
us_000476139,0.226665, 0.221026
us_000551842,0.226665, 0.221963
us_000472237,0.226665, 0.222007
us_000371778,0.226665, 0.225334
us_000192546,0.226665, 0.226921
us_000567281,0.226665, 0.227048
us_000472937,0.226665, 0.228083
us_000471793,0.226665, 0.229766
pr_000372328,0.226665, 0.230133
us_000499306,0.226665, 0.230838
us_000485346,0.226665, 0.230838
us_000480876,0.226665, 0.230838
us_000471783,0.226665, 0.231243
us_000546227,0.226665, 0.232158
us_000475553,0.226665, 0.232315
us_000484904,0.226665, 0.232315
us_000493209,0.226665, 0.232315
us_000460070,0.226665, 0.232315
us_000536855,0.226665, 0.235435
us_000552076,0.226665, 0.236069
pr_000748297,0.226665, 0.240485
us_000459017,0.226665, 0.240888
us_000483694,0.226665, 0.241173
us_000483981,0.226665, 0.242050
us_000488955,0.226665, 0.242366
us_000483889,0.226665, 0.244112
pr_001889443,0.225947, 0.000000
pr_001940321,0.225947, 0.000000
pr_001855166,0.225947, 0.000000
pr_001854354,0.225947, 0.000004
pr_001803778,0.225947, 0.000004
pr_000886985,0.225947, 0.000067
pr_001161589,0.225947, 0.000081
us_000587064,0.225947, 0.000601
us_000486262,0.225947, 0.000867
us_000489081,0.225947, 0.001947
us_000487722,0.225947, 0.004005
us_000299294,0.225947, 0.006658
us_000504548,0.225947, 0.013818
us_000478656,0.225947, 0.029249
us_000493968,0.225947, 0.049329
us_000528155,0.225947, 0.133647
us_000527094,0.225947, 0.133670
us_000504689,0.144696, 0.057417
us_000323290,0.144696, 0.057417
pr_000769434,0.144696, 0.057417
us_000546632,0.144696, 0.057417
us_000494110,0.144696, 0.057417
us_000469737,0.144696, 0.057417
us_000457054,0.144696, 0.057417
us_000519919,0.144696, 0.057417
us_000474208,0.144696, 0.057417
us_000479063,0.144696, 0.057417
us_000518941,0.144696, 0.057417
us_000468332,0.144696, 0.057417
us_000489663,0.144696, 0.057417
us_000528894,0.144696, 0.057417
us_000471218,0.144696, 0.057417
us_000478192,0.144696, 0.057417
us_000534262,0.144696, 0.057417
us_000593478,0.144696, 0.057417
us_000500131,0.144696, 0.057417
us_000477403,0.144696, 0.057417
us_000226053,0.144696, 0.057417
us_000507158,0.144696, 0.057417
us_000494332,0.144696, 0.057417
us_000516012,0.144696, 0.057417
us_000466627,0.144696, 0.057417
us_000467739,0.144696, 0.057417
us_000483564,0.144696, 0.057417
us_000539044,0.144696, 0.057417
pr_001147780,0.144696, 0.057417
us_000465356,0.144696, 0.057417
us_000206880,0.144696, 0.057417
us_000479062,0.144696, 0.057417
us_000586667,0.144696, 0.057417
us_000499422,0.144696, 0.057417
us_000555696,0.144696, 0.057417
us_000339604,0.144696, 0.057417
us_000500223,0.144696, 0.057417
us_000458803,0.144696, 0.057417
us_000487669,0.144696, 0.057417
us_000470863,0.144696, 0.057417
us_000551780,0.144696, 0.057417
us_000535332,0.144696, 0.057417
us_000484025,0.144696, 0.057417
us_000507169,0.144696, 0.057417
us_000464517,0.144696, 0.057417
us_000478235,0.144696, 0.057417
us_000593171,0.144696, 0.057417
us_000464485,0.144696, 0.057417
us_000491383,0.144696, 0.057417
us_000469760,0.144696, 0.057417
pr_000764602,0.144696, 0.057417
us_000451381,0.144696, 0.057417
us_000480200,0.144696, 0.057417
us_000458856,0.144696, 0.057417
us_000471507,0.144696, 0.057417
us_000465355,0.144696, 0.057417
us_000592187,0.144696, 0.057417
us_000493776,0.144696, 0.057417
us_000483578,0.144696, 0.057417
us_000592709,0.144696, 0.057417
us_000504855,0.144696, 0.057417
us_000495324,0.144696, 0.057417
us_000511302,0.144696, 0.057417
us_000564242,0.144696, 0.057417
pr_001034307,0.144696, 0.057417
us_000459410,0.144696, 0.057417
us_000470864,0.144696, 0.057417
us_000501215,0.144696, 0.057417
us_000469511,0.144696, 0.057417
us_000516423,0.144696, 0.057417
us_000516441,0.144696, 0.057417
us_000517817,0.144696, 0.057417
us_000484044,0.144696, 0.057417
us_000470981,0.144696, 0.057417
us_000520868,0.144696, 0.057417
us_000491168,0.144696, 0.057417
us_000517820,0.144696, 0.057417
us_000550327,0.144696, 0.057417
us_000485220,0.144696, 0.057417
us_000506914,0.144696, 0.057417
us_000461006,0.144696, 0.057417
us_000489215,0.144696, 0.057417
us_000496059,0.144696, 0.057417
us_000481449,0.144696, 0.057417
us_000496300,0.144696, 0.057417
us_000460807,0.144696, 0.057417
us_000572391,0.144696, 0.057417
us_000459259,0.144696, 0.057417
us_000500433,0.144696, 0.057417
pr_001148774,0.144696, 0.057417
us_000500502,0.144696, 0.057417
us_000469802,0.144696, 0.057417
us_000570603,0.144696, 0.057417
us_000470548,0.144696, 0.057417
us_000585962,0.144696, 0.057417
us_000585187,0.144696, 0.057417
us_000497628,0.144696, 0.057417
us_000581072,0.144696, 0.057417
us_000571680,0.144696, 0.057417
us_000467566,0.144696, 0.057417
us_000478801,0.144696, 0.057417
us_000470644,0.144696, 0.057417
us_000477621,0.144696, 0.057417
us_000495265,0.144696, 0.057417
us_000512717,0.144696, 0.057417
us_000532275,0.144696, 0.057417
us_000531906,0.144696, 0.057417
us_000464484,0.144696, 0.057417
us_000579937,0.144696, 0.057417
us_000538145,0.144696, 0.057417
us_000490995,0.144696, 0.057417
us_000469665,0.144696, 0.057417
us_000462876,0.144696, 0.057417
us_000553515,0.144696, 0.057417
us_000551669,0.144696, 0.057417
us_000471249,0.144696, 0.057417
us_000497307,0.144696, 0.057417
us_000487266,0.144696, 0.057417
us_000504105,0.144696, 0.057417
us_000526440,0.144696, 0.057417
us_000467658,0.144696, 0.057417
us_000532459,0.144696, 0.057417
us_000495270,0.144696, 0.057417
us_000465977,0.144696, 0.057417
us_000590874,0.144696, 0.057417
us_000570658,0.144696, 0.057417
us_000550368,0.144696, 0.057417
us_000461913,0.144696, 0.057417
us_000465919,0.144696, 0.057417
us_000587727,0.144696, 0.057417
us_000510663,0.144696, 0.057417
pr_001613506,0.144696, 0.057417
us_000494317,0.144696, 0.057417
us_000546093,0.144696, 0.057417
us_000471721,0.144696, 0.057417
us_000500143,0.144696, 0.057417
us_000474001,0.144696, 0.057417
us_000485962,0.144696, 0.057417
us_000347946,0.144696, 0.057417
us_000443031,0.144696, 0.057417
us_000585215,0.144696, 0.057417
us_000462897,0.144696, 0.057417
us_000554113,0.144696, 0.057417
us_000518146,0.144696, 0.057417
us_000136728,0.144696, 0.057417
us_000516632,0.144696, 0.057417
pr_001402602,0.144696, 0.057417
us_000561900,0.144696, 0.057417
us_000366855,0.144696, 0.057417
us_000459435,0.144696, 0.057702
pr_000384244,0.144696, 0.058439
pr_000660513,0.144696, 0.058439
pr_000976621,0.144696, 0.058439
pr_001034556,0.144696, 0.058439
pr_001034488,0.144696, 0.058439
pr_001673375,0.144696, 0.058439
pr_000373577,0.144696, 0.058439
pr_000373196,0.144696, 0.059469
pr_001585306,0.144696, 0.059469
pr_000620216,0.144696, 0.059469
pr_001148739,0.144696, 0.059469
pr_000820464,0.144696, 0.059469
pr_001034654,0.144696, 0.059775
pr_001158154,0.144696, 0.059778
pr_001034669,0.144696, 0.059853
pr_001156771,0.144696, 0.059853
pr_001158155,0.144696, 0.060027
pr_000372153,0.144696, 0.060287
pr_000766770,0.144696, 0.060508
pr_001034384,0.144696, 0.060508
pr_001158221,0.144696, 0.060508
pr_001689285,0.144696, 0.060508
pr_000629417,0.144696, 0.060508
pr_000375220,0.144696, 0.060508
pr_000389321,0.144696, 0.060508
pr_000372303,0.144696, 0.060508
pr_000569894,0.144696, 0.060508
pr_000569861,0.144696, 0.060508
pr_000818333,0.144696, 0.060508
pr_001146116,0.144696, 0.060508
pr_001622863,0.144696, 0.060508
pr_000086287,0.144696, 0.060508
pr_000371827,0.144696, 0.060508
pr_000762728,0.144696, 0.060508
pr_000768193,0.144696, 0.060508
pr_001158831,0.144696, 0.060508
pr_000375077,0.144696, 0.060508
pr_000657021,0.144696, 0.060818
pr_000764657,0.144696, 0.060818
pr_000652594,0.144696, 0.060818
pr_001627503,0.144696, 0.060818
pr_001147105,0.144696, 0.061557
pr_001034306,0.144696, 0.061557
pr_001158561,0.144696, 0.061557
pr_001035046,0.144696, 0.061557
pr_000763792,0.144696, 0.061557
pr_001150081,0.144696, 0.061557
pr_000764204,0.144696, 0.061557
pr_000570530,0.144696, 0.061557
pr_001056939,0.144696, 0.061557
pr_001035161,0.144696, 0.061557
pr_000389404,0.144696, 0.061557
pr_000385177,0.144696, 0.061557
pr_001146468,0.144696, 0.061557
pr_001035009,0.144696, 0.061557
pr_000384338,0.144696, 0.061557
pr_000618846,0.144696, 0.061557
pr_001620319,0.144696, 0.061557
pr_000693438,0.144696, 0.061557
pr_001149479,0.144696, 0.061557
pr_000374642,0.144696, 0.061557
pr_001623742,0.144696, 0.061557
pr_000383763,0.144696, 0.061557
pr_000932129,0.144696, 0.061557
pr_000767719,0.144696, 0.061941
pr_000628032,0.144696, 0.061961
pr_000387608,0.144696, 0.062603
pr_000388390,0.144696, 0.062603
pr_001395628,0.144696, 0.062614
pr_001150440,0.144696, 0.062614
pr_000228073,0.144696, 0.062614
pr_001035535,0.144696, 0.062614
pr_000620275,0.144696, 0.062614
pr_000508667,0.144696, 0.062614
pr_001158227,0.144696, 0.062614
pr_001685591,0.144696, 0.062614
pr_001034637,0.144696, 0.062614
pr_001035157,0.144696, 0.062614
pr_000376013,0.144696, 0.062614
pr_001150263,0.144696, 0.062614
pr_000386665,0.144696, 0.062614
pr_001148080,0.144696, 0.062614
pr_001611349,0.144696, 0.062614
pr_000814428,0.144696, 0.062614
pr_000713630,0.144696, 0.062614
pr_000565267,0.144696, 0.062614
pr_000762923,0.144696, 0.062614
pr_001034720,0.144696, 0.062614
pr_001611555,0.144696, 0.062614
pr_001146323,0.144696, 0.062614
pr_001686089,0.144696, 0.062614
pr_001157781,0.144696, 0.062614
pr_000376145,0.144696, 0.062614
pr_000763725,0.144696, 0.062614
pr_000763035,0.144696, 0.062614
pr_000371697,0.144696, 0.062614
pr_001686048,0.144696, 0.062614
pr_000817564,0.144696, 0.062614
pr_001686049,0.144696, 0.062614
pr_001155006,0.144696, 0.062614
pr_001156801,0.144696, 0.062614
pr_001156938,0.144696, 0.062924
pr_001148880,0.144696, 0.062924
pr_000869671,0.144696, 0.062999
pr_000862145,0.144696, 0.063417
pr_000374106,0.144696, 0.063421
pr_000389978,0.144696, 0.063670
pr_001157801,0.144696, 0.063681
pr_000773683,0.144696, 0.063681
pr_000388173,0.144696, 0.063681
pr_000765454,0.144696, 0.063681
pr_000375332,0.144696, 0.063681
pr_000375323,0.144696, 0.063681
pr_001151285,0.144696, 0.063681
pr_000570552,0.144696, 0.063681
pr_000643689,0.144696, 0.063681
pr_000890857,0.144696, 0.063681
pr_000653160,0.144696, 0.063681
pr_000763644,0.144696, 0.063681
pr_000515171,0.144696, 0.063681
pr_000383966,0.144696, 0.063681
pr_000374963,0.144696, 0.063681
pr_001035160,0.144696, 0.063681
pr_001928880,0.144696, 0.063681
pr_000625706,0.144696, 0.063681
pr_001146737,0.144696, 0.063681
pr_001146556,0.144696, 0.063681
pr_000374269,0.144696, 0.063681
pr_000373338,0.144696, 0.063681
pr_001035076,0.144696, 0.063681
pr_001156943,0.144696, 0.063681
pr_000764373,0.144696, 0.063681
pr_000641754,0.144696, 0.063681
pr_001008129,0.144696, 0.063681
pr_000912143,0.144696, 0.063681
pr_001158941,0.144696, 0.063681
pr_000765340,0.144696, 0.063681
pr_000375830,0.144696, 0.063681
pr_001146393,0.144696, 0.063681
pr_000821214,0.144696, 0.063681
pr_000374730,0.144696, 0.063681
pr_001062342,0.144696, 0.063681
pr_000376030,0.144696, 0.063681
pr_000363582,0.144696, 0.063681
pr_001156618,0.144696, 0.063681
pr_001613256,0.144696, 0.063681
pr_000375262,0.144696, 0.063681
pr_001146928,0.144696, 0.063681
pr_001146236,0.144696, 0.063681
pr_000374478,0.144696, 0.063681
pr_001149482,0.144696, 0.063681
pr_001034601,0.144696, 0.063681
pr_001149726,0.144696, 0.063681
pr_001147216,0.144696, 0.063681
pr_000376058,0.144696, 0.063681
pr_000374610,0.144696, 0.063681
pr_000816122,0.144696, 0.063721
pr_001613200,0.144696, 0.063990
pr_001035010,0.144696, 0.064066
pr_001146024,0.144696, 0.064066
us_000568479,0.144696, 0.064531
pr_000509866,0.144696, 0.064746
pr_001613403,0.144696, 0.064757
pr_001148027,0.144696, 0.064757
pr_000382791,0.144696, 0.064757
pr_001158640,0.144696, 0.064757
pr_000520467,0.144696, 0.064757
pr_000376143,0.144696, 0.064757
pr_001415099,0.144696, 0.064757
pr_000517562,0.144696, 0.064757
pr_000390054,0.144696, 0.064757
pr_000368622,0.144696, 0.064757
pr_001158180,0.144696, 0.064757
pr_000375356,0.144696, 0.064757
pr_000374581,0.144696, 0.064757
pr_000508468,0.144696, 0.064757
pr_000383661,0.144696, 0.064757
pr_000762482,0.144696, 0.064757
pr_001034590,0.144696, 0.064757
pr_001606525,0.144696, 0.064757
pr_000372766,0.144696, 0.064757
pr_001613122,0.144696, 0.064757
pr_001149896,0.144696, 0.064757
pr_001035203,0.144696, 0.064757
pr_001034678,0.144696, 0.064757
pr_000993906,0.144696, 0.064757
pr_000569961,0.144696, 0.064757
pr_001157555,0.144696, 0.064757
pr_000371735,0.144696, 0.064757
pr_001014884,0.144696, 0.064757
pr_001146778,0.144696, 0.064757
pr_000372121,0.144696, 0.064757
pr_001841194,0.144696, 0.064757
pr_000384506,0.144696, 0.064757
pr_000374697,0.144696, 0.064757
pr_001034638,0.144696, 0.064757
pr_000363155,0.144696, 0.064757
pr_000565283,0.144696, 0.064757
pr_001157795,0.144696, 0.064757
pr_000363241,0.144696, 0.064757
pr_000387530,0.144696, 0.064757
pr_001035277,0.144696, 0.064757
pr_001158835,0.144696, 0.064757
pr_000569788,0.144696, 0.064757
pr_001150657,0.144696, 0.064757
pr_000763669,0.144696, 0.064757
pr_000763337,0.144696, 0.064757
pr_001034976,0.144696, 0.064757
pr_000747861,0.144696, 0.064757
pr_000988421,0.144696, 0.064757
pr_001152748,0.144696, 0.064757
pr_001101762,0.144696, 0.064757
pr_000372522,0.144696, 0.064757
pr_001150637,0.144696, 0.064757
pr_001611173,0.144696, 0.064757
pr_000364728,0.144696, 0.064757
pr_001148872,0.144696, 0.064757
pr_000505915,0.144696, 0.064757
pr_000506684,0.144696, 0.064757
pr_000763338,0.144696, 0.064757
pr_000520766,0.144696, 0.064757
pr_000627654,0.144696, 0.064757
pr_000763740,0.144696, 0.064757
pr_000766829,0.144696, 0.064757
pr_000625458,0.144696, 0.064757
pr_001157772,0.144696, 0.064757
pr_001119650,0.144696, 0.064757
pr_001608297,0.144696, 0.064757
pr_001034538,0.144696, 0.064757
pr_001150545,0.144696, 0.064757
pr_000387783,0.144696, 0.064757
pr_000994025,0.144696, 0.064757
pr_002058164,0.144696, 0.064757
pr_001157994,0.144696, 0.064757
pr_001157985,0.144696, 0.064757
pr_001146885,0.144696, 0.064757
pr_000386943,0.144696, 0.064757
pr_001157803,0.144696, 0.064757
pr_000392116,0.144696, 0.064757
pr_000374881,0.144696, 0.064757
pr_000617779,0.144696, 0.064757
pr_000765731,0.144696, 0.064757
pr_001034591,0.144696, 0.064757
pr_000816481,0.144696, 0.064757
pr_000764168,0.144696, 0.064757
pr_001158946,0.144696, 0.064757
pr_000372048,0.144696, 0.064757
pr_000768036,0.144696, 0.064757
pr_001158567,0.144696, 0.064757
pr_001034471,0.144696, 0.064757
pr_001034435,0.144696, 0.064757
pr_000372598,0.144696, 0.064757
pr_001146833,0.144696, 0.064757
pr_001148086,0.144696, 0.064757
pr_000763579,0.144696, 0.064757
pr_000711238,0.144696, 0.064757
pr_001613539,0.144696, 0.064757
pr_000519156,0.144696, 0.064757
pr_000763050,0.144696, 0.064757
pr_001146185,0.144696, 0.064757
pr_001146535,0.144696, 0.064757
pr_000766938,0.144696, 0.064757
pr_001156999,0.144696, 0.064757
pr_001156749,0.144696, 0.064757
pr_001611344,0.144696, 0.064757
pr_001611179,0.144696, 0.064757
pr_000763683,0.144696, 0.064757
pr_000375208,0.144696, 0.064757
pr_001149976,0.144696, 0.064757
pr_001157765,0.144696, 0.064757
pr_001158650,0.144696, 0.064757
pr_000570771,0.144696, 0.064757
pr_000373759,0.144696, 0.064757
pr_001158016,0.144696, 0.064757
pr_000376157,0.144696, 0.064757
pr_000621280,0.144696, 0.064757
pr_000762866,0.144696, 0.064797
pr_000783596,0.144696, 0.064857
pr_000768077,0.144696, 0.065066
pr_001157616,0.144696, 0.065066
pr_001060614,0.144696, 0.065066
pr_001033389,0.144696, 0.065315
pr_000388124,0.144696, 0.065830
pr_000369496,0.144696, 0.065830
pr_000365263,0.144696, 0.065832
pr_000376110,0.144696, 0.065841
pr_000762498,0.144696, 0.065841
pr_000668774,0.144696, 0.065841
pr_000372853,0.144696, 0.065841
pr_000817336,0.144696, 0.065841
pr_001620503,0.144696, 0.065841
pr_000647713,0.144696, 0.065841
pr_000558067,0.144696, 0.065841
pr_001146680,0.144696, 0.065841
pr_001149198,0.144696, 0.065841
pr_000773480,0.144696, 0.065841
pr_001035558,0.144696, 0.065841
pr_000640989,0.144696, 0.065841
pr_001725638,0.144696, 0.065841
pr_000740447,0.144696, 0.065841
pr_000817860,0.144696, 0.065841
pr_000763947,0.144696, 0.065841
pr_001146773,0.144696, 0.065841
pr_000763744,0.144696, 0.065841
pr_001620187,0.144696, 0.065841
pr_001148928,0.144696, 0.065841
pr_000374962,0.144696, 0.065841
pr_001677522,0.144696, 0.065841
pr_001613164,0.144696, 0.065841
pr_001014195,0.144696, 0.065841
pr_000763380,0.144696, 0.065841
pr_000705420,0.144696, 0.065841
pr_000374015,0.144696, 0.065841
pr_001623916,0.144696, 0.065841
pr_001613004,0.144696, 0.065841
pr_000764271,0.144696, 0.065841
pr_001677550,0.144696, 0.065841
pr_000570144,0.144696, 0.065841
pr_000514421,0.144696, 0.065841
pr_000373020,0.144696, 0.065841
pr_001613426,0.144696, 0.065841
pr_000791348,0.144696, 0.065841
pr_000383789,0.144696, 0.065841
pr_000374952,0.144696, 0.065841
pr_001722554,0.144696, 0.065841
pr_001034656,0.144696, 0.065841
pr_000662010,0.144696, 0.065841
pr_000374749,0.144696, 0.065841
pr_001157504,0.144696, 0.065841
pr_001158555,0.144696, 0.065841
pr_001156759,0.144696, 0.065841
pr_001621024,0.144696, 0.065841
pr_001611122,0.144696, 0.065841
pr_001158916,0.144696, 0.065841
pr_001158026,0.144696, 0.065841
pr_000375283,0.144696, 0.065841
pr_000763642,0.144696, 0.065841
pr_000375927,0.144696, 0.065841
pr_001146758,0.144696, 0.065841
pr_000763672,0.144696, 0.065841
pr_001605824,0.144696, 0.065841
pr_000375549,0.144696, 0.065841
pr_000766929,0.144696, 0.065841
pr_001034281,0.144696, 0.065841
pr_001611502,0.144696, 0.065841
pr_001146955,0.144696, 0.065841
pr_000791270,0.144696, 0.065841
pr_001157705,0.144696, 0.065841
pr_000511663,0.144696, 0.065841
pr_001600867,0.144696, 0.065841
pr_001035243,0.144696, 0.065841
pr_001158656,0.144696, 0.065841
pr_001034658,0.144696, 0.065841
pr_000626674,0.144696, 0.065841
pr_000375829,0.144696, 0.065841
pr_001613148,0.144696, 0.065841
pr_000565352,0.144696, 0.065841
pr_000373454,0.144696, 0.065841
pr_000773325,0.144696, 0.065841
pr_001621023,0.144696, 0.065841
pr_000384355,0.144696, 0.065841
pr_000383492,0.144696, 0.065841
pr_001157610,0.144696, 0.065841
pr_000373763,0.144696, 0.065841
pr_001035316,0.144696, 0.065841
pr_000376140,0.144696, 0.065841
pr_001043351,0.144696, 0.065841
pr_001146545,0.144696, 0.065841
pr_001158174,0.144696, 0.065841
pr_001146070,0.144696, 0.065841
pr_000571053,0.144696, 0.065841
pr_000117155,0.144696, 0.065841
pr_000375694,0.144696, 0.065841
pr_000373649,0.144696, 0.065841
pr_000369500,0.144696, 0.065841
pr_000768999,0.144696, 0.065841
pr_001158104,0.144696, 0.065841
pr_000766100,0.144696, 0.065841
pr_000373788,0.144696, 0.065841
pr_000374754,0.144696, 0.065841
pr_001035141,0.144696, 0.065841
pr_001147213,0.144696, 0.065841
pr_000506034,0.144696, 0.065841
pr_001050209,0.144696, 0.065841
pr_000514717,0.144696, 0.065841
pr_001150140,0.144696, 0.065841
pr_001146627,0.144696, 0.065841
pr_001147761,0.144696, 0.065841
pr_000372875,0.144696, 0.065841
pr_001147217,0.144696, 0.065841
pr_001034465,0.144696, 0.065841
pr_001148647,0.144696, 0.065841
pr_001034429,0.144696, 0.065841
pr_000375680,0.144696, 0.065841
pr_000911692,0.144696, 0.065841
pr_000720579,0.144696, 0.065841
pr_001146421,0.144696, 0.065841
pr_000518643,0.144696, 0.065841
pr_000717930,0.144696, 0.065841
pr_001150516,0.144696, 0.065841
pr_001158814,0.144696, 0.065841
pr_001149823,0.144696, 0.065841
pr_000702670,0.144696, 0.065841
pr_000569447,0.144696, 0.065841
pr_001147962,0.144696, 0.065841
pr_001033786,0.144696, 0.065841
pr_001146135,0.144696, 0.065841
pr_000569068,0.144696, 0.065841
pr_000505312,0.144696, 0.065841
pr_001611544,0.144696, 0.065841
pr_000762931,0.144696, 0.065841
pr_000763433,0.144696, 0.065841
pr_001034998,0.144696, 0.065841
pr_001677163,0.144696, 0.065841
pr_000374078,0.144696, 0.065841
pr_000385064,0.144696, 0.065841
pr_001149625,0.144696, 0.065841
pr_000766078,0.144696, 0.065841
pr_000374794,0.144696, 0.065841
pr_001671224,0.144696, 0.065841
pr_001158167,0.144696, 0.065841
pr_000373297,0.144696, 0.065841
pr_000372299,0.144696, 0.065841
pr_000362744,0.144696, 0.065841
pr_000654883,0.144696, 0.065867
pr_000375253,0.144696, 0.065877
