OID,Prospect_LU_Date,Num Opt Event Dates,Num Link Event Dates,Num Src Event Dates,
us_000609377,2019-02-02 23:40:58,0,2,4,OPT|,LNK|,EvSt,EvType,link,EvID,300787,EvDt,2010-10-05 10:49:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,404186,EvDt,2011-04-08 10:48:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,19,JPst,205,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,1340982,EvDt,2017-10-03 03:24:27,numJPGs,1,JPGJP_Start,srcType,92,JPG,19,JPst,270,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1340979,EvDt,2017-12-07 22:06:48,numJPGs,1,JPGJP_Start,srcType,30,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1340981,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,401,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1340980,EvDt,2019-02-02 23:35:53,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,398,JPend,JPGJP_End,EvEnd,
us_000609379,2019-02-02 23:40:58,0,0,2,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3549190,EvDt,2017-12-08 15:57:08,numJPGs,1,JPGJP_Start,srcType,30,JPG,20,JPst,198,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3549191,EvDt,2019-02-02 23:35:53,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,398,JPend,JPGJP_End,EvEnd,
us_000609380,2019-02-02 23:40:58,1,0,2,OPT|,EvSt,EvType,opt,EvID,3278,EvDt,2017-10-16 13:51:30,numJPGs,1,JPGJP_Start,optKey,-2,JPG,-10,JPst,-9,JPend,JPGJP_End,EvEnd,LNK|,SRC|,EvSt,EvType,source,EvID,1649460,EvDt,2017-12-07 18:09:28,numJPGs,1,JPGJP_Start,srcType,30,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1649461,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,398,JPend,JPGJP_End,EvEnd,
us_000609381,2019-02-02 23:40:58,1,0,1,OPT|,EvSt,EvType,opt,EvID,281060,EvDt,2018-12-18 14:38:31,numJPGs,1,JPGJP_Start,optKey,-2,JPG,-10,JPst,-9,JPend,JPGJP_End,EvEnd,LNK|,SRC|,EvSt,EvType,source,EvID,3549192,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,48,JPst,370,JPend,JPGJP_End,EvEnd,
us_000609382,2019-02-02 23:40:58,0,1,2,OPT|,LNK|,EvSt,EvType,link,EvID,30439085,EvDt,2017-09-19 14:40:26,numJPGs,1,JPGJP_Start,optKey,3,JPG,20,JPst,198,130,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,3374739,EvDt,2018-03-15 15:33:34,numJPGs,1,JPGJP_Start,srcType,30,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3374740,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,
us_000609383,2019-02-02 23:40:58,0,0,1,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3549194,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,13,JPst,440,JPend,JPGJP_End,EvEnd,
us_000609384,2019-02-02 23:40:58,0,4,24,OPT|,LNK|,EvSt,EvType,link,EvID,25501157,EvDt,2016-10-03 14:34:09,numJPGs,1,JPGJP_Start,optKey,3,JPG,42,JPst,255,278,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,25970689,EvDt,2016-11-07 14:11:44,numJPGs,1,JPGJP_Start,optKey,3,JPG,21,JPst,138,295,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,26521596,EvDt,2016-12-20 15:36:43,numJPGs,1,JPGJP_Start,optKey,3,JPG,42,JPst,255,262,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,30619705,EvDt,2017-09-29 14:49:07,numJPGs,1,JPGJP_Start,optKey,3,JPG,19,JPst,129,398,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,828258,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828259,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,2,JPst,93,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828260,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,35,JPst,121,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828261,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,21,JPst,138,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828262,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,19,JPst,205,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828263,EvDt,2015-10-09 15:19:22,numJPGs,1,JPGJP_Start,srcType,85,JPG,58,JPst,217,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828252,EvDt,2015-10-09 15:28:03,numJPGs,1,JPGJP_Start,srcType,58,JPG,9,JPst,79,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828254,EvDt,2015-10-09 15:28:03,numJPGs,1,JPGJP_Start,srcType,58,JPG,21,JPst,138,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828255,EvDt,2015-10-09 15:28:03,numJPGs,1,JPGJP_Start,srcType,58,JPG,42,JPst,255,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828256,EvDt,2015-10-09 15:28:03,numJPGs,1,JPGJP_Start,srcType,58,JPG,42,JPst,263,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828248,EvDt,2017-06-22 14:17:15,numJPGs,1,JPGJP_Start,srcType,30,JPG,9,JPst,79,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828249,EvDt,2017-06-22 14:17:18,numJPGs,1,JPGJP_Start,srcType,30,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828250,EvDt,2017-06-22 14:17:38,numJPGs,1,JPGJP_Start,srcType,30,JPG,32,JPst,222,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828273,EvDt,2017-06-22 14:17:50,numJPGs,1,JPGJP_Start,srcType,134,JPG,58,JPst,480,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828251,EvDt,2017-06-22 14:18:32,numJPGs,1,JPGJP_Start,srcType,30,JPG,9,JPst,240,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828264,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,35,JPst,254,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828265,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,21,JPst,256,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828266,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,19,JPst,271,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828267,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,42,JPst,278,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828268,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,2,JPst,323,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828269,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,21,JPst,325,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828270,EvDt,2017-10-03 03:17:08,numJPGs,1,JPGJP_Start,srcType,92,JPG,42,JPst,344,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828253,EvDt,2017-10-11 20:13:00,numJPGs,1,JPGJP_Start,srcType,58,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,828257,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,401,JPend,JPGJP_End,EvEnd,
us_000609385,2019-02-02 23:40:58,0,0,2,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3243028,EvDt,2018-05-29 12:56:32,numJPGs,1,JPGJP_Start,srcType,30,JPG,7,JPst,229,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3243029,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,49,JPst,266,JPend,JPGJP_End,EvEnd,
us_000609386,2019-02-02 23:40:58,0,1,9,OPT|,LNK|,EvSt,EvType,link,EvID,7789066,EvDt,2013-01-29 10:39:11,numJPGs,1,JPGJP_Start,optKey,3,JPG,51,JPst,374,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,725004,EvDt,2009-12-18 23:15:41,numJPGs,1,JPGJP_Start,srcType,41,JPG,19,JPst,230,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725008,EvDt,2014-05-26 05:01:23,numJPGs,1,JPGJP_Start,srcType,107,JPG,51,JPst,239,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725003,EvDt,2018-05-24 17:54:33,numJPGs,1,JPGJP_Start,srcType,30,JPG,21,JPst,138,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725012,EvDt,2018-11-07 19:31:43,numJPGs,1,JPGJP_Start,srcType,120,JPG,21,JPst,402,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725005,EvDt,2018-11-11 00:03:59,numJPGs,1,JPGJP_Start,srcType,65,JPG,49,JPst,266,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725006,EvDt,2018-11-11 00:03:59,numJPGs,1,JPGJP_Start,srcType,65,JPG,51,JPst,374,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725009,EvDt,2018-12-18 13:05:03,numJPGs,1,JPGJP_Start,srcType,120,JPG,7,JPst,90,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725011,EvDt,2019-01-08 15:21:36,numJPGs,1,JPGJP_Start,srcType,120,JPG,52,JPst,269,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,725010,EvDt,2019-02-01 21:47:22,numJPGs,1,JPGJP_Start,srcType,120,JPG,17,JPst,117,JPend,JPGJP_End,EvEnd,
us_000609387,2019-02-02 23:40:58,0,0,13,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3020582,EvDt,2013-10-31 23:10:10,numJPGs,1,JPGJP_Start,srcType,9,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020583,EvDt,2013-10-31 23:10:10,numJPGs,1,JPGJP_Start,srcType,9,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020587,EvDt,2015-04-12 02:18:59,numJPGs,1,JPGJP_Start,srcType,9,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020588,EvDt,2015-04-12 02:18:59,numJPGs,1,JPGJP_Start,srcType,9,JPG,29,JPst,96,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020589,EvDt,2015-04-12 02:18:59,numJPGs,1,JPGJP_Start,srcType,9,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020581,EvDt,2017-10-03 03:37:41,numJPGs,1,JPGJP_Start,srcType,92,JPG,2,JPst,352,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020590,EvDt,2018-07-01 06:40:54,numJPGs,1,JPGJP_Start,srcType,9,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020591,EvDt,2018-07-01 06:40:54,numJPGs,1,JPGJP_Start,srcType,9,JPG,29,JPst,96,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020592,EvDt,2018-07-01 06:40:54,numJPGs,1,JPGJP_Start,srcType,9,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020586,EvDt,2018-10-31 17:26:41,numJPGs,1,JPGJP_Start,srcType,120,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020580,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,9,JPst,78,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020584,EvDt,2018-11-26 18:29:41,numJPGs,1,JPGJP_Start,srcType,120,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3020585,EvDt,2018-12-04 19:23:57,numJPGs,1,JPGJP_Start,srcType,120,JPG,9,JPst,79,JPend,JPGJP_End,EvEnd,
us_000609388,2019-02-02 23:40:58,0,1,3,OPT|,LNK|,EvSt,EvType,link,EvID,290225,EvDt,2010-09-15 20:30:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,29,JPst,96,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,175671,EvDt,2008-10-04 03:37:17,numJPGs,1,JPGJP_Start,srcType,9,JPG,20,JPst,130,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,175670,EvDt,2010-05-14 00:08:52,numJPGs,1,JPGJP_Start,srcType,9,JPG,29,JPst,96,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,175669,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,9,JPst,78,JPend,JPGJP_End,EvEnd,
us_000609389,2019-02-02 23:40:58,0,0,4,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,2981100,EvDt,2018-03-05 19:41:58,numJPGs,1,JPGJP_Start,srcType,30,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,2981101,EvDt,2018-11-11 00:09:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,2981102,EvDt,2018-11-11 00:09:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,36,JPst,391,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,2981103,EvDt,2018-11-11 00:09:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,36,JPst,475,JPend,JPGJP_End,EvEnd,
us_000609390,2019-02-02 23:40:58,0,0,5,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3115035,EvDt,2017-10-03 03:38:44,numJPGs,1,JPGJP_Start,srcType,92,JPG,35,JPst,253,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3115036,EvDt,2017-10-03 03:38:44,numJPGs,1,JPGJP_Start,srcType,92,JPG,35,JPst,254,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3115033,EvDt,2018-03-07 18:27:51,numJPGs,1,JPGJP_Start,srcType,30,JPG,35,JPst,121,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3115032,EvDt,2018-03-07 18:27:52,numJPGs,1,JPGJP_Start,srcType,30,JPG,9,JPst,79,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3115034,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,
us_000609391,2019-02-02 23:40:58,0,0,6,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,1271417,EvDt,2017-10-03 03:23:12,numJPGs,1,JPGJP_Start,srcType,92,JPG,35,JPst,253,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1271418,EvDt,2017-10-03 03:23:12,numJPGs,1,JPGJP_Start,srcType,92,JPG,35,JPst,254,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1271414,EvDt,2018-03-05 19:15:43,numJPGs,1,JPGJP_Start,srcType,30,JPG,9,JPst,79,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1271413,EvDt,2018-03-05 19:15:50,numJPGs,1,JPGJP_Start,srcType,30,JPG,2,JPst,67,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1271415,EvDt,2018-03-05 19:15:58,numJPGs,1,JPGJP_Start,srcType,30,JPG,14,JPst,110,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1271416,EvDt,2018-11-11 00:31:51,numJPGs,1,JPGJP_Start,srcType,65,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,
