OID,Prospect_LU_Date,Num Opt Event Dates,Num Link Event Dates,Num Src Event Dates,
us_000609358,2019-02-02 23:40:58,0,0,1,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3548305,EvDt,2018-11-11 00:31:49,numJPGs,1,JPGJP_Start,srcType,65,JPG,41,JPst,252,JPend,JPGJP_End,EvEnd,
us_000609359,2019-02-02 23:40:58,0,0,1,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3548309,EvDt,2018-11-11 00:31:49,numJPGs,1,JPGJP_Start,srcType,65,JPG,9,JPst,78,JPend,JPGJP_End,EvEnd,
us_000609360,2019-02-02 23:42:24,1,1,1,OPT|,EvSt,EvType,opt,EvID,264167,EvDt,2018-05-14 07:29:52,numJPGs,1,JPGJP_Start,optKey,1,JPG,-10,JPst,-9,JPend,JPGJP_End,EvEnd,LNK|,EvSt,EvType,link,EvID,31290867,EvDt,2017-11-09 13:52:42,numJPGs,1,JPGJP_Start,optKey,3,JPG,21,JPst,138,403,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,3548325,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,59,JPst,426,JPend,JPGJP_End,EvEnd,
us_000609361,2019-02-02 23:40:58,1,0,9,OPT|,EvSt,EvType,opt,EvID,208797,EvDt,2018-12-05 14:49:24,numJPGs,1,JPGJP_Start,optKey,-2,JPG,-10,JPst,-9,JPend,JPGJP_End,EvEnd,LNK|,SRC|,EvSt,EvType,source,EvID,1631583,EvDt,2011-10-23 05:09:36,numJPGs,1,JPGJP_Start,srcType,107,JPG,56,JPst,281,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631581,EvDt,2012-03-02 19:48:22,numJPGs,1,JPGJP_Start,srcType,58,JPG,17,JPst,117,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631580,EvDt,2012-03-02 21:08:37,numJPGs,1,JPGJP_Start,srcType,58,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631577,EvDt,2012-08-30 14:55:25,numJPGs,1,JPGJP_Start,srcType,30,JPG,56,JPst,281,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631576,EvDt,2012-12-07 18:55:13,numJPGs,1,JPGJP_Start,srcType,30,JPG,38,JPst,243,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631575,EvDt,2014-05-26 05:02:07,numJPGs,1,JPGJP_Start,srcType,30,JPG,13,JPst,221,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631578,EvDt,2014-05-26 05:02:07,numJPGs,1,JPGJP_Start,srcType,30,JPG,18,JPst,299,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631579,EvDt,2015-08-21 16:18:52,numJPGs,1,JPGJP_Start,srcType,41,JPG,52,JPst,269,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1631582,EvDt,2018-11-11 00:32:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,18,JPst,444,JPend,JPGJP_End,EvEnd,
us_000609362,2019-02-02 23:40:58,1,0,3,OPT|,EvSt,EvType,opt,EvID,81209,EvDt,2013-05-17 15:41:31,numJPGs,1,JPGJP_Start,optKey,-2,JPG,-10,JPst,-9,JPend,JPGJP_End,EvEnd,LNK|,SRC|,EvSt,EvType,source,EvID,1097964,EvDt,2011-06-20 19:41:48,numJPGs,1,JPGJP_Start,srcType,28,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1097965,EvDt,2018-06-05 20:53:37,numJPGs,1,JPGJP_Start,srcType,30,JPG,13,JPst,108,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1097966,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,36,JPst,476,JPend,JPGJP_End,EvEnd,
us_000609370,2019-02-02 23:40:58,0,1,6,OPT|,LNK|,EvSt,EvType,link,EvID,7627264,EvDt,2012-11-15 11:32:45,numJPGs,1,JPGJP_Start,optKey,3,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,1497682,EvDt,2017-06-13 16:20:04,numJPGs,1,JPGJP_Start,srcType,30,JPG,19,JPst,204,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1497681,EvDt,2017-06-13 16:20:05,numJPGs,1,JPGJP_Start,srcType,30,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1497683,EvDt,2018-11-11 00:04:34,numJPGs,1,JPGJP_Start,srcType,65,JPG,35,JPst,121,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1497684,EvDt,2018-11-11 00:04:34,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,129,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1497685,EvDt,2018-11-11 00:04:34,numJPGs,1,JPGJP_Start,srcType,65,JPG,48,JPst,370,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1497686,EvDt,2018-11-11 00:04:34,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,396,JPend,JPGJP_End,EvEnd,
us_000609371,2019-02-02 23:40:58,0,10,5,OPT|,LNK|,EvSt,EvType,link,EvID,130161,EvDt,2008-12-10 16:52:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,130179,EvDt,2008-12-10 16:52:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,133584,EvDt,2009-01-08 14:10:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,18797,EvDt,2009-05-21 16:51:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,8,JPst,91,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,55815,EvDt,2009-08-17 10:50:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,322638,EvDt,2010-11-15 11:03:00,numJPGs,1,JPGJP_Start,optKey,3,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,28115298,EvDt,2017-04-07 13:43:59,numJPGs,1,JPGJP_Start,optKey,3,JPG,17,JPst,117,420,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,30371586,EvDt,2017-09-15 18:34:04,numJPGs,1,JPGJP_Start,optKey,3,JPG,17,JPst,117,420,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,36178103,EvDt,2018-07-23 15:01:52,numJPGs,1,JPGJP_Start,optKey,3,JPG,17,JPst,117,420,JPend,JPGJP_End,EvEnd,EvSt,EvType,link,EvID,36801340,EvDt,2018-09-11 20:29:39,numJPGs,1,JPGJP_Start,optKey,3,JPG,17,JPst,117,420,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,1231336,EvDt,2018-11-10 23:22:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,15,JPst,63,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1231337,EvDt,2018-11-10 23:22:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,6,JPst,85,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1231338,EvDt,2018-11-10 23:22:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,14,JPst,110,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1231339,EvDt,2018-11-10 23:22:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,6,JPst,224,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1231340,EvDt,2018-11-10 23:22:14,numJPGs,1,JPGJP_Start,srcType,65,JPG,17,JPst,420,JPend,JPGJP_End,EvEnd,
us_000609373,2019-02-02 23:40:58,0,1,2,OPT|,LNK|,EvSt,EvType,link,EvID,30353781,EvDt,2017-09-22 14:52:31,numJPGs,1,JPGJP_Start,optKey,3,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,SRC|,EvSt,EvType,source,EvID,1672075,EvDt,2017-04-13 18:46:32,numJPGs,1,JPGJP_Start,srcType,30,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,1672076,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,
us_000609374,2018-10-15 09:15:09,0,0,2,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3434946,EvDt,2017-04-14 14:47:04,numJPGs,1,JPGJP_Start,srcType,30,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,EvSt,EvType,source,EvID,3434947,EvDt,2018-11-11 00:31:50,numJPGs,1,JPGJP_Start,srcType,65,JPG,20,JPst,208,JPend,JPGJP_End,EvEnd,
us_000609375,2019-02-02 23:40:58,0,0,1,OPT|,LNK|,SRC|,EvSt,EvType,source,EvID,3549187,EvDt,2019-02-02 23:35:53,numJPGs,1,JPGJP_Start,srcType,65,JPG,19,JPst,398,JPend,JPGJP_End,EvEnd,
