Product ID : 2114 # of JPs covered : 1 : 377 : Energy-Renewable-Contracts, 
OID,Confidence at Map Node,Error at Map Node
us_000479222,0.289999, 2.242856
us_000528559,0.289999, 2.243965
us_000516956,0.289999, 2.243965
us_000528523,0.289999, 2.243965
us_000527916,0.289999, 2.243965
us_000528560,0.289999, 2.243965
us_000496447,0.289999, 2.243965
us_000528557,0.289999, 2.243965
us_000518694,0.289999, 2.248723
us_000410746,0.289999, 2.248908
us_000516762,0.289999, 2.250531
us_000470577,0.289999, 2.251069
us_000485368,0.289999, 2.254841
us_000485293,0.289999, 2.265489
us_000600231,0.289999, 2.268226
us_000617090,0.289999, 2.270710
us_000538306,0.289999, 2.276735
us_000577214,0.289999, 2.282661
us_000521325,0.289999, 2.284982
us_000591414,0.289999, 2.292615
us_000574120,0.289999, 2.306633
us_000535069,0.289999, 2.307635
us_000468877,0.289999, 2.318589
us_000463852,0.289999, 2.323593
us_000563266,0.289999, 2.328255
us_000576318,0.289999, 2.331926
us_000562529,0.289999, 2.332202
us_000485665,0.289999, 2.332969
us_000597907,0.289999, 2.334820
us_000527239,0.289999, 2.339890
us_000553119,0.289999, 2.349579
us_000609035,0.289999, 2.354330
us_000496694,0.289999, 2.355349
us_000523772,0.289999, 2.355349
us_000614884,0.289999, 2.355573
us_000576902,0.289999, 2.356189
us_000524424,0.289999, 2.358812
us_000571767,0.289999, 2.359353
us_000599595,0.289999, 2.365446
us_000515528,0.289999, 2.367387
us_000616822,0.289999, 2.368372
us_000534367,0.289999, 2.370774
us_000518249,0.289999, 2.371069
us_000560957,0.289999, 2.372551
us_000511931,0.289999, 2.373014
us_000526019,0.289999, 2.373429
us_000475074,0.289999, 2.374452
us_000524031,0.289999, 2.378078
us_000489376,0.289999, 2.380102
us_000582615,0.289999, 2.380315
us_000535130,0.289999, 2.380322
us_000616817,0.289999, 2.380732
us_000523496,0.289999, 2.382689
us_000521574,0.289999, 2.383301
us_000487816,0.289999, 2.384609
us_000574565,0.289999, 2.386728
us_000514889,0.289999, 2.388473
us_000514387,0.289999, 2.389154
us_000523514,0.289999, 2.389524
us_000616003,0.289999, 2.389816
us_000533238,0.289999, 2.399501
us_000495521,0.289999, 2.399515
us_000585230,0.289999, 2.399767
us_000593131,0.289999, 2.400391
us_000495683,0.289999, 2.401014
us_000495782,0.289999, 2.401014
us_000495513,0.289999, 2.401014
us_000616820,0.289999, 2.401999
us_000616824,0.289999, 2.401999
us_000609052,0.289999, 2.401999
us_000616818,0.289999, 2.401999
us_000615259,0.289999, 2.401999
us_000616825,0.289999, 2.401999
us_000617028,0.289999, 2.401999
us_000616855,0.289999, 2.401999
us_000616868,0.289999, 2.401999
us_000604828,0.289999, 2.401999
us_000530545,0.289999, 2.403232
us_000584620,0.289999, 2.403263
us_000537290,0.289999, 2.403553
us_000537486,0.289999, 2.403729
us_000544741,0.289999, 2.405936
us_000525960,0.289999, 2.405949
us_000540842,0.289999, 2.406026
us_000539912,0.289999, 2.406189
us_000542238,0.289999, 2.406975
us_000524551,0.289999, 2.406975
us_000541807,0.289999, 2.406975
us_000541715,0.289999, 2.406975
us_000541846,0.289999, 2.406975
us_000545063,0.289999, 2.406975
us_000540837,0.289999, 2.406975
us_000524570,0.289999, 2.406975
us_000104759,0.289999, 2.407197
us_000591696,0.289999, 2.408839
us_000531442,0.289999, 2.416638
us_000557865,0.289999, 2.418381
us_000472000,0.289999, 2.420988
us_000522216,0.289999, 2.421984
us_000559884,0.289999, 2.437581
us_000524497,0.289999, 2.478500
us_000515275,0.289999, 2.485348
us_000520668,0.289999, 2.487351
us_000324496,0.289999, 2.544491
us_000261988,0.289999, 2.842214
us_000496550,0.289999, 2.849066
us_000496456,0.289999, 2.947274
pr_001678735,0.270136, 0.000000
pr_000288235,0.270136, 0.000043
pr_000607463,0.270136, 0.000084
pr_000809852,0.270136, 0.000126
pr_000905270,0.270136, 0.000455
pr_001005492,0.270136, 0.000455
us_000461151,0.270136, 0.000533
pr_000761829,0.270136, 0.000611
us_000460374,0.270136, 0.001571
us_000460700,0.270136, 0.009224
us_000497105,0.270136, 0.015819
pr_000933709,0.270136, 0.993959
us_000531559,0.232433, 0.000043
pr_000617774,0.232433, 0.000261
us_000521579,0.232433, 0.355297
us_000521788,0.232433, 2.008287
us_000556005,0.162302, 0.000000
us_000561867,0.162302, 0.000000
us_000583571,0.162302, 0.000000
us_000609869,0.162302, 0.000000
us_000587702,0.162302, 0.000000
us_000614230,0.162302, 0.000000
us_000594589,0.162302, 0.000000
us_000564486,0.162302, 0.000000
us_000608585,0.162302, 0.000000
us_000571941,0.162302, 0.000000
us_000526673,0.162302, 0.000000
us_000514465,0.162302, 0.000000
us_000615324,0.162302, 0.000000
us_000520659,0.162302, 0.000000
us_000518872,0.162302, 0.000000
us_000510383,0.162302, 0.000000
us_000557045,0.162302, 0.000000
us_000483302,0.162302, 0.000000
us_000566511,0.162302, 0.000000
us_000480554,0.162302, 0.000000
us_000484897,0.162302, 0.000000
us_000568936,0.162302, 0.000000
us_000481478,0.162302, 0.000000
pr_001198356,0.162302, 0.000000
us_000459965,0.162302, 0.000000
us_000561609,0.162302, 0.000000
pr_000512936,0.162302, 0.000001
pr_000553708,0.162302, 0.000001
pr_000525022,0.162302, 0.000001
us_000566717,0.162302, 0.000005
us_000488177,0.162302, 0.000005
us_000555845,0.162302, 0.000005
pr_000547930,0.162302, 0.000006
pr_001159357,0.162302, 0.000006
us_000590277,0.162302, 0.000007
us_000566916,0.162302, 0.000008
us_000558506,0.162302, 0.000008
us_000589284,0.162302, 0.000015
us_000582837,0.162302, 0.000240
us_000596575,0.162302, 0.000686
us_000609144,0.162302, 0.000794
us_000584686,0.162302, 0.000828
us_000617081,0.162302, 0.000863
us_000579349,0.162302, 0.001431
us_000599987,0.162302, 0.001849
us_000599695,0.162302, 0.001849
us_000572177,0.162302, 0.002521
us_000549376,0.162302, 0.003183
us_000598769,0.162302, 0.003353
us_000584434,0.162302, 0.004975
us_000501268,0.162302, 0.007158
us_000523697,0.162302, 0.016723
us_000580430,0.162302, 0.030038
us_000496334,0.162302, 0.048682
us_000468274,0.162302, 4.406743
us_000553362,0.162302, 4.538523
us_000523992,0.162302, 5.194504
us_000547588,0.162302, 5.391441
us_000539626,0.162302, 6.676672
us_000535163,0.162302, 6.939778
us_000460249,0.162302, 7.183022
us_000524201,0.162302, 7.585209
us_000553375,0.162302, 8.848219
pr_001615236,0.149662, 0.000000
pr_000590200,0.149662, 0.000000
pr_000057145,0.149662, 0.000000
pr_001033122,0.149662, 0.000000
pr_000862915,0.149662, 0.000000
pr_000909263,0.149662, 0.000000
pr_001655907,0.149662, 0.000000
pr_000942440,0.149662, 0.000000
pr_001057273,0.149662, 0.000000
pr_000776803,0.149662, 0.000000
pr_001000495,0.149662, 0.000000
pr_000107452,0.149662, 0.000000
us_000503358,0.149662, 0.000001
us_000490323,0.149662, 0.000001
us_000536623,0.149662, 0.000001
us_000494624,0.149662, 0.000001
us_000563462,0.149662, 0.000001
us_000557046,0.149662, 0.000001
us_000562504,0.149662, 0.000001
pr_001140228,0.149662, 0.000002
pr_000712368,0.149662, 0.000002
pr_000739517,0.149662, 0.000002
pr_001611044,0.149662, 0.000002
pr_001660665,0.149662, 0.000003
pr_001064422,0.149662, 0.000008
pr_001687984,0.149662, 0.000008
pr_000299817,0.149662, 0.000008
pr_001131972,0.149662, 0.000008
pr_000756049,0.149662, 0.000008
pr_000764344,0.149662, 0.000008
pr_000512232,0.149662, 0.000008
pr_000554494,0.149662, 0.000008
pr_000584489,0.149662, 0.000008
pr_001033578,0.149662, 0.000008
pr_000190921,0.149662, 0.000008
pr_001698845,0.149662, 0.000008
pr_001094006,0.149662, 0.000008
pr_000831593,0.149662, 0.000008
pr_000750622,0.149662, 0.000008
pr_001050005,0.149662, 0.000008
pr_000832483,0.149662, 0.000008
pr_000727384,0.149662, 0.000008
pr_000598355,0.149662, 0.000008
pr_000027302,0.149662, 0.000008
pr_001694577,0.149662, 0.000008
pr_001401635,0.149662, 0.000008
pr_000917155,0.149662, 0.000008
pr_000910188,0.149662, 0.000008
pr_000512251,0.149662, 0.000008
pr_000950754,0.149662, 0.000008
pr_001050859,0.149662, 0.000008
pr_001628795,0.149662, 0.000008
pr_000173040,0.149662, 0.000008
pr_000176557,0.149662, 0.000008
pr_001029415,0.149662, 0.000008
pr_001692609,0.149662, 0.000008
pr_001813147,0.149662, 0.000008
pr_001059072,0.149662, 0.000008
pr_001680181,0.149662, 0.000008
pr_000020046,0.149662, 0.000008
pr_001038526,0.149662, 0.000008
pr_001029395,0.149662, 0.000008
pr_001408796,0.149662, 0.000008
pr_000954481,0.149662, 0.000008
pr_000821199,0.149662, 0.000008
pr_001112957,0.149662, 0.000008
pr_000180747,0.149662, 0.000008
pr_000952486,0.149662, 0.000008
pr_000227469,0.149662, 0.000010
pr_000897331,0.149662, 0.000011
pr_001586697,0.149662, 0.000011
pr_001583751,0.149662, 0.000011
pr_001655759,0.149662, 0.000012
pr_000648075,0.149662, 0.000012
pr_001004935,0.149662, 0.000013
pr_001017028,0.149662, 0.000013
pr_000652184,0.149662, 0.000013
pr_000284919,0.149662, 0.000014
pr_000014524,0.149662, 0.000015
pr_000730230,0.149662, 0.000016
pr_000592200,0.149662, 0.000016
pr_000223899,0.149662, 0.000016
pr_000588525,0.149662, 0.000016
pr_000983310,0.149662, 0.000016
pr_000814546,0.149662, 0.000016
pr_000313834,0.149662, 0.000018
pr_001654125,0.149662, 0.000018
pr_000742462,0.149662, 0.000018
pr_000896609,0.149662, 0.000018
pr_001637080,0.149662, 0.000018
pr_000588116,0.149662, 0.000018
pr_000993305,0.149662, 0.000019
pr_000849810,0.149662, 0.000020
pr_000977167,0.149662, 0.000020
pr_000344858,0.149662, 0.000020
pr_000638459,0.149662, 0.000021
pr_002231476,0.149662, 0.000022
pr_000433376,0.149662, 0.000023
pr_001703183,0.149662, 0.000024
pr_000970478,0.149662, 0.000026
pr_000344844,0.149662, 0.000030
pr_001703197,0.149662, 0.000038
pr_000238567,0.149662, 0.000047
pr_000011872,0.149662, 0.000047
pr_000216170,0.149662, 0.000047
pr_000158103,0.149662, 0.000049
pr_000347017,0.149662, 0.000051
pr_000223594,0.149662, 0.000052
pr_000933478,0.149662, 0.000054
pr_000284316,0.149662, 0.000054
pr_000378030,0.149662, 0.000058
pr_001412646,0.149662, 0.000058
pr_000573424,0.149662, 0.000060
pr_000701288,0.149662, 0.000060
pr_000587993,0.149662, 0.000060
pr_001062662,0.149662, 0.000060
pr_000892499,0.149662, 0.000060
pr_000952746,0.149662, 0.000060
pr_000950629,0.149662, 0.000060
pr_000076543,0.149662, 0.000063
pr_000987919,0.149662, 0.000064
pr_000334775,0.149662, 0.000065
pr_000630677,0.149662, 0.000065
pr_001020166,0.149662, 0.000066
pr_000765303,0.149662, 0.000066
pr_000275417,0.149662, 0.000077
pr_001062215,0.149662, 0.000085
pr_000657892,0.149662, 0.000093
pr_001635845,0.149662, 0.000094
pr_001085608,0.149662, 0.000095
pr_000572699,0.149662, 0.000097
us_000496214,0.149662, 0.000098
us_000528468,0.149662, 0.000098
pr_000906261,0.149662, 0.000099
pr_000767258,0.149662, 0.000099
pr_001021412,0.149662, 0.000099
pr_000859187,0.149662, 0.000099
pr_000587753,0.149662, 0.000099
pr_000652588,0.149662, 0.000099
pr_000295787,0.149662, 0.000099
pr_000866493,0.149662, 0.000099
pr_000733255,0.149662, 0.000099
pr_000744454,0.149662, 0.000099
pr_000981054,0.149662, 0.000099
pr_000712513,0.149662, 0.000099
pr_000930952,0.149662, 0.000099
pr_000927686,0.149662, 0.000099
pr_000899190,0.149662, 0.000099
pr_000020392,0.149662, 0.000101
pr_000167835,0.149662, 0.000111
pr_000003684,0.149662, 0.000114
pr_000591789,0.149662, 0.000119
pr_000012601,0.149662, 0.000121
pr_000582136,0.149662, 0.000125
pr_000702551,0.149662, 0.000125
pr_000002220,0.149662, 0.000131
pr_000591473,0.149662, 0.000133
us_000496463,0.149662, 0.000133
pr_000733572,0.149662, 0.000134
pr_000206994,0.149662, 0.000142
pr_000709391,0.149662, 0.000143
pr_000714561,0.149662, 0.000143
us_000546146,0.149662, 0.000144
pr_000578745,0.149662, 0.000145
pr_000869563,0.149662, 0.000146
pr_000209537,0.149662, 0.000148
pr_000584809,0.149662, 0.000156
pr_000536266,0.149662, 0.000159
pr_000116219,0.149662, 0.000172
pr_000626320,0.149662, 0.000183
pr_000165173,0.149662, 0.000186
pr_000829422,0.149662, 0.000195
pr_000598072,0.149662, 0.000200
pr_000588725,0.149662, 0.000206
pr_000332649,0.149662, 0.000206
pr_000191165,0.149662, 0.000224
pr_000705376,0.149662, 0.000239
pr_000717531,0.149662, 0.000252
pr_002126693,0.149662, 0.000277
us_000526261,0.149662, 0.000304
pr_001388634,0.149662, 0.000331
pr_001590678,0.149662, 0.000331
pr_000723769,0.149662, 0.000331
us_000541192,0.149662, 0.000348
us_000615134,0.149662, 0.000356
pr_001814538,0.149662, 0.000374
pr_000592952,0.149662, 0.000431
us_000476507,0.149662, 0.000438
us_000361429,0.149662, 0.000499
us_000528484,0.149662, 0.000546
pr_001076698,0.149662, 0.000605
us_000559043,0.149662, 0.000634
us_000558593,0.149662, 0.000762
pr_001658634,0.149662, 0.000771
us_000517536,0.149662, 0.000827
pr_000632305,0.149662, 0.000911
pr_000729601,0.149662, 0.000943
pr_000951909,0.149662, 0.000969
pr_000587972,0.149662, 0.001413
us_000592891,0.149662, 0.001430
us_000568600,0.149662, 0.003367
us_000474881,0.149662, 0.004047
pr_000710830,0.149662, 0.006290
pr_001105557,0.149662, 0.006563
us_000487119,0.149662, 0.009101
us_000567456,0.149662, 0.009693
us_000483472,0.149662, 0.010504
us_000607445,0.149662, 0.013712
us_000575838,0.149662, 0.018696
us_000549156,0.149662, 0.019100
us_000543909,0.149662, 0.021662
us_000494814,0.149662, 0.022122
pr_000888386,0.149662, 0.027904
us_000202203,0.149662, 0.039123
us_000530205,0.149662, 0.046045
us_000503596,0.149662, 0.046560
us_000484161,0.149662, 0.061247
us_000379696,0.149662, 0.070905
us_000490782,0.149662, 0.100420
us_000500796,0.110224, 0.000000
pr_001708016,0.110224, 0.000000
pr_000347321,0.110224, 0.000025
us_000554989,0.110224, 0.000055
us_000474038,0.110224, 0.000081
pr_000992116,0.110224, 0.000101
us_000562351,0.110224, 0.000109
us_000484459,0.110224, 0.000131
us_000035002,0.110224, 0.000131
us_000468571,0.110224, 0.000607
us_000477177,0.110224, 0.000757
us_000467797,0.110224, 0.002155
us_000470665,0.110224, 0.049782
us_000536363,0.110224, 0.237095
us_000563610,0.110224, 1.603246
us_000484144,0.110224, 1.930516
us_000588435,0.110224, 1.940181
us_000491353,0.110224, 2.108172
us_000583568,0.110224, 2.136757
us_000519538,0.110224, 2.187341
us_000597181,0.110224, 2.187347
us_000577725,0.110224, 2.209202
us_000483238,0.110224, 2.254474
us_000531831,0.110224, 2.269098
us_000535150,0.110224, 2.316240
us_000569917,0.110224, 2.476861
us_000543551,0.110224, 2.519060
us_000597203,0.110224, 2.544502
us_000541636,0.110224, 2.550375
us_000541637,0.110224, 2.571108
us_000482021,0.110224, 2.702424
us_000483167,0.110224, 2.715072
us_000572133,0.110224, 2.755579
us_000143088,0.110224, 2.763723
pr_000002216,0.091528, 0.000000
pr_000159946,0.091528, 0.000000
us_000483199,0.091528, 0.000000
us_000499821,0.091528, 0.000000
us_000564739,0.091528, 0.000000
us_000513061,0.091528, 0.000000
pr_002153419,0.091528, 0.000011
us_000550952,0.091528, 0.000022
pr_000726970,0.091528, 0.000058
us_000553971,0.091528, 0.000122
us_000500080,0.091528, 0.000552
us_000582748,0.091528, 0.000596
us_000528874,0.091528, 0.000750
us_000571943,0.091528, 0.001004
us_000467152,0.091528, 0.001395
us_000481135,0.091528, 0.001865
us_000250294,0.091528, 0.002530
pr_002178844,0.091528, 0.002706
us_000466108,0.091528, 0.002882
us_000543819,0.091528, 0.003250
us_000387527,0.091528, 0.003766
us_000496673,0.091528, 0.003942
us_000592773,0.091528, 0.004230
us_000473149,0.091528, 0.005472
us_000553109,0.091528, 0.010594
us_000467329,0.091528, 0.011058
us_000558835,0.091528, 0.012558
us_000519621,0.091528, 0.015135
us_000544957,0.091528, 0.016309
us_000596176,0.091528, 0.016612
us_000491526,0.091528, 0.021374
us_000545998,0.091528, 0.043190
us_000474401,0.091528, 0.044419
us_000545544,0.091528, 0.059130
us_000486178,0.091528, 0.064669
us_000543386,0.091528, 0.114632
us_000499453,0.091528, 0.132789
us_000512763,0.091528, 0.237813
us_000498280,0.091528, 0.280581
us_000478175,0.091528, 0.587337
pr_000416917,0.090070, 0.000000
pr_000021577,0.090070, 0.000000
pr_001399190,0.090070, 0.000000
us_000496920,0.090070, 0.000000
pr_000925767,0.090070, 0.000000
us_000519151,0.090070, 0.000000
us_000587231,0.090070, 0.000001
us_000539657,0.090070, 0.000001
us_000518123,0.090070, 0.000003
us_000518750,0.090070, 0.000003
us_000533157,0.090070, 0.000003
us_000523737,0.090070, 0.000003
us_000464976,0.090070, 0.000003
us_000463092,0.090070, 0.000003
us_000459542,0.090070, 0.000003
pr_000584329,0.090070, 0.000004
us_000461596,0.090070, 0.000029
us_000474939,0.090070, 0.000029
us_000541963,0.090070, 0.000029
us_000589005,0.090070, 0.000029
us_000462019,0.090070, 0.000029
us_000458465,0.090070, 0.000029
us_000474850,0.090070, 0.000029
us_000466873,0.090070, 0.000029
us_000459232,0.090070, 0.000029
us_000474048,0.090070, 0.000029
us_000458466,0.090070, 0.000029
us_000468411,0.090070, 0.000029
us_000466300,0.090070, 0.000029
us_000471024,0.090070, 0.000029
us_000467863,0.090070, 0.000029
us_000466508,0.090070, 0.000029
us_000471448,0.090070, 0.000029
us_000467675,0.090070, 0.000029
us_000466386,0.090070, 0.000029
us_000469164,0.090070, 0.000029
us_000467681,0.090070, 0.000029
us_000584604,0.090070, 0.000029
us_000592544,0.090070, 0.000029
us_000592397,0.090070, 0.000029
us_000616636,0.090070, 0.000029
us_000592257,0.090070, 0.000029
pr_001138256,0.090070, 0.000031
pr_001777089,0.090070, 0.000047
pr_001802922,0.090070, 0.000047
us_000513021,0.090070, 0.000050
pr_001801207,0.090070, 0.000055
pr_002121650,0.090070, 0.000055
pr_001785803,0.090070, 0.000063
us_000526716,0.090070, 0.000063
pr_001154845,0.090070, 0.000070
pr_000755813,0.090070, 0.000070
pr_001775771,0.090070, 0.000072
us_000516689,0.090070, 0.000080
pr_002038172,0.090070, 0.000080
pr_001027951,0.090070, 0.000094
us_000465997,0.090070, 0.000098
us_000469738,0.090070, 0.000113
us_000461275,0.090070, 0.000113
us_000141844,0.090070, 0.000117
pr_001780587,0.090070, 0.000129
pr_002042257,0.090070, 0.000134
us_000614329,0.090070, 0.000142
pr_001884201,0.090070, 0.000143
us_000215592,0.090070, 0.000163
us_000531255,0.090070, 0.000167
us_000549940,0.090070, 0.000174
us_000478811,0.090070, 0.000183
us_000488851,0.090070, 0.000202
us_000518193,0.090070, 0.000203
pr_001783692,0.090070, 0.000215
us_000479525,0.090070, 0.000218
us_000596966,0.090070, 0.000226
us_000592444,0.090070, 0.000233
us_000533506,0.090070, 0.000233
us_000500173,0.090070, 0.000233
us_000498889,0.090070, 0.000316
us_000510904,0.090070, 0.000324
us_000525420,0.090070, 0.000330
us_000568223,0.090070, 0.000347
us_000483711,0.090070, 0.000417
us_000512248,0.090070, 0.000441
us_000613316,0.090070, 0.000446
us_000479618,0.090070, 0.000463
us_000524552,0.090070, 0.000533
us_000511120,0.090070, 0.000589
pr_000208930,0.090070, 0.000630
us_000225346,0.090070, 0.000637
us_000534794,0.090070, 0.000738
us_000548458,0.090070, 0.000845
us_000583392,0.090070, 0.000950
us_000476394,0.090070, 0.000970
us_000461962,0.090070, 0.000983
us_000487051,0.090070, 0.001018
us_000508586,0.090070, 0.001018
us_000590931,0.090070, 0.001069
us_000592455,0.090070, 0.001069
us_000460758,0.090070, 0.001102
us_000467812,0.090070, 0.001328
us_000616794,0.090070, 0.001337
us_000591487,0.090070, 0.001437
us_000538336,0.090070, 0.001440
us_000548272,0.090070, 0.001455
us_000508363,0.090070, 0.001483
us_000470400,0.090070, 0.001500
us_000480743,0.090070, 0.001581
us_000393232,0.090070, 0.001674
us_000541751,0.090070, 0.001856
us_000499098,0.090070, 0.001920
us_000530241,0.090070, 0.002009
us_000553361,0.090070, 0.002038
pr_001774601,0.090070, 0.002132
us_000579214,0.090070, 0.002192
us_000494194,0.090070, 0.002348
us_000584481,0.090070, 0.002356
us_000502521,0.090070, 0.002367
us_000511786,0.090070, 0.002415
us_000468063,0.090070, 0.002458
us_000525947,0.090070, 0.002513
us_000503687,0.090070, 0.002530
us_000588989,0.090070, 0.002614
us_000580705,0.090070, 0.002723
us_000498095,0.090070, 0.002913
us_000560989,0.090070, 0.003061
us_000546029,0.090070, 0.003299
us_000479473,0.090070, 0.003546
us_000500243,0.090070, 0.003745
us_000558945,0.090070, 0.003768
us_000517162,0.090070, 0.003770
us_000473652,0.090070, 0.004349
us_000541517,0.090070, 0.005343
us_000508132,0.090070, 0.005701
us_000571407,0.090070, 0.005745
us_000580573,0.090070, 0.005801
us_000505900,0.090070, 0.006175
us_000521473,0.090070, 0.006378
us_000487766,0.090070, 0.006938
us_000509684,0.090070, 0.008220
us_000600173,0.090070, 0.008371
us_000551828,0.090070, 0.008436
us_000480956,0.090070, 0.011969
us_000550178,0.090070, 0.015121
us_000563109,0.090070, 0.015635
us_000561107,0.090070, 0.016918
us_000580502,0.090070, 0.016918
us_000583074,0.090070, 0.016918
us_000596690,0.090070, 0.016918
us_000464386,0.090070, 0.017037
us_000579820,0.090070, 0.017286
us_000470069,0.090070, 0.017612
us_000508028,0.090070, 0.018692
us_000499925,0.090070, 0.019673
us_000525843,0.090070, 0.019887
us_000500903,0.090070, 0.022190
us_000521051,0.090070, 0.022801
us_000027597,0.090070, 0.023207
us_000517450,0.090070, 0.024244
us_000473774,0.090070, 0.024625
us_000506678,0.090070, 0.024854
us_000528006,0.090070, 0.025288
us_000617039,0.090070, 0.027844
us_000568136,0.090070, 0.028889
us_000498404,0.090070, 0.028993
us_000526994,0.090070, 0.029582
us_000533880,0.090070, 0.029878
us_000550675,0.090070, 0.030046
us_000527023,0.090070, 0.032272
us_000517878,0.090070, 0.032291
us_000489336,0.090070, 0.036534
us_000473591,0.090070, 0.036961
us_000587861,0.090070, 0.041871
us_000592560,0.090070, 0.042341
us_000521761,0.090070, 0.051437
us_000562140,0.090070, 0.066025
us_000507744,0.090070, 0.070828
us_000538344,0.090070, 0.073138
us_000545914,0.090070, 0.085027
us_000559135,0.090070, 0.089871
us_000543691,0.090070, 0.092093
us_000480792,0.090070, 0.099396
us_000522564,0.090070, 0.116936
us_000543851,0.090070, 0.143956
us_000549243,0.090070, 0.226650
us_000563118,0.090070, 0.287916
us_000555873,0.090070, 0.333005
us_000425859,0.090070, 0.588824
us_000496383,0.090070, 0.683060
us_000461979,0.088950, 0.000000
us_000532888,0.088950, 0.000000
us_000531600,0.088950, 0.000000
us_000462241,0.088950, 0.000000
us_000479829,0.088950, 0.000000
us_000462245,0.088950, 0.000000
us_000481088,0.088950, 0.000000
us_000489410,0.088950, 0.000000
us_000535508,0.088950, 0.000000
us_000570612,0.088950, 0.000000
us_000495472,0.088950, 0.000000
us_000481075,0.088950, 0.000000
us_000462137,0.088950, 0.000000
us_000461426,0.088950, 0.000000
us_000465534,0.088950, 0.000000
us_000481190,0.088950, 0.000000
us_000531550,0.088950, 0.000000
us_000536509,0.088950, 0.000000
us_000525980,0.088950, 0.000001
us_000525800,0.088950, 0.000001
us_000514187,0.088950, 0.000001
us_000534632,0.088950, 0.000001
us_000479536,0.088950, 0.000001
us_000422016,0.088950, 0.000001
us_000523525,0.088950, 0.000001
us_000541856,0.088950, 0.000001
us_000523913,0.088950, 0.000001
us_000511198,0.088950, 0.000001
us_000527348,0.088950, 0.000001
us_000546738,0.088950, 0.000001
us_000519295,0.088950, 0.000001
us_000509503,0.088950, 0.000001
us_000557321,0.088950, 0.000001
us_000552339,0.088950, 0.000003
us_000528217,0.088950, 0.000003
us_000559657,0.088950, 0.000003
us_000560511,0.088950, 0.000003
us_000545310,0.088950, 0.000004
us_000592418,0.088950, 0.000004
us_000592246,0.088950, 0.000004
us_000560459,0.088950, 0.000004
us_000592212,0.088950, 0.000004
us_000561887,0.088950, 0.000004
us_000524305,0.088950, 0.000004
us_000504925,0.088950, 0.000004
us_000539358,0.088950, 0.000004
us_000508616,0.088950, 0.000004
us_000551321,0.088950, 0.000004
us_000511248,0.088950, 0.000004
us_000500642,0.088950, 0.000006
us_000559436,0.088950, 0.000013
us_000591489,0.088950, 0.000015
us_000561032,0.088950, 0.000015
us_000592412,0.088950, 0.000015
us_000501547,0.088950, 0.000015
pr_000918140,0.088950, 0.000045
us_000534119,0.088950, 0.000050
pr_001660143,0.088950, 0.000058
us_000288838,0.088950, 0.000106
us_000463179,0.088950, 0.000121
us_000486701,0.088950, 0.000250
us_000530361,0.088950, 0.000266
us_000530217,0.088950, 0.000266
us_000569603,0.088950, 0.000373
us_000583826,0.088950, 0.000473
us_000556643,0.088950, 0.000516
us_000586924,0.088950, 0.000525
us_000493838,0.088950, 0.000539
us_000532538,0.088950, 0.000612
us_000515622,0.088950, 0.000627
us_000593770,0.088950, 0.000734
us_000519044,0.088950, 0.000767
pr_001040064,0.088950, 0.000809
us_000538953,0.088950, 0.000863
us_000487177,0.088950, 0.000986
us_000513375,0.088950, 0.001033
us_000522607,0.088950, 0.001035
us_000534961,0.088950, 0.001088
us_000562783,0.088950, 0.001139
us_000564019,0.088950, 0.001211
us_000544618,0.088950, 0.001235
us_000514401,0.088950, 0.001235
us_000517293,0.088950, 0.001235
us_000545558,0.088950, 0.001235
us_000559383,0.088950, 0.001239
us_000532187,0.088950, 0.001249
us_000519110,0.088950, 0.001394
us_000591855,0.088950, 0.001471
us_000522365,0.088950, 0.001590
us_000534759,0.088950, 0.001724
us_000504955,0.088950, 0.001731
us_000487704,0.088950, 0.001740
us_000583914,0.088950, 0.001839
us_000573550,0.088950, 0.001984
us_000464607,0.088950, 0.002587
us_000577681,0.088950, 0.003413
us_000493303,0.088950, 0.003835
us_000587107,0.088950, 0.004304
us_000529649,0.088950, 0.004823
us_000580794,0.088950, 0.005775
us_000593192,0.088950, 0.005793
us_000510430,0.088950, 0.006283
us_000498724,0.088950, 0.007825
us_000503551,0.088950, 0.007856
us_000480679,0.088950, 0.007871
us_000513598,0.088950, 0.008495
us_000148148,0.088950, 0.011641
us_000481133,0.088950, 0.011964
us_000481236,0.088950, 0.014456
us_000547452,0.088950, 0.016023
us_000550695,0.088950, 0.017611
us_000523723,0.088950, 0.017822
us_000538103,0.088950, 0.017986
us_000523565,0.088950, 0.018230
us_000608033,0.088950, 0.018284
us_000600572,0.088950, 0.019531
us_000611342,0.088950, 0.021463
us_000579339,0.088950, 0.022160
us_000579160,0.088950, 0.023122
us_000431116,0.088950, 0.023269
us_000513760,0.088950, 0.024508
us_000571944,0.088950, 0.026295
us_000596144,0.088950, 0.029004
us_000586453,0.088950, 0.036268
us_000550150,0.088950, 0.045015
us_000472455,0.088950, 0.050919
us_000485280,0.088950, 0.051443
us_000594684,0.088950, 0.054916
us_000495479,0.088950, 0.058360
us_000583838,0.088950, 0.077368
us_000591785,0.088950, 0.086663
us_000494786,0.088950, 0.087406
us_000572942,0.088950, 0.226541
us_000468511,0.088950, 0.383742
us_000494246,0.088950, 0.554778
us_000537448,0.088950, 0.791288
us_000590988,0.088950, 1.357762
us_000494442,0.088950, 4.482062
us_000578981,0.088950, 4.484226
us_000494291,0.088950, 4.742535
