Product ID : 2132 # of JPs covered : 1 : 332 : Bankruptcy-Reorganization, 
us_000511857,0.562352, 0.000095
pr_001403560,0.562352, 0.000103
us_000590222,0.562352, 0.000118
pr_001085899,0.562352, 0.000133
us_000581499,0.562352, 0.000175
pr_001098621,0.562352, 0.000235
pr_000410075,0.562352, 0.000258
us_000588325,0.562352, 0.000515
us_000555876,0.562352, 0.000619
us_000606431,0.562352, 0.000705
us_000598747,0.562352, 0.000735
us_000558078,0.562352, 0.000908
us_000588931,0.562352, 0.001353
us_000591421,0.562352, 0.001739
us_000591062,0.562352, 0.002105
us_000595152,0.562352, 0.002994
us_000557251,0.562352, 0.004607
us_000582132,0.562352, 0.009002
us_000144573,0.562352, 0.010435
us_000542698,0.562352, 0.010629
us_000496250,0.562352, 6.419337
us_000532795,0.562352, 7.006156
us_000589358,0.562352, 8.812871
us_000536695,0.562352, 9.275600
us_000536478,0.562352, 9.304485
us_000514227,0.562352, 9.450528
us_000496340,0.562352, 9.840022
us_000536638,0.562352, 9.885546
us_000536392,0.562352, 10.219716
us_000540035,0.561301, 0.000000
pr_000651906,0.561301, 0.000002
us_000512920,0.561301, 0.000019
pr_001149774,0.561301, 0.000088
us_000501143,0.561301, 0.000103
us_000498349,0.561301, 0.000103
us_000502654,0.561301, 0.000103
pr_000903050,0.561301, 0.000117
pr_001806616,0.561301, 0.000128
pr_000930785,0.561301, 0.000151
pr_000874577,0.561301, 0.000151
pr_001134915,0.561301, 0.000154
pr_002077351,0.561301, 0.000154
pr_001961003,0.561301, 0.000154
pr_001029050,0.561301, 0.000246
pr_000627459,0.561301, 0.000430
us_000500588,0.561301, 0.000507
us_000522052,0.561301, 0.000673
us_000610450,0.561301, 0.000689
us_000594830,0.561301, 0.000693
us_000612430,0.561301, 0.000733
pr_000756997,0.561301, 0.001035
us_000588669,0.561301, 0.001129
us_000577052,0.561301, 0.001609
us_000610119,0.561301, 0.002575
us_000609931,0.561301, 0.002576
us_000609127,0.561301, 0.002666
us_000614799,0.561301, 0.003224
us_000555086,0.561301, 0.003426
us_000609010,0.561301, 0.004445
pr_002230237,0.561301, 0.007885
us_000552066,0.561301, 0.012105
us_000607956,0.561301, 0.061227
us_000601185,0.561301, 0.080645
us_000531682,0.561301, 2.149151
us_000523277,0.561301, 2.308396
us_000532872,0.561301, 2.335972
us_000504410,0.561301, 2.907133
pr_001637190,0.512341, 0.000013
pr_000772622,0.512341, 0.000023
us_000546161,0.512341, 0.006264
us_000581639,0.512341, 0.720689
us_000578638,0.512341, 0.761491
us_000461161,0.512341, 0.869016
us_000221800,0.512341, 0.960359
us_000496722,0.512341, 0.961078
us_000469501,0.512341, 0.971807
us_000478115,0.512341, 0.972462
us_000458755,0.512341, 0.990849
us_000525022,0.512341, 1.021278
us_000520665,0.512341, 1.028084
us_000520787,0.512341, 1.028770
us_000536802,0.512341, 1.052384
us_000565044,0.512341, 1.062014
us_000567783,0.512341, 1.068920
us_000537220,0.512341, 1.074553
us_000466523,0.512341, 1.075108
us_000458879,0.512341, 1.085891
us_000565275,0.512341, 1.092306
us_000559894,0.512341, 1.096520
us_000560466,0.512341, 1.102984
us_000473407,0.512341, 1.103843
us_000486018,0.512341, 1.110074
us_000458725,0.512341, 1.122122
us_000520764,0.512341, 1.122598
us_000469984,0.512341, 1.123882
us_000599529,0.512341, 1.140847
us_000460760,0.512341, 1.149493
us_000558868,0.512341, 1.151666
us_000539855,0.512341, 1.153345
us_000509749,0.512341, 1.159654
us_000508127,0.512341, 1.160352
us_000357466,0.512341, 1.161075
us_000532157,0.512341, 1.162346
us_000460677,0.512341, 1.163531
us_000484537,0.512341, 1.164572
us_000484263,0.512341, 1.166882
us_000075876,0.512341, 1.169103
us_000477103,0.512341, 1.170804
us_000508045,0.512341, 1.172826
us_000524829,0.512341, 1.181015
us_000470845,0.512341, 1.184026
us_000037689,0.512341, 1.185628
us_000501312,0.512341, 1.187454
us_000035121,0.512341, 1.190061
us_000460555,0.512341, 1.190940
us_000468230,0.512341, 1.191609
us_000460644,0.512341, 1.191609
us_000466231,0.512341, 1.192764
us_000467604,0.512341, 1.193023
us_000525190,0.512341, 1.193212
us_000461909,0.512341, 1.194513
us_000532121,0.512341, 1.195192
us_000492193,0.512341, 1.195845
us_000524219,0.512341, 1.196734
us_000510366,0.512341, 1.198571
us_000560193,0.512341, 1.198659
us_000477433,0.512341, 1.200876
us_000554164,0.512341, 1.203765
us_000519661,0.512341, 1.204351
us_000591267,0.512341, 1.204564
us_000508019,0.512341, 1.205449
us_000477386,0.512341, 1.205842
us_000465447,0.512341, 1.209438
us_000493186,0.512341, 1.211470
us_000524070,0.512341, 1.212799
us_000563179,0.512341, 1.213598
us_000250402,0.512341, 1.213999
us_000493321,0.512341, 1.215017
us_000558108,0.512341, 1.215568
us_000464724,0.512341, 1.215742
us_000488066,0.512341, 1.216146
us_000462714,0.512341, 1.217476
us_000547144,0.512341, 1.217799
us_000557835,0.512341, 1.218030
us_000465782,0.512341, 1.218413
us_000483406,0.512341, 1.218540
us_000503925,0.512341, 1.218940
us_000593122,0.512341, 1.219117
us_000470006,0.512341, 1.220335
us_000598351,0.512341, 1.220359
us_000469183,0.512341, 1.221103
us_000489348,0.512341, 1.221103
us_000483445,0.512341, 1.222417
us_000541024,0.512341, 1.223418
us_000464245,0.512341, 1.223857
us_000464322,0.512341, 1.223857
us_000463057,0.512341, 1.223857
us_000581536,0.512341, 1.224776
us_000464338,0.512341, 1.225463
us_000039098,0.512341, 1.226971
us_000461274,0.512341, 1.227483
us_000470881,0.512341, 1.227483
us_000146034,0.512341, 1.227483
us_000466526,0.512341, 1.227483
us_000183589,0.512341, 1.227483
us_000524157,0.512341, 1.227483
us_000460037,0.512341, 1.227483
us_000448960,0.512341, 1.227483
us_000467468,0.512341, 1.227483
us_000463594,0.512341, 1.227483
us_000007901,0.512341, 1.227483
us_000515886,0.512341, 1.227835
us_000466909,0.512341, 1.228430
us_000484977,0.512341, 1.228874
us_000465016,0.512341, 1.229801
us_000522934,0.512341, 1.230076
us_000471227,0.512341, 1.230193
us_000433303,0.512341, 1.230876
us_000581766,0.512341, 1.232983
us_000495949,0.512341, 1.233128
us_000606268,0.512341, 1.233238
us_000523948,0.512341, 1.233852
us_000460697,0.512341, 1.234762
us_000460702,0.512341, 1.234762
us_000519783,0.512341, 1.235504
us_000126775,0.512341, 1.236264
us_000557573,0.512341, 1.236673
us_000614415,0.512341, 1.236976
us_000594188,0.512341, 1.236976
us_000592628,0.512341, 1.239098
us_000498429,0.512341, 1.239593
us_000581135,0.512341, 1.239859
us_000544330,0.512341, 1.240000
us_000570579,0.512341, 1.240249
us_000562347,0.512341, 1.241360
us_000468546,0.512341, 1.241965
us_000514474,0.512341, 1.241990
us_000266336,0.512341, 1.242075
us_000607470,0.512341, 1.242156
us_000424315,0.512341, 1.243227
us_000583194,0.512341, 1.243446
us_000585804,0.512341, 1.243446
us_000527893,0.512341, 1.243446
us_000573723,0.512341, 1.246357
us_000548786,0.512341, 1.246376
us_000523880,0.512341, 1.246901
us_000503524,0.512341, 1.248401
us_000515367,0.512341, 1.248611
us_000606886,0.512341, 1.248849
us_000105060,0.512341, 1.249207
us_000525038,0.512341, 1.249423
us_000468560,0.512341, 1.249988
us_000529182,0.512341, 1.250425
us_000469105,0.512341, 1.251916
us_000575488,0.512341, 1.252044
us_000585938,0.512341, 1.252640
us_000495406,0.512341, 1.254405
us_000510207,0.512341, 1.255452
us_000471079,0.512341, 1.256805
us_000459939,0.512341, 1.256805
us_000034789,0.512341, 1.256805
us_000562376,0.512341, 1.256951
us_000189085,0.512341, 1.257132
us_000474999,0.512341, 1.258746
us_000527106,0.512341, 1.258821
us_000615979,0.512341, 1.259678
us_000548475,0.512341, 1.259801
us_000548486,0.512341, 1.259801
us_000463718,0.512341, 1.260510
us_000473424,0.512341, 1.260510
us_000464260,0.512341, 1.260510
us_000547738,0.512341, 1.260510
us_000470945,0.512341, 1.260510
us_000464262,0.512341, 1.260510
us_000026434,0.512341, 1.260510
us_000525665,0.512341, 1.261553
us_000492754,0.512341, 1.262315
us_000524568,0.512341, 1.262827
us_000473453,0.512341, 1.263169
us_000528158,0.512341, 1.263608
us_000479637,0.512341, 1.263865
us_000548047,0.512341, 1.264197
us_000461845,0.512341, 1.264222
us_000527643,0.512341, 1.264222
us_000527772,0.512341, 1.264222
us_000463283,0.512341, 1.264222
us_000527372,0.512341, 1.264222
us_000462220,0.512341, 1.264222
us_000586159,0.512341, 1.264275
us_000567075,0.512341, 1.264520
us_000572321,0.512341, 1.264749
us_000489851,0.512341, 1.265134
us_000490409,0.512341, 1.265907
us_000498461,0.512341, 1.266560
us_000532613,0.512341, 1.267096
us_000572752,0.512341, 1.267304
us_000616113,0.512341, 1.267382
us_000495243,0.512341, 1.267448
us_000470544,0.512341, 1.267656
us_000555185,0.512341, 1.268230
us_000477319,0.512341, 1.268439
us_000588207,0.512341, 1.268439
us_000573118,0.512341, 1.268548
us_000577849,0.512341, 1.268764
us_000469779,0.512341, 1.269553
us_000508370,0.512341, 1.271199
us_000509288,0.512341, 1.271455
us_000573749,0.512341, 1.271455
us_000607409,0.512341, 1.271455
us_000525885,0.512341, 1.271455
us_000524814,0.512341, 1.271455
us_000470352,0.512341, 1.271665
us_000467194,0.512341, 1.271674
us_000460708,0.512341, 1.271674
us_000460686,0.512341, 1.271674
us_000482998,0.512341, 1.273993
us_000586311,0.512341, 1.274044
us_000539719,0.512341, 1.274151
us_000571005,0.512341, 1.274424
us_000548487,0.512341, 1.275413
us_000548476,0.512341, 1.275413
us_000548478,0.512341, 1.275413
us_000022483,0.512341, 1.275904
us_000477573,0.512341, 1.276596
us_000475030,0.512341, 1.277103
us_000599558,0.512341, 1.277194
us_000488231,0.512341, 1.277197
us_000522856,0.512341, 1.277540
us_000476886,0.512341, 1.277793
us_000512578,0.512341, 1.278028
us_000585870,0.512341, 1.278223
us_000592247,0.512341, 1.278223
us_000530117,0.512341, 1.278223
us_000592933,0.512341, 1.278223
us_000493682,0.512341, 1.278624
us_000475027,0.512341, 1.279160
us_000501577,0.512341, 1.280074
us_000605651,0.512341, 1.280592
us_000509496,0.512341, 1.281204
us_000462503,0.512341, 1.281914
us_000547147,0.512341, 1.281914
us_000558287,0.512341, 1.281914
us_000561436,0.512341, 1.281914
us_000571252,0.512341, 1.282905
us_000369840,0.512341, 1.282916
us_000556914,0.512341, 1.282916
us_000465570,0.512341, 1.282916
us_000464636,0.512341, 1.282916
us_000465575,0.512341, 1.282916
us_000470154,0.512341, 1.282916
us_000613302,0.512341, 1.283641
us_000463680,0.512341, 1.284072
us_000490717,0.512341, 1.284073
us_000545366,0.512341, 1.284804
us_000585557,0.512341, 1.286214
us_000606627,0.512341, 1.286214
us_000607414,0.512341, 1.286214
us_000467369,0.512341, 1.286214
us_000474212,0.512341, 1.287040
us_000466925,0.512341, 1.288123
us_000596503,0.512341, 1.288424
us_000601087,0.512341, 1.288992
us_000597937,0.512341, 1.290426
us_000597224,0.512341, 1.290426
us_000513444,0.512341, 1.290508
us_000547647,0.512341, 1.291534
us_000598357,0.512341, 1.292334
us_000601700,0.512341, 1.292685
us_000493723,0.512341, 1.292808
us_000517010,0.512341, 1.292895
us_000501495,0.512341, 1.293313
us_000576396,0.512341, 1.293839
us_000489426,0.512341, 1.295115
us_000474408,0.512341, 1.295876
us_000487026,0.512341, 1.297566
us_000594113,0.512341, 1.300111
us_000584178,0.512341, 1.300645
us_000573420,0.512341, 1.305415
us_000527547,0.512341, 1.307057
us_000595032,0.512341, 1.310979
us_000468640,0.512341, 1.317573
us_000154679,0.512341, 1.320956
us_000494241,0.512341, 1.321177
us_000580464,0.512341, 1.335240
us_000514135,0.512341, 1.354622
us_000597249,0.512341, 1.373685
us_000510358,0.512341, 1.432350
us_000489133,0.512341, 1.449465
us_000560769,0.512341, 1.468956
us_000508947,0.512341, 1.676310
us_000498675,0.512341, 1.869383
us_000460197,0.512341, 1.884724
us_000459753,0.512341, 2.113341
us_000463710,0.512341, 2.266721
us_000526748,0.512341, 2.691897
us_000501808,0.512044, 0.000003
us_000539417,0.512044, 0.000003
us_000503080,0.512044, 0.000003
us_000518982,0.512044, 0.000003
us_000601247,0.512044, 0.000003
us_000598764,0.512044, 0.000003
pr_000828228,0.512044, 0.000005
us_000597742,0.512044, 0.000013
us_000609472,0.512044, 0.000013
us_000516968,0.512044, 0.000015
us_000532921,0.512044, 0.000017
us_000598467,0.512044, 0.000040
pr_000831746,0.512044, 0.000045
us_000613346,0.512044, 0.000072
us_000465526,0.512044, 0.000387
us_000498221,0.512044, 0.000508
us_000579303,0.512044, 0.001258
us_000311920,0.512044, 0.001991
us_000575564,0.512044, 0.011292
us_000533629,0.512044, 0.018553
us_000478465,0.512044, 0.043173
us_000536132,0.512044, 0.285793
us_000159564,0.512044, 0.481652
pr_001134140,0.448719, 0.000010
us_000565772,0.448719, 0.000080
us_000577324,0.448719, 0.000346
us_000496810,0.448719, 0.889931
us_000520819,0.448719, 0.894253
us_000526812,0.448719, 0.904171
us_000500022,0.448719, 0.967846
us_000498316,0.448719, 1.014579
us_000501941,0.448719, 1.035804
us_000550045,0.448719, 1.058737
us_000459465,0.448719, 1.059079
us_000509279,0.448719, 1.065088
us_000528042,0.448719, 1.066931
us_000527392,0.448719, 1.072898
us_000475582,0.448719, 1.086509
us_000580026,0.448719, 1.087365
us_000399226,0.448719, 1.088376
us_000508473,0.448719, 1.113813
us_000481484,0.448719, 1.116206
us_000505267,0.448719, 1.119665
us_000567047,0.448719, 1.120476
us_000438146,0.448719, 1.121168
us_000503418,0.448719, 1.128473
us_000511142,0.448719, 1.129150
us_000191199,0.448719, 1.131637
us_000212805,0.448719, 1.137548
us_000483440,0.448719, 1.144295
us_000494876,0.448719, 1.147794
us_000539818,0.448719, 1.154995
us_000582646,0.448719, 1.155615
us_000527628,0.448719, 1.155805
us_000582979,0.448719, 1.159433
us_000004996,0.448719, 1.159882
us_000475786,0.448719, 1.163519
us_000509180,0.448719, 1.164991
us_000607837,0.448719, 1.166407
us_000526700,0.448719, 1.169172
us_000145978,0.448719, 1.169172
us_000463213,0.448719, 1.169172
us_000398516,0.448719, 1.177506
us_000072613,0.448719, 1.183463
us_000558270,0.448719, 1.183627
us_000469140,0.448719, 1.187215
us_000490987,0.448719, 1.187784
us_000476002,0.448719, 1.189080
us_000503541,0.448719, 1.191627
us_000409898,0.448719, 1.192942
us_000520565,0.448719, 1.193109
us_000471068,0.448719, 1.194457
us_000469879,0.448719, 1.197689
us_000474614,0.448719, 1.197689
us_000508317,0.448719, 1.198863
us_000459958,0.448719, 1.199293
us_000525869,0.448719, 1.200612
us_000510485,0.448719, 1.206570
us_000160893,0.448719, 1.207981
us_000527991,0.448719, 1.216794
us_000210473,0.448719, 1.221497
us_000526877,0.448719, 1.227306
us_000113224,0.448719, 1.230316
us_000528119,0.448719, 1.230316
us_000524484,0.448719, 1.239358
us_000491068,0.448719, 1.255615
us_000145277,0.448719, 1.260485
us_000578556,0.448719, 1.275457
us_000556005,0.344478, 0.000000
us_000561867,0.344478, 0.000000
us_000583571,0.344478, 0.000000
us_000609869,0.344478, 0.000000
us_000587702,0.344478, 0.000000
us_000614230,0.344478, 0.000000
us_000594589,0.344478, 0.000000
us_000564486,0.344478, 0.000000
us_000608585,0.344478, 0.000000
us_000571941,0.344478, 0.000000
us_000526673,0.344478, 0.000000
us_000514465,0.344478, 0.000000
us_000615324,0.344478, 0.000000
us_000520659,0.344478, 0.000000
us_000518872,0.344478, 0.000000
us_000510383,0.344478, 0.000000
us_000557045,0.344478, 0.000000
us_000483302,0.344478, 0.000000
us_000566511,0.344478, 0.000000
us_000480554,0.344478, 0.000000
us_000484897,0.344478, 0.000000
us_000568936,0.344478, 0.000000
us_000481478,0.344478, 0.000000
pr_001198356,0.344478, 0.000000
us_000459965,0.344478, 0.000000
us_000561609,0.344478, 0.000000
pr_000512936,0.344478, 0.000001
pr_000553708,0.344478, 0.000001
pr_000525022,0.344478, 0.000001
us_000566717,0.344478, 0.000005
us_000488177,0.344478, 0.000005
us_000555845,0.344478, 0.000005
pr_000547930,0.344478, 0.000006
pr_001159357,0.344478, 0.000006
us_000590277,0.344478, 0.000007
us_000566916,0.344478, 0.000008
us_000558506,0.344478, 0.000008
us_000589284,0.344478, 0.000015
us_000582837,0.344478, 0.000240
us_000596575,0.344478, 0.000686
us_000609144,0.344478, 0.000794
us_000584686,0.344478, 0.000828
us_000617081,0.344478, 0.000863
us_000579349,0.344478, 0.001431
us_000599987,0.344478, 0.001849
us_000599695,0.344478, 0.001849
us_000572177,0.344478, 0.002521
us_000549376,0.344478, 0.003183
us_000598769,0.344478, 0.003353
us_000584434,0.344478, 0.004975
us_000501268,0.344478, 0.007158
us_000523697,0.344478, 0.016723
us_000580430,0.344478, 0.030038
us_000496334,0.344478, 0.048682
us_000468274,0.344478, 4.406743
us_000553362,0.344478, 4.538523
us_000523992,0.344478, 5.194504
us_000547588,0.344478, 5.391441
us_000539626,0.344478, 6.676672
us_000535163,0.344478, 6.939778
us_000460249,0.344478, 7.183022
us_000524201,0.344478, 7.585209
us_000553375,0.344478, 8.848219
us_000484293,0.337905, 0.000000
pr_002172150,0.337905, 0.000001
pr_002082188,0.337905, 0.000001
pr_001932738,0.337905, 0.000001
pr_002082090,0.337905, 0.000001
pr_001089187,0.337905, 0.000007
pr_001606541,0.337905, 0.000015
pr_001394138,0.337905, 0.000017
pr_002112465,0.337905, 0.000017
pr_000968793,0.337905, 0.000031
pr_001085885,0.337905, 0.000031
us_000462722,0.337905, 0.000163
us_000581909,0.337905, 0.000334
us_000471706,0.337905, 0.000334
us_000614657,0.337905, 0.000334
us_000471717,0.337905, 0.000334
pr_000929264,0.337905, 0.000573
us_000466010,0.337905, 0.002018
us_000469720,0.337905, 0.003160
us_000529569,0.337905, 0.018168
us_000495162,0.337905, 0.065865
us_000497186,0.337905, 0.074368
us_000487499,0.337905, 0.986302
us_000484333,0.337905, 1.172160
us_000332177,0.337905, 1.267356
us_000477854,0.337905, 1.307923
us_000477704,0.337905, 1.359087
us_000528739,0.306969, 0.000000
us_000542750,0.306969, 0.000000
us_000565681,0.306969, 0.000000
pr_000420566,0.306969, 0.000000
us_000466009,0.306969, 0.000000
us_000501913,0.306969, 0.000000
us_000550260,0.306969, 0.000000
us_000489486,0.306969, 0.000000
pr_000938572,0.306969, 0.000000
us_000589529,0.306969, 0.000001
pr_000427914,0.306969, 0.000001
pr_000448576,0.306969, 0.000001
pr_000787365,0.306969, 0.000001
pr_000419005,0.306969, 0.000001
pr_000586759,0.306969, 0.000002
pr_000018436,0.306969, 0.000002
us_000474481,0.306969, 0.000003
pr_000588158,0.306969, 0.000003
us_000551971,0.306969, 0.000004
pr_000083349,0.306969, 0.000006
pr_001397434,0.306969, 0.000006
pr_000895474,0.306969, 0.000006
pr_002190567,0.306969, 0.000006
pr_000863533,0.306969, 0.000006
pr_000844399,0.306969, 0.000006
pr_000843091,0.306969, 0.000006
pr_000668727,0.306969, 0.000006
pr_000496433,0.306969, 0.000006
pr_000887621,0.306969, 0.000006
pr_000695599,0.306969, 0.000006
pr_000707098,0.306969, 0.000006
pr_000706852,0.306969, 0.000006
pr_000690558,0.306969, 0.000006
pr_000990121,0.306969, 0.000006
pr_000731922,0.306969, 0.000006
pr_001768136,0.306969, 0.000006
pr_002133050,0.306969, 0.000006
pr_000854761,0.306969, 0.000006
pr_000823576,0.306969, 0.000006
pr_000707549,0.306969, 0.000006
pr_000995488,0.306969, 0.000006
pr_001826522,0.306969, 0.000006
pr_000584981,0.306969, 0.000006
pr_000823640,0.306969, 0.000006
pr_000445991,0.306969, 0.000006
pr_001723258,0.306969, 0.000006
pr_001735668,0.306969, 0.000006
pr_001037123,0.306969, 0.000006
pr_000979111,0.306969, 0.000006
pr_000977622,0.306969, 0.000006
pr_000736763,0.306969, 0.000006
pr_000850003,0.306969, 0.000006
pr_000725633,0.306969, 0.000006
pr_002213544,0.306969, 0.000006
pr_000729868,0.306969, 0.000006
pr_000653725,0.306969, 0.000007
pr_000726267,0.306969, 0.000007
pr_001659033,0.306969, 0.000008
pr_000653944,0.306969, 0.000009
us_000471038,0.306969, 0.000011
pr_000995077,0.306969, 0.000013
pr_000443375,0.306969, 0.000013
us_000531754,0.306969, 0.000013
pr_000416065,0.306969, 0.000015
pr_000323234,0.306969, 0.000015
us_000470134,0.306969, 0.000020
us_000573556,0.306969, 0.000022
us_000591200,0.306969, 0.000022
us_000588310,0.306969, 0.000022
us_000614082,0.306969, 0.000022
us_000616746,0.306969, 0.000022
us_000578427,0.306969, 0.000022
us_000613807,0.306969, 0.000022
us_000616757,0.306969, 0.000022
pr_001913795,0.306969, 0.000022
pr_000004851,0.306969, 0.000027
pr_000440160,0.306969, 0.000032
pr_000159256,0.306969, 0.000032
pr_000440433,0.306969, 0.000032
pr_000308158,0.306969, 0.000032
pr_000907820,0.306969, 0.000035
pr_001659278,0.306969, 0.000037
pr_001940965,0.306969, 0.000038
pr_001807462,0.306969, 0.000038
us_000613205,0.306969, 0.000042
us_000613444,0.306969, 0.000042
us_000293188,0.306969, 0.000049
us_000527014,0.306969, 0.000063
pr_000668099,0.306969, 0.000063
pr_000664342,0.306969, 0.000076
pr_002145620,0.306969, 0.000076
pr_001007869,0.306969, 0.000076
pr_000829832,0.306969, 0.000076
pr_001926527,0.306969, 0.000076
pr_001014782,0.306969, 0.000078
pr_000735769,0.306969, 0.000078
pr_001020107,0.306969, 0.000081
us_000604513,0.306969, 0.000085
pr_001982513,0.306969, 0.000092
us_000576467,0.306969, 0.000095
us_000576466,0.306969, 0.000095
us_000527704,0.306969, 0.000131
us_000566659,0.306969, 0.000131
us_000478607,0.306969, 0.000138
pr_000260145,0.306969, 0.000146
us_000477088,0.306969, 0.000168
pr_000709150,0.306969, 0.000201
pr_000953170,0.306969, 0.000253
pr_000990719,0.306969, 0.000276
pr_002164897,0.306969, 0.000291
pr_001905643,0.306969, 0.000291
pr_001910062,0.306969, 0.000291
pr_001819578,0.306969, 0.000291
us_000524768,0.306969, 0.000310
pr_000567740,0.306969, 0.000331
pr_000428022,0.306969, 0.000434
pr_000983438,0.306969, 0.000450
us_000496163,0.306969, 0.000505
us_000565522,0.306969, 2.197837
us_000498034,0.306969, 2.230567
us_000498032,0.306969, 2.344376
pr_000006707,0.304697, 0.000000
pr_000597583,0.304697, 0.000000
us_000554939,0.304697, 0.000100
us_000461633,0.304697, 0.000164
us_000567106,0.304697, 0.000209
pr_000412083,0.304697, 0.000499
us_000538437,0.304697, 0.038790
us_000476146,0.304697, 1.215634
us_000485864,0.304697, 1.261183
us_000489213,0.304697, 1.314387
us_000474355,0.304697, 1.375535
us_000521298,0.304697, 1.404043
us_000528134,0.304697, 1.411857
us_000485855,0.304697, 1.424424
us_000480632,0.304697, 1.439389
us_000486369,0.304697, 1.481342
us_000471399,0.304697, 1.484350
us_000489681,0.304697, 1.583670
us_000483456,0.304697, 1.604386
us_000486122,0.304697, 1.617206
us_000485918,0.304697, 1.646315
us_000490370,0.304697, 1.661593
us_000498309,0.304697, 1.664123
us_000523908,0.304697, 1.670020
us_000536592,0.304697, 1.673073
us_000528046,0.304697, 1.676288
us_000483304,0.304697, 1.686363
us_000473673,0.304697, 1.687984
us_000484651,0.304697, 1.693683
us_000487269,0.304697, 1.693815
us_000533910,0.304697, 1.696817
us_000529063,0.304697, 1.719229
us_000496506,0.304697, 1.730417
us_000497972,0.304697, 1.733462
us_000485911,0.304697, 1.735494
us_000492903,0.304697, 1.735935
us_000543680,0.304697, 1.741374
us_000486238,0.304697, 1.755137
us_000218926,0.304697, 1.776257
us_000493768,0.304697, 1.791775
us_000487974,0.304697, 1.800810
us_000535852,0.304697, 1.803787
us_000475271,0.304697, 1.804851
us_000493403,0.304697, 1.806105
us_000502340,0.304697, 1.812446
us_000500881,0.304697, 1.823745
us_000486484,0.304697, 1.828778
us_000535882,0.304697, 1.828778
us_000485571,0.304697, 1.828778
us_000489601,0.304697, 1.837782
us_000507434,0.304697, 1.841290
us_000490810,0.304697, 1.858664
us_000227271,0.304697, 1.866398
us_000485859,0.304697, 1.867802
us_000559908,0.304697, 1.868652
us_000485903,0.304697, 1.868854
us_000475179,0.304697, 1.872872
us_000492938,0.304697, 1.873896
us_000489518,0.304697, 1.880681
us_000529108,0.304697, 1.881732
us_000484832,0.304697, 1.881733
us_000513508,0.304697, 1.896798
us_000489085,0.304697, 1.903688
us_000485772,0.304697, 1.938977
us_000484855,0.256198, 0.000000
us_000490760,0.256198, 0.000000
us_000493502,0.256198, 0.000000
pr_000078881,0.256198, 0.000001
pr_001064456,0.256198, 0.000001
pr_000770246,0.256198, 0.000002
pr_001108023,0.256198, 0.000009
us_000498292,0.256198, 0.000012
pr_000620298,0.256198, 0.000016
pr_000748050,0.256198, 0.000026
pr_000293577,0.256198, 0.000026
pr_002130604,0.256198, 0.000057
pr_000620186,0.256198, 0.000057
pr_000294246,0.256198, 0.000100
pr_000199778,0.256198, 0.000216
us_000520513,0.256198, 0.000318
pr_000828624,0.256198, 0.000343
us_000504645,0.256198, 0.000351
pr_002184349,0.256198, 0.001188
us_000558504,0.256198, 0.016236
us_000572232,0.256198, 0.046967
us_000566899,0.256198, 0.062572
us_000560063,0.256198, 0.618205
us_000579707,0.256198, 0.647647
us_000485952,0.256198, 0.664130
us_000486155,0.256198, 0.667454
us_000464633,0.256198, 0.667931
us_000591851,0.256198, 0.673551
us_000512297,0.256198, 0.691347
us_000467927,0.256198, 0.696758
us_000276236,0.256198, 0.701831
us_000526265,0.256198, 0.719038
us_000563171,0.256198, 0.723081
us_000557923,0.256198, 0.723569
us_000475834,0.256198, 0.738308
us_000464370,0.256198, 0.738322
us_000601275,0.256198, 0.741227
us_000459924,0.256198, 0.744011
us_000520136,0.256198, 0.744208
us_000579537,0.256198, 0.748109
us_000560536,0.256198, 0.749009
us_000515347,0.256198, 0.752606
us_000467318,0.256198, 0.757256
us_000114604,0.256198, 0.760080
us_000193290,0.256198, 0.760638
us_000460174,0.256198, 0.762370
us_000573440,0.256198, 0.764286
us_000518001,0.256198, 0.767458
us_000475838,0.256198, 0.768868
us_000561238,0.256198, 0.774629
us_000475901,0.256198, 0.776828
us_000573538,0.256198, 0.777753
us_000390948,0.256198, 0.777842
us_000501356,0.256198, 0.780804
us_000466998,0.256198, 0.781643
us_000476283,0.256198, 0.782738
us_000174958,0.256198, 0.785114
us_000576828,0.256198, 0.785339
us_000001575,0.256198, 0.785920
us_000482975,0.256198, 0.786028
us_000509494,0.256198, 0.786386
us_000593134,0.256198, 0.788576
us_000590450,0.256198, 0.789495
us_000576829,0.256198, 0.790421
us_000587318,0.256198, 0.790938
us_000590317,0.256198, 0.792555
us_000497341,0.256198, 0.794462
us_000585381,0.256198, 0.797469
us_000615582,0.256198, 0.798443
us_000485684,0.256198, 0.798443
us_000466080,0.256198, 0.805122
us_000480546,0.256198, 0.806511
us_000487207,0.256198, 0.808709
us_000475703,0.256198, 0.809441
us_000581304,0.256198, 0.809683
us_000466371,0.256198, 0.814296
us_000500168,0.256198, 0.814661
us_000469946,0.256198, 0.818707
us_000506490,0.256198, 0.824176
us_000475814,0.256198, 0.824802
us_000500406,0.256198, 0.855146
us_000598377,0.256198, 0.877403
us_000591067,0.256198, 1.095220
pr_000914102,0.245188, 0.000000
pr_002050949,0.245188, 0.000000
pr_001806161,0.245188, 0.000000
us_000480897,0.245188, 1.012379
us_000585921,0.245188, 1.079944
us_000464216,0.245188, 1.084240
us_000483952,0.245188, 1.115047
us_000481404,0.245188, 1.115364
us_000548351,0.245188, 1.124931
us_000532185,0.245188, 1.168037
us_000575076,0.245188, 1.168596
