Product ID : 7842 # of JPs covered : 1 : 435 : Tax Prep-Pass-Through-Planning, 
us_000508816,0.430871,0.000039
us_000614249,0.430871,0.002513
us_000486910,0.430871,0.002564
us_000571184,0.430871,0.004857
us_000614271,0.430871,0.007550
us_000573710,0.430871,0.012667
us_000603325,0.430871,0.046548
us_000603408,0.430871,0.046710
us_000603244,0.430871,0.046718
us_000528622,0.430871,0.047333
us_000620643,0.430871,0.050060
us_000604686,0.430871,0.052076
us_000604996,0.430871,0.052652
us_000538529,0.430871,0.054191
us_000580759,0.430871,0.055390
us_000561640,0.430871,0.055715
us_000602224,0.430871,0.056428
us_000483448,0.430871,0.056719
us_000517766,0.430871,0.056743
us_000522962,0.430871,0.058180
us_000507473,0.430871,0.058263
us_000562922,0.430871,0.059019
us_000614718,0.430871,0.059536
us_000622607,0.430871,0.059987
us_000529613,0.430871,0.060083
us_000589860,0.430871,0.060283
us_000580708,0.430871,0.060338
us_000620389,0.430871,0.061092
us_000561667,0.430871,0.061098
us_000560163,0.430871,0.061522
us_000621345,0.430871,0.061536
us_000540977,0.430871,0.061720
us_000593286,0.430871,0.061829
us_000532738,0.430871,0.061981
us_000621437,0.430871,0.062432
us_000621448,0.430871,0.062554
us_000621439,0.430871,0.062555
us_000526267,0.430871,0.062570
us_000539120,0.430871,0.062942
us_000526209,0.430871,0.063264
us_000530913,0.430871,0.063468
us_000554579,0.430871,0.063884
us_000621040,0.430871,0.063931
us_000554580,0.430871,0.063938
us_000620825,0.430871,0.063938
us_000554587,0.430871,0.064166
us_000578832,0.430871,0.064176
us_000556861,0.430871,0.064441
us_000554626,0.430871,0.064445
us_000564416,0.430871,0.064877
us_000568377,0.430871,0.064999
us_000571101,0.430871,0.065446
us_000564495,0.430871,0.065632
us_000620914,0.430871,0.065702
us_000620901,0.430871,0.065710
us_000614593,0.430871,0.065905
us_000608687,0.430871,0.066987
us_000508497,0.430871,0.067747
us_000508507,0.430871,0.067850
us_000620031,0.430871,0.068280
us_000608624,0.430871,0.068570
us_000620230,0.430871,0.068651
us_000608348,0.430871,0.068804
us_000562968,0.430871,0.069718
us_000591066,0.430871,0.082278
us_000505051,0.430871,0.083498
us_000554585,0.430871,0.086987
us_000554434,0.430871,0.111498
us_000614543,0.430871,0.123713
us_000614545,0.430871,0.126338
us_000618112,0.430871,0.134032
us_000586194,0.430871,0.164836
us_000598264,0.430871,0.198678
us_000621133,0.430871,0.919696
us_000613901,0.430871,1.130976
pr_002004796,0.426955,0.000000
pr_001512759,0.426955,0.000000
pr_000634765,0.426955,0.000000
pr_000752508,0.426955,0.000000
pr_000994074,0.426955,0.000001
pr_001448286,0.426955,0.000010
us_000562661,0.426955,0.000013
pr_001458882,0.426955,0.000021
pr_001455053,0.426955,0.000023
pr_001432177,0.426955,0.000025
pr_001449228,0.426955,0.000027
pr_000645582,0.426955,0.000069
us_000506012,0.426955,0.000286
us_000561510,0.426955,0.009669
us_000503455,0.426955,0.009820
us_000508552,0.426955,0.021894
us_000561480,0.426955,0.022874
us_000613169,0.409077,0.000001
us_000613623,0.409077,0.000001
us_000604306,0.409077,0.000002
us_000612653,0.409077,0.000018
us_000511236,0.409077,0.000941
us_000485590,0.409077,0.001187
us_000561513,0.409077,0.030385
us_000521916,0.399785,0.000000
us_000615009,0.399785,0.000002
us_000606724,0.399785,0.000122
us_000608979,0.399785,0.000125
us_000610398,0.399785,0.000141
us_000610579,0.399785,0.000146
us_000609714,0.399785,0.000217
us_000611589,0.399785,0.000327
us_000606717,0.399785,0.000689
us_000608021,0.399785,0.001525
us_000532935,0.399785,0.005494
us_000523033,0.399785,0.028614
us_000617710,0.399785,0.069128
us_000573783,0.399785,0.093747
pr_000869187,0.359195,0.000000
pr_001002879,0.359195,0.000000
pr_000739565,0.359195,0.000000
pr_001767912,0.359195,0.000000
pr_000199308,0.359195,0.000000
pr_000661562,0.359195,0.000000
pr_000755399,0.359195,0.000000
pr_000310075,0.359195,0.000000
pr_000256421,0.359195,0.000000
pr_000655009,0.359195,0.000000
pr_000550880,0.359195,0.000000
pr_000433188,0.359195,0.000000
pr_000632746,0.359195,0.000000
pr_000653295,0.359195,0.000000
pr_000855270,0.359195,0.000000
pr_000909496,0.359195,0.000000
us_000606713,0.359195,0.000000
pr_000440062,0.359195,0.000000
pr_000600222,0.359195,0.000000
pr_000111240,0.359195,0.000001
us_000467933,0.359195,0.000001
pr_000776904,0.359195,0.000001
pr_000376481,0.359195,0.000008
us_000461261,0.359195,0.000009
us_000621824,0.359195,0.000056
us_000509390,0.359195,0.028104
us_000617501,0.359195,0.465611
us_000584545,0.359195,0.469357
us_000553053,0.359195,0.489001
us_000612151,0.359195,0.496614
us_000617547,0.359195,0.508572
us_000614597,0.359195,0.510057
us_000597601,0.359195,0.521544
us_000615482,0.359195,0.526512
us_000617967,0.359195,0.526909
us_000614599,0.359195,0.535032
us_000564211,0.359195,0.540284
us_000578797,0.359195,0.541859
us_000618901,0.359195,0.542966
us_000594445,0.359195,0.550919
us_000612716,0.359195,0.551832
us_000619050,0.359195,0.553330
us_000616199,0.359195,0.553389
us_000592667,0.359195,0.564865
us_000580682,0.359195,0.565455
us_000566573,0.359195,0.567302
us_000598028,0.359195,0.568301
us_000585039,0.359195,0.568752
us_000609216,0.359195,0.572339
us_000608868,0.359195,0.572441
us_000614670,0.359195,0.572662
us_000592653,0.359195,0.577532
us_000599819,0.359195,0.581407
us_000612260,0.359195,0.581500
us_000529597,0.359195,0.583016
us_000585024,0.359195,0.583289
us_000614749,0.359195,0.587303
us_000600867,0.359195,0.589034
us_000600092,0.359195,0.590156
us_000566054,0.359195,0.590239
us_000532811,0.359195,0.590656
us_000590965,0.359195,0.592164
us_000565465,0.359195,0.593118
us_000590246,0.359195,0.593190
us_000589903,0.359195,0.597556
us_000619362,0.359195,0.599710
us_000554554,0.359195,0.601027
us_000612035,0.359195,0.601127
us_000588860,0.359195,0.601289
us_000580683,0.359195,0.604907
us_000513291,0.359195,0.605665
us_000596003,0.359195,0.605729
us_000601061,0.359195,0.606207
us_000622957,0.359195,0.606551
us_000514020,0.359195,0.606723
us_000597295,0.359195,0.607279
us_000601326,0.359195,0.609283
us_000589967,0.359195,0.610530
us_000539046,0.359195,0.610970
us_000586403,0.359195,0.613943
us_000615307,0.359195,0.614098
us_000592126,0.359195,0.614764
us_000523101,0.359195,0.615177
us_000589599,0.359195,0.615895
us_000585662,0.359195,0.616371
us_000503811,0.359195,0.616709
us_000615405,0.359195,0.618134
us_000619401,0.359195,0.619165
us_000602036,0.359195,0.619929
us_000560942,0.359195,0.620002
us_000602678,0.359195,0.620214
us_000585840,0.359195,0.620467
us_000593689,0.359195,0.621415
us_000603897,0.359195,0.622100
us_000584109,0.359195,0.622454
us_000611752,0.359195,0.622762
us_000602425,0.359195,0.623803
us_000465379,0.359195,0.623952
us_000603404,0.359195,0.624006
us_000602407,0.359195,0.624006
us_000604814,0.359195,0.624821
us_000511505,0.359195,0.625574
us_000597138,0.359195,0.626039
us_000616294,0.359195,0.626370
us_000602950,0.359195,0.626570
us_000584217,0.359195,0.626955
us_000505778,0.359195,0.628329
us_000604291,0.359195,0.628988
us_000578363,0.359195,0.629970
us_000617686,0.359195,0.630388
us_000612785,0.359195,0.630537
us_000599395,0.359195,0.631302
us_000577084,0.359195,0.631518
us_000605153,0.359195,0.631602
us_000586269,0.359195,0.632029
us_000511762,0.359195,0.632095
us_000505408,0.359195,0.632363
us_000599492,0.359195,0.633487
us_000563288,0.359195,0.633725
us_000618745,0.359195,0.634924
us_000585583,0.359195,0.635264
us_000605156,0.359195,0.635659
us_000612991,0.359195,0.635770
us_000601033,0.359195,0.635868
us_000599485,0.359195,0.636118
us_000590377,0.359195,0.636223
us_000590809,0.359195,0.636270
us_000595346,0.359195,0.636374
us_000585603,0.359195,0.637393
us_000613574,0.359195,0.637407
us_000562509,0.359195,0.637687
us_000515212,0.359195,0.638094
us_000590895,0.359195,0.638781
us_000604921,0.359195,0.638879
us_000617590,0.359195,0.639112
us_000513406,0.359195,0.639400
us_000601182,0.359195,0.639463
us_000557745,0.359195,0.639500
us_000600995,0.359195,0.639652
us_000606131,0.359195,0.639807
us_000587490,0.359195,0.640940
us_000613984,0.359195,0.641160
us_000601998,0.359195,0.641199
us_000577665,0.359195,0.641261
us_000618812,0.359195,0.641694
us_000581241,0.359195,0.641995
us_000612741,0.359195,0.642299
us_000614536,0.359195,0.642773
us_000601466,0.359195,0.643178
us_000595341,0.359195,0.643206
us_000522957,0.359195,0.643456
us_000607493,0.359195,0.643670
us_000587487,0.359195,0.643993
us_000621942,0.359195,0.644030
us_000589192,0.359195,0.644538
us_000585009,0.359195,0.644950
us_000533225,0.359195,0.644996
us_000602647,0.359195,0.645257
us_000621135,0.359195,0.646167
us_000619248,0.359195,0.646569
us_000590347,0.359195,0.646672
us_000557868,0.359195,0.647172
us_000568972,0.359195,0.647188
us_000562438,0.359195,0.647465
us_000546997,0.359195,0.647759
us_000612346,0.359195,0.647847
us_000564208,0.359195,0.648055
us_000604749,0.359195,0.648604
us_000612857,0.359195,0.648777
us_000621318,0.359195,0.648874
us_000595410,0.359195,0.649272
us_000601687,0.359195,0.649496
us_000599101,0.359195,0.649763
us_000614935,0.359195,0.649840
us_000576183,0.359195,0.650019
us_000585823,0.359195,0.650243
us_000614514,0.359195,0.650307
us_000586243,0.359195,0.650720
us_000597374,0.359195,0.650835
us_000555583,0.359195,0.651018
us_000572151,0.359195,0.651538
us_000567515,0.359195,0.651613
us_000621956,0.359195,0.652222
us_000605077,0.359195,0.652331
us_000603607,0.359195,0.652823
us_000589979,0.359195,0.652885
us_000528222,0.359195,0.653078
us_000581181,0.359195,0.653111
us_000586941,0.359195,0.653516
us_000603958,0.359195,0.653522
us_000587743,0.359195,0.653624
us_000574331,0.359195,0.653749
us_000522010,0.359195,0.653791
us_000604199,0.359195,0.654069
us_000545578,0.359195,0.654108
us_000605192,0.359195,0.654264
us_000579346,0.359195,0.654761
us_000577963,0.359195,0.654808
us_000602117,0.359195,0.654879
us_000595361,0.359195,0.654948
us_000612684,0.359195,0.655077
us_000623001,0.359195,0.655155
us_000590184,0.359195,0.655182
us_000595324,0.359195,0.655409
us_000614195,0.359195,0.655461
us_000600837,0.359195,0.655820
us_000561829,0.359195,0.655934
us_000557651,0.359195,0.655951
us_000620189,0.359195,0.656215
us_000604711,0.359195,0.656305
us_000594805,0.359195,0.656447
us_000578791,0.359195,0.656553
us_000579442,0.359195,0.656647
us_000607861,0.359195,0.656674
us_000551111,0.359195,0.656807
us_000601495,0.359195,0.656963
us_000558929,0.359195,0.657006
us_000620933,0.359195,0.657007
us_000509982,0.359195,0.657017
us_000620261,0.359195,0.657192
us_000613501,0.359195,0.657198
us_000617391,0.359195,0.657311
us_000608239,0.359195,0.657713
us_000586197,0.359195,0.657752
us_000612393,0.359195,0.657931
us_000607630,0.359195,0.657932
us_000515499,0.359195,0.658392
us_000588345,0.359195,0.658475
us_000622040,0.359195,0.658715
us_000465220,0.359195,0.658876
us_000586302,0.359195,0.658946
us_000621431,0.359195,0.659003
us_000604935,0.359195,0.659034
us_000619294,0.359195,0.659582
us_000587146,0.359195,0.659737
us_000609175,0.359195,0.659812
us_000511531,0.359195,0.660023
us_000620433,0.359195,0.660239
us_000586090,0.359195,0.660578
us_000604689,0.359195,0.661082
us_000604952,0.359195,0.661105
us_000618145,0.359195,0.661133
us_000605231,0.359195,0.661157
us_000565143,0.359195,0.661159
us_000604692,0.359195,0.661170
us_000605078,0.359195,0.661209
us_000545588,0.359195,0.662252
us_000597352,0.359195,0.662529
us_000576417,0.359195,0.663160
us_000552111,0.359195,0.663222
us_000614338,0.359195,0.663505
us_000586234,0.359195,0.663873
us_000465121,0.359195,0.664559
us_000512847,0.359195,0.664636
us_000596083,0.359195,0.665066
us_000577493,0.359195,0.665277
us_000611679,0.359195,0.665556
us_000588367,0.359195,0.665686
us_000542095,0.359195,0.665873
us_000578686,0.359195,0.665916
us_000529647,0.359195,0.666281
us_000600045,0.359195,0.666641
us_000617997,0.359195,0.667326
us_000577466,0.359195,0.667370
us_000585258,0.359195,0.667888
us_000608286,0.359195,0.668407
us_000575049,0.359195,0.668492
us_000608821,0.359195,0.668523
us_000566394,0.359195,0.668680
us_000578660,0.359195,0.668938
us_000606848,0.359195,0.669273
us_000608900,0.359195,0.669282
us_000609029,0.359195,0.669295
us_000609222,0.359195,0.669319
us_000607638,0.359195,0.669319
us_000612903,0.359195,0.669336
us_000611839,0.359195,0.669608
us_000569305,0.359195,0.669621
us_000569052,0.359195,0.669629
us_000600949,0.359195,0.669711
us_000569024,0.359195,0.669778
us_000622208,0.359195,0.669886
us_000546124,0.359195,0.671080
us_000620590,0.359195,0.671937
us_000505884,0.359195,0.673822
us_000585864,0.359195,0.673828
us_000581234,0.359195,0.673883
us_000617035,0.359195,0.674818
us_000595816,0.359195,0.677379
us_000612174,0.359195,0.677486
us_000597134,0.359195,0.682727
us_000590495,0.359195,0.684411
us_000519752,0.359195,0.685846
us_000543134,0.359195,0.687124
us_000546247,0.359195,0.688992
us_000590365,0.359195,0.691697
us_000610086,0.359195,0.694236
us_000619325,0.359195,0.699760
us_000618029,0.359195,0.700502
us_000617928,0.359195,0.701673
us_000551653,0.359195,0.703647
us_000612286,0.359195,0.704518
us_000589413,0.359195,0.705176
us_000505124,0.359195,0.705377
us_000519414,0.359195,0.705541
us_000612296,0.359195,0.710646
us_000612299,0.359195,0.710646
us_000573204,0.359195,0.711134
us_000514540,0.359195,0.711761
us_000590551,0.359195,0.711897
us_000459845,0.359195,0.712864
us_000577083,0.359195,0.713764
us_000602466,0.359195,0.715300
us_000598856,0.359195,0.715899
us_000565794,0.359195,0.716992
us_000590078,0.359195,0.717190
us_000618132,0.359195,0.717356
us_000553514,0.359195,0.717410
us_000543166,0.359195,0.719072
us_000618818,0.359195,0.720662
us_000618383,0.359195,0.720874
us_000594238,0.359195,0.722379
us_000590466,0.359195,0.725568
us_000620695,0.359195,0.727007
us_000553644,0.359195,0.728630
us_000581619,0.359195,0.731870
us_000582049,0.359195,0.736314
us_000553497,0.359195,0.736530
us_000600880,0.359195,0.737724
us_000612793,0.359195,0.744869
us_000542526,0.359195,0.748929
us_000622601,0.359195,0.750274
us_000565592,0.359195,0.754661
us_000569068,0.359195,0.759324
us_000510336,0.359195,0.760276
us_000618133,0.359195,0.770201
us_000611296,0.359195,0.789986
us_000621076,0.359195,0.875889
us_000573711,0.359195,0.938179
us_000617989,0.359195,1.030812
us_000565936,0.359195,1.055420
us_000465228,0.359195,1.081197
us_000558767,0.359195,1.107517
us_000596714,0.359195,1.151629
us_000602644,0.359195,1.202915
us_000576916,0.359195,1.322009
us_000609167,0.359195,1.377977
us_000548455,0.359195,1.492928
us_000577070,0.359195,1.603504
us_000614692,0.359195,1.608792
us_000618646,0.359195,1.630360
us_000543207,0.359195,1.659087
us_000600086,0.359195,3.217090
us_000621634,0.328827,0.000000
us_000621686,0.328827,0.000000
us_000595804,0.328827,0.000000
us_000615705,0.328827,0.000000
pr_001455681,0.328827,0.000008
us_000556125,0.328827,0.000026
us_000586925,0.328827,0.000103
us_000564180,0.328827,0.000202
us_000563479,0.328827,0.000386
us_000228692,0.328827,0.000403
us_000611895,0.328827,0.000474
us_000553983,0.328827,0.001458
us_000505057,0.328827,0.001652
us_000620155,0.328827,0.001703
us_000608242,0.328827,0.002538
us_000555988,0.328827,0.008379
us_000542465,0.328827,0.014691
us_000514170,0.328827,0.015828
us_000582652,0.328827,0.020434
us_000597476,0.328827,0.029172
us_000515470,0.328827,0.031034
us_000612306,0.328827,0.042167
us_000614470,0.328827,0.047962
us_000588822,0.328827,0.048098
us_000539743,0.328827,0.050205
us_000604466,0.328827,0.052128
us_000558238,0.328827,0.052510
us_000603713,0.328827,0.054784
us_000537041,0.328827,0.054869
us_000622447,0.328827,0.055985
us_000619282,0.328827,0.056026
us_000615195,0.328827,0.056443
us_000587645,0.328827,0.057176
us_000616017,0.328827,0.057588
us_000559545,0.328827,0.057832
us_000600171,0.328827,0.058338
us_000556534,0.328827,0.058441
us_000600759,0.328827,0.058635
us_000600439,0.328827,0.068392
us_000566678,0.328827,0.068403
us_000571421,0.328827,0.084933
us_000608125,0.328827,0.095973
us_000565248,0.328827,0.118064
us_000519238,0.328827,0.139627
us_000550035,0.328827,0.167156
us_000622016,0.328827,0.250668
us_000595749,0.328827,0.279960
pr_001025902,0.268605,0.000000
pr_001024439,0.268605,0.000000
pr_001023315,0.268605,0.000000
pr_001618353,0.268605,0.000000
pr_001017929,0.268605,0.000000
pr_001389585,0.268605,0.000000
pr_001070581,0.268605,0.000000
pr_000704100,0.268605,0.000000
pr_001676659,0.268605,0.000000
us_000484664,0.268605,0.000000
pr_001164612,0.268605,0.000000
