Product ID : 1032 # of JPs covered : 1 : 205 : Real Estate Finance, 
OID,Confidence at Map Node,Error at Map Node
us_000541833,0.122639, 0.218217
us_000478708,0.122639, 0.218600
us_000491190,0.122639, 0.219027
us_000540779,0.122639, 0.222083
us_000585084,0.122639, 0.223031
us_000554955,0.122639, 0.223053
us_000514585,0.122639, 0.223189
us_000498817,0.122639, 0.223229
us_000082010,0.122639, 0.223998
us_000569394,0.122639, 0.224140
us_000565452,0.122639, 0.224210
us_000557831,0.122639, 0.224210
us_000498511,0.122639, 0.224571
us_000588668,0.122639, 0.225012
us_000250839,0.122639, 0.225517
us_000557308,0.122639, 0.225602
us_000557846,0.122639, 0.226294
us_000517131,0.122639, 0.227239
us_000523812,0.122639, 0.227239
us_000497008,0.122639, 0.227239
us_000523826,0.122639, 0.227239
us_000515472,0.122639, 0.227239
us_000532667,0.122639, 0.229503
us_000608295,0.122639, 0.230487
us_000569688,0.122639, 0.230520
us_000569837,0.122639, 0.231209
us_000542605,0.122639, 0.231415
us_000578176,0.122639, 0.232182
us_000542618,0.122639, 0.232204
us_000564646,0.122639, 0.232425
us_000534493,0.122639, 0.234213
us_000578629,0.122639, 0.235295
us_000530529,0.122639, 0.235625
us_000512164,0.122639, 0.235651
us_000578266,0.122639, 0.236142
us_000545230,0.122639, 0.236271
us_000617232,0.122639, 0.236934
us_000556601,0.122639, 0.238186
us_000540419,0.122639, 0.238496
us_000572540,0.122639, 0.239571
us_000508083,0.122639, 0.239823
us_000497618,0.122639, 0.240135
us_000540726,0.122639, 0.240297
us_000565066,0.122639, 0.240888
us_000572476,0.122639, 0.240981
us_000498610,0.122639, 0.241089
us_000563222,0.122639, 0.241089
us_000560395,0.122639, 0.241146
us_000607950,0.122639, 0.241245
us_000518829,0.122639, 0.241433
us_000509548,0.122639, 0.241508
us_000494151,0.122639, 0.241835
us_000563166,0.122639, 0.241917
us_000494608,0.122639, 0.241978
us_000578515,0.122639, 0.241980
us_000542587,0.122639, 0.241998
us_000530792,0.122639, 0.242129
us_000499356,0.122639, 0.242197
us_000553546,0.122639, 0.242609
us_000562674,0.122639, 0.242866
us_000597060,0.122639, 0.243103
us_000494516,0.122639, 0.243174
us_000498240,0.122639, 0.243337
us_000495589,0.122639, 0.243353
us_000522630,0.122639, 0.243555
us_000515700,0.122639, 0.243555
us_000515048,0.122639, 0.243555
us_000515672,0.122639, 0.243555
us_000532966,0.122639, 0.243555
us_000557199,0.122639, 0.243555
us_000496974,0.122639, 0.243555
us_000532593,0.122639, 0.243555
us_000535628,0.122639, 0.244112
us_000530727,0.122639, 0.244112
us_000558403,0.122639, 0.244112
us_000561307,0.122639, 0.245247
us_000544924,0.122639, 0.246584
us_000499285,0.122639, 0.246906
us_000532670,0.122639, 0.247563
us_000498062,0.122639, 0.248821
us_000515156,0.122639, 0.249200
us_000557585,0.122639, 0.249577
us_000493582,0.122639, 0.249665
us_000532816,0.122639, 0.250181
us_000513031,0.122639, 0.250259
us_000597453,0.122639, 0.250354
us_000578520,0.122639, 0.250354
us_000611376,0.122639, 0.250452
us_000516917,0.122639, 0.250472
us_000583077,0.122639, 0.251115
us_000563940,0.122639, 0.251991
us_000498067,0.122639, 0.251991
us_000530563,0.122639, 0.253334
us_000520926,0.122639, 0.253470
us_000531729,0.122639, 0.253522
us_000559482,0.122639, 0.254281
us_000518444,0.122639, 0.254563
us_000542777,0.122639, 0.255299
us_000596157,0.122639, 0.255687
us_000596288,0.122639, 0.255687
us_000585517,0.122639, 0.255768
us_000568087,0.122639, 0.256138
us_000557584,0.122639, 0.256138
us_000534281,0.122639, 0.256138
us_000596847,0.122639, 0.256376
us_000596620,0.122639, 0.256376
us_000140149,0.122639, 0.257068
us_000518041,0.122639, 0.257445
us_000596342,0.122639, 0.257723
us_000521408,0.122639, 0.258013
us_000516814,0.122639, 0.258013
us_000559289,0.122639, 0.258013
us_000531119,0.122639, 0.258051
us_000595772,0.122639, 0.258269
us_000574306,0.122639, 0.258271
us_000553745,0.122639, 0.258271
us_000598528,0.122639, 0.258271
us_000561997,0.122639, 0.258281
us_000540814,0.122639, 0.258350
us_000558514,0.122639, 0.258390
us_000498425,0.122639, 0.258822
us_000533921,0.122639, 0.258964
us_000533198,0.122639, 0.258971
us_000550335,0.122639, 0.259058
us_000494750,0.122639, 0.259254
us_000493142,0.122639, 0.259616
us_000542734,0.122639, 0.259908
us_000518409,0.122639, 0.259908
us_000521128,0.122639, 0.259908
us_000522603,0.122639, 0.259908
us_000497640,0.122639, 0.259908
us_000517081,0.122639, 0.259908
us_000540880,0.122639, 0.259908
us_000558573,0.122639, 0.259908
us_000522611,0.122639, 0.259908
us_000611107,0.122639, 0.259908
us_000542733,0.122639, 0.259908
us_000610947,0.122639, 0.259908
us_000540456,0.122639, 0.259908
us_000485507,0.122639, 0.259908
us_000583163,0.122639, 0.259908
us_000532668,0.122639, 0.259908
us_000558262,0.122639, 0.259908
us_000517083,0.122639, 0.259908
us_000534214,0.122639, 0.259908
us_000552617,0.122639, 0.259908
us_000540268,0.122639, 0.259908
us_000553839,0.122639, 0.259908
us_000496912,0.122639, 0.259908
us_000567724,0.122639, 0.259908
us_000498437,0.122639, 0.259908
us_000537763,0.122639, 0.259908
us_000567710,0.122639, 0.259908
us_000534142,0.122639, 0.259908
us_000515237,0.122639, 0.259908
us_000522206,0.122639, 0.259908
us_000559661,0.122639, 0.259908
us_000534213,0.122639, 0.259908
us_000522581,0.122639, 0.259908
us_000509035,0.122639, 0.260184
us_000580938,0.122639, 0.260184
us_000613016,0.122639, 0.260184
us_000491539,0.122639, 0.260184
us_000613018,0.122639, 0.260184
us_000595385,0.122639, 0.260186
us_000575972,0.122639, 0.260186
us_000583212,0.122639, 0.260186
us_000557064,0.122639, 0.260186
us_000596370,0.122639, 0.260186
us_000593924,0.122639, 0.260186
us_000610643,0.122639, 0.260186
us_000582523,0.122639, 0.260186
us_000595687,0.122639, 0.260186
us_000573715,0.122639, 0.260186
us_000557085,0.122639, 0.260186
us_000596804,0.122639, 0.260186
us_000575673,0.122639, 0.260189
us_000522416,0.122639, 0.260305
us_000550748,0.122639, 0.260878
us_000611209,0.122639, 0.260878
us_000565209,0.122639, 0.261049
us_000564359,0.122639, 0.261089
us_000582716,0.122639, 0.261134
us_000564049,0.122639, 0.261134
us_000547712,0.122639, 0.261543
us_000568095,0.122639, 0.261722
us_000496963,0.122639, 0.261748
us_000517145,0.122639, 0.261823
us_000495861,0.122639, 0.261823
us_000611072,0.122639, 0.261823
us_000514128,0.122639, 0.261823
us_000498679,0.122639, 0.261823
us_000518562,0.122639, 0.261823
us_000540187,0.122639, 0.261823
us_000538664,0.122639, 0.261823
us_000522128,0.122639, 0.261823
us_000520867,0.122639, 0.261823
us_000519996,0.122639, 0.261823
us_000557322,0.122639, 0.261823
us_000558391,0.122639, 0.261823
us_000556666,0.122639, 0.261823
us_000533998,0.122639, 0.261823
us_000512683,0.122639, 0.261823
us_000537222,0.122639, 0.261823
us_000498167,0.122639, 0.261823
us_000558353,0.122639, 0.261823
us_000515673,0.122639, 0.261823
us_000559853,0.122639, 0.261823
us_000557128,0.122639, 0.261823
us_000495769,0.122639, 0.261823
us_000497281,0.122639, 0.261823
us_000564520,0.122639, 0.261823
us_000519766,0.122639, 0.261823
us_000494654,0.122639, 0.261823
us_000533130,0.122639, 0.261823
us_000512796,0.122639, 0.261823
us_000513180,0.122639, 0.261823
us_000495800,0.122639, 0.261823
us_000495725,0.122639, 0.261823
us_000553968,0.122639, 0.261823
us_000542743,0.122639, 0.261823
us_000495232,0.122639, 0.261823
us_000583078,0.122639, 0.261823
us_000498793,0.122639, 0.261823
us_000559252,0.122639, 0.261823
us_000514994,0.122639, 0.261823
us_000610728,0.122639, 0.261823
us_000553715,0.122639, 0.261823
us_000568837,0.122639, 0.261823
us_000519769,0.122639, 0.261823
us_000556355,0.122639, 0.261823
us_000557973,0.122639, 0.261823
us_000538972,0.122639, 0.261823
us_000558933,0.122639, 0.261823
us_000523546,0.122639, 0.261823
us_000557234,0.122639, 0.261823
us_000522135,0.122639, 0.261823
us_000538555,0.122639, 0.261823
us_000523810,0.122639, 0.261823
us_000518615,0.122639, 0.261823
us_000559218,0.122639, 0.261823
us_000522132,0.122639, 0.261823
us_000534282,0.122639, 0.261823
us_000565208,0.122639, 0.261823
us_000542683,0.122639, 0.261823
us_000498030,0.122639, 0.261823
us_000610908,0.122639, 0.261823
us_000495873,0.122639, 0.261823
us_000494827,0.122639, 0.261823
us_000557086,0.122639, 0.261823
us_000534215,0.122639, 0.261871
us_000552190,0.122639, 0.261933
us_000582792,0.122639, 0.261980
us_000515203,0.122639, 0.262092
us_000546016,0.122639, 0.262176
us_000516426,0.122639, 0.262600
us_000512213,0.122639, 0.262708
us_000506127,0.122639, 0.262799
us_000576954,0.122639, 0.263653
us_000612203,0.122639, 0.264334
us_000519603,0.122639, 0.264836
us_000551253,0.122639, 0.265309
us_000518868,0.122639, 0.265711
us_000498783,0.122639, 0.266627
us_000576343,0.122639, 0.266662
us_000576342,0.122639, 0.267431
us_000547183,0.122639, 0.267613
us_000554907,0.122639, 0.269289
us_000517129,0.122639, 0.270240
us_000467725,0.122639, 0.270962
us_000498774,0.122639, 0.271726
us_000522137,0.122639, 0.274724
us_000567888,0.122639, 0.278545
us_000494789,0.122639, 0.286330
us_000537279,0.122639, 0.291614
us_000520672,0.122639, 0.292442
us_000512854,0.122639, 0.302449
us_000491596,0.122639, 0.303296
us_000486458,0.122639, 0.307467
us_000479157,0.122639, 0.318980
us_000500479,0.122639, 0.378887
us_000527440,0.110729, 0.000000
us_000535036,0.110729, 0.000005
us_000532855,0.110729, 0.000005
us_000540999,0.110729, 0.000005
us_000537275,0.110729, 0.000012
us_000594207,0.110729, 0.000016
pr_000855428,0.110729, 0.000029
pr_000646942,0.110729, 0.000056
pr_000433637,0.110729, 0.000788
us_000481696,0.110729, 0.023280
us_000468133,0.110729, 0.024716
us_000481726,0.110729, 0.028221
us_000442881,0.110729, 0.029599
us_000464118,0.110729, 0.034778
us_000171898,0.110729, 0.127671
us_000494463,0.110729, 0.380235
us_000484509,0.110729, 0.423733
us_000515819,0.110729, 0.468715
us_000515930,0.110729, 0.507256
us_000518086,0.110729, 0.543886
us_000525491,0.110729, 0.546706
us_000539973,0.110729, 0.563854
us_000495651,0.110729, 0.565654
us_000535671,0.110729, 0.582034
us_000536863,0.110729, 0.599575
us_000518062,0.110729, 0.601157
us_000540410,0.110729, 0.601162
us_000496655,0.110729, 0.629576
us_000497055,0.110729, 0.637952
us_000541638,0.110729, 0.646295
us_000536767,0.110729, 0.650073
us_000234780,0.110729, 0.652061
us_000494495,0.110729, 0.653070
us_000518113,0.110729, 0.653103
us_000495953,0.110729, 0.654612
us_000545025,0.110729, 0.657769
us_000518558,0.110729, 0.658421
us_000478425,0.110729, 0.661726
us_000544933,0.110729, 0.665024
us_000540919,0.110729, 0.668093
us_000494483,0.110729, 0.668218
us_000544859,0.110729, 0.672729
us_000542940,0.110729, 0.676447
us_000494675,0.110729, 0.678535
us_000514065,0.110729, 0.707867
us_000471624,0.110729, 0.708115
us_000515523,0.110729, 0.709237
us_000512363,0.110729, 0.717180
us_000494773,0.110729, 0.723331
us_000034538,0.110729, 0.728599
us_000476194,0.110729, 0.734632
us_000029336,0.110729, 0.735823
us_000471925,0.110729, 0.739804
us_000476187,0.110729, 0.740764
us_000024395,0.110729, 0.742208
us_000518506,0.110729, 0.746296
us_000499016,0.110729, 0.746816
us_000477111,0.110729, 0.748637
us_000516266,0.110729, 0.750668
us_000497424,0.110729, 0.755519
us_000490501,0.110729, 0.756691
us_000477150,0.110729, 0.763919
us_000038638,0.110729, 0.767432
us_000476656,0.110729, 0.774000
us_000048950,0.110729, 0.782345
us_000512454,0.110729, 0.785768
us_000494771,0.110729, 0.796285
us_000490533,0.110729, 0.808299
us_000514932,0.110729, 0.808721
us_000497418,0.110729, 0.808721
us_000514895,0.110729, 0.808721
us_000554266,0.110729, 0.808721
us_000590914,0.110729, 0.841668
us_000499178,0.110729, 0.849811
us_000510038,0.110729, 0.859162
us_000585551,0.110729, 0.861643
us_000483226,0.110729, 0.868540
us_000602494,0.110729, 0.871677
us_000588786,0.110729, 0.875343
us_000547933,0.110729, 0.875401
us_000144653,0.110729, 0.875699
us_000491640,0.110729, 0.888101
us_000497880,0.110729, 0.889395
us_000527570,0.110729, 0.889799
us_000497322,0.110729, 0.890708
us_000144894,0.110729, 0.891200
us_000579660,0.110729, 0.894355
us_000601315,0.110729, 0.895590
us_000510725,0.110729, 0.896180
us_000481428,0.110729, 0.897224
us_000498091,0.110729, 0.898521
us_000526756,0.110729, 0.899978
us_000484602,0.110729, 0.901796
us_000487156,0.110729, 0.901900
us_000499234,0.110729, 0.904518
us_000615967,0.110729, 0.905633
us_000533575,0.110729, 0.907502
us_000607790,0.110729, 0.907583
us_000607711,0.110729, 0.907856
us_000519411,0.110729, 0.908645
us_000487186,0.110729, 0.909535
us_000499028,0.110729, 0.911201
us_000554070,0.110729, 0.913297
us_000471026,0.110729, 0.913543
us_000532395,0.110729, 0.915990
us_000470601,0.110729, 0.916416
us_000487197,0.110729, 0.916433
us_000489369,0.110729, 0.917795
us_000613875,0.110729, 0.918593
us_000601042,0.110729, 0.920227
us_000531681,0.110729, 0.920670
us_000598133,0.110729, 0.923726
us_000485852,0.110729, 0.923817
us_000493125,0.110729, 0.923823
us_000459343,0.110729, 0.925203
us_000486476,0.110729, 0.927085
us_000585123,0.110729, 0.927206
us_000532322,0.110729, 0.929573
us_000341736,0.110729, 0.932542
us_000515566,0.110729, 0.933006
us_000492223,0.110729, 0.933126
us_000554265,0.110729, 0.933126
us_000461050,0.110729, 0.934467
us_000514287,0.110729, 0.934926
us_000150451,0.110729, 0.936639
us_000493238,0.110729, 0.937602
us_000534839,0.110729, 0.937724
us_000554217,0.110729, 0.940539
us_000616457,0.110729, 0.940722
us_000473383,0.110729, 0.943176
us_000546220,0.110729, 0.943290
us_000121732,0.110729, 0.943453
us_000521602,0.110729, 0.944700
us_000520554,0.110729, 0.944767
us_000534418,0.110729, 0.945814
us_000582244,0.110729, 0.948426
us_000481605,0.110729, 0.948780
us_000600401,0.110729, 0.952595
us_000486824,0.110729, 0.954107
us_000353449,0.110729, 0.954517
us_000153687,0.110729, 0.955311
us_000521796,0.110729, 0.955489
us_000522506,0.110729, 0.955559
us_000581531,0.110729, 0.956762
us_000524598,0.110729, 0.957087
us_000525932,0.110729, 0.960295
us_000468678,0.110729, 0.961351
us_000516062,0.110729, 0.961385
us_000494111,0.110729, 0.962344
us_000617228,0.110729, 0.963423
us_000549547,0.110729, 0.966772
us_000602361,0.110729, 0.967577
us_000589701,0.110729, 0.967694
us_000533787,0.110729, 0.967989
us_000612505,0.110729, 0.968025
us_000551838,0.110729, 0.969109
us_000268450,0.110729, 0.969495
us_000494139,0.110729, 0.969531
us_000591956,0.110729, 0.969753
us_000531048,0.110729, 0.970893
us_000516384,0.110729, 0.970974
us_000497997,0.110729, 0.972190
us_000497998,0.110729, 0.972190
us_000498381,0.110729, 0.972190
us_000510579,0.110729, 0.972432
us_000515973,0.110729, 0.973806
us_000514496,0.110729, 0.973974
us_000481406,0.110729, 0.975423
us_000514491,0.110729, 0.975461
us_000169429,0.110729, 0.975813
us_000519979,0.110729, 0.976399
us_000521766,0.110729, 0.977566
us_000548085,0.110729, 0.979207
us_000514477,0.110729, 0.979918
us_000613653,0.110729, 0.980272
us_000601763,0.110729, 0.980429
us_000499049,0.110729, 0.981134
us_000487387,0.110729, 0.981269
us_000486154,0.110729, 0.981292
us_000576549,0.110729, 0.984928
us_000516386,0.110729, 0.985880
us_000613405,0.110729, 0.986202
us_000514747,0.110729, 0.987317
us_000491454,0.110729, 0.987525
us_000497857,0.110729, 0.988289
us_000550311,0.110729, 0.988510
us_000530080,0.110729, 0.988799
us_000486684,0.110729, 0.990239
us_000427997,0.110729, 0.990544
us_000460144,0.110729, 0.990727
us_000583572,0.110729, 0.991597
us_000522801,0.110729, 0.992160
us_000520915,0.110729, 0.992394
us_000606216,0.110729, 0.992394
us_000552604,0.110729, 0.992394
us_000516046,0.110729, 0.992394
us_000529727,0.110729, 0.992394
us_000515983,0.110729, 0.992394
us_000497870,0.110729, 0.992394
us_000552473,0.110729, 0.992394
us_000551844,0.110729, 0.992394
us_000516645,0.110729, 0.992394
us_000554219,0.110729, 0.992394
us_000497685,0.110729, 0.992394
us_000605627,0.110729, 0.992394
us_000554233,0.110729, 0.992394
us_000514911,0.110729, 0.992394
us_000521501,0.110729, 0.992394
us_000606235,0.110729, 0.992394
us_000604227,0.110729, 0.992394
us_000553417,0.110729, 0.992394
us_000516388,0.110729, 0.992394
us_000521795,0.110729, 0.992394
us_000514941,0.110729, 0.992394
us_000527888,0.110729, 0.992406
us_000617071,0.110729, 0.993468
us_000530441,0.110729, 0.994668
us_000579656,0.110729, 0.996963
us_000554218,0.110729, 0.997581
us_000473858,0.110729, 0.997903
us_000611514,0.110729, 0.998045
us_000530626,0.110729, 0.998283
us_000584880,0.110729, 0.999787
us_000329532,0.110729, 1.000406
us_000522748,0.110729, 1.000822
us_000489190,0.110729, 1.004061
us_000474608,0.110729, 1.004832
us_000577768,0.110729, 1.006023
us_000579146,0.110729, 1.006554
us_000613638,0.110729, 1.007224
us_000608762,0.110729, 1.012585
us_000531053,0.110729, 1.020046
us_000516119,0.110729, 1.022525
us_000578933,0.110729, 1.023397
us_000486033,0.110729, 1.029609
us_000471194,0.110729, 1.039578
us_000612554,0.110729, 1.043210
us_000605624,0.110729, 1.048725
us_000462142,0.110729, 1.056448
us_000467596,0.110729, 1.057368
us_000381061,0.110729, 1.060467
us_000574787,0.110729, 1.062976
us_000555028,0.110729, 1.068869
us_000511333,0.110729, 1.070462
us_000499047,0.110729, 1.073032
us_000564735,0.110729, 1.087380
us_000576368,0.110729, 1.096846
us_000556521,0.110729, 1.097564
us_000470151,0.110729, 1.098687
us_000575489,0.110729, 1.100576
us_000488718,0.110729, 1.113767
us_000475559,0.110729, 1.120475
us_000499940,0.110729, 1.122190
us_000499163,0.110729, 1.122190
us_000503044,0.110729, 1.126901
us_000465006,0.110729, 1.133973
us_000489156,0.110729, 1.138754
us_000499058,0.110729, 1.145679
us_000527508,0.110729, 1.146859
us_000521547,0.110729, 1.149147
us_000498730,0.110729, 1.149501
us_000488542,0.110729, 1.153494
us_000566400,0.110729, 1.159743
us_000565058,0.110729, 1.160254
us_000499435,0.110729, 1.164843
us_000498820,0.110729, 1.174461
us_000486971,0.110729, 1.174478
us_000575017,0.110729, 1.176645
us_000499096,0.110729, 1.178810
us_000497990,0.110729, 1.181139
us_000524875,0.110729, 1.186953
us_000558631,0.110729, 1.192265
us_000498157,0.110729, 1.192598
us_000498760,0.110729, 1.192598
us_000573446,0.110729, 1.195910
us_000551230,0.110729, 1.196536
us_000492952,0.110729, 1.211907
us_000502040,0.110729, 1.220159
us_000391157,0.110729, 1.220859
us_000502467,0.110729, 1.226262
us_000496790,0.110729, 1.229958
us_000516208,0.110729, 1.234649
us_000524340,0.110729, 1.265634
us_000589504,0.110729, 1.385950
us_000553202,0.110729, 1.468229
us_000554420,0.099901, 0.000000
us_000580571,0.099901, 0.000000
us_000549425,0.099901, 0.002148
us_000020682,0.099901, 0.075571
us_000509102,0.099901, 0.224742
us_000019224,0.099901, 0.258403
us_000556381,0.099901, 0.268855
us_000544515,0.099901, 0.281502
us_000535708,0.099901, 0.295781
us_000594453,0.099901, 0.307565
us_000522016,0.099901, 0.311107
us_000461512,0.099901, 0.325707
us_000559381,0.099901, 0.331916
us_000578665,0.099901, 0.356939
us_000412547,0.099901, 0.368861
us_000476013,0.099901, 0.369647
us_000517118,0.099901, 0.374404
us_000556897,0.099901, 0.376182
us_000593993,0.099901, 0.380750
us_000559611,0.099901, 0.384047
us_000560422,0.099901, 0.388127
us_000574372,0.099901, 0.397874
us_000567895,0.099901, 0.401285
us_000558489,0.099901, 0.405908
us_000559622,0.099901, 0.407178
us_000509410,0.099901, 0.409453
us_000560492,0.099901, 0.415833
us_000593174,0.099901, 0.418901
us_000589300,0.099901, 0.420653
us_000580093,0.099901, 0.420732
us_000497049,0.099901, 0.420832
us_000465951,0.099901, 0.422531
us_000509374,0.099901, 0.424863
us_000517128,0.099901, 0.425522
us_000509375,0.099901, 0.429530
us_000151600,0.099901, 0.436062
us_000462093,0.099901, 0.438284
us_000569119,0.099901, 0.441589
us_000020074,0.099901, 0.443634
us_000483295,0.099901, 0.445809
us_000560491,0.099901, 0.447063
us_000536753,0.099901, 0.448663
us_000541763,0.099901, 0.453237
us_000614208,0.099901, 0.453666
us_000589384,0.099901, 0.454673
us_000519574,0.099901, 0.454950
us_000473810,0.099901, 0.455257
us_000583558,0.099901, 0.455500
us_000537696,0.099901, 0.456902
us_000580536,0.099901, 0.463276
us_000499378,0.099901, 0.464263
us_000588783,0.099901, 0.467610
us_000605900,0.099901, 0.468074
us_000585625,0.099901, 0.468358
us_000582052,0.099901, 0.468966
us_000498861,0.099901, 0.470036
us_000605912,0.099901, 0.470405
us_000589095,0.099901, 0.472432
us_000537740,0.099901, 0.473875
us_000556918,0.099901, 0.478648
us_000556404,0.099901, 0.483161
us_000465328,0.099901, 0.483221
us_000581578,0.099901, 0.484733
us_000529317,0.099901, 0.491731
us_000417805,0.099901, 0.492374
us_000474199,0.099901, 0.494806
us_000496973,0.099901, 0.494848
us_000461527,0.099901, 0.497517
us_000517126,0.099901, 0.504100
us_000522012,0.099901, 0.504886
us_000019377,0.099901, 0.506338
us_000600560,0.099901, 0.506749
us_000588818,0.099901, 0.508652
us_000020314,0.099901, 0.514201
us_000099990,0.099901, 0.517912
us_000545896,0.099901, 0.524297
us_000223062,0.099901, 0.527335
us_000564467,0.099901, 0.529466
us_000213254,0.099901, 0.530490
us_000541178,0.099901, 0.532734
us_000598751,0.099901, 0.536732
us_000458746,0.099901, 0.539389
us_000418382,0.099901, 0.550403
us_000548825,0.099901, 0.559565
us_000020533,0.099901, 0.569527
us_000543606,0.099901, 0.575556
us_000529341,0.099901, 0.576321
us_000564446,0.099901, 0.597805
us_000566704,0.099901, 0.609516
us_000541707,0.099901, 0.625089
us_000478857,0.099901, 0.653716
us_000548836,0.099901, 0.694516
us_000539667,0.099901, 0.766123
us_000564476,0.099901, 0.788357
us_000560773,0.099901, 0.791134
us_000483355,0.099901, 0.856323
us_000467858,0.099901, 0.917664
us_000172847,0.099901, 1.006904
us_000553018,0.099901, 1.098259
us_000537724,0.099901, 1.214966
us_000222144,0.099901, 1.221652
us_000020348,0.099901, 1.304176
us_000473716,0.099901, 1.815820
us_000458584,0.099901, 2.688638
us_000458662,0.099901, 3.810843
us_000529151,0.092677, 0.000000
us_000497904,0.092677, 0.000000
us_000547491,0.092677, 0.000001
us_000547901,0.092677, 0.000018
us_000534095,0.092677, 0.004625
us_000490392,0.092677, 0.006837
us_000519072,0.092677, 0.316046
us_000504783,0.092677, 0.453835
us_000502981,0.092677, 0.580516
us_000532105,0.092677, 0.582164
us_000495930,0.092677, 0.584520
us_000501391,0.092677, 0.586690
us_000550389,0.092677, 0.589437
us_000529700,0.092677, 0.590041
us_000556635,0.092677, 0.590396
us_000497704,0.092677, 0.591063
us_000526367,0.092677, 0.591063
us_000501523,0.092677, 0.591063
us_000476536,0.092677, 0.593213
us_000486387,0.092677, 0.657782
us_000532761,0.092677, 0.678047
us_000535900,0.092677, 0.689582
us_000543422,0.092677, 0.689940
us_000505606,0.092677, 0.695198
us_000510081,0.092677, 0.696629
us_000501422,0.092677, 0.697184
us_000515684,0.092677, 0.699332
us_000501256,0.092677, 0.699422
us_000501357,0.092677, 0.700277
us_000502578,0.092677, 0.700361
us_000521670,0.092677, 0.700376
us_000192065,0.092677, 0.701193
us_000555411,0.092677, 0.702246
us_000503771,0.092677, 0.702944
us_000545933,0.092677, 0.702944
us_000556770,0.092677, 0.702944
us_000504752,0.092677, 0.702944
us_000518476,0.092677, 0.702944
us_000501400,0.092677, 0.702944
us_000493803,0.092677, 0.706984
us_000512470,0.092677, 0.715785
us_000266458,0.092677, 0.769651
us_000492273,0.092677, 0.780822
us_000487845,0.092677, 0.783708
us_000582969,0.092677, 0.785225
us_000518832,0.092677, 0.786360
us_000542294,0.092677, 0.790637
us_000502574,0.092677, 0.792064
us_000501739,0.092677, 0.792277
us_000550566,0.092677, 0.797481
us_000520365,0.092677, 0.797782
us_000546512,0.092677, 0.801007
us_000543020,0.092677, 0.801878
us_000552508,0.092677, 0.802283
us_000545135,0.092677, 0.803575
us_000543016,0.092677, 0.806295
us_000462253,0.092677, 0.808747
us_000172003,0.092677, 0.808871
us_000583096,0.092677, 0.809162
us_000613422,0.092677, 0.810445
us_000617226,0.092677, 0.811817
us_000591228,0.092677, 0.811817
us_000617042,0.092677, 0.811976
us_000505281,0.092677, 0.812483
us_000613873,0.092677, 0.813549
us_000502932,0.092677, 0.813602
us_000507693,0.092677, 0.813602
us_000557910,0.092677, 0.813602
us_000548845,0.092677, 0.813602
us_000524656,0.092677, 0.813602
us_000525848,0.092677, 0.813602
us_000558023,0.092677, 0.813602
us_000520382,0.092677, 0.813602
us_000554964,0.092677, 0.813632
us_000594569,0.092677, 0.814080
us_000535786,0.092677, 0.815979
us_000568436,0.092677, 0.816217
us_000614622,0.092677, 0.816770
us_000555061,0.092677, 0.816996
us_000519760,0.092677, 0.817146
us_000542500,0.092677, 0.817503
us_000499825,0.092677, 0.817658
us_000511076,0.092677, 0.817879
us_000497084,0.092677, 0.818539
us_000555045,0.092677, 0.818575
us_000563903,0.092677, 0.818859
us_000517098,0.092677, 0.819193
us_000583451,0.092677, 0.819484
us_000498103,0.092677, 0.820697
us_000587041,0.092677, 0.821502
us_000518970,0.092677, 0.821662
us_000589029,0.092677, 0.822112
us_000475729,0.092677, 0.822700
us_000501812,0.092677, 0.822868
us_000556705,0.092677, 0.822958
us_000591804,0.092677, 0.823220
us_000535879,0.092677, 0.823897
us_000518327,0.092677, 0.823897
us_000518014,0.092677, 0.823897
us_000526782,0.092677, 0.823920
us_000545141,0.092677, 0.824610
us_000482993,0.092677, 0.824690
us_000587986,0.092677, 0.824690
us_000592486,0.092677, 0.824701
us_000556685,0.092677, 0.824701
us_000615593,0.092677, 0.824854
us_000584747,0.092677, 0.825215
us_000495132,0.092677, 0.825433
us_000527018,0.092677, 0.825946
us_000556257,0.092677, 0.826335
us_000520038,0.092677, 0.826480
us_000535872,0.092677, 0.826480
us_000505231,0.092677, 0.826480
us_000555054,0.092677, 0.826480
us_000519084,0.092677, 0.826480
us_000525313,0.092677, 0.826480
us_000501835,0.092677, 0.826480
us_000520463,0.092677, 0.826480
us_000535028,0.092677, 0.826480
us_000557382,0.092677, 0.826480
us_000525684,0.092677, 0.826480
us_000525252,0.092677, 0.826480
us_000556764,0.092677, 0.826480
us_000557379,0.092677, 0.826480
us_000525153,0.092677, 0.826480
us_000547255,0.092677, 0.826480
us_000534427,0.092677, 0.826480
us_000501425,0.092677, 0.826480
us_000557385,0.092677, 0.826480
us_000518481,0.092677, 0.826480
us_000550484,0.092677, 0.826480
us_000557377,0.092677, 0.826480
us_000534512,0.092677, 0.826480
us_000549464,0.092677, 0.826480
us_000557378,0.092677, 0.826480
us_000557376,0.092677, 0.826480
us_000557383,0.092677, 0.826480
us_000556805,0.092677, 0.826480
us_000616122,0.092677, 0.826480
us_000556806,0.092677, 0.826480
us_000540305,0.092677, 0.826480
us_000520408,0.092677, 0.826480
us_000518591,0.092677, 0.826480
us_000557859,0.092677, 0.826480
us_000518741,0.092677, 0.826480
us_000501383,0.092677, 0.826480
us_000557849,0.092677, 0.826510
us_000557359,0.092677, 0.826679
us_000556253,0.092677, 0.827516
