Product ID : 1032 # of JPs covered : 1 : 205 : Real Estate Finance, 
OID,Confidence at Map Node,Error at Map Node
us_000499960,0.092677, 0.828840
us_000475677,0.092677, 0.830334
us_000552327,0.092677, 0.830892
us_000489819,0.092677, 0.831218
us_000519669,0.092677, 0.831599
us_000556347,0.092677, 0.833975
us_000520172,0.092677, 0.834183
us_000502369,0.092677, 0.835674
us_000557599,0.092677, 0.837700
us_000500177,0.092677, 0.840145
us_000547404,0.092677, 0.843200
us_000535689,0.092677, 0.844198
us_000471110,0.092677, 0.844539
us_000540365,0.092677, 0.845429
us_000557381,0.092677, 0.868957
us_000501644,0.092677, 0.906196
us_000501634,0.092677, 0.906196
us_000547457,0.092677, 0.906196
us_000542818,0.092677, 0.917691
us_000576914,0.092677, 0.921884
us_000505851,0.092677, 1.124274
pr_000976254,0.076135, 0.010452
pr_000752059,0.076135, 0.011377
us_000595238,0.076135, 0.153086
us_000592101,0.068807, 0.000000
us_000614242,0.068807, 0.000000
us_000560390,0.068807, 0.000000
us_000508245,0.068807, 0.000000
us_000600905,0.068807, 0.000000
us_000536926,0.068807, 0.000000
us_000578605,0.068807, 0.000000
us_000522412,0.068807, 0.000000
us_000541429,0.068807, 0.000000
us_000549834,0.068807, 0.000000
us_000514556,0.068807, 0.000000
us_000520741,0.068807, 0.000000
us_000588618,0.068807, 0.000000
us_000522901,0.068807, 0.000000
us_000539269,0.068807, 0.000000
us_000545861,0.068807, 0.000000
us_000615578,0.068807, 0.000000
us_000594140,0.068807, 0.000000
us_000550162,0.068807, 0.000000
us_000513837,0.068807, 0.000000
us_000521211,0.068807, 0.000002
us_000481165,0.068807, 0.000005
us_000481159,0.068807, 0.000005
pr_001884626,0.068807, 0.000011
us_000467060,0.068807, 0.000018
us_000471494,0.068807, 0.000023
us_000529733,0.068807, 0.000035
us_000502759,0.068807, 0.000054
us_000470674,0.068807, 0.000061
us_000503531,0.068807, 0.000123
us_000558925,0.068807, 0.000126
us_000510846,0.068807, 0.000346
us_000474812,0.068807, 0.000646
us_000610789,0.068807, 0.001803
us_000581575,0.068807, 0.002694
us_000517003,0.068807, 0.003322
us_000232036,0.068807, 0.003831
us_000539084,0.068807, 0.007436
us_000500970,0.068807, 0.014861
us_000550705,0.068807, 0.538625
us_000514680,0.068807, 0.543787
us_000483971,0.068807, 0.548024
us_000378646,0.068807, 0.557701
us_000519098,0.068807, 0.575682
us_000325956,0.068807, 0.586121
us_000507464,0.068807, 0.587438
us_000478555,0.068807, 0.589615
us_000472219,0.068807, 0.590070
us_000472268,0.068807, 0.592868
us_000539599,0.068807, 0.595617
us_000565715,0.068807, 0.596019
us_000571236,0.068807, 0.598297
us_000564304,0.068807, 0.613050
us_000576497,0.068807, 0.613576
us_000478705,0.068807, 0.619174
us_000415387,0.068807, 0.625579
us_000540534,0.068807, 0.627138
us_000478219,0.068807, 0.633156
us_000471790,0.068807, 0.633218
us_000490687,0.068807, 0.633809
us_000497289,0.068807, 0.636562
us_000480479,0.068807, 0.636831
us_000562111,0.068807, 0.637444
us_000567311,0.068807, 0.637644
us_000527808,0.068807, 0.638731
us_000517734,0.068807, 0.645310
us_000549071,0.068807, 0.645877
us_000567905,0.068807, 0.648200
us_000578860,0.068807, 0.648304
us_000475830,0.068807, 0.651316
us_000375388,0.068807, 0.652278
us_000475924,0.068807, 0.652683
us_000476731,0.068807, 0.653015
us_000595196,0.068807, 0.654169
us_000525354,0.068807, 0.654852
us_000567209,0.068807, 0.657930
us_000485775,0.068807, 0.659487
us_000520808,0.068807, 0.659913
us_000303664,0.068807, 0.660548
us_000478075,0.068807, 0.664247
us_000587934,0.068807, 0.664290
us_000487698,0.068807, 0.666056
us_000518205,0.068807, 0.667248
us_000587883,0.068807, 0.667807
us_000478433,0.068807, 0.669131
us_000563091,0.068807, 0.670064
us_000506959,0.068807, 0.670975
us_000507483,0.068807, 0.671245
us_000469055,0.068807, 0.673242
us_000506916,0.068807, 0.673627
us_000518903,0.068807, 0.674451
pr_000444052,0.068807, 0.676647
us_000476370,0.068807, 0.677439
pr_001113692,0.068807, 0.677808
us_000477474,0.068807, 0.677808
us_000488983,0.068807, 0.677808
us_000493023,0.068807, 0.677808
us_000511682,0.068807, 0.678651
us_000527742,0.068807, 0.679723
us_000518108,0.068807, 0.680226
us_000518144,0.068807, 0.680226
us_000478551,0.068807, 0.680226
us_000478548,0.068807, 0.680226
us_000495738,0.068807, 0.680226
us_000519454,0.068807, 0.681962
us_000497029,0.068807, 0.682133
us_000478451,0.068807, 0.682845
us_000510722,0.068807, 0.682845
us_000518346,0.068807, 0.682845
us_000510747,0.068807, 0.682845
us_000497347,0.068807, 0.682845
us_000511652,0.068807, 0.682845
us_000497120,0.068807, 0.682845
us_000492210,0.068807, 0.682845
us_000462045,0.068807, 0.683977
us_000531795,0.068807, 0.691945
us_000302891,0.068807, 0.695408
us_000530064,0.068807, 0.702163
us_000510797,0.068807, 0.702590
us_000472347,0.068807, 0.703321
us_000341369,0.068807, 0.705958
us_000480179,0.068807, 0.706995
us_000475745,0.068807, 0.708321
us_000381511,0.068807, 0.708341
us_000579944,0.068807, 0.714890
us_000478224,0.068807, 0.721206
us_000491359,0.068807, 0.731546
us_000471611,0.068807, 0.747540
us_000469297,0.068807, 0.783951
us_000477047,0.068807, 0.793786
us_000572671,0.068807, 0.816391
us_000492146,0.068807, 0.831050
us_000542866,0.068807, 0.888913
us_000533546,0.068807, 0.901174
us_000263547,0.068807, 0.929726
us_000493056,0.068807, 0.991326
us_000587897,0.068807, 1.031051
us_000523176,0.068807, 1.047861
us_000529838,0.068807, 1.055451
us_000576180,0.068807, 1.648076
us_000488806,0.068807, 2.697954
us_000566015,0.060477, 0.000000
us_000480875,0.060477, 0.000000
us_000571034,0.060477, 0.000000
us_000161877,0.060477, 0.000000
us_000251538,0.060477, 0.000000
us_000597942,0.060477, 0.000000
us_000458611,0.060477, 0.000000
us_000529036,0.060477, 0.000000
us_000558210,0.060477, 0.000000
us_000539240,0.060477, 0.000000
pr_002119192,0.060477, 0.000016
us_000575024,0.060477, 0.000018
us_000597228,0.060477, 0.000018
pr_001016337,0.060477, 0.000022
pr_000647274,0.060477, 0.000114
us_000518601,0.060477, 0.000198
us_000601552,0.060477, 0.000231
us_000599535,0.060477, 0.000252
us_000567342,0.060477, 0.000268
us_000518489,0.060477, 0.000566
us_000534509,0.060477, 0.002243
us_000568578,0.060477, 0.002356
us_000519972,0.060477, 0.003009
us_000496787,0.060477, 0.003674
us_000546182,0.060477, 0.005151
us_000531023,0.060477, 0.005235
us_000581709,0.060477, 0.013310
us_000567193,0.060477, 0.021158
us_000521874,0.060477, 0.038723
us_000503528,0.060477, 0.042259
us_000498506,0.060477, 0.108408
us_000552411,0.055812, 0.000000
pr_000832191,0.055812, 0.000000
pr_000723743,0.055812, 0.000000
us_000616246,0.055812, 0.000000
us_000575926,0.055812, 0.000025
pr_000543187,0.055812, 0.000149
us_000556969,0.055812, 0.000543
us_000518925,0.055812, 0.526376
us_000510183,0.055812, 0.559024
us_000475667,0.055812, 0.563635
us_000496296,0.055812, 0.575628
us_000475690,0.055812, 0.579529
us_000482269,0.055812, 0.627364
us_000559516,0.055812, 0.650785
us_000572547,0.055812, 0.704067
us_000535151,0.055812, 0.711192
us_000482323,0.055812, 0.713117
us_000517242,0.055812, 0.724561
us_000511000,0.055812, 0.727093
us_000559493,0.055812, 0.729407
us_000484584,0.055812, 0.734216
us_000562948,0.055812, 0.734351
us_000586574,0.055812, 0.742993
us_000536676,0.055812, 0.745265
us_000517296,0.055812, 0.755861
us_000473509,0.055812, 0.768345
us_000489153,0.055812, 0.769798
us_000572535,0.055812, 0.773203
us_000586634,0.055812, 0.775889
us_000545670,0.055812, 0.777468
us_000525690,0.055812, 0.779179
us_000572534,0.055812, 0.779997
us_000572556,0.055812, 0.783552
us_000490550,0.055812, 0.788111
us_000482310,0.055812, 0.794698
us_000537109,0.055812, 0.795564
us_000482268,0.055812, 0.807130
us_000486890,0.055812, 0.817606
us_000573797,0.055812, 0.818860
us_000574438,0.055812, 0.822515
us_000465473,0.055812, 0.823251
us_000515942,0.055812, 0.824426
us_000161386,0.055812, 0.831949
us_000545637,0.055812, 0.833819
us_000490422,0.055812, 0.849948
us_000474361,0.055812, 0.862510
us_000479239,0.055812, 0.863470
us_000572529,0.055812, 0.881228
us_000474399,0.055812, 0.929386
us_000506935,0.055812, 0.978316
us_000556005,0.023356, 0.000000
us_000561867,0.023356, 0.000000
us_000583571,0.023356, 0.000000
us_000609869,0.023356, 0.000000
us_000587702,0.023356, 0.000000
us_000614230,0.023356, 0.000000
us_000594589,0.023356, 0.000000
us_000564486,0.023356, 0.000000
us_000608585,0.023356, 0.000000
us_000571941,0.023356, 0.000000
us_000526673,0.023356, 0.000000
us_000514465,0.023356, 0.000000
us_000615324,0.023356, 0.000000
us_000520659,0.023356, 0.000000
us_000518872,0.023356, 0.000000
us_000510383,0.023356, 0.000000
us_000557045,0.023356, 0.000000
us_000483302,0.023356, 0.000000
us_000566511,0.023356, 0.000000
us_000480554,0.023356, 0.000000
us_000484897,0.023356, 0.000000
us_000568936,0.023356, 0.000000
us_000481478,0.023356, 0.000000
pr_001198356,0.023356, 0.000000
us_000459965,0.023356, 0.000000
us_000561609,0.023356, 0.000000
pr_000512936,0.023356, 0.000001
pr_000553708,0.023356, 0.000001
pr_000525022,0.023356, 0.000001
us_000566717,0.023356, 0.000005
us_000488177,0.023356, 0.000005
us_000555845,0.023356, 0.000005
pr_000547930,0.023356, 0.000006
pr_001159357,0.023356, 0.000006
us_000590277,0.023356, 0.000007
us_000566916,0.023356, 0.000008
us_000558506,0.023356, 0.000008
us_000589284,0.023356, 0.000015
us_000582837,0.023356, 0.000240
us_000596575,0.023356, 0.000686
us_000609144,0.023356, 0.000794
us_000584686,0.023356, 0.000828
us_000617081,0.023356, 0.000863
us_000579349,0.023356, 0.001431
us_000599987,0.023356, 0.001849
us_000599695,0.023356, 0.001849
us_000572177,0.023356, 0.002521
us_000549376,0.023356, 0.003183
us_000598769,0.023356, 0.003353
us_000584434,0.023356, 0.004975
us_000501268,0.023356, 0.007158
us_000523697,0.023356, 0.016723
us_000580430,0.023356, 0.030038
us_000496334,0.023356, 0.048682
us_000468274,0.023356, 4.406743
us_000553362,0.023356, 4.538523
us_000523992,0.023356, 5.194504
us_000547588,0.023356, 5.391441
us_000539626,0.023356, 6.676672
us_000535163,0.023356, 6.939778
us_000460249,0.023356, 7.183022
us_000524201,0.023356, 7.585209
us_000553375,0.023356, 8.848219
pr_001738489,0.013986, 0.000000
pr_001112825,0.013986, 0.000000
pr_001710082,0.013986, 0.000000
pr_000105820,0.013986, 0.000000
pr_001604949,0.013986, 0.000000
pr_001407284,0.013986, 0.000000
pr_000839293,0.013986, 0.000000
pr_000678081,0.013986, 0.000000
pr_000878629,0.013986, 0.000000
pr_000266999,0.013986, 0.000000
pr_001830122,0.013986, 0.000000
pr_001603440,0.013986, 0.000000
pr_000604844,0.013986, 0.000000
pr_001069038,0.013986, 0.000000
pr_002069070,0.013986, 0.000000
pr_000771033,0.013986, 0.000000
pr_000268920,0.013986, 0.000000
pr_001834045,0.013986, 0.000000
pr_001768485,0.013986, 0.000000
pr_001414212,0.013986, 0.000000
pr_001673914,0.013986, 0.000000
us_000489086,0.013986, 0.000000
pr_000099584,0.013986, 0.000000
us_000468757,0.013986, 0.000000
us_000512531,0.013986, 0.000005
us_000547110,0.013986, 0.000005
us_000487212,0.013986, 0.000007
us_000551859,0.013986, 0.000007
us_000481471,0.013986, 0.000024
us_000479647,0.013986, 0.000032
us_000505059,0.013986, 0.000048
us_000478437,0.013986, 0.000048
us_000461948,0.013986, 0.000126
us_000574380,0.013986, 0.000200
pr_000729564,0.013986, 0.000514
us_000471259,0.013986, 0.000810
us_000617113,0.013986, 0.000922
us_000561019,0.013986, 0.001075
us_000606637,0.013986, 0.001094
us_000575365,0.013986, 0.001327
us_000554271,0.013986, 0.001637
us_000503472,0.013986, 0.003611
pr_000982123,0.013986, 0.003963
us_000458854,0.013986, 0.004705
us_000543424,0.013986, 0.040691
us_000543089,0.013986, 0.072640
us_000467866,0.013986, 0.423869
pr_000766428,0.004394, 0.000000
us_000578251,0.004394, 0.000009
us_000506172,0.004394, 0.000012
us_000594422,0.004394, 0.000012
us_000524682,0.004394, 0.000203
pr_001779413,0.004394, 0.000204
us_000568557,0.004394, 0.000425
us_000537411,0.004394, 0.000668
us_000585103,0.004394, 0.000672
us_000465419,0.004394, 0.000706
us_000579022,0.004394, 0.000784
us_000613321,0.004394, 0.000958
us_000560918,0.004394, 0.000968
us_000464595,0.004394, 0.001048
us_000536422,0.004394, 0.001731
us_000466316,0.004394, 0.001950
us_000520403,0.004394, 0.003034
us_000595259,0.004394, 0.004612
us_000549182,0.004394, 0.007767
us_000565392,0.004394, 0.049173
us_000570292,0.004394, 0.058825
us_000491643,0.004394, 0.077564
us_000538667,0.004394, 0.084376
