Product ID : 2095 JPs covered : 252 : Elder Law, 
OID,Confidence at Map Node,Error at Map Node
us_000552823,0.855917, 0.275907
us_000588978,0.855917, 0.275907
us_000616465,0.855917, 0.275907
us_000586716,0.855917, 0.275907
us_000551761,0.855917, 0.275907
us_000596905,0.855917, 0.275907
us_000551703,0.855917, 0.275907
us_000592555,0.855917, 0.275907
us_000595969,0.855917, 0.275907
us_000488704,0.855917, 0.278486
us_000526410,0.855917, 0.280459
us_000485416,0.855917, 0.281281
us_000536525,0.855917, 0.282630
us_000544937,0.855917, 0.282630
us_000512977,0.855917, 0.282630
us_000587599,0.855917, 0.282630
us_000543245,0.855917, 0.282630
us_000543846,0.855917, 0.282630
us_000585515,0.855917, 0.282630
us_000550409,0.855917, 0.282630
us_000512269,0.855917, 0.282630
us_000531773,0.855917, 0.282630
us_000490659,0.855917, 0.282630
us_000490398,0.855917, 0.282630
us_000586163,0.855917, 0.282630
us_000512330,0.855917, 0.282630
us_000586183,0.855917, 0.282630
us_000526656,0.855917, 0.282630
us_000511952,0.855917, 0.282630
us_000535861,0.855917, 0.282630
us_000617407,0.855917, 0.282630
us_000500723,0.855917, 0.282630
us_000580244,0.855917, 0.282630
us_000593348,0.855917, 0.282630
us_000550450,0.855917, 0.282630
us_000584451,0.855917, 0.282630
us_000498514,0.855917, 0.282630
us_000588413,0.855917, 0.282630
us_000488971,0.855917, 0.282828
us_000507820,0.855917, 0.282828
us_000544568,0.855917, 0.283026
us_000600307,0.855917, 0.283735
us_000487121,0.855917, 0.283735
us_000490783,0.855917, 0.283966
us_000482108,0.855917, 0.284462
us_000614708,0.855917, 0.289434
us_000499316,0.855917, 0.289434
us_000527010,0.855917, 0.289434
us_000514117,0.855917, 0.289434
us_000488343,0.855917, 0.289434
us_000580315,0.855917, 0.290771
us_000550867,0.855917, 0.326995
us_000582766,0.855917, 0.418478
us_000506381,0.846344, 0.000019
us_000500964,0.846344, 0.000019
us_000576384,0.846344, 0.004920
us_000484013,0.846344, 0.153705
us_000518746,0.846344, 0.160297
us_000484610,0.846344, 0.207927
us_000479677,0.846344, 0.209677
us_000537994,0.846344, 0.213044
us_000500373,0.846344, 0.213480
us_000526336,0.846344, 0.218286
us_000486892,0.846344, 0.219720
us_000479664,0.846344, 0.219795
us_000479361,0.846344, 0.219795
us_000478611,0.846344, 0.231097
us_000497061,0.846344, 0.237931
us_000487106,0.846344, 0.269601
us_000615037,0.846344, 0.281171
us_000544732,0.846344, 0.281745
us_000576970,0.846344, 0.282509
us_000532372,0.846344, 0.282509
pr_001027014,0.846344, 0.323309
pr_000658602,0.657920, 0.000000
pr_000936902,0.657920, 0.000001
pr_001053199,0.657920, 0.000001
pr_001099480,0.657920, 0.000001
pr_000951678,0.657920, 0.000001
pr_001058089,0.657920, 0.000001
pr_001057231,0.657920, 0.000001
pr_001151887,0.657920, 0.000001
pr_001054097,0.657920, 0.000001
pr_001111759,0.657920, 0.000001
pr_000939998,0.657920, 0.000001
pr_000949259,0.657920, 0.000001
pr_001405666,0.657920, 0.000001
pr_001589164,0.657920, 0.000001
pr_001616938,0.657920, 0.000001
pr_001393945,0.657920, 0.000001
pr_000782384,0.657920, 0.000001
pr_001733425,0.657920, 0.000001
pr_002058073,0.657920, 0.000001
pr_001095170,0.657920, 0.000001
pr_001586144,0.657920, 0.000001
pr_001053568,0.657920, 0.000001
pr_000953722,0.657920, 0.000001
pr_001096619,0.657920, 0.000001
pr_002115288,0.657920, 0.000001
pr_001142506,0.657920, 0.000001
pr_001053167,0.657920, 0.000001
pr_001144813,0.657920, 0.000001
pr_000945337,0.657920, 0.000001
pr_000937670,0.657920, 0.000001
pr_001097334,0.657920, 0.000001
pr_001053139,0.657920, 0.000001
pr_001054368,0.657920, 0.000001
pr_001057858,0.657920, 0.000001
pr_001054024,0.657920, 0.000001
pr_001050456,0.657920, 0.000001
pr_001052997,0.657920, 0.000001
pr_001142322,0.657920, 0.000001
pr_002115642,0.657920, 0.000001
pr_001053182,0.657920, 0.000001
pr_000781674,0.657920, 0.000001
pr_000937574,0.657920, 0.000001
pr_001153128,0.657920, 0.000001
pr_001055152,0.657920, 0.000001
pr_000755363,0.657920, 0.000001
pr_001055083,0.657920, 0.000001
pr_001142496,0.657920, 0.000001
pr_001053687,0.657920, 0.000029
pr_000946082,0.657920, 0.000158
pr_000947820,0.657920, 0.000232
us_000584732,0.657920, 0.001330
us_000505787,0.657920, 0.001377
us_000542473,0.657920, 0.002155
us_000526141,0.657920, 0.003485
us_000491582,0.657920, 0.005430
us_000491593,0.657920, 0.005800
us_000492508,0.657920, 0.083665
us_000493166,0.657920, 0.132754
us_000497151,0.657920, 0.169082
us_000501415,0.657920, 0.172519
us_000495633,0.657920, 0.186612
us_000496378,0.657920, 0.189758
us_000560235,0.657920, 0.212129
us_000478819,0.657920, 0.212979
us_000495183,0.657920, 0.225796
us_000532415,0.657920, 0.229064
us_000542133,0.657920, 0.229064
us_000526534,0.657920, 0.237755
us_000488299,0.657920, 0.237757
us_000616468,0.657920, 0.241025
us_000527654,0.657920, 0.243859
us_000595446,0.657920, 0.243859
us_000541401,0.657920, 0.243859
us_000527102,0.657920, 0.243859
us_000584435,0.657920, 0.246635
us_000495150,0.657920, 0.247127
us_000598742,0.657920, 0.247127
us_000496348,0.657920, 0.247127
us_000489164,0.657920, 0.247127
us_000580826,0.657920, 0.247127
us_000528649,0.657920, 0.261489
us_000491276,0.652718, 0.184365
us_000491274,0.652718, 0.184365
us_000495625,0.652718, 0.184365
us_000495055,0.652718, 0.184365
us_000587844,0.652718, 0.184365
us_000600034,0.652718, 0.189868
us_000600049,0.652718, 0.189868
us_000533695,0.652718, 0.189868
us_000600028,0.652718, 0.189868
us_000522204,0.652718, 0.195452
us_000588133,0.652718, 0.195452
us_000496116,0.652718, 0.195452
us_000491002,0.652718, 0.195452
us_000530464,0.652718, 0.195452
us_000527661,0.652718, 0.195452
us_000526423,0.652718, 0.195452
us_000584374,0.652718, 0.195452
us_000489693,0.652718, 0.195452
us_000584404,0.652718, 0.195452
us_000490627,0.652718, 0.195452
us_000502386,0.652718, 0.196690
pr_001047651,0.652718, 0.200770
us_000536104,0.652718, 0.201118
us_000496200,0.652718, 0.201118
us_000513750,0.652718, 0.201118
us_000530014,0.652718, 0.201118
us_000496213,0.652718, 0.201118
us_000491032,0.652718, 0.201118
us_000515171,0.652718, 0.201118
us_000517685,0.652718, 0.201118
us_000580905,0.652718, 0.201118
us_000536126,0.652718, 0.201118
us_000552764,0.652718, 0.201118
us_000530096,0.652718, 0.201118
us_000527919,0.652718, 0.201415
us_000495035,0.652718, 0.201491
us_000484234,0.652718, 0.201570
us_000485944,0.652718, 0.202846
us_000593794,0.652718, 0.206864
us_000593922,0.652718, 0.206864
us_000582920,0.652718, 0.206864
us_000530097,0.652718, 0.206864
us_000498002,0.652718, 0.206864
us_000549825,0.652718, 0.206864
us_000529646,0.652718, 0.206864
us_000579938,0.652718, 0.206864
us_000543921,0.652718, 0.206864
us_000495207,0.652718, 0.206864
us_000497992,0.652718, 0.206864
us_000579979,0.652718, 0.206864
us_000495266,0.652718, 0.206864
us_000550797,0.652718, 0.206864
us_000491255,0.652718, 0.206864
us_000551134,0.652718, 0.208218
us_000493029,0.652718, 0.212989
us_000490490,0.652718, 0.213708
us_000587593,0.652718, 0.213929
us_000515181,0.652718, 0.217865
us_000482105,0.652718, 0.221190
us_000488649,0.550724, 0.000000
pr_001041048,0.550724, 0.000000
pr_001062416,0.550724, 0.000006
us_000489679,0.550724, 0.178992
us_000500883,0.550724, 0.198784
us_000522082,0.550724, 0.199700
us_000515059,0.550724, 0.200638
us_000590276,0.550724, 0.200638
us_000533059,0.550724, 0.201625
us_000584723,0.550724, 0.202439
us_000598788,0.550724, 0.205125
us_000606451,0.550724, 0.207091
us_000605622,0.550724, 0.208819
us_000507197,0.550724, 0.209177
us_000599606,0.550724, 0.209715
us_000512064,0.550724, 0.209715
us_000536687,0.550724, 0.210631
us_000607941,0.550724, 0.210631
us_000600221,0.550724, 0.210631
us_000608614,0.550724, 0.211569
us_000600279,0.550724, 0.211569
us_000501938,0.550724, 0.211569
us_000492727,0.550724, 0.211569
us_000591099,0.550724, 0.211569
us_000522102,0.550724, 0.234405
us_000494396,0.550724, 0.247297
us_000520924,0.538699, 0.003409
us_000496399,0.538699, 0.141664
us_000511792,0.538699, 0.142188
us_000584423,0.538699, 0.142195
us_000598666,0.538699, 0.150919
us_000492225,0.538699, 0.151738
us_000492076,0.538699, 0.151991
us_000592118,0.538699, 0.158879
us_000477933,0.538699, 0.179195
us_000513939,0.538699, 0.187279
us_000596638,0.538699, 0.189326
us_000594977,0.538699, 0.194675
us_000489883,0.538699, 0.195466
us_000497495,0.538699, 0.196564
us_000527652,0.538699, 0.197923
us_000503856,0.538699, 0.197928
us_000509002,0.538699, 0.199377
us_000491445,0.538699, 0.201708
us_000525293,0.538699, 0.201708
us_000541403,0.538699, 0.201708
us_000544228,0.538699, 0.201708
us_000533330,0.538699, 0.203367
us_000600256,0.538699, 0.205111
us_000560280,0.538699, 0.206940
us_000589763,0.538699, 0.206940
us_000486216,0.538699, 0.220193
us_000495259,0.538699, 0.237742
us_000528684,0.538699, 0.243747
us_000508255,0.538699, 0.245491
us_000487531,0.538699, 0.248265
us_000496244,0.538699, 0.249000
us_000556831,0.538699, 0.249000
us_000517455,0.538699, 0.249000
us_000564643,0.538699, 0.253413
us_000492358,0.538699, 0.258279
us_000548804,0.538699, 0.258279
us_000480796,0.538699, 0.259035
us_000535580,0.538699, 0.260533
us_000516342,0.538699, 0.260611
us_000551834,0.538699, 0.261430
us_000569673,0.538699, 0.261430
us_000556821,0.538699, 0.261430
us_000557400,0.538699, 0.261430
us_000522509,0.538699, 0.262270
us_000573989,0.538699, 0.262270
us_000553961,0.538699, 0.264349
us_000488588,0.538699, 0.307269
us_000484139,0.495014, 0.155678
us_000513906,0.495014, 0.155678
us_000491078,0.495014, 0.155678
us_000513168,0.495014, 0.155678
us_000513689,0.495014, 0.155678
us_000589626,0.495014, 0.155678
us_000495308,0.495014, 0.155678
us_000491341,0.495014, 0.155678
us_000514838,0.495014, 0.155678
us_000527629,0.495014, 0.155678
us_000496268,0.495014, 0.155678
us_000591927,0.495014, 0.155678
us_000489055,0.495014, 0.155678
us_000495933,0.495014, 0.155678
us_000524707,0.495014, 0.155678
us_000584919,0.495014, 0.155678
us_000592261,0.495014, 0.155678
us_000569934,0.495014, 0.155678
us_000616890,0.495014, 0.155678
us_000593648,0.495014, 0.155678
us_000527475,0.495014, 0.155678
us_000515193,0.495014, 0.155678
us_000602173,0.495014, 0.155678
us_000513686,0.495014, 0.155678
us_000589625,0.495014, 0.155678
us_000497102,0.495014, 0.155678
us_000593651,0.495014, 0.155678
us_000526613,0.495014, 0.155678
us_000551455,0.495014, 0.155678
us_000610372,0.495014, 0.155678
us_000593663,0.495014, 0.155678
us_000493089,0.495014, 0.155678
us_000510827,0.495014, 0.160740
us_000587886,0.495014, 0.160740
us_000495088,0.495014, 0.160740
us_000530239,0.495014, 0.160740
us_000584449,0.495014, 0.160740
us_000584510,0.495014, 0.160740
us_000526103,0.495014, 0.160740
us_000499348,0.495014, 0.160740
us_000600104,0.495014, 0.160740
us_000493279,0.495014, 0.160740
us_000494402,0.495014, 0.160740
us_000586529,0.495014, 0.160740
us_000585264,0.495014, 0.160740
us_000580973,0.495014, 0.160740
us_000584440,0.495014, 0.160740
us_000528965,0.495014, 0.160740
us_000596699,0.495014, 0.160740
us_000511205,0.495014, 0.160740
us_000540884,0.495014, 0.160740
us_000564276,0.495014, 0.160740
us_000499558,0.495014, 0.160740
us_000502409,0.495014, 0.160740
us_000550791,0.495014, 0.160740
us_000496514,0.495014, 0.160740
us_000557633,0.495014, 0.160740
us_000584438,0.495014, 0.160740
us_000569476,0.495014, 0.160740
us_000533754,0.495014, 0.160740
us_000598279,0.495014, 0.160740
us_000551207,0.495014, 0.160740
us_000600147,0.495014, 0.160740
us_000595814,0.495014, 0.160740
us_000526416,0.495014, 0.160740
us_000521546,0.495014, 0.160740
us_000489010,0.495014, 0.160740
us_000536743,0.495014, 0.160740
us_000524678,0.495014, 0.160740
us_000502395,0.495014, 0.160740
us_000490419,0.495014, 0.160740
us_000536217,0.495014, 0.160740
us_000491085,0.495014, 0.160740
us_000582828,0.495014, 0.160740
us_000536156,0.495014, 0.160740
us_000564831,0.495014, 0.160740
us_000513109,0.495014, 0.160740
us_000584883,0.495014, 0.160740
us_000528947,0.495014, 0.160740
us_000614681,0.495014, 0.162701
us_000536099,0.495014, 0.162721
us_000512898,0.495014, 0.165884
us_000490476,0.495014, 0.165884
us_000549896,0.495014, 0.165884
us_000495594,0.495014, 0.165884
us_000527395,0.495014, 0.165884
us_000484518,0.495014, 0.165884
us_000529832,0.495014, 0.165884
us_000527396,0.495014, 0.165884
us_000512622,0.495014, 0.165884
us_000495535,0.495014, 0.165884
us_000497128,0.495014, 0.165884
us_000583620,0.495014, 0.165884
us_000490712,0.495014, 0.165884
us_000489028,0.495014, 0.165884
us_000522051,0.495014, 0.165884
us_000512036,0.495014, 0.165884
us_000514322,0.495014, 0.165884
us_000599503,0.495014, 0.165884
us_000592546,0.495014, 0.165884
us_000581148,0.495014, 0.165884
us_000490632,0.495014, 0.165884
us_000495890,0.495014, 0.165884
us_000490314,0.495014, 0.165884
us_000583471,0.495014, 0.165884
us_000497036,0.495014, 0.165884
us_000484553,0.495014, 0.165884
us_000495388,0.495014, 0.165884
us_000557489,0.495014, 0.165884
us_000551377,0.495014, 0.165884
us_000580257,0.495014, 0.165884
us_000601667,0.495014, 0.165884
us_000536650,0.495014, 0.165884
us_000527397,0.495014, 0.165884
us_000601400,0.495014, 0.165884
us_000536605,0.495014, 0.165884
us_000559876,0.495014, 0.165884
us_000544126,0.495014, 0.165884
us_000526479,0.495014, 0.165884
us_000496046,0.495014, 0.165884
us_000493318,0.495014, 0.165884
us_000522004,0.495014, 0.165884
us_000592559,0.495014, 0.165884
us_000541909,0.495014, 0.165884
us_000522014,0.495014, 0.165884
us_000527403,0.495014, 0.165884
us_000541445,0.495014, 0.165884
us_000522035,0.495014, 0.165884
us_000491631,0.495014, 0.165884
us_000491017,0.495014, 0.165884
us_000614614,0.495014, 0.165884
us_000502408,0.495014, 0.165884
us_000498576,0.495014, 0.165884
us_000592505,0.495014, 0.165884
us_000615519,0.495014, 0.165884
us_000490813,0.495014, 0.165884
us_000595956,0.495014, 0.165884
us_000580786,0.495014, 0.165884
us_000526702,0.495014, 0.165884
us_000495906,0.495014, 0.165884
us_000543160,0.495014, 0.165884
us_000579952,0.495014, 0.165884
us_000496080,0.495014, 0.165884
us_000495540,0.495014, 0.165884
us_000497956,0.495014, 0.165884
us_000527398,0.495014, 0.165884
us_000527393,0.495014, 0.165884
us_000616154,0.495014, 0.165884
us_000580382,0.495014, 0.165884
us_000525796,0.495014, 0.165884
us_000513120,0.495014, 0.165884
us_000495595,0.495014, 0.165884
us_000588039,0.495014, 0.165884
us_000497182,0.495014, 0.165884
us_000531807,0.495014, 0.165884
us_000616454,0.495014, 0.165884
us_000495201,0.495014, 0.165884
us_000522034,0.495014, 0.165884
us_000497123,0.495014, 0.165884
us_000587173,0.495014, 0.165884
us_000541527,0.495014, 0.165884
us_000530211,0.495014, 0.165884
us_000495869,0.495014, 0.165884
us_000542176,0.495014, 0.165884
us_000512551,0.495014, 0.165884
us_000529504,0.495014, 0.165884
us_000499574,0.495014, 0.165884
us_000588048,0.495014, 0.165884
us_000498559,0.495014, 0.165884
us_000490507,0.495014, 0.165884
us_000527578,0.495014, 0.165884
us_000512632,0.495014, 0.165884
us_000542150,0.495014, 0.165884
us_000501473,0.495014, 0.165884
us_000583430,0.495014, 0.165884
us_000559240,0.495014, 0.165884
us_000493297,0.495014, 0.165884
us_000488917,0.495014, 0.165884
us_000616601,0.495014, 0.165884
us_000526477,0.495014, 0.165884
us_000498500,0.495014, 0.165884
us_000527657,0.495014, 0.165884
us_000596958,0.495014, 0.165884
us_000498548,0.495014, 0.165884
us_000495170,0.495014, 0.165884
us_000496057,0.495014, 0.165884
us_000514427,0.495014, 0.165884
us_000515104,0.495014, 0.165884
us_000572314,0.495014, 0.165884
us_000588026,0.495014, 0.166134
us_000485744,0.495014, 0.166644
us_000585164,0.495014, 0.166644
us_000522005,0.495014, 0.166644
us_000537447,0.495014, 0.166829
us_000491717,0.495014, 0.167030
us_000495360,0.495014, 0.167137
us_000526472,0.495014, 0.167733
us_000566897,0.495014, 0.167865
us_000536951,0.495014, 0.168140
us_000470344,0.495014, 0.168885
us_000526444,0.495014, 0.171108
us_000549296,0.495014, 0.171108
us_000488365,0.495014, 0.171108
us_000527028,0.495014, 0.171108
us_000551633,0.495014, 0.171108
us_000496154,0.495014, 0.171108
us_000594381,0.495014, 0.171108
us_000497012,0.495014, 0.171108
us_000495774,0.495014, 0.171108
us_000587314,0.495014, 0.171108
us_000580220,0.495014, 0.171108
us_000497514,0.495014, 0.171108
us_000527566,0.495014, 0.171108
us_000496155,0.495014, 0.171108
us_000599154,0.495014, 0.171108
us_000495722,0.495014, 0.171108
us_000495785,0.495014, 0.171108
us_000484420,0.495014, 0.171108
us_000484400,0.495014, 0.171108
us_000526768,0.495014, 0.171108
us_000540735,0.495014, 0.171108
us_000598719,0.495014, 0.171108
us_000599344,0.495014, 0.171108
us_000497023,0.495014, 0.171108
us_000579994,0.495014, 0.171108
us_000499696,0.495014, 0.171108
us_000604394,0.495014, 0.171108
us_000525058,0.495014, 0.171108
us_000491072,0.495014, 0.171108
us_000535616,0.495014, 0.171108
us_000533524,0.495014, 0.171108
us_000512712,0.495014, 0.171108
us_000589000,0.495014, 0.171108
us_000550747,0.495014, 0.171108
us_000543895,0.495014, 0.171108
us_000496878,0.495014, 0.171108
us_000589002,0.495014, 0.171108
us_000518095,0.495014, 0.171108
us_000550152,0.495014, 0.171108
us_000610237,0.495014, 0.171108
us_000542547,0.495014, 0.171108
us_000593261,0.495014, 0.171108
us_000526421,0.495014, 0.171108
us_000606842,0.495014, 0.171108
us_000496416,0.495014, 0.171108
us_000608454,0.495014, 0.171108
us_000587176,0.495014, 0.171108
us_000527912,0.495014, 0.171108
us_000600591,0.495014, 0.171108
us_000595821,0.495014, 0.171108
us_000599219,0.495014, 0.171108
us_000513570,0.495014, 0.171108
us_000600289,0.495014, 0.171108
us_000569326,0.495014, 0.171108
us_000491486,0.495014, 0.171108
us_000583933,0.495014, 0.171108
us_000595397,0.495014, 0.171108
us_000495189,0.495014, 0.171108
us_000607282,0.495014, 0.171108
us_000497127,0.495014, 0.171108
us_000587105,0.495014, 0.171108
us_000488378,0.495014, 0.171108
us_000492619,0.495014, 0.171108
us_000583924,0.495014, 0.171108
us_000518098,0.495014, 0.171108
us_000581027,0.495014, 0.171108
us_000495549,0.495014, 0.171108
us_000551563,0.495014, 0.171108
us_000491487,0.495014, 0.171108
us_000596523,0.495014, 0.171108
us_000540952,0.495014, 0.171108
us_000592609,0.495014, 0.171108
us_000521783,0.495014, 0.171108
us_000489794,0.495014, 0.171108
us_000488225,0.495014, 0.171108
us_000580137,0.495014, 0.171108
us_000541163,0.495014, 0.171108
us_000599875,0.495014, 0.171108
us_000495988,0.495014, 0.171108
us_000490631,0.495014, 0.171108
us_000493293,0.495014, 0.171108
us_000540953,0.495014, 0.171108
us_000527901,0.495014, 0.171108
us_000497009,0.495014, 0.171108
us_000567230,0.495014, 0.171108
us_000501224,0.495014, 0.171108
us_000515112,0.495014, 0.171108
us_000495343,0.495014, 0.171108
us_000526425,0.495014, 0.171108
us_000489856,0.495014, 0.171108
us_000513573,0.495014, 0.171108
us_000489677,0.495014, 0.171108
us_000582834,0.495014, 0.171108
us_000531013,0.495014, 0.171108
us_000528741,0.495014, 0.171108
us_000549851,0.495014, 0.171108
us_000535638,0.495014, 0.171108
us_000607463,0.495014, 0.171108
us_000543940,0.495014, 0.171108
us_000496103,0.495014, 0.171108
us_000606487,0.495014, 0.171108
us_000580587,0.495014, 0.171108
us_000489467,0.495014, 0.171108
us_000490791,0.495014, 0.171108
us_000616179,0.495014, 0.171108
us_000496881,0.495014, 0.171108
us_000535719,0.495014, 0.171108
us_000488364,0.495014, 0.171108
us_000599320,0.495014, 0.171108
us_000574544,0.495014, 0.171108
us_000617422,0.495014, 0.171108
us_000533254,0.495014, 0.171108
us_000608729,0.495014, 0.171108
us_000494988,0.495014, 0.171108
us_000580206,0.495014, 0.171108
us_000515197,0.495014, 0.171108
us_000495331,0.495014, 0.171108
us_000537769,0.495014, 0.171108
us_000550509,0.495014, 0.171108
us_000490663,0.495014, 0.171108
us_000488264,0.495014, 0.171108
us_000584425,0.495014, 0.171108
us_000551800,0.495014, 0.171108
us_000544781,0.495014, 0.171108
us_000518148,0.495014, 0.171108
us_000527120,0.495014, 0.171108
us_000540776,0.495014, 0.171108
us_000580246,0.495014, 0.171108
us_000489670,0.495014, 0.171108
us_000496157,0.495014, 0.171108
us_000566241,0.495014, 0.171108
us_000489511,0.495014, 0.171108
us_000587287,0.495014, 0.171108
us_000490755,0.495014, 0.171108
us_000511881,0.495014, 0.171108
us_000580922,0.495014, 0.171108
us_000586064,0.495014, 0.171108
us_000617567,0.495014, 0.171108
us_000596807,0.495014, 0.171108
us_000551980,0.495014, 0.171108
us_000490933,0.495014, 0.171108
us_000582810,0.495014, 0.171108
us_000580203,0.495014, 0.171108
us_000587320,0.495014, 0.171108
us_000529040,0.495014, 0.171108
us_000589001,0.495014, 0.171108
us_000529142,0.495014, 0.171108
us_000580316,0.495014, 0.171108
us_000489011,0.495014, 0.171127
us_000490641,0.495014, 0.171147
us_000489593,0.495014, 0.171869
us_000596750,0.495014, 0.171869
us_000529133,0.495014, 0.171869
us_000522027,0.495014, 0.171869
us_000503394,0.495014, 0.171869
us_000503081,0.495014, 0.171869
us_000546839,0.495014, 0.171869
us_000550622,0.495014, 0.171913
us_000482557,0.495014, 0.171959
us_000492595,0.495014, 0.171959
us_000560561,0.495014, 0.171959
us_000604477,0.495014, 0.171959
us_000484422,0.495014, 0.172054
us_000492602,0.495014, 0.172362
us_000521942,0.495014, 0.172588
us_000483331,0.495014, 0.172958
us_000580322,0.495014, 0.172958
us_000490867,0.495014, 0.172958
us_000491500,0.495014, 0.173090
us_000587751,0.495014, 0.173090
