Product ID : 2092 JPs covered : 438 : Personal Injury-Substantive, 
OID,Confidence at Map Node,Error at Map Node
us_000595378,0.332278, 0.335772
us_000544006,0.332278, 0.335772
us_000565096,0.332278, 0.335772
us_000547043,0.332278, 0.335772
us_000527993,0.332278, 0.335772
us_000559064,0.332278, 0.335772
us_000510037,0.332278, 0.335772
us_000518880,0.332278, 0.335772
us_000510958,0.332278, 0.335772
us_000594446,0.332278, 0.336329
us_000570573,0.332278, 0.336449
us_000587949,0.332278, 0.336449
us_000525897,0.332278, 0.336488
us_000518968,0.332278, 0.337261
us_000569256,0.332278, 0.337349
us_000546333,0.332278, 0.337842
us_000529640,0.332278, 0.337865
us_000534957,0.332278, 0.337881
us_000498140,0.332278, 0.338049
us_000548137,0.332278, 0.338687
us_000510625,0.332278, 0.338703
us_000542704,0.332278, 0.338748
us_000511749,0.332278, 0.340011
us_000508854,0.332278, 0.340390
us_000569443,0.332278, 0.340839
us_000501412,0.332278, 0.342371
us_000527908,0.332278, 0.342469
us_000537823,0.332278, 0.343068
us_000530527,0.332278, 0.346303
us_000545437,0.332278, 0.346730
us_000546137,0.332278, 0.346826
us_000468755,0.332278, 0.347806
us_000514822,0.332278, 0.348462
us_000500474,0.332278, 0.349891
us_000505099,0.332278, 0.350128
us_000498633,0.332278, 0.353278
us_000513373,0.332278, 0.353314
us_000545352,0.332278, 0.353551
us_000487809,0.332278, 0.355058
us_000506577,0.332278, 0.358080
us_000540113,0.332278, 0.358659
us_000510919,0.332278, 0.359498
us_000534808,0.332278, 0.366546
us_000525951,0.332278, 0.368746
us_000499765,0.332278, 0.368746
us_000473639,0.332278, 0.369154
us_000572878,0.332278, 0.372169
us_000502365,0.332278, 0.372169
us_000502356,0.332278, 0.372169
us_000570013,0.332278, 0.374643
us_000565635,0.332278, 0.374720
us_000492590,0.332278, 0.375236
us_000484768,0.332278, 0.375416
us_000545323,0.332278, 0.376322
us_000528563,0.332278, 0.376715
us_000484462,0.332278, 0.376758
us_000517889,0.332278, 0.378389
us_000496783,0.332278, 0.380508
us_000514092,0.332278, 0.381191
us_000494071,0.332278, 0.382342
us_000534918,0.332278, 0.383907
us_000524566,0.332278, 0.384189
us_000597109,0.332278, 0.384538
us_000579363,0.332278, 0.387793
us_000510756,0.332278, 0.387864
us_000558512,0.332278, 0.390602
us_000497853,0.332278, 0.391207
us_000488886,0.332278, 0.395497
us_000513514,0.332278, 0.399609
us_000488924,0.332278, 0.408398
us_000490308,0.332278, 0.408997
us_000490433,0.332278, 0.415438
us_000518069,0.332278, 0.418615
us_000526547,0.332278, 0.426936
us_000498564,0.332278, 0.427192
us_000543833,0.332278, 0.433741
us_000519083,0.332278, 0.433741
us_000515740,0.332278, 0.433741
us_000529654,0.332278, 0.434631
us_000500383,0.332278, 0.437731
us_000511005,0.332278, 0.443078
us_000516357,0.332278, 0.466835
us_000528820,0.332278, 0.505855
us_000491055,0.332278, 0.542374
us_000540589,0.332278, 0.565103
us_000514821,0.332278, 0.579366
pr_000773613,0.166448, 0.000000
pr_000879501,0.166448, 0.000001
pr_001062577,0.166448, 0.000001
pr_001060318,0.166448, 0.000001
pr_001002911,0.166448, 0.000001
pr_000165809,0.166448, 0.000001
pr_000861932,0.166448, 0.000001
pr_000622163,0.166448, 0.000001
pr_000838294,0.166448, 0.000001
pr_000827640,0.166448, 0.000001
pr_000946247,0.166448, 0.000001
pr_001832341,0.166448, 0.000001
pr_001074335,0.166448, 0.000001
pr_002117406,0.166448, 0.000001
pr_000989304,0.166448, 0.000001
pr_000738083,0.166448, 0.000001
pr_001060119,0.166448, 0.000001
pr_000163815,0.166448, 0.000001
pr_000186007,0.166448, 0.000001
pr_000896931,0.166448, 0.000001
pr_001060097,0.166448, 0.000001
pr_000753466,0.166448, 0.000001
pr_000294775,0.166448, 0.000001
pr_001415512,0.166448, 0.000001
pr_001625366,0.166448, 0.000001
pr_000965687,0.166448, 0.000001
pr_001060219,0.166448, 0.000001
pr_000824561,0.166448, 0.000001
pr_002130186,0.166448, 0.000001
pr_000298885,0.166448, 0.000001
pr_001841768,0.166448, 0.000001
pr_001013556,0.166448, 0.000001
pr_001059066,0.166448, 0.000001
pr_001056928,0.166448, 0.000001
pr_001390803,0.166448, 0.000001
pr_000295944,0.166448, 0.000001
pr_001642092,0.166448, 0.000001
pr_001391639,0.166448, 0.000001
pr_000894429,0.166448, 0.000001
pr_001134006,0.166448, 0.000001
pr_001067955,0.166448, 0.000001
pr_001733381,0.166448, 0.000001
pr_000739865,0.166448, 0.000001
pr_000977563,0.166448, 0.000001
pr_000622637,0.166448, 0.000001
pr_000891343,0.166448, 0.000001
pr_001117414,0.166448, 0.000001
pr_000749067,0.166448, 0.000001
pr_001061812,0.166448, 0.000001
pr_000445839,0.166448, 0.000010
pr_000726688,0.166448, 0.000013
pr_000163702,0.166448, 0.000018
pr_000293256,0.166448, 0.000109
us_000516440,0.166448, 0.000110
us_000537663,0.166448, 0.000110
us_000601961,0.166448, 0.000110
us_000569389,0.166448, 0.000110
us_000533703,0.166448, 0.000110
pr_002076007,0.166448, 0.000315
pr_001007532,0.166448, 0.000347
pr_001642089,0.166448, 0.000412
pr_002075556,0.166448, 0.000415
pr_001162954,0.166448, 0.000775
us_000511067,0.166448, 0.677854
us_000529117,0.166448, 0.698283
us_000532398,0.166448, 0.786427
us_000532392,0.166448, 0.804022
us_000533267,0.166448, 0.826139
us_000572004,0.166448, 0.857291
us_000524674,0.166448, 0.869779
