Product ID : 889 # of JPs covered : 1 : 79 : Corp Law, 
us_000492933,0.283718, 0.000121
us_000466354,0.283718, 0.000121
us_000611094,0.283718, 0.000211
us_000465368,0.283718, 0.000331
us_000465337,0.283718, 0.000331
us_000132750,0.283718, 0.000331
us_000523639,0.283718, 0.000355
us_000498207,0.283718, 0.000441
pr_000118264,0.283718, 0.000472
us_000603594,0.283718, 0.000572
us_000551740,0.283718, 0.000775
us_000528089,0.283718, 0.001332
us_000542205,0.283718, 0.001905
us_000554666,0.283718, 0.002163
us_000495711,0.283718, 0.002210
us_000481221,0.283718, 0.002853
us_000480797,0.283718, 0.003031
us_000478275,0.283718, 0.003280
us_000479093,0.283718, 0.004868
us_000476980,0.283718, 0.005072
us_000541879,0.283718, 0.006079
us_000557203,0.283718, 0.006622
us_000559761,0.283718, 0.012081
us_000532355,0.283718, 0.018779
us_000549157,0.283718, 0.039098
pr_000814660,0.283718, 0.052607
pr_000633219,0.283718, 0.052607
pr_000966844,0.283718, 0.052607
pr_000625729,0.283718, 0.052607
pr_000833526,0.283718, 0.052607
pr_000873783,0.283718, 0.052607
pr_000811110,0.283718, 0.052607
pr_000896886,0.283718, 0.052607
pr_001055711,0.283718, 0.052607
pr_000893575,0.283718, 0.052607
pr_001003705,0.283718, 0.052607
pr_000997651,0.283718, 0.052607
pr_000827593,0.283718, 0.052607
pr_000896520,0.283718, 0.052607
pr_000854355,0.283718, 0.052607
pr_000734200,0.283718, 0.052607
pr_001680381,0.283718, 0.052607
pr_000744252,0.283718, 0.052607
pr_000971987,0.283718, 0.052607
pr_001001081,0.283718, 0.052607
pr_001013226,0.283718, 0.052607
pr_000632344,0.283718, 0.052607
pr_000751172,0.283718, 0.052607
pr_000943952,0.283718, 0.052607
pr_000930891,0.283718, 0.052607
pr_000631773,0.283718, 0.052607
pr_000844903,0.283718, 0.052607
pr_000986457,0.283718, 0.052607
pr_001017901,0.283718, 0.052607
pr_000907648,0.283718, 0.052607
pr_000635244,0.283718, 0.052607
pr_000822911,0.283718, 0.052607
pr_001108644,0.283718, 0.052607
pr_000731061,0.283718, 0.052607
pr_000844312,0.283718, 0.052607
pr_000956835,0.283718, 0.052607
pr_000973928,0.283718, 0.052607
pr_000672513,0.283718, 0.052607
pr_000853029,0.283718, 0.052607
pr_000981839,0.283718, 0.052607
pr_001017519,0.283718, 0.052607
pr_001031460,0.283718, 0.052607
pr_000836307,0.283718, 0.052607
pr_002080349,0.283718, 0.052607
pr_000838563,0.283718, 0.052607
pr_001123310,0.283718, 0.052607
pr_000890637,0.283718, 0.052607
pr_000937902,0.283718, 0.052607
pr_000959251,0.283718, 0.052607
pr_000917664,0.283718, 0.052607
pr_001872556,0.283718, 0.052607
pr_000901874,0.283718, 0.052607
pr_000901914,0.283718, 0.052607
pr_000903282,0.283718, 0.052607
pr_000941017,0.283718, 0.052607
pr_000899703,0.283718, 0.052607
pr_000698027,0.283718, 0.052607
pr_000861708,0.283718, 0.052607
pr_000630544,0.283718, 0.052607
pr_000234080,0.283718, 0.052607
pr_001094792,0.283718, 0.052607
pr_000873726,0.283718, 0.052607
pr_002053981,0.283718, 0.052607
pr_000381221,0.283718, 0.052607
pr_001049266,0.283718, 0.052607
pr_000876244,0.283718, 0.052607
pr_000944488,0.283718, 0.052607
pr_000970209,0.283718, 0.052607
pr_000632527,0.283718, 0.052607
pr_000903726,0.283718, 0.052607
pr_000953662,0.283718, 0.052607
pr_000757035,0.283718, 0.052607
pr_000627401,0.283718, 0.052607
pr_001657504,0.283718, 0.052607
pr_001038516,0.283718, 0.052607
pr_000811892,0.283718, 0.052607
pr_000898043,0.283718, 0.052607
pr_000381206,0.283718, 0.052607
pr_000907360,0.283718, 0.052607
pr_000876558,0.283718, 0.052607
pr_001072362,0.283718, 0.052607
pr_000697386,0.283718, 0.052607
pr_000349470,0.283718, 0.052607
pr_000850787,0.283718, 0.052607
pr_000635187,0.283718, 0.052607
pr_000820871,0.283718, 0.052607
pr_002065921,0.283718, 0.052607
pr_001048607,0.283718, 0.052607
pr_002080269,0.283718, 0.052626
pr_001664606,0.283718, 0.052626
pr_002087162,0.283718, 0.052626
pr_002083933,0.283718, 0.052626
pr_002169102,0.283718, 0.052626
pr_002094501,0.283718, 0.052626
pr_001874804,0.283718, 0.052626
pr_001148887,0.283718, 0.052626
pr_002056689,0.283718, 0.052626
us_000355875,0.283718, 0.053435
pr_001122460,0.283718, 0.054130
pr_000381401,0.283718, 0.057056
pr_000831600,0.283718, 0.059428
us_000540386,0.283718, 0.066291
us_000481413,0.283718, 0.072195
us_000479945,0.283718, 0.177225
us_000459152,0.283718, 0.773876
us_000480385,0.283718, 1.180104
us_000488104,0.283718, 1.239738
us_000480322,0.283718, 1.278739
pr_001683873,0.256713, 0.053277
pr_001761643,0.256713, 0.058162
pr_002196227,0.256713, 0.058162
pr_002093418,0.256713, 0.063406
pr_001681500,0.256713, 0.063406
pr_002077622,0.256713, 0.063406
pr_002084801,0.256713, 0.063406
pr_001960257,0.256713, 0.063406
pr_002123417,0.256713, 0.063406
pr_002095138,0.256713, 0.063406
pr_001991428,0.256713, 0.063406
pr_001663928,0.256713, 0.063406
pr_002078688,0.256713, 0.063406
pr_001665666,0.256713, 0.063406
pr_002124537,0.256713, 0.063406
pr_002093486,0.256713, 0.063406
pr_001683515,0.256713, 0.063406
pr_002095758,0.256713, 0.063406
pr_001915412,0.256713, 0.063406
pr_002079194,0.256713, 0.063406
pr_001955063,0.256713, 0.064656
pr_000565383,0.256713, 0.065000
pr_001683628,0.256713, 0.066710
pr_001966508,0.256713, 0.066710
pr_001664517,0.256713, 0.066710
pr_001709296,0.256713, 0.066710
pr_002083433,0.256710, 0.084998
pr_000676273,0.256710, 0.085162
pr_000844468,0.249844, 0.048038
pr_001055691,0.249844, 0.048038
pr_000923901,0.249844, 0.048038
pr_000833793,0.249844, 0.048038
pr_000977132,0.249844, 0.048038
pr_002080543,0.249844, 0.048038
pr_001753786,0.249844, 0.048038
pr_000842978,0.249844, 0.048038
pr_002095448,0.249844, 0.048038
pr_000687084,0.249844, 0.048038
pr_000818724,0.249844, 0.048038
pr_001055618,0.249844, 0.048038
pr_001902731,0.249844, 0.048038
pr_000990387,0.249844, 0.048038
pr_000959376,0.249844, 0.048038
pr_000883311,0.249844, 0.048038
pr_000891652,0.249844, 0.048038
pr_002210967,0.249844, 0.048038
pr_000818879,0.249844, 0.048038
pr_000671664,0.249844, 0.048038
pr_001066437,0.249844, 0.048038
pr_000828545,0.249844, 0.048038
pr_000971198,0.249844, 0.048038
pr_000838926,0.249844, 0.048038
pr_000874684,0.249844, 0.048038
pr_000973432,0.249844, 0.048038
pr_000769438,0.249844, 0.048038
pr_000331406,0.249844, 0.048038
pr_000445682,0.249844, 0.048038
pr_001055053,0.249844, 0.048038
pr_000635406,0.249844, 0.048038
pr_001820566,0.249844, 0.048038
pr_000630063,0.249844, 0.048038
pr_000944009,0.249844, 0.048038
pr_000633276,0.249844, 0.048038
pr_000963940,0.249844, 0.048038
pr_000925301,0.249844, 0.048038
pr_000345231,0.249844, 0.048038
pr_002059290,0.249844, 0.048038
pr_000744452,0.249844, 0.048038
pr_002143398,0.249844, 0.048038
pr_002090472,0.249844, 0.048038
pr_000663007,0.249844, 0.048038
pr_002202617,0.249844, 0.048038
pr_000625684,0.249844, 0.048038
pr_001005846,0.249844, 0.048038
pr_002125402,0.249844, 0.048038
pr_000660459,0.249844, 0.048038
pr_000859120,0.249844, 0.048038
pr_001122454,0.249844, 0.048038
pr_000893016,0.249844, 0.048038
pr_000882140,0.249844, 0.048038
pr_002189138,0.249844, 0.048038
pr_001648088,0.249844, 0.048038
pr_000943767,0.249844, 0.048038
pr_000977201,0.249844, 0.048038
pr_000574706,0.249844, 0.048038
pr_000988596,0.249844, 0.048038
pr_000874921,0.249844, 0.048038
pr_001589829,0.249844, 0.048038
pr_000646246,0.249844, 0.048038
pr_002063603,0.249844, 0.048038
pr_001060162,0.249844, 0.048038
pr_000833980,0.249844, 0.048038
pr_000866302,0.249844, 0.048038
pr_001913024,0.249844, 0.048038
pr_000969365,0.249844, 0.048038
pr_000887846,0.249844, 0.048038
pr_000896770,0.249844, 0.048038
pr_000816270,0.249844, 0.048038
pr_000902906,0.249844, 0.048038
pr_001058933,0.249844, 0.048038
pr_000882702,0.249844, 0.048038
pr_002123388,0.249844, 0.048038
pr_000768049,0.249844, 0.048038
pr_001684213,0.249844, 0.048038
pr_000902176,0.249844, 0.048038
pr_000987581,0.249844, 0.048038
pr_001964280,0.249844, 0.048038
pr_001986495,0.249844, 0.048038
pr_001680851,0.249844, 0.048038
pr_001398762,0.249844, 0.048038
pr_000890504,0.249844, 0.048038
pr_002098092,0.249844, 0.048038
pr_000844341,0.249844, 0.048038
pr_001017461,0.249844, 0.048038
pr_000220385,0.249844, 0.048038
pr_000898025,0.249844, 0.048038
pr_000632014,0.249844, 0.048038
pr_000574142,0.249844, 0.048038
pr_000972147,0.249844, 0.048038
pr_000901895,0.249844, 0.048038
pr_000379256,0.249844, 0.048038
pr_001007499,0.249844, 0.048038
pr_000632276,0.249844, 0.048038
pr_001038034,0.249844, 0.048038
pr_002118716,0.249844, 0.048038
pr_001966401,0.249844, 0.048038
pr_000843608,0.249844, 0.048038
pr_000816061,0.249844, 0.048038
pr_000828757,0.249844, 0.048038
pr_001071926,0.249844, 0.048038
pr_000821544,0.249844, 0.048038
pr_000818073,0.249844, 0.048038
pr_000831528,0.249844, 0.048038
pr_000883414,0.249844, 0.048038
pr_002213959,0.249844, 0.048038
pr_000377500,0.249844, 0.048038
pr_002208692,0.249844, 0.048038
pr_001664610,0.249844, 0.048038
pr_000942752,0.249844, 0.048038
pr_002137220,0.249844, 0.048038
pr_001056508,0.249844, 0.048038
pr_001662876,0.249844, 0.048038
pr_000922724,0.249844, 0.048038
pr_000818322,0.249844, 0.048038
pr_001012504,0.249844, 0.048038
pr_002216720,0.249844, 0.048038
pr_000873704,0.249844, 0.048038
pr_000758360,0.249844, 0.048038
pr_001054036,0.249844, 0.048038
pr_001930425,0.249844, 0.048038
pr_002080218,0.249844, 0.048038
pr_001008876,0.249844, 0.048038
pr_000959027,0.249844, 0.048038
pr_000632502,0.249844, 0.048038
pr_000905319,0.249844, 0.048038
pr_000884167,0.249844, 0.048038
pr_000869885,0.249844, 0.048038
pr_000846682,0.249844, 0.048038
pr_001741499,0.249844, 0.048038
pr_001107562,0.249844, 0.048038
pr_001662311,0.249844, 0.048038
pr_000971196,0.249844, 0.048038
pr_001019895,0.249844, 0.048038
pr_000978344,0.249844, 0.048038
pr_002096140,0.249844, 0.048038
pr_001101164,0.249844, 0.048038
pr_000859739,0.249844, 0.048038
pr_000866368,0.249844, 0.048038
pr_001115487,0.249844, 0.048038
pr_000686586,0.249844, 0.048038
pr_002229732,0.249844, 0.048038
pr_001012236,0.249844, 0.048038
pr_000896029,0.249844, 0.048038
pr_000855335,0.249844, 0.048038
pr_000904905,0.249844, 0.048038
pr_000882732,0.249844, 0.048038
pr_000855993,0.249844, 0.048038
pr_000932086,0.249844, 0.048038
pr_000897391,0.249844, 0.048038
pr_001077303,0.249844, 0.048038
pr_001963252,0.249844, 0.048038
pr_000934102,0.249844, 0.048038
pr_001760264,0.249844, 0.048038
pr_001036126,0.249844, 0.048038
pr_000903124,0.249844, 0.048038
pr_000635664,0.249844, 0.048038
pr_000826022,0.249844, 0.048038
pr_002082671,0.249844, 0.048038
pr_001018260,0.249844, 0.048038
pr_000832216,0.249844, 0.048038
pr_000770595,0.249844, 0.048038
pr_000831277,0.249844, 0.048038
pr_000744428,0.249844, 0.048038
pr_001917515,0.249844, 0.048038
pr_001644725,0.249844, 0.048038
pr_000868124,0.249844, 0.048038
pr_000864162,0.249844, 0.048038
pr_000820929,0.249844, 0.048038
pr_000769266,0.249844, 0.048038
pr_000879226,0.249844, 0.048038
pr_001717183,0.249844, 0.048038
pr_001664865,0.249844, 0.048038
pr_000732015,0.249844, 0.048038
pr_000832474,0.249844, 0.048038
pr_000998489,0.249844, 0.048038
pr_000720134,0.249844, 0.048038
pr_000633311,0.249844, 0.048038
pr_001035420,0.249844, 0.048038
pr_001003522,0.249844, 0.048038
pr_000659287,0.249844, 0.048038
pr_000691735,0.249844, 0.048038
pr_001755475,0.249844, 0.048038
pr_000975524,0.249844, 0.048038
pr_000747340,0.249844, 0.048038
pr_000961396,0.249844, 0.048038
pr_001662651,0.249844, 0.048038
pr_000744763,0.249844, 0.048038
pr_002197948,0.249844, 0.048038
pr_001022625,0.249844, 0.048038
pr_002082861,0.249844, 0.048038
pr_000892042,0.249844, 0.048038
pr_000898128,0.249844, 0.048038
pr_000967531,0.249844, 0.048038
pr_000982593,0.249844, 0.048038
pr_000934261,0.249844, 0.048038
pr_002098196,0.249844, 0.048038
pr_002211908,0.249844, 0.048038
pr_002080316,0.249844, 0.048038
pr_000865842,0.249844, 0.048038
pr_001064312,0.249844, 0.048038
pr_000752226,0.249844, 0.048038
pr_000995821,0.249844, 0.048038
pr_000884934,0.249844, 0.048038
pr_000908847,0.249844, 0.048038
pr_000901602,0.249844, 0.048038
pr_000630223,0.249844, 0.048038
pr_000738273,0.249844, 0.048038
pr_000871102,0.249844, 0.048038
pr_000875373,0.249844, 0.048038
pr_001038240,0.249844, 0.048038
pr_001652305,0.249844, 0.048038
pr_000862162,0.249844, 0.048038
pr_000973519,0.249844, 0.048038
pr_001669029,0.249844, 0.048038
pr_000961723,0.249844, 0.048038
pr_002083274,0.249844, 0.048038
pr_000876242,0.249844, 0.048038
pr_000883409,0.249844, 0.048038
pr_000917321,0.249844, 0.048038
pr_000978556,0.249844, 0.048038
pr_001822050,0.249844, 0.048038
pr_001076282,0.249844, 0.048038
pr_000380594,0.249844, 0.048038
pr_001682826,0.249844, 0.048038
pr_001012715,0.249844, 0.048038
pr_000744982,0.249844, 0.048038
pr_000768056,0.249844, 0.048038
pr_000842346,0.249844, 0.048038
pr_000990435,0.249844, 0.048038
pr_000717375,0.249844, 0.048038
pr_000978326,0.249844, 0.048038
pr_000632834,0.249844, 0.048038
pr_000400210,0.249844, 0.048038
pr_000983511,0.249844, 0.048038
pr_001072140,0.249844, 0.048038
pr_001584945,0.249844, 0.048038
pr_002095581,0.249844, 0.048038
pr_002208011,0.249844, 0.048038
pr_000987605,0.249844, 0.048038
pr_000815803,0.249844, 0.048038
pr_001064689,0.249844, 0.048038
pr_000987648,0.249844, 0.048038
pr_000744701,0.249844, 0.048038
pr_002095329,0.249844, 0.048038
pr_000735730,0.249844, 0.048038
pr_000633381,0.249844, 0.048038
pr_001662611,0.249844, 0.048038
pr_002092284,0.249844, 0.048038
pr_000649206,0.249844, 0.048038
pr_000977192,0.249844, 0.048038
pr_001055497,0.249844, 0.048038
pr_000995550,0.249844, 0.048038
pr_001683016,0.249844, 0.048038
pr_000733229,0.249844, 0.048038
pr_000877704,0.249844, 0.048038
pr_000576011,0.249844, 0.048038
pr_002213459,0.249844, 0.048038
pr_000843435,0.249844, 0.048038
pr_000944066,0.249844, 0.048038
pr_001833422,0.249844, 0.048038
pr_000672979,0.249844, 0.048038
pr_000972591,0.249844, 0.048038
pr_000864559,0.249844, 0.048038
pr_001815079,0.249844, 0.048038
pr_000760499,0.249844, 0.048038
pr_001114681,0.249844, 0.048038
pr_000854185,0.249844, 0.048038
pr_000822630,0.249844, 0.048038
pr_000744466,0.249844, 0.048038
pr_002123392,0.249844, 0.048038
pr_000961610,0.249844, 0.048038
pr_001072697,0.249844, 0.048038
pr_000874984,0.249844, 0.048038
pr_001065147,0.249844, 0.048038
pr_000972630,0.249844, 0.048038
pr_000902489,0.249844, 0.048038
pr_000903501,0.249844, 0.048038
pr_000908747,0.249844, 0.048038
pr_000818651,0.249844, 0.048038
pr_001095502,0.249844, 0.048038
pr_002056404,0.249844, 0.048038
pr_000832100,0.249844, 0.048038
pr_001417208,0.249844, 0.048038
pr_000731775,0.249844, 0.048038
pr_000664306,0.249844, 0.048038
pr_001917478,0.249844, 0.048038
pr_000379687,0.249844, 0.048038
pr_000900770,0.249844, 0.048038
pr_000909567,0.249844, 0.048038
pr_000972447,0.249844, 0.048038
pr_001068734,0.249844, 0.048038
pr_000975373,0.249844, 0.048038
pr_001954399,0.249844, 0.048038
pr_000843110,0.249844, 0.048038
pr_002193024,0.249844, 0.048038
pr_002109721,0.249844, 0.048038
pr_000987923,0.249844, 0.048038
pr_000744637,0.249844, 0.048038
pr_000879548,0.249844, 0.048038
pr_001697084,0.249844, 0.048038
pr_001064315,0.249844, 0.048038
pr_000892004,0.249844, 0.048038
pr_001590524,0.249844, 0.048038
pr_001066112,0.249844, 0.048038
pr_000979042,0.249844, 0.048038
pr_001669267,0.249844, 0.048038
pr_001002419,0.249844, 0.048038
pr_000634206,0.249844, 0.048038
pr_000858546,0.249844, 0.048038
pr_000879111,0.249844, 0.048038
pr_000865939,0.249844, 0.048038
pr_001003402,0.249844, 0.048038
pr_000974804,0.249844, 0.048038
pr_000952970,0.249844, 0.048038
pr_000771994,0.249844, 0.048038
pr_001035923,0.249844, 0.048038
pr_000887201,0.249844, 0.048038
pr_000939687,0.249844, 0.048038
pr_000837980,0.249844, 0.048038
pr_001017484,0.249844, 0.048038
pr_000894970,0.249844, 0.048038
pr_000876730,0.249844, 0.048038
pr_000721418,0.249844, 0.048038
pr_001044269,0.249844, 0.048038
pr_001647918,0.249844, 0.048038
pr_002111415,0.249844, 0.048038
pr_001039215,0.249844, 0.048038
pr_000268998,0.249844, 0.048038
pr_000730513,0.249844, 0.048038
pr_000758657,0.249844, 0.048038
pr_000662461,0.249844, 0.048038
pr_001663136,0.249844, 0.048038
pr_000731313,0.249844, 0.048038
pr_001007980,0.249844, 0.048038
pr_000771755,0.249844, 0.048038
pr_000969425,0.249844, 0.048038
pr_000824488,0.249844, 0.048038
pr_001849405,0.249844, 0.048038
pr_001102169,0.249844, 0.048038
pr_002210099,0.249844, 0.048038
pr_000761772,0.249844, 0.048038
pr_001004754,0.249844, 0.048038
pr_000978028,0.249844, 0.048038
pr_000962733,0.249844, 0.048038
pr_000855007,0.249844, 0.048038
pr_000897867,0.249844, 0.048038
pr_000822443,0.249844, 0.048038
pr_000894396,0.249844, 0.048038
pr_001037091,0.249844, 0.048038
pr_000898138,0.249844, 0.048038
pr_000822867,0.249844, 0.048038
pr_001906788,0.249844, 0.048038
pr_000895796,0.249844, 0.048038
pr_001051572,0.249844, 0.048038
pr_000904456,0.249844, 0.048038
pr_000903307,0.249844, 0.048038
pr_000900162,0.249844, 0.048038
pr_001606407,0.249844, 0.048038
pr_002080174,0.249844, 0.048038
pr_000276924,0.249844, 0.048038
pr_001000828,0.249844, 0.048038
pr_000977711,0.249844, 0.048038
pr_001664664,0.249844, 0.048038
pr_000771432,0.249844, 0.048038
pr_000629974,0.249844, 0.048038
pr_001003675,0.249844, 0.048038
pr_000881036,0.249844, 0.048038
pr_002080462,0.249844, 0.048038
pr_000965673,0.249844, 0.048038
pr_000635739,0.249844, 0.048038
pr_000874960,0.249844, 0.048038
pr_000841748,0.249844, 0.048038
pr_000898930,0.249844, 0.048038
pr_001054645,0.249844, 0.048038
pr_002078357,0.249844, 0.048038
pr_000721331,0.249844, 0.048038
pr_000863459,0.249844, 0.048038
pr_001913694,0.249844, 0.048038
pr_002160998,0.249844, 0.048038
pr_000744619,0.249844, 0.048038
pr_000857939,0.249844, 0.048038
pr_000896738,0.249844, 0.048038
pr_000988041,0.249844, 0.048038
pr_001004748,0.249844, 0.048038
pr_000949139,0.249844, 0.048038
pr_000728454,0.249844, 0.048038
pr_000952122,0.249844, 0.048038
pr_000901236,0.249844, 0.048038
pr_000725105,0.249844, 0.048038
pr_000735003,0.249844, 0.048038
pr_000930862,0.249844, 0.048038
pr_000885729,0.249844, 0.048038
pr_000925819,0.249844, 0.048038
pr_000892699,0.249844, 0.048038
pr_001017583,0.249844, 0.048038
pr_000823605,0.249844, 0.048038
pr_000824642,0.249844, 0.048038
pr_000873013,0.249844, 0.048038
pr_000878965,0.249844, 0.048038
pr_000897293,0.249844, 0.048038
pr_000767656,0.249844, 0.048038
pr_001584085,0.249844, 0.048038
pr_000971430,0.249844, 0.048038
pr_000835855,0.249844, 0.048038
pr_000978809,0.249844, 0.048038
pr_000874518,0.249844, 0.048038
pr_000897320,0.249844, 0.048038
pr_000905697,0.249844, 0.048038
pr_002082738,0.249844, 0.048038
pr_000740862,0.249844, 0.048038
pr_000896518,0.249844, 0.048038
pr_001004861,0.249844, 0.048038
pr_000820638,0.249844, 0.048038
pr_001005116,0.249844, 0.048038
pr_000762218,0.249844, 0.048038
pr_000879385,0.249844, 0.048038
pr_000898862,0.249844, 0.048038
pr_000378690,0.249844, 0.048038
pr_000988845,0.249844, 0.048038
pr_000965487,0.249844, 0.048038
pr_000757228,0.249844, 0.048038
pr_001662964,0.249844, 0.048038
pr_000864811,0.249844, 0.048038
pr_000891768,0.249844, 0.048038
pr_001162433,0.249844, 0.048038
pr_000893341,0.249844, 0.048038
pr_000863917,0.249844, 0.048038
pr_001032159,0.249844, 0.048038
pr_000337097,0.249844, 0.048038
pr_000951900,0.249844, 0.048038
pr_001874783,0.249844, 0.048038
pr_000897346,0.249844, 0.048038
pr_000761494,0.249844, 0.048038
pr_002166612,0.249844, 0.048038
pr_000658160,0.249844, 0.048038
pr_001961668,0.249844, 0.048038
pr_000718216,0.249844, 0.048038
pr_000694406,0.249844, 0.048038
pr_000863692,0.249844, 0.048038
pr_000996567,0.249844, 0.048038
pr_001737336,0.249844, 0.048038
pr_000744228,0.249844, 0.048038
pr_000887741,0.249844, 0.048038
pr_001076389,0.249844, 0.048038
pr_000756604,0.249844, 0.048038
pr_000860648,0.249844, 0.048038
pr_000996629,0.249844, 0.048038
pr_002084692,0.249844, 0.048038
pr_002078853,0.249844, 0.048038
pr_000579545,0.249844, 0.048038
pr_000662474,0.249844, 0.048038
pr_000864949,0.249844, 0.048038
pr_000633561,0.249844, 0.048038
pr_000873754,0.249844, 0.048038
pr_000877029,0.249844, 0.048038
pr_001072041,0.249844, 0.048038
pr_001658238,0.249844, 0.048038
pr_000893413,0.249844, 0.048038
pr_000653363,0.249844, 0.048038
pr_000888884,0.249844, 0.048038
pr_000998414,0.249844, 0.048038
pr_000874687,0.249844, 0.048038
pr_001658595,0.249844, 0.048038
pr_000903470,0.249844, 0.048038
pr_000971458,0.249844, 0.048038
pr_001018098,0.249844, 0.048038
pr_000876575,0.249844, 0.048038
pr_000834079,0.249844, 0.048038
pr_000844613,0.249844, 0.048038
pr_000671969,0.249844, 0.048038
pr_000893981,0.249844, 0.048038
pr_000952116,0.249844, 0.048038
pr_001763550,0.249844, 0.048038
pr_000979060,0.249844, 0.048038
pr_001038631,0.249844, 0.048038
pr_000857354,0.249844, 0.048038
pr_000734198,0.249844, 0.048038
pr_001965088,0.249844, 0.048038
pr_001937719,0.249844, 0.048038
pr_000982736,0.249844, 0.048038
pr_001665385,0.249844, 0.048038
pr_002215753,0.249844, 0.048038
pr_001065086,0.249844, 0.048038
pr_000445512,0.249844, 0.048038
pr_000852021,0.249844, 0.048038
pr_000817638,0.249844, 0.048038
pr_000891809,0.249844, 0.048038
pr_000884626,0.249844, 0.048038
pr_002079734,0.249844, 0.048038
pr_001664512,0.249844, 0.048038
pr_000660601,0.249844, 0.048038
pr_001066340,0.249844, 0.048038
pr_000860861,0.249844, 0.048038
pr_000747406,0.249844, 0.048038
pr_001682049,0.249844, 0.048038
pr_000764105,0.249844, 0.048038
pr_000845772,0.249844, 0.048038
pr_001058791,0.249844, 0.048038
pr_000886249,0.249844, 0.048038
pr_000756164,0.249844, 0.048038
pr_000875076,0.249844, 0.048038
pr_000823141,0.249844, 0.048038
pr_000645442,0.249844, 0.048038
pr_001682651,0.249844, 0.048038
pr_001712905,0.249844, 0.048038
pr_001005975,0.249844, 0.048038
pr_000874080,0.249844, 0.048038
pr_000725159,0.249844, 0.048038
pr_000630897,0.249844, 0.048038
pr_000831494,0.249844, 0.048038
pr_000831970,0.249844, 0.048038
pr_001686063,0.249844, 0.048038
pr_000874314,0.249844, 0.048038
pr_001047402,0.249844, 0.048038
pr_000891928,0.249844, 0.048038
pr_000857787,0.249844, 0.048038
pr_000841773,0.249844, 0.048038
pr_001066118,0.249844, 0.048038
pr_000357065,0.249844, 0.048038
pr_000908403,0.249844, 0.048038
pr_000989625,0.249844, 0.048038
pr_001015957,0.249844, 0.048038
pr_002160283,0.249844, 0.048038
pr_001056909,0.249844, 0.048038
pr_000769485,0.249844, 0.048038
pr_002168880,0.249844, 0.048038
pr_001663784,0.249844, 0.048038
pr_000904138,0.249844, 0.048038
pr_000702072,0.249844, 0.048038
pr_000877627,0.249844, 0.048038
pr_000828262,0.249844, 0.048038
pr_000726275,0.249844, 0.048038
pr_000838676,0.249844, 0.048038
pr_001652388,0.249844, 0.048038
pr_000898403,0.249844, 0.048038
pr_002228378,0.249844, 0.048038
pr_001113107,0.249844, 0.048038
pr_000744749,0.249844, 0.048038
pr_001117100,0.249844, 0.048038
pr_000764285,0.249844, 0.048038
pr_000898047,0.249844, 0.048038
pr_001666352,0.249844, 0.048038
pr_002063820,0.249844, 0.048038
pr_000904190,0.249844, 0.048038
pr_000834503,0.249844, 0.048038
pr_000999848,0.249844, 0.048038
pr_000233859,0.249844, 0.048038
pr_000976310,0.249844, 0.048038
pr_000630787,0.249844, 0.048038
pr_001121971,0.249844, 0.048038
pr_000959629,0.249844, 0.048038
pr_001982583,0.249844, 0.048038
pr_000853446,0.249844, 0.048038
pr_000744837,0.249844, 0.048038
pr_000894781,0.249844, 0.048038
pr_000982803,0.249844, 0.048038
pr_001924797,0.249844, 0.048038
pr_000978915,0.249844, 0.048038
pr_000634223,0.249844, 0.048038
pr_001048861,0.249844, 0.048038
pr_001015554,0.249844, 0.048038
pr_001951874,0.249844, 0.048038
pr_001044588,0.249844, 0.048038
pr_000980078,0.249844, 0.048038
pr_000970668,0.249844, 0.048038
pr_000769596,0.249844, 0.048038
pr_000760383,0.249844, 0.048038
pr_000735701,0.249844, 0.048038
pr_001933294,0.249844, 0.048038
pr_001754374,0.249844, 0.048038
pr_000662065,0.249844, 0.048038
pr_000987842,0.249844, 0.048038
pr_000861943,0.249844, 0.048038
pr_000896642,0.249844, 0.048038
pr_001944584,0.249844, 0.048038
pr_000893609,0.249844, 0.048038
pr_000860689,0.249844, 0.048038
pr_000967958,0.249844, 0.048038
pr_000900052,0.249844, 0.048038
pr_000630969,0.249844, 0.048038
pr_000873073,0.249844, 0.048038
pr_000489716,0.249844, 0.048038
pr_002087753,0.249844, 0.048038
pr_000855262,0.249844, 0.048038
pr_000876374,0.249844, 0.048038
pr_000853471,0.249844, 0.048038
pr_000730698,0.249844, 0.048038
pr_000982551,0.249844, 0.048038
pr_000985298,0.249844, 0.048038
pr_001669047,0.249844, 0.048038
pr_000717749,0.249844, 0.048038
pr_000890343,0.249844, 0.048038
pr_000859272,0.249844, 0.048038
pr_000873221,0.249844, 0.048038
pr_000976832,0.249844, 0.048038
pr_002080299,0.249844, 0.048038
pr_000972380,0.249844, 0.048038
pr_001597520,0.249844, 0.048052
pr_000830082,0.249844, 0.048052
pr_000398833,0.249844, 0.048052
pr_000815509,0.249844, 0.048095
pr_000990171,0.249844, 0.048172
pr_000638991,0.249844, 0.048235
pr_000911864,0.249844, 0.048235
pr_000632615,0.249844, 0.048235
pr_000535228,0.249844, 0.048256
pr_001062582,0.249844, 0.048283
pr_001021794,0.249844, 0.048283
pr_001018145,0.249844, 0.048330
pr_001014256,0.249844, 0.049738
pr_001132631,0.249844, 0.049738
pr_001067722,0.249844, 0.049914
pr_001681733,0.249747, 0.059256
pr_002077327,0.249747, 0.059256
