Product ID : 2132 JPs covered : 332 : Bankruptcy-Reorganization, 
OID,Confidence at Map Node,Error at Map Node
us_000516304,0.124705, 0.000048
pr_000188293,0.124705, 0.000048
us_000524387,0.124705, 0.000049
pr_001722513,0.124705, 0.000052
pr_001959955,0.124705, 0.000067
us_000512532,0.124705, 0.000075
pr_001403687,0.124705, 0.000076
us_000511857,0.124705, 0.000095
pr_001403560,0.124705, 0.000103
us_000590222,0.124705, 0.000118
pr_001085899,0.124705, 0.000133
us_000581499,0.124705, 0.000175
pr_001098621,0.124705, 0.000235
pr_000410075,0.124705, 0.000258
us_000588325,0.124705, 0.000515
us_000555876,0.124705, 0.000619
us_000606431,0.124705, 0.000705
us_000598747,0.124705, 0.000735
us_000558078,0.124705, 0.000908
us_000588931,0.124705, 0.001353
us_000591421,0.124705, 0.001739
us_000591062,0.124705, 0.002105
us_000595152,0.124705, 0.002994
us_000557251,0.124705, 0.004607
us_000582132,0.124705, 0.009002
us_000144573,0.124705, 0.010435
us_000542698,0.124705, 0.010629
us_000496250,0.124705, 6.419337
us_000532795,0.124705, 7.006156
us_000589358,0.124705, 8.812871
us_000536695,0.124705, 9.275600
us_000536478,0.124705, 9.304485
us_000514227,0.124705, 9.450528
us_000496340,0.124705, 9.840022
us_000536638,0.124705, 9.885546
us_000536392,0.124705, 10.219716
us_000540035,0.122603, 0.000000
pr_000651906,0.122603, 0.000002
us_000512920,0.122603, 0.000019
pr_001149774,0.122603, 0.000088
us_000501143,0.122603, 0.000103
us_000502654,0.122603, 0.000103
us_000498349,0.122603, 0.000103
pr_000903050,0.122603, 0.000117
pr_001806616,0.122603, 0.000128
pr_000930785,0.122603, 0.000151
pr_000874577,0.122603, 0.000151
pr_002077351,0.122603, 0.000154
pr_001961003,0.122603, 0.000154
pr_001134915,0.122603, 0.000154
pr_001029050,0.122603, 0.000246
pr_000627459,0.122603, 0.000430
us_000500588,0.122603, 0.000507
us_000522052,0.122603, 0.000673
us_000610450,0.122603, 0.000689
us_000594830,0.122603, 0.000693
us_000612430,0.122603, 0.000733
pr_000756997,0.122603, 0.001035
us_000588669,0.122603, 0.001129
us_000577052,0.122603, 0.001609
us_000610119,0.122603, 0.002575
us_000609931,0.122603, 0.002576
us_000609127,0.122603, 0.002666
us_000614799,0.122603, 0.003224
us_000555086,0.122603, 0.003426
us_000609010,0.122603, 0.004445
pr_002230237,0.122603, 0.007885
us_000552066,0.122603, 0.012105
us_000607956,0.122603, 0.061227
us_000601185,0.122603, 0.080645
us_000531682,0.122603, 2.149151
us_000523277,0.122603, 2.308396
us_000532872,0.122603, 2.335972
us_000504410,0.122603, 2.907133
pr_001637190,0.024681, 0.000013
pr_000772622,0.024681, 0.000023
us_000546161,0.024681, 0.006264
us_000581639,0.024681, 0.720689
us_000578638,0.024681, 0.761491
us_000461161,0.024681, 0.869016
us_000221800,0.024681, 0.960359
us_000496722,0.024681, 0.961078
us_000469501,0.024681, 0.971807
us_000478115,0.024681, 0.972462
us_000458755,0.024681, 0.990849
us_000525022,0.024681, 1.021278
us_000520665,0.024681, 1.028084
us_000520787,0.024681, 1.028770
us_000536802,0.024681, 1.052384
us_000565044,0.024681, 1.062014
us_000567783,0.024681, 1.068920
us_000537220,0.024681, 1.074553
us_000466523,0.024681, 1.075108
us_000458879,0.024681, 1.085891
us_000565275,0.024681, 1.092306
us_000559894,0.024681, 1.096520
us_000560466,0.024681, 1.102984
us_000473407,0.024681, 1.103843
us_000486018,0.024681, 1.110074
us_000458725,0.024681, 1.122122
us_000520764,0.024681, 1.122598
us_000469984,0.024681, 1.123882
us_000599529,0.024681, 1.140847
us_000460760,0.024681, 1.149493
us_000558868,0.024681, 1.151666
us_000539855,0.024681, 1.153345
us_000509749,0.024681, 1.159654
us_000508127,0.024681, 1.160352
us_000357466,0.024681, 1.161075
us_000532157,0.024681, 1.162346
us_000460677,0.024681, 1.163531
us_000484537,0.024681, 1.164572
us_000484263,0.024681, 1.166882
us_000075876,0.024681, 1.169103
us_000477103,0.024681, 1.170804
us_000508045,0.024681, 1.172826
us_000524829,0.024681, 1.181015
us_000470845,0.024681, 1.184026
us_000037689,0.024681, 1.185628
us_000501312,0.024681, 1.187454
us_000035121,0.024681, 1.190061
us_000460555,0.024681, 1.190940
us_000468230,0.024681, 1.191609
us_000460644,0.024681, 1.191609
us_000466231,0.024681, 1.192764
us_000467604,0.024681, 1.193023
us_000525190,0.024681, 1.193212
us_000461909,0.024681, 1.194513
us_000532121,0.024681, 1.195192
us_000492193,0.024681, 1.195845
us_000524219,0.024681, 1.196734
us_000510366,0.024681, 1.198571
us_000560193,0.024681, 1.198659
us_000477433,0.024681, 1.200876
us_000554164,0.024681, 1.203765
us_000519661,0.024681, 1.204351
us_000591267,0.024681, 1.204564
us_000508019,0.024681, 1.205449
us_000477386,0.024681, 1.205842
us_000465447,0.024681, 1.209438
us_000493186,0.024681, 1.211470
us_000524070,0.024681, 1.212799
us_000563179,0.024681, 1.213598
us_000250402,0.024681, 1.213999
us_000493321,0.024681, 1.215017
us_000558108,0.024681, 1.215568
us_000464724,0.024681, 1.215742
us_000488066,0.024681, 1.216146
us_000462714,0.024681, 1.217476
us_000547144,0.024681, 1.217799
us_000557835,0.024681, 1.218030
us_000465782,0.024681, 1.218413
us_000483406,0.024681, 1.218540
us_000503925,0.024681, 1.218940
us_000593122,0.024681, 1.219117
us_000470006,0.024681, 1.220335
us_000598351,0.024681, 1.220359
us_000489348,0.024681, 1.221103
us_000469183,0.024681, 1.221103
us_000483445,0.024681, 1.222417
us_000541024,0.024681, 1.223418
us_000463057,0.024681, 1.223857
us_000464245,0.024681, 1.223857
us_000464322,0.024681, 1.223857
us_000581536,0.024681, 1.224776
us_000464338,0.024681, 1.225463
us_000039098,0.024681, 1.226971
us_000183589,0.024681, 1.227483
us_000524157,0.024681, 1.227483
us_000463594,0.024681, 1.227483
us_000461274,0.024681, 1.227483
us_000448960,0.024681, 1.227483
us_000470881,0.024681, 1.227483
us_000467468,0.024681, 1.227483
us_000007901,0.024681, 1.227483
us_000460037,0.024681, 1.227483
us_000466526,0.024681, 1.227483
us_000146034,0.024681, 1.227483
us_000515886,0.024681, 1.227835
us_000466909,0.024681, 1.228430
us_000484977,0.024681, 1.228874
us_000465016,0.024681, 1.229801
us_000522934,0.024681, 1.230076
us_000471227,0.024681, 1.230193
us_000433303,0.024681, 1.230876
us_000581766,0.024681, 1.232983
us_000495949,0.024681, 1.233128
us_000606268,0.024681, 1.233238
us_000523948,0.024681, 1.233852
us_000460697,0.024681, 1.234762
us_000460702,0.024681, 1.234762
us_000519783,0.024681, 1.235504
us_000126775,0.024681, 1.236264
us_000557573,0.024681, 1.236673
us_000614415,0.024681, 1.236976
us_000594188,0.024681, 1.236976
us_000592628,0.024681, 1.239098
us_000498429,0.024681, 1.239593
us_000581135,0.024681, 1.239859
us_000544330,0.024681, 1.240000
us_000570579,0.024681, 1.240249
us_000562347,0.024681, 1.241360
us_000468546,0.024681, 1.241965
us_000514474,0.024681, 1.241990
us_000266336,0.024681, 1.242075
us_000607470,0.024681, 1.242156
us_000424315,0.024681, 1.243227
us_000527893,0.024681, 1.243446
us_000583194,0.024681, 1.243446
us_000585804,0.024681, 1.243446
us_000573723,0.024681, 1.246357
us_000548786,0.024681, 1.246376
us_000523880,0.024681, 1.246901
us_000503524,0.024681, 1.248401
us_000515367,0.024681, 1.248611
us_000606886,0.024681, 1.248849
us_000105060,0.024681, 1.249207
us_000525038,0.024681, 1.249423
us_000468560,0.024681, 1.249988
us_000529182,0.024681, 1.250425
us_000469105,0.024681, 1.251916
us_000575488,0.024681, 1.252044
us_000585938,0.024681, 1.252640
us_000495406,0.024681, 1.254405
us_000510207,0.024681, 1.255452
us_000471079,0.024681, 1.256805
us_000034789,0.024681, 1.256805
us_000459939,0.024681, 1.256805
us_000562376,0.024681, 1.256951
us_000189085,0.024681, 1.257132
us_000474999,0.024681, 1.258746
us_000527106,0.024681, 1.258821
us_000615979,0.024681, 1.259678
us_000548475,0.024681, 1.259801
us_000548486,0.024681, 1.259801
us_000470945,0.024681, 1.260510
us_000547738,0.024681, 1.260510
us_000463718,0.024681, 1.260510
us_000464262,0.024681, 1.260510
us_000464260,0.024681, 1.260510
us_000026434,0.024681, 1.260510
us_000473424,0.024681, 1.260510
us_000525665,0.024681, 1.261553
us_000492754,0.024681, 1.262315
us_000524568,0.024681, 1.262827
us_000473453,0.024681, 1.263169
us_000528158,0.024681, 1.263608
us_000479637,0.024681, 1.263865
us_000548047,0.024681, 1.264197
us_000462220,0.024681, 1.264222
us_000527772,0.024681, 1.264222
us_000463283,0.024681, 1.264222
us_000527643,0.024681, 1.264222
us_000461845,0.024681, 1.264222
us_000527372,0.024681, 1.264222
us_000586159,0.024681, 1.264275
us_000567075,0.024681, 1.264520
us_000572321,0.024681, 1.264749
us_000489851,0.024681, 1.265134
us_000490409,0.024681, 1.265907
us_000498461,0.024681, 1.266560
us_000532613,0.024681, 1.267096
us_000572752,0.024681, 1.267304
us_000616113,0.024681, 1.267382
us_000495243,0.024681, 1.267448
us_000470544,0.024681, 1.267656
us_000555185,0.024681, 1.268230
us_000477319,0.024681, 1.268439
us_000588207,0.024681, 1.268439
us_000573118,0.024681, 1.268548
us_000577849,0.024681, 1.268764
us_000469779,0.024681, 1.269553
us_000508370,0.024681, 1.271199
us_000607409,0.024681, 1.271455
us_000525885,0.024681, 1.271455
us_000509288,0.024681, 1.271455
us_000573749,0.024681, 1.271455
us_000524814,0.024681, 1.271455
us_000470352,0.024681, 1.271665
us_000460708,0.024681, 1.271674
us_000460686,0.024681, 1.271674
us_000467194,0.024681, 1.271674
us_000482998,0.024681, 1.273993
us_000586311,0.024681, 1.274044
us_000539719,0.024681, 1.274151
us_000571005,0.024681, 1.274424
us_000548478,0.024681, 1.275413
us_000548476,0.024681, 1.275413
us_000548487,0.024681, 1.275413
us_000022483,0.024681, 1.275904
us_000477573,0.024681, 1.276596
us_000475030,0.024681, 1.277103
us_000599558,0.024681, 1.277194
us_000488231,0.024681, 1.277197
us_000522856,0.024681, 1.277540
us_000476886,0.024681, 1.277793
us_000512578,0.024681, 1.278028
us_000592933,0.024681, 1.278223
us_000530117,0.024681, 1.278223
us_000585870,0.024681, 1.278223
us_000592247,0.024681, 1.278223
us_000493682,0.024681, 1.278624
us_000475027,0.024681, 1.279160
us_000501577,0.024681, 1.280074
us_000605651,0.024681, 1.280592
us_000509496,0.024681, 1.281204
us_000558287,0.024681, 1.281914
us_000462503,0.024681, 1.281914
us_000561436,0.024681, 1.281914
us_000547147,0.024681, 1.281914
us_000571252,0.024681, 1.282905
us_000465570,0.024681, 1.282916
us_000465575,0.024681, 1.282916
us_000470154,0.024681, 1.282916
us_000464636,0.024681, 1.282916
us_000369840,0.024681, 1.282916
us_000556914,0.024681, 1.282916
us_000613302,0.024681, 1.283641
us_000463680,0.024681, 1.284072
us_000490717,0.024681, 1.284073
us_000545366,0.024681, 1.284804
us_000467369,0.024681, 1.286214
us_000585557,0.024681, 1.286214
us_000607414,0.024681, 1.286214
us_000606627,0.024681, 1.286214
us_000474212,0.024681, 1.287040
us_000466925,0.024681, 1.288123
us_000596503,0.024681, 1.288424
us_000601087,0.024681, 1.288992
us_000597224,0.024681, 1.290426
us_000597937,0.024681, 1.290426
us_000513444,0.024681, 1.290508
us_000547647,0.024681, 1.291534
us_000598357,0.024681, 1.292334
us_000601700,0.024681, 1.292685
us_000493723,0.024681, 1.292808
us_000517010,0.024681, 1.292895
us_000501495,0.024681, 1.293313
us_000576396,0.024681, 1.293839
us_000489426,0.024681, 1.295115
us_000474408,0.024681, 1.295876
us_000487026,0.024681, 1.297566
us_000594113,0.024681, 1.300111
us_000584178,0.024681, 1.300645
us_000573420,0.024681, 1.305415
us_000527547,0.024681, 1.307057
us_000595032,0.024681, 1.310979
us_000468640,0.024681, 1.317573
us_000154679,0.024681, 1.320956
us_000494241,0.024681, 1.321177
us_000580464,0.024681, 1.335240
us_000514135,0.024681, 1.354622
us_000597249,0.024681, 1.373685
us_000510358,0.024681, 1.432350
us_000489133,0.024681, 1.449465
us_000560769,0.024681, 1.468956
us_000508947,0.024681, 1.676310
us_000498675,0.024681, 1.869383
us_000460197,0.024681, 1.884724
us_000459753,0.024681, 2.113341
us_000463710,0.024681, 2.266721
us_000526748,0.024681, 2.691897
us_000503080,0.024087, 0.000003
us_000518982,0.024087, 0.000003
us_000501808,0.024087, 0.000003
us_000601247,0.024087, 0.000003
us_000539417,0.024087, 0.000003
us_000598764,0.024087, 0.000003
pr_000828228,0.024087, 0.000005
us_000597742,0.024087, 0.000013
us_000609472,0.024087, 0.000013
us_000516968,0.024087, 0.000015
us_000532921,0.024087, 0.000017
us_000598467,0.024087, 0.000040
pr_000831746,0.024087, 0.000045
us_000613346,0.024087, 0.000072
us_000465526,0.024087, 0.000387
us_000498221,0.024087, 0.000508
us_000579303,0.024087, 0.001258
us_000311920,0.024087, 0.001991
us_000575564,0.024087, 0.011292
us_000533629,0.024087, 0.018553
us_000478465,0.024087, 0.043173
us_000536132,0.024087, 0.285793
us_000159564,0.024087, 0.481652
